Action,CAN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Action shot - Saved,4,2.0,3,0,BRA,2.0,CRIVELLA J,0 - 4,374,BRA,6:14
Turnover foul,4,4.0,3,0,BRA,2.0,CONSTANTIN-BICARI,0 - 4,354,CAN,5:54
20 sec. exclusion in field,4,4.0,3,0,BRA,2.0,CONSTANTIN-BICARI,0 - 4,337,CAN,5:37
Extra player shot - Goal,4,8.0,3,1,BRA,2.0,SILVA F,1 - 4,318,BRA,5:18
20 sec. exclusion in field,4,4.0,3,1,BRA,2.0,GONZALEZ I,1 - 4,310,BRA,5:10
Action shot - Saved,4,10.0,3,1,BRA,2.0,CONWAY J,1 - 4,282,CAN,4:42
20 sec. exclusion in centre,4,7.0,3,1,BRA,2.0,TASCHEREAU A,1 - 4,261,CAN,4:21
Action shot - Goal,4,8.0,3,2,BRA,2.0,SILVA F,2 - 4,238,BRA,3:58
5m shot - Missed,4,5.0,3,2,BRA,2.0,BOYD J,2 - 4,214,CAN,3:34
Turnover foul,4,6.0,3,2,BRA,2.0,GOMES B,2 - 4,194,BRA,3:14
20 sec. exclusion in field,4,11.0,3,2,BRA,2.0,GUIMARAES G,2 - 4,175,BRA,2:55
Time-Out,4,,3,2,BRA,2.0,,2 - 4,175,CAN,2:55
Extra player shot - Goal,5,10.0,3,2,BRA,2.0,CONWAY J,2 - 5,155,CAN,2:35
5m shot - Saved,5,10.0,3,2,BRA,2.0,PERRONE F,2 - 5,127,BRA,2:07
Counter attack - Goal,6,5.0,3,2,BRA,2.0,BOYD J,2 - 6,104,CAN,1:44
Penalty foul,6,8.0,3,2,BRA,2.0,GRAHAM K,2 - 6,84,CAN,1:24
Penalty shot - Saved,6,6.0,3,2,BRA,2.0,GOMES B,2 - 6,84,BRA,1:24
5m shot - Saved,6,8.0,3,2,BRA,2.0,GRAHAM K,2 - 6,52,CAN,0:52
20 sec. exclusion in centre,6,8.0,3,2,BRA,2.0,GRAHAM K,2 - 6,35,CAN,0:35
Exclusion with substitution,6,8.0,3,2,BRA,2.0,GRAHAM K,2 - 6,35,CAN,0:35
Extra player shot - Goal,6,6.0,3,3,BRA,2.0,GOMES B,3 - 6,16,BRA,0:16
5m shot - Missed,6,10.0,3,3,BRA,2.0,PERRONE F,3 - 6,1,BRA,0:01
Starting goalkeeper,6,1.0,3,3,BRA,3.0,ANTONELLI V,3 - 6,480,BRA,8:00
Starting goalkeeper,6,1.0,3,3,BRA,3.0,RANDALL R,3 - 6,480,CAN,8:00
Sprint won possession,6,7.0,3,3,BRA,3.0,DELGADO A,3 - 6,480,BRA,8:00
Turnover foul,6,2.0,3,3,BRA,3.0,CRIVELLA J,3 - 6,454,BRA,7:34
Counter attack - Goal,7,12.0,3,3,BRA,3.0,MCELROY J,3 - 7,442,CAN,7:22
5m shot - Missed,7,5.0,3,3,BRA,3.0,SALEMI P,3 - 7,418,BRA,6:58
5m shot - Blocked,7,7.0,3,3,BRA,3.0,TASCHEREAU A,3 - 7,389,CAN,6:29
Turnover foul,7,5.0,3,3,BRA,3.0,SALEMI P,3 - 7,365,BRA,6:05
Steal,7,7.0,3,3,BRA,3.0,TASCHEREAU A,3 - 7,365,CAN,6:05
Turnover foul,7,11.0,3,3,BRA,3.0,TORAKIS G,3 - 7,340,CAN,5:40
Steal,7,10.0,3,3,BRA,3.0,PERRONE F,3 - 7,340,BRA,5:40
Action shot - Saved,7,6.0,3,3,BRA,3.0,GOMES B,3 - 7,315,BRA,5:15
Turnover foul,7,5.0,3,3,BRA,3.0,BOYD J,3 - 7,291,CAN,4:51
Steal,7,5.0,3,3,BRA,3.0,SALEMI P,3 - 7,291,BRA,4:51
Action shot - Blocked,7,7.0,3,3,BRA,3.0,DELGADO A,3 - 7,269,BRA,4:29
Turnover foul,7,12.0,3,3,BRA,3.0,VRLIC J,3 - 7,255,BRA,4:15
Time-Out,7,,3,3,BRA,3.0,,3 - 7,255,CAN,4:15
20 sec. exclusion in field,7,5.0,3,3,BRA,3.0,SALEMI P,3 - 7,245,BRA,4:05
Yellow card,7,,3,3,BRA,3.0,Team Official,3 - 7,245,BRA,4:05
Extra player shot - Saved,7,5.0,3,3,BRA,3.0,BOYD J,3 - 7,227,CAN,3:47
5m shot - Saved,7,5.0,3,3,BRA,3.0,SALEMI P,3 - 7,197,BRA,3:17
Turnover foul,7,12.0,3,3,BRA,3.0,MCELROY J,3 - 7,183,CAN,3:03
Steal,7,7.0,3,3,BRA,3.0,DELGADO A,3 - 7,183,BRA,3:03
Counter attack - Goal,7,10.0,3,4,BRA,3.0,PERRONE F,4 - 7,169,BRA,2:49
20 sec. exclusion in field,7,5.0,3,4,BRA,3.0,SALEMI P,4 - 7,159,BRA,2:39
Extra player shot - Goal,8,3.0,3,4,BRA,3.0,VIKALO O,4 - 8,141,CAN,2:21
Action shot - Blocked,8,7.0,3,4,BRA,3.0,DELGADO A,4 - 8,119,BRA,1:59
20 sec. exclusion in field,8,6.0,3,4,BRA,3.0,LAPINS D,4 - 8,110,CAN,1:50
Extra player shot - Goal,8,3.0,3,5,BRA,3.0,GOMES G,5 - 8,95,BRA,1:35
20 sec. exclusion in field,8,7.0,3,5,BRA,3.0,DELGADO A,5 - 8,84,BRA,1:24
Extra player shot - Blocked,8,5.0,3,5,BRA,3.0,BOYD J,5 - 8,59,CAN,0:59
Turnover foul,8,11.0,3,5,BRA,3.0,GUIMARAES G,5 - 8,44,BRA,0:44
Steal,8,10.0,3,5,BRA,3.0,CONWAY J,5 - 8,44,CAN,0:44
20 sec. exclusion in centre,8,3.0,3,5,BRA,3.0,GOMES G,5 - 8,20,BRA,0:20
Extra player shot - Goal,9,7.0,3,5,BRA,3.0,TASCHEREAU A,5 - 9,1,CAN,0:01
Starting goalkeeper,9,1.0,3,5,BRA,4.0,ANTONELLI V,5 - 9,480,BRA,8:00
Starting goalkeeper,9,1.0,3,5,BRA,4.0,RANDALL R,5 - 9,480,CAN,8:00
Sprint won possession,9,7.0,3,5,BRA,4.0,DELGADO A,5 - 9,480,BRA,8:00
Centre shot - Saved,9,12.0,3,5,BRA,4.0,VRLIC J,5 - 9,458,BRA,7:38
Turnover foul,9,7.0,3,5,BRA,4.0,TASCHEREAU A,5 - 9,432,CAN,7:12
Action shot - Saved,9,2.0,3,5,BRA,4.0,CRIVELLA J,5 - 9,409,BRA,6:49
Turnover foul,9,4.0,3,5,BRA,4.0,CONSTANTIN-BICARI,5 - 9,386,CAN,6:26
Turnover foul,9,12.0,3,5,BRA,4.0,VRLIC J,5 - 9,379,BRA,6:19
Action shot - Missed,9,5.0,3,5,BRA,4.0,BOYD J,5 - 9,350,CAN,5:50
Action shot - Missed,9,9.0,3,5,BRA,4.0,ROCHA B,5 - 9,332,BRA,5:32
Double exclusion,9,12.0,3,5,BRA,4.0,VRLIC J,5 - 9,332,BRA,5:32
Double exclusion,9,2.0,3,5,BRA,4.0,KUDABA C,5 - 9,332,CAN,5:32
Action shot - Saved,9,7.0,3,5,BRA,4.0,DELGADO A,5 - 9,271,BRA,4:31
5m shot - Missed,9,10.0,3,5,BRA,4.0,CONWAY J,5 - 9,252,CAN,4:12
Action shot - Saved,9,7.0,3,5,BRA,4.0,DELGADO A,5 - 9,238,BRA,3:58
20 sec. exclusion in field,9,2.0,3,5,BRA,4.0,CRIVELLA J,5 - 9,218,BRA,3:38
Extra player shot - Saved,9,12.0,3,5,BRA,4.0,MCELROY J,5 - 9,195,CAN,3:15
20 sec. exclusion in field,9,9.0,3,5,BRA,4.0,ROCHA B,5 - 9,181,BRA,3:01
Time-Out,9,,3,5,BRA,4.0,,5 - 9,181,CAN,3:01
Action shot - Goal,10,6.0,3,5,BRA,4.0,LAPINS D,5 - 10,158,CAN,2:38
Action shot - Goal,10,12.0,3,6,BRA,4.0,VRLIC J,6 - 10,127,BRA,2:07
Turnover foul,10,12.0,3,6,BRA,4.0,VRLIC J,6 - 10,45,BRA,0:45
Turnover foul,10,2.0,3,6,BRA,4.0,KUDABA C,6 - 10,20,CAN,0:20
Steal,10,1.0,3,6,BRA,4.0,ANTONELLI V,6 - 10,20,BRA,0:20
Time-Out,10,,3,6,BRA,4.0,,6 - 10,20,BRA,0:20
Action shot - Saved,10,12.0,3,6,BRA,4.0,VRLIC J,6 - 10,12,BRA,0:12
Starting goalkeeper,0,1.0,4,0,ITA,1.0,RANDALL R,0 - 0,480,CAN,8:00
Starting goalkeeper,0,1.0,4,0,ITA,1.0,TEMPESTI S,0 - 0,480,ITA,8:00
Sprint won possession,0,4.0,4,0,ITA,1.0,FIGLIOLI P,0 - 0,480,ITA,8:00
Turnover foul,0,7.0,4,0,ITA,1.0,GIACOPPO M,0 - 0,451,ITA,7:31
5m shot - Post,0,2.0,4,0,ITA,1.0,KUDABA C,0 - 0,432,CAN,7:12
Turnover foul,0,5.0,4,0,ITA,1.0,GIORGETTI A,0 - 0,404,ITA,6:44
Turnover foul,0,2.0,4,0,ITA,1.0,KUDABA C,0 - 0,377,CAN,6:17
Steal,0,2.0,4,0,ITA,1.0,DI FULVIO F,0 - 0,377,ITA,6:17
Turnover foul,0,11.0,4,0,ITA,1.0,AICARDI M,0 - 0,341,ITA,5:41
Turnover foul,0,5.0,4,0,ITA,1.0,BOYD J,0 - 0,338,CAN,5:38
Turnover foul,0,2.0,4,0,ITA,1.0,DI FULVIO F,0 - 0,308,ITA,5:08
Action shot - Missed,0,2.0,4,0,ITA,1.0,KUDABA C,0 - 0,296,CAN,4:56
Turnover foul,0,11.0,4,0,ITA,1.0,AICARDI M,0 - 0,279,ITA,4:39
Turnover foul,0,10.0,4,0,ITA,1.0,CONWAY J,0 - 0,251,CAN,4:11
Turnover foul,0,9.0,4,0,ITA,1.0,GITTO N,0 - 0,231,ITA,3:51
5m shot - Saved,0,8.0,4,0,ITA,1.0,GRAHAM K,0 - 0,215,CAN,3:35
5m shot - Blocked,0,2.0,4,0,ITA,1.0,KUDABA C,0 - 0,188,CAN,3:08
20 sec. exclusion in centre,0,2.0,4,0,ITA,1.0,KUDABA C,0 - 0,173,CAN,2:53
Extra player shot - Goal,0,9.0,4,1,ITA,1.0,GITTO N,0 - 1,160,ITA,2:40
Time-Out,0,,4,1,ITA,1.0,,0 - 1,160,CAN,2:40
20 sec. exclusion in centre,0,7.0,4,1,ITA,1.0,GIACOPPO M,0 - 1,147,ITA,2:27
Extra player shot - Saved,0,12.0,4,1,ITA,1.0,MCELROY J,0 - 1,133,CAN,2:13
Action shot - Blocked,0,4.0,4,1,ITA,1.0,FIGLIOLI P,0 - 1,108,ITA,1:48
Action shot - Saved,0,8.0,4,1,ITA,1.0,GRAHAM K,0 - 1,80,CAN,1:20
Counter attack - Saved,0,8.0,4,1,ITA,1.0,PRESCIUTTI N,0 - 1,55,ITA,0:55
5m shot - Saved,0,8.0,4,1,ITA,1.0,GRAHAM K,0 - 1,37,CAN,0:37
Time-Out,0,,4,1,ITA,1.0,,0 - 1,37,ITA,0:37
Centre shot - Goal,0,5.0,4,2,ITA,1.0,GIORGETTI A,0 - 2,20,ITA,0:20
5m shot - Post,0,10.0,4,2,ITA,1.0,CONWAY J,0 - 2,5,CAN,0:05
5m shot - Saved,0,2.0,4,2,ITA,1.0,DI FULVIO F,0 - 2,0,ITA,0:00
Starting goalkeeper,0,1.0,4,2,ITA,2.0,RANDALL R,0 - 2,480,CAN,8:00
Starting goalkeeper,0,1.0,4,2,ITA,2.0,TEMPESTI S,0 - 2,480,ITA,8:00
Sprint won possession,0,10.0,4,2,ITA,2.0,LUONGO S,0 - 2,480,ITA,8:00
Turnover foul,0,11.0,4,2,ITA,2.0,AICARDI M,0 - 2,451,ITA,7:31
Penalty foul,0,9.0,4,2,ITA,2.0,GITTO N,0 - 2,439,ITA,7:19
Penalty shot - Saved,0,10.0,4,2,ITA,2.0,CONWAY J,0 - 2,439,CAN,7:19
Turnover foul,0,2.0,4,2,ITA,2.0,DI FULVIO F,0 - 2,410,ITA,6:50
5m shot - Saved,0,11.0,4,2,ITA,2.0,TORAKIS G,0 - 2,381,CAN,6:21
5m shot - Goal,1,11.0,4,2,ITA,2.0,TORAKIS G,1 - 2,361,CAN,6:01
20 sec. exclusion in centre,1,2.0,4,2,ITA,2.0,KUDABA C,1 - 2,341,CAN,5:41
Extra player shot - Saved,1,3.0,4,2,ITA,2.0,VELOTTO A,1 - 2,319,ITA,5:19
20 sec. exclusion in centre,1,12.0,4,2,ITA,2.0,BARALDI F,1 - 2,303,ITA,5:03
Turnover foul,1,5.0,4,2,ITA,2.0,BOYD J,1 - 2,281,CAN,4:41
5m shot - Missed,1,5.0,4,2,ITA,2.0,GIORGETTI A,1 - 2,265,ITA,4:25
Turnover foul,1,11.0,4,2,ITA,2.0,TORAKIS G,1 - 2,239,CAN,3:59
Steal,1,11.0,4,2,ITA,2.0,AICARDI M,1 - 2,239,ITA,3:59
5m shot - Post,1,10.0,4,2,ITA,2.0,LUONGO S,1 - 2,220,ITA,3:40
Turnover foul,1,7.0,4,2,ITA,2.0,GIACOPPO M,1 - 2,192,ITA,3:12
20 sec. exclusion in centre,1,3.0,4,2,ITA,2.0,VELOTTO A,1 - 2,172,ITA,2:52
Time-Out,1,,4,2,ITA,2.0,,1 - 2,172,CAN,2:52
Action shot - Saved,1,10.0,4,2,ITA,2.0,CONWAY J,1 - 2,149,CAN,2:29
5m shot - Post,1,11.0,4,2,ITA,2.0,TORAKIS G,1 - 2,124,CAN,2:04
Centre shot - Goal,1,11.0,4,3,ITA,2.0,AICARDI M,1 - 3,97,ITA,1:37
5m shot - Post,1,5.0,4,3,ITA,2.0,BOYD J,1 - 3,70,CAN,1:10
20 sec. exclusion in centre,1,8.0,4,3,ITA,2.0,GRAHAM K,1 - 3,45,CAN,0:45
Time-Out,1,,4,3,ITA,2.0,,1 - 3,45,ITA,0:45
Turnover foul,1,6.0,4,3,ITA,2.0,FONDELLI A,1 - 3,18,ITA,0:18
Steal,1,8.0,4,3,ITA,2.0,GRAHAM K,1 - 3,18,CAN,0:18
5m shot - Post,1,8.0,4,3,ITA,2.0,GRAHAM K,1 - 3,2,CAN,0:02
Starting goalkeeper,1,1.0,4,3,ITA,3.0,RANDALL R,1 - 3,480,CAN,8:00
Starting goalkeeper,1,1.0,4,3,ITA,3.0,TEMPESTI S,1 - 3,480,ITA,8:00
Sprint won possession,1,4.0,4,3,ITA,3.0,FIGLIOLI P,1 - 3,480,ITA,8:00
Turnover foul,1,10.0,4,3,ITA,3.0,LUONGO S,1 - 3,452,ITA,7:32
5m shot - Saved,1,5.0,4,3,ITA,3.0,BOYD J,1 - 3,429,CAN,7:09
Turnover foul,1,5.0,4,3,ITA,3.0,BOYD J,1 - 3,406,CAN,6:46
5m shot - Missed,1,10.0,4,3,ITA,3.0,LUONGO S,1 - 3,382,ITA,6:22
20 sec. exclusion in centre,1,4.0,4,3,ITA,3.0,FIGLIOLI P,1 - 3,372,ITA,6:12
Extra player shot - Saved,1,5.0,4,3,ITA,3.0,BOYD J,1 - 3,350,CAN,5:50
Turnover foul,1,10.0,4,3,ITA,3.0,LUONGO S,1 - 3,335,ITA,5:35
Turnover foul,1,4.0,4,3,ITA,3.0,CONSTANTIN-BICARI,1 - 3,317,CAN,5:17
Turnover foul,1,12.0,4,3,ITA,3.0,BARALDI F,1 - 3,293,ITA,4:53
5m shot - Blocked,1,11.0,4,3,ITA,3.0,TORAKIS G,1 - 3,264,CAN,4:24
Time-Out,1,,4,3,ITA,3.0,,1 - 3,264,ITA,4:24
Action shot - Saved,1,11.0,4,3,ITA,3.0,AICARDI M,1 - 3,243,ITA,4:03
20 sec. exclusion in centre,1,7.0,4,3,ITA,3.0,GIACOPPO M,1 - 3,230,ITA,3:50
Extra player shot - Goal,2,2.0,4,3,ITA,3.0,KUDABA C,2 - 3,214,CAN,3:34
Action shot - Saved,2,5.0,4,3,ITA,3.0,GIORGETTI A,2 - 3,191,ITA,3:11
Turnover foul,2,3.0,4,3,ITA,3.0,VIKALO O,2 - 3,179,CAN,2:59
20 sec. exclusion in centre,2,6.0,4,3,ITA,3.0,FONDELLI A,2 - 3,175,ITA,2:55
Time-Out,2,,4,3,ITA,3.0,,2 - 3,172,CAN,2:52
Turnover foul,2,7.0,4,3,ITA,3.0,TASCHEREAU A,2 - 3,159,CAN,2:39
Steal,2,2.0,4,3,ITA,3.0,DI FULVIO F,2 - 3,159,ITA,2:39
20 sec. exclusion in centre,2,7.0,4,3,ITA,3.0,TASCHEREAU A,2 - 3,154,CAN,2:34
Action shot - Goal,2,5.0,4,4,ITA,3.0,GIORGETTI A,2 - 4,132,ITA,2:12
Yellow card,2,,4,4,ITA,3.0,Team Official,2 - 4,132,CAN,2:12
Turnover foul,2,8.0,4,4,ITA,3.0,GRAHAM K,2 - 4,118,CAN,1:58
5m shot - Goal,2,4.0,4,5,ITA,3.0,FIGLIOLI P,2 - 5,95,ITA,1:35
Turnover foul,2,2.0,4,5,ITA,3.0,DI FULVIO F,2 - 5,37,ITA,0:37
Action shot - Missed,2,10.0,4,5,ITA,3.0,CONWAY J,2 - 5,1,CAN,0:01
Starting goalkeeper,2,1.0,4,5,ITA,4.0,RANDALL R,2 - 5,480,CAN,8:00
Starting goalkeeper,2,1.0,4,5,ITA,4.0,TEMPESTI S,2 - 5,480,ITA,8:00
Sprint won possession,2,4.0,4,5,ITA,4.0,FIGLIOLI P,2 - 5,480,ITA,8:00
5m shot - Post,2,9.0,4,5,ITA,4.0,GITTO N,2 - 5,451,ITA,7:31
Double exclusion,2,11.0,4,5,ITA,4.0,TORAKIS G,2 - 5,448,CAN,7:28
Double exclusion,2,11.0,4,5,ITA,4.0,AICARDI M,2 - 5,448,ITA,7:28
20 sec. exclusion in centre,2,9.0,4,5,ITA,4.0,GITTO N,2 - 5,430,ITA,7:10
Extra player shot - Post,2,12.0,4,5,ITA,4.0,MCELROY J,2 - 5,421,CAN,7:01
20 sec. exclusion in centre,2,11.0,4,5,ITA,4.0,TORAKIS G,2 - 5,410,CAN,6:50
Extra player shot - Goal,2,9.0,4,6,ITA,4.0,GITTO N,2 - 6,393,ITA,6:33
5m shot - Saved,2,5.0,4,6,ITA,4.0,BOYD J,2 - 6,370,CAN,6:10
Action shot - Blocked,2,8.0,4,6,ITA,4.0,GRAHAM K,2 - 6,351,CAN,5:51
Action shot - Goal,2,12.0,4,7,ITA,4.0,BARALDI F,2 - 7,324,ITA,5:24
20 sec. exclusion in centre,2,3.0,4,7,ITA,4.0,VELOTTO A,2 - 7,305,ITA,5:05
Penalty foul,2,11.0,4,7,ITA,4.0,AICARDI M,2 - 7,300,ITA,5:00
Exclusion with substitution,2,11.0,4,7,ITA,4.0,AICARDI M,2 - 7,300,ITA,5:00
Yellow card,2,,4,7,ITA,4.0,Team Official,2 - 7,296,ITA,4:56
Penalty shot - Saved,2,12.0,4,7,ITA,4.0,MCELROY J,2 - 7,296,CAN,4:56
5m shot - Saved,2,9.0,4,7,ITA,4.0,HALAJIAN M,2 - 7,279,CAN,4:39
Turnover foul,2,2.0,4,7,ITA,4.0,KUDABA C,2 - 7,273,CAN,4:33
5m shot - Post,2,6.0,4,7,ITA,4.0,FONDELLI A,2 - 7,245,ITA,4:05
Turnover foul,2,8.0,4,7,ITA,4.0,GRAHAM K,2 - 7,217,CAN,3:37
Steal,2,6.0,4,7,ITA,4.0,FONDELLI A,2 - 7,217,ITA,3:37
Turnover foul,2,10.0,4,7,ITA,4.0,LUONGO S,2 - 7,190,ITA,3:10
Steal,2,1.0,4,7,ITA,4.0,RANDALL R,2 - 7,190,CAN,3:10
Turnover foul,2,8.0,4,7,ITA,4.0,GRAHAM K,2 - 7,175,CAN,2:55
5m shot - Saved,2,10.0,4,7,ITA,4.0,LUONGO S,2 - 7,149,ITA,2:29
Time-Out,2,,4,7,ITA,4.0,,2 - 7,145,CAN,2:25
Turnover foul,2,10.0,4,7,ITA,4.0,CONWAY J,2 - 7,119,CAN,1:59
Steal,2,3.0,4,7,ITA,4.0,VELOTTO A,2 - 7,119,ITA,1:59
Turnover foul,2,12.0,4,7,ITA,4.0,BARALDI F,2 - 7,97,ITA,1:37
Action shot - Missed,2,7.0,4,7,ITA,4.0,TASCHEREAU A,2 - 7,72,CAN,1:12
Time-Out,2,,4,7,ITA,4.0,,2 - 7,72,ITA,1:12
Goalkeeper substitution,2,13.0,4,7,ITA,4.0,DEL LUNGO M,2 - 7,72,ITA,1:12
20 sec. exclusion in centre,2,7.0,4,7,ITA,4.0,TASCHEREAU A,2 - 7,52,CAN,0:52
Extra player shot - Goal,2,3.0,4,8,ITA,4.0,VELOTTO A,2 - 8,52,ITA,0:52
20 sec. exclusion in centre,2,11.0,4,8,ITA,4.0,TORAKIS G,2 - 8,32,CAN,0:32
Exclusion with substitution,2,11.0,4,8,ITA,4.0,TORAKIS G,2 - 8,32,CAN,0:32
Action shot - Post,2,6.0,4,8,ITA,4.0,FONDELLI A,2 - 8,8,ITA,0:08
Starting goalkeeper,0,1.0,5,0,KAZ,1.0,RANDALL R,0 - 0,480,CAN,8:00
Starting goalkeeper,0,1.0,5,0,KAZ,1.0,FEDOROV A,0 - 0,480,KAZ,8:00
Sprint won possession,0,8.0,5,0,KAZ,1.0,GRAHAM K,0 - 0,480,CAN,8:00
5m shot - Missed,0,2.0,5,0,KAZ,1.0,KUDABA C,0 - 0,453,CAN,7:33
20 sec. exclusion in centre,0,2.0,5,0,KAZ,1.0,KUDABA C,0 - 0,433,CAN,7:13
Action shot - Goal,0,3.0,5,1,KAZ,1.0,AXENOV A,0 - 1,410,KAZ,6:50
Action shot - Goal,1,4.0,5,1,KAZ,1.0,CONSTANTIN-BICARI,1 - 1,391,CAN,6:31
Turnover foul,1,2.0,5,1,KAZ,1.0,GUBAREV S,1 - 1,367,KAZ,6:07
20 sec. exclusion in centre,1,8.0,5,1,KAZ,1.0,KOLIADENKO A,1 - 1,338,KAZ,5:38
Extra player shot - Missed,1,12.0,5,1,KAZ,1.0,MCELROY J,1 - 1,322,CAN,5:22
5m shot - Missed,1,2.0,5,1,KAZ,1.0,GUBAREV S,1 - 1,294,KAZ,4:54
Action shot - Missed,1,3.0,5,1,KAZ,1.0,VIKALO O,1 - 1,278,CAN,4:38
Turnover foul,1,5.0,5,1,KAZ,1.0,USHAKOV V,1 - 1,260,KAZ,4:20
Steal,1,5.0,5,1,KAZ,1.0,BOYD J,1 - 1,260,CAN,4:20
Counter attack - Saved,1,5.0,5,1,KAZ,1.0,BOYD J,1 - 1,246,CAN,4:06
Turnover foul,1,12.0,5,1,KAZ,1.0,PEKOVICH B,1 - 1,211,KAZ,3:31
Steal,1,1.0,5,1,KAZ,1.0,RANDALL R,1 - 1,209,CAN,3:29
Counter attack - Saved,1,8.0,5,1,KAZ,1.0,GRAHAM K,1 - 1,205,CAN,3:25
Action shot - Saved,1,6.0,5,1,KAZ,1.0,SHMIDER A,1 - 1,169,KAZ,2:49
5m shot - Saved,1,5.0,5,1,KAZ,1.0,BOYD J,1 - 1,152,CAN,2:32
Turnover foul,1,3.0,5,1,KAZ,1.0,VIKALO O,1 - 1,133,CAN,2:13
Steal,1,6.0,5,1,KAZ,1.0,SHMIDER A,1 - 1,133,KAZ,2:13
5m shot - Goal,1,3.0,5,2,KAZ,1.0,AXENOV A,1 - 2,107,KAZ,1:47
Turnover foul,1,8.0,5,2,KAZ,1.0,GRAHAM K,1 - 2,84,CAN,1:24
Steal,1,1.0,5,2,KAZ,1.0,FEDOROV A,1 - 2,84,KAZ,1:24
Turnover foul,1,7.0,5,2,KAZ,1.0,SHAKENOV M,1 - 2,58,KAZ,0:58
Steal,1,8.0,5,2,KAZ,1.0,GRAHAM K,1 - 2,58,CAN,0:58
Turnover foul,1,8.0,5,2,KAZ,1.0,GRAHAM K,1 - 2,31,CAN,0:31
Steal,1,1.0,5,2,KAZ,1.0,FEDOROV A,1 - 2,31,KAZ,0:31
Time-Out,1,,5,2,KAZ,1.0,,1 - 2,31,KAZ,0:31
20 sec. exclusion in centre,1,11.0,5,2,KAZ,1.0,TORAKIS G,1 - 2,18,CAN,0:18
Extra player shot - Post,1,3.0,5,2,KAZ,1.0,AXENOV A,1 - 2,6,KAZ,0:06
Time-Out,1,,5,2,KAZ,1.0,,1 - 2,6,CAN,0:06
Action shot - Saved,1,10.0,5,2,KAZ,1.0,CONWAY J,1 - 2,1,CAN,0:01
Starting goalkeeper,1,1.0,5,2,KAZ,2.0,RANDALL R,1 - 2,480,CAN,8:00
Starting goalkeeper,1,1.0,5,2,KAZ,2.0,FEDOROV A,1 - 2,480,KAZ,8:00
Sprint won possession,1,8.0,5,2,KAZ,2.0,GRAHAM K,1 - 2,480,CAN,8:00
5m shot - Saved,1,12.0,5,2,KAZ,2.0,MCELROY J,1 - 2,459,CAN,7:39
20 sec. exclusion in field,1,11.0,5,2,KAZ,2.0,TORAKIS G,1 - 2,444,CAN,7:24
Turnover foul,1,4.0,5,2,KAZ,2.0,PILIPENKO R,1 - 2,419,KAZ,6:59
Steal,1,8.0,5,2,KAZ,2.0,GRAHAM K,1 - 2,419,CAN,6:59
Action shot - Saved,1,10.0,5,2,KAZ,2.0,CONWAY J,1 - 2,386,CAN,6:26
Action shot - Missed,1,2.0,5,2,KAZ,2.0,GUBAREV S,1 - 2,366,KAZ,6:06
Counter attack - Saved,1,8.0,5,2,KAZ,2.0,GRAHAM K,1 - 2,350,CAN,5:50
20 sec. exclusion in centre,1,10.0,5,2,KAZ,2.0,CONWAY J,1 - 2,326,CAN,5:26
Extra player shot - Missed,1,4.0,5,2,KAZ,2.0,PILIPENKO R,1 - 2,307,KAZ,5:07
Action shot - Goal,2,8.0,5,2,KAZ,2.0,GRAHAM K,2 - 2,285,CAN,4:45
Action shot - Saved,2,12.0,5,2,KAZ,2.0,PEKOVICH B,2 - 2,263,KAZ,4:23
20 sec. exclusion in centre,2,6.0,5,2,KAZ,2.0,SHMIDER A,2 - 2,245,KAZ,4:05
Extra player shot - Goal,3,10.0,5,2,KAZ,2.0,CONWAY J,3 - 2,236,CAN,3:56
20 sec. exclusion in centre,3,4.0,5,2,KAZ,2.0,CONSTANTIN-BICARI,3 - 2,224,CAN,3:44
Extra player shot - Saved,3,5.0,5,2,KAZ,2.0,USHAKOV V,3 - 2,197,KAZ,3:17
Penalty foul,3,8.0,5,2,KAZ,2.0,KOLIADENKO A,3 - 2,192,KAZ,3:12
Penalty shot - Goal,4,10.0,5,2,KAZ,2.0,CONWAY J,4 - 2,192,CAN,3:12
Turnover foul,4,12.0,5,2,KAZ,2.0,PEKOVICH B,4 - 2,174,KAZ,2:54
Counter attack - Goal,5,10.0,5,2,KAZ,2.0,CONWAY J,5 - 2,164,CAN,2:44
Time-Out,5,,5,2,KAZ,2.0,,5 - 2,161,KAZ,2:41
20 sec. exclusion in centre,5,2.0,5,2,KAZ,2.0,KUDABA C,5 - 2,150,CAN,2:30
Extra player shot - Missed,5,12.0,5,2,KAZ,2.0,PEKOVICH B,5 - 2,129,KAZ,2:09
Turnover foul,5,10.0,5,2,KAZ,2.0,CONWAY J,5 - 2,122,CAN,2:02
Steal,5,12.0,5,2,KAZ,2.0,PEKOVICH B,5 - 2,122,KAZ,2:02
Action shot - Post,5,9.0,5,2,KAZ,2.0,UKUMANOV R,5 - 2,99,KAZ,1:39
20 sec. exclusion in centre,5,3.0,5,2,KAZ,2.0,AXENOV A,5 - 2,82,KAZ,1:22
Time-Out,5,,5,2,KAZ,2.0,,5 - 2,82,CAN,1:22
Centre shot - Missed,5,11.0,5,2,KAZ,4.0,TORAKIS G,5 - 2,1,CAN,0:01
Action shot - Saved,5,10.0,5,2,KAZ,2.0,CONWAY J,5 - 2,59,CAN,0:59
