Action,Cap,ESP,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Centre shot,11.0,11,3,5,CAN,4.0,GARCIA M,5 - 11,320,ESP,5:20,Saved,0
Extra player shot,4.0,11,3,6,CAN,4.0,WRIGHT E,6 - 11,281,CAN,4:41,Goal,1
Action shot,11.0,11,3,6,CAN,4.0,VALIN S,6 - 11,232,CAN,3:52,Post,0
Action shot,9.0,11,3,6,CAN,4.0,FORCA J,6 - 11,216,ESP,3:36,Post,0
Extra player shot,4.0,11,3,6,CAN,4.0,LEITON P,6 - 11,132,ESP,2:12,Saved,0
Action shot,12.0,11,3,6,CAN,4.0,PERREAULT D,6 - 11,107,CAN,1:47,Saved,0
Extra player shot,3.0,12,3,6,CAN,4.0,ESPAR A,6 - 12,21,ESP,0:21,Goal,1
Action shot,4.0,12,3,6,CAN,4.0,WRIGHT E,6 - 12,4,CAN,0:04,Saved,0
Counter attack,8.0,0,4,1,USA,1.0,NEUSHUL K,0 - 1,434,USA,7:14,Goal,1
Action shot,10.0,0,4,1,USA,1.0,TARRAGO R,0 - 1,375,ESP,6:15,Post,0
Action shot,4.0,0,4,1,USA,1.0,FATTAL R,0 - 1,353,USA,5:53,Post,0
5m shot,10.0,0,4,1,USA,1.0,TARRAGO R,0 - 1,326,ESP,5:26,Post,0
Extra player shot,4.0,0,4,1,USA,1.0,FATTAL R,0 - 1,290,USA,4:50,Post,0
5m shot,8.0,0,4,1,USA,1.0,PENA P,0 - 1,261,ESP,4:21,Saved,0
Action shot,8.0,0,4,1,USA,1.0,NEUSHUL K,0 - 1,230,USA,3:50,Blocked,0
Action shot,6.0,0,4,1,USA,1.0,STEFFENS M,0 - 1,148,USA,2:28,Blocked,0
Action shot,6.0,0,4,1,USA,1.0,STEFFENS M,0 - 1,98,USA,1:38,Saved,0
Action shot,3.0,0,4,1,USA,1.0,ESPAR A,0 - 1,69,ESP,1:09,Saved,0
Action shot,10.0,0,4,2,USA,1.0,GILCHRIST K,0 - 2,58,USA,0:58,Goal,1
Centre shot,11.0,0,4,2,USA,1.0,GARCIA M,0 - 2,6,ESP,0:06,Saved,0
5m shot,11.0,0,4,2,USA,1.0,FISCHER M,0 - 2,1,USA,0:01,Saved,0
Action shot,11.0,0,4,2,USA,2.0,GARCIA M,0 - 2,444,ESP,7:24,Saved,0
Action shot,4.0,0,4,3,USA,2.0,FATTAL R,0 - 3,405,USA,6:45,Goal,1
Extra player shot,3.0,1,4,3,USA,2.0,ESPAR A,1 - 3,307,ESP,5:07,Goal,1
Extra player shot,6.0,1,4,3,USA,2.0,PAREJA J,1 - 3,232,ESP,3:52,Post,0
Penalty shot,6.0,1,4,4,USA,2.0,STEFFENS M,1 - 4,216,USA,3:36,Goal,1
Action shot,8.0,1,4,5,USA,2.0,NEUSHUL K,1 - 5,143,USA,2:23,Goal,1
Action shot,8.0,1,4,5,USA,2.0,NEUSHUL K,1 - 5,80,USA,1:20,Saved,0
5m shot,12.0,1,4,5,USA,2.0,LOPEZ L,1 - 5,50,ESP,0:50,Saved,0
5m shot,9.0,1,4,5,USA,2.0,FORCA J,1 - 5,21,ESP,0:21,Saved,0
Action shot,9.0,2,4,5,USA,2.0,FORCA J,2 - 5,11,ESP,0:11,Goal,1
Action shot,2.0,2,4,5,USA,3.0,MUSSELMAN M,2 - 5,421,USA,7:01,Missed,0
Action shot,9.0,2,4,5,USA,3.0,FORCA J,2 - 5,395,ESP,6:35,Blocked,0
Centre shot,3.0,2,4,5,USA,3.0,ESPAR A,2 - 5,351,ESP,5:51,Saved,0
Extra player shot,4.0,3,4,5,USA,3.0,LEITON P,3 - 5,293,ESP,4:53,Goal,1
Action shot,6.0,3,4,5,USA,3.0,STEFFENS M,3 - 5,263,USA,4:23,Blocked,0
Action shot,6.0,3,4,5,USA,3.0,PAREJA J,3 - 5,230,ESP,3:50,Saved,0
Action shot,3.0,4,4,5,USA,3.0,ESPAR A,4 - 5,188,ESP,3:08,Goal,1
Action shot,3.0,4,4,5,USA,3.0,SEIDEMANN M,4 - 5,161,USA,2:41,Saved,0
5m shot,6.0,4,4,5,USA,3.0,PAREJA J,4 - 5,132,ESP,2:12,Saved,0
Action shot,8.0,4,4,5,USA,3.0,NEUSHUL K,4 - 5,105,USA,1:45,Blocked,0
Action shot,12.0,4,4,6,USA,3.0,CRAIG K,4 - 6,74,USA,1:14,Goal,1
