Action,Cap,ESP,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Penalty shot - Goal,6.0,2,1,0,KAZ,1.0,PAREJA J,0 - 2,263,ESP,4:23
Turnover foul,8.0,2,1,0,KAZ,1.0,SAICHUK O,0 - 2,237,KAZ,3:57
Turnover foul,7.0,2,1,0,KAZ,1.0,ESPAR C,0 - 2,215,ESP,3:35
Steal,4.0,2,1,0,KAZ,1.0,TUROVA A,0 - 2,215,KAZ,3:35
20 sec. exclusion in field,9.0,2,1,0,KAZ,1.0,FORCA J,0 - 2,215,ESP,3:35
Extra player shot - Post,8.0,2,1,0,KAZ,1.0,SAICHUK O,0 - 2,190,KAZ,3:10
Turnover foul,7.0,2,1,0,KAZ,1.0,MYRZABEKOVA Z,0 - 2,182,KAZ,3:02
Action shot - Goal,7.0,3,1,0,KAZ,1.0,ESPAR C,0 - 3,173,ESP,2:53
Turnover foul,10.0,3,1,0,KAZ,1.0,ROGA D,0 - 3,138,KAZ,2:18
20 sec. exclusion in centre,5.0,3,1,0,KAZ,1.0,ZAKIROVA K,0 - 3,118,KAZ,1:58
Extra player shot - Missed,10.0,3,1,0,KAZ,1.0,TARRAGO R,0 - 3,106,ESP,1:46
Turnover foul,11.0,3,1,0,KAZ,1.0,MIRSHINA A,0 - 3,82,KAZ,1:22
Centre shot - Goal,10.0,4,1,0,KAZ,1.0,TARRAGO R,0 - 4,72,ESP,1:12
5m shot - Saved,4.0,4,1,0,KAZ,1.0,TUROVA A,0 - 4,47,KAZ,0:47
Centre shot - Missed,4.0,4,1,0,KAZ,1.0,LEITON P,0 - 4,17,ESP,0:17
Starting goalkeeper,1.0,4,1,0,KAZ,2.0,ZHARKIMBAYEVA A,0 - 4,480,KAZ,8:00
Starting goalkeeper,1.0,4,1,0,KAZ,2.0,ESTER L,0 - 4,480,ESP,8:00
Sprint won possession,6.0,4,1,0,KAZ,2.0,PAREJA J,0 - 4,480,ESP,8:00
Action shot - Saved,11.0,4,1,0,KAZ,2.0,GARCIA M,0 - 4,449,ESP,7:29
Turnover foul,10.0,4,1,0,KAZ,2.0,ROGA D,0 - 4,421,KAZ,7:01
Steal,5.0,4,1,0,KAZ,2.0,ORTIZ M,0 - 4,421,ESP,7:01
Counter attack - Goal,7.0,5,1,0,KAZ,2.0,ESPAR C,0 - 5,417,ESP,6:57
Turnover foul,11.0,5,1,0,KAZ,2.0,GARCIA M,0 - 5,372,ESP,6:12
Steal,4.0,5,1,0,KAZ,2.0,TUROVA A,0 - 5,372,KAZ,6:12
20 sec. exclusion in field,5.0,5,1,0,KAZ,2.0,ORTIZ M,0 - 5,348,ESP,5:48
Action shot - Saved,11.0,5,1,0,KAZ,2.0,MIRSHINA A,0 - 5,330,KAZ,5:30
Turnover foul,12.0,5,1,0,KAZ,2.0,MUSSAROVA A,0 - 5,315,KAZ,5:15
Steal,10.0,5,1,0,KAZ,2.0,TARRAGO R,0 - 5,315,ESP,5:15
20 sec. exclusion in field,4.0,5,1,0,KAZ,2.0,TUROVA A,0 - 5,314,KAZ,5:14
Action shot - Post,10.0,5,1,0,KAZ,2.0,TARRAGO R,0 - 5,288,ESP,4:48
Centre shot - Goal,11.0,6,1,0,KAZ,2.0,GARCIA M,0 - 6,281,ESP,4:41
Turnover foul,7.0,6,1,0,KAZ,2.0,MYRZABEKOVA Z,0 - 6,260,KAZ,4:20
Steal,3.0,6,1,0,KAZ,2.0,ESPAR A,0 - 6,260,ESP,4:20
Turnover foul,3.0,6,1,0,KAZ,2.0,ESPAR A,0 - 6,244,ESP,4:04
20 sec. exclusion in centre,10.0,6,1,0,KAZ,2.0,TARRAGO R,0 - 6,228,ESP,3:48
Time-Out,,6,1,0,KAZ,2.0,,0 - 6,228,KAZ,3:48
Extra player shot - Goal,8.0,6,1,1,KAZ,2.0,SAICHUK O,1 - 6,215,KAZ,3:35
20 sec. exclusion in field,4.0,6,1,1,KAZ,2.0,TUROVA A,1 - 6,191,KAZ,3:11
Extra player shot - Goal,6.0,7,1,1,KAZ,2.0,PAREJA J,1 - 7,175,ESP,2:55
Action shot - Goal,6.0,8,1,1,KAZ,2.0,PAREJA J,1 - 8,149,ESP,2:29
Turnover foul,3.0,8,1,1,KAZ,2.0,AKILBAYEVA A,1 - 8,124,KAZ,2:04
Turnover foul,4.0,8,1,1,KAZ,2.0,LEITON P,1 - 8,100,ESP,1:40
Action shot - Goal,11.0,8,1,2,KAZ,2.0,MIRSHINA A,2 - 8,92,KAZ,1:32
20 sec. exclusion in centre,8.0,8,1,2,KAZ,4.0,PENA P,2 - 8,11,ESP,0:11
Action shot - Goal,6.0,9,1,2,KAZ,2.0,PAREJA J,2 - 9,71,ESP,1:11
Turnover foul,12.0,9,1,2,KAZ,2.0,MUSSAROVA A,2 - 9,41,KAZ,0:41
Turnover foul,7.0,9,1,2,KAZ,2.0,ESPAR C,2 - 9,27,ESP,0:27
Action shot - Saved,4.0,9,1,2,KAZ,2.0,TUROVA A,2 - 9,0,KAZ,0:00
Starting goalkeeper,1.0,9,1,2,KAZ,3.0,ZHARKIMBAYEVA A,2 - 9,480,KAZ,8:00
Starting goalkeeper,1.0,9,1,2,KAZ,3.0,ESTER L,2 - 9,480,ESP,8:00
Sprint won possession,10.0,9,1,2,KAZ,3.0,TARRAGO R,2 - 9,480,ESP,8:00
Action shot - Saved,10.0,9,1,2,KAZ,3.0,TARRAGO R,2 - 9,458,ESP,7:38
Turnover foul,3.0,9,1,2,KAZ,3.0,AKILBAYEVA A,2 - 9,430,KAZ,7:10
Steal,2.0,9,1,2,KAZ,3.0,BACH M,2 - 9,430,ESP,7:10
Turnover foul,11.0,9,1,2,KAZ,3.0,GARCIA M,2 - 9,405,ESP,6:45
Turnover foul,3.0,9,1,2,KAZ,3.0,AKILBAYEVA A,2 - 9,377,KAZ,6:17
Steal,8.0,9,1,2,KAZ,3.0,PENA P,2 - 9,377,ESP,6:17
Centre shot - Goal,11.0,10,1,2,KAZ,3.0,GARCIA M,2 - 10,355,ESP,5:55
Turnover foul,2.0,10,1,2,KAZ,3.0,YEGEMBERDIYEVA A,2 - 10,323,KAZ,5:23
Steal,4.0,10,1,2,KAZ,3.0,LEITON P,2 - 10,323,ESP,5:23
Action shot - Saved,6.0,10,1,2,KAZ,3.0,PAREJA J,2 - 10,311,ESP,5:11
Turnover foul,7.0,10,1,2,KAZ,3.0,ESPAR C,2 - 10,301,ESP,5:01
20 sec. exclusion in field,7.0,10,1,2,KAZ,3.0,ESPAR C,2 - 10,301,ESP,5:01
Extra player shot - Post,11.0,10,1,2,KAZ,3.0,MIRSHINA A,2 - 10,272,KAZ,4:32
Turnover foul,5.0,10,1,2,KAZ,3.0,ZAKIROVA K,2 - 10,211,KAZ,3:31
Steal,8.0,10,1,2,KAZ,3.0,PENA P,2 - 10,211,ESP,3:31
Turnover foul,4.0,10,1,2,KAZ,3.0,LEITON P,2 - 10,189,ESP,3:09
Steal,8.0,10,1,2,KAZ,3.0,PENA P,2 - 10,189,ESP,3:09
Action shot - Saved,12.0,10,1,2,KAZ,3.0,MUSSAROVA A,2 - 10,165,KAZ,2:45
Turnover foul,8.0,10,1,2,KAZ,3.0,PENA P,2 - 10,134,ESP,2:14
Steal,1.0,10,1,2,KAZ,3.0,ZHARKIMBAYEVA A,2 - 10,134,KAZ,2:14
Time-Out,,10,1,2,KAZ,3.0,,2 - 10,134,KAZ,2:14
Centre shot - Saved,11.0,10,1,2,KAZ,3.0,GARCIA M,2 - 10,80,ESP,1:20
Turnover foul,5.0,10,1,2,KAZ,3.0,ZAKIROVA K,2 - 10,45,KAZ,0:45
Steal,5.0,10,1,2,KAZ,3.0,ORTIZ M,2 - 10,45,ESP,0:45
20 sec. exclusion in centre,4.0,10,1,2,KAZ,3.0,TUROVA A,2 - 10,34,KAZ,0:34
Exclusion with substitution,4.0,10,1,2,KAZ,3.0,TUROVA A,2 - 10,34,KAZ,0:34
Action shot - Saved,9.0,10,1,2,KAZ,3.0,FORCA J,2 - 10,18,ESP,0:18
5m shot - Goal,11.0,10,1,3,KAZ,3.0,MIRSHINA A,3 - 10,1,KAZ,0:01
Starting goalkeeper,1.0,10,1,3,KAZ,4.0,ZHARKIMBAYEVA A,3 - 10,480,KAZ,8:00
Starting goalkeeper,1.0,10,1,3,KAZ,4.0,ESTER L,3 - 10,480,ESP,8:00
Sprint won possession,6.0,10,1,3,KAZ,4.0,PAREJA J,3 - 10,480,ESP,8:00
Turnover foul,10.0,10,1,3,KAZ,4.0,TARRAGO R,3 - 10,443,ESP,7:23
5m shot - Missed,8.0,10,1,3,KAZ,4.0,PENA P,3 - 10,432,ESP,7:12
Action shot - Goal,3.0,11,1,3,KAZ,4.0,ESPAR A,3 - 11,417,ESP,6:57
20 sec. exclusion in centre,5.0,11,1,3,KAZ,4.0,ORTIZ M,3 - 11,399,ESP,6:39
Exclusion with substitution,5.0,11,1,3,KAZ,4.0,ORTIZ M,3 - 11,399,ESP,6:39
20 sec. exclusion in centre,5.0,11,1,3,KAZ,4.0,ZAKIROVA K,3 - 11,367,KAZ,6:07
Centre shot - Goal,10.0,12,1,3,KAZ,4.0,TARRAGO R,3 - 12,342,ESP,5:42
Goalkeeper substitution,13.0,12,1,3,KAZ,4.0,HERRERA P,3 - 12,341,ESP,5:41
Action shot - Goal,3.0,12,1,4,KAZ,4.0,AKILBAYEVA A,4 - 12,314,KAZ,5:14
Action shot - Goal,6.0,13,1,4,KAZ,4.0,PAREJA J,4 - 13,293,ESP,4:53
Centre shot - Goal,7.0,13,1,5,KAZ,4.0,MYRZABEKOVA Z,5 - 13,281,KAZ,4:41
Action shot - Post,10.0,13,1,5,KAZ,4.0,TARRAGO R,5 - 13,255,ESP,4:15
Turnover foul,7.0,13,1,5,KAZ,4.0,ESPAR C,5 - 13,220,ESP,3:40
20 sec. exclusion in field,10.0,13,1,5,KAZ,4.0,TARRAGO R,5 - 13,193,ESP,3:13
Extra player shot - Goal,11.0,13,1,6,KAZ,4.0,MIRSHINA A,6 - 13,174,KAZ,2:54
20 sec. exclusion in centre,2.0,13,1,6,KAZ,4.0,YEGEMBERDIYEVA A,6 - 13,152,KAZ,2:32
Extra player shot - Saved,7.0,13,1,6,KAZ,4.0,ESPAR C,6 - 13,130,ESP,2:10
5m shot - Saved,10.0,13,1,6,KAZ,4.0,ROGA D,6 - 13,102,KAZ,1:42
Turnover foul,9.0,13,1,6,KAZ,4.0,FORCA J,6 - 13,91,ESP,1:31
Time-Out,,13,1,6,KAZ,4.0,,6 - 13,90,KAZ,1:30
Turnover foul,11.0,13,1,6,KAZ,4.0,MIRSHINA A,6 - 13,72,KAZ,1:12
Steal,11.0,13,1,6,KAZ,4.0,GARCIA M,6 - 13,72,ESP,1:12
20 sec. exclusion in centre,2.0,13,1,6,KAZ,4.0,YEGEMBERDIYEVA A,6 - 13,62,KAZ,1:02
Extra player shot - Saved,10.0,13,1,6,KAZ,4.0,TARRAGO R,6 - 13,55,ESP,0:55
20 sec. exclusion in centre,11.0,13,1,6,KAZ,4.0,MIRSHINA A,6 - 13,37,KAZ,0:37
Extra player shot - Goal,10.0,14,1,6,KAZ,4.0,TARRAGO R,6 - 14,23,ESP,0:23
Extra player shot - Goal,5.0,14,1,7,KAZ,4.0,ZAKIROVA K,7 - 14,2,KAZ,0:02
Starting goalkeeper,1.0,0,2,0,NZL,1.0,ESTER L,0 - 0,480,ESP,8:00
Starting goalkeeper,13.0,0,2,0,NZL,1.0,CURNOW K,0 - 0,480,NZL,8:00
Sprint won possession,6.0,0,2,0,NZL,1.0,PAREJA J,0 - 0,480,ESP,8:00
Turnover foul,6.0,0,2,0,NZL,1.0,PAREJA J,0 - 0,465,ESP,7:45
20 sec. exclusion in centre,4.0,0,2,0,NZL,1.0,LEWIS D,0 - 0,459,NZL,7:39
Extra player shot - Missed,10.0,0,2,0,NZL,1.0,TARRAGO R,0 - 0,436,ESP,7:16
20 sec. exclusion in centre,5.0,0,2,0,NZL,1.0,ORTIZ M,0 - 0,420,ESP,7:00
Extra player shot - Post,8.0,0,2,0,NZL,1.0,LOPES DA SILVA C,0 - 0,399,NZL,6:39
Turnover foul,8.0,0,2,0,NZL,1.0,PENA P,0 - 0,382,ESP,6:22
Steal,12.0,0,2,0,NZL,1.0,MYLES J,0 - 0,382,NZL,6:22
5m shot - Post,12.0,0,2,0,NZL,1.0,MYLES J,0 - 0,352,NZL,5:52
5m shot - Goal,10.0,1,2,0,NZL,1.0,TARRAGO R,1 - 0,328,ESP,5:28
Turnover foul,12.0,1,2,0,NZL,1.0,MYLES J,1 - 0,308,NZL,5:08
5m shot - Missed,3.0,1,2,0,NZL,1.0,ESPAR A,1 - 0,281,ESP,4:41
20 sec. exclusion in centre,2.0,1,2,0,NZL,1.0,BACH M,1 - 0,271,ESP,4:31
Extra player shot - Saved,2.0,1,2,0,NZL,1.0,LEWIS N,1 - 0,249,NZL,4:09
5m shot - Post,12.0,1,2,0,NZL,1.0,LOPEZ L,1 - 0,224,ESP,3:44
20 sec. exclusion in field,7.0,1,2,0,NZL,1.0,ESPAR C,1 - 0,220,ESP,3:40
Time-Out,,1,2,0,NZL,1.0,,1 - 0,218,NZL,3:38
Extra player shot - Saved,8.0,1,2,0,NZL,1.0,LOPES DA SILVA C,1 - 0,189,NZL,3:09
Action shot - Blocked,3.0,1,2,0,NZL,1.0,ESPAR A,1 - 0,173,ESP,2:53
Turnover foul,10.0,1,2,0,NZL,1.0,DANCE L,1 - 0,145,NZL,2:25
Steal,3.0,1,2,0,NZL,1.0,ESPAR A,1 - 0,145,ESP,2:25
Turnover foul,4.0,1,2,0,NZL,1.0,LEITON P,1 - 0,116,ESP,1:56
Turnover foul,12.0,1,2,0,NZL,1.0,MYLES J,1 - 0,103,NZL,1:43
Action shot - Goal,3.0,2,2,0,NZL,1.0,ESPAR A,2 - 0,79,ESP,1:19
20 sec. exclusion in centre,7.0,2,2,0,NZL,1.0,ESPAR C,2 - 0,65,ESP,1:05
Extra player shot - Blocked,12.0,2,2,0,NZL,1.0,MYLES J,2 - 0,53,NZL,0:53
Time-Out,,2,2,0,NZL,1.0,,2 - 0,50,ESP,0:50
20 sec. exclusion in centre,5.0,2,2,0,NZL,1.0,LEWIS S,2 - 0,34,NZL,0:34
Extra player shot - Goal,12.0,3,2,0,NZL,1.0,LOPEZ L,3 - 0,28,ESP,0:28
20 sec. exclusion in centre,12.0,3,2,0,NZL,1.0,LOPEZ L,3 - 0,13,ESP,0:13
Starting goalkeeper,1.0,3,2,0,NZL,2.0,ESTER L,3 - 0,480,ESP,8:00
Starting goalkeeper,13.0,3,2,0,NZL,2.0,CURNOW K,3 - 0,480,NZL,8:00
Sprint won possession,6.0,3,2,0,NZL,2.0,PAREJA J,3 - 0,480,ESP,8:00
20 sec. exclusion in centre,9.0,3,2,0,NZL,2.0,STONEMAN E,3 - 0,463,NZL,7:43
Extra player shot - Goal,11.0,4,2,0,NZL,2.0,GARCIA M,4 - 0,446,ESP,7:26
5m shot - Missed,4.0,4,2,0,NZL,2.0,LEWIS D,4 - 0,416,NZL,6:56
Action shot - Missed,4.0,4,2,0,NZL,2.0,LEITON P,4 - 0,404,ESP,6:44
5m shot - Post,12.0,4,2,0,NZL,2.0,MYLES J,4 - 0,379,NZL,6:19
5m shot - Goal,10.0,5,2,0,NZL,2.0,TARRAGO R,5 - 0,353,ESP,5:53
5m shot - Saved,6.0,5,2,0,NZL,2.0,LANDRY S,5 - 0,338,NZL,5:38
20 sec. exclusion in centre,4.0,5,2,0,NZL,2.0,LEWIS D,5 - 0,337,NZL,5:37
Extra player shot - Goal,6.0,6,2,0,NZL,2.0,PAREJA J,6 - 0,317,ESP,5:17
Turnover foul,8.0,6,2,0,NZL,2.0,LOPES DA SILVA C,6 - 0,296,NZL,4:56
Steal,9.0,6,2,0,NZL,2.0,FORCA J,6 - 0,296,ESP,4:56
Counter attack - Goal,6.0,7,2,0,NZL,2.0,PAREJA J,7 - 0,284,ESP,4:44
Turnover foul,6.0,7,2,0,NZL,2.0,LANDRY S,7 - 0,266,NZL,4:26
Steal,12.0,7,2,0,NZL,2.0,LOPEZ L,7 - 0,266,ESP,4:26
5m shot - Saved,12.0,7,2,0,NZL,2.0,LOPEZ L,7 - 0,254,ESP,4:14
5m shot - Saved,7.0,7,2,0,NZL,2.0,CHASE M,7 - 0,222,NZL,3:42
Turnover foul,9.0,7,2,0,NZL,2.0,FORCA J,7 - 0,207,ESP,3:27
20 sec. exclusion in centre,7.0,7,2,0,NZL,2.0,CHASE M,7 - 0,182,NZL,3:02
Turnover foul,11.0,7,2,0,NZL,2.0,HUDSON K,7 - 0,180,NZL,3:00
Extra player shot - Goal,12.0,8,2,0,NZL,2.0,LOPEZ L,8 - 0,170,ESP,2:50
20 sec. exclusion in centre,8.0,8,2,0,NZL,2.0,PENA P,8 - 0,143,ESP,2:23
Extra player shot - Goal,8.0,8,2,1,NZL,2.0,LOPES DA SILVA C,8 - 1,124,NZL,2:04
Turnover foul,8.0,8,2,1,NZL,2.0,PENA P,8 - 1,100,ESP,1:40
5m shot - Saved,11.0,8,2,1,NZL,2.0,HUDSON K,8 - 1,72,NZL,1:12
20 sec. exclusion in centre,11.0,8,2,1,NZL,2.0,HUDSON K,8 - 1,48,NZL,0:48
Extra player shot - Goal,10.0,9,2,1,NZL,2.0,TARRAGO R,9 - 1,33,ESP,0:33
Time-Out,,9,2,1,NZL,2.0,,9 - 1,33,NZL,0:33
Turnover foul,12.0,9,2,1,NZL,2.0,MYLES J,9 - 1,21,NZL,0:21
Steal,4.0,9,2,1,NZL,2.0,LEITON P,9 - 1,21,ESP,0:21
5m shot - Saved,3.0,9,2,1,NZL,4.0,ESPAR A,9 - 1,121,ESP,2:01
5m shot - Goal,10.0,22,2,2,NZL,4.0,TARRAGO R,22 - 2,63,ESP,1:03
Turnover foul,3.0,22,2,2,NZL,4.0,PATTISON S,22 - 2,52,NZL,0:52
20 sec. exclusion in centre,3.0,22,2,2,NZL,4.0,PATTISON S,22 - 2,42,NZL,0:42
20 sec. exclusion in centre,8.0,22,2,2,NZL,2.0,LOPES DA SILVA C,22 - 2,9,NZL,0:09
Extra player shot - Goal,10.0,10,2,1,NZL,2.0,TARRAGO R,10 - 1,4,ESP,0:04
Starting goalkeeper,1.0,10,2,1,NZL,3.0,ESTER L,10 - 1,480,ESP,8:00
Starting goalkeeper,1.0,10,2,1,NZL,3.0,MILLAR B,10 - 1,480,NZL,8:00
Sprint won possession,6.0,10,2,1,NZL,3.0,PAREJA J,10 - 1,480,ESP,8:00
Action shot - Saved,6.0,10,2,1,NZL,3.0,PAREJA J,10 - 1,456,ESP,7:36
Turnover foul,11.0,10,2,1,NZL,3.0,HUDSON K,10 - 1,426,NZL,7:06
Steal,5.0,10,2,1,NZL,3.0,ORTIZ M,10 - 1,426,ESP,7:06
20 sec. exclusion in centre,12.0,10,2,1,NZL,3.0,MYLES J,10 - 1,415,NZL,6:55
Extra player shot - Saved,8.0,10,2,1,NZL,3.0,PENA P,10 - 1,395,ESP,6:35
5m shot - Saved,11.0,10,2,1,NZL,3.0,HUDSON K,10 - 1,367,NZL,6:07
20 sec. exclusion in centre,8.0,10,2,1,NZL,3.0,LOPES DA SILVA C,10 - 1,359,NZL,5:59
Centre shot - Goal,12.0,11,2,1,NZL,3.0,LOPEZ L,11 - 1,335,ESP,5:35
20 sec. exclusion in centre,5.0,11,2,1,NZL,3.0,ORTIZ M,11 - 1,310,ESP,5:10
Extra player shot - Goal,4.0,11,2,2,NZL,3.0,LEWIS D,11 - 2,297,NZL,4:57
5m shot - Missed,12.0,11,2,2,NZL,3.0,LOPEZ L,11 - 2,268,ESP,4:28
5m shot - Saved,11.0,11,2,2,NZL,3.0,HUDSON K,11 - 2,240,NZL,4:00
Centre shot - Goal,4.0,12,2,2,NZL,3.0,LEITON P,12 - 2,215,ESP,3:35
Goalkeeper substitution,13.0,12,2,2,NZL,3.0,HERRERA P,12 - 2,213,ESP,3:33
Turnover foul,4.0,12,2,2,NZL,3.0,LEWIS D,12 - 2,197,NZL,3:17
Steal,2.0,12,2,2,NZL,3.0,BACH M,12 - 2,197,ESP,3:17
Turnover foul,5.0,12,2,2,NZL,3.0,LEWIS S,12 - 2,188,NZL,3:08
Steal,2.0,12,2,2,NZL,3.0,BACH M,12 - 2,188,ESP,3:08
20 sec. exclusion in centre,5.0,12,2,2,NZL,3.0,LEWIS S,12 - 2,168,NZL,2:48
Extra player shot - Goal,9.0,13,2,2,NZL,3.0,FORCA J,13 - 2,165,ESP,2:45
Centre shot - Saved,11.0,13,2,2,NZL,3.0,GARCIA M,13 - 2,114,ESP,1:54
5m shot - Post,3.0,13,2,2,NZL,3.0,PATTISON S,13 - 2,83,NZL,1:23
20 sec. exclusion in centre,5.0,13,2,2,NZL,3.0,LEWIS S,13 - 2,70,NZL,1:10
Exclusion with substitution,5.0,13,2,2,NZL,3.0,LEWIS S,13 - 2,70,NZL,1:10
Extra player shot - Post,11.0,13,2,2,NZL,3.0,GARCIA M,13 - 2,67,ESP,1:07
Extra player shot - Goal,2.0,14,2,2,NZL,3.0,BACH M,14 - 2,61,ESP,1:01
20 sec. exclusion in centre,2.0,14,2,2,NZL,3.0,BACH M,14 - 2,42,ESP,0:42
Time-Out,,14,2,2,NZL,3.0,,14 - 2,42,NZL,0:42
Action shot - Goal,7.0,15,2,2,NZL,3.0,ESPAR C,15 - 2,42,ESP,0:42
Centre shot - Saved,2.0,15,2,2,NZL,3.0,LEWIS N,15 - 2,20,NZL,0:20
Starting goalkeeper,13.0,15,2,2,NZL,4.0,HERRERA P,15 - 2,480,ESP,8:00
Starting goalkeeper,1.0,15,2,2,NZL,4.0,MILLAR B,15 - 2,480,NZL,8:00
Sprint won possession,6.0,15,2,2,NZL,4.0,PAREJA J,15 - 2,480,ESP,8:00
Turnover foul,8.0,15,2,2,NZL,4.0,PENA P,15 - 2,457,ESP,7:37
Turnover foul,12.0,15,2,2,NZL,4.0,MYLES J,15 - 2,431,NZL,7:11
Steal,8.0,15,2,2,NZL,4.0,PENA P,15 - 2,431,ESP,7:11
Action shot - Goal,9.0,16,2,2,NZL,4.0,FORCA J,16 - 2,416,ESP,6:56
Exclusion with substitution,5.0,16,2,2,NZL,4.0,ORTIZ M,16 - 2,405,ESP,6:45
20 sec. exclusion in centre,5.0,16,2,2,NZL,4.0,ORTIZ M,16 - 2,405,ESP,6:45
Centre shot - Missed,12.0,16,2,2,NZL,4.0,MYLES J,16 - 2,381,NZL,6:21
Action shot - Goal,7.0,17,2,2,NZL,4.0,ESPAR C,17 - 2,361,ESP,6:01
Exclusion with substitution,2.0,17,2,2,NZL,4.0,BACH M,17 - 2,345,ESP,5:45
20 sec. exclusion in centre,2.0,17,2,2,NZL,4.0,BACH M,17 - 2,345,ESP,5:45
Extra player shot - Saved,12.0,17,2,2,NZL,4.0,MYLES J,17 - 2,322,NZL,5:22
20 sec. exclusion in centre,6.0,17,2,2,NZL,4.0,LANDRY S,17 - 2,306,NZL,5:06
Extra player shot - Goal,4.0,18,2,2,NZL,4.0,LEITON P,18 - 2,302,ESP,5:02
20 sec. exclusion in centre,10.0,18,2,2,NZL,4.0,TARRAGO R,18 - 2,290,ESP,4:50
Extra player shot - Saved,11.0,18,2,2,NZL,4.0,HUDSON K,18 - 2,274,NZL,4:34
Turnover foul,12.0,18,2,2,NZL,4.0,LOPEZ L,18 - 2,263,ESP,4:23
Steal,11.0,18,2,2,NZL,4.0,HUDSON K,18 - 2,263,NZL,4:23
Penalty foul,3.0,18,2,2,NZL,4.0,PATTISON S,18 - 2,245,NZL,4:05
Penalty shot - Goal,10.0,19,2,2,NZL,4.0,TARRAGO R,19 - 2,245,ESP,4:05
5m shot - Post,8.0,19,2,2,NZL,4.0,LOPES DA SILVA C,19 - 2,227,NZL,3:47
Counter attack - Goal,9.0,20,2,2,NZL,4.0,FORCA J,20 - 2,216,ESP,3:36
20 sec. exclusion in centre,11.0,20,2,2,NZL,4.0,GARCIA M,20 - 2,203,ESP,3:23
Turnover foul,10.0,20,2,2,NZL,4.0,DANCE L,20 - 2,183,NZL,3:03
Penalty foul,10.0,20,2,2,NZL,4.0,DANCE L,20 - 2,171,NZL,2:51
Penalty shot - Goal,12.0,21,2,2,NZL,4.0,LOPEZ L,21 - 2,171,ESP,2:51
5m shot - Missed,4.0,21,2,2,NZL,4.0,LEWIS D,21 - 2,145,NZL,2:25
Extra player shot - Goal,11.0,23,2,2,NZL,4.0,GARCIA M,23 - 2,30,ESP,0:30
Turnover foul,3.0,23,2,2,NZL,4.0,PATTISON S,23 - 2,14,NZL,0:14
Steal,10.0,23,2,2,NZL,4.0,TARRAGO R,23 - 2,14,ESP,0:14
20 sec. exclusion in centre,12.0,23,2,2,NZL,4.0,MYLES J,23 - 2,6,NZL,0:06
Starting goalkeeper,1.0,0,3,0,CAN,1.0,GAUDREAULT J,0 - 0,480,CAN,8:00
Starting goalkeeper,1.0,0,3,0,CAN,1.0,ESTER L,0 - 0,480,ESP,8:00
Sprint won possession,6.0,0,3,0,CAN,1.0,PAREJA J,0 - 0,480,ESP,8:00
5m shot - Saved,3.0,0,3,0,CAN,1.0,ESPAR A,0 - 0,450,ESP,7:30
5m shot - Post,10.0,0,3,0,CAN,1.0,ROBINSON C,0 - 0,424,CAN,7:04
5m shot - Goal,11.0,1,3,0,CAN,1.0,GARCIA M,0 - 1,407,ESP,6:47
