Action,Cap,Game,Opponent,Opponent name,Period,Player,RUS,Score,Seconds,Team,Time
5m shot - Goal,10.0,3,1,USA,1.0,KHOLOD D,1,1 - 1,318,RUS,5:18
5m shot - Goal,9.0,3,2,USA,1.0,BOWEN A,1,2 - 1,289,USA,4:49
5m shot - Post,10.0,3,2,USA,1.0,KHOLOD D,1,2 - 1,259,RUS,4:19
Turnover foul,4.0,3,2,USA,1.0,DEREVIANKIN N,1,2 - 1,248,RUS,4:08
Steal,11.0,3,2,USA,1.0,ROELSE A,1,2 - 1,248,USA,4:08
Time-Out,,3,2,USA,1.0,,1,2 - 1,248,USA,4:08
20 sec. exclusion in centre,8.0,3,2,USA,1.0,NAGAEV I,1,2 - 1,248,RUS,4:08
Extra player shot - Goal,9.0,3,3,USA,1.0,BOWEN A,1,3 - 1,231,USA,3:51
5m shot - Saved,8.0,3,3,USA,1.0,NAGAEV I,1,3 - 1,205,RUS,3:25
5m shot - Post,10.0,3,3,USA,1.0,RAMIREZ C,1,3 - 1,186,USA,3:06
Turnover foul,13.0,3,3,USA,1.0,STATSENKO V,1,3 - 1,177,RUS,2:57
Steal,1.0,3,3,USA,1.0,BARON M,1,3 - 1,177,USA,2:57
5m shot - Saved,9.0,3,3,USA,1.0,BOWEN A,1,3 - 1,155,USA,2:35
5m shot - Goal,9.0,3,4,USA,1.0,BOWEN A,1,4 - 1,132,USA,2:12
Time-Out,,3,4,USA,1.0,,1,4 - 1,132,RUS,2:12
Goalkeeper substitution,1.0,3,4,USA,1.0,KORNEEV K,1,4 - 1,132,RUS,2:12
Action shot - Saved,2.0,3,4,USA,1.0,LAZAREV N,1,4 - 1,110,RUS,1:50
20 sec. exclusion in field,10.0,3,4,USA,1.0,KHOLOD D,1,4 - 1,100,RUS,1:40
Action shot - Goal,6.0,3,5,USA,1.0,CUPIDO L,1,5 - 1,79,USA,1:19
20 sec. exclusion in centre,12.0,3,5,USA,1.0,IRVING M,1,5 - 1,67,USA,1:07
Turnover foul,6.0,3,5,USA,1.0,CUPIDO L,1,5 - 1,38,USA,0:38
Steal,6.0,3,5,USA,1.0,ASHAEV A,1,5 - 1,38,RUS,0:38
20 sec. exclusion in centre,11.0,3,5,USA,1.0,ROELSE A,1,5 - 1,18,USA,0:18
Extra player shot - Missed,11.0,3,5,USA,1.0,LISUNOV S,1,5 - 1,16,RUS,0:16
5m shot - Goal,6.0,3,6,USA,1.0,CUPIDO L,1,6 - 1,3,USA,0:03
Yellow card,,3,6,USA,1.0,Team Official,1,6 - 1,3,USA,0:03
5m shot - Post,7.0,3,6,USA,1.0,MERKULOV D,1,6 - 1,1,RUS,0:01
Starting goalkeeper,1.0,3,6,USA,2.0,BARON M,1,6 - 1,480,USA,8:00
Starting goalkeeper,13.0,3,6,USA,2.0,STATSENKO V,1,6 - 1,480,RUS,8:00
Sprint won possession,12.0,3,6,USA,2.0,SHEPELEV R,1,6 - 1,480,RUS,8:00
5m shot - Saved,3.0,3,6,USA,2.0,VASILYEV E,1,6 - 1,452,RUS,7:32
Turnover foul,5.0,3,6,USA,2.0,HALLOCK B,1,6 - 1,443,USA,7:23
Steal,2.0,3,6,USA,2.0,LAZAREV N,1,6 - 1,443,RUS,7:23
Turnover foul,11.0,3,6,USA,2.0,LISUNOV S,1,6 - 1,430,RUS,7:10
Steal,7.0,3,6,USA,2.0,DUNSTAN T,1,6 - 1,430,USA,7:10
20 sec. exclusion in centre,12.0,3,6,USA,2.0,SHEPELEV R,1,6 - 1,416,RUS,6:56
Extra player shot - Goal,9.0,3,7,USA,2.0,BOWEN A,1,7 - 1,398,USA,6:38
5m shot - Post,9.0,3,7,USA,2.0,SUCHKOV I,1,7 - 1,370,RUS,6:10
20 sec. exclusion in centre,10.0,3,7,USA,2.0,RAMIREZ C,1,7 - 1,370,USA,6:10
Extra player shot - Saved,6.0,3,7,USA,2.0,ASHAEV A,1,7 - 1,347,RUS,5:47
20 sec. exclusion in centre,9.0,3,7,USA,2.0,SUCHKOV I,1,7 - 1,322,RUS,5:22
Action shot - Saved,8.0,3,7,USA,2.0,CARNIGLIA N,1,7 - 1,302,USA,5:02
20 sec. exclusion in centre,9.0,3,7,USA,2.0,BOWEN A,1,7 - 1,282,USA,4:42
Extra player shot - Saved,8.0,3,7,USA,2.0,NAGAEV I,1,7 - 1,264,RUS,4:24
Extra player shot - Saved,6.0,3,7,USA,2.0,ASHAEV A,1,7 - 1,264,RUS,4:24
Time-Out,,3,7,USA,2.0,,1,7 - 1,264,USA,4:24
20 sec. exclusion in field,7.0,3,7,USA,2.0,MERKULOV D,1,7 - 1,264,RUS,4:24
20 sec. exclusion in centre,3.0,3,7,USA,4.0,VASILYEV E,1,7 - 1,316,RUS,5:16
Extra player shot - Missed,9.0,3,7,USA,4.0,BOWEN A,1,7 - 1,296,USA,4:56
Turnover foul,8.0,3,7,USA,4.0,NAGAEV I,1,7 - 1,279,RUS,4:39
Steal,8.0,3,7,USA,4.0,CARNIGLIA N,1,7 - 1,270,USA,4:30
20 sec. exclusion in centre,9.0,3,7,USA,4.0,SUCHKOV I,1,7 - 1,262,RUS,4:22
Time-Out,,3,7,USA,4.0,,1,7 - 1,262,USA,4:22
Turnover foul,4.0,3,7,USA,4.0,OBERT A,1,7 - 1,242,USA,4:02
Steal,12.0,3,7,USA,4.0,SHEPELEV R,1,7 - 1,242,RUS,4:02
20 sec. exclusion in field,6.0,3,7,USA,4.0,CUPIDO L,1,7 - 1,242,USA,4:02
Time-Out,,3,7,USA,4.0,,1,7 - 1,242,RUS,4:02
Action shot - Saved,7.0,3,7,USA,4.0,MERKULOV D,1,7 - 1,219,RUS,3:39
Action shot - Goal,11.0,3,13,USA,4.0,LISUNOV S,9,13 - 9,219,RUS,3:39
Turnover foul,5.0,3,13,USA,4.0,HALLOCK B,9,13 - 9,202,USA,3:22
Turnover foul,13.0,3,13,USA,4.0,STATSENKO V,9,13 - 9,189,RUS,3:09
Steal,12.0,3,13,USA,4.0,IRVING M,9,13 - 9,189,USA,3:09
Counter attack - Goal,2.0,3,14,USA,4.0,HOOPER J,9,14 - 9,178,USA,2:58
20 sec. exclusion in centre,11.0,3,14,USA,4.0,ROELSE A,9,14 - 9,160,USA,2:40
Exclusion with substitution,11.0,3,14,USA,4.0,ROELSE A,9,14 - 9,160,USA,2:40
Action shot - Goal,12.0,3,8,USA,2.0,IRVING M,1,8 - 1,242,USA,4:02
5m shot - Goal,7.0,3,8,USA,2.0,MERKULOV D,2,8 - 2,215,RUS,3:35
5m shot - Blocked,6.0,3,8,USA,2.0,CUPIDO L,2,8 - 2,203,USA,3:23
20 sec. exclusion in field,3.0,3,8,USA,2.0,VAVIC M,2,8 - 2,197,USA,3:17
Extra player shot - Goal,8.0,3,8,USA,2.0,NAGAEV I,3,8 - 3,178,RUS,2:58
5m shot - Post,9.0,3,8,USA,2.0,BOWEN A,3,8 - 3,149,USA,2:29
20 sec. exclusion in field,2.0,3,8,USA,2.0,HOOPER J,3,8 - 3,139,USA,2:19
Time-Out,,3,8,USA,2.0,,3,8 - 3,139,RUS,2:19
Action shot - Goal,5.0,3,8,USA,2.0,BUGAYCHUK A,4,8 - 4,112,RUS,1:52
20 sec. exclusion in field,10.0,3,8,USA,2.0,KHOLOD D,4,8 - 4,90,RUS,1:30
Extra player shot - Goal,2.0,3,9,USA,2.0,HOOPER J,4,9 - 4,82,USA,1:22
20 sec. exclusion in centre,11.0,3,9,USA,2.0,ROELSE A,4,9 - 4,60,USA,1:00
Extra player shot - Goal,7.0,3,9,USA,2.0,MERKULOV D,5,9 - 5,45,RUS,0:45
5m shot - Blocked,7.0,3,9,USA,2.0,DUNSTAN T,5,9 - 5,18,USA,0:18
5m shot - Goal,8.0,3,9,USA,2.0,NAGAEV I,6,9 - 6,3,RUS,0:03
5m shot - Missed,6.0,3,9,USA,2.0,CUPIDO L,6,9 - 6,1,USA,0:01
Starting goalkeeper,1.0,3,9,USA,3.0,BARON M,6,9 - 6,480,USA,8:00
Starting goalkeeper,13.0,3,9,USA,3.0,STATSENKO V,6,9 - 6,480,RUS,8:00
Sprint won possession,12.0,3,9,USA,3.0,SHEPELEV R,6,9 - 6,480,RUS,8:00
5m shot - Post,2.0,3,9,USA,3.0,LAZAREV N,6,9 - 6,456,RUS,7:36
5m shot - Saved,9.0,3,9,USA,3.0,BOWEN A,6,9 - 6,427,USA,7:07
Action shot - Saved,8.0,3,9,USA,3.0,NAGAEV I,6,9 - 6,403,RUS,6:43
Counter attack - Goal,6.0,3,10,USA,3.0,CUPIDO L,6,10 - 6,393,USA,6:33
5m shot - Saved,7.0,3,10,USA,3.0,MERKULOV D,6,10 - 6,362,RUS,6:02
Turnover foul,11.0,3,10,USA,3.0,LISUNOV S,6,10 - 6,342,RUS,5:42
Steal,4.0,3,10,USA,3.0,OBERT A,6,10 - 6,342,USA,5:42
Action shot - Goal,7.0,3,11,USA,3.0,DUNSTAN T,6,11 - 6,315,USA,5:15
Turnover foul,4.0,3,11,USA,3.0,DEREVIANKIN N,6,11 - 6,299,RUS,4:59
Steal,4.0,3,11,USA,3.0,OBERT A,6,11 - 6,299,USA,4:59
Turnover foul,5.0,3,11,USA,3.0,HALLOCK B,6,11 - 6,278,USA,4:38
Steal,7.0,3,11,USA,3.0,MERKULOV D,6,11 - 6,278,RUS,4:38
20 sec. exclusion in centre,9.0,3,11,USA,3.0,BOWEN A,6,11 - 6,257,USA,4:17
Turnover foul,10.0,3,11,USA,3.0,KHOLOD D,6,11 - 6,241,RUS,4:01
Steal,12.0,3,11,USA,3.0,IRVING M,6,11 - 6,241,USA,4:01
Turnover foul,6.0,3,11,USA,3.0,CUPIDO L,6,11 - 6,221,USA,3:41
Action shot - Missed,8.0,3,11,USA,3.0,NAGAEV I,6,11 - 6,205,RUS,3:25
20 sec. exclusion in field,6.0,3,11,USA,3.0,ASHAEV A,6,11 - 6,205,RUS,3:25
Time-Out,,3,11,USA,3.0,,6,11 - 6,205,USA,3:25
Action shot - Saved,2.0,3,11,USA,3.0,HOOPER J,6,11 - 6,176,USA,2:56
5m shot - Goal,12.0,3,11,USA,3.0,SHEPELEV R,7,11 - 7,149,RUS,2:29
Turnover foul,6.0,3,11,USA,3.0,CUPIDO L,7,11 - 7,133,USA,2:13
Steal,5.0,3,11,USA,3.0,BUGAYCHUK A,7,11 - 7,133,RUS,2:13
Action shot - Saved,12.0,3,11,USA,3.0,SHEPELEV R,7,11 - 7,112,RUS,1:52
Action shot - Goal,7.0,3,12,USA,3.0,DUNSTAN T,7,12 - 7,97,USA,1:37
5m shot - Saved,7.0,3,12,USA,3.0,MERKULOV D,7,12 - 7,68,RUS,1:08
20 sec. exclusion in field,11.0,3,12,USA,3.0,LISUNOV S,7,12 - 7,67,RUS,1:07
Turnover foul,12.0,3,12,USA,3.0,IRVING M,7,12 - 7,18,USA,0:18
Steal,5.0,3,12,USA,3.0,BUGAYCHUK A,7,12 - 7,18,RUS,0:18
5m shot - Post,7.0,3,12,USA,3.0,MERKULOV D,7,12 - 7,7,RUS,0:07
5m shot - Post,8.0,3,12,USA,3.0,CARNIGLIA N,7,12 - 7,1,USA,0:01
Starting goalkeeper,1.0,3,12,USA,4.0,BARON M,7,12 - 7,480,USA,8:00
Starting goalkeeper,13.0,3,12,USA,4.0,STATSENKO V,7,12 - 7,480,RUS,8:00
Sprint won possession,2.0,3,12,USA,4.0,HOOPER J,7,12 - 7,480,USA,8:00
20 sec. exclusion in centre,10.0,3,12,USA,4.0,RAMIREZ C,7,12 - 7,429,USA,7:09
Extra player shot - Blocked,10.0,3,12,USA,4.0,KHOLOD D,7,12 - 7,414,RUS,6:54
20 sec. exclusion in centre,3.0,3,12,USA,4.0,VASILYEV E,7,12 - 7,395,RUS,6:35
Extra player shot - Saved,9.0,3,12,USA,4.0,BOWEN A,7,12 - 7,377,USA,6:17
20 sec. exclusion in centre,4.0,3,12,USA,4.0,DEREVIANKIN N,7,12 - 7,372,RUS,6:12
Extra player shot - Goal,6.0,3,13,USA,4.0,CUPIDO L,7,13 - 7,371,USA,6:11
20 sec. exclusion in centre,4.0,3,13,USA,4.0,OBERT A,7,13 - 7,349,USA,5:49
Extra player shot - Goal,4.0,3,13,USA,4.0,DEREVIANKIN N,8,13 - 8,333,RUS,5:33
Extra player shot - Post,12.0,3,13,USA,4.0,SHEPELEV R,8,13 - 8,153,RUS,2:33
Turnover foul,8.0,3,13,USA,4.0,NAGAEV I,8,13 - 8,127,RUS,2:07
Steal,1.0,3,13,USA,4.0,BARON M,8,13 - 8,127,USA,2:07
Counter attack - Goal,12.0,3,14,USA,4.0,SHEPELEV R,10,14 - 10,115,RUS,1:55
20 sec. exclusion in centre,12.0,3,14,USA,4.0,SHEPELEV R,10,14 - 10,95,RUS,1:35
Extra player shot - Missed,6.0,3,14,USA,4.0,CUPIDO L,10,14 - 10,82,USA,1:22
Counter attack - Saved,6.0,3,14,USA,4.0,ASHAEV A,10,14 - 10,71,RUS,1:11
Turnover foul,2.0,3,14,USA,4.0,HOOPER J,10,14 - 10,57,USA,0:57
Steal,7.0,3,14,USA,4.0,MERKULOV D,10,14 - 10,57,RUS,0:57
Penalty foul,5.0,3,14,USA,4.0,HALLOCK B,10,14 - 10,45,USA,0:45
Exclusion with substitution,5.0,3,14,USA,4.0,HALLOCK B,10,14 - 10,45,USA,0:45
Red card,,3,14,USA,4.0,Team Official,10,14 - 10,45,USA,0:45
20 sec. exclusion in centre,1.0,3,14,USA,4.0,BARON M,10,14 - 10,45,USA,0:45
Penalty shot - Saved,7.0,3,14,USA,4.0,MERKULOV D,10,14 - 10,45,RUS,0:45
Turnover foul,4.0,3,14,USA,4.0,OBERT A,10,14 - 10,21,USA,0:21
20 sec. exclusion in field,2.0,3,14,USA,4.0,HOOPER J,10,14 - 10,14,USA,0:14
Extra player shot - Goal,5.0,3,14,USA,4.0,BUGAYCHUK A,11,14 - 11,6,RUS,0:06
5m shot - Saved,9.0,3,14,USA,4.0,BOWEN A,11,14 - 11,1,USA,0:01
Starting goalkeeper,1.0,4,0,ESP,1.0,LOPEZ PINEDO D,0,0 - 0,480,ESP,8:00
Starting goalkeeper,13.0,4,0,ESP,1.0,STATSENKO V,0,0 - 0,480,RUS,8:00
Sprint won possession,12.0,4,0,ESP,1.0,SHEPELEV R,0,0 - 0,480,RUS,8:00
20 sec. exclusion in centre,6.0,4,0,ESP,1.0,MINGUELL ALFEREZ M,0,0 - 0,457,ESP,7:37
Extra player shot - Blocked,7.0,4,0,ESP,1.0,MERKULOV D,0,0 - 0,433,RUS,7:13
Turnover foul,9.0,4,0,ESP,1.0,TAHULL COMPTE R,0,0 - 0,405,ESP,6:45
Steal,3.0,4,0,ESP,1.0,VASILYEV E,0,0 - 0,405,RUS,6:45
5m shot - Missed,8.0,4,0,ESP,1.0,NAGAEV I,0,0 - 0,384,RUS,6:24
20 sec. exclusion in field,3.0,4,0,ESP,1.0,VASILYEV E,0,0 - 0,365,RUS,6:05
Extra player shot - Goal,9.0,4,1,ESP,1.0,TAHULL COMPTE R,0,1 - 0,347,ESP,5:47
5m shot - Goal,7.0,4,1,ESP,1.0,MERKULOV D,1,1 - 1,321,RUS,5:21
20 sec. exclusion in centre,9.0,4,1,ESP,1.0,SUCHKOV I,1,1 - 1,298,RUS,4:58
Action shot - Goal,7.0,4,2,ESP,1.0,BARROSO MACARRO A,1,2 - 1,276,ESP,4:36
Turnover foul,8.0,4,2,ESP,1.0,NAGAEV I,1,2 - 1,248,RUS,4:08
Steal,11.0,4,2,ESP,1.0,MALLARACH GUELL B,1,2 - 1,248,ESP,4:08
5m shot - Saved,11.0,4,2,ESP,1.0,MALLARACH GUELL B,1,2 - 1,227,ESP,3:47
5m shot - Post,8.0,4,2,ESP,1.0,ESPANOL LIFANTE A,1,2 - 1,198,ESP,3:18
Penalty foul,12.0,4,2,ESP,1.0,GUTIERREZ SANTIAGO,1,2 - 1,174,ESP,2:54
Penalty shot - Goal,7.0,4,2,ESP,1.0,MERKULOV D,2,2 - 2,174,RUS,2:54
20 sec. exclusion in field,12.0,4,2,ESP,1.0,SHEPELEV R,2,2 - 2,145,RUS,2:25
Extra player shot - Saved,6.0,4,2,ESP,1.0,MINGUELL ALFEREZ M,2,2 - 2,125,ESP,2:05
5m shot - Saved,12.0,4,2,ESP,1.0,SHEPELEV R,2,2 - 2,95,RUS,1:35
Turnover foul,3.0,4,2,ESP,1.0,GRANADOS ORTEGA A,2,2 - 2,68,ESP,1:08
Steal,13.0,4,2,ESP,1.0,STATSENKO V,2,2 - 2,68,RUS,1:08
Turnover foul,4.0,4,2,ESP,1.0,DEREVIANKIN N,2,2 - 2,53,RUS,0:53
5m shot - Blocked,3.0,4,2,ESP,1.0,GRANADOS ORTEGA A,2,2 - 2,35,ESP,0:35
Time-Out,,4,2,ESP,1.0,,2,2 - 2,33,RUS,0:33
20 sec. exclusion in centre,5.0,4,2,ESP,1.0,BUSTOS SANCHEZ A,2,2 - 2,16,ESP,0:16
Extra player shot - Goal,8.0,4,2,ESP,1.0,NAGAEV I,3,2 - 3,7,RUS,0:07
Time-Out,,4,2,ESP,1.0,,3,2 - 3,7,ESP,0:07
5m shot - Blocked,11.0,4,2,ESP,1.0,MALLARACH GUELL B,3,2 - 3,4,ESP,0:04
Starting goalkeeper,1.0,4,2,ESP,2.0,LOPEZ PINEDO D,3,2 - 3,480,ESP,8:00
Starting goalkeeper,13.0,4,2,ESP,2.0,STATSENKO V,3,2 - 3,480,RUS,8:00
Sprint won possession,11.0,4,2,ESP,2.0,MALLARACH GUELL B,3,2 - 3,0,ESP,0:00
Turnover foul,11.0,4,2,ESP,2.0,MALLARACH GUELL B,3,2 - 3,458,ESP,7:38
Steal,10.0,4,2,ESP,2.0,KHOLOD D,3,2 - 3,458,RUS,7:38
20 sec. exclusion in centre,5.0,4,2,ESP,2.0,BUSTOS SANCHEZ A,3,2 - 3,438,ESP,7:18
Extra player shot - Goal,11.0,4,2,ESP,2.0,LISUNOV S,4,2 - 4,425,RUS,7:05
20 sec. exclusion in centre,3.0,4,2,ESP,2.0,VASILYEV E,4,2 - 4,400,RUS,6:40
Extra player shot - Goal,2.0,4,3,ESP,2.0,MUNARRIZ EGANA A,4,3 - 4,382,ESP,6:22
Turnover foul,7.0,4,3,ESP,2.0,MERKULOV D,4,3 - 4,357,RUS,5:57
Steal,10.0,4,3,ESP,2.0,FERNANDEZ MIRANDA,4,3 - 4,357,ESP,5:57
5m shot - Blocked,2.0,4,3,ESP,2.0,MUNARRIZ EGANA A,4,3 - 4,333,ESP,5:33
20 sec. exclusion in centre,4.0,4,3,ESP,2.0,del TORO M,4,3 - 4,310,ESP,5:10
Time-Out,,4,3,ESP,2.0,,4,3 - 4,310,RUS,5:10
Extra player shot - Goal,4.0,4,3,ESP,2.0,DEREVIANKIN N,5,3 - 5,287,RUS,4:47
Turnover foul,9.0,4,3,ESP,2.0,TAHULL COMPTE R,5,3 - 5,258,ESP,4:18
Steal,10.0,4,3,ESP,2.0,KHOLOD D,5,3 - 5,258,RUS,4:18
5m shot - Saved,8.0,4,3,ESP,2.0,NAGAEV I,5,3 - 5,231,RUS,3:51
20 sec. exclusion in field,8.0,4,3,ESP,2.0,NAGAEV I,5,3 - 5,229,RUS,3:49
Time-Out,,4,3,ESP,2.0,,5,3 - 5,229,ESP,3:49
Extra player shot - Goal,6.0,4,4,ESP,2.0,MINGUELL ALFEREZ M,5,4 - 5,217,ESP,3:37
Turnover foul,11.0,4,4,ESP,2.0,LISUNOV S,5,4 - 5,190,RUS,3:10
Action shot - Saved,7.0,4,4,ESP,2.0,BARROSO MACARRO A,5,4 - 5,172,ESP,2:52
5m shot - Saved,2.0,4,4,ESP,2.0,MUNARRIZ EGANA A,5,4 - 5,117,ESP,1:57
5m shot - Post,7.0,4,4,ESP,2.0,BARROSO MACARRO A,5,4 - 5,95,ESP,1:35
5m shot - Saved,2.0,4,4,ESP,2.0,LAZAREV N,5,4 - 5,58,RUS,0:58
Action shot - Missed,6.0,4,4,ESP,2.0,MINGUELL ALFEREZ M,5,4 - 5,43,ESP,0:43
Counter attack - Goal,11.0,4,4,ESP,2.0,LISUNOV S,6,4 - 6,35,RUS,0:35
5m shot - Goal,8.0,4,4,ESP,2.0,NAGAEV I,7,4 - 7,3,RUS,0:03
5m shot - Saved,11.0,4,4,ESP,2.0,MALLARACH GUELL B,7,4 - 7,1,ESP,0:01
Steal,13.0,4,4,ESP,4.0,STATSENKO V,7,4 - 7,34,RUS,0:34
20 sec. exclusion in field,12.0,4,4,ESP,4.0,SHEPELEV R,7,4 - 7,3,RUS,0:03
Starting goalkeeper,1.0,4,4,ESP,3.0,LOPEZ PINEDO D,7,4 - 7,480,ESP,8:00
Starting goalkeeper,13.0,4,4,ESP,3.0,STATSENKO V,7,4 - 7,480,RUS,8:00
Sprint won possession,11.0,4,4,ESP,3.0,MALLARACH GUELL B,7,4 - 7,480,ESP,8:00
Turnover foul,4.0,4,4,ESP,3.0,del TORO M,7,4 - 7,451,ESP,7:31
5m shot - Missed,5.0,4,4,ESP,3.0,BUGAYCHUK A,7,4 - 7,425,RUS,7:05
20 sec. exclusion in centre,6.0,4,4,ESP,3.0,ASHAEV A,7,4 - 7,413,RUS,6:53
Extra player shot - Saved,11.0,4,4,ESP,3.0,MALLARACH GUELL B,7,4 - 7,398,ESP,6:38
Action shot - Saved,11.0,4,4,ESP,3.0,MALLARACH GUELL B,7,4 - 7,386,ESP,6:26
5m shot - Saved,2.0,4,4,ESP,3.0,LAZAREV N,7,4 - 7,357,RUS,5:57
5m shot - Goal,8.0,4,5,ESP,3.0,ESPANOL LIFANTE A,7,5 - 7,326,ESP,5:26
Yellow card,,4,5,ESP,3.0,Team Official,7,5 - 7,326,ESP,5:26
5m shot - Saved,9.0,4,5,ESP,3.0,SUCHKOV I,7,5 - 7,302,RUS,5:02
Centre shot - Goal,11.0,4,5,ESP,3.0,LISUNOV S,8,5 - 8,277,RUS,4:37
Turnover foul,6.0,4,5,ESP,3.0,MINGUELL ALFEREZ M,8,5 - 8,248,ESP,4:08
Steal,13.0,4,5,ESP,3.0,STATSENKO V,8,5 - 8,248,RUS,4:08
Turnover foul,11.0,4,5,ESP,3.0,LISUNOV S,8,5 - 8,227,RUS,3:47
5m shot - Goal,8.0,4,6,ESP,3.0,ESPANOL LIFANTE A,8,6 - 8,205,ESP,3:25
Turnover foul,6.0,4,6,ESP,3.0,ASHAEV A,8,6 - 8,183,RUS,3:03
Steal,8.0,4,6,ESP,3.0,ESPANOL LIFANTE A,8,6 - 8,183,ESP,3:03
Centre shot - Goal,9.0,4,7,ESP,3.0,TAHULL COMPTE R,8,7 - 8,157,ESP,2:37
Time-Out,,4,7,ESP,3.0,,8,7 - 8,157,RUS,2:37
5m shot - Goal,7.0,4,7,ESP,3.0,MERKULOV D,9,7 - 9,135,RUS,2:15
Centre shot - Missed,9.0,4,7,ESP,3.0,TAHULL COMPTE R,9,7 - 9,111,ESP,1:51
5m shot - Missed,7.0,4,7,ESP,3.0,MERKULOV D,9,7 - 9,87,RUS,1:27
Action shot - Missed,8.0,4,7,ESP,3.0,ESPANOL LIFANTE A,9,7 - 9,74,ESP,1:14
20 sec. exclusion in centre,10.0,4,7,ESP,3.0,FERNANDEZ MIRANDA,9,7 - 9,49,ESP,0:49
Extra player shot - Goal,4.0,4,7,ESP,3.0,DEREVIANKIN N,10,7 - 10,32,RUS,0:32
Time-Out,,4,7,ESP,3.0,,10,7 - 10,32,ESP,0:32
5m shot - Post,2.0,4,7,ESP,3.0,MUNARRIZ EGANA A,10,7 - 10,14,ESP,0:14
Turnover foul,5.0,4,7,ESP,3.0,BUGAYCHUK A,10,7 - 10,3,RUS,0:03
5m shot - Saved,6.0,4,7,ESP,3.0,MINGUELL ALFEREZ M,10,7 - 10,1,ESP,0:01
Starting goalkeeper,1.0,4,7,ESP,4.0,LOPEZ PINEDO D,10,7 - 10,480,ESP,8:00
Starting goalkeeper,13.0,4,7,ESP,4.0,STATSENKO V,10,7 - 10,480,RUS,8:00
Sprint won possession,10.0,4,7,ESP,4.0,KHOLOD D,10,7 - 10,480,RUS,8:00
Turnover foul,10.0,4,7,ESP,4.0,KHOLOD D,10,7 - 10,452,RUS,7:32
Steal,2.0,4,7,ESP,4.0,MUNARRIZ EGANA A,10,7 - 10,452,ESP,7:32
5m shot - Blocked,8.0,4,7,ESP,4.0,ESPANOL LIFANTE A,10,7 - 10,431,ESP,7:11
20 sec. exclusion in centre,10.0,4,7,ESP,4.0,FERNANDEZ MIRANDA,10,7 - 10,413,ESP,6:53
Extra player shot - Goal,5.0,4,7,ESP,4.0,BUGAYCHUK A,11,7 - 11,392,RUS,6:32
Turnover foul,11.0,4,7,ESP,4.0,MALLARACH GUELL B,11,7 - 11,365,ESP,6:05
Turnover foul,10.0,4,7,ESP,4.0,KHOLOD D,11,7 - 11,336,RUS,5:36
Steal,3.0,4,7,ESP,4.0,GRANADOS ORTEGA A,11,7 - 11,336,ESP,5:36
20 sec. exclusion in centre,9.0,4,7,ESP,4.0,SUCHKOV I,11,7 - 11,321,RUS,5:21
Extra player shot - Goal,9.0,4,8,ESP,4.0,TAHULL COMPTE R,11,8 - 11,319,ESP,5:19
20 sec. exclusion in field,3.0,4,8,ESP,4.0,GRANADOS ORTEGA A,11,8 - 11,300,ESP,5:00
Extra player shot - Saved,8.0,4,8,ESP,4.0,NAGAEV I,11,8 - 11,279,RUS,4:39
Turnover foul,8.0,4,8,ESP,4.0,NAGAEV I,11,8 - 11,259,RUS,4:19
Steal,10.0,4,8,ESP,4.0,FERNANDEZ MIRANDA,11,8 - 11,259,ESP,4:19
Action shot - Missed,6.0,4,8,ESP,4.0,MINGUELL ALFEREZ M,11,8 - 11,245,ESP,4:05
20 sec. exclusion in centre,8.0,4,8,ESP,4.0,ESPANOL LIFANTE A,11,8 - 11,219,ESP,3:39
Time-Out,,4,8,ESP,4.0,,11,8 - 11,219,RUS,3:39
Action shot - Post,8.0,4,8,ESP,4.0,NAGAEV I,11,8 - 11,187,RUS,3:07
Centre shot - Post,5.0,4,8,ESP,4.0,BUSTOS SANCHEZ A,11,8 - 11,165,ESP,2:45
Turnover foul,8.0,4,8,ESP,4.0,NAGAEV I,11,8 - 11,149,RUS,2:29
5m shot - Goal,10.0,4,9,ESP,4.0,FERNANDEZ MIRANDA,11,9 - 11,132,ESP,2:12
Turnover foul,8.0,4,9,ESP,4.0,NAGAEV I,11,9 - 11,105,RUS,1:45
Time-Out,,4,9,ESP,4.0,,11,9 - 11,105,ESP,1:45
Turnover foul,2.0,4,9,ESP,4.0,MUNARRIZ EGANA A,11,9 - 11,83,ESP,1:23
Steal,12.0,4,9,ESP,4.0,SHEPELEV R,11,9 - 11,83,RUS,1:23
Turnover foul,8.0,4,9,ESP,4.0,NAGAEV I,11,9 - 11,61,RUS,1:01
Turnover foul,9.0,4,9,ESP,4.0,TAHULL COMPTE R,11,9 - 11,34,ESP,0:34
Extra player shot - Goal,9.0,4,10,ESP,4.0,TAHULL COMPTE R,11,10 - 11,1,ESP,0:01
Starting goalkeeper,1.0,5,0,HUN,1.0,NAGY V,0,0 - 0,480,HUN,8:00
Starting goalkeeper,13.0,5,0,HUN,1.0,STATSENKO V,0,0 - 0,480,RUS,8:00
Sprint won possession,12.0,5,0,HUN,1.0,SHEPELEV R,0,0 - 0,480,RUS,8:00
Turnover foul,11.0,5,0,HUN,1.0,LISUNOV S,0,0 - 0,451,RUS,7:31
Steal,8.0,5,0,HUN,1.0,GOR-NAGY M,0,0 - 0,451,HUN,7:31
20 sec. exclusion in centre,3.0,5,0,HUN,1.0,VASILYEV E,0,0 - 0,439,RUS,7:19
