Action,Cap,Game,Opponent,Opponent name,Period,Player,RUS,Score,Seconds,Team,Time,Result,Goal
5m shot,5.0,5,10,HUN,3.0,BUGAYCHUK A,2,10 - 2,349,RUS,5:49,Goal,1
Action shot,2.0,5,10,HUN,3.0,LAZAREV N,2,10 - 2,291,RUS,4:51,Saved,0
Action shot,10.0,5,10,HUN,3.0,VARGA D,2,10 - 2,243,HUN,4:03,Post,0
Extra player shot,5.0,5,10,HUN,3.0,BUGAYCHUK A,3,10 - 3,205,RUS,3:25,Goal,1
Action shot,9.0,5,10,HUN,3.0,ERDELYI B,3,10 - 3,180,HUN,3:00,Blocked,0
Centre shot,12.0,5,10,HUN,3.0,HARAI B,3,10 - 3,130,HUN,2:10,Saved,0
Action shot,4.0,5,10,HUN,3.0,DEREVIANKIN N,4,10 - 4,85,RUS,1:25,Goal,1
Extra player shot,6.0,5,11,HUN,3.0,HOSNYANSZKY N,4,11 - 4,63,HUN,1:03,Goal,1
Action shot,6.0,5,11,HUN,3.0,HOSNYANSZKY N,4,11 - 4,16,HUN,0:16,Saved,0
5m shot,7.0,5,11,HUN,3.0,MERKULOV D,4,11 - 4,1,RUS,0:01,Saved,0
5m shot,10.0,5,11,HUN,4.0,KHOLOD D,4,11 - 4,453,RUS,7:33,Missed,0
5m shot,5.0,5,11,HUN,4.0,VAMOS M,4,11 - 4,442,HUN,7:22,Post,0
Action shot,8.0,5,11,HUN,4.0,NAGAEV I,4,11 - 4,416,RUS,6:56,Blocked,0
Centre shot,2.0,5,11,HUN,4.0,TOROK B,4,11 - 4,393,HUN,6:33,Saved,0
Extra player shot,10.0,5,12,HUN,4.0,VARGA D,4,12 - 4,360,HUN,6:00,Goal,1
Extra player shot,11.0,5,12,HUN,4.0,LISUNOV S,5,12 - 5,328,RUS,5:28,Goal,1
Extra player shot,3.0,5,13,HUN,4.0,MANHERCZ K,5,13 - 5,303,HUN,5:03,Goal,1
5m shot,12.0,5,13,HUN,4.0,SHEPELEV R,5,13 - 5,277,RUS,4:37,Saved,0
Action shot,4.0,5,13,HUN,4.0,ZALANKI G,5,13 - 5,249,HUN,4:09,Saved,0
Action shot,2.0,5,13,HUN,4.0,LAZAREV N,5,13 - 5,225,RUS,3:45,Missed,0
Centre shot,7.0,5,13,HUN,4.0,DECKER A,5,13 - 5,199,HUN,3:19,Saved,0
5m shot,8.0,5,13,HUN,4.0,NAGAEV I,5,13 - 5,160,RUS,2:40,Post,0
5m shot,6.0,5,14,HUN,4.0,HOSNYANSZKY N,5,14 - 5,142,HUN,2:22,Goal,1
Extra player shot,4.0,5,14,HUN,4.0,DEREVIANKIN N,5,14 - 5,49,RUS,0:49,Missed,0
Action shot,3.0,5,14,HUN,4.0,MANHERCZ K,5,14 - 5,36,HUN,0:36,Saved,0
5m shot,2.0,5,14,HUN,4.0,LAZAREV N,5,14 - 5,7,RUS,0:07,Saved,0
Centre shot,11.0,6,0,MNE,1.0,LISUNOV S,0,0 - 0,454,RUS,7:34,Post,0
Centre shot,7.0,6,0,MNE,1.0,DRASKOVIC D,0,0 - 0,440,MNE,7:20,Post,0
Action shot,12.0,6,0,MNE,1.0,SHEPELEV R,1,0 - 1,352,RUS,5:52,Goal,1
Centre shot,12.0,6,0,MNE,1.0,MURISIC N,1,0 - 1,335,MNE,5:35,Missed,0
5m shot,2.0,6,0,MNE,1.0,BRGULJAN D,1,0 - 1,276,MNE,4:36,Saved,0
Action shot,4.0,6,0,MNE,1.0,PETKOVIC M,1,0 - 1,257,MNE,4:17,Saved,0
5m shot,9.0,6,0,MNE,1.0,SUCHKOV I,1,0 - 1,229,RUS,3:49,Blocked,0
Counter attack,3.0,6,1,MNE,1.0,BANICEVIC B,1,1 - 1,214,MNE,3:34,Goal,1
5m shot,6.0,6,1,MNE,1.0,RADOVIC A,1,1 - 1,160,MNE,2:40,Saved,0
Action shot,2.0,6,1,MNE,1.0,LAZAREV N,1,1 - 1,132,RUS,2:12,Saved,0
Action shot,8.0,6,1,MNE,1.0,UKROPINA A,1,1 - 1,109,MNE,1:49,Post,0
Centre shot,11.0,6,1,MNE,1.0,LISUNOV S,1,1 - 1,88,RUS,1:28,Missed,0
5m shot,5.0,6,1,MNE,1.0,BRGULJAN D,1,1 - 1,55,MNE,0:55,Post,0
5m shot,8.0,6,1,MNE,1.0,NAGAEV I,1,1 - 1,9,RUS,0:09,Post,0
5m shot,2.0,6,1,MNE,1.0,BRGULJAN D,1,1 - 1,1,MNE,0:01,Saved,0
5m shot,2.0,6,1,MNE,2.0,BRGULJAN D,1,1 - 1,422,MNE,7:02,Saved,0
Extra player shot,2.0,6,2,MNE,2.0,BRGULJAN D,1,2 - 1,403,MNE,6:43,Goal,1
Extra player shot,11.0,6,2,MNE,2.0,LISUNOV S,2,2 - 2,377,RUS,6:17,Goal,1
5m shot,7.0,6,2,MNE,2.0,MERKULOV D,2,2 - 2,325,RUS,5:25,Blocked,0
5m shot,6.0,6,3,MNE,2.0,RADOVIC A,2,3 - 2,305,MNE,5:05,Goal,1
Extra player shot,10.0,6,3,MNE,2.0,KHOLOD D,2,3 - 2,263,RUS,4:23,Saved,0
5m shot,7.0,6,3,MNE,2.0,MERKULOV D,3,3 - 3,257,RUS,4:17,Goal,1
5m shot,10.0,6,3,MNE,2.0,KHOLOD D,3,3 - 3,215,RUS,3:35,Missed,0
Extra player shot,5.0,6,3,MNE,2.0,BRGULJAN D,3,3 - 3,171,MNE,2:51,Saved,0
Extra player shot,10.0,6,4,MNE,2.0,MISIC S,3,4 - 3,122,MNE,2:02,Goal,1
5m shot,2.0,6,4,MNE,2.0,LAZAREV N,3,4 - 3,96,RUS,1:36,Blocked,0
5m shot,6.0,6,4,MNE,2.0,RADOVIC A,3,4 - 3,70,MNE,1:10,Saved,0
Extra player shot,2.0,6,5,MNE,2.0,BRGULJAN D,3,5 - 3,30,MNE,0:30,Goal,1
Centre shot,12.0,6,5,MNE,4.0,SHEPELEV R,3,5 - 3,134,RUS,2:14,Saved,0
5m shot,7.0,6,5,MNE,4.0,DRASKOVIC D,3,5 - 3,106,MNE,1:46,Saved,0
Extra player shot,7.0,6,5,MNE,2.0,MERKULOV D,3,5 - 3,1,RUS,0:01,Saved,0
5m shot,8.0,6,5,MNE,3.0,NAGAEV I,4,5 - 4,452,RUS,7:32,Goal,1
Counter attack,11.0,6,5,MNE,3.0,LISUNOV S,5,5 - 5,377,RUS,6:17,Goal,1
Extra player shot,2.0,6,6,MNE,3.0,BRGULJAN D,5,6 - 5,348,MNE,5:48,Goal,1
Extra player shot,4.0,6,6,MNE,3.0,DEREVIANKIN N,6,6 - 6,308,RUS,5:08,Goal,1
Penalty shot,6.0,6,7,MNE,3.0,RADOVIC A,6,7 - 6,295,MNE,4:55,Goal,1
5m shot,7.0,6,7,MNE,3.0,DRASKOVIC D,6,7 - 6,256,MNE,4:16,Saved,0
Action shot,10.0,6,7,MNE,3.0,KHOLOD D,7,7 - 7,154,RUS,2:34,Goal,1
5m shot,5.0,6,7,MNE,3.0,BRGULJAN D,7,7 - 7,131,MNE,2:11,Blocked,0
Extra player shot,4.0,6,7,MNE,3.0,PETKOVIC M,7,7 - 7,85,MNE,1:25,Missed,0
Centre shot,11.0,6,7,MNE,3.0,LISUNOV S,7,7 - 7,55,RUS,0:55,Saved,0
Centre shot,11.0,6,7,MNE,3.0,LISUNOV S,7,7 - 7,5,RUS,0:05,Saved,0
5m shot,6.0,6,7,MNE,4.0,RADOVIC A,7,7 - 7,451,MNE,7:31,Blocked,0
Action shot,2.0,6,8,MNE,4.0,BRGULJAN D,7,8 - 7,407,MNE,6:47,Goal,1
5m shot,7.0,6,8,MNE,4.0,MERKULOV D,8,8 - 8,383,RUS,6:23,Goal,1
Extra player shot,6.0,6,8,MNE,4.0,RADOVIC A,8,8 - 8,366,MNE,6:06,Blocked,0
5m shot,9.0,6,8,MNE,4.0,SUCHKOV I,8,8 - 8,327,RUS,5:27,Saved,0
5m shot,6.0,6,9,MNE,4.0,RADOVIC A,8,9 - 8,303,MNE,5:03,Goal,1
5m shot,11.0,6,9,MNE,4.0,CUCKOVIC U,8,9 - 8,198,MNE,3:18,Saved,0
5m shot,6.0,6,9,MNE,4.0,RADOVIC A,8,9 - 8,39,MNE,0:39,Blocked,0
Centre shot,11.0,6,9,MNE,4.0,CUCKOVIC U,8,9 - 8,1,MNE,0:01,Saved,0
Centre shot,11.0,7,0,AUS,1.0,LISUNOV S,1,1 - 0,453,RUS,7:33,Goal,1
Centre shot,6.0,7,1,AUS,1.0,EDWARDS L,1,1 - 1,430,AUS,7:10,Goal,1
Action shot,7.0,7,2,AUS,1.0,GILCHRIST J,1,1 - 2,394,AUS,6:34,Goal,1
Centre shot,4.0,7,2,AUS,1.0,KAYES J,1,1 - 2,343,AUS,5:43,Missed,0
5m shot,10.0,7,2,AUS,1.0,KHOLOD D,2,2 - 2,316,RUS,5:16,Goal,1
Extra player shot,5.0,7,3,AUS,1.0,POWER N,2,2 - 3,282,AUS,4:42,Goal,1
Extra player shot,11.0,7,4,AUS,1.0,HOLLIS L,2,2 - 4,226,AUS,3:46,Goal,1
Action shot,7.0,7,4,AUS,1.0,GILCHRIST J,2,2 - 4,174,AUS,2:54,Saved,0
Centre shot,4.0,7,4,AUS,1.0,DEREVIANKIN N,3,3 - 4,150,RUS,2:30,Goal,1
Centre shot,4.0,7,4,AUS,1.0,KAYES J,3,3 - 4,130,AUS,2:10,Post,0
Extra player shot,11.0,7,4,AUS,1.0,LISUNOV S,3,3 - 4,83,RUS,1:23,Saved,0
5m shot,8.0,7,4,AUS,1.0,YOUNGER A,3,3 - 4,59,AUS,0:59,Saved,0
Extra player shot,10.0,7,4,AUS,1.0,KHOLOD D,3,3 - 4,33,RUS,0:33,Saved,0
Extra player shot,2.0,7,4,AUS,1.0,LAZAREV N,3,3 - 4,12,RUS,0:12,Post,0
5m shot,1.0,7,4,AUS,1.0,KORNEEV K,3,3 - 4,1,RUS,0:01,Saved,0
5m shot,2.0,7,4,AUS,2.0,LAZAREV N,3,3 - 4,451,RUS,7:31,Saved,0
5m shot,11.0,7,4,AUS,2.0,HOLLIS L,3,3 - 4,423,AUS,7:03,Blocked,0
Action shot,2.0,7,4,AUS,2.0,LAZAREV N,3,3 - 4,405,RUS,6:45,Saved,0
5m shot,10.0,7,4,AUS,2.0,KHOLOD D,4,4 - 4,373,RUS,6:13,Goal,1
Centre shot,6.0,7,5,AUS,2.0,EDWARDS L,4,4 - 5,346,AUS,5:46,Goal,1
Action shot,7.0,7,5,AUS,2.0,GILCHRIST J,4,4 - 5,317,AUS,5:17,Saved,0
5m shot,10.0,7,5,AUS,2.0,KHOLOD D,4,4 - 5,296,RUS,4:56,Saved,0
Action shot,8.0,7,5,AUS,2.0,YOUNGER A,4,4 - 5,274,AUS,4:34,Saved,0
Action shot,7.0,7,5,AUS,2.0,GILCHRIST J,4,4 - 5,221,AUS,3:41,Post,0
5m shot,7.0,7,5,AUS,2.0,MERKULOV D,5,5 - 5,200,RUS,3:20,Goal,1
Action shot,8.0,7,5,AUS,2.0,YOUNGER A,5,5 - 5,174,AUS,2:54,Saved,0
Extra player shot,11.0,7,5,AUS,2.0,LISUNOV S,5,5 - 5,140,RUS,2:20,Missed,0
5m shot,11.0,7,5,AUS,2.0,HOLLIS L,5,5 - 5,117,AUS,1:57,Saved,0
Extra player shot,4.0,7,6,AUS,2.0,KAYES J,5,5 - 6,89,AUS,1:29,Goal,1
Action shot,8.0,7,6,AUS,2.0,NAGAEV I,5,5 - 6,70,RUS,1:10,Saved,0
Centre shot,6.0,7,6,AUS,2.0,EDWARDS L,5,5 - 6,38,AUS,0:38,Saved,0
5m shot,7.0,7,6,AUS,2.0,GILCHRIST J,5,5 - 6,1,AUS,0:01,Saved,0
5m shot,8.0,7,6,AUS,3.0,NAGAEV I,5,5 - 6,451,RUS,7:31,Post,0
5m shot,7.0,7,6,AUS,3.0,GILCHRIST J,5,5 - 6,422,AUS,7:02,Missed,0
Centre shot,4.0,7,6,AUS,3.0,DEREVIANKIN N,5,5 - 6,398,RUS,6:38,Missed,0
5m shot,2.0,7,7,AUS,3.0,PUTT T,5,5 - 7,373,AUS,6:13,Goal,1
Extra player shot,6.0,7,7,AUS,3.0,ASHAEV A,5,5 - 7,344,RUS,5:44,Blocked,0
Action shot,10.0,7,7,AUS,3.0,FANNON J,5,5 - 7,274,AUS,4:34,Saved,0
Action shot,8.0,7,8,AUS,3.0,YOUNGER A,5,5 - 8,260,AUS,4:20,Goal,1
5m shot,8.0,7,8,AUS,3.0,YOUNGER A,5,5 - 8,211,AUS,3:31,Post,0
Centre shot,11.0,7,8,AUS,3.0,LISUNOV S,5,5 - 8,186,RUS,3:06,Missed,0
Action shot,7.0,7,8,AUS,3.0,MERKULOV D,6,6 - 8,135,RUS,2:15,Goal,1
Extra player shot,11.0,7,8,AUS,3.0,HOLLIS L,6,6 - 8,91,AUS,1:31,Missed,0
Centre shot,4.0,7,8,AUS,3.0,DEREVIANKIN N,6,6 - 8,66,RUS,1:06,Post,0
Action shot,8.0,7,9,AUS,3.0,YOUNGER A,6,6 - 9,48,AUS,0:48,Goal,1
Extra player shot,11.0,7,9,AUS,3.0,HOLLIS L,6,6 - 9,2,AUS,0:02,Saved,0
Extra player shot,9.0,7,10,AUS,4.0,FORD A,6,6 - 10,427,AUS,7:07,Goal,1
Action shot,10.0,7,10,AUS,4.0,KHOLOD D,7,7 - 10,393,RUS,6:33,Goal,1
Extra player shot,8.0,7,10,AUS,4.0,NAGAEV I,7,7 - 10,284,RUS,4:44,Saved,0
5m shot,7.0,7,10,AUS,4.0,GILCHRIST J,7,7 - 10,259,AUS,4:19,Saved,0
Action shot,7.0,7,10,AUS,4.0,MERKULOV D,7,7 - 10,231,RUS,3:51,Post,0
Centre shot,8.0,7,10,AUS,4.0,YOUNGER A,7,7 - 10,202,AUS,3:22,Missed,0
Action shot,10.0,7,10,AUS,4.0,KHOLOD D,7,7 - 10,176,RUS,2:56,Saved,0
Extra player shot,6.0,7,10,AUS,4.0,ASHAEV A,7,7 - 10,153,RUS,2:33,Saved,0
5m shot,11.0,7,10,AUS,4.0,HOLLIS L,7,7 - 10,130,AUS,2:10,Saved,0
Extra player shot,4.0,7,10,AUS,4.0,DEREVIANKIN N,7,7 - 10,39,RUS,0:39,Post,0
Extra player shot,8.0,7,10,AUS,4.0,NAGAEV I,7,7 - 10,30,RUS,0:30,Saved,0
