Action,Cap,Game,Opponent,Opponent name,Period,Player,RSA,Score,Seconds,Team,Time
20 sec. exclusion in field,5.0,3,11,KAZ,3.0,USHAKOV V,2,2 - 11,169,KAZ,2:49
Extra player shot - Blocked,11.0,3,11,KAZ,3.0,MOLYNEUX N,2,2 - 11,145,RSA,2:25
Turnover foul,5.0,3,11,KAZ,3.0,USHAKOV V,2,2 - 11,116,KAZ,1:56
Turnover foul,10.0,3,11,KAZ,3.0,LE ROUX P,2,2 - 11,103,RSA,1:43
Steal,2.0,3,11,KAZ,3.0,GUBAREV S,2,2 - 11,103,KAZ,1:43
Counter attack - Post,2.0,3,11,KAZ,3.0,GUBAREV S,2,2 - 11,85,KAZ,1:25
Action shot - Saved,10.0,3,11,KAZ,3.0,LE ROUX P,2,2 - 11,53,RSA,0:53
20 sec. exclusion in centre,10.0,3,11,KAZ,3.0,MEDVEDEV Y,2,2 - 11,33,KAZ,0:33
Extra player shot - Saved,11.0,3,11,KAZ,3.0,MOLYNEUX N,2,2 - 11,29,RSA,0:29
Time-Out,,3,11,KAZ,3.0,,2,2 - 11,29,KAZ,0:29
Action shot - Goal,5.0,3,12,KAZ,3.0,USHAKOV V,2,2 - 12,8,KAZ,0:08
Starting goalkeeper,13.0,3,12,KAZ,4.0,LEWIS J,2,2 - 12,480,RSA,8:00
Starting goalkeeper,13.0,3,12,KAZ,4.0,SHLEMOV V,2,2 - 12,480,KAZ,8:00
Sprint won possession,11.0,3,12,KAZ,4.0,MOLYNEUX N,2,2 - 12,480,RSA,8:00
Turnover foul,6.0,3,12,KAZ,4.0,DE CARVALHO J,2,2 - 12,451,RSA,7:31
Steal,3.0,3,12,KAZ,4.0,AXENOV A,2,2 - 12,451,KAZ,7:31
Turnover foul,11.0,3,12,KAZ,4.0,MANAFOV R,2,2 - 12,437,KAZ,7:17
Steal,13.0,3,12,KAZ,4.0,LEWIS J,2,2 - 12,437,RSA,7:17
Turnover foul,11.0,3,12,KAZ,4.0,MOLYNEUX N,2,2 - 12,408,RSA,6:48
Action shot - Goal,2.0,3,13,KAZ,4.0,GUBAREV S,2,2 - 13,380,KAZ,6:20
Action shot - Post,3.0,3,13,KAZ,4.0,CARD D,2,2 - 13,358,RSA,5:58
Turnover foul,9.0,3,13,KAZ,4.0,UKUMANOV R,2,2 - 13,337,KAZ,5:37
Action shot - Missed,4.0,3,13,KAZ,4.0,BADENHORST I,2,2 - 13,320,RSA,5:20
Counter attack - Saved,2.0,3,13,KAZ,4.0,GUBAREV S,2,2 - 13,305,KAZ,5:05
Turnover foul,6.0,3,13,KAZ,4.0,DE CARVALHO J,2,2 - 13,276,RSA,4:36
Counter attack - Goal,2.0,3,14,KAZ,4.0,GUBAREV S,2,2 - 14,267,KAZ,4:27
5m shot - Goal,6.0,3,14,KAZ,4.0,DE CARVALHO J,3,3 - 14,241,RSA,4:01
Turnover foul,6.0,3,14,KAZ,4.0,SHMIDER A,3,3 - 14,218,KAZ,3:38
Steal,5.0,3,14,KAZ,4.0,HOCK N,3,3 - 14,218,RSA,3:38
Action shot - Saved,7.0,3,14,KAZ,4.0,JAGGA D,3,3 - 14,194,RSA,3:14
Turnover foul,10.0,3,14,KAZ,4.0,MEDVEDEV Y,3,3 - 14,174,KAZ,2:54
5m shot - Blocked,4.0,3,14,KAZ,4.0,BADENHORST I,3,3 - 14,146,RSA,2:26
Turnover foul,11.0,3,14,KAZ,4.0,MANAFOV R,3,3 - 14,134,KAZ,2:14
Time-Out,,3,14,KAZ,4.0,,3,3 - 14,134,RSA,2:14
20 sec. exclusion in centre,3.0,3,14,KAZ,4.0,AXENOV A,3,3 - 14,117,KAZ,1:57
Action shot - Saved,12.0,3,14,KAZ,4.0,BOHATA W,3,3 - 14,88,RSA,1:28
Action shot - Saved,3.0,3,14,KAZ,4.0,AXENOV A,3,3 - 14,67,KAZ,1:07
20 sec. exclusion in centre,7.0,3,14,KAZ,4.0,SHAKENOV M,3,3 - 14,44,KAZ,0:44
Extra player shot - Post,12.0,3,14,KAZ,4.0,BOHATA W,3,3 - 14,28,RSA,0:28
Centre shot - Saved,12.0,3,14,KAZ,4.0,BOHATA W,3,3 - 14,17,RSA,0:17
5m shot - Missed,6.0,3,14,KAZ,4.0,SHMIDER A,3,3 - 14,0,KAZ,0:00
Starting goalkeeper,13.0,4,0,AUS,1.0,LEWIS J,0,0 - 0,480,RSA,8:00
Starting goalkeeper,1.0,4,0,AUS,1.0,STANTON-FRENCH J,0,0 - 0,480,AUS,8:00
Sprint won possession,6.0,4,0,AUS,1.0,GILCHRIST J,0,0 - 0,480,AUS,8:00
Turnover foul,6.0,4,0,AUS,1.0,GILCHRIST J,0,0 - 0,451,AUS,7:31
Turnover foul,2.0,4,0,AUS,1.0,LE ROUX E,0,0 - 0,429,RSA,7:09
Steal,6.0,4,0,AUS,1.0,GILCHRIST J,0,0 - 0,429,AUS,7:09
Centre shot - Saved,9.0,4,0,AUS,1.0,SWIFT J,0,0 - 0,399,AUS,6:39
5m shot - Saved,10.0,4,0,AUS,1.0,LE ROUX P,0,0 - 0,372,RSA,6:12
Centre shot - Saved,9.0,4,0,AUS,1.0,SWIFT J,0,0 - 0,351,AUS,5:51
20 sec. exclusion in centre,4.0,4,0,AUS,1.0,BADENHORST I,0,0 - 0,338,RSA,5:38
Extra player shot - Saved,6.0,4,0,AUS,1.0,GILCHRIST J,0,0 - 0,322,AUS,5:22
Action shot - Goal,2.0,4,1,AUS,1.0,CAMPBELL R,0,0 - 1,314,AUS,5:14
Turnover foul,11.0,4,1,AUS,1.0,MOLYNEUX N,0,0 - 1,297,RSA,4:57
Counter attack - Goal,10.0,4,2,AUS,1.0,EMERY M,0,0 - 2,285,AUS,4:45
Turnover foul,5.0,4,2,AUS,1.0,HOCK N,0,0 - 2,270,RSA,4:30
Steal,11.0,4,2,AUS,1.0,HOWDEN R,0,0 - 2,270,AUS,4:30
Counter attack - Goal,10.0,4,3,AUS,1.0,EMERY M,0,0 - 3,254,AUS,4:14
Action shot - Saved,10.0,4,3,AUS,1.0,LE ROUX P,0,0 - 3,234,RSA,3:54
Action shot - Saved,11.0,4,3,AUS,1.0,HOWDEN R,0,0 - 3,216,AUS,3:36
Time-Out,,4,3,AUS,1.0,,0,0 - 3,216,RSA,3:36
20 sec. exclusion in centre,5.0,4,3,AUS,1.0,POWER N,0,0 - 3,200,AUS,3:20
Action shot - Goal,2.0,4,3,AUS,1.0,LE ROUX E,1,1 - 3,178,RSA,2:58
20 sec. exclusion in field,8.0,4,3,AUS,1.0,WINGATE-PEARSE J,1,1 - 3,150,RSA,2:30
Extra player shot - Goal,8.0,4,4,AUS,1.0,YOUNGER A,1,1 - 4,138,AUS,2:18
Turnover foul,2.0,4,4,AUS,1.0,LE ROUX E,1,1 - 4,125,RSA,2:05
Action shot - Post,7.0,4,4,AUS,1.0,ROACH A,1,1 - 4,96,AUS,1:36
Counter attack - Goal,7.0,4,5,AUS,1.0,ROACH A,1,1 - 5,50,AUS,0:50
5m shot - Saved,8.0,4,5,AUS,1.0,WINGATE-PEARSE J,1,1 - 5,21,RSA,0:21
Turnover foul,9.0,4,5,AUS,1.0,SWIFT J,1,1 - 5,11,AUS,0:11
Starting goalkeeper,13.0,4,5,AUS,2.0,LEWIS J,1,1 - 5,480,RSA,8:00
Starting goalkeeper,1.0,4,5,AUS,2.0,STANTON-FRENCH J,1,1 - 5,480,AUS,8:00
Sprint won possession,11.0,4,5,AUS,2.0,HOWDEN R,1,1 - 5,480,AUS,8:00
Penalty foul,9.0,4,5,AUS,2.0,WHYTE D,1,1 - 5,464,RSA,7:44
Penalty shot - Goal,6.0,4,6,AUS,2.0,GILCHRIST J,1,1 - 6,464,AUS,7:44
Turnover foul,8.0,4,6,AUS,2.0,WINGATE-PEARSE J,1,1 - 6,435,RSA,7:15
Counter attack - Saved,5.0,4,6,AUS,2.0,POWER N,1,1 - 6,419,AUS,6:59
Turnover foul,6.0,4,6,AUS,2.0,DE CARVALHO J,1,1 - 6,389,RSA,6:29
Counter attack - Saved,12.0,4,6,AUS,2.0,MARTIN T,1,1 - 6,374,AUS,6:14
Centre shot - Goal,12.0,4,7,AUS,2.0,MARTIN T,1,1 - 7,322,AUS,5:22
Turnover foul,7.0,4,7,AUS,2.0,JAGGA D,1,1 - 7,315,RSA,5:15
Turnover foul,9.0,4,7,AUS,2.0,SWIFT J,1,1 - 7,303,AUS,5:03
5m shot - Saved,2.0,4,7,AUS,2.0,LE ROUX E,1,1 - 7,278,RSA,4:38
Action shot - Goal,8.0,4,8,AUS,2.0,YOUNGER A,1,1 - 8,264,AUS,4:24
Turnover foul,2.0,4,8,AUS,2.0,LE ROUX E,1,1 - 8,240,RSA,4:00
Turnover foul,9.0,4,8,AUS,2.0,SWIFT J,1,1 - 8,221,AUS,3:41
Action shot - Blocked,11.0,4,8,AUS,2.0,MOLYNEUX N,1,1 - 8,193,RSA,3:13
Action shot - Goal,7.0,4,9,AUS,2.0,ROACH A,1,1 - 9,171,AUS,2:51
5m shot - Missed,11.0,4,9,AUS,2.0,MOLYNEUX N,1,1 - 9,144,RSA,2:24
Turnover foul,10.0,4,9,AUS,2.0,EMERY M,1,1 - 9,129,AUS,2:09
Time-Out,,4,9,AUS,2.0,,1,1 - 9,129,RSA,2:09
5m shot - Saved,5.0,4,9,AUS,2.0,HOCK N,1,1 - 9,97,RSA,1:37
20 sec. exclusion in field,8.0,4,9,AUS,2.0,WINGATE-PEARSE J,1,1 - 9,78,RSA,1:18
Time-Out,,4,9,AUS,2.0,,1,1 - 9,78,AUS,1:18
Extra player shot - Goal,12.0,4,10,AUS,2.0,MARTIN T,1,1 - 10,58,AUS,0:58
Penalty foul,3.0,4,10,AUS,2.0,FORD G,1,1 - 10,31,AUS,0:31
Penalty shot - Post,11.0,4,10,AUS,2.0,MOLYNEUX N,1,1 - 10,31,RSA,0:31
Turnover foul,3.0,4,10,AUS,2.0,CARD D,1,1 - 10,14,RSA,0:14
Action shot - Goal,10.0,4,11,AUS,2.0,EMERY M,1,1 - 11,3,AUS,0:03
Starting goalkeeper,1.0,4,11,AUS,3.0,FLATSCHER D,1,1 - 11,480,RSA,8:00
Starting goalkeeper,13.0,4,11,AUS,3.0,DENNERLEY J,1,1 - 11,480,AUS,8:00
Sprint won possession,10.0,4,11,AUS,3.0,EMERY M,1,1 - 11,480,AUS,8:00
5m shot - Blocked,10.0,4,11,AUS,3.0,LE ROUX P,1,1 - 11,422,RSA,7:02
Action shot - Post,5.0,4,11,AUS,3.0,POWER N,1,1 - 11,403,AUS,6:43
Turnover foul,2.0,4,11,AUS,3.0,CAMPBELL R,1,1 - 11,359,AUS,5:59
Steal,7.0,4,11,AUS,3.0,JAGGA D,1,1 - 11,359,RSA,5:59
Action shot - Saved,2.0,4,11,AUS,3.0,LE ROUX E,1,1 - 11,326,RSA,5:26
Action shot - Blocked,12.0,4,11,AUS,3.0,MARTIN T,1,1 - 11,312,AUS,5:12
Turnover foul,2.0,4,11,AUS,3.0,LE ROUX E,1,1 - 11,291,RSA,4:51
5m shot - Missed,2.0,4,11,AUS,3.0,CAMPBELL R,1,1 - 11,260,AUS,4:20
Turnover foul,6.0,4,11,AUS,3.0,DE CARVALHO J,1,1 - 11,235,RSA,3:55
Steal,8.0,4,11,AUS,3.0,YOUNGER A,1,1 - 11,235,AUS,3:55
Time-Out,,4,11,AUS,3.0,,1,1 - 11,235,AUS,3:55
Turnover foul,4.0,4,11,AUS,3.0,COTTERILL J,1,1 - 11,203,AUS,3:23
Time-Out,,4,11,AUS,3.0,,1,1 - 11,202,RSA,3:22
Turnover foul,8.0,4,11,AUS,3.0,YOUNGER A,1,1 - 11,176,AUS,2:56
5m shot - Missed,2.0,4,11,AUS,3.0,LE ROUX E,1,1 - 11,168,RSA,2:48
20 sec. exclusion in field,3.0,4,11,AUS,3.0,CARD D,1,1 - 11,165,RSA,2:45
Extra player shot - Goal,8.0,4,12,AUS,3.0,YOUNGER A,1,1 - 12,145,AUS,2:25
Turnover foul,7.0,4,12,AUS,3.0,JAGGA D,1,1 - 12,88,RSA,1:28
Action shot - Goal,3.0,4,13,AUS,3.0,FORD G,1,1 - 13,61,AUS,1:01
5m shot - Saved,4.0,4,13,AUS,3.0,BADENHORST I,1,1 - 13,31,RSA,0:31
Action shot - Missed,6.0,4,13,AUS,3.0,GILCHRIST J,1,1 - 13,19,AUS,0:19
5m shot - Missed,12.0,4,13,AUS,3.0,BOHATA W,1,1 - 13,4,RSA,0:04
Starting goalkeeper,1.0,4,13,AUS,4.0,FLATSCHER D,1,1 - 13,480,RSA,8:00
Starting goalkeeper,13.0,4,13,AUS,4.0,DENNERLEY J,1,1 - 13,480,AUS,8:00
Sprint won possession,6.0,4,13,AUS,4.0,GILCHRIST J,1,1 - 13,480,AUS,8:00
Turnover foul,12.0,4,13,AUS,4.0,MARTIN T,1,1 - 13,453,AUS,7:33
5m shot - Blocked,4.0,4,13,AUS,4.0,BADENHORST I,1,1 - 13,421,RSA,7:01
5m shot - Saved,2.0,4,13,AUS,4.0,CAMPBELL R,1,1 - 13,394,AUS,6:34
5m shot - Missed,4.0,4,13,AUS,4.0,BADENHORST I,1,1 - 13,363,RSA,6:03
Turnover foul,2.0,4,13,AUS,4.0,CAMPBELL R,1,1 - 13,343,AUS,5:43
5m shot - Missed,10.0,4,13,AUS,4.0,LE ROUX P,1,1 - 13,343,RSA,5:43
Action shot - Saved,6.0,4,13,AUS,4.0,GILCHRIST J,1,1 - 13,299,AUS,4:59
Time-Out,,4,13,AUS,4.0,,1,1 - 13,298,RSA,4:58
Turnover foul,6.0,4,13,AUS,4.0,DE CARVALHO J,1,1 - 13,276,RSA,4:36
20 sec. exclusion in centre,2.0,4,13,AUS,4.0,LE ROUX E,1,1 - 13,250,RSA,4:10
Extra player shot - Goal,9.0,4,14,AUS,4.0,SWIFT J,1,1 - 14,231,AUS,3:51
Turnover foul,7.0,4,14,AUS,4.0,JAGGA D,1,1 - 14,209,RSA,3:29
Action shot - Saved,8.0,4,14,AUS,4.0,YOUNGER A,1,1 - 14,186,AUS,3:06
Turnover foul,4.0,4,14,AUS,4.0,COTTERILL J,1,1 - 14,139,AUS,2:19
Steal,2.0,4,14,AUS,4.0,LE ROUX E,1,1 - 14,139,RSA,2:19
Turnover foul,2.0,4,14,AUS,4.0,LE ROUX E,1,1 - 14,109,RSA,1:49
Counter attack - Goal,8.0,4,15,AUS,4.0,YOUNGER A,1,1 - 15,90,AUS,1:30
5m shot - Blocked,8.0,4,15,AUS,4.0,WINGATE-PEARSE J,1,1 - 15,59,RSA,0:59
Centre shot - Saved,10.0,4,15,AUS,4.0,LE ROUX P,1,1 - 15,59,RSA,0:59
Counter attack - Goal,6.0,4,16,AUS,4.0,GILCHRIST J,1,1 - 16,38,AUS,0:38
Turnover foul,8.0,4,16,AUS,4.0,WINGATE-PEARSE J,1,1 - 16,7,RSA,0:07
Counter attack - Goal,7.0,4,17,AUS,4.0,ROACH A,1,1 - 17,3,AUS,0:03
5m shot - Missed,4.0,4,17,AUS,4.0,BADENHORST I,1,1 - 17,0,RSA,0:00
Starting goalkeeper,1.0,5,0,BRA,1.0,ANTONELLI V,0,0 - 0,480,BRA,8:00
Starting goalkeeper,1.0,5,0,BRA,1.0,FLATSCHER D,0,0 - 0,480,RSA,8:00
Sprint won possession,11.0,5,0,BRA,1.0,MOLYNEUX N,0,0 - 0,480,RSA,8:00
5m shot - Goal,3.0,5,0,BRA,1.0,CARD D,1,0 - 1,450,RSA,7:30
20 sec. exclusion in centre,4.0,5,0,BRA,1.0,BADENHORST I,1,0 - 1,433,RSA,7:13
Extra player shot - Goal,7.0,5,1,BRA,1.0,DELGADO A,1,1 - 1,426,BRA,7:06
5m shot - Goal,2.0,5,1,BRA,1.0,LE ROUX E,2,1 - 2,410,RSA,6:50
20 sec. exclusion in centre,4.0,5,1,BRA,1.0,BADENHORST I,2,1 - 2,392,RSA,6:32
Extra player shot - Saved,7.0,5,1,BRA,1.0,DELGADO A,2,1 - 2,386,BRA,6:26
Extra player shot - Goal,12.0,5,2,BRA,1.0,VRLIC J,2,2 - 2,377,BRA,6:17
Turnover foul,6.0,5,2,BRA,1.0,DE CARVALHO J,2,2 - 2,344,RSA,5:44
5m shot - Post,6.0,5,2,BRA,1.0,GOMES B,2,2 - 2,319,BRA,5:19
Action shot - Saved,2.0,5,2,BRA,1.0,LE ROUX E,2,2 - 2,297,RSA,4:57
Counter attack - Goal,12.0,5,3,BRA,1.0,VRLIC J,2,3 - 2,292,BRA,4:52
Action shot - Saved,7.0,5,3,BRA,1.0,JAGGA D,2,3 - 2,258,RSA,4:18
Counter attack - Saved,9.0,5,3,BRA,1.0,ROCHA B,2,3 - 2,244,BRA,4:04
5m shot - Saved,3.0,5,3,BRA,1.0,GOMES G,2,3 - 2,230,BRA,3:50
20 sec. exclusion in centre,6.0,5,3,BRA,1.0,DE CARVALHO J,2,3 - 2,217,RSA,3:37
Extra player shot - Goal,9.0,5,4,BRA,1.0,ROCHA B,2,4 - 2,204,BRA,3:24
Turnover foul,5.0,5,4,BRA,1.0,HOCK N,2,4 - 2,173,RSA,2:53
Steal,11.0,5,4,BRA,1.0,GUIMARAES G,2,4 - 2,173,BRA,2:53
Turnover foul,3.0,5,4,BRA,1.0,GOMES G,2,4 - 2,153,BRA,2:33
Steal,7.0,5,4,BRA,1.0,JAGGA D,2,4 - 2,153,RSA,2:33
Counter attack - Goal,11.0,5,4,BRA,1.0,MOLYNEUX N,3,4 - 3,141,RSA,2:21
20 sec. exclusion in centre,5.0,5,4,BRA,1.0,HOCK N,3,4 - 3,112,RSA,1:52
Extra player shot - Goal,10.0,5,5,BRA,1.0,PERRONE F,3,5 - 3,105,BRA,1:45
Time-Out,,5,5,BRA,1.0,,3,5 - 3,103,RSA,1:43
Turnover foul,8.0,5,5,BRA,1.0,WINGATE-PEARSE J,3,5 - 3,95,RSA,1:35
Counter attack - Goal,10.0,5,6,BRA,1.0,PERRONE F,3,6 - 3,84,BRA,1:24
5m shot - Saved,12.0,5,6,BRA,1.0,VRLIC J,3,6 - 3,52,BRA,0:52
Counter attack - Goal,7.0,5,7,BRA,1.0,DELGADO A,3,7 - 3,41,BRA,0:41
Turnover foul,2.0,5,7,BRA,1.0,LE ROUX E,3,7 - 3,22,RSA,0:22
Steal,8.0,5,7,BRA,1.0,SILVA F,3,7 - 3,22,BRA,0:22
Time-Out,,5,7,BRA,1.0,,3,7 - 3,20,BRA,0:20
Centre shot - Saved,12.0,5,7,BRA,1.0,VRLIC J,3,7 - 3,5,BRA,0:05
Turnover foul,12.0,5,7,BRA,1.0,VRLIC J,3,7 - 3,0,BRA,0:00
Starting goalkeeper,1.0,5,7,BRA,2.0,ANTONELLI V,3,7 - 3,480,BRA,8:00
Starting goalkeeper,1.0,5,7,BRA,2.0,FLATSCHER D,3,7 - 3,480,RSA,8:00
Sprint won possession,11.0,5,7,BRA,2.0,MOLYNEUX N,3,7 - 3,8,RSA,0:08
Turnover foul,3.0,5,7,BRA,2.0,CARD D,3,7 - 3,455,RSA,7:35
5m shot - Post,6.0,5,7,BRA,2.0,GOMES B,3,7 - 3,436,BRA,7:16
Turnover foul,12.0,5,7,BRA,2.0,VRLIC J,3,7 - 3,422,BRA,7:02
Penalty foul,8.0,5,7,BRA,2.0,SILVA F,3,7 - 3,401,BRA,6:41
Penalty shot - Goal,10.0,5,7,BRA,2.0,LE ROUX P,4,7 - 4,401,RSA,6:41
Centre shot - Goal,12.0,5,8,BRA,2.0,VRLIC J,4,8 - 4,379,BRA,6:19
Turnover foul,11.0,5,8,BRA,2.0,MOLYNEUX N,4,8 - 4,348,RSA,5:48
Action shot - Saved,7.0,5,8,BRA,2.0,DELGADO A,4,8 - 4,325,BRA,5:25
Turnover foul,3.0,5,8,BRA,2.0,CARD D,4,8 - 4,302,RSA,5:02
Action shot - Saved,6.0,5,8,BRA,2.0,GOMES B,4,8 - 4,285,BRA,4:45
5m shot - Saved,6.0,5,8,BRA,2.0,GOMES B,4,8 - 4,263,BRA,4:23
Time-Out,,5,8,BRA,2.0,,4,8 - 4,263,RSA,4:23
Action shot - Goal,7.0,5,8,BRA,2.0,JAGGA D,5,8 - 5,252,RSA,4:12
5m shot - Saved,11.0,5,8,BRA,2.0,GUIMARAES G,5,8 - 5,231,BRA,3:51
Turnover foul,10.0,5,8,BRA,2.0,LE ROUX P,5,8 - 5,195,RSA,3:15
Steal,5.0,5,8,BRA,2.0,SALEMI P,5,8 - 5,195,BRA,3:15
Action shot - Blocked,3.0,5,8,BRA,2.0,GOMES G,5,8 - 5,172,BRA,2:52
Turnover foul,2.0,5,8,BRA,2.0,LE ROUX E,5,8 - 5,152,RSA,2:32
Steal,1.0,5,8,BRA,2.0,ANTONELLI V,5,8 - 5,152,BRA,2:32
Counter attack - Blocked,10.0,5,8,BRA,2.0,PERRONE F,5,8 - 5,138,BRA,2:18
5m shot - Blocked,3.0,5,8,BRA,2.0,GOMES G,5,8 - 5,131,BRA,2:11
Turnover foul,6.0,5,8,BRA,2.0,DE CARVALHO J,5,8 - 5,110,RSA,1:50
Steal,1.0,5,8,BRA,2.0,ANTONELLI V,5,8 - 5,110,BRA,1:50
Counter attack - Goal,11.0,5,9,BRA,2.0,GUIMARAES G,5,9 - 5,101,BRA,1:41
Turnover foul,11.0,5,9,BRA,2.0,MOLYNEUX N,5,9 - 5,72,RSA,1:12
Time-Out,,5,9,BRA,4.0,,5,9 - 5,17,BRA,0:17
5m shot - Post,10.0,5,9,BRA,2.0,PERRONE F,5,9 - 5,51,BRA,0:51
Turnover foul,3.0,5,9,BRA,2.0,CARD D,5,9 - 5,23,RSA,0:23
Turnover foul,10.0,5,9,BRA,2.0,PERRONE F,5,9 - 5,15,BRA,0:15
5m shot - Saved,5.0,5,9,BRA,2.0,HOCK N,5,9 - 5,0,RSA,0:00
Starting goalkeeper,1.0,5,9,BRA,3.0,ANTONELLI V,5,9 - 5,480,BRA,8:00
Starting goalkeeper,13.0,5,9,BRA,3.0,LEWIS J,5,9 - 5,480,RSA,8:00
Sprint won possession,7.0,5,9,BRA,3.0,DELGADO A,5,9 - 5,480,BRA,8:00
20 sec. exclusion in centre,5.0,5,9,BRA,3.0,HOCK N,5,9 - 5,465,RSA,7:45
Extra player shot - Goal,12.0,5,10,BRA,3.0,VRLIC J,5,10 - 5,455,BRA,7:35
5m shot - Saved,8.0,5,10,BRA,3.0,WINGATE-PEARSE J,5,10 - 5,426,RSA,7:06
Centre shot - Saved,12.0,5,10,BRA,3.0,VRLIC J,5,10 - 5,408,BRA,6:48
5m shot - Post,7.0,5,10,BRA,3.0,DELGADO A,5,10 - 5,386,BRA,6:26
Action shot - Post,6.0,5,10,BRA,3.0,GOMES B,5,10 - 5,348,BRA,5:48
Turnover foul,3.0,5,10,BRA,3.0,CARD D,5,10 - 5,329,RSA,5:29
Action shot - Post,10.0,5,10,BRA,3.0,PERRONE F,5,10 - 5,307,BRA,5:07
20 sec. exclusion in centre,8.0,5,10,BRA,3.0,SILVA F,5,10 - 5,299,BRA,4:59
Time-Out,,5,10,BRA,3.0,,5,10 - 5,298,RSA,4:58
Action shot - Saved,5.0,5,10,BRA,3.0,HOCK N,5,10 - 5,269,RSA,4:29
Centre shot - Saved,12.0,5,10,BRA,3.0,VRLIC J,5,10 - 5,247,BRA,4:07
Extra player shot - Missed,8.0,5,10,BRA,3.0,WINGATE-PEARSE J,5,10 - 5,198,RSA,3:18
Counter attack - Post,10.0,5,10,BRA,3.0,PERRONE F,5,10 - 5,189,BRA,3:09
Action shot - Saved,10.0,5,10,BRA,3.0,LE ROUX P,5,10 - 5,167,RSA,2:47
Action shot - Post,5.0,5,10,BRA,3.0,SALEMI P,5,10 - 5,145,BRA,2:25
20 sec. exclusion in centre,10.0,5,10,BRA,3.0,LE ROUX P,5,10 - 5,124,RSA,2:04
Extra player shot - Goal,10.0,5,11,BRA,3.0,PERRONE F,5,11 - 5,105,BRA,1:45
Goalkeeper substitution,1.0,5,11,BRA,3.0,FLATSCHER D,5,11 - 5,86,RSA,1:26
5m shot - Missed,11.0,5,11,BRA,3.0,MOLYNEUX N,5,11 - 5,77,RSA,1:17
Action shot - Blocked,5.0,5,11,BRA,3.0,SALEMI P,5,11 - 5,50,BRA,0:50
5m shot - Saved,2.0,5,11,BRA,3.0,LE ROUX E,5,11 - 5,19,RSA,0:19
Time-Out,,5,11,BRA,3.0,,5,11 - 5,19,BRA,0:19
20 sec. exclusion in centre,2.0,5,11,BRA,3.0,LE ROUX E,5,11 - 5,6,RSA,0:06
Extra player shot - Goal,6.0,5,12,BRA,3.0,GOMES B,5,12 - 5,3,BRA,0:03
Starting goalkeeper,1.0,5,12,BRA,4.0,ANTONELLI V,5,12 - 5,480,BRA,8:00
Starting goalkeeper,13.0,5,12,BRA,4.0,LEWIS J,5,12 - 5,480,RSA,8:00
Sprint won possession,11.0,5,12,BRA,4.0,GUIMARAES G,5,12 - 5,480,BRA,8:00
Action shot - Goal,12.0,5,13,BRA,4.0,VRLIC J,5,13 - 5,461,BRA,7:41
Turnover foul,11.0,5,13,BRA,4.0,MOLYNEUX N,5,13 - 5,439,RSA,7:19
Action shot - Saved,6.0,5,13,BRA,4.0,GOMES B,5,13 - 5,417,BRA,6:57
Turnover foul,7.0,5,13,BRA,4.0,JAGGA D,5,13 - 5,390,RSA,6:30
20 sec. exclusion in centre,9.0,5,13,BRA,4.0,WHYTE D,5,13 - 5,369,RSA,6:09
Extra player shot - Goal,2.0,5,14,BRA,4.0,CRIVELLA J,5,14 - 5,356,BRA,5:56
Action shot - Post,11.0,5,14,BRA,4.0,MOLYNEUX N,5,14 - 5,326,RSA,5:26
Action shot - Blocked,10.0,5,14,BRA,4.0,PERRONE F,5,14 - 5,298,BRA,4:58
Double exclusion,6.0,5,14,BRA,4.0,GOMES B,5,14 - 5,298,BRA,4:58
Double exclusion,3.0,5,14,BRA,4.0,CARD D,5,14 - 5,293,RSA,4:53
Turnover foul,4.0,5,14,BRA,4.0,BADENHORST I,5,14 - 5,272,RSA,4:32
5m shot - Saved,5.0,5,14,BRA,4.0,SALEMI P,5,14 - 5,255,BRA,4:15
20 sec. exclusion in centre,5.0,5,14,BRA,4.0,SALEMI P,5,14 - 5,237,BRA,3:57
Extra player shot - Saved,10.0,5,14,BRA,4.0,LE ROUX P,5,14 - 5,216,RSA,3:36
Turnover foul,3.0,5,14,BRA,4.0,GOMES G,5,14 - 5,193,BRA,3:13
Steal,2.0,5,14,BRA,4.0,LE ROUX E,5,14 - 5,193,RSA,3:13
Time-Out,,5,14,BRA,4.0,,5,14 - 5,193,RSA,3:13
Turnover foul,10.0,5,14,BRA,4.0,LE ROUX P,5,14 - 5,183,RSA,3:03
Steal,8.0,5,14,BRA,4.0,SILVA F,5,14 - 5,183,BRA,3:03
Action shot - Goal,3.0,5,15,BRA,4.0,GOMES G,5,15 - 5,161,BRA,2:41
Turnover foul,3.0,5,15,BRA,4.0,CARD D,5,15 - 5,143,RSA,2:23
Counter attack - Goal,10.0,5,16,BRA,4.0,PERRONE F,5,16 - 5,132,BRA,2:12
Turnover foul,8.0,5,16,BRA,4.0,WINGATE-PEARSE J,5,16 - 5,98,RSA,1:38
Steal,3.0,5,16,BRA,4.0,GOMES G,5,16 - 5,98,BRA,1:38
Action shot - Saved,10.0,5,16,BRA,4.0,PERRONE F,5,16 - 5,76,BRA,1:16
Turnover foul,11.0,5,16,BRA,4.0,MOLYNEUX N,5,16 - 5,51,RSA,0:51
Steal,10.0,5,16,BRA,4.0,PERRONE F,5,16 - 5,51,BRA,0:51
Action shot - Post,11.0,5,16,BRA,4.0,GUIMARAES G,5,16 - 5,25,BRA,0:25
