Action,Cap,Game,HUN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Action shot,12.0,5,5,3,GRE,4.0,VLACHOPOULOS A,3 - 5,398,GRE,6:38,Missed,0
5m shot,10.0,5,6,3,GRE,4.0,VARGA D,3 - 6,367,HUN,6:07,Goal,1
Extra player shot,5.0,5,6,3,GRE,4.0,FOUNTOULIS I,3 - 6,333,GRE,5:33,Saved,0
Extra player shot,5.0,5,6,3,GRE,4.0,FOUNTOULIS I,3 - 6,325,GRE,5:25,Saved,0
Extra player shot,9.0,5,6,3,GRE,4.0,MOURIKIS K,3 - 6,299,GRE,4:59,Missed,0
Extra player shot,3.0,5,7,3,GRE,4.0,MADARAS N,3 - 7,275,HUN,4:35,Goal,1
Counter attack,11.0,5,8,3,GRE,4.0,BEDO K,3 - 8,222,HUN,3:42,Goal,1
Action shot,2.0,5,8,3,GRE,4.0,MYLONAKIS E,3 - 8,195,GRE,3:15,Blocked,0
Action shot,3.0,5,8,3,GRE,4.0,MADARAS N,3 - 8,147,HUN,2:27,Saved,0
Action shot,11.0,5,8,3,GRE,4.0,GOUNAS A,3 - 8,119,GRE,1:59,Missed,0
Penalty shot,10.0,5,9,3,GRE,4.0,VARGA D,3 - 9,94,HUN,1:34,Goal,1
Action shot,11.0,5,9,3,GRE,4.0,GOUNAS A,3 - 9,64,GRE,1:04,Missed,0
Extra player shot,10.0,5,9,3,GRE,4.0,KOLOMVOS C,3 - 9,1,GRE,0:01,Saved,0
Action shot,3.0,6,0,0,CRO,1.0,MILAKOVIC I,0 - 0,451,CRO,7:31,Blocked,0
Extra player shot,2.0,6,1,0,CRO,1.0,GOR-NAGY M,1 - 0,411,HUN,6:51,Goal,1
Extra player shot,12.0,6,1,1,CRO,1.0,OBRADOVIC P,1 - 1,379,CRO,6:19,Goal,1
Extra player shot,10.0,6,1,2,CRO,1.0,DOBUD N,1 - 2,317,CRO,5:17,Goal,1
Centre shot,9.0,6,1,2,CRO,1.0,VARGA D,1 - 2,246,HUN,4:06,Post,0
5m shot,5.0,6,2,2,CRO,1.0,VAMOS M,2 - 2,221,HUN,3:41,Goal,1
Extra player shot,7.0,6,2,3,CRO,1.0,MUSLIM P,2 - 3,186,CRO,3:06,Goal,1
5m shot,11.0,6,2,3,CRO,1.0,BEDO K,2 - 3,158,HUN,2:38,Post,0
Action shot,9.0,6,2,3,CRO,1.0,SUKNO S,2 - 3,128,CRO,2:08,Post,0
Extra player shot,11.0,6,2,3,CRO,1.0,BEDO K,2 - 3,90,HUN,1:30,Saved,0
Centre shot,10.0,6,2,3,CRO,1.0,DOBUD N,2 - 3,36,CRO,0:36,Blocked,0
Action shot,5.0,6,2,3,CRO,1.0,JOKOVIC M,2 - 3,7,CRO,0:07,Post,0
5m shot,9.0,6,2,3,CRO,1.0,VARGA D,2 - 3,1,HUN,0:01,Saved,0
5m shot,12.0,6,2,3,CRO,2.0,OBRADOVIC P,2 - 3,457,CRO,7:37,Saved,0
Extra player shot,4.0,6,2,3,CRO,2.0,PASKVALIN F,2 - 3,371,CRO,6:11,Saved,0
5m shot,3.0,6,2,3,CRO,2.0,MADARAS N,2 - 3,347,HUN,5:47,Blocked,0
Action shot,5.0,6,3,3,CRO,2.0,VAMOS M,3 - 3,341,HUN,5:41,Goal,1
Action shot,12.0,6,3,3,CRO,2.0,OBRADOVIC P,3 - 3,320,CRO,5:20,Missed,0
Counter attack,3.0,6,4,3,CRO,2.0,MADARAS N,4 - 3,311,HUN,5:11,Goal,1
Extra player shot,12.0,6,4,4,CRO,2.0,OBRADOVIC P,4 - 4,274,CRO,4:34,Goal,1
Extra player shot,8.0,6,5,4,CRO,2.0,SZIVOS M,5 - 4,247,HUN,4:07,Goal,1
5m shot,8.0,6,6,4,CRO,2.0,SZIVOS M,6 - 4,209,HUN,3:29,Goal,1
Centre shot,10.0,6,6,4,CRO,2.0,VARGA D,6 - 4,168,HUN,2:48,Saved,0
Extra player shot,5.0,6,6,5,CRO,2.0,JOKOVIC M,6 - 5,121,CRO,2:01,Goal,1
Extra player shot,8.0,6,6,5,CRO,2.0,BUSLJE A,6 - 5,33,CRO,0:33,Saved,0
5m shot,9.0,6,6,5,CRO,2.0,VARGA D,6 - 5,5,HUN,0:05,Saved,0
5m shot,6.0,6,6,5,CRO,2.0,HOSNYANSZKY N,6 - 5,1,HUN,0:01,Saved,0
Action shot,9.0,6,6,5,CRO,4.0,SUKNO S,6 - 5,82,CRO,1:22,Saved,0
Centre shot,11.0,6,6,5,CRO,3.0,BEDO K,6 - 5,454,HUN,7:34,Blocked,0
Penalty shot,5.0,6,6,5,CRO,3.0,JOKOVIC M,6 - 5,429,CRO,7:09,Saved,0
Action shot,10.0,6,7,5,CRO,3.0,VARGA D,7 - 5,357,HUN,5:57,Goal,1
Action shot,10.0,6,7,6,CRO,3.0,DOBUD N,7 - 6,316,CRO,5:16,Goal,1
Action shot,11.0,6,7,6,CRO,3.0,SETKA A,7 - 6,264,CRO,4:24,Missed,0
Extra player shot,5.0,6,8,6,CRO,3.0,VAMOS M,8 - 6,219,HUN,3:39,Goal,1
Action shot,5.0,6,8,6,CRO,3.0,JOKOVIC M,8 - 6,164,CRO,2:44,Post,0
5m shot,9.0,6,8,6,CRO,3.0,VARGA D,8 - 6,140,HUN,2:20,Saved,0
Action shot,9.0,6,8,6,CRO,3.0,SUKNO S,8 - 6,104,CRO,1:44,Saved,0
5m shot,9.0,6,8,6,CRO,3.0,VARGA D,8 - 6,74,HUN,1:14,Saved,0
Extra player shot,9.0,6,8,7,CRO,3.0,SUKNO S,8 - 7,11,CRO,0:11,Goal,1
Extra player shot,8.0,6,9,7,CRO,3.0,SZIVOS M,9 - 7,2,HUN,0:02,Goal,1
5m shot,5.0,6,9,7,CRO,3.0,JOKOVIC M,9 - 7,1,CRO,0:01,Blocked,0
Action shot,8.0,6,9,7,CRO,4.0,BUSLJE A,9 - 7,446,CRO,7:26,Saved,0
Centre shot,11.0,6,10,7,CRO,4.0,BEDO K,10 - 7,403,HUN,6:43,Goal,1
Action shot,9.0,6,10,8,CRO,4.0,SUKNO S,10 - 8,381,CRO,6:21,Goal,1
Penalty shot,7.0,6,10,8,CRO,4.0,MUSLIM P,10 - 8,350,CRO,5:50,Saved,0
Extra player shot,12.0,6,10,8,CRO,4.0,OBRADOVIC P,10 - 8,333,CRO,5:33,Saved,0
Extra player shot,8.0,6,10,8,CRO,4.0,SZIVOS M,10 - 8,283,HUN,4:43,Saved,0
Action shot,5.0,6,10,8,CRO,4.0,JOKOVIC M,10 - 8,255,CRO,4:15,Saved,0
Centre shot,11.0,6,10,9,CRO,4.0,SETKA A,10 - 9,252,CRO,4:12,Goal,1
Action shot,5.0,6,10,10,CRO,4.0,JOKOVIC M,10 - 10,158,CRO,2:38,Goal,1
Centre shot,10.0,6,11,10,CRO,4.0,VARGA D,11 - 10,129,HUN,2:09,Goal,1
Action shot,5.0,6,11,10,CRO,4.0,JOKOVIC M,11 - 10,45,CRO,0:45,Missed,0
Action shot,2.0,7,0,0,MNE,1.0,BRGULJAN D,0 - 0,452,MNE,7:32,Saved,0
Action shot,7.0,7,0,0,MNE,1.0,JANOVIC M,0 - 0,378,MNE,6:18,Blocked,0
Centre shot,10.0,7,1,0,MNE,1.0,VARGA D,1 - 0,362,HUN,6:02,Goal,1
Centre shot,12.0,7,2,0,MNE,1.0,HARAI B,2 - 0,320,HUN,5:20,Goal,1
Action shot,9.0,7,2,0,MNE,1.0,IVOVIC A,2 - 0,292,MNE,4:52,Blocked,0
Action shot,2.0,7,2,0,MNE,1.0,BRGULJAN D,2 - 0,277,MNE,4:37,Saved,0
Action shot,9.0,7,2,0,MNE,1.0,IVOVIC A,2 - 0,255,MNE,4:15,Saved,0
Action shot,7.0,7,2,0,MNE,1.0,JANOVIC M,2 - 0,224,MNE,3:44,Saved,0
5m shot,8.0,7,2,0,MNE,1.0,JANOVIC N,2 - 0,204,MNE,3:24,Blocked,0
5m shot,8.0,7,2,0,MNE,1.0,JANOVIC N,2 - 0,144,MNE,2:24,Saved,0
Action shot,9.0,7,2,0,MNE,1.0,IVOVIC A,2 - 0,85,MNE,1:25,Blocked,0
5m shot,6.0,7,2,0,MNE,1.0,HOSNYANSZKY N,2 - 0,22,HUN,0:22,Post,0
Action shot,2.0,7,2,0,MNE,1.0,BRGULJAN D,2 - 0,2,MNE,0:02,Blocked,0
Extra player shot,4.0,7,2,0,MNE,2.0,BATORI B,2 - 0,438,HUN,7:18,Saved,0
Centre shot,7.0,7,2,0,MNE,2.0,DECKER A,2 - 0,373,HUN,6:13,Missed,0
Extra player shot,3.0,7,2,0,MNE,2.0,MADARAS N,2 - 0,331,HUN,5:31,Saved,0
Extra player shot,12.0,7,3,0,MNE,2.0,HARAI B,3 - 0,318,HUN,5:18,Goal,1
5m shot,4.0,7,3,0,MNE,2.0,PETROVIC A,3 - 0,290,MNE,4:50,Blocked,0
5m shot,9.0,7,3,0,MNE,2.0,VARGA D,3 - 0,226,HUN,3:46,Saved,0
Action shot,8.0,7,3,0,MNE,2.0,SZIVOS M,3 - 0,216,HUN,3:36,Post,0
Action shot,5.0,7,3,1,MNE,2.0,BRGULJAN D,3 - 1,187,MNE,3:07,Goal,1
Extra player shot,3.0,7,3,1,MNE,2.0,MADARAS N,3 - 1,164,HUN,2:44,Blocked,0
Action shot,2.0,7,3,1,MNE,2.0,BRGULJAN D,3 - 1,134,MNE,2:14,Saved,0
Penalty shot,6.0,7,3,1,MNE,2.0,HOSNYANSZKY N,3 - 1,111,HUN,1:51,Saved,0
Action shot,9.0,7,3,2,MNE,2.0,IVOVIC A,3 - 2,80,MNE,1:20,Goal,1
Extra player shot,8.0,7,3,2,MNE,2.0,JANOVIC N,3 - 2,27,MNE,0:27,Saved,0
5m shot,8.0,7,3,2,MNE,2.0,SZIVOS M,3 - 2,4,HUN,0:04,Saved,0
Extra player shot,4.0,7,3,2,MNE,3.0,PETROVIC A,3 - 2,452,MNE,7:32,Saved,0
Extra player shot,4.0,7,3,3,MNE,3.0,PETROVIC A,3 - 3,446,MNE,7:26,Goal,1
Extra player shot,5.0,7,4,3,MNE,3.0,VAMOS M,4 - 3,406,HUN,6:46,Goal,1
Centre shot,10.0,7,4,3,MNE,3.0,VARGA D,4 - 3,365,HUN,6:05,Saved,0
Extra player shot,6.0,7,4,4,MNE,3.0,CROUSILLAT U,4 - 4,327,MNE,5:27,Goal,1
Centre shot,8.0,7,5,4,MNE,3.0,SZIVOS M,5 - 4,305,HUN,5:05,Goal,1
Centre shot,4.0,7,5,4,MNE,3.0,PETROVIC A,5 - 4,278,MNE,4:38,Post,0
5m shot,9.0,7,5,4,MNE,3.0,VARGA D,5 - 4,254,HUN,4:14,Saved,0
Action shot,3.0,7,5,4,MNE,3.0,PASKOVIC V,5 - 4,187,MNE,3:07,Missed,0
Extra player shot,12.0,7,5,4,MNE,3.0,JOKIC P,5 - 4,123,MNE,2:03,Saved,0
Action shot,9.0,7,6,4,MNE,3.0,VARGA D,6 - 4,102,HUN,1:42,Goal,1
Centre shot,11.0,7,6,5,MNE,3.0,KLIKOVAK F,6 - 5,55,MNE,0:55,Goal,1
Extra player shot,6.0,7,6,5,MNE,3.0,HOSNYANSZKY N,6 - 5,3,HUN,0:03,Saved,0
Extra player shot,10.0,7,6,5,MNE,3.0,VARGA D,6 - 5,1,HUN,0:01,Saved,0
5m shot,8.0,7,6,5,MNE,4.0,JANOVIC N,6 - 5,452,MNE,7:32,Saved,0
5m shot,9.0,7,6,5,MNE,4.0,VARGA D,6 - 5,426,HUN,7:06,Blocked,0
5m shot,9.0,7,6,6,MNE,4.0,IVOVIC A,6 - 6,401,MNE,6:41,Goal,1
Action shot,6.0,7,7,6,MNE,4.0,HOSNYANSZKY N,7 - 6,312,HUN,5:12,Goal,1
Extra player shot,4.0,7,7,6,MNE,4.0,PETROVIC A,7 - 6,280,MNE,4:40,Post,0
5m shot,7.0,7,7,6,MNE,4.0,JANOVIC M,7 - 6,267,MNE,4:27,Post,0
Action shot,3.0,7,7,6,MNE,4.0,MADARAS N,7 - 6,225,HUN,3:45,Saved,0
Action shot,2.0,7,7,6,MNE,4.0,BRGULJAN D,7 - 6,196,MNE,3:16,Saved,0
Action shot,9.0,7,7,7,MNE,4.0,IVOVIC A,7 - 7,124,MNE,2:04,Goal,1
Extra player shot,8.0,7,8,7,MNE,4.0,SZIVOS M,8 - 7,79,HUN,1:19,Goal,1
Action shot,2.0,7,8,7,MNE,4.0,BRGULJAN D,8 - 7,51,MNE,0:51,Missed,0
5m shot,8.0,7,8,7,MNE,4.0,SZIVOS M,8 - 7,20,HUN,0:20,Saved,0
Extra player shot,2.0,7,8,7,MNE,4.0,BRGULJAN D,8 - 7,1,MNE,0:01,Saved,0
