Action,Cap,Game,HUN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Extra player shot - Goal,5.0,3,2,1,AUS,1.0,VAMOS M,2 - 1,209,HUN,3:29
Turnover foul,10.0,3,2,1,AUS,1.0,MARTIN T,2 - 1,179,AUS,2:59
Steal,6.0,3,2,1,AUS,1.0,HOSNYANSZKY N,2 - 1,179,HUN,2:59
Action shot - Blocked,5.0,3,2,1,AUS,1.0,VAMOS M,2 - 1,153,HUN,2:33
20 sec. exclusion in field,9.0,3,2,1,AUS,1.0,VARGA D,2 - 1,136,HUN,2:16
Extra player shot - Goal,2.0,3,2,2,AUS,1.0,CAMPBELL R,2 - 2,117,AUS,1:57
Turnover foul,5.0,3,2,2,AUS,1.0,VAMOS M,2 - 2,90,HUN,1:30
Steal,8.0,3,2,2,AUS,1.0,YOUNGER A,2 - 2,90,AUS,1:30
20 sec. exclusion in centre,5.0,3,2,2,AUS,1.0,VAMOS M,2 - 2,69,HUN,1:09
Centre shot - Goal,6.0,3,2,3,AUS,1.0,GILCHRIST J,2 - 3,46,AUS,0:46
5m shot - Goal,8.0,3,3,3,AUS,1.0,SZIVOS M,3 - 3,19,HUN,0:19
Action shot - Saved,2.0,3,3,3,AUS,1.0,CAMPBELL R,3 - 3,1,AUS,0:01
Starting goalkeeper,13.0,3,3,3,AUS,2.0,DECKER A,3 - 3,480,HUN,8:00
Starting goalkeeper,13.0,3,3,3,AUS,2.0,CLARK J,3 - 3,480,AUS,8:00
Sprint won possession,11.0,3,3,3,AUS,2.0,HOWDEN R,3 - 3,480,AUS,8:00
Centre shot - Goal,9.0,3,3,4,AUS,2.0,SWIFT J,3 - 4,461,AUS,7:41
20 sec. exclusion in centre,8.0,3,3,4,AUS,2.0,YOUNGER A,3 - 4,439,AUS,7:19
Extra player shot - Goal,12.0,3,4,4,AUS,2.0,HARAI B,4 - 4,424,HUN,7:04
Turnover foul,7.0,3,4,4,AUS,2.0,ROACH A,4 - 4,408,AUS,6:48
Steal,2.0,3,4,4,AUS,2.0,GOR-NAGY M,4 - 4,408,HUN,6:48
5m shot - Missed,6.0,3,4,4,AUS,2.0,HOSNYANSZKY N,4 - 4,382,HUN,6:22
Action shot - Saved,7.0,3,4,4,AUS,2.0,ROACH A,4 - 4,356,AUS,5:56
Turnover foul,13.0,3,4,4,AUS,2.0,DECKER A,4 - 4,343,HUN,5:43
Steal,11.0,3,4,4,AUS,2.0,HOWDEN R,4 - 4,343,AUS,5:43
Counter attack - Saved,7.0,3,4,4,AUS,2.0,ROACH A,4 - 4,327,AUS,5:27
5m shot - Post,10.0,3,4,4,AUS,2.0,VARGA D,4 - 4,297,HUN,4:57
Penalty foul,5.0,3,4,4,AUS,2.0,VAMOS M,4 - 4,278,HUN,4:38
Penalty shot - Saved,11.0,3,4,4,AUS,2.0,HOWDEN R,4 - 4,278,AUS,4:38
Centre shot - Missed,10.0,3,4,4,AUS,2.0,VARGA D,4 - 4,257,HUN,4:17
Action shot - Missed,4.0,3,4,4,AUS,2.0,COTTERILL J,4 - 4,234,AUS,3:54
Centre shot - Saved,12.0,3,4,4,AUS,2.0,HARAI B,4 - 4,209,HUN,3:29
5m shot - Post,5.0,3,4,4,AUS,2.0,POWER N,4 - 4,180,AUS,3:00
Action shot - Missed,5.0,3,4,4,AUS,2.0,POWER N,4 - 4,150,AUS,2:30
Action shot - Saved,2.0,3,4,4,AUS,2.0,GOR-NAGY M,4 - 4,123,HUN,2:03
Action shot - Saved,8.0,3,4,4,AUS,2.0,YOUNGER A,4 - 4,96,AUS,1:36
Turnover foul,9.0,3,4,4,AUS,2.0,VARGA D,4 - 4,62,HUN,1:02
Turnover foul,10.0,3,4,4,AUS,2.0,MARTIN T,4 - 4,33,AUS,0:33
Steal,13.0,3,4,4,AUS,2.0,DECKER A,4 - 4,33,HUN,0:33
Turnover foul,11.0,3,4,4,AUS,2.0,BEDO K,4 - 4,6,HUN,0:06
Steal,11.0,3,4,4,AUS,2.0,HOWDEN R,4 - 4,6,AUS,0:06
5m shot - Missed,2.0,3,4,4,AUS,2.0,CAMPBELL R,4 - 4,1,AUS,0:01
Starting goalkeeper,13.0,3,4,4,AUS,3.0,DECKER A,4 - 4,480,HUN,8:00
Starting goalkeeper,13.0,3,4,4,AUS,3.0,CLARK J,4 - 4,480,AUS,8:00
Sprint won possession,11.0,3,4,4,AUS,3.0,HOWDEN R,4 - 4,480,AUS,8:00
Turnover foul,3.0,3,4,4,AUS,3.0,MARTIN M,4 - 4,451,AUS,7:31
Steal,10.0,3,4,4,AUS,3.0,VARGA D,4 - 4,451,HUN,7:31
5m shot - Saved,3.0,3,4,4,AUS,3.0,MADARAS N,4 - 4,421,HUN,7:01
Turnover foul,4.0,3,4,4,AUS,3.0,BATORI B,4 - 4,416,HUN,6:56
Steal,12.0,3,4,4,AUS,3.0,MILLER W,4 - 4,416,AUS,6:56
20 sec. exclusion in centre,8.0,3,4,4,AUS,3.0,SZIVOS M,4 - 4,406,HUN,6:46
Action shot - Goal,8.0,3,4,5,AUS,3.0,YOUNGER A,4 - 5,385,AUS,6:25
Turnover foul,8.0,3,4,5,AUS,3.0,SZIVOS M,4 - 5,360,HUN,6:00
Steal,13.0,3,4,5,AUS,3.0,CLARK J,4 - 5,360,AUS,6:00
Action shot - Saved,7.0,3,4,5,AUS,3.0,ROACH A,4 - 5,342,AUS,5:42
20 sec. exclusion in field,11.0,3,4,5,AUS,3.0,HOWDEN R,4 - 5,337,AUS,5:37
Time-Out,,3,4,5,AUS,3.0,,4 - 5,337,HUN,5:37
Extra player shot - Goal,5.0,3,5,5,AUS,3.0,VAMOS M,5 - 5,319,HUN,5:19
Action shot - Blocked,2.0,3,5,5,AUS,3.0,CAMPBELL R,5 - 5,289,AUS,4:49
Turnover foul,10.0,3,5,5,AUS,3.0,VARGA D,5 - 5,259,HUN,4:19
Steal,2.0,3,5,5,AUS,3.0,CAMPBELL R,5 - 5,259,AUS,4:19
20 sec. exclusion in centre,6.0,3,5,5,AUS,3.0,HOSNYANSZKY N,5 - 5,235,HUN,3:55
Centre shot - Saved,4.0,3,5,5,AUS,3.0,COTTERILL J,5 - 5,207,AUS,3:27
Double exclusion,6.0,3,5,5,AUS,3.0,HOSNYANSZKY N,5 - 5,205,HUN,3:25
Exclusion with substitution,6.0,3,5,5,AUS,3.0,HOSNYANSZKY N,5 - 5,205,HUN,3:25
Double exclusion,12.0,3,5,5,AUS,3.0,MILLER W,5 - 5,205,AUS,3:25
Turnover foul,12.0,3,5,5,AUS,3.0,HARAI B,5 - 5,182,HUN,3:02
Steal,8.0,3,5,5,AUS,3.0,YOUNGER A,5 - 5,182,AUS,3:02
Turnover foul,2.0,3,5,5,AUS,3.0,CAMPBELL R,5 - 5,153,AUS,2:33
Steal,5.0,3,5,5,AUS,3.0,VAMOS M,5 - 5,153,HUN,2:33
20 sec. exclusion in field,12.0,3,5,5,AUS,3.0,MILLER W,5 - 5,139,AUS,2:19
Extra player shot - Goal,9.0,3,6,5,AUS,3.0,VARGA D,6 - 5,122,HUN,2:02
Action shot - Saved,5.0,3,6,5,AUS,3.0,POWER N,6 - 5,92,AUS,1:32
20 sec. exclusion in field,11.0,3,6,5,AUS,3.0,BEDO K,6 - 5,81,HUN,1:21
Time-Out,,3,6,5,AUS,3.0,,6 - 5,80,AUS,1:20
Extra player shot - Goal,2.0,3,6,6,AUS,3.0,CAMPBELL R,6 - 6,61,AUS,1:01
Action shot - Goal,10.0,3,7,6,AUS,3.0,VARGA D,7 - 6,32,HUN,0:32
5m shot - Goal,2.0,3,7,7,AUS,3.0,CAMPBELL R,7 - 7,7,AUS,0:07
5m shot - Saved,8.0,3,7,7,AUS,3.0,SZIVOS M,7 - 7,2,HUN,0:02
Starting goalkeeper,13.0,3,7,7,AUS,4.0,DECKER A,7 - 7,480,HUN,8:00
Starting goalkeeper,13.0,3,7,7,AUS,4.0,CLARK J,7 - 7,480,AUS,8:00
Sprint won possession,11.0,3,7,7,AUS,4.0,HOWDEN R,7 - 7,480,AUS,8:00
Turnover foul,9.0,3,7,7,AUS,4.0,SWIFT J,7 - 7,460,AUS,7:40
Action shot - Post,8.0,3,7,7,AUS,4.0,SZIVOS M,7 - 7,432,HUN,7:12
Turnover foul,7.0,3,7,7,AUS,4.0,DECKER A,7 - 7,409,HUN,6:49
Action shot - Post,2.0,3,7,7,AUS,4.0,CAMPBELL R,7 - 7,382,AUS,6:22
5m shot - Saved,3.0,3,7,7,AUS,4.0,MADARAS N,7 - 7,358,HUN,5:58
Centre shot - Goal,10.0,3,8,7,AUS,4.0,VARGA D,8 - 7,340,HUN,5:40
Action shot - Saved,2.0,3,8,7,AUS,4.0,CAMPBELL R,8 - 7,313,AUS,5:13
20 sec. exclusion in field,10.0,3,8,7,AUS,4.0,VARGA D,8 - 7,302,HUN,5:02
Extra player shot - Goal,2.0,3,8,8,AUS,4.0,CAMPBELL R,8 - 8,286,AUS,4:46
Action shot - Saved,9.0,3,8,8,AUS,4.0,VARGA D,8 - 8,257,HUN,4:17
Action shot - Blocked,12.0,3,8,8,AUS,4.0,MILLER W,8 - 8,228,AUS,3:48
Action shot - Blocked,12.0,3,8,8,AUS,4.0,MILLER W,8 - 8,206,AUS,3:26
20 sec. exclusion in field,8.0,3,8,8,AUS,4.0,YOUNGER A,8 - 8,189,AUS,3:09
Turnover foul,12.0,3,8,8,AUS,4.0,HARAI B,8 - 8,170,HUN,2:50
Turnover foul,12.0,3,8,8,AUS,4.0,MILLER W,8 - 8,150,AUS,2:30
Action shot - Goal,5.0,3,9,8,AUS,4.0,VAMOS M,9 - 8,139,HUN,2:19
5m shot - Goal,2.0,3,9,9,AUS,4.0,CAMPBELL R,9 - 9,117,AUS,1:57
20 sec. exclusion in centre,11.0,3,9,9,AUS,4.0,HOWDEN R,9 - 9,89,AUS,1:29
Time-Out,,3,9,9,AUS,4.0,,9 - 9,89,HUN,1:29
Extra player shot - Missed,5.0,3,9,9,AUS,4.0,VAMOS M,9 - 9,66,HUN,1:06
Time-Out,,3,9,9,AUS,4.0,,9 - 9,66,AUS,1:06
Turnover foul,6.0,3,9,9,AUS,4.0,GILCHRIST J,9 - 9,44,AUS,0:44
Steal,12.0,3,9,9,AUS,4.0,HARAI B,9 - 9,44,HUN,0:44
20 sec. exclusion in centre,6.0,3,9,9,AUS,4.0,GILCHRIST J,9 - 9,18,AUS,0:18
Extra player shot - Blocked,9.0,3,9,9,AUS,4.0,VARGA D,9 - 9,4,HUN,0:04
5m shot - Missed,7.0,3,9,9,AUS,4.0,ROACH A,9 - 9,1,AUS,0:01
Starting goalkeeper,1.0,4,0,0,KAZ,1.0,NAGY V,0 - 0,480,HUN,8:00
Starting goalkeeper,1.0,4,0,0,KAZ,1.0,MAXIMOV N,0 - 0,480,KAZ,8:00
Sprint won possession,10.0,4,0,0,KAZ,1.0,VARGA D,0 - 0,480,HUN,8:00
5m shot - Goal,8.0,4,1,0,KAZ,1.0,SZIVOS M,1 - 0,455,HUN,7:35
Turnover foul,12.0,4,1,0,KAZ,1.0,PEKOVICH B,1 - 0,444,KAZ,7:24
Turnover foul,12.0,4,1,0,KAZ,1.0,HARAI B,1 - 0,418,HUN,6:58
Steal,9.0,4,1,0,KAZ,1.0,UKUMANOV R,1 - 0,418,KAZ,6:58
20 sec. exclusion in centre,2.0,4,1,0,KAZ,1.0,GOR-NAGY M,1 - 0,401,HUN,6:41
Action shot - Goal,2.0,4,1,1,KAZ,1.0,GUBAREV S,1 - 1,379,KAZ,6:19
20 sec. exclusion in centre,4.0,4,1,1,KAZ,1.0,PILIPENKO R,1 - 1,352,KAZ,5:52
Extra player shot - Goal,9.0,4,2,1,KAZ,1.0,VARGA D,2 - 1,336,HUN,5:36
5m shot - Goal,7.0,4,2,2,KAZ,1.0,USHAKOV V,2 - 2,313,KAZ,5:13
Turnover foul,11.0,4,2,2,KAZ,1.0,BEDO K,2 - 2,287,HUN,4:47
Turnover foul,12.0,4,2,2,KAZ,1.0,PEKOVICH B,2 - 2,264,KAZ,4:24
Turnover foul,5.0,4,2,2,KAZ,1.0,VAMOS M,2 - 2,250,HUN,4:10
Turnover foul,9.0,4,2,2,KAZ,1.0,UKUMANOV R,2 - 2,229,KAZ,3:49
Steal,6.0,4,2,2,KAZ,1.0,HOSNYANSZKY N,2 - 2,229,HUN,3:49
20 sec. exclusion in centre,6.0,4,2,2,KAZ,1.0,SHMIDER A,2 - 2,210,KAZ,3:30
Extra player shot - Missed,10.0,4,2,2,KAZ,1.0,VARGA D,2 - 2,196,HUN,3:16
Turnover foul,9.0,4,2,2,KAZ,1.0,UKUMANOV R,2 - 2,177,KAZ,2:57
Turnover foul,11.0,4,2,2,KAZ,1.0,BEDO K,2 - 2,161,HUN,2:41
20 sec. exclusion in centre,7.0,4,2,2,KAZ,1.0,DECKER A,2 - 2,139,HUN,2:19
Action shot - Goal,2.0,4,2,3,KAZ,1.0,GUBAREV S,2 - 3,116,KAZ,1:56
Turnover foul,3.0,4,2,3,KAZ,1.0,MADARAS N,2 - 3,103,HUN,1:43
Steal,5.0,4,2,3,KAZ,1.0,SHAKENOV M,2 - 3,103,KAZ,1:43
20 sec. exclusion in field,5.0,4,2,3,KAZ,1.0,VAMOS M,2 - 3,79,HUN,1:19
Extra player shot - Goal,7.0,4,2,4,KAZ,1.0,USHAKOV V,2 - 4,62,KAZ,1:02
Action shot - Blocked,2.0,4,2,4,KAZ,1.0,GOR-NAGY M,2 - 4,35,HUN,0:35
5m shot - Blocked,4.0,4,2,4,KAZ,1.0,PILIPENKO R,2 - 4,5,KAZ,0:05
5m shot - Saved,8.0,4,2,4,KAZ,1.0,SZIVOS M,2 - 4,1,HUN,0:01
Starting goalkeeper,1.0,4,2,4,KAZ,2.0,MAXIMOV N,2 - 4,480,KAZ,8:00
Starting goalkeeper,1.0,4,2,4,KAZ,2.0,NAGY V,2 - 4,480,HUN,8:00
Sprint won possession,10.0,4,2,4,KAZ,2.0,VARGA D,2 - 4,480,HUN,8:00
5m shot - Goal,9.0,4,3,4,KAZ,2.0,VARGA D,3 - 4,456,HUN,7:36
Turnover foul,7.0,4,3,4,KAZ,2.0,USHAKOV V,3 - 4,428,KAZ,7:08
Steal,3.0,4,3,4,KAZ,2.0,MADARAS N,3 - 4,428,HUN,7:08
20 sec. exclusion in centre,2.0,4,3,4,KAZ,2.0,GUBAREV S,3 - 4,406,KAZ,6:46
Extra player shot - Goal,12.0,4,4,4,KAZ,2.0,HARAI B,4 - 4,401,HUN,6:41
Turnover foul,12.0,4,4,4,KAZ,2.0,PEKOVICH B,4 - 4,381,KAZ,6:21
20 sec. exclusion in centre,8.0,4,4,4,KAZ,2.0,KOLIADENKO A,4 - 4,361,KAZ,6:01
Extra player shot - Goal,7.0,4,5,4,KAZ,2.0,DECKER A,5 - 4,349,HUN,5:49
20 sec. exclusion in centre,7.0,4,5,4,KAZ,2.0,DECKER A,5 - 4,336,HUN,5:36
Extra player shot - Saved,3.0,4,5,4,KAZ,2.0,MEDVEDEV Y,5 - 4,321,KAZ,5:21
Action shot - Saved,6.0,4,5,4,KAZ,2.0,HOSNYANSZKY N,5 - 4,291,HUN,4:51
20 sec. exclusion in field,7.0,4,5,4,KAZ,2.0,DECKER A,5 - 4,280,HUN,4:40
Exclusion with substitution,7.0,4,5,4,KAZ,2.0,DECKER A,5 - 4,280,HUN,4:40
Time-Out,,4,5,4,KAZ,2.0,,5 - 4,280,KAZ,4:40
Action shot - Goal,2.0,4,5,5,KAZ,2.0,GUBAREV S,5 - 5,256,KAZ,4:16
Action shot - Goal,6.0,4,6,5,KAZ,2.0,HOSNYANSZKY N,6 - 5,240,HUN,4:00
Turnover foul,7.0,4,6,5,KAZ,2.0,USHAKOV V,6 - 5,218,KAZ,3:38
Steal,10.0,4,6,5,KAZ,2.0,VARGA D,6 - 5,218,HUN,3:38
Action shot - Goal,2.0,4,7,5,KAZ,2.0,GOR-NAGY M,7 - 5,201,HUN,3:21
Turnover foul,9.0,4,7,5,KAZ,2.0,UKUMANOV R,7 - 5,183,KAZ,3:03
Steal,12.0,4,7,5,KAZ,2.0,HARAI B,7 - 5,183,HUN,3:03
Action shot - Saved,3.0,4,7,5,KAZ,2.0,MADARAS N,7 - 5,165,HUN,2:45
20 sec. exclusion in field,4.0,4,7,5,KAZ,2.0,PILIPENKO R,7 - 5,119,KAZ,1:59
Extra player shot - Goal,3.0,4,8,5,KAZ,2.0,MADARAS N,8 - 5,107,HUN,1:47
Turnover foul,10.0,4,8,5,KAZ,2.0,RUDAY M,8 - 5,97,KAZ,1:37
5m shot - Post,4.0,4,8,5,KAZ,2.0,BATORI B,8 - 5,68,HUN,1:08
20 sec. exclusion in centre,9.0,4,8,5,KAZ,2.0,UKUMANOV R,8 - 5,17,KAZ,0:17
Extra player shot - Goal,8.0,4,9,5,KAZ,2.0,SZIVOS M,9 - 5,5,HUN,0:05
5m shot - Saved,7.0,4,9,5,KAZ,2.0,USHAKOV V,9 - 5,1,KAZ,0:01
Starting goalkeeper,1.0,4,9,5,KAZ,3.0,NAGY V,9 - 5,480,HUN,8:00
Starting goalkeeper,1.0,4,9,5,KAZ,3.0,MAXIMOV N,9 - 5,480,KAZ,8:00
Sprint won possession,5.0,4,9,5,KAZ,3.0,VAMOS M,9 - 5,480,HUN,8:00
Action shot - Post,5.0,4,9,5,KAZ,3.0,VAMOS M,9 - 5,455,HUN,7:35
Action shot - Saved,8.0,4,9,5,KAZ,3.0,KOLIADENKO A,9 - 5,433,KAZ,7:13
20 sec. exclusion in field,9.0,4,9,5,KAZ,3.0,UKUMANOV R,9 - 5,406,KAZ,6:46
Extra player shot - Goal,10.0,4,10,5,KAZ,3.0,VARGA D,10 - 5,401,HUN,6:41
5m shot - Missed,7.0,4,10,5,KAZ,3.0,USHAKOV V,10 - 5,373,KAZ,6:13
Action shot - Goal,3.0,4,11,5,KAZ,3.0,MADARAS N,11 - 5,353,HUN,5:53
Action shot - Goal,5.0,4,12,5,KAZ,3.0,VAMOS M,12 - 5,307,HUN,5:07
Time-Out,,4,12,5,KAZ,3.0,,12 - 5,307,KAZ,5:07
Action shot - Saved,6.0,4,12,5,KAZ,3.0,SHMIDER A,12 - 5,281,KAZ,4:41
Turnover foul,11.0,4,12,5,KAZ,3.0,MANAFOV R,12 - 5,268,KAZ,4:28
Action shot - Post,9.0,4,12,5,KAZ,3.0,VARGA D,12 - 5,247,HUN,4:07
Action shot - Saved,9.0,4,12,5,KAZ,3.0,UKUMANOV R,12 - 5,222,KAZ,3:42
20 sec. exclusion in centre,7.0,4,12,5,KAZ,3.0,USHAKOV V,12 - 5,198,KAZ,3:18
Extra player shot - Goal,11.0,4,13,5,KAZ,3.0,BEDO K,13 - 5,182,HUN,3:02
20 sec. exclusion in centre,9.0,4,13,5,KAZ,3.0,VARGA D,13 - 5,159,HUN,2:39
Extra player shot - Saved,8.0,4,13,5,KAZ,3.0,KOLIADENKO A,13 - 5,141,KAZ,2:21
Action shot - Goal,3.0,4,13,6,KAZ,3.0,MEDVEDEV Y,13 - 6,135,KAZ,2:15
20 sec. exclusion in field,4.0,4,13,6,KAZ,3.0,PILIPENKO R,13 - 6,116,KAZ,1:56
Exclusion with substitution,4.0,4,13,6,KAZ,3.0,PILIPENKO R,13 - 6,116,KAZ,1:56
Extra player shot - Saved,12.0,4,13,6,KAZ,3.0,HARAI B,13 - 6,102,HUN,1:42
20 sec. exclusion in centre,8.0,4,13,6,KAZ,3.0,KOLIADENKO A,13 - 6,56,KAZ,0:56
Extra player shot - Goal,6.0,4,14,6,KAZ,3.0,HOSNYANSZKY N,14 - 6,51,HUN,0:51
5m shot - Saved,2.0,4,14,6,KAZ,3.0,GUBAREV S,14 - 6,21,KAZ,0:21
Action shot - Goal,4.0,4,15,6,KAZ,3.0,BATORI B,15 - 6,1,HUN,0:01
5m shot - Saved,7.0,4,15,6,KAZ,3.0,USHAKOV V,15 - 6,1,KAZ,0:01
Starting goalkeeper,1.0,4,15,6,KAZ,4.0,NAGY V,15 - 6,480,HUN,8:00
Starting goalkeeper,1.0,4,15,6,KAZ,4.0,MAXIMOV N,15 - 6,480,KAZ,8:00
Sprint won possession,4.0,4,15,6,KAZ,4.0,BATORI B,15 - 6,480,HUN,8:00
20 sec. exclusion in centre,8.0,4,15,6,KAZ,4.0,KOLIADENKO A,15 - 6,455,KAZ,7:35
Exclusion with substitution,8.0,4,15,6,KAZ,4.0,KOLIADENKO A,15 - 6,455,KAZ,7:35
Action shot - Goal,4.0,4,16,6,KAZ,4.0,BATORI B,16 - 6,431,HUN,7:11
Centre shot - Missed,11.0,4,16,6,KAZ,4.0,BEDO K,16 - 6,378,HUN,6:18
20 sec. exclusion in centre,2.0,4,16,6,KAZ,4.0,GOR-NAGY M,16 - 6,356,HUN,5:56
Centre shot - Missed,5.0,4,16,6,KAZ,4.0,SHAKENOV M,16 - 6,331,KAZ,5:31
Action shot - Saved,10.0,4,16,6,KAZ,4.0,VARGA D,16 - 6,314,HUN,5:14
20 sec. exclusion in centre,11.0,4,16,6,KAZ,4.0,MANAFOV R,16 - 6,298,KAZ,4:58
Action shot - Blocked,9.0,4,16,6,KAZ,4.0,VARGA D,16 - 6,266,HUN,4:26
Turnover foul,2.0,4,16,6,KAZ,4.0,GUBAREV S,16 - 6,247,KAZ,4:07
Steal,11.0,4,16,6,KAZ,4.0,BEDO K,16 - 6,247,HUN,4:07
Counter attack - Saved,3.0,4,16,6,KAZ,4.0,MADARAS N,16 - 6,232,HUN,3:52
Turnover foul,3.0,4,16,6,KAZ,4.0,MADARAS N,16 - 6,229,HUN,3:49
5m shot - Saved,5.0,4,16,6,KAZ,4.0,SHAKENOV M,16 - 6,199,KAZ,3:19
Action shot - Blocked,3.0,4,16,6,KAZ,4.0,MADARAS N,16 - 6,169,HUN,2:49
Turnover foul,12.0,4,16,6,KAZ,4.0,PEKOVICH B,16 - 6,143,KAZ,2:23
Steal,4.0,4,16,6,KAZ,4.0,BATORI B,16 - 6,143,HUN,2:23
Time-Out,,4,16,6,KAZ,4.0,,16 - 6,137,HUN,2:17
Turnover foul,4.0,4,16,6,KAZ,4.0,BATORI B,16 - 6,118,HUN,1:58
Turnover foul,12.0,4,16,6,KAZ,4.0,HARAI B,16 - 6,66,HUN,1:06
20 sec. exclusion in centre,6.0,4,16,6,KAZ,4.0,HOSNYANSZKY N,16 - 6,53,HUN,0:53
Extra player shot - Goal,12.0,4,16,7,KAZ,4.0,PEKOVICH B,16 - 7,38,KAZ,0:38
5m shot - Post,8.0,4,16,7,KAZ,4.0,SZIVOS M,16 - 7,10,HUN,0:10
Turnover foul,5.0,4,16,7,KAZ,4.0,SHAKENOV M,16 - 7,3,KAZ,0:03
Steal,1.0,4,16,7,KAZ,4.0,NAGY V,16 - 7,3,HUN,0:03
Starting goalkeeper,1.0,5,0,0,GRE,1.0,NAGY V,0 - 0,480,HUN,8:00
Starting goalkeeper,1.0,5,0,0,GRE,1.0,TSALKANIS K,0 - 0,480,GRE,8:00
Sprint won possession,10.0,5,0,0,GRE,1.0,VARGA D,0 - 0,480,HUN,8:00
20 sec. exclusion in centre,8.0,5,0,0,GRE,1.0,DELAKAS E,0 - 0,464,GRE,7:44
Extra player shot - Saved,2.0,5,0,0,GRE,1.0,GOR-NAGY M,0 - 0,456,HUN,7:36
Action shot - Saved,3.0,5,0,0,GRE,1.0,MADARAS N,0 - 0,439,HUN,7:19
Turnover foul,12.0,5,0,0,GRE,1.0,HARAI B,0 - 0,416,HUN,6:56
Steal,12.0,5,0,0,GRE,1.0,VLACHOPOULOS A,0 - 0,416,GRE,6:56
Action shot - Blocked,12.0,5,0,0,GRE,1.0,VLACHOPOULOS A,0 - 0,391,GRE,6:31
Turnover foul,10.0,5,0,0,GRE,1.0,VARGA D,0 - 0,378,HUN,6:18
Steal,12.0,5,0,0,GRE,1.0,VLACHOPOULOS A,0 - 0,378,GRE,6:18
Action shot - Saved,5.0,5,0,0,GRE,1.0,FOUNTOULIS I,0 - 0,350,GRE,5:50
Turnover foul,12.0,5,0,0,GRE,1.0,HARAI B,0 - 0,323,HUN,5:23
Steal,8.0,5,0,0,GRE,1.0,DELAKAS E,0 - 0,323,GRE,5:23
Turnover foul,10.0,5,0,0,GRE,1.0,KOLOMVOS C,0 - 0,294,GRE,4:54
Steal,1.0,5,0,0,GRE,1.0,NAGY V,0 - 0,294,HUN,4:54
Action shot - Blocked,10.0,5,0,0,GRE,1.0,VARGA D,0 - 0,267,HUN,4:27
20 sec. exclusion in field,10.0,5,0,0,GRE,1.0,VARGA D,0 - 0,266,HUN,4:26
Turnover foul,5.0,5,0,0,GRE,1.0,FOUNTOULIS I,0 - 0,242,GRE,4:02
Action shot - Saved,3.0,5,0,0,GRE,1.0,MADARAS N,0 - 0,226,HUN,3:46
20 sec. exclusion in centre,8.0,5,0,0,GRE,1.0,SZIVOS M,0 - 0,202,HUN,3:22
Extra player shot - Saved,7.0,5,0,0,GRE,1.0,AFROUDAKIS C,0 - 0,198,GRE,3:18
Action shot - Saved,5.0,5,0,0,GRE,1.0,FOUNTOULIS I,0 - 0,178,GRE,2:58
5m shot - Blocked,8.0,5,0,0,GRE,1.0,DELAKAS E,0 - 0,152,GRE,2:32
Turnover foul,10.0,5,0,0,GRE,1.0,KOLOMVOS C,0 - 0,132,GRE,2:12
20 sec. exclusion in centre,12.0,5,0,0,GRE,1.0,VLACHOPOULOS A,0 - 0,105,GRE,1:45
Extra player shot - Goal,6.0,5,1,0,GRE,1.0,HOSNYANSZKY N,0 - 1,95,HUN,1:35
20 sec. exclusion in centre,7.0,5,1,0,GRE,1.0,DECKER A,0 - 1,72,HUN,1:12
Action shot - Goal,2.0,5,1,1,GRE,1.0,MYLONAKIS E,1 - 1,51,GRE,0:51
20 sec. exclusion in centre,6.0,5,1,1,GRE,1.0,PONTIKEAS K,1 - 1,39,GRE,0:39
Extra player shot - Goal,11.0,5,2,1,GRE,1.0,BEDO K,1 - 2,21,HUN,0:21
Action shot - Saved,2.0,5,2,1,GRE,1.0,MYLONAKIS E,1 - 2,1,GRE,0:01
Starting goalkeeper,1.0,5,2,1,GRE,2.0,NAGY V,1 - 2,480,HUN,8:00
Starting goalkeeper,1.0,5,2,1,GRE,2.0,TSALKANIS K,1 - 2,480,GRE,8:00
Sprint won possession,2.0,5,2,1,GRE,2.0,MYLONAKIS E,1 - 2,480,GRE,8:00
Action shot - Post,5.0,5,2,1,GRE,2.0,FOUNTOULIS I,1 - 2,450,GRE,7:30
20 sec. exclusion in centre,12.0,5,2,1,GRE,2.0,VLACHOPOULOS A,1 - 2,421,GRE,7:01
Extra player shot - Post,9.0,5,2,1,GRE,2.0,VARGA D,1 - 2,401,HUN,6:41
20 sec. exclusion in centre,5.0,5,2,1,GRE,2.0,VAMOS M,1 - 2,376,HUN,6:16
Extra player shot - Goal,5.0,5,2,2,GRE,2.0,FOUNTOULIS I,2 - 2,359,GRE,5:59
Centre shot - Saved,10.0,5,2,2,GRE,2.0,VARGA D,2 - 2,332,HUN,5:32
5m shot - Saved,6.0,5,2,2,GRE,2.0,PONTIKEAS K,2 - 2,302,GRE,5:02
Turnover foul,12.0,5,2,2,GRE,2.0,HARAI B,2 - 2,279,HUN,4:39
Steal,5.0,5,2,2,GRE,2.0,FOUNTOULIS I,2 - 2,279,GRE,4:39
Turnover foul,2.0,5,2,2,GRE,2.0,MYLONAKIS E,2 - 2,256,GRE,4:16
20 sec. exclusion in centre,6.0,5,2,2,GRE,2.0,PONTIKEAS K,2 - 2,229,GRE,3:49
Extra player shot - Saved,2.0,5,2,2,GRE,2.0,GOR-NAGY M,2 - 2,217,HUN,3:37
