Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,USA
Centre shot - Saved,4.0,3,2,CAN,2.0,CONSTANTIN-BICARI,2 - 2,452,CAN,7:32,2
Centre shot - Goal,12.0,3,2,CAN,2.0,MANN J,2 - 3,427,USA,7:07,3
20 sec. exclusion in field,4.0,3,2,CAN,2.0,BOWEN A,2 - 3,413,USA,6:53,3
Extra player shot - Saved,12.0,3,2,CAN,2.0,McELROY J,2 - 3,386,CAN,6:26,3
20 sec. exclusion in centre,12.0,3,2,CAN,2.0,McELROY J,2 - 3,373,CAN,6:13,3
Extra player shot - Missed,9.0,3,2,CAN,2.0,BUCKNER S,2 - 3,367,USA,6:07,3
Action shot - Saved,2.0,3,2,CAN,2.0,KUDABA C,2 - 3,346,CAN,5:46,3
20 sec. exclusion in field,2.0,3,2,CAN,2.0,KUDABA C,2 - 3,338,CAN,5:38,3
Action shot - Saved,8.0,3,2,CAN,2.0,AZEVEDO A,2 - 3,308,USA,5:08,3
Action shot - Blocked,12.0,3,2,CAN,2.0,McELROY J,2 - 3,282,CAN,4:42,3
Turnover foul,8.0,3,2,CAN,2.0,AZEVEDO A,2 - 3,262,USA,4:22,3
Steal,6.0,3,2,CAN,2.0,ROBINSON S,2 - 3,262,CAN,4:22,3
5m shot - Saved,8.0,3,2,CAN,2.0,GRAHAM K,2 - 3,233,CAN,3:53,3
Turnover foul,2.0,3,2,CAN,2.0,WIGO J,2 - 3,210,USA,3:30,3
Steal,1.0,3,2,CAN,2.0,RANDALL R,2 - 3,210,CAN,3:30,3
Turnover foul,8.0,3,2,CAN,2.0,GRAHAM K,2 - 3,190,CAN,3:10,3
Steal,10.0,3,2,CAN,2.0,HUTTEN T,2 - 3,190,USA,3:10,3
Turnover foul,8.0,3,2,CAN,2.0,AZEVEDO A,2 - 3,162,USA,2:42,3
Steal,8.0,3,2,CAN,2.0,GRAHAM K,2 - 3,162,CAN,2:42,3
Turnover foul,3.0,3,2,CAN,2.0,VIKALO O,2 - 3,135,CAN,2:15,3
Steal,8.0,3,2,CAN,2.0,AZEVEDO A,2 - 3,135,USA,2:15,3
Turnover foul,8.0,3,2,CAN,2.0,AZEVEDO A,2 - 3,106,USA,1:46,3
Turnover foul,6.0,3,2,CAN,2.0,ROBINSON S,2 - 3,85,CAN,1:25,3
Steal,8.0,3,2,CAN,2.0,AZEVEDO A,2 - 3,85,USA,1:25,3
Turnover foul,7.0,3,2,CAN,2.0,KRUMPHOLZ J,2 - 3,63,USA,1:03,3
Turnover foul,8.0,3,2,CAN,2.0,GRAHAM K,2 - 3,51,CAN,0:51,3
Action shot - Post,9.0,3,2,CAN,2.0,BUCKNER S,2 - 3,34,USA,0:34,3
Turnover foul,10.0,3,2,CAN,2.0,CONWAY J,2 - 3,11,CAN,0:11,3
Steal,1.0,3,2,CAN,2.0,MOSES M,2 - 3,11,USA,0:11,3
5m shot - Saved,5.0,3,2,CAN,2.0,de TRANE M,2 - 3,1,USA,0:01,3
Starting goalkeeper,1.0,3,2,CAN,3.0,MOSES M,2 - 3,480,USA,8:00,3
Starting goalkeeper,1.0,3,2,CAN,3.0,RANDALL R,2 - 3,480,CAN,8:00,3
Sprint won possession,11.0,3,2,CAN,3.0,ROSENTHAL M,2 - 3,480,USA,8:00,3
Action shot - Goal,4.0,3,2,CAN,3.0,BOWEN A,2 - 4,451,USA,7:31,4
Turnover foul,4.0,3,2,CAN,3.0,CONSTANTIN-BICARI,2 - 4,427,CAN,7:07,4
Steal,10.0,3,2,CAN,3.0,HUTTEN T,2 - 4,427,USA,7:07,4
20 sec. exclusion in centre,6.0,3,2,CAN,3.0,ROBINSON S,2 - 4,406,CAN,6:46,4
Action shot - Blocked,2.0,3,2,CAN,3.0,WIGO J,2 - 4,381,USA,6:21,4
Action shot - Saved,9.0,3,2,CAN,3.0,DIGGLE D,2 - 4,360,CAN,6:00,4
20 sec. exclusion in centre,5.0,3,2,CAN,3.0,BOYD J,2 - 4,332,CAN,5:32,4
Extra player shot - Goal,12.0,3,2,CAN,3.0,MANN J,2 - 5,315,USA,5:15,5
Turnover foul,10.0,3,2,CAN,3.0,CONWAY J,2 - 5,292,CAN,4:52,5
Steal,4.0,3,2,CAN,3.0,BOWEN A,2 - 5,292,USA,4:52,5
Action shot - Missed,4.0,3,2,CAN,3.0,CONSTANTIN-BICARI,2 - 5,238,CAN,3:58,5
Turnover foul,11.0,3,2,CAN,3.0,ROSENTHAL M,2 - 5,225,USA,3:45,5
Action shot - Blocked,9.0,3,2,CAN,3.0,DIGGLE D,2 - 5,201,CAN,3:21,5
5m shot - Post,4.0,3,2,CAN,3.0,BOWEN A,2 - 5,171,USA,2:51,5
Time-Out,,3,2,CAN,3.0,,2 - 5,165,CAN,2:45,5
20 sec. exclusion in field,9.0,3,2,CAN,3.0,BUCKNER S,2 - 5,145,USA,2:25,5
Extra player shot - Saved,2.0,3,2,CAN,3.0,KUDABA C,2 - 5,125,CAN,2:05,5
Turnover foul,12.0,3,2,CAN,3.0,MANN J,2 - 5,97,USA,1:37,5
20 sec. exclusion in field,2.0,3,2,CAN,3.0,WIGO J,2 - 5,96,USA,1:36,5
Turnover foul,9.0,3,2,CAN,3.0,DIGGLE D,2 - 5,73,CAN,1:13,5
Steal,8.0,3,2,CAN,3.0,AZEVEDO A,2 - 5,73,USA,1:13,5
Turnover foul,12.0,3,2,CAN,3.0,MANN J,2 - 5,51,USA,0:51,5
Steal,1.0,3,2,CAN,3.0,RANDALL R,2 - 5,51,CAN,0:51,5
Counter attack - Goal,4.0,3,3,CAN,3.0,CONSTANTIN-BICARI,3 - 5,38,CAN,0:38,5
Action shot - Blocked,4.0,3,3,CAN,3.0,BOWEN A,3 - 5,13,USA,0:13,5
5m shot - Saved,10.0,3,3,CAN,3.0,CONWAY J,3 - 5,1,CAN,0:01,5
Starting goalkeeper,1.0,3,3,CAN,4.0,RANDALL R,3 - 5,480,CAN,8:00,5
Starting goalkeeper,1.0,3,3,CAN,4.0,MOSES M,3 - 5,480,USA,8:00,5
Sprint won possession,8.0,3,3,CAN,4.0,GRAHAM K,3 - 5,480,CAN,8:00,5
Action shot - Goal,12.0,3,4,CAN,4.0,McELROY J,4 - 5,455,CAN,7:35,5
Action shot - Goal,5.0,3,4,CAN,4.0,de TRANE M,4 - 6,431,USA,7:11,6
Turnover foul,4.0,3,4,CAN,4.0,CONSTANTIN-BICARI,4 - 6,417,CAN,6:57,6
Steal,1.0,3,4,CAN,4.0,MOSES M,4 - 6,417,USA,6:57,6
Centre shot - Saved,7.0,3,4,CAN,4.0,KRUMPHOLZ J,4 - 6,398,USA,6:38,6
Action shot - Missed,9.0,3,4,CAN,4.0,DIGGLE D,4 - 6,371,CAN,6:11,6
20 sec. exclusion in centre,8.0,3,4,CAN,4.0,GRAHAM K,4 - 6,349,CAN,5:49,6
Time-Out,,3,4,CAN,4.0,,4 - 6,349,USA,5:49,6
Extra player shot - Post,4.0,3,4,CAN,4.0,BOWEN A,4 - 6,335,USA,5:35,6
Action shot - Goal,2.0,3,4,CAN,4.0,WIGO J,4 - 7,324,USA,5:24,7
Action shot - Post,2.0,3,4,CAN,4.0,KUDABA C,4 - 7,305,CAN,5:05,7
Turnover foul,12.0,3,4,CAN,4.0,MANN J,4 - 7,287,USA,4:47,7
Action shot - Goal,10.0,3,5,CAN,4.0,CONWAY J,5 - 7,262,CAN,4:22,7
5m shot - Post,8.0,3,5,CAN,4.0,AZEVEDO A,5 - 7,234,USA,3:54,7
Action shot - Saved,5.0,3,5,CAN,4.0,BOYD J,5 - 7,213,CAN,3:33,7
Action shot - Goal,2.0,3,6,CAN,4.0,KUDABA C,6 - 7,195,CAN,3:15,7
Centre shot - Post,8.0,3,6,CAN,4.0,AZEVEDO A,6 - 7,175,USA,2:55,7
5m shot - Missed,12.0,3,6,CAN,4.0,McELROY J,6 - 7,147,CAN,2:27,7
20 sec. exclusion in centre,2.0,3,6,CAN,4.0,KUDABA C,6 - 7,130,CAN,2:10,7
Exclusion with substitution,2.0,3,6,CAN,4.0,KUDABA C,6 - 7,130,CAN,2:10,7
Penalty foul,2.0,3,6,CAN,4.0,KUDABA C,6 - 7,130,CAN,2:10,7
Penalty shot - Goal,8.0,3,6,CAN,4.0,AZEVEDO A,6 - 8,130,USA,2:10,8
20 sec. exclusion in field,4.0,3,6,CAN,4.0,BOWEN A,6 - 8,106,USA,1:46,8
Time-Out,,3,6,CAN,4.0,,6 - 8,106,CAN,1:46,8
Action shot - Saved,9.0,3,6,CAN,4.0,DIGGLE D,6 - 8,81,CAN,1:21,8
20 sec. exclusion in centre,10.0,3,6,CAN,4.0,HUTTEN T,6 - 8,66,USA,1:06,8
Extra player shot - Goal,8.0,3,7,CAN,4.0,GRAHAM K,7 - 8,50,CAN,0:50,8
Action shot - Blocked,2.0,3,7,CAN,4.0,WIGO J,7 - 8,22,USA,0:22,8
20 sec. exclusion in centre,11.0,3,7,CAN,4.0,ROSENTHAL M,7 - 8,11,USA,0:11,8
Starting goalkeeper,1.0,4,0,ESP,1.0,AGUILAR I,0 - 0,480,ESP,8:00,0
Starting goalkeeper,1.0,4,0,ESP,1.0,MOSES M,0 - 0,480,USA,8:00,0
Sprint won possession,11.0,4,0,ESP,1.0,ROSENTHAL M,0 - 0,480,USA,8:00,0
Turnover foul,3.0,4,0,ESP,1.0,OBERT A,0 - 0,462,USA,7:42,0
Steal,7.0,4,0,ESP,1.0,SZIRANYI B,0 - 0,462,ESP,7:42,0
Penalty foul,3.0,4,0,ESP,1.0,OBERT A,0 - 0,435,USA,7:15,0
Penalty shot - Saved,5.0,4,0,ESP,1.0,MOLINA G,0 - 0,435,ESP,7:15,0
Action shot - Goal,2.0,4,0,ESP,1.0,WIGO J,1 - 0,409,USA,6:49,1
20 sec. exclusion in centre,10.0,4,0,ESP,1.0,HUTTEN T,1 - 0,383,USA,6:23,1
Extra player shot - Goal,10.0,4,1,ESP,1.0,PERRONE F,1 - 1,379,ESP,6:19,1
Turnover foul,4.0,4,1,ESP,1.0,BOWEN A,1 - 1,351,USA,5:51,1
Steal,9.0,4,1,ESP,1.0,VALLES X,1 - 1,351,ESP,5:51,1
5m shot - Post,10.0,4,1,ESP,1.0,PERRONE F,1 - 1,332,ESP,5:32,1
Action shot - Missed,8.0,4,1,ESP,1.0,ESPANOL A,1 - 1,310,ESP,5:10,1
Action shot - Missed,4.0,4,1,ESP,1.0,BOWEN A,1 - 1,285,USA,4:45,1
20 sec. exclusion in centre,6.0,4,1,ESP,1.0,RAMIREZ C,1 - 1,261,USA,4:21,1
Extra player shot - Saved,6.0,4,1,ESP,1.0,MINGUELL M,1 - 1,249,ESP,4:09,1
Extra player shot - Post,10.0,4,1,ESP,1.0,PERRONE F,1 - 1,245,ESP,4:05,1
Centre shot - Saved,6.0,4,1,ESP,1.0,MINGUELL M,1 - 1,240,ESP,4:00,1
Centre shot - Saved,12.0,4,1,ESP,1.0,GARCIA X,1 - 1,238,ESP,3:58,1
Counter attack - Goal,8.0,4,1,ESP,1.0,AZEVEDO A,2 - 1,219,USA,3:39,2
5m shot - Saved,3.0,4,1,ESP,1.0,de LERA R,2 - 1,195,ESP,3:15,2
Action shot - Missed,5.0,4,1,ESP,1.0,de TRANE M,2 - 1,172,USA,2:52,2
20 sec. exclusion in field,5.0,4,1,ESP,1.0,de TRANE M,2 - 1,172,USA,2:52,2
Extra player shot - Goal,10.0,4,2,ESP,1.0,PERRONE F,2 - 2,157,ESP,2:37,2
20 sec. exclusion in field,6.0,4,2,ESP,1.0,MINGUELL M,2 - 2,133,ESP,2:13,2
Extra player shot - Missed,12.0,4,2,ESP,1.0,MANN J,2 - 2,118,USA,1:58,2
Action shot - Goal,5.0,4,3,ESP,1.0,MOLINA G,2 - 3,105,ESP,1:45,2
20 sec. exclusion in centre,5.0,4,3,ESP,1.0,MOLINA G,2 - 3,81,ESP,1:21,2
Extra player shot - Blocked,5.0,4,3,ESP,1.0,de TRANE M,2 - 3,62,USA,1:02,2
Double exclusion,5.0,4,3,ESP,1.0,de TRANE M,2 - 3,61,USA,1:01,2
Double exclusion,9.0,4,3,ESP,1.0,VALLES X,2 - 3,61,ESP,1:01,2
Action shot - Goal,8.0,4,4,ESP,1.0,ESPANOL A,2 - 4,44,ESP,0:44,2
Turnover foul,12.0,4,4,ESP,1.0,MANN J,2 - 4,19,USA,0:19,2
Steal,10.0,4,4,ESP,1.0,PERRONE F,2 - 4,19,ESP,0:19,2
5m shot - Saved,12.0,4,4,ESP,1.0,GARCIA X,2 - 4,3,ESP,0:03,2
Centre shot - Saved,8.0,4,4,ESP,1.0,ESPANOL A,2 - 4,1,ESP,0:01,2
Starting goalkeeper,1.0,4,4,ESP,2.0,AGUILAR I,2 - 4,480,ESP,8:00,2
Starting goalkeeper,1.0,4,4,ESP,2.0,MOSES M,2 - 4,480,USA,8:00,2
Sprint won possession,11.0,4,4,ESP,2.0,ROSENTHAL M,2 - 4,480,USA,8:00,2
20 sec. exclusion in centre,2.0,4,4,ESP,2.0,MUNARRIZ A,2 - 4,461,ESP,7:41,2
Extra player shot - Blocked,10.0,4,4,ESP,2.0,HUTTEN T,2 - 4,451,USA,7:31,2
Extra player shot - Goal,12.0,4,4,ESP,2.0,MANN J,3 - 4,450,USA,7:30,3
Penalty foul,10.0,4,4,ESP,2.0,HUTTEN T,3 - 4,423,USA,7:03,3
Penalty shot - Goal,8.0,4,5,ESP,2.0,ESPANOL A,3 - 5,423,ESP,7:03,3
Turnover foul,11.0,4,5,ESP,2.0,ROSENTHAL M,3 - 5,403,USA,6:43,3
Steal,6.0,4,5,ESP,2.0,MINGUELL M,3 - 5,403,ESP,6:43,3
Action shot - Saved,8.0,4,5,ESP,2.0,ESPANOL A,3 - 5,378,ESP,6:18,3
5m shot - Saved,6.0,4,5,ESP,2.0,MINGUELL M,3 - 5,353,ESP,5:53,3
20 sec. exclusion in centre,3.0,4,5,ESP,2.0,OBERT A,3 - 5,324,USA,5:24,3
Centre shot - Saved,9.0,4,5,ESP,2.0,VALLES X,3 - 5,301,ESP,5:01,3
Turnover foul,8.0,4,5,ESP,2.0,AZEVEDO A,3 - 5,279,USA,4:39,3
Steal,9.0,4,5,ESP,2.0,VALLES X,3 - 5,279,ESP,4:39,3
5m shot - Post,6.0,4,5,ESP,2.0,MINGUELL M,3 - 5,252,ESP,4:12,3
Action shot - Saved,2.0,4,5,ESP,2.0,WIGO J,3 - 5,228,USA,3:48,3
Turnover foul,12.0,4,5,ESP,2.0,GARCIA X,3 - 5,205,ESP,3:25,3
Steal,8.0,4,5,ESP,2.0,AZEVEDO A,3 - 5,205,USA,3:25,3
Action shot - Goal,2.0,4,5,ESP,2.0,WIGO J,4 - 5,185,USA,3:05,4
Centre shot - Missed,5.0,4,5,ESP,2.0,MOLINA G,4 - 5,161,ESP,2:41,4
Action shot - Blocked,3.0,4,5,ESP,2.0,OBERT A,4 - 5,137,USA,2:17,4
Turnover foul,12.0,4,5,ESP,2.0,MANN J,4 - 5,120,USA,2:00,4
Steal,11.0,4,5,ESP,2.0,ESTRANY P,4 - 5,120,ESP,2:00,4
Turnover foul,10.0,4,5,ESP,2.0,PERRONE F,4 - 5,100,ESP,1:40,4
Turnover foul,8.0,4,5,ESP,4.0,AZEVEDO A,4 - 5,254,USA,4:14,4
Action shot - Goal,6.0,4,9,ESP,4.0,MINGUELL M,6 - 9,252,ESP,4:12,6
Time-Out,,4,9,ESP,4.0,,6 - 9,252,USA,4:12,6
20 sec. exclusion in centre,6.0,4,9,ESP,4.0,MINGUELL M,6 - 9,239,ESP,3:59,6
Exclusion with substitution,6.0,4,9,ESP,4.0,MINGUELL M,6 - 9,239,ESP,3:59,6
Extra player shot - Missed,11.0,4,9,ESP,4.0,ROSENTHAL M,6 - 9,222,USA,3:42,6
Action shot - Saved,12.0,4,9,ESP,4.0,GARCIA X,6 - 9,197,ESP,3:17,6
Turnover foul,8.0,4,9,ESP,4.0,AZEVEDO A,6 - 9,172,USA,2:52,6
Centre shot - Saved,12.0,4,9,ESP,4.0,GARCIA X,6 - 9,157,ESP,2:37,6
Turnover foul,5.0,4,9,ESP,4.0,MOLINA G,6 - 9,152,ESP,2:32,6
Turnover foul,4.0,4,9,ESP,2.0,BOWEN A,6 - 9,80,USA,1:20,6
Steal,5.0,4,9,ESP,2.0,MOLINA G,6 - 9,80,ESP,1:20,6
Counter attack - Missed,10.0,4,9,ESP,2.0,PERRONE F,6 - 9,68,ESP,1:08,6
20 sec. exclusion in centre,3.0,4,9,ESP,2.0,de LERA R,6 - 9,48,ESP,0:48,6
Extra player shot - Saved,9.0,4,9,ESP,2.0,BUCKNER S,6 - 9,29,USA,0:29,6
Action shot - Saved,5.0,4,9,ESP,2.0,MOLINA G,6 - 9,12,ESP,0:12,6
Action shot - Saved,12.0,4,9,ESP,2.0,GARCIA X,6 - 9,1,ESP,0:01,6
Starting goalkeeper,1.0,4,9,ESP,3.0,AGUILAR I,6 - 9,480,ESP,8:00,6
Starting goalkeeper,1.0,4,9,ESP,3.0,MOSES M,6 - 9,480,USA,8:00,6
Sprint won possession,8.0,4,9,ESP,3.0,ESPANOL A,6 - 9,480,ESP,8:00,6
Penalty foul,9.0,4,9,ESP,3.0,BUCKNER S,6 - 9,455,USA,7:35,6
Penalty shot - Goal,8.0,4,6,ESP,3.0,ESPANOL A,4 - 6,455,ESP,7:35,4
Action shot - Saved,4.0,4,6,ESP,3.0,BOWEN A,4 - 6,427,USA,7:07,4
Centre shot - Saved,12.0,4,6,ESP,3.0,MANN J,4 - 6,370,USA,6:10,4
5m shot - Goal,5.0,4,7,ESP,3.0,MOLINA G,4 - 7,346,ESP,5:46,4
Time-Out,,4,7,ESP,3.0,,4 - 7,345,USA,5:45,4
Action shot - Missed,3.0,4,7,ESP,3.0,OBERT A,4 - 7,331,USA,5:31,4
20 sec. exclusion in centre,11.0,4,7,ESP,3.0,ROSENTHAL M,4 - 7,306,USA,5:06,4
Extra player shot - Saved,11.0,4,7,ESP,3.0,ESTRANY P,4 - 7,286,ESP,4:46,4
Turnover foul,11.0,4,7,ESP,3.0,ESTRANY P,4 - 7,281,ESP,4:41,4
Steal,3.0,4,7,ESP,3.0,OBERT A,4 - 7,281,USA,4:41,4
Action shot - Post,2.0,4,7,ESP,3.0,WIGO J,4 - 7,256,USA,4:16,4
20 sec. exclusion in field,11.0,4,7,ESP,3.0,ESTRANY P,4 - 7,254,ESP,4:14,4
Extra player shot - Blocked,4.0,4,7,ESP,3.0,BOWEN A,4 - 7,237,USA,3:57,4
Turnover foul,2.0,4,7,ESP,3.0,WIGO J,4 - 7,235,USA,3:55,4
Turnover foul,10.0,4,7,ESP,3.0,PERRONE F,4 - 7,218,ESP,3:38,4
Steal,3.0,4,7,ESP,3.0,OBERT A,4 - 7,218,USA,3:38,4
Action shot - Saved,2.0,4,7,ESP,3.0,WIGO J,4 - 7,197,USA,3:17,4
5m shot - Saved,9.0,4,7,ESP,3.0,VALLES X,4 - 7,169,ESP,2:49,4
Turnover foul,8.0,4,7,ESP,3.0,AZEVEDO A,4 - 7,144,USA,2:24,4
Steal,10.0,4,7,ESP,3.0,PERRONE F,4 - 7,144,ESP,2:24,4
Action shot - Saved,10.0,4,7,ESP,3.0,PERRONE F,4 - 7,127,ESP,2:07,4
20 sec. exclusion in centre,10.0,4,7,ESP,3.0,HUTTEN T,4 - 7,100,USA,1:40,4
Exclusion with substitution,10.0,4,7,ESP,3.0,HUTTEN T,4 - 7,100,USA,1:40,4
Extra player shot - Saved,8.0,4,7,ESP,3.0,ESPANOL A,4 - 7,87,ESP,1:27,4
20 sec. exclusion in centre,12.0,4,7,ESP,3.0,GARCIA X,4 - 7,67,ESP,1:07,4
Extra player shot - Goal,2.0,4,7,ESP,3.0,WIGO J,5 - 7,49,USA,0:49,5
Turnover foul,3.0,4,7,ESP,3.0,de LERA R,5 - 7,33,ESP,0:33,5
Turnover foul,2.0,4,7,ESP,3.0,WIGO J,5 - 7,12,USA,0:12,5
Steal,10.0,4,7,ESP,3.0,PERRONE F,5 - 7,12,ESP,0:12,5
5m shot - Saved,3.0,4,7,ESP,3.0,de LERA R,5 - 7,5,ESP,0:05,5
5m shot - Post,9.0,4,7,ESP,3.0,BUCKNER S,5 - 7,1,USA,0:01,5
Starting goalkeeper,1.0,4,7,ESP,4.0,AGUILAR I,5 - 7,480,ESP,8:00,5
Starting goalkeeper,1.0,4,7,ESP,4.0,MOSES M,5 - 7,480,USA,8:00,5
Sprint won possession,12.0,4,7,ESP,4.0,GARCIA X,5 - 7,480,ESP,8:00,5
20 sec. exclusion in centre,2.0,4,7,ESP,4.0,WIGO J,5 - 7,457,USA,7:37,5
Time-Out,,4,7,ESP,4.0,,5 - 7,452,ESP,7:32,5
Action shot - Saved,8.0,4,7,ESP,4.0,ESPANOL A,5 - 7,433,ESP,7:13,5
Turnover foul,10.0,4,7,ESP,4.0,PERRONE F,5 - 7,413,ESP,6:53,5
Steal,1.0,4,7,ESP,4.0,MOSES M,5 - 7,413,USA,6:53,5
Penalty foul,6.0,4,7,ESP,4.0,MINGUELL M,5 - 7,398,ESP,6:38,5
Penalty shot - Goal,8.0,4,7,ESP,4.0,AZEVEDO A,6 - 7,398,USA,6:38,6
Turnover foul,9.0,4,7,ESP,4.0,VALLES X,6 - 7,378,ESP,6:18,6
20 sec. exclusion in centre,12.0,4,7,ESP,4.0,GARCIA X,6 - 7,357,ESP,5:57,6
20 sec. exclusion in field,9.0,4,7,ESP,4.0,VALLES X,6 - 7,339,ESP,5:39,6
Turnover foul,4.0,4,7,ESP,4.0,BOWEN A,6 - 7,320,USA,5:20,6
Steal,8.0,4,7,ESP,4.0,ESPANOL A,6 - 7,320,ESP,5:20,6
20 sec. exclusion in field,4.0,4,7,ESP,4.0,BOWEN A,6 - 7,319,USA,5:19,6
Action shot - Goal,5.0,4,8,ESP,4.0,MOLINA G,6 - 8,296,ESP,4:56,6
Turnover foul,12.0,4,8,ESP,4.0,MANN J,6 - 8,269,USA,4:29,6
Steal,8.0,4,8,ESP,4.0,ESPANOL A,6 - 8,269,ESP,4:29,6
Turnover foul,10.0,4,8,ESP,4.0,PERRONE F,6 - 8,255,ESP,4:15,6
Steal,8.0,4,8,ESP,4.0,AZEVEDO A,6 - 8,255,USA,4:15,6
Action shot - Saved,2.0,4,8,ESP,4.0,WIGO J,6 - 8,126,USA,2:06,6
Action shot - Saved,5.0,4,8,ESP,4.0,de TRANE M,6 - 8,116,USA,1:56,6
Turnover foul,4.0,4,8,ESP,4.0,BOWEN A,6 - 8,107,USA,1:47,6
Steal,12.0,4,8,ESP,4.0,GARCIA X,6 - 8,107,ESP,1:47,6
Action shot - Goal,8.0,4,10,ESP,4.0,ESPANOL A,6 - 10,83,ESP,1:23,6
20 sec. exclusion in field,3.0,4,10,ESP,4.0,de LERA R,6 - 10,71,ESP,1:11,6
Extra player shot - Post,2.0,4,10,ESP,4.0,WIGO J,6 - 10,56,USA,0:56,6
Extra player shot - Post,11.0,4,10,ESP,4.0,ROSENTHAL M,6 - 10,51,USA,0:51,6
20 sec. exclusion in centre,4.0,4,10,ESP,4.0,ALARCON R,6 - 10,22,ESP,0:22,6
Extra player shot - Saved,8.0,4,10,ESP,4.0,AZEVEDO A,6 - 10,6,USA,0:06,6
