Action,Cap,FRA,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Extra player shot,6.0,6,5,7,USA,3.0,SIMON T,6 - 7,9,FRA,0:09,Post,0
5m shot,7.0,6,5,7,USA,3.0,DUNSTAN T,6 - 7,1,USA,0:01,Saved,0
Penalty shot,6.0,6,5,8,USA,4.0,CUPIDO L,6 - 8,453,USA,7:33,Goal,1
5m shot,9.0,7,5,8,USA,4.0,MARZOUKI M,7 - 8,439,FRA,7:19,Goal,1
5m shot,11.0,7,5,8,USA,4.0,ROELSE A,7 - 8,347,USA,5:47,Post,0
5m shot,6.0,7,5,8,USA,4.0,SIMON T,7 - 8,323,FRA,5:23,Missed,0
Action shot,11.0,7,5,8,USA,4.0,ROELSE A,7 - 8,305,USA,5:05,Saved,0
Extra player shot,2.0,8,5,8,USA,4.0,SAUDADIER R,8 - 8,262,FRA,4:22,Goal,1
5m shot,9.0,8,5,8,USA,4.0,BOWEN A,8 - 8,242,USA,4:02,Saved,0
Action shot,10.0,8,5,8,USA,4.0,RAMIREZ C,8 - 8,226,USA,3:46,Saved,0
5m shot,6.0,8,5,8,USA,4.0,CUPIDO L,8 - 8,217,USA,3:37,Missed,0
5m shot,9.0,8,5,8,USA,4.0,MARZOUKI M,8 - 8,64,FRA,1:04,Saved,0
5m shot,6.0,8,5,10,USA,4.0,CUPIDO L,8 - 10,43,USA,0:43,Goal,1
Extra player shot,3.0,8,5,10,USA,4.0,KOVACEVIC I,8 - 10,30,FRA,0:30,Saved,0
Centre shot,12.0,8,5,11,USA,4.0,IRVING M,8 - 11,1,USA,0:01,Goal,1
