Action,Cap,FRA,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
20 sec. exclusion in field,7.0,10,2,11,AUS,4.0,CROUSILLAT U,10 - 11,2,FRA,0:02
Starting goalkeeper,13.0,0,3,0,HUN,1.0,FONTANI H,0 - 0,480,FRA,8:00
Starting goalkeeper,1.0,0,3,0,HUN,1.0,NAGY V,0 - 0,480,HUN,8:00
Sprint won possession,9.0,0,3,0,HUN,1.0,ERDELYI B,0 - 0,480,HUN,8:00
5m shot - Blocked,9.0,0,3,0,HUN,1.0,MARZOUKI M,0 - 0,427,FRA,7:07
Action shot - Goal,5.0,0,3,1,HUN,1.0,VAMOS M,0 - 1,417,HUN,6:57
Turnover foul,9.0,0,3,1,HUN,1.0,MARZOUKI M,0 - 1,402,FRA,6:42
Steal,5.0,0,3,1,HUN,1.0,VAMOS M,0 - 1,402,HUN,6:42
20 sec. exclusion in centre,4.0,0,3,1,HUN,1.0,PIOT L,0 - 1,386,FRA,6:26
Extra player shot - Goal,9.0,0,3,2,HUN,1.0,ERDELYI B,0 - 2,371,HUN,6:11
5m shot - Saved,7.0,0,3,2,HUN,1.0,CROUSILLAT U,0 - 2,348,FRA,5:48
20 sec. exclusion in centre,2.0,0,3,2,HUN,1.0,SAUDADIER R,0 - 2,320,FRA,5:20
Extra player shot - Goal,10.0,0,3,3,HUN,1.0,VARGA D,0 - 3,314,HUN,5:14
20 sec. exclusion in centre,2.0,0,3,3,HUN,1.0,TOROK B,0 - 3,296,HUN,4:56
Turnover foul,6.0,0,3,3,HUN,1.0,SIMON T,0 - 3,274,FRA,4:34
Steal,5.0,0,3,3,HUN,1.0,VAMOS M,0 - 3,274,HUN,4:34
5m shot - Goal,5.0,0,3,4,HUN,1.0,VAMOS M,0 - 4,249,HUN,4:09
Time-Out,,0,3,4,HUN,1.0,,0 - 4,249,FRA,4:09
Action shot - Missed,12.0,0,3,4,HUN,1.0,CAMARASA A,0 - 4,237,FRA,3:57
Action shot - Goal,4.0,0,3,5,HUN,1.0,ZALANKI G,0 - 5,219,HUN,3:39
Goalkeeper substitution,1.0,0,3,5,HUN,1.0,GARSAU R,0 - 5,219,FRA,3:39
Turnover foul,2.0,0,3,5,HUN,1.0,SAUDADIER R,0 - 5,195,FRA,3:15
Steal,9.0,0,3,5,HUN,1.0,ERDELYI B,0 - 5,195,HUN,3:15
20 sec. exclusion in centre,8.0,0,3,5,HUN,1.0,IZDINSKY M,0 - 5,167,FRA,2:47
Extra player shot - Goal,4.0,0,3,6,HUN,1.0,ZALANKI G,0 - 6,151,HUN,2:31
Action shot - Blocked,8.0,0,3,6,HUN,1.0,IZDINSKY M,0 - 6,124,FRA,2:04
20 sec. exclusion in centre,6.0,0,3,6,HUN,1.0,HOSNYANSZKY N,0 - 6,105,HUN,1:45
Action shot - Goal,8.0,1,3,6,HUN,1.0,IZDINSKY M,1 - 6,84,FRA,1:24
Turnover foul,7.0,1,3,6,HUN,1.0,DECKER A,1 - 6,62,HUN,1:02
Steal,3.0,1,3,6,HUN,1.0,KOVACEVIC I,1 - 6,62,FRA,1:02
Turnover foul,10.0,1,3,6,HUN,1.0,LAVERSANNE M,1 - 6,35,FRA,0:35
Turnover foul,4.0,1,3,6,HUN,1.0,ZALANKI G,1 - 6,32,HUN,0:32
20 sec. exclusion in centre,9.0,1,3,6,HUN,1.0,ERDELYI B,1 - 6,24,HUN,0:24
Extra player shot - Missed,11.0,1,3,6,HUN,1.0,PEISSON M,1 - 6,21,FRA,0:21
Time-Out,,1,3,6,HUN,1.0,,1 - 6,21,HUN,0:21
Starting goalkeeper,1.0,1,3,6,HUN,2.0,GARSAU R,1 - 6,480,FRA,8:00
Starting goalkeeper,1.0,1,3,6,HUN,2.0,NAGY V,1 - 6,480,HUN,8:00
Sprint won possession,3.0,1,3,6,HUN,2.0,MANHERCZ K,1 - 6,480,HUN,8:00
20 sec. exclusion in centre,9.0,1,3,6,HUN,2.0,MARZOUKI M,1 - 6,460,FRA,7:40
Action shot - Missed,5.0,1,3,6,HUN,2.0,VAMOS M,1 - 6,436,HUN,7:16
Turnover foul,11.0,1,3,6,HUN,2.0,PEISSON M,1 - 6,414,FRA,6:54
Turnover foul,11.0,1,3,6,HUN,2.0,MEZEI T,1 - 6,392,HUN,6:32
Steal,11.0,1,3,6,HUN,2.0,PEISSON M,1 - 6,392,FRA,6:32
Action shot - Blocked,4.0,1,3,6,HUN,2.0,PIOT L,1 - 6,366,FRA,6:06
Action shot - Saved,3.0,1,3,6,HUN,2.0,MANHERCZ K,1 - 6,355,HUN,5:55
20 sec. exclusion in centre,4.0,1,3,6,HUN,2.0,PIOT L,1 - 6,335,FRA,5:35
Extra player shot - Goal,3.0,1,3,7,HUN,2.0,MANHERCZ K,1 - 7,324,HUN,5:24
20 sec. exclusion in centre,7.0,1,3,7,HUN,2.0,DECKER A,1 - 7,301,HUN,5:01
Extra player shot - Goal,12.0,2,3,7,HUN,2.0,CAMARASA A,2 - 7,283,FRA,4:43
Action shot - Saved,10.0,2,3,7,HUN,2.0,VARGA D,2 - 7,252,HUN,4:12
Penalty foul,5.0,2,3,7,HUN,2.0,VAMOS M,2 - 7,225,HUN,3:45
Penalty shot - Goal,9.0,3,3,7,HUN,2.0,MARZOUKI M,3 - 7,225,FRA,3:45
Turnover foul,11.0,3,3,7,HUN,2.0,MEZEI T,3 - 7,208,HUN,3:28
Steal,10.0,3,3,7,HUN,2.0,LAVERSANNE M,3 - 7,208,FRA,3:28
Centre shot - Saved,2.0,3,3,7,HUN,2.0,SAUDADIER R,3 - 7,190,FRA,3:10
20 sec. exclusion in centre,6.0,3,3,7,HUN,2.0,SIMON T,3 - 7,168,FRA,2:48
Extra player shot - Goal,5.0,3,3,8,HUN,2.0,VAMOS M,3 - 8,157,HUN,2:37
5m shot - Blocked,7.0,3,3,8,HUN,2.0,CROUSILLAT U,3 - 8,129,FRA,2:09
Turnover foul,9.0,3,3,8,HUN,2.0,MARZOUKI M,3 - 8,106,FRA,1:46
Steal,3.0,3,3,8,HUN,2.0,MANHERCZ K,3 - 8,106,HUN,1:46
Turnover foul,11.0,3,3,8,HUN,2.0,MEZEI T,3 - 8,84,HUN,1:24
Steal,5.0,3,3,8,HUN,2.0,GUILLAUME D,3 - 8,84,FRA,1:24
Steal,6.0,3,3,8,HUN,4.0,HOSNYANSZKY N,3 - 8,262,HUN,4:22
5m shot - Blocked,6.0,3,3,8,HUN,4.0,HOSNYANSZKY N,3 - 8,239,HUN,3:59
Action shot - Saved,6.0,3,3,8,HUN,4.0,SIMON T,3 - 8,210,FRA,3:30
Turnover foul,11.0,3,3,8,HUN,4.0,MEZEI T,3 - 8,182,HUN,3:02
Steal,2.0,3,3,8,HUN,4.0,SAUDADIER R,3 - 8,182,FRA,3:02
5m shot - Saved,6.0,3,3,8,HUN,4.0,SIMON T,3 - 8,153,FRA,2:33
20 sec. exclusion in centre,3.0,3,3,8,HUN,4.0,KOVACEVIC I,3 - 8,132,FRA,2:12
Extra player shot - Saved,3.0,3,3,8,HUN,4.0,MANHERCZ K,3 - 8,114,HUN,1:54
Turnover foul,10.0,3,3,8,HUN,2.0,LAVERSANNE M,3 - 8,62,FRA,1:02
Centre shot - Saved,11.0,3,3,8,HUN,2.0,MEZEI T,3 - 8,35,HUN,0:35
Time-Out,,3,3,8,HUN,2.0,,3 - 8,34,FRA,0:34
5m shot - Goal,9.0,4,3,8,HUN,2.0,MARZOUKI M,4 - 8,10,FRA,0:10
Time-Out,,4,3,8,HUN,2.0,,4 - 8,10,HUN,0:10
Action shot - Saved,5.0,4,3,8,HUN,2.0,VAMOS M,4 - 8,1,HUN,0:01
Starting goalkeeper,13.0,4,3,8,HUN,3.0,FONTANI H,4 - 8,480,FRA,8:00
Starting goalkeeper,13.0,4,3,8,HUN,3.0,DECKER A,4 - 8,480,HUN,8:00
Sprint won possession,4.0,4,3,8,HUN,3.0,ZALANKI G,4 - 8,480,HUN,8:00
20 sec. exclusion in centre,6.0,4,3,8,HUN,3.0,SIMON T,4 - 8,462,FRA,7:42
20 sec. exclusion in centre,5.0,4,3,8,HUN,3.0,GUILLAUME D,4 - 8,457,FRA,7:37
Extra player shot - Goal,6.0,4,3,9,HUN,3.0,HOSNYANSZKY N,4 - 9,447,HUN,7:27
5m shot - Missed,3.0,4,3,9,HUN,3.0,KOVACEVIC I,4 - 9,422,FRA,7:02
20 sec. exclusion in centre,2.0,4,3,9,HUN,3.0,SAUDADIER R,4 - 9,406,FRA,6:46
Time-Out,,4,3,9,HUN,3.0,,4 - 9,405,HUN,6:45
Goalkeeper substitution,1.0,4,3,9,HUN,3.0,GARSAU R,4 - 9,404,FRA,6:44
Turnover foul,9.0,4,3,9,HUN,3.0,ERDELYI B,4 - 9,385,HUN,6:25
Steal,7.0,4,3,9,HUN,3.0,CROUSILLAT U,4 - 9,385,FRA,6:25
Turnover foul,12.0,4,3,9,HUN,3.0,CAMARASA A,4 - 9,363,FRA,6:03
5m shot - Missed,10.0,4,3,9,HUN,3.0,VARGA D,4 - 9,344,HUN,5:44
Turnover foul,1.0,4,3,9,HUN,3.0,GARSAU R,4 - 9,331,FRA,5:31
Steal,10.0,4,3,9,HUN,3.0,VARGA D,4 - 9,331,HUN,5:31
Counter attack - Goal,10.0,4,3,10,HUN,3.0,VARGA D,4 - 10,324,HUN,5:24
5m shot - Missed,7.0,4,3,10,HUN,3.0,CROUSILLAT U,4 - 10,321,FRA,5:21
20 sec. exclusion in centre,11.0,4,3,10,HUN,3.0,PEISSON M,4 - 10,277,FRA,4:37
Extra player shot - Saved,9.0,4,3,10,HUN,3.0,ERDELYI B,4 - 10,271,HUN,4:31
Extra player shot - Goal,8.0,4,3,11,HUN,3.0,GOR-NAGY M,4 - 11,265,HUN,4:25
20 sec. exclusion in centre,8.0,4,3,11,HUN,3.0,GOR-NAGY M,4 - 11,239,HUN,3:59
Time-Out,,4,3,11,HUN,3.0,,4 - 11,239,FRA,3:59
Action shot - Saved,6.0,4,3,11,HUN,3.0,SIMON T,4 - 11,217,FRA,3:37
Action shot - Saved,5.0,4,3,11,HUN,3.0,VAMOS M,4 - 11,198,HUN,3:18
5m shot - Saved,9.0,4,3,11,HUN,3.0,MARZOUKI M,4 - 11,174,FRA,2:54
Turnover foul,2.0,4,3,11,HUN,3.0,TOROK B,4 - 11,172,HUN,2:52
20 sec. exclusion in centre,2.0,4,3,11,HUN,3.0,TOROK B,4 - 11,159,HUN,2:39
Turnover foul,3.0,4,3,11,HUN,3.0,KOVACEVIC I,4 - 11,139,FRA,2:19
5m shot - Post,3.0,4,3,11,HUN,3.0,MANHERCZ K,4 - 11,113,HUN,1:53
Centre shot - Saved,7.0,4,3,11,HUN,3.0,DECKER A,4 - 11,108,HUN,1:48
5m shot - Post,3.0,4,3,11,HUN,3.0,MANHERCZ K,4 - 11,80,HUN,1:20
Turnover foul,12.0,4,3,11,HUN,3.0,CAMARASA A,4 - 11,65,FRA,1:05
Steal,3.0,4,3,11,HUN,3.0,MANHERCZ K,4 - 11,65,HUN,1:05
Action shot - Saved,9.0,4,3,11,HUN,3.0,ERDELYI B,4 - 11,50,HUN,0:50
20 sec. exclusion in centre,7.0,4,3,11,HUN,3.0,DECKER A,4 - 11,22,HUN,0:22
Extra player shot - Goal,12.0,5,3,11,HUN,3.0,CAMARASA A,5 - 11,5,FRA,0:05
5m shot - Saved,5.0,5,3,11,HUN,3.0,VAMOS M,5 - 11,1,HUN,0:01
Starting goalkeeper,1.0,5,3,11,HUN,4.0,GARSAU R,5 - 11,480,FRA,8:00
Starting goalkeeper,13.0,5,3,11,HUN,4.0,DECKER A,5 - 11,480,HUN,8:00
Sprint won possession,4.0,5,3,11,HUN,4.0,ZALANKI G,5 - 11,480,HUN,8:00
5m shot - Missed,4.0,5,3,11,HUN,4.0,ZALANKI G,5 - 11,452,HUN,7:32
5m shot - Saved,3.0,5,3,11,HUN,4.0,KOVACEVIC I,5 - 11,426,FRA,7:06
Turnover foul,4.0,5,3,11,HUN,4.0,ZALANKI G,5 - 11,425,HUN,7:05
Action shot - Goal,9.0,6,3,11,HUN,4.0,MARZOUKI M,6 - 11,402,FRA,6:42
20 sec. exclusion in field,12.0,6,3,11,HUN,4.0,CAMARASA A,6 - 11,383,FRA,6:23
Exclusion with substitution,11.0,6,3,11,HUN,4.0,PEISSON M,6 - 11,366,FRA,6:06
Extra player shot - Goal,5.0,6,3,12,HUN,4.0,VAMOS M,6 - 12,359,HUN,5:59
Action shot - Saved,8.0,6,3,12,HUN,4.0,IZDINSKY M,6 - 12,336,FRA,5:36
Centre shot - Saved,12.0,6,3,12,HUN,4.0,CAMARASA A,6 - 12,315,FRA,5:15
Double exclusion,12.0,6,3,12,HUN,4.0,CAMARASA A,6 - 12,312,FRA,5:12
Double exclusion,7.0,6,3,12,HUN,4.0,DECKER A,6 - 12,312,HUN,5:12
Exclusion with substitution,7.0,6,3,12,HUN,4.0,DECKER A,6 - 12,312,HUN,5:12
Action shot - Goal,10.0,6,3,13,HUN,4.0,VARGA D,6 - 13,288,HUN,4:48
Turnover foul,9.0,6,3,13,HUN,4.0,MARZOUKI M,6 - 13,262,FRA,4:22
Turnover foul,3.0,6,3,13,HUN,4.0,KOVACEVIC I,6 - 13,85,FRA,1:25
20 sec. exclusion in centre,10.0,6,3,13,HUN,4.0,LAVERSANNE M,6 - 13,63,FRA,1:03
Time-Out,,6,3,13,HUN,4.0,,6 - 13,60,HUN,1:00
Centre shot - Saved,6.0,6,3,13,HUN,4.0,HOSNYANSZKY N,6 - 13,40,HUN,0:40
Time-Out,,6,3,13,HUN,4.0,,6 - 13,34,FRA,0:34
20 sec. exclusion in centre,2.0,6,3,13,HUN,4.0,TOROK B,6 - 13,14,HUN,0:14
Exclusion with substitution,2.0,6,3,13,HUN,4.0,TOROK B,6 - 13,14,HUN,0:14
Extra player shot - Goal,9.0,7,3,13,HUN,4.0,MARZOUKI M,7 - 13,1,FRA,0:01
Starting goalkeeper,1.0,0,4,0,CAN,1.0,RADENOVIC M,0 - 0,480,CAN,8:00
Starting goalkeeper,1.0,0,4,0,CAN,1.0,GARSAU R,0 - 0,480,FRA,8:00
Sprint won possession,3.0,0,4,0,CAN,1.0,KOVACEVIC I,0 - 0,480,FRA,8:00
Turnover foul,2.0,0,4,0,CAN,1.0,SAUDADIER R,0 - 0,461,FRA,7:41
20 sec. exclusion in centre,4.0,0,4,0,CAN,1.0,PIOT L,0 - 0,442,FRA,7:22
Extra player shot - Goal,12.0,0,4,1,CAN,1.0,THUMWOOD D,1 - 0,423,CAN,7:03
5m shot - Blocked,7.0,0,4,1,CAN,1.0,CROUSILLAT U,1 - 0,389,FRA,6:29
5m shot - Goal,9.0,1,4,1,CAN,1.0,MARZOUKI M,1 - 1,375,FRA,6:15
5m shot - Post,7.0,1,4,1,CAN,1.0,D'SOUZA R,1 - 1,350,CAN,5:50
Turnover foul,9.0,1,4,1,CAN,1.0,MARZOUKI M,1 - 1,322,FRA,5:22
Steal,6.0,1,4,1,CAN,1.0,ROBINSON S,1 - 1,322,CAN,5:22
5m shot - Saved,12.0,1,4,1,CAN,1.0,THUMWOOD D,1 - 1,307,CAN,5:07
Turnover foul,7.0,1,4,1,CAN,1.0,D'SOUZA R,1 - 1,290,CAN,4:50
20 sec. exclusion in centre,9.0,1,4,1,CAN,1.0,RADOJCIC D,1 - 1,277,CAN,4:37
Extra player shot - Saved,12.0,1,4,1,CAN,1.0,THUMWOOD D,1 - 1,259,CAN,4:19
Penalty foul,3.0,1,4,1,CAN,1.0,KOVACEVIC I,1 - 1,239,FRA,3:59
Penalty shot - Goal,12.0,1,4,2,CAN,1.0,THUMWOOD D,2 - 1,239,CAN,3:59
Turnover foul,12.0,1,4,2,CAN,1.0,CAMARASA A,2 - 1,220,FRA,3:40
Steal,11.0,1,4,2,CAN,1.0,TORAKIS G,2 - 1,220,CAN,3:40
20 sec. exclusion in centre,9.0,1,4,2,CAN,1.0,MARZOUKI M,2 - 1,208,FRA,3:28
Action shot - Blocked,6.0,1,4,2,CAN,1.0,ROBINSON S,2 - 1,181,CAN,3:01
5m shot - Goal,10.0,1,4,3,CAN,1.0,SOLEIMANIPAK A,3 - 1,176,CAN,2:56
20 sec. exclusion in centre,11.0,1,4,3,CAN,1.0,TORAKIS G,3 - 1,160,CAN,2:40
Time-Out,,1,4,3,CAN,1.0,,3 - 1,159,FRA,2:39
20 sec. exclusion in centre,2.0,1,4,3,CAN,1.0,PATTERSON G,3 - 1,150,CAN,2:30
Extra player shot - Goal,3.0,2,4,3,CAN,1.0,KOVACEVIC I,3 - 2,145,FRA,2:25
Action shot - Saved,6.0,2,4,3,CAN,1.0,ROBINSON S,3 - 2,114,CAN,1:54
Counter attack - Goal,6.0,3,4,3,CAN,1.0,SIMON T,3 - 3,108,FRA,1:48
20 sec. exclusion in centre,6.0,3,4,3,CAN,1.0,SIMON T,3 - 3,94,FRA,1:34
Time-Out,,3,4,3,CAN,1.0,,3 - 3,94,CAN,1:34
Extra player shot - Saved,8.0,3,4,3,CAN,1.0,LAPINS D,3 - 3,77,CAN,1:17
5m shot - Post,3.0,3,4,3,CAN,1.0,KOVACEVIC I,3 - 3,49,FRA,0:49
5m shot - Goal,7.0,3,4,4,CAN,1.0,D'SOUZA R,4 - 3,28,CAN,0:28
20 sec. exclusion in centre,6.0,3,4,4,CAN,1.0,ROBINSON S,4 - 3,12,CAN,0:12
Action shot - Missed,11.0,3,4,4,CAN,1.0,PEISSON M,4 - 3,2,FRA,0:02
Starting goalkeeper,1.0,3,4,4,CAN,2.0,RADENOVIC M,4 - 3,480,CAN,8:00
Starting goalkeeper,1.0,3,4,4,CAN,2.0,GARSAU R,4 - 3,480,FRA,8:00
Sprint won possession,2.0,3,4,4,CAN,2.0,PATTERSON G,4 - 3,480,CAN,8:00
Turnover foul,4.0,3,4,4,CAN,2.0,CONSTANTIN-BICARI,4 - 3,451,CAN,7:31
Steal,1.0,3,4,4,CAN,2.0,GARSAU R,4 - 3,451,FRA,7:31
20 sec. exclusion in centre,7.0,3,4,4,CAN,2.0,D'SOUZA R,4 - 3,431,CAN,7:11
Action shot - Saved,7.0,3,4,4,CAN,2.0,CROUSILLAT U,4 - 3,409,FRA,6:49
5m shot - Post,9.0,3,4,4,CAN,2.0,MARZOUKI M,4 - 3,387,FRA,6:27
Action shot - Saved,6.0,3,4,4,CAN,2.0,ROBINSON S,4 - 3,368,CAN,6:08
Penalty foul,4.0,3,4,4,CAN,2.0,CONSTANTIN-BICARI,4 - 3,359,CAN,5:59
Penalty shot - Goal,9.0,4,4,4,CAN,2.0,MARZOUKI M,4 - 4,359,FRA,5:59
5m shot - Blocked,11.0,4,4,4,CAN,2.0,TORAKIS G,4 - 4,330,CAN,5:30
Action shot - Post,11.0,4,4,4,CAN,2.0,PEISSON M,4 - 4,302,FRA,5:02
20 sec. exclusion in centre,9.0,4,4,4,CAN,2.0,RADOJCIC D,4 - 4,289,CAN,4:49
Extra player shot - Saved,5.0,4,4,4,CAN,2.0,GUILLAUME D,4 - 4,262,FRA,4:22
20 sec. exclusion in field,10.0,4,4,4,CAN,2.0,SOLEIMANIPAK A,4 - 4,240,CAN,4:00
Time-Out,,4,4,4,CAN,2.0,,4 - 4,240,FRA,4:00
Action shot - Goal,7.0,5,4,4,CAN,2.0,CROUSILLAT U,4 - 5,219,FRA,3:39
Centre shot - Goal,4.0,5,4,5,CAN,2.0,CONSTANTIN-BICARI,5 - 5,191,CAN,3:11
Turnover foul,9.0,5,4,5,CAN,2.0,MARZOUKI M,5 - 5,168,FRA,2:48
Steal,6.0,5,4,5,CAN,2.0,ROBINSON S,5 - 5,168,CAN,2:48
Turnover foul,8.0,5,4,5,CAN,2.0,LAPINS D,5 - 5,147,CAN,2:27
Action shot - Missed,9.0,5,4,5,CAN,2.0,MARZOUKI M,5 - 5,129,FRA,2:09
Turnover foul,7.0,5,4,5,CAN,2.0,D'SOUZA R,5 - 5,98,CAN,1:38
Steal,3.0,5,4,5,CAN,2.0,KOVACEVIC I,5 - 5,98,FRA,1:38
Turnover foul,12.0,5,4,5,CAN,2.0,CAMARASA A,5 - 5,70,FRA,1:10
20 sec. exclusion in centre,4.0,5,4,5,CAN,4.0,PIOT L,5 - 5,282,FRA,4:42
Exclusion with substitution,4.0,5,4,5,CAN,4.0,PIOT L,5 - 5,282,FRA,4:42
Action shot - Saved,4.0,5,4,5,CAN,4.0,CONSTANTIN-BICARI,5 - 5,258,CAN,4:18
Action shot - Goal,5.0,10,4,6,CAN,4.0,GUILLAUME D,6 - 10,240,FRA,4:00
5m shot - Saved,12.0,10,4,6,CAN,4.0,THUMWOOD D,6 - 10,213,CAN,3:33
20 sec. exclusion in centre,8.0,10,4,6,CAN,4.0,LAPINS D,6 - 10,189,CAN,3:09
Turnover foul,5.0,10,4,6,CAN,4.0,GUILLAUME D,6 - 10,180,FRA,3:00
Steal,12.0,10,4,6,CAN,4.0,THUMWOOD D,6 - 10,180,CAN,3:00
5m shot - Saved,11.0,10,4,6,CAN,4.0,TORAKIS G,6 - 10,153,CAN,2:33
5m shot - Saved,12.0,10,4,6,CAN,4.0,THUMWOOD D,6 - 10,129,CAN,2:09
20 sec. exclusion in centre,12.0,10,4,6,CAN,2.0,CAMARASA A,6 - 10,70,FRA,1:10
Exclusion with substitution,12.0,10,4,6,CAN,2.0,CAMARASA A,6 - 10,70,FRA,1:10
Action shot - Blocked,12.0,10,4,6,CAN,2.0,THUMWOOD D,6 - 10,43,CAN,0:43
Turnover foul,2.0,10,4,6,CAN,2.0,SAUDADIER R,6 - 10,23,FRA,0:23
Time-Out,,10,4,6,CAN,2.0,,6 - 10,23,CAN,0:23
20 sec. exclusion in field,5.0,10,4,6,CAN,2.0,GUILLAUME D,6 - 10,8,FRA,0:08
Turnover foul,12.0,10,4,6,CAN,2.0,THUMWOOD D,6 - 10,3,CAN,0:03
Steal,7.0,10,4,6,CAN,2.0,CROUSILLAT U,6 - 10,3,FRA,0:03
Yellow card,,10,4,6,CAN,2.0,Team Official,6 - 10,1,FRA,0:01
Starting goalkeeper,1.0,10,4,6,CAN,3.0,RADENOVIC M,6 - 10,480,CAN,8:00
Starting goalkeeper,1.0,10,4,6,CAN,3.0,GARSAU R,6 - 10,480,FRA,8:00
Sprint won possession,5.0,10,4,6,CAN,3.0,HALAJIAN M,6 - 10,480,CAN,8:00
Turnover foul,7.0,10,4,6,CAN,3.0,D'SOUZA R,6 - 10,463,CAN,7:43
20 sec. exclusion in field,7.0,10,4,6,CAN,3.0,D'SOUZA R,6 - 10,463,CAN,7:43
Turnover foul,7.0,10,4,6,CAN,3.0,CROUSILLAT U,6 - 10,434,FRA,7:14
Steal,5.0,10,4,6,CAN,3.0,HALAJIAN M,6 - 10,434,CAN,7:14
5m shot - Post,4.0,10,4,6,CAN,3.0,CONSTANTIN-BICARI,6 - 10,413,CAN,6:53
20 sec. exclusion in field,7.0,10,4,6,CAN,3.0,D'SOUZA R,6 - 10,400,CAN,6:40
Exclusion with substitution,7.0,10,4,6,CAN,3.0,D'SOUZA R,6 - 10,400,CAN,6:40
Extra player shot - Post,5.0,10,4,6,CAN,3.0,GUILLAUME D,6 - 10,376,FRA,6:16
5m shot - Goal,9.0,6,4,5,CAN,3.0,MARZOUKI M,5 - 6,373,FRA,6:13
20 sec. exclusion in centre,6.0,6,4,5,CAN,3.0,SIMON T,5 - 6,361,FRA,6:01
Extra player shot - Missed,4.0,6,4,5,CAN,3.0,CONSTANTIN-BICARI,5 - 6,346,CAN,5:46
20 sec. exclusion in centre,11.0,6,4,5,CAN,3.0,TORAKIS G,5 - 6,328,CAN,5:28
5m shot - Saved,3.0,6,4,5,CAN,3.0,KOVACEVIC I,5 - 6,312,FRA,5:12
20 sec. exclusion in centre,9.0,6,4,5,CAN,3.0,MARZOUKI M,5 - 6,292,FRA,4:52
Time-Out,,6,4,5,CAN,3.0,,5 - 6,292,CAN,4:52
Turnover foul,10.0,6,4,5,CAN,3.0,SOLEIMANIPAK A,5 - 6,273,CAN,4:33
Steal,3.0,6,4,5,CAN,3.0,KOVACEVIC I,5 - 6,273,FRA,4:33
5m shot - Saved,7.0,6,4,5,CAN,3.0,CROUSILLAT U,5 - 6,246,FRA,4:06
5m shot - Post,11.0,6,4,5,CAN,3.0,TORAKIS G,5 - 6,224,CAN,3:44
Turnover foul,3.0,6,4,5,CAN,3.0,KOVACEVIC I,5 - 6,193,FRA,3:13
Steal,11.0,6,4,5,CAN,3.0,TORAKIS G,5 - 6,193,CAN,3:13
Turnover foul,4.0,6,4,5,CAN,3.0,CONSTANTIN-BICARI,5 - 6,160,CAN,2:40
Steal,2.0,6,4,5,CAN,3.0,SAUDADIER R,5 - 6,160,FRA,2:40
Action shot - Goal,11.0,7,4,5,CAN,3.0,PEISSON M,5 - 7,149,FRA,2:29
20 sec. exclusion in centre,4.0,7,4,5,CAN,3.0,PIOT L,5 - 7,130,FRA,2:10
Extra player shot - Goal,2.0,7,4,6,CAN,3.0,PATTERSON G,6 - 7,120,CAN,2:00
5m shot - Saved,7.0,7,4,6,CAN,3.0,CROUSILLAT U,6 - 7,95,FRA,1:35
Turnover foul,8.0,7,4,6,CAN,3.0,LAPINS D,6 - 7,67,CAN,1:07
20 sec. exclusion in field,2.0,7,4,6,CAN,3.0,PATTERSON G,6 - 7,52,CAN,0:52
Time-Out,,7,4,6,CAN,3.0,,6 - 7,52,FRA,0:52
Action shot - Missed,6.0,7,4,6,CAN,3.0,SIMON T,6 - 7,24,FRA,0:24
5m shot - Blocked,4.0,7,4,6,CAN,3.0,CONSTANTIN-BICARI,6 - 7,10,CAN,0:10
5m shot - Missed,6.0,7,4,6,CAN,3.0,ROBINSON S,6 - 7,10,CAN,0:10
Starting goalkeeper,1.0,7,4,6,CAN,4.0,RADENOVIC M,6 - 7,480,CAN,8:00
Starting goalkeeper,1.0,7,4,6,CAN,4.0,GARSAU R,6 - 7,480,FRA,8:00
Sprint won possession,3.0,7,4,6,CAN,4.0,KOVACEVIC I,6 - 7,480,FRA,8:00
20 sec. exclusion in centre,6.0,7,4,6,CAN,4.0,ROBINSON S,6 - 7,454,CAN,7:34
Centre shot - Saved,11.0,7,4,6,CAN,4.0,PEISSON M,6 - 7,435,FRA,7:15
Double exclusion,4.0,7,4,6,CAN,4.0,CONSTANTIN-BICARI,6 - 7,423,CAN,7:03
Double exclusion,11.0,7,4,6,CAN,4.0,PEISSON M,6 - 7,423,FRA,7:03
Time-Out,,7,4,6,CAN,4.0,,6 - 7,423,CAN,7:03
Yellow card,,7,4,6,CAN,4.0,Team Official,6 - 7,423,CAN,7:03
20 sec. exclusion in centre,9.0,7,4,6,CAN,4.0,RADOJCIC D,6 - 7,382,CAN,6:22
Exclusion with substitution,9.0,7,4,6,CAN,4.0,RADOJCIC D,6 - 7,382,CAN,6:22
Extra player shot - Goal,7.0,8,4,6,CAN,4.0,CROUSILLAT U,6 - 8,378,FRA,6:18
Centre shot - Missed,4.0,8,4,6,CAN,4.0,CONSTANTIN-BICARI,6 - 8,352,CAN,5:52
5m shot - Saved,7.0,8,4,6,CAN,4.0,CROUSILLAT U,6 - 8,335,FRA,5:35
5m shot - Saved,10.0,8,4,6,CAN,4.0,SOLEIMANIPAK A,6 - 8,307,CAN,5:07
Counter attack - Goal,7.0,9,4,6,CAN,4.0,CROUSILLAT U,6 - 9,298,FRA,4:58
Turnover foul,4.0,9,4,6,CAN,4.0,CONSTANTIN-BICARI,6 - 9,103,CAN,1:43
Steal,7.0,9,4,6,CAN,4.0,CROUSILLAT U,6 - 9,103,FRA,1:43
5m shot - Post,9.0,9,4,6,CAN,4.0,MARZOUKI M,6 - 9,77,FRA,1:17
