ARG,Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
3,Action shot - Goal,12.0,3,9,HUN,2.0,YANEZ G,9 - 3,20,ARG,0:20
3,5m shot - Saved,10.0,3,9,HUN,2.0,VARGA D,9 - 3,0,HUN,0:00
3,5m shot - Saved,8.0,3,9,HUN,2.0,SZIVOS M,9 - 3,0,HUN,0:00
3,Starting goalkeeper,1.0,3,9,HUN,3.0,NAGY V,9 - 3,480,HUN,8:00
3,Starting goalkeeper,1.0,3,9,HUN,3.0,MALNERO D,9 - 3,480,ARG,8:00
3,Sprint won possession,10.0,3,9,HUN,3.0,VARGA D,9 - 3,480,HUN,8:00
3,Action shot - Goal,10.0,3,10,HUN,3.0,VARGA D,10 - 3,453,HUN,7:33
3,Turnover foul,9.0,3,10,HUN,3.0,CARABANTES I,10 - 3,418,ARG,6:58
3,Turnover foul,3.0,3,10,HUN,3.0,MADARAS N,10 - 3,398,HUN,6:38
4,Action shot - Goal,5.0,3,10,HUN,3.0,LOPEZ E,10 - 4,382,ARG,6:22
4,Action shot - Goal,12.0,3,11,HUN,3.0,HARAI B,11 - 4,361,HUN,6:01
4,5m shot - Saved,11.0,3,11,HUN,3.0,DEMARCHI F,11 - 4,338,ARG,5:38
4,Action shot - Blocked,10.0,3,11,HUN,3.0,VARGA D,11 - 4,317,HUN,5:17
4,20 sec. exclusion in centre,4.0,3,11,HUN,3.0,MONUTTI A,11 - 4,317,ARG,5:17
4,Exclusion with substitution,4.0,3,11,HUN,3.0,MONUTTI A,11 - 4,317,ARG,5:17
4,Extra player shot - Goal,5.0,3,12,HUN,3.0,VAMOS M,12 - 4,299,HUN,4:59
4,Double exclusion,5.0,3,12,HUN,3.0,VAMOS M,12 - 4,276,HUN,4:36
4,Double exclusion,9.0,3,12,HUN,3.0,CARABANTES I,12 - 4,276,ARG,4:36
4,Extra player shot - Goal,9.0,3,13,HUN,3.0,VARGA D,13 - 4,247,HUN,4:07
4,5m shot - Saved,2.0,3,13,HUN,3.0,VEICH R,13 - 4,224,ARG,3:44
4,20 sec. exclusion in centre,8.0,3,13,HUN,3.0,CORSI E,13 - 4,201,ARG,3:21
4,Turnover foul,9.0,3,13,HUN,3.0,VARGA D,13 - 4,187,HUN,3:07
4,5m shot - Saved,9.0,3,13,HUN,3.0,CARABANTES I,13 - 4,159,ARG,2:39
4,20 sec. exclusion in centre,11.0,3,13,HUN,3.0,BEDO K,13 - 4,159,HUN,2:39
4,Time-Out,,3,13,HUN,3.0,,13 - 4,159,ARG,2:39
4,Turnover foul,7.0,3,13,HUN,3.0,MONTANE J,13 - 4,139,ARG,2:19
4,Steal,7.0,3,13,HUN,3.0,ANGYAL D,13 - 4,139,HUN,2:19
4,5m shot - Goal,6.0,3,14,HUN,3.0,HOSNYANSZKY N,14 - 4,111,HUN,1:51
4,Turnover foul,7.0,3,14,HUN,3.0,MONTANE J,14 - 4,82,ARG,1:22
4,Action shot - Saved,11.0,3,14,HUN,3.0,BEDO K,14 - 4,67,HUN,1:07
4,5m shot - Missed,12.0,3,14,HUN,3.0,YANEZ G,14 - 4,36,ARG,0:36
4,Time-Out,,3,14,HUN,3.0,,14 - 4,36,HUN,0:36
4,20 sec. exclusion in centre,2.0,3,14,HUN,3.0,VEICH R,14 - 4,17,ARG,0:17
4,Extra player shot - Goal,4.0,3,15,HUN,3.0,ERDELYI B,15 - 4,3,HUN,0:03
4,5m shot - Blocked,2.0,3,15,HUN,3.0,VEICH R,15 - 4,1,ARG,0:01
4,Starting goalkeeper,1.0,3,15,HUN,4.0,NAGY V,15 - 4,480,HUN,8:00
4,Starting goalkeeper,1.0,3,15,HUN,4.0,MALNERO D,15 - 4,480,ARG,8:00
4,Sprint won possession,10.0,3,15,HUN,4.0,VARGA D,15 - 4,480,HUN,8:00
4,Action shot - Saved,12.0,3,15,HUN,4.0,HARAI B,15 - 4,463,HUN,7:43
4,Turnover foul,5.0,3,15,HUN,4.0,LOPEZ E,15 - 4,436,ARG,7:16
4,Steal,3.0,3,15,HUN,4.0,MADARAS N,15 - 4,436,HUN,7:16
4,Action shot - Goal,10.0,3,16,HUN,4.0,VARGA D,16 - 4,422,HUN,7:02
4,Turnover foul,9.0,3,16,HUN,4.0,CARABANTES I,16 - 4,392,ARG,6:32
4,Steal,2.0,3,16,HUN,4.0,GOR-NAGY M,16 - 4,392,HUN,6:32
4,Action shot - Goal,5.0,3,17,HUN,4.0,VAMOS M,17 - 4,374,HUN,6:14
4,Turnover foul,8.0,3,17,HUN,4.0,CORSI E,17 - 4,351,ARG,5:51
4,Action shot - Post,8.0,3,17,HUN,4.0,SZIVOS M,17 - 4,333,HUN,5:33
4,Action shot - Saved,12.0,3,17,HUN,4.0,YANEZ G,17 - 4,304,ARG,5:04
4,Action shot - Saved,3.0,3,17,HUN,4.0,MADARAS N,17 - 4,279,HUN,4:39
4,Turnover foul,12.0,3,17,HUN,4.0,YANEZ G,17 - 4,246,ARG,4:06
4,Turnover foul,4.0,3,17,HUN,4.0,ERDELYI B,17 - 4,226,HUN,3:46
4,Steal,8.0,3,17,HUN,4.0,CORSI E,17 - 4,226,ARG,3:46
4,Time-Out,,3,17,HUN,4.0,,17 - 4,226,ARG,3:46
4,Action shot - Saved,2.0,3,17,HUN,4.0,VEICH R,17 - 4,202,ARG,3:22
4,Action shot - Saved,11.0,3,17,HUN,4.0,BEDO K,17 - 4,176,HUN,2:56
4,Action shot - Post,2.0,3,17,HUN,4.0,VEICH R,17 - 4,157,ARG,2:37
4,Action shot - Goal,5.0,3,18,HUN,4.0,VAMOS M,18 - 4,137,HUN,2:17
4,Action shot - Goal,10.0,3,19,HUN,4.0,VARGA D,19 - 4,89,HUN,1:29
4,Turnover foul,2.0,3,19,HUN,4.0,VEICH R,19 - 4,55,ARG,0:55
4,Steal,9.0,3,19,HUN,4.0,VARGA D,19 - 4,55,HUN,0:55
4,Counter attack - Goal,10.0,3,20,HUN,4.0,VARGA D,20 - 4,41,HUN,0:41
4,Steal,10.0,3,20,HUN,4.0,VARGA D,20 - 4,25,HUN,0:25
4,Turnover foul,10.0,3,20,HUN,4.0,DASZCZYK J,20 - 4,25,ARG,0:25
4,Counter attack - Goal,10.0,3,21,HUN,4.0,VARGA D,21 - 4,14,HUN,0:14
0,Starting goalkeeper,1.0,4,0,JPN,1.0,MALNERO D,0 - 0,480,ARG,8:00
0,Starting goalkeeper,1.0,4,0,JPN,1.0,TANAMURA K,0 - 0,480,JPN,8:00
0,Sprint won possession,4.0,4,0,JPN,1.0,SHIGA M,0 - 0,480,JPN,8:00
0,Turnover foul,6.0,4,0,JPN,1.0,IIDA A,0 - 0,451,JPN,7:31
0,Steal,2.0,4,0,JPN,1.0,VEICH R,0 - 0,451,ARG,7:31
0,Turnover foul,9.0,4,0,JPN,1.0,CARABANTES I,0 - 0,427,ARG,7:07
0,Steal,6.0,4,0,JPN,1.0,IIDA A,0 - 0,427,JPN,7:07
0,Turnover foul,6.0,4,0,JPN,1.0,IIDA A,0 - 0,408,JPN,6:48
0,Turnover foul,1.0,4,0,JPN,1.0,MALNERO D,0 - 0,398,ARG,6:38
0,Counter attack - Post,9.0,4,0,JPN,1.0,TAKEI K,0 - 0,392,JPN,6:32
0,Turnover foul,2.0,4,0,JPN,1.0,VEICH R,0 - 0,364,ARG,6:04
0,Counter attack - Goal,9.0,4,1,JPN,1.0,TAKEI K,0 - 1,356,JPN,5:56
0,Turnover foul,11.0,4,1,JPN,1.0,DEMARCHI F,0 - 1,330,ARG,5:30
0,Action shot - Goal,4.0,4,2,JPN,1.0,SHIGA M,0 - 2,316,JPN,5:16
0,Turnover foul,2.0,4,2,JPN,1.0,VEICH R,0 - 2,294,ARG,4:54
0,Steal,11.0,4,2,JPN,1.0,OKAWA K,0 - 2,294,JPN,4:54
0,Counter attack - Goal,6.0,4,3,JPN,1.0,IIDA A,0 - 3,285,JPN,4:45
0,Turnover foul,9.0,4,3,JPN,1.0,CARABANTES I,0 - 3,262,ARG,4:22
0,Time-Out,,4,3,JPN,1.0,,0 - 3,262,JPN,4:22
0,20 sec. exclusion in centre,12.0,4,3,JPN,1.0,YANEZ G,0 - 3,262,ARG,4:22
0,Exclusion with substitution,12.0,4,3,JPN,1.0,YANEZ G,0 - 3,262,ARG,4:22
0,Extra player shot - Saved,2.0,4,3,JPN,1.0,ADACHI S,0 - 3,244,JPN,4:04
0,Turnover foul,9.0,4,3,JPN,1.0,CARABANTES I,0 - 3,224,ARG,3:44
0,Steal,12.0,4,3,JPN,1.0,HAZUI S,0 - 3,224,JPN,3:44
0,Action shot - Blocked,11.0,4,3,JPN,1.0,OKAWA K,0 - 3,199,JPN,3:19
0,Time-Out,,4,3,JPN,1.0,,0 - 3,199,ARG,3:19
0,Turnover foul,2.0,4,3,JPN,1.0,VEICH R,0 - 3,183,ARG,3:03
0,Steal,4.0,4,3,JPN,1.0,SHIGA M,0 - 3,183,JPN,3:03
0,Turnover foul,4.0,4,3,JPN,1.0,SHIGA M,0 - 3,168,JPN,2:48
0,20 sec. exclusion in centre,4.0,4,3,JPN,1.0,MONUTTI A,0 - 3,125,ARG,2:05
0,Centre shot - Post,2.0,4,3,JPN,1.0,ADACHI S,0 - 3,101,JPN,1:41
0,Action shot - Goal,11.0,4,4,JPN,1.0,OKAWA K,0 - 4,98,JPN,1:38
0,Turnover foul,7.0,4,4,JPN,1.0,MONTANE J,0 - 4,70,ARG,1:10
0,5m shot - Post,8.0,4,4,JPN,1.0,KADONO Y,0 - 4,43,JPN,0:43
0,Double exclusion,5.0,4,4,JPN,1.0,YANASE A,0 - 4,43,JPN,0:43
0,Double exclusion,11.0,4,4,JPN,1.0,DEMARCHI F,0 - 4,42,ARG,0:42
0,5m shot - Post,10.0,4,4,JPN,1.0,DASZCZYK J,0 - 4,5,ARG,0:05
0,Starting goalkeeper,1.0,4,4,JPN,2.0,MALNERO D,0 - 4,480,ARG,8:00
0,Starting goalkeeper,1.0,4,4,JPN,2.0,TANAMURA K,0 - 4,480,JPN,8:00
0,Sprint won possession,2.0,4,4,JPN,2.0,ADACHI S,0 - 4,480,JPN,8:00
0,Turnover foul,3.0,4,4,JPN,2.0,ARAI A,0 - 4,455,JPN,7:35
0,Turnover foul,3.0,4,4,JPN,2.0,ARAI A,0 - 4,426,JPN,7:06
0,Turnover foul,4.0,4,4,JPN,2.0,MONUTTI A,0 - 4,391,ARG,6:31
0,20 sec. exclusion in centre,11.0,4,4,JPN,2.0,DEMARCHI F,0 - 4,391,ARG,6:31
0,Extra player shot - Saved,6.0,4,4,JPN,2.0,IIDA A,0 - 4,383,JPN,6:23
0,Turnover foul,9.0,4,4,JPN,2.0,CARABANTES I,0 - 4,352,ARG,5:52
0,Turnover foul,4.0,4,4,JPN,2.0,SHIGA M,0 - 4,335,JPN,5:35
1,Action shot - Goal,9.0,4,4,JPN,2.0,CARABANTES I,1 - 4,316,ARG,5:16
1,Turnover foul,11.0,4,4,JPN,2.0,OKAWA K,1 - 4,295,JPN,4:55
1,Steal,2.0,4,4,JPN,2.0,VEICH R,1 - 4,295,ARG,4:55
2,Action shot - Goal,11.0,4,4,JPN,2.0,DEMARCHI F,2 - 4,271,ARG,4:31
2,Turnover foul,10.0,4,4,JPN,2.0,YASUDA K,2 - 4,246,JPN,4:06
2,Steal,8.0,4,4,JPN,2.0,CORSI E,2 - 4,246,ARG,4:06
2,Time-Out,,4,4,JPN,2.0,,2 - 4,246,ARG,4:06
2,5m shot - Blocked,9.0,4,4,JPN,2.0,CARABANTES I,2 - 4,227,ARG,3:47
2,Action shot - Saved,12.0,4,4,JPN,2.0,HAZUI S,2 - 4,213,JPN,3:33
2,Action shot - Saved,11.0,4,4,JPN,2.0,DEMARCHI F,2 - 4,185,ARG,3:05
2,20 sec. exclusion in centre,8.0,4,4,JPN,2.0,KADONO Y,2 - 4,142,JPN,2:22
2,5m shot - Saved,11.0,4,4,JPN,2.0,DEMARCHI F,2 - 4,114,ARG,1:54
2,Action shot - Goal,9.0,4,5,JPN,2.0,TAKEI K,2 - 5,99,JPN,1:39
2,20 sec. exclusion in centre,4.0,4,5,JPN,2.0,SHIGA M,2 - 5,76,JPN,1:16
2,Centre shot - Saved,8.0,4,5,JPN,2.0,CORSI E,2 - 5,53,ARG,0:53
2,Turnover foul,2.0,4,5,JPN,2.0,VEICH R,2 - 5,43,ARG,0:43
2,Centre shot - Goal,2.0,4,6,JPN,2.0,ADACHI S,2 - 6,35,JPN,0:35
2,20 sec. exclusion in centre,2.0,4,6,JPN,4.0,VEICH R,2 - 6,86,ARG,1:26
2,Exclusion with substitution,2.0,4,6,JPN,4.0,VEICH R,2 - 6,86,ARG,1:26
6,Extra player shot - Goal,5.0,4,14,JPN,4.0,YANASE A,6 - 14,83,JPN,1:23
6,Action shot - Missed,3.0,4,14,JPN,4.0,GALIMBERTI T,6 - 14,53,ARG,0:53
6,Turnover foul,2.0,4,14,JPN,2.0,VEICH R,6 - 14,4,ARG,0:04
6,Steal,3.0,4,14,JPN,2.0,ARAI A,6 - 14,4,JPN,0:04
6,Starting goalkeeper,1.0,4,14,JPN,3.0,MALNERO D,6 - 14,480,ARG,8:00
6,Starting goalkeeper,13.0,4,14,JPN,3.0,FUKUSHIMA T,6 - 14,480,JPN,8:00
6,Sprint won possession,2.0,4,14,JPN,3.0,ADACHI S,6 - 14,480,JPN,8:00
6,Turnover foul,12.0,4,14,JPN,3.0,HAZUI S,6 - 14,456,JPN,7:36
6,Turnover foul,9.0,4,14,JPN,3.0,CARABANTES I,6 - 14,433,ARG,7:13
2,5m shot - Goal,12.0,4,7,JPN,3.0,HAZUI S,2 - 7,422,JPN,7:02
3,Action shot - Goal,9.0,4,7,JPN,3.0,CARABANTES I,3 - 7,397,ARG,6:37
3,20 sec. exclusion in centre,2.0,4,7,JPN,3.0,VEICH R,3 - 7,378,ARG,6:18
3,Extra player shot - Goal,7.0,4,8,JPN,3.0,SHIMIZU Y,3 - 8,378,JPN,6:18
3,Turnover foul,8.0,4,8,JPN,3.0,CORSI E,3 - 8,352,ARG,5:52
3,Steal,5.0,4,8,JPN,3.0,YANASE A,3 - 8,352,JPN,5:52
3,Centre shot - Goal,6.0,4,9,JPN,3.0,IIDA A,3 - 9,345,JPN,5:45
3,Turnover foul,3.0,4,9,JPN,3.0,GALIMBERTI T,3 - 9,315,ARG,5:15
3,Turnover foul,3.0,4,9,JPN,3.0,ARAI A,3 - 9,288,JPN,4:48
3,Steal,10.0,4,9,JPN,3.0,DASZCZYK J,3 - 9,286,ARG,4:46
3,Action shot - Saved,9.0,4,9,JPN,3.0,CARABANTES I,3 - 9,251,ARG,4:11
3,Turnover foul,6.0,4,9,JPN,3.0,IIDA A,3 - 9,234,JPN,3:54
3,Turnover foul,2.0,4,9,JPN,3.0,VEICH R,3 - 9,210,ARG,3:30
3,Steal,13.0,4,9,JPN,3.0,FUKUSHIMA T,3 - 9,210,JPN,3:30
3,20 sec. exclusion in centre,11.0,4,9,JPN,3.0,OKAWA K,3 - 9,207,JPN,3:27
3,Exclusion with substitution,11.0,4,9,JPN,3.0,OKAWA K,3 - 9,207,JPN,3:27
3,Time-Out,,4,9,JPN,3.0,,3 - 9,207,ARG,3:27
3,Turnover foul,10.0,4,9,JPN,3.0,DASZCZYK J,3 - 9,183,ARG,3:03
3,Turnover foul,4.0,4,9,JPN,3.0,SHIGA M,3 - 9,159,JPN,2:39
3,20 sec. exclusion in centre,3.0,4,9,JPN,3.0,ARAI A,3 - 9,145,JPN,2:25
3,Centre shot - Saved,9.0,4,9,JPN,3.0,CARABANTES I,3 - 9,122,ARG,2:02
3,20 sec. exclusion in centre,8.0,4,9,JPN,3.0,CORSI E,3 - 9,107,ARG,1:47
3,Extra player shot - Goal,4.0,4,10,JPN,3.0,SHIGA M,3 - 10,103,JPN,1:43
3,20 sec. exclusion in centre,10.0,4,10,JPN,3.0,YASUDA K,3 - 10,78,JPN,1:18
4,Extra player shot - Goal,11.0,4,10,JPN,3.0,DEMARCHI F,4 - 10,69,ARG,1:09
4,Turnover foul,4.0,4,10,JPN,3.0,SHIGA M,4 - 10,48,JPN,0:48
4,Steal,9.0,4,10,JPN,3.0,CARABANTES I,4 - 10,48,ARG,0:48
4,5m shot - Saved,2.0,4,10,JPN,3.0,VEICH R,4 - 10,21,ARG,0:21
4,Time-Out,,4,10,JPN,3.0,,4 - 10,20,JPN,0:20
4,20 sec. exclusion in centre,2.0,4,10,JPN,3.0,VEICH R,4 - 10,20,ARG,0:20
4,Extra player shot - Post,8.0,4,10,JPN,3.0,KADONO Y,4 - 10,5,JPN,0:05
4,Starting goalkeeper,1.0,4,10,JPN,4.0,MALNERO D,4 - 10,480,ARG,8:00
4,Starting goalkeeper,13.0,4,10,JPN,4.0,FUKUSHIMA T,4 - 10,480,JPN,8:00
4,Sprint won possession,2.0,4,10,JPN,4.0,ADACHI S,4 - 10,480,JPN,8:00
4,Turnover foul,2.0,4,10,JPN,4.0,ADACHI S,4 - 10,457,JPN,7:37
4,Turnover foul,8.0,4,10,JPN,4.0,CORSI E,4 - 10,426,ARG,7:06
4,5m shot - Goal,9.0,4,11,JPN,4.0,TAKEI K,4 - 11,398,JPN,6:38
4,Turnover foul,2.0,4,11,JPN,4.0,VEICH R,4 - 11,380,ARG,6:20
4,Turnover foul,12.0,4,11,JPN,4.0,HAZUI S,4 - 11,362,JPN,6:02
4,5m shot - Saved,11.0,4,11,JPN,4.0,DEMARCHI F,4 - 11,330,ARG,5:30
4,Action shot - Goal,9.0,4,12,JPN,4.0,TAKEI K,4 - 12,322,JPN,5:22
4,Turnover foul,5.0,4,12,JPN,4.0,LOPEZ E,4 - 12,291,ARG,4:51
4,Action shot - Saved,3.0,4,12,JPN,4.0,ARAI A,4 - 12,277,JPN,4:37
5,Action shot - Goal,9.0,4,12,JPN,4.0,CARABANTES I,5 - 12,256,ARG,4:16
5,Turnover foul,10.0,4,12,JPN,4.0,YASUDA K,5 - 12,239,JPN,3:59
5,20 sec. exclusion in centre,6.0,4,12,JPN,4.0,IIDA A,5 - 12,239,JPN,3:59
5,Time-Out,,4,12,JPN,4.0,,5 - 12,239,ARG,3:59
5,Action shot - Saved,8.0,4,12,JPN,4.0,CORSI E,5 - 12,213,ARG,3:33
5,Turnover foul,2.0,4,12,JPN,4.0,ADACHI S,5 - 12,193,JPN,3:13
5,Steal,2.0,4,12,JPN,4.0,VEICH R,5 - 12,193,ARG,3:13
5,Turnover foul,9.0,4,12,JPN,4.0,CARABANTES I,5 - 12,186,ARG,3:06
5,Counter attack - Goal,10.0,4,13,JPN,4.0,YASUDA K,5 - 13,173,JPN,2:53
5,Action shot - Saved,8.0,4,13,JPN,4.0,CORSI E,5 - 13,147,ARG,2:27
5,20 sec. exclusion in centre,8.0,4,13,JPN,4.0,CORSI E,5 - 13,142,ARG,2:22
5,Time-Out,,4,13,JPN,4.0,,5 - 13,142,JPN,2:22
5,Extra player shot - Saved,8.0,4,13,JPN,4.0,KADONO Y,5 - 13,118,JPN,1:58
6,Counter attack - Goal,11.0,4,13,JPN,4.0,DEMARCHI F,6 - 13,109,ARG,1:49
6,Turnover foul,8.0,4,13,JPN,4.0,KADONO Y,6 - 13,35,JPN,0:35
6,Turnover foul,9.0,4,13,JPN,4.0,CARABANTES I,6 - 13,30,ARG,0:30
6,5m shot - Saved,11.0,4,13,JPN,4.0,DEMARCHI F,6 - 13,2,ARG,0:02
0,Starting goalkeeper,1.0,5,0,CHN,1.0,WU H,0 - 0,480,CHN,8:00
0,Starting goalkeeper,1.0,5,0,CHN,1.0,MALNERO D,0 - 0,480,ARG,8:00
0,Sprint won possession,5.0,5,0,CHN,1.0,LU W,0 - 0,480,CHN,8:00
0,Turnover foul,10.0,5,0,CHN,1.0,CHEN J,0 - 0,454,CHN,7:34
0,Turnover foul,12.0,5,0,CHN,1.0,YANEZ G,0 - 0,426,ARG,7:06
0,Turnover foul,5.0,5,0,CHN,1.0,LU W,0 - 0,411,CHN,6:51
0,Steal,8.0,5,0,CHN,1.0,CORSI E,0 - 0,411,ARG,6:51
0,Turnover foul,11.0,5,0,CHN,1.0,DEMARCHI F,0 - 0,396,ARG,6:36
0,Steal,4.0,5,0,CHN,1.0,DONG T,0 - 0,396,CHN,6:36
0,20 sec. exclusion in field,11.0,5,0,CHN,1.0,DEMARCHI F,0 - 0,396,ARG,6:36
0,Action shot - Goal,11.0,5,1,CHN,1.0,ZHANG C,1 - 0,370,CHN,6:10
0,Turnover foul,2.0,5,1,CHN,1.0,VEICH R,1 - 0,344,ARG,5:44
0,Steal,2.0,5,1,CHN,1.0,TAN F,1 - 0,344,CHN,5:44
0,20 sec. exclusion in centre,10.0,5,1,CHN,1.0,DASZCZYK J,1 - 0,323,ARG,5:23
0,Extra player shot - Goal,6.0,5,2,CHN,1.0,LI L,2 - 0,305,CHN,5:05
0,20 sec. exclusion in centre,6.0,5,2,CHN,1.0,LI L,2 - 0,277,CHN,4:37
0,Turnover foul,2.0,5,2,CHN,1.0,VEICH R,2 - 0,254,ARG,4:14
0,Action shot - Goal,12.0,5,3,CHN,1.0,LIANG N,3 - 0,227,CHN,3:47
0,Time-Out,,5,3,CHN,1.0,,3 - 0,227,ARG,3:47
0,5m shot - Saved,9.0,5,3,CHN,1.0,CARABANTES I,3 - 0,202,ARG,3:22
0,5m shot - Goal,11.0,5,4,CHN,1.0,ZHANG C,4 - 0,184,CHN,3:04
0,Action shot - Saved,11.0,5,4,CHN,1.0,DEMARCHI F,4 - 0,162,ARG,2:42
0,Counter attack - Goal,9.0,5,5,CHN,1.0,XIE Z,5 - 0,151,CHN,2:31
1,5m shot - Goal,12.0,5,5,CHN,1.0,YANEZ G,5 - 1,137,ARG,2:17
1,Action shot - Saved,4.0,5,5,CHN,1.0,DONG T,5 - 1,111,CHN,1:51
1,20 sec. exclusion in centre,8.0,5,5,CHN,1.0,LI L,5 - 1,95,CHN,1:35
2,Extra player shot - Goal,12.0,5,5,CHN,1.0,YANEZ G,5 - 2,89,ARG,1:29
2,20 sec. exclusion in centre,2.0,5,5,CHN,1.0,VEICH R,5 - 2,65,ARG,1:05
2,Action shot - Post,9.0,5,5,CHN,1.0,XIE Z,5 - 2,41,CHN,0:41
2,5m shot - Blocked,11.0,5,5,CHN,1.0,ZHANG C,5 - 2,26,CHN,0:26
2,Centre shot - Goal,12.0,5,6,CHN,1.0,LIANG N,6 - 2,12,CHN,0:12
2,5m shot - Saved,2.0,5,6,CHN,1.0,VEICH R,6 - 2,0,ARG,0:00
2,Starting goalkeeper,1.0,5,6,CHN,2.0,WU H,6 - 2,480,CHN,8:00
2,Starting goalkeeper,1.0,5,6,CHN,2.0,MALNERO D,6 - 2,480,ARG,8:00
2,Sprint won possession,8.0,5,6,CHN,2.0,CORSI E,6 - 2,480,ARG,8:00
2,20 sec. exclusion in centre,5.0,5,6,CHN,2.0,LU W,6 - 2,455,CHN,7:35
3,Centre shot - Goal,2.0,5,6,CHN,2.0,VEICH R,6 - 3,442,ARG,7:22
3,Action shot - Blocked,10.0,5,6,CHN,2.0,CHEN J,6 - 3,422,CHN,7:02
3,5m shot - Goal,5.0,5,7,CHN,2.0,LU W,7 - 3,375,CHN,6:15
3,20 sec. exclusion in centre,12.0,5,7,CHN,2.0,LIANG N,7 - 3,347,CHN,5:47
4,5m shot - Goal,9.0,5,7,CHN,2.0,CARABANTES I,7 - 4,325,ARG,5:25
4,5m shot - Blocked,2.0,5,7,CHN,2.0,TAN F,7 - 4,302,CHN,5:02
4,5m shot - Saved,12.0,5,7,CHN,2.0,YANEZ G,7 - 4,280,ARG,4:40
4,Turnover foul,2.0,5,7,CHN,2.0,VEICH R,7 - 4,263,ARG,4:23
4,Counter attack - Missed,5.0,5,7,CHN,2.0,LU W,7 - 4,254,CHN,4:14
4,Turnover foul,2.0,5,7,CHN,2.0,VEICH R,7 - 4,235,ARG,3:55
4,Steal,2.0,5,7,CHN,2.0,TAN F,7 - 4,235,CHN,3:55
4,Counter attack - Saved,2.0,5,7,CHN,2.0,TAN F,7 - 4,224,CHN,3:44
4,5m shot - Saved,6.0,5,7,CHN,2.0,LI L,7 - 4,204,CHN,3:24
4,20 sec. exclusion in field,6.0,5,7,CHN,2.0,LI L,7 - 4,195,CHN,3:15
5,Extra player shot - Goal,12.0,5,7,CHN,2.0,YANEZ G,7 - 5,190,ARG,3:10
5,Turnover foul,10.0,5,7,CHN,2.0,CHEN J,7 - 5,163,CHN,2:43
5,20 sec. exclusion in centre,5.0,5,7,CHN,2.0,LU W,7 - 5,139,CHN,2:19
5,Time-Out,,5,7,CHN,2.0,,7 - 5,139,ARG,2:19
5,Turnover foul,2.0,5,7,CHN,2.0,VEICH R,7 - 5,127,ARG,2:07
5,Counter attack - Goal,4.0,5,8,CHN,2.0,DONG T,8 - 5,114,CHN,1:54
5,Turnover foul,9.0,5,8,CHN,2.0,CARABANTES I,8 - 5,87,ARG,1:27
5,Steal,9.0,5,8,CHN,2.0,XIE Z,8 - 5,87,CHN,1:27
5,Counter attack - Goal,4.0,5,9,CHN,2.0,DONG T,9 - 5,75,CHN,1:15
6,5m shot - Goal,12.0,5,9,CHN,2.0,YANEZ G,9 - 6,60,ARG,1:00
6,5m shot - Saved,3.0,5,9,CHN,2.0,HU Z,9 - 6,36,CHN,0:36
6,Turnover foul,11.0,5,9,CHN,2.0,ZHANG C,9 - 6,26,CHN,0:26
6,Steal,8.0,5,9,CHN,2.0,CORSI E,9 - 6,26,ARG,0:26
6,5m shot - Missed,9.0,5,9,CHN,2.0,CARABANTES I,9 - 6,8,ARG,0:08
8,Extra player shot - Goal,2.0,5,15,CHN,4.0,TAN F,15 - 8,134,CHN,2:14
8,5m shot - Blocked,2.0,5,15,CHN,4.0,VEICH R,15 - 8,109,ARG,1:49
8,Turnover foul,7.0,5,15,CHN,4.0,CHEN Z,15 - 8,86,CHN,1:26
8,Steal,12.0,5,15,CHN,4.0,YANEZ G,15 - 8,86,ARG,1:26
8,Time-Out,,5,15,CHN,4.0,,15 - 8,86,ARG,1:26
8,Goalkeeper substitution,1.0,5,15,CHN,4.0,WU H,15 - 8,86,CHN,1:26
8,Goalkeeper substitution,13.0,5,15,CHN,4.0,LIANG Z,15 - 8,86,CHN,1:26
8,20 sec. exclusion in centre,9.0,5,15,CHN,4.0,XIE Z,15 - 8,75,CHN,1:15
8,5m shot - Missed,11.0,5,15,CHN,2.0,ZHANG C,15 - 8,0,CHN,0:00
8,Starting goalkeeper,1.0,5,15,CHN,3.0,WU H,15 - 8,480,CHN,8:00
8,Starting goalkeeper,13.0,5,15,CHN,3.0,TESTA F,15 - 8,480,ARG,8:00
8,Sprint won possession,3.0,5,15,CHN,3.0,HU Z,15 - 8,480,CHN,8:00
8,5m shot - Post,2.0,5,15,CHN,3.0,TAN F,15 - 8,451,CHN,7:31
7,5m shot - Goal,9.0,5,9,CHN,3.0,CARABANTES I,9 - 7,421,ARG,7:01
7,Action shot - Saved,12.0,5,9,CHN,3.0,LIANG N,9 - 7,404,CHN,6:44
7,Turnover foul,11.0,5,9,CHN,3.0,DEMARCHI F,9 - 7,401,ARG,6:41
7,Turnover foul,3.0,5,9,CHN,3.0,HU Z,9 - 7,390,CHN,6:30
7,Steal,9.0,5,9,CHN,3.0,CARABANTES I,9 - 7,390,ARG,6:30
7,Turnover foul,11.0,5,9,CHN,3.0,DEMARCHI F,9 - 7,374,ARG,6:14
7,Steal,1.0,5,9,CHN,3.0,WU H,9 - 7,374,CHN,6:14
7,Counter attack - Goal,4.0,5,10,CHN,3.0,DONG T,10 - 7,360,CHN,6:00
7,Turnover foul,5.0,5,10,CHN,3.0,LOPEZ E,10 - 7,339,ARG,5:39
