Action,Cap,Game,JPN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Counter attack - Goal,6.0,3,0,11,USA,3.0,STEFFENS M,0 - 11,352,USA,5:52
Goalkeeper substitution,1.0,3,0,11,USA,3.0,HILL S,0 - 11,335,USA,5:35
Turnover foul,6.0,3,0,11,USA,3.0,STEFFENS M,0 - 11,305,USA,5:05
Action shot - Missed,12.0,3,0,11,USA,3.0,CRAIG K,0 - 11,263,USA,4:23
Turnover foul,3.0,3,0,11,USA,3.0,KAZAMA Y,0 - 11,244,JPN,4:04
Steal,11.0,3,0,11,USA,3.0,FISCHER M,0 - 11,244,USA,4:04
Turnover foul,11.0,3,0,11,USA,3.0,FISCHER M,0 - 11,233,USA,3:53
Turnover foul,7.0,3,0,11,USA,3.0,NAKANO Y,0 - 11,219,JPN,3:39
Action shot - Goal,12.0,3,0,12,USA,3.0,CRAIG K,0 - 12,196,USA,3:16
Turnover foul,4.0,3,0,12,USA,3.0,MAGARIYAMA S,0 - 12,167,JPN,2:47
Steal,10.0,3,0,12,USA,3.0,GILCHRIST K,0 - 12,167,USA,2:47
Counter attack - Goal,9.0,3,0,13,USA,3.0,GROSSMAN A,0 - 13,157,USA,2:37
20 sec. exclusion in centre,11.0,3,0,13,USA,3.0,FISCHER M,0 - 13,142,USA,2:22
Time-Out,,3,0,13,USA,3.0,,0 - 13,140,JPN,2:20
Goalkeeper substitution,13.0,3,0,13,USA,3.0,UMEDA Y,0 - 13,140,JPN,2:20
Extra player shot - Saved,2.0,3,0,13,USA,3.0,SAKANOUE C,0 - 13,120,JPN,2:00
Action shot - Goal,9.0,3,0,14,USA,3.0,GROSSMAN A,0 - 14,104,USA,1:44
Action shot - Goal,7.0,3,1,14,USA,3.0,NAKANO Y,1 - 14,74,JPN,1:14
Turnover foul,11.0,3,1,14,USA,3.0,FISCHER M,1 - 14,52,USA,0:52
20 sec. exclusion in centre,4.0,3,1,14,USA,3.0,MAGARIYAMA S,1 - 14,51,JPN,0:51
Extra player shot - Missed,10.0,3,1,14,USA,3.0,GILCHRIST K,1 - 14,32,USA,0:32
5m shot - Saved,6.0,3,1,14,USA,3.0,TAKAHASHI A,1 - 14,13,JPN,0:13
Starting goalkeeper,13.0,3,1,14,USA,4.0,UMEDA Y,1 - 14,480,JPN,8:00
Starting goalkeeper,1.0,3,1,14,USA,4.0,HILL S,1 - 14,480,USA,8:00
Sprint won possession,8.0,3,1,14,USA,4.0,NEUSHUL K,1 - 14,480,USA,8:00
Turnover foul,6.0,3,1,14,USA,4.0,STEFFENS M,1 - 14,456,USA,7:36
Turnover foul,11.0,3,1,14,USA,4.0,TOKUMOTO M,1 - 14,432,JPN,7:12
Steal,6.0,3,1,14,USA,4.0,STEFFENS M,1 - 14,432,USA,7:12
Turnover foul,2.0,3,1,14,USA,4.0,SAKANOUE C,1 - 14,386,JPN,6:26
Centre shot - Post,6.0,3,1,14,USA,4.0,STEFFENS M,1 - 14,362,USA,6:02
20 sec. exclusion in centre,7.0,3,1,14,USA,4.0,MATHEWSON C,1 - 14,344,USA,5:44
Time-Out,,3,1,14,USA,4.0,,1 - 14,344,JPN,5:44
Action shot - Blocked,7.0,3,1,14,USA,4.0,NAKANO Y,1 - 14,325,JPN,5:25
Counter attack - Goal,7.0,3,2,14,USA,4.0,NAKANO Y,2 - 14,286,JPN,4:46
Action shot - Goal,9.0,3,2,15,USA,4.0,GROSSMAN A,2 - 15,276,USA,4:36
Turnover foul,8.0,3,2,15,USA,4.0,HASHIGUCHI M,2 - 15,248,JPN,4:08
Action shot - Goal,11.0,3,2,16,USA,4.0,FISCHER M,2 - 16,231,USA,3:51
Turnover foul,9.0,3,2,16,USA,4.0,GROSSMAN A,2 - 16,162,USA,2:42
Turnover foul,6.0,3,2,16,USA,4.0,TAKAHASHI A,2 - 16,151,JPN,2:31
Time-Out,,3,2,16,USA,4.0,,2 - 16,151,USA,2:31
Turnover foul,2.0,3,2,16,USA,4.0,MUSSELMAN M,2 - 16,128,USA,2:08
Turnover foul,5.0,3,2,16,USA,4.0,NAKATA M,2 - 16,100,JPN,1:40
Steal,9.0,3,2,16,USA,4.0,GROSSMAN A,2 - 16,100,USA,1:40
Turnover foul,1.0,3,2,16,USA,4.0,HILL S,2 - 16,84,USA,1:24
Steal,12.0,3,2,16,USA,4.0,SUZUKI K,2 - 16,84,JPN,1:24
Turnover foul,12.0,3,2,16,USA,4.0,SUZUKI K,2 - 16,77,JPN,1:17
Steal,10.0,3,2,16,USA,4.0,GILCHRIST K,2 - 16,77,USA,1:17
Action shot - Goal,2.0,3,2,17,USA,4.0,MUSSELMAN M,2 - 17,49,USA,0:49
Turnover foul,2.0,3,2,17,USA,4.0,SAKANOUE C,2 - 17,22,JPN,0:22
Action shot - Missed,3.0,3,2,17,USA,4.0,SEIDEMANN M,2 - 17,1,USA,0:01
Starting goalkeeper,1.0,4,0,0,FRA,1.0,MIURA R,0 - 0,480,JPN,8:00
Starting goalkeeper,1.0,4,0,0,FRA,1.0,DERENTY L,0 - 0,480,FRA,8:00
Sprint won possession,5.0,4,0,0,FRA,1.0,NAKATA M,0 - 0,480,JPN,8:00
Turnover foul,2.0,4,0,0,FRA,1.0,SAKANOUE C,0 - 0,459,JPN,7:39
Turnover foul,3.0,4,0,0,FRA,1.0,BACHELIER L,0 - 0,440,FRA,7:20
Steal,7.0,4,0,0,FRA,1.0,NAKANO Y,0 - 0,440,JPN,7:20
20 sec. exclusion in centre,2.0,4,0,0,FRA,1.0,MILLOT E,0 - 0,420,FRA,7:00
Extra player shot - Goal,5.0,4,1,0,FRA,1.0,NAKATA M,1 - 0,403,JPN,6:43
Turnover foul,7.0,4,1,0,FRA,1.0,BARBIEUX M,1 - 0,376,FRA,6:16
Steal,2.0,4,1,0,FRA,1.0,SAKANOUE C,1 - 0,376,JPN,6:16
Action shot - Goal,6.0,4,2,0,FRA,1.0,TAKAHASHI A,2 - 0,355,JPN,5:55
Turnover foul,5.0,4,2,0,FRA,1.0,GUILLET L,2 - 0,336,FRA,5:36
5m shot - Saved,7.0,4,2,0,FRA,1.0,NAKANO Y,2 - 0,310,JPN,5:10
Turnover foul,3.0,4,2,0,FRA,1.0,BACHELIER L,2 - 0,286,FRA,4:46
Steal,10.0,4,2,0,FRA,1.0,MORI T,2 - 0,286,JPN,4:46
Action shot - Saved,11.0,4,2,0,FRA,1.0,TOKUMOTO M,2 - 0,248,JPN,4:08
Centre shot - Post,3.0,4,2,0,FRA,1.0,BACHELIER L,2 - 0,224,FRA,3:44
Centre shot - Goal,7.0,4,3,0,FRA,1.0,NAKANO Y,3 - 0,200,JPN,3:20
Turnover foul,3.0,4,3,0,FRA,1.0,BACHELIER L,3 - 0,175,FRA,2:55
20 sec. exclusion in centre,11.0,4,3,0,FRA,1.0,TOKUMOTO M,3 - 0,175,JPN,2:55
5m shot - Missed,2.0,4,3,0,FRA,1.0,MILLOT E,3 - 0,148,FRA,2:28
Turnover foul,12.0,4,3,0,FRA,1.0,SUZUKI K,3 - 0,139,JPN,2:19
Steal,4.0,4,3,0,FRA,1.0,SACRE A,3 - 0,139,FRA,2:19
20 sec. exclusion in centre,3.0,4,3,0,FRA,1.0,KAZAMA Y,3 - 0,124,JPN,2:04
Extra player shot - Goal,5.0,4,3,1,FRA,1.0,GUILLET L,3 - 1,105,FRA,1:45
Turnover foul,7.0,4,3,1,FRA,1.0,NAKANO Y,3 - 1,82,JPN,1:22
Steal,3.0,4,3,1,FRA,1.0,BACHELIER L,3 - 1,82,FRA,1:22
Penalty foul,8.0,4,3,1,FRA,1.0,HASHIGUCHI M,3 - 1,73,JPN,1:13
Penalty shot - Goal,5.0,4,3,2,FRA,1.0,GUILLET L,3 - 2,73,FRA,1:13
5m shot - Saved,4.0,4,3,2,FRA,1.0,MAGARIYAMA S,3 - 2,46,JPN,0:46
Time-Out,,4,3,2,FRA,1.0,,3 - 2,45,FRA,0:45
Turnover foul,5.0,4,3,2,FRA,1.0,GUILLET L,3 - 2,17,FRA,0:17
Steal,11.0,4,3,2,FRA,1.0,TOKUMOTO M,3 - 2,17,JPN,0:17
Action shot - Saved,2.0,4,3,2,FRA,1.0,SAKANOUE C,3 - 2,0,JPN,0:00
Starting goalkeeper,1.0,4,3,2,FRA,2.0,MIURA R,3 - 2,480,JPN,8:00
Starting goalkeeper,1.0,4,3,2,FRA,2.0,DERENTY L,3 - 2,480,FRA,8:00
Sprint won possession,4.0,4,3,2,FRA,2.0,SACRE A,3 - 2,480,FRA,8:00
Turnover foul,7.0,4,3,2,FRA,2.0,BARBIEUX M,3 - 2,451,FRA,7:31
Steal,8.0,4,3,2,FRA,2.0,HASHIGUCHI M,3 - 2,451,JPN,7:31
5m shot - Missed,8.0,4,3,2,FRA,2.0,HASHIGUCHI M,3 - 2,429,JPN,7:09
Turnover foul,5.0,4,3,2,FRA,2.0,GUILLET L,3 - 2,398,FRA,6:38
Turnover foul,4.0,4,3,2,FRA,2.0,MAGARIYAMA S,3 - 2,380,JPN,6:20
Action shot - Goal,6.0,4,3,3,FRA,2.0,MAHIEU G,3 - 3,356,FRA,5:56
Turnover foul,4.0,4,3,3,FRA,2.0,MAGARIYAMA S,3 - 3,326,JPN,5:26
Steal,7.0,4,3,3,FRA,2.0,BARBIEUX M,3 - 3,326,FRA,5:26
Action shot - Goal,5.0,4,3,4,FRA,2.0,GUILLET L,3 - 4,313,FRA,5:13
Extra player shot - Saved,2.0,4,3,4,FRA,2.0,SAKANOUE C,3 - 4,295,JPN,4:55
Penalty foul,4.0,4,3,4,FRA,2.0,MAGARIYAMA S,3 - 4,273,JPN,4:33
Penalty shot - Goal,5.0,4,3,5,FRA,2.0,GUILLET L,3 - 5,273,FRA,4:33
20 sec. exclusion in centre,7.0,4,3,5,FRA,2.0,BARBIEUX M,3 - 5,255,FRA,4:15
Extra player shot - Goal,12.0,4,4,5,FRA,2.0,SUZUKI K,4 - 5,239,JPN,3:59
Turnover foul,8.0,4,4,5,FRA,2.0,HASHIGUCHI M,4 - 5,181,JPN,3:01
Turnover foul,2.0,4,4,5,FRA,2.0,MILLOT E,4 - 5,159,FRA,2:39
Turnover foul,7.0,4,4,5,FRA,2.0,NAKANO Y,4 - 5,135,JPN,2:15
Turnover foul,2.0,4,4,5,FRA,2.0,MILLOT E,4 - 5,114,FRA,1:54
Steal,4.0,4,4,5,FRA,2.0,MAGARIYAMA S,4 - 5,114,JPN,1:54
Time-Out,,4,4,5,FRA,2.0,,4 - 5,113,JPN,1:53
5m shot - Saved,10.0,4,4,5,FRA,2.0,MORI T,4 - 5,96,JPN,1:36
Turnover foul,3.0,4,4,5,FRA,2.0,KAZAMA Y,4 - 5,77,JPN,1:17
Turnover foul,3.0,4,4,5,FRA,2.0,BACHELIER L,4 - 5,65,FRA,1:05
Action shot - Post,5.0,4,4,5,FRA,2.0,NAKATA M,4 - 5,57,JPN,0:57
Time-Out,,4,4,5,FRA,2.0,,4 - 5,56,FRA,0:56
Turnover foul,3.0,4,4,5,FRA,2.0,BACHELIER L,4 - 5,32,FRA,0:32
5m shot - Post,8.0,4,4,5,FRA,2.0,HASHIGUCHI M,4 - 5,16,JPN,0:16
Action shot - Saved,3.0,4,4,5,FRA,4.0,KAZAMA Y,4 - 5,73,JPN,1:13
Turnover foul,3.0,4,4,5,FRA,4.0,BACHELIER L,4 - 5,40,FRA,0:40
Steal,3.0,4,4,5,FRA,4.0,KAZAMA Y,4 - 5,40,JPN,0:40
Action shot - Blocked,2.0,4,4,5,FRA,4.0,SAKANOUE C,4 - 5,21,JPN,0:21
Action shot - Goal,5.0,4,4,6,FRA,2.0,GUILLET L,4 - 6,3,FRA,0:03
5m shot - Post,11.0,4,4,6,FRA,2.0,TOKUMOTO M,4 - 6,0,JPN,0:00
Starting goalkeeper,13.0,4,4,6,FRA,3.0,UMEDA Y,4 - 6,480,JPN,8:00
Starting goalkeeper,1.0,4,4,6,FRA,3.0,DERENTY L,4 - 6,480,FRA,8:00
Sprint won possession,5.0,4,4,6,FRA,3.0,GUILLET L,4 - 6,480,FRA,8:00
Turnover foul,5.0,4,4,6,FRA,3.0,GUILLET L,4 - 6,456,FRA,7:36
Steal,2.0,4,4,6,FRA,3.0,SAKANOUE C,4 - 6,456,JPN,7:36
Counter attack - Post,12.0,4,4,6,FRA,3.0,SUZUKI K,4 - 6,445,JPN,7:25
20 sec. exclusion in centre,6.0,4,4,6,FRA,3.0,TAKAHASHI A,4 - 6,416,JPN,6:56
Extra player shot - Post,8.0,4,4,6,FRA,3.0,TARDY M,4 - 6,396,FRA,6:36
Turnover foul,5.0,4,4,6,FRA,3.0,NAKATA M,4 - 6,378,JPN,6:18
Turnover foul,4.0,4,4,6,FRA,3.0,SACRE A,4 - 6,342,FRA,5:42
Steal,9.0,4,4,6,FRA,3.0,HOSOYA K,4 - 6,342,JPN,5:42
Turnover foul,9.0,4,4,6,FRA,3.0,HOSOYA K,4 - 6,340,JPN,5:40
Steal,1.0,4,4,6,FRA,3.0,DERENTY L,4 - 6,340,FRA,5:40
Turnover foul,6.0,4,4,6,FRA,3.0,MAHIEU G,4 - 6,314,FRA,5:14
Steal,13.0,4,4,6,FRA,3.0,UMEDA Y,4 - 6,314,JPN,5:14
Turnover foul,9.0,4,4,6,FRA,3.0,HOSOYA K,4 - 6,290,JPN,4:50
Steal,8.0,4,4,6,FRA,3.0,TARDY M,4 - 6,290,FRA,4:50
Centre shot - Missed,2.0,4,4,6,FRA,3.0,MILLOT E,4 - 6,274,FRA,4:34
Action shot - Missed,9.0,4,4,6,FRA,3.0,HOSOYA K,4 - 6,261,JPN,4:21
Turnover foul,7.0,4,4,6,FRA,3.0,BARBIEUX M,4 - 6,237,FRA,3:57
Steal,13.0,4,4,6,FRA,3.0,UMEDA Y,4 - 6,237,JPN,3:57
Turnover foul,8.0,4,4,6,FRA,3.0,HASHIGUCHI M,4 - 6,214,JPN,3:34
Steal,2.0,4,4,6,FRA,3.0,MILLOT E,4 - 6,214,FRA,3:34
Turnover foul,3.0,4,4,6,FRA,3.0,BACHELIER L,4 - 6,184,FRA,3:04
Steal,2.0,4,4,6,FRA,3.0,MILLOT E,4 - 6,184,FRA,3:04
Turnover foul,8.0,4,4,6,FRA,3.0,HASHIGUCHI M,4 - 6,160,JPN,2:40
Steal,8.0,4,4,6,FRA,3.0,TARDY M,4 - 6,160,FRA,2:40
20 sec. exclusion in centre,12.0,4,4,6,FRA,3.0,SUZUKI K,4 - 6,149,JPN,2:29
Time-Out,,4,4,6,FRA,3.0,,4 - 6,149,FRA,2:29
5m shot - Goal,2.0,4,4,7,FRA,3.0,MILLOT E,4 - 7,125,FRA,2:05
Action shot - Blocked,4.0,4,4,7,FRA,3.0,MAGARIYAMA S,4 - 7,88,JPN,1:28
Turnover foul,6.0,4,4,7,FRA,3.0,MAHIEU G,4 - 7,57,FRA,0:57
Action shot - Saved,9.0,4,4,7,FRA,3.0,HOSOYA K,4 - 7,55,JPN,0:55
20 sec. exclusion in centre,6.0,4,4,7,FRA,3.0,MAHIEU G,4 - 7,24,FRA,0:24
Time-Out,,4,4,7,FRA,3.0,,4 - 7,24,JPN,0:24
Extra player shot - Goal,9.0,4,5,7,FRA,3.0,HOSOYA K,5 - 7,10,JPN,0:10
5m shot - Missed,5.0,4,5,7,FRA,3.0,GUILLET L,5 - 7,0,FRA,0:00
Starting goalkeeper,13.0,4,5,7,FRA,4.0,UMEDA Y,5 - 7,480,JPN,8:00
Starting goalkeeper,1.0,4,5,7,FRA,4.0,DERENTY L,5 - 7,480,FRA,8:00
Sprint won possession,12.0,4,5,7,FRA,4.0,SUZUKI K,5 - 7,480,JPN,8:00
5m shot - Saved,4.0,4,5,7,FRA,4.0,MAGARIYAMA S,5 - 7,451,JPN,7:31
20 sec. exclusion in centre,4.0,4,5,7,FRA,4.0,MAGARIYAMA S,5 - 7,426,JPN,7:06
Action shot - Goal,8.0,4,5,8,FRA,4.0,TARDY M,5 - 8,404,FRA,6:44
Turnover foul,6.0,4,5,8,FRA,4.0,TAKAHASHI A,5 - 8,372,JPN,6:12
Steal,6.0,4,5,8,FRA,4.0,MAHIEU G,5 - 8,372,FRA,6:12
Turnover foul,2.0,4,5,8,FRA,4.0,SAKANOUE C,5 - 8,355,JPN,5:55
Steal,5.0,4,5,8,FRA,4.0,GUILLET L,5 - 8,355,FRA,5:55
Action shot - Goal,7.0,4,6,8,FRA,4.0,NAKANO Y,6 - 8,343,JPN,5:43
Turnover foul,3.0,4,6,8,FRA,4.0,BACHELIER L,6 - 8,322,FRA,5:22
Action shot - Post,7.0,4,6,8,FRA,4.0,NAKANO Y,6 - 8,296,JPN,4:56
Turnover foul,8.0,4,6,8,FRA,4.0,TARDY M,6 - 8,275,FRA,4:35
Steal,9.0,4,6,8,FRA,4.0,HOSOYA K,6 - 8,271,JPN,4:31
20 sec. exclusion in centre,7.0,4,6,8,FRA,4.0,BARBIEUX M,6 - 8,256,FRA,4:16
Extra player shot - Post,7.0,4,6,8,FRA,4.0,NAKANO Y,6 - 8,230,JPN,3:50
20 sec. exclusion in centre,6.0,4,6,8,FRA,4.0,TAKAHASHI A,6 - 8,215,JPN,3:35
Centre shot - Saved,6.0,4,6,8,FRA,4.0,MAHIEU G,6 - 8,191,FRA,3:11
Action shot - Blocked,9.0,4,6,8,FRA,4.0,HOSOYA K,6 - 8,175,JPN,2:55
Turnover foul,6.0,4,6,8,FRA,4.0,MAHIEU G,6 - 8,153,FRA,2:33
20 sec. exclusion in centre,8.0,4,6,8,FRA,4.0,TARDY M,6 - 8,138,FRA,2:18
Extra player shot - Saved,3.0,4,6,8,FRA,4.0,KAZAMA Y,6 - 8,125,JPN,2:05
5m shot - Missed,5.0,4,6,8,FRA,4.0,GUILLET L,6 - 8,103,FRA,1:43
Counter attack - Post,3.0,4,6,8,FRA,4.0,KAZAMA Y,6 - 8,91,JPN,1:31
Penalty foul,11.0,4,6,8,FRA,4.0,TOKUMOTO M,6 - 8,4,JPN,0:04
Penalty shot - Goal,3.0,4,6,9,FRA,4.0,BACHELIER L,6 - 9,4,FRA,0:04
Time-Out,,4,6,9,FRA,4.0,,6 - 9,4,JPN,0:04
5m shot - Saved,4.0,4,6,9,FRA,4.0,MAGARIYAMA S,6 - 9,0,JPN,0:00
Starting goalkeeper,1.0,5,0,0,RSA,1.0,THOMAS R,0 - 0,480,RSA,8:00
Starting goalkeeper,1.0,5,0,0,RSA,1.0,MIURA R,0 - 0,480,JPN,8:00
Sprint won possession,6.0,5,0,0,RSA,1.0,HALLENDORFF A,0 - 0,480,RSA,8:00
Turnover foul,11.0,5,0,0,RSA,1.0,O'HANLON D,0 - 0,456,RSA,7:36
Steal,7.0,5,0,0,RSA,1.0,NAKANO Y,0 - 0,456,JPN,7:36
Action shot - Missed,4.0,5,0,0,RSA,1.0,MAGARIYAMA S,0 - 0,447,JPN,7:27
Turnover foul,11.0,5,0,0,RSA,1.0,O'HANLON D,0 - 0,429,RSA,7:09
Steal,7.0,5,0,0,RSA,1.0,NAKANO Y,0 - 0,429,JPN,7:09
20 sec. exclusion in centre,4.0,5,0,0,RSA,1.0,VERSFELD R,0 - 0,409,RSA,6:49
Extra player shot - Goal,6.0,5,1,0,RSA,1.0,TAKAHASHI A,0 - 1,395,JPN,6:35
20 sec. exclusion in field,10.0,5,1,0,RSA,1.0,MORI T,0 - 1,375,JPN,6:15
Turnover foul,6.0,5,1,0,RSA,1.0,TAKAHASHI A,0 - 1,330,JPN,5:30
Steal,7.0,5,1,0,RSA,1.0,KAY K,0 - 1,330,RSA,5:30
Action shot - Saved,4.0,5,1,0,RSA,1.0,VERSFELD R,0 - 1,310,RSA,5:10
Action shot - Saved,5.0,5,1,0,RSA,1.0,NAKATA M,0 - 1,303,JPN,5:03
Turnover foul,4.0,5,1,0,RSA,1.0,MAGARIYAMA S,0 - 1,286,JPN,4:46
Steal,5.0,5,1,0,RSA,1.0,SCHOOLING M,0 - 1,286,RSA,4:46
Action shot - Saved,4.0,5,1,0,RSA,1.0,VERSFELD R,0 - 1,257,RSA,4:17
5m shot - Saved,10.0,5,1,0,RSA,1.0,MORI T,0 - 1,235,JPN,3:55
Turnover foul,6.0,5,1,0,RSA,1.0,HALLENDORFF A,0 - 1,211,RSA,3:31
Counter attack - Goal,8.0,5,2,0,RSA,1.0,HASHIGUCHI M,0 - 2,205,JPN,3:25
Turnover foul,10.0,5,2,0,RSA,1.0,MORI T,0 - 2,160,JPN,2:40
Steal,10.0,5,2,0,RSA,1.0,KILLEEN L,0 - 2,160,RSA,2:40
Time-Out,,5,2,0,RSA,1.0,,0 - 2,160,RSA,2:40
20 sec. exclusion in centre,5.0,5,2,0,RSA,1.0,NAKATA M,0 - 2,150,JPN,2:30
5m shot - Blocked,12.0,5,2,0,RSA,1.0,WHITE K,0 - 2,125,RSA,2:05
5m shot - Saved,7.0,5,2,0,RSA,1.0,NAKANO Y,0 - 2,105,JPN,1:45
Turnover foul,3.0,5,2,0,RSA,1.0,PALEY K,0 - 2,79,RSA,1:19
Action shot - Saved,8.0,5,2,0,RSA,1.0,HASHIGUCHI M,0 - 2,64,JPN,1:04
Turnover foul,6.0,5,2,0,RSA,1.0,TAKAHASHI A,0 - 2,51,JPN,0:51
Steal,12.0,5,2,0,RSA,1.0,WHITE K,0 - 2,51,RSA,0:51
Action shot - Saved,3.0,5,2,0,RSA,1.0,PALEY K,0 - 2,32,RSA,0:32
20 sec. exclusion in field,3.0,5,2,0,RSA,1.0,PALEY K,0 - 2,32,RSA,0:32
Time-Out,,5,2,0,RSA,1.0,,0 - 2,32,JPN,0:32
Turnover foul,10.0,5,2,0,RSA,1.0,MORI T,0 - 2,13,JPN,0:13
Steal,5.0,5,2,0,RSA,1.0,SCHOOLING M,0 - 2,13,RSA,0:13
Starting goalkeeper,1.0,5,2,0,RSA,2.0,THOMAS R,0 - 2,480,RSA,8:00
Starting goalkeeper,1.0,5,2,0,RSA,2.0,MIURA R,0 - 2,480,JPN,8:00
Sprint won possession,6.0,5,2,0,RSA,2.0,HALLENDORFF A,0 - 2,480,RSA,8:00
Turnover foul,6.0,5,2,0,RSA,2.0,HALLENDORFF A,0 - 2,451,RSA,7:31
Steal,6.0,5,2,0,RSA,2.0,TAKAHASHI A,0 - 2,451,JPN,7:31
Action shot - Missed,6.0,5,2,0,RSA,2.0,TAKAHASHI A,0 - 2,424,JPN,7:04
Turnover foul,5.0,5,2,0,RSA,2.0,SCHOOLING M,0 - 2,406,RSA,6:46
Steal,10.0,5,2,0,RSA,2.0,MORI T,0 - 2,406,JPN,6:46
Counter attack - Post,4.0,5,2,0,RSA,2.0,MAGARIYAMA S,0 - 2,389,JPN,6:29
Turnover foul,10.0,5,2,0,RSA,2.0,KILLEEN L,0 - 2,372,RSA,6:12
Counter attack - Saved,8.0,5,2,0,RSA,2.0,HASHIGUCHI M,0 - 2,358,JPN,5:58
20 sec. exclusion in centre,6.0,5,2,0,RSA,2.0,TAKAHASHI A,0 - 2,345,JPN,5:45
Action shot - Post,12.0,5,2,0,RSA,2.0,WHITE K,0 - 2,318,RSA,5:18
Action shot - Goal,7.0,5,3,0,RSA,2.0,NAKANO Y,0 - 3,296,JPN,4:56
Turnover foul,10.0,5,3,0,RSA,2.0,KILLEEN L,0 - 3,273,RSA,4:33
Steal,2.0,5,3,0,RSA,2.0,SAKANOUE C,0 - 3,273,JPN,4:33
Turnover foul,9.0,5,3,0,RSA,2.0,HOSOYA K,0 - 3,253,JPN,4:13
Steal,2.0,5,3,0,RSA,2.0,PARKES M,0 - 3,253,RSA,4:13
Action shot - Missed,7.0,5,3,0,RSA,2.0,KAY K,0 - 3,229,RSA,3:49
Turnover foul,3.0,5,3,0,RSA,2.0,KAZAMA Y,0 - 3,204,JPN,3:24
Steal,11.0,5,3,0,RSA,2.0,O'HANLON D,0 - 3,204,RSA,3:24
Action shot - Missed,4.0,5,3,0,RSA,2.0,VERSFELD R,0 - 3,178,RSA,2:58
5m shot - Saved,3.0,5,3,0,RSA,2.0,KAZAMA Y,0 - 3,165,JPN,2:45
Turnover foul,10.0,5,3,0,RSA,2.0,KILLEEN L,0 - 3,140,RSA,2:20
Steal,2.0,5,3,0,RSA,2.0,SAKANOUE C,0 - 3,140,JPN,2:20
Action shot - Saved,8.0,5,3,0,RSA,2.0,HASHIGUCHI M,0 - 3,119,JPN,1:59
Time-Out,,5,3,0,RSA,2.0,,0 - 3,119,RSA,1:59
Turnover foul,7.0,5,3,0,RSA,2.0,KAY K,0 - 3,112,RSA,1:52
Extra player shot - Saved,7.0,5,3,0,RSA,4.0,KAY K,0 - 3,171,RSA,2:51
Turnover foul,12.0,5,3,0,RSA,4.0,SUZUKI K,0 - 3,159,JPN,2:39
Steal,6.0,5,3,0,RSA,4.0,HALLENDORFF A,0 - 3,159,RSA,2:39
Counter attack - Goal,12.0,5,15,6,RSA,4.0,WHITE K,6 - 15,145,RSA,2:25
Turnover foul,7.0,5,15,6,RSA,4.0,NAKANO Y,6 - 15,120,JPN,2:00
20 sec. exclusion in field,6.0,5,15,6,RSA,4.0,TAKAHASHI A,6 - 15,119,JPN,1:59
Exclusion with substitution,6.0,5,15,6,RSA,4.0,TAKAHASHI A,6 - 15,119,JPN,1:59
Action shot - Saved,10.0,5,15,6,RSA,2.0,MORI T,6 - 15,94,JPN,1:34
Turnover foul,7.0,5,15,6,RSA,2.0,KAY K,6 - 15,87,RSA,1:27
Counter attack - Goal,7.0,5,4,0,RSA,2.0,NAKANO Y,0 - 4,78,JPN,1:18
Turnover foul,7.0,5,4,0,RSA,2.0,KAY K,0 - 4,60,RSA,1:00
Action shot - Missed,7.0,5,4,0,RSA,2.0,NAKANO Y,0 - 4,47,JPN,0:47
Turnover foul,4.0,5,4,0,RSA,2.0,VERSFELD R,0 - 4,30,RSA,0:30
Action shot - Saved,10.0,5,4,0,RSA,2.0,MORI T,0 - 4,14,JPN,0:14
5m shot - Saved,12.0,5,4,0,RSA,2.0,WHITE K,0 - 4,0,RSA,0:00
Starting goalkeeper,1.0,5,4,0,RSA,3.0,THOMAS R,0 - 4,480,RSA,8:00
Starting goalkeeper,13.0,5,4,0,RSA,3.0,UMEDA Y,0 - 4,480,JPN,8:00
Sprint won possession,11.0,5,4,0,RSA,3.0,O'HANLON D,0 - 4,480,RSA,8:00
Action shot - Goal,4.0,5,4,1,RSA,3.0,VERSFELD R,1 - 4,455,RSA,7:35
5m shot - Missed,11.0,5,4,1,RSA,3.0,TOKUMOTO M,1 - 4,429,JPN,7:09
Turnover foul,7.0,5,4,1,RSA,3.0,KAY K,1 - 4,423,RSA,7:03
Counter attack - Goal,11.0,5,5,1,RSA,3.0,TOKUMOTO M,1 - 5,413,JPN,6:53
Turnover foul,7.0,5,5,1,RSA,3.0,KAY K,1 - 5,398,RSA,6:38
Counter attack - Goal,2.0,5,6,1,RSA,3.0,SAKANOUE C,1 - 6,386,JPN,6:26
Action shot - Saved,7.0,5,6,1,RSA,3.0,KAY K,1 - 6,365,RSA,6:05
20 sec. exclusion in centre,11.0,5,6,1,RSA,3.0,TOKUMOTO M,1 - 6,363,JPN,6:03
Action shot - Goal,11.0,5,6,2,RSA,3.0,O'HANLON D,2 - 6,341,RSA,5:41
Turnover foul,7.0,5,6,2,RSA,3.0,NAKANO Y,2 - 6,319,JPN,5:19
Steal,12.0,5,6,2,RSA,3.0,WHITE K,2 - 6,319,RSA,5:19
Turnover foul,12.0,5,6,2,RSA,3.0,WHITE K,2 - 6,312,RSA,5:12
Counter attack - Saved,5.0,5,6,2,RSA,3.0,NAKATA M,2 - 6,303,JPN,5:03
Counter attack - Goal,8.0,5,7,2,RSA,3.0,HASHIGUCHI M,2 - 7,298,JPN,4:58
