Action,Cap,Game,JPN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,10.0,5,7,2,RSA,3.0,KILLEEN L,2 - 7,274,RSA,4:34
Steal,7.0,5,7,2,RSA,3.0,NAKANO Y,2 - 7,274,JPN,4:34
Counter attack - Goal,7.0,5,8,2,RSA,3.0,NAKANO Y,2 - 8,264,JPN,4:24
Turnover foul,12.0,5,8,2,RSA,3.0,WHITE K,2 - 8,249,RSA,4:09
Steal,4.0,5,8,2,RSA,3.0,MAGARIYAMA S,2 - 8,249,JPN,4:09
Counter attack - Goal,2.0,5,9,2,RSA,3.0,SAKANOUE C,2 - 9,237,JPN,3:57
Turnover foul,3.0,5,9,2,RSA,3.0,PALEY K,2 - 9,204,RSA,3:24
Action shot - Goal,10.0,5,10,2,RSA,3.0,MORI T,2 - 10,186,JPN,3:06
Turnover foul,12.0,5,10,2,RSA,3.0,WHITE K,2 - 10,161,RSA,2:41
Steal,8.0,5,10,2,RSA,3.0,HASHIGUCHI M,2 - 10,161,JPN,2:41
Centre shot - Saved,8.0,5,10,2,RSA,3.0,HASHIGUCHI M,2 - 10,136,JPN,2:16
Action shot - Goal,7.0,5,11,2,RSA,3.0,NAKANO Y,2 - 11,124,JPN,2:04
Action shot - Saved,3.0,5,11,2,RSA,3.0,PALEY K,2 - 11,98,RSA,1:38
5m shot - Goal,5.0,5,12,2,RSA,3.0,NAKATA M,2 - 12,78,JPN,1:18
Centre shot - Post,7.0,5,12,2,RSA,3.0,KAY K,2 - 12,61,RSA,1:01
Centre shot - Goal,7.0,5,12,3,RSA,3.0,KAY K,3 - 12,55,RSA,0:55
5m shot - Saved,12.0,5,12,3,RSA,3.0,SUZUKI K,3 - 12,32,JPN,0:32
20 sec. exclusion in centre,2.0,5,12,3,RSA,3.0,SAKANOUE C,3 - 12,7,JPN,0:07
Extra player shot - Missed,7.0,5,12,3,RSA,3.0,KAY K,3 - 12,1,RSA,0:01
Starting goalkeeper,13.0,5,12,3,RSA,4.0,GASCOIGNE A,3 - 12,480,RSA,8:00
Starting goalkeeper,1.0,5,12,3,RSA,4.0,MIURA R,3 - 12,480,JPN,8:00
Sprint won possession,6.0,5,12,3,RSA,4.0,HALLENDORFF A,3 - 12,480,RSA,8:00
Turnover foul,11.0,5,12,3,RSA,4.0,O'HANLON D,3 - 12,451,RSA,7:31
5m shot - Goal,10.0,5,13,3,RSA,4.0,MORI T,3 - 13,422,JPN,7:02
Centre shot - Saved,7.0,5,13,3,RSA,4.0,KAY K,3 - 13,406,RSA,6:46
Turnover foul,8.0,5,13,3,RSA,4.0,HASHIGUCHI M,3 - 13,387,JPN,6:27
Steal,5.0,5,13,3,RSA,4.0,SCHOOLING M,3 - 13,387,RSA,6:27
20 sec. exclusion in centre,6.0,5,13,3,RSA,4.0,TAKAHASHI A,3 - 13,375,JPN,6:15
Extra player shot - Goal,12.0,5,13,4,RSA,4.0,WHITE K,4 - 13,358,RSA,5:58
Turnover foul,10.0,5,13,4,RSA,4.0,MORI T,4 - 13,344,JPN,5:44
Steal,12.0,5,13,4,RSA,4.0,WHITE K,4 - 13,344,RSA,5:44
Turnover foul,12.0,5,13,4,RSA,4.0,WHITE K,4 - 13,322,RSA,5:22
5m shot - Post,4.0,5,13,4,RSA,4.0,MAGARIYAMA S,4 - 13,311,JPN,5:11
Action shot - Goal,6.0,5,13,5,RSA,4.0,HALLENDORFF A,5 - 13,289,RSA,4:49
20 sec. exclusion in centre,11.0,5,13,5,RSA,4.0,O'HANLON D,5 - 13,272,RSA,4:32
Action shot - Goal,9.0,5,14,5,RSA,4.0,HOSOYA K,5 - 14,250,JPN,4:10
Turnover foul,5.0,5,14,5,RSA,4.0,SCHOOLING M,5 - 14,233,RSA,3:53
Counter attack - Goal,6.0,5,15,5,RSA,4.0,TAKAHASHI A,5 - 15,221,JPN,3:41
20 sec. exclusion in centre,11.0,5,15,5,RSA,4.0,TOKUMOTO M,5 - 15,201,JPN,3:21
Extra player shot - Goal,5.0,5,15,7,RSA,4.0,SCHOOLING M,7 - 15,99,RSA,1:39
Turnover foul,2.0,5,15,7,RSA,4.0,SAKANOUE C,7 - 15,70,JPN,1:10
Steal,6.0,5,15,7,RSA,4.0,HALLENDORFF A,7 - 15,70,RSA,1:10
Turnover foul,3.0,5,15,7,RSA,4.0,PALEY K,7 - 15,45,RSA,0:45
Turnover foul,8.0,5,15,7,RSA,4.0,HASHIGUCHI M,7 - 15,33,JPN,0:33
Turnover foul,12.0,5,15,7,RSA,4.0,WHITE K,7 - 15,19,RSA,0:19
Counter attack - Saved,4.0,5,15,7,RSA,4.0,MAGARIYAMA S,7 - 15,6,JPN,0:06
