Action,Cap,Game,HUN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Extra player shot,7.0,2,0,1,ITA,1.0,NORA A,0 - 1,446,ITA,7:26,Goal,1
Extra player shot,12.0,2,0,1,ITA,1.0,HARAI B,0 - 1,416,HUN,6:56,Saved,0
Action shot,9.0,2,0,2,ITA,1.0,RENZUTO IODICE V,0 - 2,376,ITA,6:16,Goal,1
5m shot,5.0,2,0,2,ITA,1.0,VAMOS M,0 - 2,357,HUN,5:57,Blocked,0
Extra player shot,10.0,2,1,2,ITA,1.0,VARGA D,1 - 2,325,HUN,5:25,Goal,1
Action shot,7.0,2,1,2,ITA,1.0,NORA A,1 - 2,296,ITA,4:56,Missed,0
5m shot,10.0,2,1,2,ITA,1.0,VARGA D,1 - 2,285,HUN,4:45,Missed,0
Action shot,4.0,2,1,2,ITA,1.0,FIGLIOLI P,1 - 2,272,ITA,4:32,Missed,0
Action shot,5.0,2,2,2,ITA,1.0,VAMOS M,2 - 2,258,HUN,4:18,Goal,1
Extra player shot,10.0,2,2,3,ITA,1.0,BODEGAS M,2 - 3,225,ITA,3:45,Goal,1
Centre shot,12.0,2,3,3,ITA,1.0,HARAI B,3 - 3,199,HUN,3:19,Goal,1
5m shot,8.0,2,3,3,ITA,1.0,FONDELLI A,3 - 3,174,ITA,2:54,Post,0
Extra player shot,9.0,2,3,3,ITA,1.0,RENZUTO IODICE V,3 - 3,149,ITA,2:29,Post,0
5m shot,3.0,2,3,3,ITA,1.0,MANHERCZ K,3 - 3,120,HUN,2:00,Missed,0
Action shot,2.0,2,3,4,ITA,1.0,di FULVIO F,3 - 4,104,ITA,1:44,Goal,1
5m shot,10.0,2,3,4,ITA,1.0,VARGA D,3 - 4,73,HUN,1:13,Saved,0
Action shot,7.0,2,3,4,ITA,1.0,NORA A,3 - 4,24,ITA,0:24,Missed,0
Extra player shot,4.0,2,4,4,ITA,1.0,ZALANKI G,4 - 4,7,HUN,0:07,Goal,1
5m shot,10.0,2,4,4,ITA,1.0,BODEGAS M,4 - 4,1,ITA,0:01,Missed,0
Action shot,9.0,2,4,5,ITA,2.0,RENZUTO IODICE V,4 - 5,431,ITA,7:11,Goal,1
5m shot,9.0,2,4,5,ITA,2.0,ERDELYI B,4 - 5,405,HUN,6:45,Saved,0
Penalty shot,10.0,2,5,5,ITA,2.0,VARGA D,5 - 5,404,HUN,6:44,Goal,1
Action shot,2.0,2,5,5,ITA,2.0,di FULVIO F,5 - 5,375,ITA,6:15,Blocked,0
Action shot,5.0,2,5,5,ITA,2.0,PRESCIUTTI N,5 - 5,317,ITA,5:17,Saved,0
Extra player shot,10.0,2,6,5,ITA,2.0,VARGA D,6 - 5,255,HUN,4:15,Goal,1
5m shot,4.0,2,6,5,ITA,2.0,FIGLIOLI P,6 - 5,226,ITA,3:46,Saved,0
5m shot,8.0,2,6,5,ITA,2.0,FONDELLI A,6 - 5,127,ITA,2:07,Missed,0
Extra player shot,6.0,2,7,9,ITA,4.0,MIRARCHI C,7 - 9,245,ITA,4:05,Goal,1
Extra player shot,5.0,2,8,9,ITA,4.0,VAMOS M,8 - 9,216,HUN,3:36,Goal,1
Counter attack,4.0,2,8,9,ITA,4.0,ZALANKI G,8 - 9,192,HUN,3:12,Saved,0
Extra player shot,5.0,2,8,9,ITA,2.0,VAMOS M,8 - 9,59,HUN,0:59,Blocked,0
5m shot,2.0,2,8,9,ITA,2.0,di FULVIO F,8 - 9,22,ITA,0:22,Saved,0
5m shot,2.0,2,8,9,ITA,2.0,di FULVIO F,8 - 9,8,ITA,0:08,Post,0
Action shot,3.0,2,8,9,ITA,3.0,MANHERCZ K,8 - 9,441,HUN,7:21,Saved,0
Action shot,3.0,2,7,5,ITA,3.0,MANHERCZ K,7 - 5,403,HUN,6:43,Goal,1
5m shot,4.0,2,7,5,ITA,3.0,ZALANKI G,7 - 5,347,HUN,5:47,Missed,0
Extra player shot,9.0,2,7,6,ITA,3.0,RENZUTO IODICE V,7 - 6,321,ITA,5:21,Goal,1
5m shot,10.0,2,7,6,ITA,3.0,VARGA D,7 - 6,292,HUN,4:52,Blocked,0
Extra player shot,10.0,2,7,6,ITA,3.0,BODEGAS M,7 - 6,276,ITA,4:36,Missed,0
Extra player shot,5.0,2,7,6,ITA,3.0,VAMOS M,7 - 6,234,HUN,3:54,Post,0
Action shot,2.0,2,7,7,ITA,3.0,di FULVIO F,7 - 7,205,ITA,3:25,Goal,1
5m shot,2.0,2,7,7,ITA,3.0,di FULVIO F,7 - 7,141,ITA,2:21,Missed,0
5m shot,2.0,2,7,7,ITA,3.0,TOROK B,7 - 7,127,HUN,2:07,Blocked,0
5m shot,2.0,2,7,7,ITA,3.0,TOROK B,7 - 7,103,HUN,1:43,Saved,0
Extra player shot,10.0,2,7,7,ITA,3.0,VARGA D,7 - 7,77,HUN,1:17,Saved,0
Extra player shot,5.0,2,7,7,ITA,3.0,VAMOS M,7 - 7,62,HUN,1:02,Blocked,0
Counter attack,9.0,2,7,7,ITA,3.0,ERDELYI B,7 - 7,33,HUN,0:33,Missed,0
Extra player shot,5.0,2,7,8,ITA,3.0,PRESCIUTTI N,7 - 8,3,ITA,0:03,Goal,1
5m shot,5.0,2,7,8,ITA,3.0,VAMOS M,7 - 8,1,HUN,0:01,Saved,0
5m shot,2.0,2,7,8,ITA,4.0,di FULVIO F,7 - 8,454,ITA,7:34,Missed,0
5m shot,10.0,2,7,8,ITA,4.0,BODEGAS M,7 - 8,401,ITA,6:41,Saved,0
5m shot,5.0,2,7,8,ITA,4.0,PRESCIUTTI N,7 - 8,300,ITA,5:00,Saved,0
Extra player shot,5.0,2,9,9,ITA,4.0,VAMOS M,9 - 9,135,HUN,2:15,Goal,1
Action shot,7.0,2,9,9,ITA,4.0,NORA A,9 - 9,93,ITA,1:33,Saved,0
5m shot,3.0,2,9,9,ITA,4.0,GITTO N,9 - 9,40,ITA,0:40,Blocked,0
5m shot,9.0,3,0,0,FRA,1.0,MARZOUKI M,0 - 0,427,FRA,7:07,Blocked,0
Action shot,5.0,3,1,0,FRA,1.0,VAMOS M,0 - 1,417,HUN,6:57,Goal,1
Extra player shot,9.0,3,2,0,FRA,1.0,ERDELYI B,0 - 2,371,HUN,6:11,Goal,1
5m shot,7.0,3,2,0,FRA,1.0,CROUSILLAT U,0 - 2,348,FRA,5:48,Saved,0
Extra player shot,10.0,3,3,0,FRA,1.0,VARGA D,0 - 3,314,HUN,5:14,Goal,1
5m shot,5.0,3,4,0,FRA,1.0,VAMOS M,0 - 4,249,HUN,4:09,Goal,1
Action shot,12.0,3,4,0,FRA,1.0,CAMARASA A,0 - 4,237,FRA,3:57,Missed,0
Action shot,4.0,3,5,0,FRA,1.0,ZALANKI G,0 - 5,219,HUN,3:39,Goal,1
Extra player shot,4.0,3,6,0,FRA,1.0,ZALANKI G,0 - 6,151,HUN,2:31,Goal,1
Action shot,8.0,3,6,0,FRA,1.0,IZDINSKY M,0 - 6,124,FRA,2:04,Blocked,0
Action shot,8.0,3,6,1,FRA,1.0,IZDINSKY M,1 - 6,84,FRA,1:24,Goal,1
Extra player shot,11.0,3,6,1,FRA,1.0,PEISSON M,1 - 6,21,FRA,0:21,Missed,0
Action shot,5.0,3,6,1,FRA,2.0,VAMOS M,1 - 6,436,HUN,7:16,Missed,0
Action shot,4.0,3,6,1,FRA,2.0,PIOT L,1 - 6,366,FRA,6:06,Blocked,0
Action shot,3.0,3,6,1,FRA,2.0,MANHERCZ K,1 - 6,355,HUN,5:55,Saved,0
Extra player shot,3.0,3,7,1,FRA,2.0,MANHERCZ K,1 - 7,324,HUN,5:24,Goal,1
Extra player shot,12.0,3,7,2,FRA,2.0,CAMARASA A,2 - 7,283,FRA,4:43,Goal,1
Action shot,10.0,3,7,2,FRA,2.0,VARGA D,2 - 7,252,HUN,4:12,Saved,0
Penalty shot,9.0,3,7,3,FRA,2.0,MARZOUKI M,3 - 7,225,FRA,3:45,Goal,1
Centre shot,2.0,3,7,3,FRA,2.0,SAUDADIER R,3 - 7,190,FRA,3:10,Saved,0
Extra player shot,5.0,3,8,3,FRA,2.0,VAMOS M,3 - 8,157,HUN,2:37,Goal,1
5m shot,7.0,3,8,3,FRA,2.0,CROUSILLAT U,3 - 8,129,FRA,2:09,Blocked,0
5m shot,6.0,3,8,3,FRA,4.0,HOSNYANSZKY N,3 - 8,239,HUN,3:59,Blocked,0
Action shot,6.0,3,8,3,FRA,4.0,SIMON T,3 - 8,210,FRA,3:30,Saved,0
5m shot,6.0,3,8,3,FRA,4.0,SIMON T,3 - 8,153,FRA,2:33,Saved,0
Extra player shot,3.0,3,8,3,FRA,4.0,MANHERCZ K,3 - 8,114,HUN,1:54,Saved,0
Centre shot,11.0,3,8,3,FRA,2.0,MEZEI T,3 - 8,35,HUN,0:35,Saved,0
5m shot,9.0,3,8,4,FRA,2.0,MARZOUKI M,4 - 8,10,FRA,0:10,Goal,1
Action shot,5.0,3,8,4,FRA,2.0,VAMOS M,4 - 8,1,HUN,0:01,Saved,0
Extra player shot,6.0,3,9,4,FRA,3.0,HOSNYANSZKY N,4 - 9,447,HUN,7:27,Goal,1
5m shot,3.0,3,9,4,FRA,3.0,KOVACEVIC I,4 - 9,422,FRA,7:02,Missed,0
5m shot,10.0,3,9,4,FRA,3.0,VARGA D,4 - 9,344,HUN,5:44,Missed,0
Counter attack,10.0,3,10,4,FRA,3.0,VARGA D,4 - 10,324,HUN,5:24,Goal,1
5m shot,7.0,3,10,4,FRA,3.0,CROUSILLAT U,4 - 10,321,FRA,5:21,Missed,0
Extra player shot,9.0,3,10,4,FRA,3.0,ERDELYI B,4 - 10,271,HUN,4:31,Saved,0
Extra player shot,8.0,3,11,4,FRA,3.0,GOR-NAGY M,4 - 11,265,HUN,4:25,Goal,1
Action shot,6.0,3,11,4,FRA,3.0,SIMON T,4 - 11,217,FRA,3:37,Saved,0
Action shot,5.0,3,11,4,FRA,3.0,VAMOS M,4 - 11,198,HUN,3:18,Saved,0
5m shot,9.0,3,11,4,FRA,3.0,MARZOUKI M,4 - 11,174,FRA,2:54,Saved,0
5m shot,3.0,3,11,4,FRA,3.0,MANHERCZ K,4 - 11,113,HUN,1:53,Post,0
Centre shot,7.0,3,11,4,FRA,3.0,DECKER A,4 - 11,108,HUN,1:48,Saved,0
5m shot,3.0,3,11,4,FRA,3.0,MANHERCZ K,4 - 11,80,HUN,1:20,Post,0
Action shot,9.0,3,11,4,FRA,3.0,ERDELYI B,4 - 11,50,HUN,0:50,Saved,0
Extra player shot,12.0,3,11,5,FRA,3.0,CAMARASA A,5 - 11,5,FRA,0:05,Goal,1
5m shot,5.0,3,11,5,FRA,3.0,VAMOS M,5 - 11,1,HUN,0:01,Saved,0
5m shot,4.0,3,11,5,FRA,4.0,ZALANKI G,5 - 11,452,HUN,7:32,Missed,0
5m shot,3.0,3,11,5,FRA,4.0,KOVACEVIC I,5 - 11,426,FRA,7:06,Saved,0
Action shot,9.0,3,11,6,FRA,4.0,MARZOUKI M,6 - 11,402,FRA,6:42,Goal,1
Extra player shot,5.0,3,12,6,FRA,4.0,VAMOS M,6 - 12,359,HUN,5:59,Goal,1
Action shot,8.0,3,12,6,FRA,4.0,IZDINSKY M,6 - 12,336,FRA,5:36,Saved,0
Centre shot,12.0,3,12,6,FRA,4.0,CAMARASA A,6 - 12,315,FRA,5:15,Saved,0
Action shot,10.0,3,13,6,FRA,4.0,VARGA D,6 - 13,288,HUN,4:48,Goal,1
Centre shot,6.0,3,13,6,FRA,4.0,HOSNYANSZKY N,6 - 13,40,HUN,0:40,Saved,0
Extra player shot,9.0,3,13,7,FRA,4.0,MARZOUKI M,7 - 13,1,FRA,0:01,Goal,1
Extra player shot,6.0,4,1,0,RUS,1.0,HOSNYANSZKY N,1 - 0,421,HUN,7:01,Goal,1
Action shot,7.0,4,1,0,RUS,1.0,MERKULOV D,1 - 0,395,RUS,6:35,Saved,0
Extra player shot,11.0,4,1,0,RUS,1.0,LISUNOV S,1 - 0,358,RUS,5:58,Blocked,0
Action shot,9.0,4,1,0,RUS,1.0,ERDELYI B,1 - 0,332,HUN,5:32,Blocked,0
Action shot,8.0,4,1,0,RUS,1.0,NAGAEV I,1 - 0,312,RUS,5:12,Saved,0
5m shot,10.0,4,2,0,RUS,1.0,VARGA D,2 - 0,241,HUN,4:01,Goal,1
Action shot,8.0,4,2,0,RUS,1.0,NAGAEV I,2 - 0,203,RUS,3:23,Missed,0
Centre shot,3.0,4,2,0,RUS,1.0,MANHERCZ K,2 - 0,192,HUN,3:12,Saved,0
Action shot,12.0,4,2,0,RUS,1.0,SHEPELEV R,2 - 0,166,RUS,2:46,Post,0
Action shot,3.0,4,3,0,RUS,1.0,MANHERCZ K,3 - 0,140,HUN,2:20,Goal,1
5m shot,6.0,4,4,0,RUS,1.0,HOSNYANSZKY N,4 - 0,106,HUN,1:46,Goal,1
Action shot,7.0,4,4,0,RUS,1.0,MERKULOV D,4 - 0,79,RUS,1:19,Post,0
Extra player shot,5.0,4,5,0,RUS,1.0,VAMOS M,5 - 0,42,HUN,0:42,Goal,1
Extra player shot,4.0,4,5,0,RUS,1.0,DEREVIANKIN N,5 - 0,4,RUS,0:04,Saved,0
Centre shot,6.0,4,5,0,RUS,1.0,ASHAEV A,5 - 0,1,RUS,0:01,Saved,0
5m shot,9.0,4,5,0,RUS,2.0,SUCHKOV I,5 - 0,411,RUS,6:51,Saved,0
5m shot,10.0,4,6,0,RUS,2.0,VARGA D,6 - 0,374,HUN,6:14,Goal,1
5m shot,10.0,4,6,0,RUS,2.0,KHOLOD D,6 - 0,349,RUS,5:49,Post,0
Extra player shot,8.0,4,6,1,RUS,2.0,NAGAEV I,6 - 1,317,RUS,5:17,Goal,1
5m shot,6.0,4,6,1,RUS,2.0,HOSNYANSZKY N,6 - 1,289,HUN,4:49,Missed,0
Action shot,10.0,4,6,1,RUS,2.0,KHOLOD D,6 - 1,263,RUS,4:23,Saved,0
Extra player shot,7.0,4,6,1,RUS,2.0,DECKER A,6 - 1,212,HUN,3:32,Missed,0
5m shot,10.0,4,6,1,RUS,2.0,KHOLOD D,6 - 1,189,RUS,3:09,Saved,0
Extra player shot,2.0,4,6,1,RUS,2.0,LAZAREV N,6 - 1,161,RUS,2:41,Saved,0
5m shot,5.0,4,7,1,RUS,2.0,VAMOS M,7 - 1,128,HUN,2:08,Goal,1
5m shot,8.0,4,7,1,RUS,2.0,NAGAEV I,7 - 1,105,RUS,1:45,Saved,0
Extra player shot,4.0,4,7,1,RUS,2.0,ZALANKI G,7 - 1,73,HUN,1:13,Blocked,0
Action shot,3.0,4,7,1,RUS,4.0,VASILYEV E,7 - 1,90,RUS,1:30,Saved,0
Action shot,5.0,4,7,1,RUS,4.0,VAMOS M,7 - 1,61,HUN,1:01,Missed,0
Action shot,5.0,4,7,1,RUS,2.0,BUGAYCHUK A,7 - 1,45,RUS,0:45,Blocked,0
5m shot,10.0,4,8,1,RUS,2.0,VARGA D,8 - 1,25,HUN,0:25,Goal,1
5m shot,10.0,4,8,1,RUS,2.0,KHOLOD D,8 - 1,5,RUS,0:05,Saved,0
Extra player shot,12.0,4,9,1,RUS,3.0,HARAI B,9 - 1,441,HUN,7:21,Goal,1
Centre shot,11.0,4,9,1,RUS,3.0,LISUNOV S,9 - 1,424,RUS,7:04,Saved,0
Extra player shot,3.0,4,10,1,RUS,3.0,MANHERCZ K,10 - 1,396,HUN,6:36,Goal,1
5m shot,5.0,4,10,2,RUS,3.0,BUGAYCHUK A,10 - 2,349,RUS,5:49,Goal,1
Action shot,2.0,4,10,2,RUS,3.0,LAZAREV N,10 - 2,291,RUS,4:51,Saved,0
Action shot,10.0,4,10,2,RUS,3.0,VARGA D,10 - 2,243,HUN,4:03,Post,0
Extra player shot,5.0,4,10,3,RUS,3.0,BUGAYCHUK A,10 - 3,205,RUS,3:25,Goal,1
Action shot,9.0,4,10,3,RUS,3.0,ERDELYI B,10 - 3,180,HUN,3:00,Blocked,0
Centre shot,12.0,4,10,3,RUS,3.0,HARAI B,10 - 3,130,HUN,2:10,Saved,0
Action shot,4.0,4,10,4,RUS,3.0,DEREVIANKIN N,10 - 4,85,RUS,1:25,Goal,1
Extra player shot,6.0,4,11,4,RUS,3.0,HOSNYANSZKY N,11 - 4,63,HUN,1:03,Goal,1
Action shot,6.0,4,11,4,RUS,3.0,HOSNYANSZKY N,11 - 4,16,HUN,0:16,Saved,0
5m shot,7.0,4,11,4,RUS,3.0,MERKULOV D,11 - 4,1,RUS,0:01,Saved,0
5m shot,10.0,4,11,4,RUS,4.0,KHOLOD D,11 - 4,453,RUS,7:33,Missed,0
5m shot,5.0,4,11,4,RUS,4.0,VAMOS M,11 - 4,442,HUN,7:22,Post,0
Action shot,8.0,4,11,4,RUS,4.0,NAGAEV I,11 - 4,416,RUS,6:56,Blocked,0
Centre shot,2.0,4,11,4,RUS,4.0,TOROK B,11 - 4,393,HUN,6:33,Saved,0
Extra player shot,10.0,4,12,4,RUS,4.0,VARGA D,12 - 4,360,HUN,6:00,Goal,1
Extra player shot,11.0,4,12,5,RUS,4.0,LISUNOV S,12 - 5,328,RUS,5:28,Goal,1
Extra player shot,3.0,4,13,5,RUS,4.0,MANHERCZ K,13 - 5,303,HUN,5:03,Goal,1
5m shot,12.0,4,13,5,RUS,4.0,SHEPELEV R,13 - 5,277,RUS,4:37,Saved,0
Action shot,4.0,4,13,5,RUS,4.0,ZALANKI G,13 - 5,249,HUN,4:09,Saved,0
Action shot,2.0,4,13,5,RUS,4.0,LAZAREV N,13 - 5,225,RUS,3:45,Missed,0
Centre shot,7.0,4,13,5,RUS,4.0,DECKER A,13 - 5,199,HUN,3:19,Saved,0
5m shot,8.0,4,13,5,RUS,4.0,NAGAEV I,13 - 5,160,RUS,2:40,Post,0
5m shot,6.0,4,14,5,RUS,4.0,HOSNYANSZKY N,14 - 5,142,HUN,2:22,Goal,1
Extra player shot,4.0,4,14,5,RUS,4.0,DEREVIANKIN N,14 - 5,49,RUS,0:49,Missed,0
Action shot,3.0,4,14,5,RUS,4.0,MANHERCZ K,14 - 5,36,HUN,0:36,Saved,0
5m shot,2.0,4,14,5,RUS,4.0,LAZAREV N,14 - 5,7,RUS,0:07,Saved,0
Extra player shot,6.0,5,0,0,GRE,1.0,HOSNYANSZKY N,0 - 0,435,HUN,7:15,Blocked,0
Action shot,2.0,5,0,1,GRE,1.0,GENIDOUNIAS K,1 - 0,358,GRE,5:58,Goal,1
Extra player shot,9.0,5,1,1,GRE,1.0,ERDELYI B,1 - 1,322,HUN,5:22,Goal,1
Action shot,4.0,5,1,1,GRE,1.0,ZALANKI G,1 - 1,272,HUN,4:32,Post,0
Action shot,4.0,5,1,1,GRE,1.0,ZALANKI G,1 - 1,201,HUN,3:21,Missed,0
Action shot,4.0,5,1,1,GRE,1.0,ZALANKI G,1 - 1,161,HUN,2:41,Missed,0
5m shot,6.0,5,2,1,GRE,1.0,HOSNYANSZKY N,1 - 2,110,HUN,1:50,Goal,1
Action shot,6.0,5,2,1,GRE,1.0,KAPOTSIS M,1 - 2,84,GRE,1:24,Saved,0
Action shot,3.0,5,2,1,GRE,1.0,MANHERCZ K,1 - 2,55,HUN,0:55,Saved,0
Extra player shot,3.0,5,2,1,GRE,1.0,MANHERCZ K,1 - 2,9,HUN,0:09,Blocked,0
5m shot,3.0,5,2,1,GRE,1.0,MANHERCZ K,1 - 2,9,HUN,0:09,Missed,0
5m shot,2.0,5,2,1,GRE,1.0,GENIDOUNIAS K,1 - 2,1,GRE,0:01,Saved,0
Extra player shot,5.0,5,2,2,GRE,2.0,FOUNTOULIS I,2 - 2,425,GRE,7:05,Goal,1
Extra player shot,9.0,5,2,2,GRE,2.0,ERDELYI B,2 - 2,392,HUN,6:32,Saved,0
5m shot,2.0,5,2,2,GRE,2.0,GENIDOUNIAS K,2 - 2,365,GRE,6:05,Missed,0
Extra player shot,2.0,5,2,2,GRE,2.0,TOROK B,2 - 2,333,HUN,5:33,Saved,0
5m shot,5.0,5,3,2,GRE,2.0,VAMOS M,2 - 3,318,HUN,5:18,Goal,1
Extra player shot,2.0,5,3,3,GRE,2.0,GENIDOUNIAS K,3 - 3,281,GRE,4:41,Goal,1
Action shot,3.0,5,3,3,GRE,2.0,MANHERCZ K,3 - 3,251,HUN,4:11,Missed,0
5m shot,2.0,5,3,4,GRE,2.0,GENIDOUNIAS K,4 - 3,222,GRE,3:42,Goal,1
Action shot,9.0,5,3,4,GRE,2.0,ERDELYI B,4 - 3,194,HUN,3:14,Missed,0
5m shot,10.0,5,3,4,GRE,2.0,VARGA D,4 - 3,156,HUN,2:36,Post,0
5m shot,12.0,5,3,4,GRE,2.0,VLACHOPOULOS A,4 - 3,126,GRE,2:06,Blocked,0
Action shot,6.0,5,3,4,GRE,2.0,HOSNYANSZKY N,4 - 3,107,HUN,1:47,Missed,0
Action shot,5.0,5,3,4,GRE,4.0,VAMOS M,4 - 3,53,HUN,0:53,Saved,0
Action shot,2.0,5,3,4,GRE,4.0,GENIDOUNIAS K,4 - 3,39,GRE,0:39,Saved,0
Action shot,8.0,5,4,4,GRE,2.0,GOR-NAGY M,4 - 4,71,HUN,1:11,Goal,1
Action shot,11.0,5,4,4,GRE,2.0,GOUNAS A,4 - 4,25,GRE,0:25,Missed,0
Centre shot,12.0,5,5,4,GRE,2.0,HARAI B,4 - 5,5,HUN,0:05,Goal,1
5m shot,5.0,5,5,4,GRE,2.0,FOUNTOULIS I,4 - 5,1,GRE,0:01,Missed,0
5m shot,10.0,5,5,4,GRE,3.0,VARGA D,4 - 5,451,HUN,7:31,Missed,0
5m shot,11.0,5,5,4,GRE,3.0,GOUNAS A,4 - 5,423,GRE,7:03,Saved,0
5m shot,5.0,5,5,4,GRE,3.0,FOUNTOULIS I,4 - 5,374,GRE,6:14,Post,0
Action shot,5.0,5,6,4,GRE,3.0,VAMOS M,4 - 6,329,HUN,5:29,Goal,1
Action shot,12.0,5,6,4,GRE,3.0,VLACHOPOULOS A,4 - 6,305,GRE,5:05,Post,0
