Action,Cap,Game,HUN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Starting goalkeeper,13.0,1,5,2,AUS,3.0,HRYSANTHOS A,2 - 5,480,AUS,8:00
Starting goalkeeper,1.0,1,5,2,AUS,3.0,NAGY V,2 - 5,480,HUN,8:00
Sprint won possession,9.0,1,5,2,AUS,3.0,ERDELYI B,2 - 5,480,HUN,8:00
Turnover foul,11.0,1,5,2,AUS,3.0,MEZEI T,2 - 5,451,HUN,7:31
Steal,7.0,1,5,2,AUS,3.0,GILCHRIST J,2 - 5,451,AUS,7:31
Action shot - Saved,8.0,1,5,2,AUS,3.0,YOUNGER A,2 - 5,426,AUS,7:06
Action shot - Saved,11.0,1,5,2,AUS,3.0,MEZEI T,2 - 5,398,HUN,6:38
Turnover foul,4.0,1,5,2,AUS,3.0,KAYES J,2 - 5,379,AUS,6:19
Penalty foul,12.0,1,5,2,AUS,3.0,BROOKS N,2 - 5,364,AUS,6:04
Penalty shot - Goal,10.0,1,6,2,AUS,3.0,VARGA D,2 - 6,364,HUN,6:04
5m shot - Saved,9.0,1,6,2,AUS,3.0,FORD A,2 - 6,336,AUS,5:36
20 sec. exclusion in field,12.0,1,6,2,AUS,3.0,HARAI B,2 - 6,326,HUN,5:26
Action shot - Saved,5.0,1,6,2,AUS,3.0,POWER N,2 - 6,302,AUS,5:02
Action shot - Post,8.0,1,6,2,AUS,3.0,GOR-NAGY M,2 - 6,271,HUN,4:31
Turnover foul,5.0,1,6,2,AUS,3.0,POWER N,2 - 6,244,AUS,4:04
Steal,1.0,1,6,2,AUS,3.0,NAGY V,2 - 6,244,HUN,4:04
Turnover foul,12.0,1,6,2,AUS,3.0,HARAI B,2 - 6,225,HUN,3:45
Steal,13.0,1,6,2,AUS,3.0,HRYSANTHOS A,2 - 6,225,AUS,3:45
Time-Out,,1,6,2,AUS,3.0,,2 - 6,222,AUS,3:42
5m shot - Saved,9.0,1,6,2,AUS,3.0,FORD A,2 - 6,192,AUS,3:12
20 sec. exclusion in field,9.0,1,6,2,AUS,3.0,FORD A,2 - 6,180,AUS,3:00
Time-Out,,1,6,2,AUS,3.0,,2 - 6,178,HUN,2:58
Extra player shot - Goal,2.0,1,7,2,AUS,3.0,TOROK B,2 - 7,162,HUN,2:42
Turnover foul,11.0,1,7,2,AUS,3.0,HOLLIS L,2 - 7,143,AUS,2:23
Steal,4.0,1,7,2,AUS,3.0,ZALANKI G,2 - 7,143,HUN,2:23
Turnover foul,2.0,1,7,2,AUS,3.0,TOROK B,2 - 7,127,HUN,2:07
Centre shot - Goal,4.0,1,7,3,AUS,3.0,KAYES J,3 - 7,104,AUS,1:44
Turnover foul,6.0,1,7,3,AUS,3.0,HOSNYANSZKY N,3 - 7,72,HUN,1:12
Steal,3.0,1,7,3,AUS,3.0,FORD G,3 - 7,72,AUS,1:12
Turnover foul,6.0,1,7,3,AUS,3.0,EDWARDS L,3 - 7,47,AUS,0:47
20 sec. exclusion in centre,3.0,1,7,3,AUS,3.0,FORD G,3 - 7,28,AUS,0:28
Centre shot - Saved,11.0,1,7,3,AUS,3.0,MEZEI T,3 - 7,17,HUN,0:17
20 sec. exclusion in field,9.0,1,7,3,AUS,3.0,ERDELYI B,3 - 7,7,HUN,0:07
Extra player shot - Missed,10.0,1,7,3,AUS,3.0,FANNON J,3 - 7,2,AUS,0:02
Starting goalkeeper,13.0,1,7,3,AUS,4.0,HRYSANTHOS A,3 - 7,480,AUS,8:00
Starting goalkeeper,1.0,1,7,3,AUS,4.0,NAGY V,3 - 7,480,HUN,8:00
Sprint won possession,7.0,1,7,3,AUS,4.0,GILCHRIST J,3 - 7,480,AUS,8:00
Action shot - Missed,10.0,1,7,3,AUS,4.0,FANNON J,3 - 7,453,AUS,7:33
Action shot - Saved,12.0,1,7,3,AUS,4.0,HARAI B,3 - 7,427,HUN,7:07
Action shot - Goal,12.0,1,8,3,AUS,4.0,HARAI B,3 - 8,381,HUN,6:21
Turnover foul,5.0,1,8,3,AUS,4.0,POWER N,3 - 8,359,AUS,5:59
Steal,1.0,1,8,3,AUS,4.0,NAGY V,3 - 8,359,HUN,5:59
Action shot - Goal,11.0,1,9,3,AUS,4.0,MEZEI T,3 - 9,335,HUN,5:35
Turnover foul,12.0,1,9,3,AUS,4.0,BROOKS N,3 - 9,308,AUS,5:08
Steal,7.0,1,9,3,AUS,4.0,DECKER A,3 - 9,308,HUN,5:08
Action shot - Saved,9.0,1,9,3,AUS,4.0,ERDELYI B,3 - 9,279,HUN,4:39
5m shot - Saved,12.0,1,9,3,AUS,4.0,BROOKS N,3 - 9,252,AUS,4:12
Action shot - Goal,3.0,1,10,3,AUS,4.0,MANHERCZ K,3 - 10,235,HUN,3:55
Turnover foul,4.0,1,10,3,AUS,4.0,KAYES J,3 - 10,218,AUS,3:38
Steal,1.0,1,10,3,AUS,4.0,NAGY V,3 - 10,218,HUN,3:38
Action shot - Goal,5.0,1,11,3,AUS,4.0,VAMOS M,3 - 11,202,HUN,3:22
Time-Out,,1,11,3,AUS,4.0,,3 - 11,202,AUS,3:22
5m shot - Blocked,8.0,1,11,3,AUS,4.0,YOUNGER A,3 - 11,170,AUS,2:50
Action shot - Saved,7.0,1,11,3,AUS,4.0,DECKER A,3 - 11,145,HUN,2:25
Turnover foul,12.0,1,11,3,AUS,4.0,BROOKS N,3 - 11,124,AUS,2:04
Time-Out,,1,11,3,AUS,4.0,,3 - 11,124,HUN,2:04
5m shot - Goal,2.0,1,12,3,AUS,4.0,TOROK B,3 - 12,102,HUN,1:42
Steal,3.0,1,12,3,AUS,4.0,MANHERCZ K,3 - 12,40,HUN,0:40
Counter attack - Goal,3.0,1,13,3,AUS,4.0,MANHERCZ K,3 - 13,29,HUN,0:29
5m shot - Post,11.0,1,13,3,AUS,4.0,HOLLIS L,3 - 13,4,AUS,0:04
5m shot - Saved,1.0,1,13,3,AUS,4.0,NAGY V,3 - 13,1,HUN,0:01
Starting goalkeeper,1.0,2,0,0,ITA,1.0,NAGY V,0 - 0,480,HUN,8:00
Starting goalkeeper,13.0,2,0,0,ITA,1.0,VOLAREVIC G,0 - 0,480,ITA,8:00
Sprint won possession,2.0,2,0,0,ITA,1.0,di FULVIO F,0 - 0,480,ITA,8:00
20 sec. exclusion in field,6.0,2,0,0,ITA,1.0,HOSNYANSZKY N,0 - 0,460,HUN,7:40
Extra player shot - Goal,7.0,2,0,1,ITA,1.0,NORA A,0 - 1,446,ITA,7:26
20 sec. exclusion in centre,3.0,2,0,1,ITA,1.0,GITTO N,0 - 1,429,ITA,7:09
Extra player shot - Saved,12.0,2,0,1,ITA,1.0,HARAI B,0 - 1,416,HUN,6:56
20 sec. exclusion in centre,8.0,2,0,1,ITA,1.0,GOR-NAGY M,0 - 1,398,HUN,6:38
Action shot - Goal,9.0,2,0,2,ITA,1.0,RENZUTO IODICE V,0 - 2,376,ITA,6:16
5m shot - Blocked,5.0,2,0,2,ITA,1.0,VAMOS M,0 - 2,357,HUN,5:57
20 sec. exclusion in centre,12.0,2,0,2,ITA,1.0,BERTOLI Z,0 - 2,348,ITA,5:48
20 sec. exclusion in centre,11.0,2,0,2,ITA,1.0,AICARDI M,0 - 2,332,ITA,5:32
Extra player shot - Goal,10.0,2,1,2,ITA,1.0,VARGA D,1 - 2,325,HUN,5:25
Action shot - Missed,7.0,2,1,2,ITA,1.0,NORA A,1 - 2,296,ITA,4:56
5m shot - Missed,10.0,2,1,2,ITA,1.0,VARGA D,1 - 2,285,HUN,4:45
Action shot - Missed,4.0,2,1,2,ITA,1.0,FIGLIOLI P,1 - 2,272,ITA,4:32
Action shot - Goal,5.0,2,2,2,ITA,1.0,VAMOS M,2 - 2,258,HUN,4:18
20 sec. exclusion in centre,2.0,2,2,2,ITA,1.0,TOROK B,2 - 2,238,HUN,3:58
Extra player shot - Goal,10.0,2,2,3,ITA,1.0,BODEGAS M,2 - 3,225,ITA,3:45
Centre shot - Goal,12.0,2,3,3,ITA,1.0,HARAI B,3 - 3,199,HUN,3:19
5m shot - Post,8.0,2,3,3,ITA,1.0,FONDELLI A,3 - 3,174,ITA,2:54
20 sec. exclusion in field,12.0,2,3,3,ITA,1.0,HARAI B,3 - 3,162,HUN,2:42
Extra player shot - Post,9.0,2,3,3,ITA,1.0,RENZUTO IODICE V,3 - 3,149,ITA,2:29
5m shot - Missed,3.0,2,3,3,ITA,1.0,MANHERCZ K,3 - 3,120,HUN,2:00
Action shot - Goal,2.0,2,3,4,ITA,1.0,di FULVIO F,3 - 4,104,ITA,1:44
5m shot - Saved,10.0,2,3,4,ITA,1.0,VARGA D,3 - 4,73,HUN,1:13
20 sec. exclusion in centre,7.0,2,3,4,ITA,1.0,DECKER A,3 - 4,46,HUN,0:46
Time-Out,,2,3,4,ITA,1.0,,3 - 4,45,ITA,0:45
Action shot - Missed,7.0,2,3,4,ITA,1.0,NORA A,3 - 4,24,ITA,0:24
Time-Out,,2,3,4,ITA,1.0,,3 - 4,24,HUN,0:24
20 sec. exclusion in centre,3.0,2,3,4,ITA,1.0,GITTO N,3 - 4,13,ITA,0:13
Extra player shot - Goal,4.0,2,4,4,ITA,1.0,ZALANKI G,4 - 4,7,HUN,0:07
5m shot - Missed,10.0,2,4,4,ITA,1.0,BODEGAS M,4 - 4,1,ITA,0:01
Starting goalkeeper,1.0,2,4,4,ITA,2.0,NAGY V,4 - 4,480,HUN,8:00
Starting goalkeeper,13.0,2,4,4,ITA,2.0,VOLAREVIC G,4 - 4,480,ITA,8:00
Sprint won possession,4.0,2,4,4,ITA,2.0,FIGLIOLI P,4 - 4,480,ITA,8:00
20 sec. exclusion in centre,8.0,2,4,4,ITA,2.0,GOR-NAGY M,4 - 4,453,HUN,7:33
Action shot - Goal,9.0,2,4,5,ITA,2.0,RENZUTO IODICE V,4 - 5,431,ITA,7:11
5m shot - Saved,9.0,2,4,5,ITA,2.0,ERDELYI B,4 - 5,405,HUN,6:45
Penalty foul,6.0,2,4,5,ITA,2.0,MIRARCHI C,4 - 5,404,ITA,6:44
Penalty shot - Goal,10.0,2,5,5,ITA,2.0,VARGA D,5 - 5,404,HUN,6:44
Action shot - Blocked,2.0,2,5,5,ITA,2.0,di FULVIO F,5 - 5,375,ITA,6:15
Turnover foul,5.0,2,5,5,ITA,2.0,VAMOS M,5 - 5,356,HUN,5:56
Steal,2.0,2,5,5,ITA,2.0,di FULVIO F,5 - 5,356,ITA,5:56
20 sec. exclusion in centre,11.0,2,5,5,ITA,2.0,MEZEI T,5 - 5,338,HUN,5:38
Action shot - Saved,5.0,2,5,5,ITA,2.0,PRESCIUTTI N,5 - 5,317,ITA,5:17
Turnover foul,6.0,2,5,5,ITA,2.0,MIRARCHI C,5 - 5,295,ITA,4:55
20 sec. exclusion in centre,5.0,2,5,5,ITA,2.0,PRESCIUTTI N,5 - 5,274,ITA,4:34
Time-Out,,2,5,5,ITA,2.0,,5 - 5,273,HUN,4:33
Extra player shot - Goal,10.0,2,6,5,ITA,2.0,VARGA D,6 - 5,255,HUN,4:15
5m shot - Saved,4.0,2,6,5,ITA,2.0,FIGLIOLI P,6 - 5,226,ITA,3:46
Turnover foul,10.0,2,6,5,ITA,2.0,VARGA D,6 - 5,195,HUN,3:15
Steal,8.0,2,6,5,ITA,2.0,FONDELLI A,6 - 5,195,ITA,3:15
Turnover foul,11.0,2,6,5,ITA,2.0,AICARDI M,6 - 5,176,ITA,2:56
Steal,1.0,2,6,5,ITA,2.0,NAGY V,6 - 5,176,HUN,2:56
Turnover foul,2.0,2,6,5,ITA,2.0,TOROK B,6 - 5,151,HUN,2:31
5m shot - Missed,8.0,2,6,5,ITA,2.0,FONDELLI A,6 - 5,127,ITA,2:07
Turnover foul,10.0,2,6,5,ITA,2.0,VARGA D,6 - 5,113,HUN,1:53
Turnover foul,2.0,2,6,5,ITA,2.0,di FULVIO F,6 - 5,92,ITA,1:32
Steal,6.0,2,6,5,ITA,2.0,HOSNYANSZKY N,6 - 5,92,HUN,1:32
Exclusion with substitution,8.0,2,6,5,ITA,2.0,FONDELLI A,6 - 5,80,ITA,1:20
Extra player shot - Goal,6.0,2,7,9,ITA,4.0,MIRARCHI C,7 - 9,245,ITA,4:05
20 sec. exclusion in centre,12.0,2,7,9,ITA,4.0,BERTOLI Z,7 - 9,234,ITA,3:54
Exclusion with substitution,12.0,2,7,9,ITA,4.0,BERTOLI Z,7 - 9,234,ITA,3:54
20 sec. exclusion in centre,5.0,2,7,9,ITA,4.0,PRESCIUTTI N,7 - 9,231,ITA,3:51
Extra player shot - Goal,5.0,2,8,9,ITA,4.0,VAMOS M,8 - 9,216,HUN,3:36
Turnover foul,11.0,2,8,9,ITA,4.0,AICARDI M,8 - 9,204,ITA,3:24
Steal,1.0,2,8,9,ITA,4.0,NAGY V,8 - 9,204,HUN,3:24
Counter attack - Saved,4.0,2,8,9,ITA,4.0,ZALANKI G,8 - 9,192,HUN,3:12
Double exclusion,6.0,2,8,9,ITA,4.0,MIRARCHI C,8 - 9,155,ITA,2:35
Double exclusion,5.0,2,8,9,ITA,4.0,VAMOS M,8 - 9,155,HUN,2:35
20 sec. exclusion in centre,10.0,2,8,9,ITA,4.0,BODEGAS M,8 - 9,145,ITA,2:25
Exclusion with substitution,12.0,2,8,9,ITA,2.0,HARAI B,8 - 9,80,HUN,1:20
20 sec. exclusion in centre,11.0,2,8,9,ITA,2.0,AICARDI M,8 - 9,68,ITA,1:08
Extra player shot - Blocked,5.0,2,8,9,ITA,2.0,VAMOS M,8 - 9,59,HUN,0:59
20 sec. exclusion in field,10.0,2,8,9,ITA,2.0,VARGA D,8 - 9,47,HUN,0:47
Time-Out,,2,8,9,ITA,2.0,,8 - 9,47,ITA,0:47
5m shot - Saved,2.0,2,8,9,ITA,2.0,di FULVIO F,8 - 9,22,ITA,0:22
5m shot - Post,2.0,2,8,9,ITA,2.0,di FULVIO F,8 - 9,8,ITA,0:08
Starting goalkeeper,1.0,2,8,9,ITA,3.0,NAGY V,8 - 9,480,HUN,8:00
Starting goalkeeper,1.0,2,8,9,ITA,3.0,TEMPESTI S,8 - 9,480,ITA,8:00
Sprint won possession,4.0,2,8,9,ITA,3.0,FIGLIOLI P,8 - 9,480,ITA,8:00
Turnover foul,7.0,2,8,9,ITA,3.0,NORA A,8 - 9,454,ITA,7:34
Steal,11.0,2,8,9,ITA,3.0,MEZEI T,8 - 9,454,HUN,7:34
Action shot - Saved,3.0,2,8,9,ITA,3.0,MANHERCZ K,8 - 9,441,HUN,7:21
20 sec. exclusion in centre,12.0,2,8,9,ITA,3.0,BERTOLI Z,8 - 9,424,ITA,7:04
Action shot - Goal,3.0,2,7,5,ITA,3.0,MANHERCZ K,7 - 5,403,HUN,6:43
20 sec. exclusion in centre,2.0,2,7,5,ITA,3.0,TOROK B,7 - 5,389,HUN,6:29
Yellow card,,2,7,5,ITA,3.0,Team Official,7 - 5,389,HUN,6:29
Turnover foul,2.0,2,7,5,ITA,3.0,di FULVIO F,7 - 5,366,ITA,6:06
Steal,4.0,2,7,5,ITA,3.0,ZALANKI G,7 - 5,366,HUN,6:06
5m shot - Missed,4.0,2,7,5,ITA,3.0,ZALANKI G,7 - 5,347,HUN,5:47
20 sec. exclusion in field,5.0,2,7,5,ITA,3.0,VAMOS M,7 - 5,336,HUN,5:36
Extra player shot - Goal,9.0,2,7,6,ITA,3.0,RENZUTO IODICE V,7 - 6,321,ITA,5:21
5m shot - Blocked,10.0,2,7,6,ITA,3.0,VARGA D,7 - 6,292,HUN,4:52
20 sec. exclusion in field,4.0,2,7,6,ITA,3.0,ZALANKI G,7 - 6,292,HUN,4:52
Time-Out,,2,7,6,ITA,3.0,,7 - 6,292,ITA,4:52
Extra player shot - Missed,10.0,2,7,6,ITA,3.0,BODEGAS M,7 - 6,276,ITA,4:36
20 sec. exclusion in centre,9.0,2,7,6,ITA,3.0,RENZUTO IODICE V,7 - 6,254,ITA,4:14
Extra player shot - Post,5.0,2,7,6,ITA,3.0,VAMOS M,7 - 6,234,HUN,3:54
Action shot - Goal,2.0,2,7,7,ITA,3.0,di FULVIO F,7 - 7,205,ITA,3:25
20 sec. exclusion in field,9.0,2,7,7,ITA,3.0,RENZUTO IODICE V,7 - 7,192,ITA,3:12
Time-Out,,2,7,7,ITA,3.0,,7 - 7,192,HUN,3:12
Turnover foul,4.0,2,7,7,ITA,3.0,ZALANKI G,7 - 7,166,HUN,2:46
Steal,11.0,2,7,7,ITA,3.0,AICARDI M,7 - 7,166,ITA,2:46
5m shot - Missed,2.0,2,7,7,ITA,3.0,di FULVIO F,7 - 7,141,ITA,2:21
5m shot - Blocked,2.0,2,7,7,ITA,3.0,TOROK B,7 - 7,127,HUN,2:07
5m shot - Saved,2.0,2,7,7,ITA,3.0,TOROK B,7 - 7,103,HUN,1:43
20 sec. exclusion in field,9.0,2,7,7,ITA,3.0,RENZUTO IODICE V,7 - 7,83,ITA,1:23
Exclusion with substitution,9.0,2,7,7,ITA,3.0,RENZUTO IODICE V,7 - 7,83,ITA,1:23
Extra player shot - Saved,10.0,2,7,7,ITA,3.0,VARGA D,7 - 7,77,HUN,1:17
Extra player shot - Blocked,5.0,2,7,7,ITA,3.0,VAMOS M,7 - 7,62,HUN,1:02
Turnover foul,11.0,2,7,7,ITA,3.0,MEZEI T,7 - 7,53,HUN,0:53
Turnover foul,11.0,2,7,7,ITA,3.0,AICARDI M,7 - 7,43,ITA,0:43
Steal,9.0,2,7,7,ITA,3.0,ERDELYI B,7 - 7,43,HUN,0:43
Counter attack - Missed,9.0,2,7,7,ITA,3.0,ERDELYI B,7 - 7,33,HUN,0:33
20 sec. exclusion in field,4.0,2,7,7,ITA,3.0,ZALANKI G,7 - 7,11,HUN,0:11
Extra player shot - Goal,5.0,2,7,8,ITA,3.0,PRESCIUTTI N,7 - 8,3,ITA,0:03
5m shot - Saved,5.0,2,7,8,ITA,3.0,VAMOS M,7 - 8,1,HUN,0:01
Starting goalkeeper,1.0,2,7,8,ITA,4.0,NAGY V,7 - 8,480,HUN,8:00
Starting goalkeeper,1.0,2,7,8,ITA,4.0,TEMPESTI S,7 - 8,480,ITA,8:00
Sprint won possession,4.0,2,7,8,ITA,4.0,FIGLIOLI P,7 - 8,480,ITA,8:00
5m shot - Missed,2.0,2,7,8,ITA,4.0,di FULVIO F,7 - 8,454,ITA,7:34
Turnover foul,8.0,2,7,8,ITA,4.0,GOR-NAGY M,7 - 8,428,HUN,7:08
5m shot - Saved,10.0,2,7,8,ITA,4.0,BODEGAS M,7 - 8,401,ITA,6:41
Turnover foul,5.0,2,7,8,ITA,4.0,VAMOS M,7 - 8,372,HUN,6:12
Turnover foul,3.0,2,7,8,ITA,4.0,GITTO N,7 - 8,345,ITA,5:45
Steal,8.0,2,7,8,ITA,4.0,GOR-NAGY M,7 - 8,345,HUN,5:45
Turnover foul,5.0,2,7,8,ITA,4.0,VAMOS M,7 - 8,325,HUN,5:25
5m shot - Saved,5.0,2,7,8,ITA,4.0,PRESCIUTTI N,7 - 8,300,ITA,5:00
20 sec. exclusion in centre,8.0,2,7,8,ITA,4.0,GOR-NAGY M,7 - 8,272,HUN,4:32
Exclusion with substitution,8.0,2,7,8,ITA,4.0,GOR-NAGY M,7 - 8,272,HUN,4:32
20 sec. exclusion in field,11.0,2,7,8,ITA,4.0,MEZEI T,7 - 8,258,HUN,4:18
Time-Out,,2,7,8,ITA,4.0,,7 - 8,139,HUN,2:19
Extra player shot - Goal,5.0,2,9,9,ITA,4.0,VAMOS M,9 - 9,135,HUN,2:15
20 sec. exclusion in centre,2.0,2,9,9,ITA,4.0,TOROK B,9 - 9,119,HUN,1:59
Exclusion with substitution,2.0,2,9,9,ITA,4.0,TOROK B,9 - 9,119,HUN,1:59
Time-Out,,2,9,9,ITA,4.0,,9 - 9,119,ITA,1:59
Action shot - Saved,7.0,2,9,9,ITA,4.0,NORA A,9 - 9,93,ITA,1:33
5m shot - Blocked,3.0,2,9,9,ITA,4.0,GITTO N,9 - 9,40,ITA,0:40
Turnover foul,4.0,2,9,9,ITA,4.0,ZALANKI G,9 - 9,20,HUN,0:20
Steal,4.0,2,9,9,ITA,4.0,FIGLIOLI P,9 - 9,20,ITA,0:20
Double exclusion,10.0,2,9,9,ITA,4.0,VARGA D,9 - 9,3,HUN,0:03
Double exclusion,2.0,2,9,9,ITA,4.0,di FULVIO F,9 - 9,3,ITA,0:03
Starting goalkeeper,13.0,3,0,0,FRA,1.0,FONTANI H,0 - 0,480,FRA,8:00
Starting goalkeeper,1.0,3,0,0,FRA,1.0,NAGY V,0 - 0,480,HUN,8:00
Sprint won possession,9.0,3,0,0,FRA,1.0,ERDELYI B,0 - 0,480,HUN,8:00
5m shot - Blocked,9.0,3,0,0,FRA,1.0,MARZOUKI M,0 - 0,427,FRA,7:07
Action shot - Goal,5.0,3,1,0,FRA,1.0,VAMOS M,0 - 1,417,HUN,6:57
