Action,Cap,Game,ITA,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Steal,5.0,6,4,9,MNE,4.0,BRGULJAN D,9 - 4,408,MNE,6:48
Turnover foul,4.0,6,4,9,MNE,4.0,PETROVIC A,9 - 4,385,MNE,6:25
Turnover foul,5.0,6,4,9,MNE,4.0,GIORGETTI A,9 - 4,384,ITA,6:24
Centre shot - Missed,5.0,6,4,9,MNE,4.0,BRGULJAN D,9 - 4,360,MNE,6:00
5m shot - Missed,2.0,6,4,9,MNE,4.0,PEREZ A,9 - 4,334,ITA,5:34
5m shot - Goal,9.0,6,4,10,MNE,4.0,IVOVIC A,10 - 4,310,MNE,5:10
5m shot - Blocked,3.0,6,4,10,MNE,4.0,GITTO N,10 - 4,283,ITA,4:43
Turnover foul,9.0,6,4,10,MNE,4.0,IVOVIC A,10 - 4,256,MNE,4:16
Action shot - Goal,4.0,6,5,10,MNE,4.0,FIGLIOLI P,10 - 5,237,ITA,3:57
Action shot - Saved,7.0,6,5,10,MNE,4.0,JANOVIC M,10 - 5,214,MNE,3:34
20 sec. exclusion in field,8.0,6,5,10,MNE,4.0,JANOVIC N,10 - 5,180,MNE,3:00
Extra player shot - Goal,4.0,6,6,10,MNE,4.0,FIGLIOLI P,10 - 6,160,ITA,2:40
Turnover foul,9.0,6,6,10,MNE,4.0,IVOVIC A,10 - 6,135,MNE,2:15
Steal,9.0,6,6,10,MNE,4.0,PRESCIUTTI C,10 - 6,135,ITA,2:15
5m shot - Goal,9.0,6,7,10,MNE,4.0,PRESCIUTTI C,10 - 7,111,ITA,1:51
Time-Out,,6,7,10,MNE,4.0,,10 - 7,91,MNE,1:31
5m shot - Missed,4.0,6,7,10,MNE,4.0,FIGLIOLI P,10 - 7,70,ITA,1:10
20 sec. exclusion in field,8.0,6,7,10,MNE,4.0,JANOVIC N,10 - 7,23,MNE,0:23
Extra player shot - Goal,11.0,6,8,10,MNE,4.0,AICARDI M,10 - 8,7,ITA,0:07
Starting goalkeeper,1.0,7,0,0,CRO,1.0,PAVIC J,0 - 0,480,CRO,8:00
Starting goalkeeper,1.0,7,0,0,CRO,1.0,TEMPESTI S,0 - 0,480,ITA,8:00
Sprint won possession,4.0,7,0,0,CRO,1.0,FIGLIOLI P,0 - 0,480,ITA,8:00
Turnover foul,11.0,7,0,0,CRO,1.0,AICARDI M,0 - 0,465,ITA,7:45
Action shot - Goal,9.0,7,0,1,CRO,1.0,SUKNO S,1 - 0,451,CRO,7:31
20 sec. exclusion in centre,3.0,7,0,1,CRO,1.0,MILAKOVIC I,1 - 0,426,CRO,7:06
Extra player shot - Goal,5.0,7,1,1,CRO,1.0,GIORGETTI A,1 - 1,408,ITA,6:48
Action shot - Saved,6.0,7,1,1,CRO,1.0,FELUGO M,1 - 1,348,ITA,5:48
Turnover foul,10.0,7,1,1,CRO,1.0,DOBUD N,1 - 1,322,CRO,5:22
Steal,1.0,7,1,1,CRO,1.0,TEMPESTI S,1 - 1,322,ITA,5:22
20 sec. exclusion in field,3.0,7,1,1,CRO,1.0,GITTO N,1 - 1,302,ITA,5:02
Action shot - Saved,12.0,7,1,1,CRO,1.0,OBRADOVIC P,1 - 1,276,CRO,4:36
Turnover foul,11.0,7,1,1,CRO,1.0,AICARDI M,1 - 1,248,ITA,4:08
Steal,9.0,7,1,1,CRO,1.0,SUKNO S,1 - 1,248,CRO,4:08
20 sec. exclusion in centre,7.0,7,1,1,CRO,1.0,FIGARI N,1 - 1,221,ITA,3:41
Extra player shot - Goal,9.0,7,1,2,CRO,1.0,SUKNO S,2 - 1,209,CRO,3:29
20 sec. exclusion in centre,2.0,7,1,2,CRO,1.0,LONCAR L,2 - 1,190,CRO,3:10
Extra player shot - Saved,9.0,7,1,2,CRO,1.0,PRESCIUTTI C,2 - 1,185,ITA,3:05
Extra player shot - Goal,2.0,7,2,2,CRO,1.0,PEREZ A,2 - 2,171,ITA,2:51
Turnover foul,4.0,7,2,2,CRO,1.0,PASKVALIN F,2 - 2,144,CRO,2:24
Steal,12.0,7,2,2,CRO,1.0,NAPOLITANO C,2 - 2,144,ITA,2:24
Action shot - Post,8.0,7,2,2,CRO,1.0,GALLO V,2 - 2,121,ITA,2:01
20 sec. exclusion in field,12.0,7,2,2,CRO,1.0,NAPOLITANO C,2 - 2,120,ITA,2:00
Action shot - Goal,6.0,7,2,3,CRO,1.0,BUKIC L,3 - 2,96,CRO,1:36
20 sec. exclusion in centre,8.0,7,2,3,CRO,1.0,BUSLJE A,3 - 2,72,CRO,1:12
Extra player shot - Saved,8.0,7,2,3,CRO,1.0,GALLO V,3 - 2,52,ITA,0:52
20 sec. exclusion in centre,11.0,7,2,3,CRO,1.0,AICARDI M,3 - 2,32,ITA,0:32
Centre shot - Goal,4.0,7,2,4,CRO,1.0,PASKVALIN F,4 - 2,11,CRO,0:11
Turnover foul,6.0,7,2,4,CRO,1.0,FELUGO M,4 - 2,3,ITA,0:03
Starting goalkeeper,1.0,7,2,4,CRO,2.0,PAVIC J,4 - 2,480,CRO,8:00
Starting goalkeeper,1.0,7,2,4,CRO,2.0,TEMPESTI S,4 - 2,480,ITA,8:00
Sprint won possession,9.0,7,2,4,CRO,2.0,SUKNO S,4 - 2,480,CRO,8:00
5m shot - Goal,5.0,7,2,5,CRO,2.0,JOKOVIC M,5 - 2,453,CRO,7:33
5m shot - Blocked,4.0,7,2,5,CRO,2.0,FIGLIOLI P,5 - 2,425,ITA,7:05
Action shot - Saved,6.0,7,2,5,CRO,2.0,FELUGO M,5 - 2,398,ITA,6:38
20 sec. exclusion in field,4.0,7,2,5,CRO,2.0,FIGLIOLI P,5 - 2,384,ITA,6:24
Double exclusion,7.0,7,2,5,CRO,2.0,FIGARI N,5 - 2,372,ITA,6:12
Double exclusion,3.0,7,2,5,CRO,2.0,MILAKOVIC I,5 - 2,372,CRO,6:12
Centre shot - Goal,10.0,7,2,6,CRO,2.0,DOBUD N,6 - 2,350,CRO,5:50
Action shot - Post,2.0,7,2,6,CRO,2.0,PEREZ A,6 - 2,322,ITA,5:22
Turnover foul,4.0,7,2,6,CRO,2.0,PASKVALIN F,6 - 2,302,CRO,5:02
20 sec. exclusion in field,4.0,7,2,6,CRO,2.0,PASKVALIN F,6 - 2,281,CRO,4:41
Centre shot - Saved,12.0,7,2,6,CRO,2.0,NAPOLITANO C,6 - 2,257,ITA,4:17
20 sec. exclusion in centre,5.0,7,2,6,CRO,2.0,GIORGETTI A,6 - 2,240,ITA,4:00
Extra player shot - Goal,9.0,7,2,7,CRO,2.0,SUKNO S,7 - 2,222,CRO,3:42
Time-Out,,7,2,7,CRO,2.0,,7 - 2,222,ITA,3:42
20 sec. exclusion in centre,2.0,7,2,7,CRO,2.0,LONCAR L,7 - 2,209,CRO,3:29
Extra player shot - Blocked,8.0,7,2,7,CRO,2.0,GALLO V,7 - 2,189,ITA,3:09
Action shot - Missed,11.0,7,2,7,CRO,2.0,AICARDI M,7 - 2,185,ITA,3:05
Turnover foul,4.0,7,2,7,CRO,2.0,PASKVALIN F,7 - 2,158,CRO,2:38
20 sec. exclusion in field,4.0,7,2,7,CRO,2.0,PASKVALIN F,7 - 2,158,CRO,2:38
Centre shot - Missed,11.0,7,2,7,CRO,2.0,AICARDI M,7 - 2,135,ITA,2:15
Action shot - Missed,11.0,7,2,7,CRO,2.0,SETKA A,7 - 2,107,CRO,1:47
20 sec. exclusion in centre,11.0,7,2,7,CRO,2.0,SETKA A,7 - 2,93,CRO,1:33
Extra player shot - Goal,5.0,7,3,7,CRO,2.0,GIORGETTI A,7 - 3,75,ITA,1:15
Turnover foul,10.0,7,3,7,CRO,2.0,DOBUD N,7 - 3,47,CRO,0:47
Steal,5.0,7,3,7,CRO,2.0,GIORGETTI A,7 - 3,47,ITA,0:47
20 sec. exclusion in field,6.0,7,3,7,CRO,2.0,FELUGO M,7 - 3,36,ITA,0:36
Action shot - Goal,5.0,7,3,8,CRO,2.0,JOKOVIC M,8 - 3,15,CRO,0:15
Action shot - Blocked,5.0,7,3,8,CRO,2.0,GIORGETTI A,8 - 3,1,ITA,0:01
Starting goalkeeper,1.0,7,3,8,CRO,3.0,PAVIC J,8 - 3,480,CRO,8:00
Starting goalkeeper,1.0,7,3,8,CRO,3.0,TEMPESTI S,8 - 3,480,ITA,8:00
Sprint won possession,4.0,7,3,8,CRO,3.0,FIGLIOLI P,8 - 3,480,ITA,8:00
Extra player shot - Goal,6.0,7,7,10,CRO,4.0,FELUGO M,10 - 7,118,ITA,1:58
5m shot - Saved,12.0,7,7,10,CRO,4.0,OBRADOVIC P,10 - 7,90,CRO,1:30
Counter attack - Saved,6.0,7,7,10,CRO,4.0,FELUGO M,10 - 7,69,ITA,1:09
Time-Out,,7,7,10,CRO,4.0,,10 - 7,52,CRO,0:52
20 sec. exclusion in field,5.0,7,7,10,CRO,4.0,GIORGETTI A,10 - 7,42,ITA,0:42
Exclusion with substitution,5.0,7,7,10,CRO,4.0,GIORGETTI A,10 - 7,42,ITA,0:42
20 sec. exclusion in centre,12.0,7,7,10,CRO,3.0,OBRADOVIC P,10 - 7,464,CRO,7:44
Extra player shot - Blocked,4.0,7,7,10,CRO,3.0,FIGLIOLI P,10 - 7,444,ITA,7:24
Turnover foul,9.0,7,7,10,CRO,3.0,SUKNO S,10 - 7,420,CRO,7:00
20 sec. exclusion in centre,5.0,7,7,10,CRO,3.0,JOKOVIC M,10 - 7,412,CRO,6:52
Exclusion with substitution,9.0,7,7,10,CRO,3.0,SUKNO S,10 - 7,405,CRO,6:45
Exclusion with substitution,2.0,7,7,10,CRO,3.0,PEREZ A,10 - 7,405,ITA,6:45
Action shot - Saved,9.0,7,7,10,CRO,3.0,PRESCIUTTI C,10 - 7,387,ITA,6:27
20 sec. exclusion in field,5.0,7,7,10,CRO,3.0,JOKOVIC M,10 - 7,376,CRO,6:16
Extra player shot - Goal,5.0,7,4,8,CRO,3.0,GIORGETTI A,8 - 4,374,ITA,6:14
Exclusion with substitution,8.0,7,4,8,CRO,3.0,BUSLJE A,8 - 4,364,CRO,6:04
20 sec. exclusion in field,4.0,7,4,8,CRO,3.0,FIGLIOLI P,8 - 4,358,ITA,5:58
Action shot - Post,5.0,7,4,8,CRO,3.0,JOKOVIC M,8 - 4,334,CRO,5:34
Turnover foul,3.0,7,4,8,CRO,3.0,GITTO N,8 - 4,314,ITA,5:14
Steal,10.0,7,4,8,CRO,3.0,DOBUD N,8 - 4,314,CRO,5:14
Action shot - Saved,7.0,7,4,8,CRO,3.0,MUSLIM P,8 - 4,286,CRO,4:46
20 sec. exclusion in field,12.0,7,4,8,CRO,3.0,OBRADOVIC P,8 - 4,286,CRO,4:46
Turnover foul,8.0,7,4,8,CRO,3.0,GALLO V,8 - 4,257,ITA,4:17
Steal,7.0,7,4,8,CRO,3.0,MUSLIM P,8 - 4,257,CRO,4:17
20 sec. exclusion in field,8.0,7,4,8,CRO,3.0,GALLO V,8 - 4,247,ITA,4:07
Time-Out,,7,4,8,CRO,3.0,,8 - 4,247,CRO,4:07
20 sec. exclusion in field,5.0,7,4,8,CRO,3.0,GIORGETTI A,8 - 4,230,ITA,3:50
Turnover foul,5.0,7,4,8,CRO,3.0,JOKOVIC M,8 - 4,218,CRO,3:38
Steal,12.0,7,4,8,CRO,3.0,NAPOLITANO C,8 - 4,218,ITA,3:38
20 sec. exclusion in field,11.0,7,4,8,CRO,3.0,SETKA A,8 - 4,217,CRO,3:37
Action shot - Post,3.0,7,4,8,CRO,3.0,GITTO N,8 - 4,189,ITA,3:09
Action shot - Missed,12.0,7,4,8,CRO,3.0,OBRADOVIC P,8 - 4,162,CRO,2:42
Turnover foul,9.0,7,4,8,CRO,3.0,PRESCIUTTI C,8 - 4,144,ITA,2:24
Steal,12.0,7,4,8,CRO,3.0,OBRADOVIC P,8 - 4,144,CRO,2:24
5m shot - Saved,12.0,7,4,8,CRO,3.0,OBRADOVIC P,8 - 4,119,CRO,1:59
Action shot - Saved,4.0,7,4,8,CRO,3.0,FIGLIOLI P,8 - 4,103,ITA,1:43
20 sec. exclusion in centre,4.0,7,4,8,CRO,3.0,FIGLIOLI P,8 - 4,83,ITA,1:23
Exclusion with substitution,4.0,7,4,8,CRO,3.0,FIGLIOLI P,8 - 4,83,ITA,1:23
Action shot - Goal,5.0,7,4,9,CRO,3.0,JOKOVIC M,9 - 4,72,CRO,1:12
Turnover foul,11.0,7,4,9,CRO,3.0,AICARDI M,9 - 4,62,ITA,1:02
Turnover foul,12.0,7,4,9,CRO,3.0,OBRADOVIC P,9 - 4,46,CRO,0:46
Action shot - Goal,9.0,7,5,9,CRO,3.0,PRESCIUTTI C,9 - 5,21,ITA,0:21
Turnover foul,10.0,7,5,9,CRO,3.0,DOBUD N,9 - 5,8,CRO,0:08
Starting goalkeeper,1.0,7,5,9,CRO,4.0,PAVIC J,9 - 5,480,CRO,8:00
Starting goalkeeper,1.0,7,5,9,CRO,4.0,TEMPESTI S,9 - 5,480,ITA,8:00
Sprint won possession,10.0,7,5,9,CRO,4.0,FIORENTINI D,9 - 5,480,ITA,8:00
20 sec. exclusion in centre,3.0,7,5,9,CRO,4.0,MILAKOVIC I,9 - 5,465,CRO,7:45
Exclusion with substitution,3.0,7,5,9,CRO,4.0,MILAKOVIC I,9 - 5,465,CRO,7:45
Turnover foul,9.0,7,5,9,CRO,4.0,PRESCIUTTI C,9 - 5,454,ITA,7:34
Steal,11.0,7,5,9,CRO,4.0,SETKA A,9 - 5,454,CRO,7:34
20 sec. exclusion in centre,10.0,7,5,9,CRO,4.0,FIORENTINI D,9 - 5,425,ITA,7:05
Extra player shot - Post,10.0,7,5,9,CRO,4.0,DOBUD N,9 - 5,419,CRO,6:59
Extra player shot - Saved,5.0,7,5,9,CRO,4.0,JOKOVIC M,9 - 5,408,CRO,6:48
5m shot - Saved,7.0,7,5,9,CRO,4.0,MUSLIM P,9 - 5,378,CRO,6:18
Turnover foul,5.0,7,5,9,CRO,4.0,GIORGETTI A,9 - 5,377,ITA,6:17
Turnover foul,10.0,7,5,9,CRO,4.0,DOBUD N,9 - 5,350,CRO,5:50
Steal,11.0,7,5,9,CRO,4.0,AICARDI M,9 - 5,350,ITA,5:50
Turnover foul,10.0,7,5,9,CRO,4.0,FIORENTINI D,9 - 5,322,ITA,5:22
Action shot - Saved,2.0,7,5,9,CRO,4.0,LONCAR L,9 - 5,294,CRO,4:54
Action shot - Blocked,8.0,7,5,9,CRO,4.0,GALLO V,9 - 5,274,ITA,4:34
Turnover foul,11.0,7,5,9,CRO,4.0,SETKA A,9 - 5,251,CRO,4:11
Steal,1.0,7,5,9,CRO,4.0,TEMPESTI S,9 - 5,251,ITA,4:11
Penalty foul,2.0,7,5,9,CRO,4.0,LONCAR L,9 - 5,227,CRO,3:47
Exclusion with substitution,2.0,7,5,9,CRO,4.0,LONCAR L,9 - 5,227,CRO,3:47
Penalty shot - Goal,6.0,7,6,9,CRO,4.0,FELUGO M,9 - 6,227,ITA,3:47
5m shot - Goal,12.0,7,6,10,CRO,4.0,OBRADOVIC P,10 - 6,202,CRO,3:22
Turnover foul,6.0,7,6,10,CRO,4.0,FELUGO M,10 - 6,182,ITA,3:02
20 sec. exclusion in centre,4.0,7,6,10,CRO,4.0,PASKVALIN F,10 - 6,130,CRO,2:10
Exclusion with substitution,4.0,7,6,10,CRO,4.0,PASKVALIN F,10 - 6,130,CRO,2:10
Action shot - Missed,10.0,7,6,10,CRO,4.0,DOBUD N,10 - 6,12,CRO,0:12
Time-Out,,7,6,10,CRO,4.0,,10 - 6,12,ITA,0:12
20 sec. exclusion in centre,5.0,7,6,10,CRO,4.0,JOKOVIC M,10 - 6,6,CRO,0:06
Exclusion with substitution,5.0,7,6,10,CRO,4.0,JOKOVIC M,10 - 6,6,CRO,0:06
Extra player shot - Goal,12.0,7,8,10,CRO,4.0,NAPOLITANO C,10 - 8,2,ITA,0:02
