Action,Cap,Game,ITA,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Steal,10.0,4,9,2,CHN,3.0,ZHANG J,9 - 2,115,CHN,1:55
5m shot - Saved,2.0,4,9,2,CHN,3.0,TAN F,9 - 2,88,CHN,1:28
Action shot - Blocked,5.0,4,9,2,CHN,3.0,GIORGETTI A,9 - 2,63,ITA,1:03
Turnover foul,12.0,4,9,2,CHN,3.0,NAPOLITANO C,9 - 2,41,ITA,0:41
Steal,13.0,4,9,2,CHN,3.0,WU H,9 - 2,41,CHN,0:41
Action shot - Saved,10.0,4,9,2,CHN,3.0,ZHANG J,9 - 2,17,CHN,0:17
Action shot - Blocked,2.0,4,9,2,CHN,3.0,PEREZ A,9 - 2,1,ITA,0:01
Starting goalkeeper,13.0,4,9,2,CHN,4.0,DEL LUNGO M,9 - 2,480,ITA,8:00
Starting goalkeeper,13.0,4,9,2,CHN,4.0,WU H,9 - 2,480,CHN,8:00
Sprint won possession,4.0,4,9,2,CHN,4.0,FIGLIOLI P,9 - 2,480,ITA,8:00
Centre shot - Saved,11.0,4,9,2,CHN,4.0,AICARDI M,9 - 2,461,ITA,7:41
20 sec. exclusion in centre,9.0,4,9,2,CHN,4.0,PRESCIUTTI C,9 - 2,442,ITA,7:22
Time-Out,,4,9,2,CHN,4.0,,9 - 2,442,CHN,7:22
Extra player shot - Blocked,3.0,4,9,2,CHN,4.0,LIANG Z,9 - 2,424,CHN,7:04
Action shot - Post,4.0,4,9,2,CHN,4.0,FIGLIOLI P,9 - 2,409,ITA,6:49
Centre shot - Goal,11.0,4,10,2,CHN,4.0,AICARDI M,10 - 2,389,ITA,6:29
5m shot - Blocked,3.0,4,10,2,CHN,4.0,LIANG Z,10 - 2,362,CHN,6:02
Penalty foul,3.0,4,10,2,CHN,4.0,LIANG Z,10 - 2,343,CHN,5:43
Penalty shot - Saved,4.0,4,10,2,CHN,4.0,FIGLIOLI P,10 - 2,343,ITA,5:43
Turnover foul,11.0,4,10,2,CHN,4.0,ZHANG C,10 - 2,320,CHN,5:20
Steal,3.0,4,10,2,CHN,4.0,GITTO N,10 - 2,320,ITA,5:20
Action shot - Missed,10.0,4,10,2,CHN,4.0,FIORENTINI D,10 - 2,304,ITA,5:04
Centre shot - Saved,9.0,4,10,2,CHN,4.0,XIE J,10 - 2,276,CHN,4:36
Action shot - Goal,5.0,4,11,2,CHN,4.0,GIORGETTI A,11 - 2,258,ITA,4:18
Action shot - Blocked,3.0,4,11,2,CHN,4.0,LIANG Z,11 - 2,233,CHN,3:53
Centre shot - Post,12.0,4,11,2,CHN,4.0,NAPOLITANO C,11 - 2,205,ITA,3:25
Turnover foul,3.0,4,11,2,CHN,4.0,LIANG Z,11 - 2,178,CHN,2:58
Steal,10.0,4,11,2,CHN,4.0,FIORENTINI D,11 - 2,178,ITA,2:58
20 sec. exclusion in centre,7.0,4,11,2,CHN,4.0,LI B,11 - 2,168,CHN,2:48
Extra player shot - Blocked,10.0,4,11,2,CHN,4.0,FIORENTINI D,11 - 2,157,ITA,2:37
Turnover foul,9.0,4,11,2,CHN,4.0,XIE J,11 - 2,129,CHN,2:09
Turnover foul,12.0,4,11,2,CHN,4.0,NAPOLITANO C,11 - 2,107,ITA,1:47
Action shot - Saved,5.0,4,11,2,CHN,4.0,GUO J,11 - 2,83,CHN,1:23
Turnover foul,2.0,4,11,2,CHN,4.0,PEREZ A,11 - 2,56,ITA,0:56
20 sec. exclusion in centre,6.0,4,11,2,CHN,4.0,FELUGO M,11 - 2,37,ITA,0:37
Penalty foul,10.0,4,11,2,CHN,4.0,FIORENTINI D,11 - 2,1,ITA,0:01
Penalty shot - Goal,3.0,4,11,3,CHN,4.0,LIANG Z,11 - 3,1,CHN,0:01
Starting goalkeeper,1.0,5,0,0,ESP,1.0,AGUILAR I,0 - 0,480,ESP,8:00
Starting goalkeeper,1.0,5,0,0,ESP,1.0,TEMPESTI S,0 - 0,480,ITA,8:00
Sprint won possession,10.0,5,0,0,ESP,1.0,FIORENTINI D,0 - 0,480,ITA,8:00
Turnover foul,5.0,5,0,0,ESP,1.0,GIORGETTI A,0 - 0,455,ITA,7:35
Steal,1.0,5,0,0,ESP,1.0,AGUILAR I,0 - 0,455,ESP,7:35
Turnover foul,6.0,5,0,0,ESP,1.0,MINGUELL M,0 - 0,434,ESP,7:14
Steal,3.0,5,0,0,ESP,1.0,GITTO N,0 - 0,434,ITA,7:14
Action shot - Blocked,5.0,5,0,0,ESP,1.0,GIORGETTI A,0 - 0,405,ITA,6:45
Action shot - Post,5.0,5,0,0,ESP,1.0,GIORGETTI A,0 - 0,378,ITA,6:18
Action shot - Saved,6.0,5,0,0,ESP,1.0,FELUGO M,0 - 0,354,ITA,5:54
Turnover foul,11.0,5,0,0,ESP,1.0,AICARDI M,0 - 0,335,ITA,5:35
5m shot - Post,12.0,5,0,0,ESP,1.0,GARCIA X,0 - 0,308,ESP,5:08
Action shot - Goal,5.0,5,1,0,ESP,1.0,GIORGETTI A,0 - 1,293,ITA,4:53
Turnover foul,9.0,5,1,0,ESP,1.0,VALLES X,0 - 1,274,ESP,4:34
Action shot - Missed,6.0,5,1,0,ESP,1.0,FELUGO M,0 - 1,244,ITA,4:04
20 sec. exclusion in centre,3.0,5,1,0,ESP,1.0,GITTO N,0 - 1,220,ITA,3:40
Extra player shot - Goal,10.0,5,1,1,ESP,1.0,PERRONE F,1 - 1,200,ESP,3:20
Turnover foul,11.0,5,1,1,ESP,1.0,AICARDI M,1 - 1,183,ITA,3:03
Steal,5.0,5,1,1,ESP,1.0,MOLINA G,1 - 1,183,ESP,3:03
5m shot - Saved,8.0,5,1,1,ESP,1.0,ESPANOL A,1 - 1,162,ESP,2:42
Turnover foul,5.0,5,1,1,ESP,1.0,GIORGETTI A,1 - 1,140,ITA,2:20
Steal,8.0,5,1,1,ESP,1.0,ESPANOL A,1 - 1,140,ESP,2:20
5m shot - Blocked,5.0,5,1,1,ESP,1.0,MOLINA G,1 - 1,117,ESP,1:57
5m shot - Goal,7.0,5,2,1,ESP,1.0,FIGARI N,1 - 2,96,ITA,1:36
Penalty foul,2.0,5,2,1,ESP,1.0,PEREZ A,1 - 2,79,ITA,1:19
Penalty shot - Goal,8.0,5,2,2,ESP,1.0,ESPANOL A,2 - 2,79,ESP,1:19
20 sec. exclusion in centre,2.0,5,2,2,ESP,1.0,MUNARRIZ A,2 - 2,60,ESP,1:00
Turnover foul,11.0,5,2,2,ESP,1.0,AICARDI M,2 - 2,59,ITA,0:59
Steal,6.0,5,2,2,ESP,1.0,MINGUELL M,2 - 2,59,ESP,0:59
5m shot - Missed,5.0,5,2,2,ESP,1.0,MOLINA G,2 - 2,33,ESP,0:33
Turnover foul,11.0,5,2,2,ESP,1.0,AICARDI M,2 - 2,15,ITA,0:15
Turnover foul,10.0,5,2,2,ESP,1.0,PERRONE F,2 - 2,2,ESP,0:02
Steal,4.0,5,2,2,ESP,1.0,FIGLIOLI P,2 - 2,2,ITA,0:02
Starting goalkeeper,1.0,5,2,2,ESP,2.0,AGUILAR I,2 - 2,480,ESP,8:00
Starting goalkeeper,1.0,5,2,2,ESP,2.0,TEMPESTI S,2 - 2,480,ITA,8:00
Sprint won possession,4.0,5,2,2,ESP,2.0,FIGLIOLI P,2 - 2,480,ITA,8:00
Turnover foul,11.0,5,2,2,ESP,2.0,AICARDI M,2 - 2,451,ITA,7:31
Steal,12.0,5,2,2,ESP,2.0,GARCIA X,2 - 2,451,ESP,7:31
5m shot - Saved,12.0,5,2,2,ESP,2.0,GARCIA X,2 - 2,422,ESP,7:02
Action shot - Blocked,6.0,5,2,2,ESP,2.0,FELUGO M,2 - 2,397,ITA,6:37
Double exclusion,11.0,5,2,2,ESP,2.0,AICARDI M,2 - 2,395,ITA,6:35
Double exclusion,6.0,5,2,2,ESP,2.0,MINGUELL M,2 - 2,395,ESP,6:35
Turnover foul,7.0,5,2,2,ESP,2.0,SZIRANYI B,2 - 2,382,ESP,6:22
Centre shot - Post,12.0,5,2,2,ESP,2.0,NAPOLITANO C,2 - 2,366,ITA,6:06
5m shot - Blocked,10.0,5,2,2,ESP,2.0,PERRONE F,2 - 2,337,ESP,5:37
Turnover foul,7.0,5,2,2,ESP,2.0,SZIRANYI B,2 - 2,308,ESP,5:08
Steal,3.0,5,2,2,ESP,2.0,GITTO N,2 - 2,308,ITA,5:08
20 sec. exclusion in centre,10.0,5,2,2,ESP,2.0,PERRONE F,2 - 2,283,ESP,4:43
Action shot - Goal,4.0,5,3,2,ESP,2.0,FIGLIOLI P,2 - 3,262,ITA,4:22
Turnover foul,6.0,5,3,2,ESP,2.0,MINGUELL M,2 - 3,241,ESP,4:01
Turnover foul,12.0,5,3,2,ESP,2.0,NAPOLITANO C,2 - 3,212,ITA,3:32
Steal,5.0,5,3,2,ESP,2.0,MOLINA G,2 - 3,212,ESP,3:32
20 sec. exclusion in field,4.0,5,3,2,ESP,2.0,FIGLIOLI P,2 - 3,201,ITA,3:21
Extra player shot - Blocked,5.0,5,3,2,ESP,2.0,MOLINA G,2 - 3,183,ESP,3:03
Action shot - Goal,5.0,5,3,3,ESP,2.0,MOLINA G,3 - 3,176,ESP,2:56
Turnover foul,8.0,5,3,3,ESP,2.0,GALLO V,3 - 3,154,ITA,2:34
Turnover foul,10.0,5,3,3,ESP,2.0,PERRONE F,3 - 3,130,ESP,2:10
Double exclusion,5.0,5,3,3,ESP,2.0,GIORGETTI A,3 - 3,130,ITA,2:10
Double exclusion,6.0,5,3,3,ESP,2.0,MINGUELL M,3 - 3,130,ESP,2:10
Turnover foul,11.0,5,3,3,ESP,2.0,AICARDI M,3 - 3,101,ITA,1:41
Steal,3.0,5,3,3,ESP,2.0,de LERA R,3 - 3,101,ESP,1:41
5m shot - Blocked,5.0,5,3,3,ESP,2.0,MOLINA G,3 - 3,73,ESP,1:13
Turnover foul,8.0,5,3,3,ESP,2.0,ESPANOL A,3 - 3,46,ESP,0:46
Extra player shot - Blocked,8.0,5,3,3,ESP,4.0,ESPANOL A,3 - 3,87,ESP,1:27
Action shot - Saved,7.0,5,3,3,ESP,4.0,FIGARI N,3 - 3,57,ITA,0:57
5m shot - Saved,6.0,5,3,3,ESP,4.0,MINGUELL M,3 - 3,42,ESP,0:42
Time-Out,,5,3,3,ESP,4.0,,3 - 3,32,ITA,0:32
Steal,9.0,5,3,3,ESP,2.0,PRESCIUTTI C,3 - 3,46,ITA,0:46
20 sec. exclusion in centre,3.0,5,3,3,ESP,2.0,de LERA R,3 - 3,29,ESP,0:29
Action shot - Post,10.0,5,3,3,ESP,2.0,FIORENTINI D,3 - 3,5,ITA,0:05
Starting goalkeeper,1.0,5,3,3,ESP,3.0,AGUILAR I,3 - 3,480,ESP,8:00
Starting goalkeeper,1.0,5,3,3,ESP,3.0,TEMPESTI S,3 - 3,480,ITA,8:00
Sprint won possession,4.0,5,3,3,ESP,3.0,FIGLIOLI P,3 - 3,480,ITA,8:00
Penalty foul,2.0,5,3,3,ESP,3.0,MUNARRIZ A,3 - 3,462,ESP,7:42
Penalty shot - Goal,4.0,5,4,3,ESP,3.0,FIGLIOLI P,3 - 4,462,ITA,7:42
Turnover foul,9.0,5,4,3,ESP,3.0,VALLES X,3 - 4,437,ESP,7:17
Counter attack - Saved,9.0,5,4,3,ESP,3.0,PRESCIUTTI C,3 - 4,425,ITA,7:05
20 sec. exclusion in centre,7.0,5,4,3,ESP,3.0,FIGARI N,3 - 4,402,ITA,6:42
Extra player shot - Saved,6.0,5,4,3,ESP,3.0,MINGUELL M,3 - 4,386,ESP,6:26
Action shot - Saved,12.0,5,4,3,ESP,3.0,GARCIA X,3 - 4,378,ESP,6:18
5m shot - Post,4.0,5,4,3,ESP,3.0,FIGLIOLI P,3 - 4,351,ITA,5:51
5m shot - Saved,6.0,5,4,3,ESP,3.0,FELUGO M,3 - 4,325,ITA,5:25
5m shot - Blocked,6.0,5,4,3,ESP,3.0,MINGUELL M,3 - 4,301,ESP,5:01
5m shot - Saved,8.0,5,4,3,ESP,3.0,GALLO V,3 - 4,273,ITA,4:33
5m shot - Saved,6.0,5,4,3,ESP,3.0,MINGUELL M,3 - 4,248,ESP,4:08
Centre shot - Missed,9.0,5,4,3,ESP,3.0,VALLES X,3 - 4,247,ESP,4:07
5m shot - Post,4.0,5,4,3,ESP,3.0,FIGLIOLI P,3 - 4,222,ITA,3:42
Turnover foul,9.0,5,4,3,ESP,3.0,VALLES X,3 - 4,192,ESP,3:12
Steal,9.0,5,4,3,ESP,3.0,PRESCIUTTI C,3 - 4,192,ITA,3:12
Turnover foul,4.0,5,4,3,ESP,3.0,FIGLIOLI P,3 - 4,175,ITA,2:55
5m shot - Blocked,5.0,5,4,3,ESP,3.0,MOLINA G,3 - 4,155,ESP,2:35
5m shot - Blocked,6.0,5,4,3,ESP,3.0,FELUGO M,3 - 4,127,ITA,2:07
Turnover foul,7.0,5,4,3,ESP,3.0,SZIRANYI B,3 - 4,121,ESP,2:01
Turnover foul,11.0,5,4,3,ESP,3.0,AICARDI M,3 - 4,110,ITA,1:50
Steal,10.0,5,4,3,ESP,3.0,PERRONE F,3 - 4,110,ESP,1:50
20 sec. exclusion in centre,9.0,5,4,3,ESP,3.0,PRESCIUTTI C,3 - 4,91,ITA,1:31
Time-Out,,5,4,3,ESP,3.0,,3 - 4,91,ESP,1:31
Extra player shot - Saved,10.0,5,4,3,ESP,3.0,PERRONE F,3 - 4,75,ESP,1:15
20 sec. exclusion in centre,10.0,5,4,3,ESP,3.0,PERRONE F,3 - 4,48,ESP,0:48
Extra player shot - Missed,7.0,5,4,3,ESP,3.0,FIGARI N,3 - 4,36,ITA,0:36
Turnover foul,8.0,5,4,3,ESP,3.0,ESPANOL A,3 - 4,21,ESP,0:21
Steal,10.0,5,4,3,ESP,3.0,FIORENTINI D,3 - 4,21,ITA,0:21
Action shot - Saved,10.0,5,4,3,ESP,3.0,FIORENTINI D,3 - 4,1,ITA,0:01
Starting goalkeeper,1.0,5,4,3,ESP,4.0,AGUILAR I,3 - 4,480,ESP,8:00
Starting goalkeeper,1.0,5,4,3,ESP,4.0,TEMPESTI S,3 - 4,480,ITA,8:00
Sprint won possession,4.0,5,4,3,ESP,4.0,FIGLIOLI P,3 - 4,480,ITA,8:00
Turnover foul,11.0,5,4,3,ESP,4.0,AICARDI M,3 - 4,456,ITA,7:36
Steal,10.0,5,4,3,ESP,4.0,PERRONE F,3 - 4,456,ESP,7:36
5m shot - Saved,12.0,5,4,3,ESP,4.0,GARCIA X,3 - 4,432,ESP,7:12
Turnover foul,7.0,5,4,3,ESP,4.0,SZIRANYI B,3 - 4,425,ESP,7:05
Turnover foul,11.0,5,4,3,ESP,4.0,AICARDI M,3 - 4,408,ITA,6:48
20 sec. exclusion in centre,2.0,5,4,3,ESP,4.0,PEREZ A,3 - 4,393,ITA,6:33
Extra player shot - Saved,6.0,5,4,3,ESP,4.0,MINGUELL M,3 - 4,375,ESP,6:15
20 sec. exclusion in field,5.0,5,4,3,ESP,4.0,GIORGETTI A,3 - 4,370,ITA,6:10
Extra player shot - Saved,10.0,5,4,3,ESP,4.0,PERRONE F,3 - 4,351,ESP,5:51
5m shot - Post,12.0,5,4,3,ESP,4.0,GARCIA X,3 - 4,343,ESP,5:43
Turnover foul,5.0,5,4,3,ESP,4.0,MOLINA G,3 - 4,322,ESP,5:22
5m shot - Saved,4.0,5,4,3,ESP,4.0,FIGLIOLI P,3 - 4,297,ITA,4:57
5m shot - Blocked,6.0,5,4,3,ESP,4.0,MINGUELL M,3 - 4,272,ESP,4:32
Centre shot - Saved,11.0,5,4,3,ESP,4.0,AICARDI M,3 - 4,248,ITA,4:08
Time-Out,,5,4,3,ESP,4.0,,3 - 4,245,ESP,4:05
Turnover foul,10.0,5,4,3,ESP,4.0,PERRONE F,3 - 4,233,ESP,3:53
Turnover foul,12.0,5,4,3,ESP,4.0,NAPOLITANO C,3 - 4,205,ITA,3:25
Steal,8.0,5,4,3,ESP,4.0,ESPANOL A,3 - 4,205,ESP,3:25
Turnover foul,9.0,5,4,3,ESP,4.0,VALLES X,3 - 4,175,ESP,2:55
Steal,9.0,5,4,3,ESP,4.0,PRESCIUTTI C,3 - 4,175,ITA,2:55
Action shot - Saved,6.0,5,4,3,ESP,4.0,FELUGO M,3 - 4,146,ITA,2:26
Turnover foul,6.0,5,4,3,ESP,4.0,FELUGO M,3 - 4,120,ITA,2:00
Steal,12.0,5,4,3,ESP,4.0,GARCIA X,3 - 4,120,ESP,2:00
20 sec. exclusion in centre,9.0,5,4,3,ESP,4.0,PRESCIUTTI C,3 - 4,103,ITA,1:43
5m shot - Post,11.0,5,4,3,ESP,4.0,AICARDI M,3 - 4,15,ITA,0:15
Turnover foul,10.0,5,4,3,ESP,4.0,PERRONE F,3 - 4,1,ESP,0:01
Steal,2.0,5,4,3,ESP,4.0,PEREZ A,3 - 4,1,ITA,0:01
Starting goalkeeper,1.0,6,0,0,MNE,1.0,TEMPESTI S,0 - 0,480,ITA,8:00
Starting goalkeeper,13.0,6,0,0,MNE,1.0,SCEPANOVIC M,0 - 0,480,MNE,8:00
Sprint won possession,3.0,6,0,0,MNE,1.0,PASKOVIC V,0 - 0,480,MNE,8:00
5m shot - Goal,9.0,6,0,1,MNE,1.0,IVOVIC A,1 - 0,455,MNE,7:35
Turnover foul,11.0,6,0,1,MNE,1.0,AICARDI M,1 - 0,441,ITA,7:21
Turnover foul,3.0,6,0,1,MNE,1.0,PASKOVIC V,1 - 0,414,MNE,6:54
Centre shot - Saved,11.0,6,0,1,MNE,1.0,AICARDI M,1 - 0,394,ITA,6:34
20 sec. exclusion in centre,10.0,6,0,1,MNE,1.0,FIORENTINI D,1 - 0,376,ITA,6:16
Action shot - Goal,7.0,6,0,2,MNE,1.0,JANOVIC M,2 - 0,355,MNE,5:55
5m shot - Missed,5.0,6,0,2,MNE,1.0,GIORGETTI A,2 - 0,337,ITA,5:37
Turnover foul,7.0,6,0,2,MNE,1.0,JANOVIC M,2 - 0,323,MNE,5:23
5m shot - Saved,5.0,6,0,2,MNE,1.0,GIORGETTI A,2 - 0,297,ITA,4:57
20 sec. exclusion in field,4.0,6,0,2,MNE,1.0,FIGLIOLI P,2 - 0,274,ITA,4:34
Extra player shot - Saved,7.0,6,0,2,MNE,1.0,JANOVIC M,2 - 0,254,MNE,4:14
Penalty foul,8.0,6,0,2,MNE,1.0,GALLO V,2 - 0,244,ITA,4:04
Penalty shot - Goal,8.0,6,0,3,MNE,1.0,JANOVIC N,3 - 0,244,MNE,4:04
20 sec. exclusion in centre,4.0,6,0,3,MNE,1.0,PETROVIC A,3 - 0,231,MNE,3:51
Extra player shot - Post,8.0,6,0,3,MNE,1.0,GALLO V,3 - 0,211,ITA,3:31
Centre shot - Goal,11.0,6,1,3,MNE,1.0,AICARDI M,3 - 1,209,ITA,3:29
Turnover foul,10.0,6,1,3,MNE,1.0,MISIC S,3 - 1,179,MNE,2:59
Steal,9.0,6,1,3,MNE,1.0,PRESCIUTTI C,3 - 1,179,ITA,2:59
Action shot - Saved,11.0,6,1,3,MNE,1.0,AICARDI M,3 - 1,160,ITA,2:40
5m shot - Missed,8.0,6,1,3,MNE,1.0,JANOVIC N,3 - 1,132,MNE,2:12
Turnover foul,11.0,6,1,3,MNE,1.0,AICARDI M,3 - 1,119,ITA,1:59
Steal,7.0,6,1,3,MNE,1.0,JANOVIC M,3 - 1,119,MNE,1:59
Turnover foul,2.0,6,1,3,MNE,1.0,BRGULJAN D,3 - 1,98,MNE,1:38
Action shot - Missed,9.0,6,1,3,MNE,1.0,PRESCIUTTI C,3 - 1,80,ITA,1:20
20 sec. exclusion in field,9.0,6,1,3,MNE,1.0,PRESCIUTTI C,3 - 1,80,ITA,1:20
Centre shot - Post,11.0,6,1,3,MNE,1.0,KLIKOVAK F,3 - 1,59,MNE,0:59
Turnover foul,11.0,6,1,3,MNE,1.0,AICARDI M,3 - 1,28,ITA,0:28
Steal,9.0,6,1,3,MNE,1.0,IVOVIC A,3 - 1,28,MNE,0:28
Turnover foul,7.0,6,1,3,MNE,1.0,JANOVIC M,3 - 1,1,MNE,0:01
Steal,1.0,6,1,3,MNE,1.0,TEMPESTI S,3 - 1,1,ITA,0:01
Starting goalkeeper,13.0,6,1,3,MNE,2.0,SCEPANOVIC M,3 - 1,480,MNE,8:00
Starting goalkeeper,1.0,6,1,3,MNE,2.0,TEMPESTI S,3 - 1,480,ITA,8:00
Starting goalkeeper,1.0,6,1,3,MNE,2.0,TEMPESTI S,3 - 1,480,ITA,8:00
Sprint won possession,4.0,6,1,3,MNE,2.0,FIGLIOLI P,3 - 1,480,ITA,8:00
Action shot - Post,6.0,6,1,3,MNE,2.0,FELUGO M,3 - 1,454,ITA,7:34
20 sec. exclusion in centre,6.0,6,1,3,MNE,2.0,FELUGO M,3 - 1,431,ITA,7:11
Extra player shot - Blocked,9.0,6,1,3,MNE,2.0,IVOVIC A,3 - 1,413,MNE,6:53
Penalty foul,4.0,6,1,3,MNE,2.0,FIGLIOLI P,3 - 1,407,ITA,6:47
Penalty shot - Goal,7.0,6,1,4,MNE,2.0,JANOVIC M,4 - 1,407,MNE,6:47
20 sec. exclusion in centre,12.0,6,1,4,MNE,2.0,JOKIC P,4 - 1,390,MNE,6:30
Extra player shot - Post,8.0,6,1,4,MNE,2.0,GALLO V,4 - 1,371,ITA,6:11
Action shot - Post,8.0,6,1,4,MNE,2.0,GALLO V,4 - 1,365,ITA,6:05
Turnover foul,10.0,6,1,4,MNE,2.0,MISIC S,4 - 1,350,MNE,5:50
Turnover foul,5.0,6,1,4,MNE,2.0,GIORGETTI A,4 - 1,337,ITA,5:37
Turnover foul,10.0,6,1,4,MNE,2.0,MISIC S,4 - 1,326,MNE,5:26
Turnover foul,2.0,6,1,4,MNE,2.0,PEREZ A,4 - 1,307,ITA,5:07
5m shot - Post,3.0,6,1,4,MNE,2.0,PASKOVIC V,4 - 1,287,MNE,4:47
20 sec. exclusion in field,9.0,6,1,4,MNE,2.0,IVOVIC A,4 - 1,268,MNE,4:28
Extra player shot - Post,2.0,6,1,4,MNE,2.0,PEREZ A,4 - 1,251,ITA,4:11
5m shot - Saved,8.0,6,1,4,MNE,2.0,JANOVIC N,4 - 1,225,MNE,3:45
Turnover foul,11.0,6,1,4,MNE,2.0,KLIKOVAK F,4 - 1,214,MNE,3:34
Turnover foul,8.0,6,1,4,MNE,2.0,GALLO V,4 - 1,195,ITA,3:15
Steal,8.0,6,1,4,MNE,2.0,JANOVIC N,4 - 1,195,MNE,3:15
Turnover foul,11.0,6,1,4,MNE,2.0,KLIKOVAK F,4 - 1,185,MNE,3:05
Steal,5.0,6,1,4,MNE,2.0,GIORGETTI A,4 - 1,185,ITA,3:05
5m shot - Post,9.0,6,1,4,MNE,2.0,PRESCIUTTI C,4 - 1,166,ITA,2:46
5m shot - Missed,4.0,6,1,4,MNE,2.0,PETROVIC A,4 - 1,140,MNE,2:20
20 sec. exclusion in centre,4.0,6,1,4,MNE,2.0,PETROVIC A,4 - 1,122,MNE,2:02
Time-Out,,6,1,4,MNE,2.0,,4 - 1,122,ITA,2:02
Action shot - Blocked,6.0,6,1,4,MNE,2.0,FELUGO M,4 - 1,99,ITA,1:39
Action shot - Goal,5.0,6,1,5,MNE,2.0,BRGULJAN D,5 - 1,71,MNE,1:11
5m shot - Saved,4.0,6,1,5,MNE,2.0,FIGLIOLI P,5 - 1,48,ITA,0:48
Turnover foul,12.0,6,1,5,MNE,2.0,NAPOLITANO C,5 - 1,20,ITA,0:20
Steal,5.0,6,1,5,MNE,2.0,BRGULJAN D,5 - 1,20,MNE,0:20
Starting goalkeeper,1.0,6,1,5,MNE,3.0,TEMPESTI S,5 - 1,480,ITA,8:00
Starting goalkeeper,13.0,6,1,5,MNE,3.0,SCEPANOVIC M,5 - 1,480,MNE,8:00
Sprint won possession,4.0,6,1,5,MNE,3.0,FIGLIOLI P,5 - 1,480,ITA,8:00
Turnover foul,11.0,6,1,5,MNE,3.0,AICARDI M,5 - 1,462,ITA,7:42
Turnover foul,11.0,6,1,5,MNE,3.0,KLIKOVAK F,5 - 1,448,MNE,7:28
Steal,3.0,6,1,5,MNE,3.0,GITTO N,5 - 1,448,ITA,7:28
5m shot - Goal,4.0,6,2,5,MNE,3.0,FIGLIOLI P,5 - 2,431,ITA,7:11
20 sec. exclusion in centre,7.0,6,2,5,MNE,3.0,FIGARI N,5 - 2,414,ITA,6:54
Extra player shot - Goal,8.0,6,2,6,MNE,3.0,JANOVIC N,6 - 2,394,MNE,6:34
5m shot - Saved,4.0,6,2,6,MNE,3.0,FIGLIOLI P,6 - 2,366,ITA,6:06
20 sec. exclusion in centre,12.0,6,2,6,MNE,3.0,JOKIC P,6 - 2,351,MNE,5:51
Extra player shot - Post,12.0,6,2,6,MNE,3.0,NAPOLITANO C,6 - 2,333,ITA,5:33
Centre shot - Saved,7.0,6,2,6,MNE,3.0,JANOVIC M,6 - 2,308,MNE,5:08
5m shot - Missed,9.0,6,2,6,MNE,3.0,PRESCIUTTI C,6 - 2,283,ITA,4:43
Centre shot - Goal,4.0,6,2,7,MNE,3.0,PETROVIC A,7 - 2,271,MNE,4:31
20 sec. exclusion in centre,7.0,6,2,7,MNE,3.0,JANOVIC M,7 - 2,252,MNE,4:12
Extra player shot - Blocked,7.0,6,2,7,MNE,3.0,FIGARI N,7 - 2,232,ITA,3:52
Centre shot - Goal,11.0,6,3,7,MNE,3.0,AICARDI M,7 - 3,231,ITA,3:51
20 sec. exclusion in centre,2.0,6,3,7,MNE,3.0,PEREZ A,7 - 3,206,ITA,3:26
Time-Out,,6,3,7,MNE,3.0,,7 - 3,206,MNE,3:26
Action shot - Goal,8.0,6,3,8,MNE,3.0,JANOVIC N,8 - 3,180,MNE,3:00
5m shot - Blocked,7.0,6,3,8,MNE,3.0,FIGARI N,8 - 3,155,ITA,2:35
Turnover foul,9.0,6,3,8,MNE,3.0,PRESCIUTTI C,8 - 3,138,ITA,2:18
20 sec. exclusion in centre,10.0,6,3,8,MNE,3.0,FIORENTINI D,8 - 3,112,ITA,1:52
Turnover foul,7.0,6,3,8,MNE,3.0,JANOVIC M,8 - 3,92,MNE,1:32
Steal,7.0,6,3,8,MNE,3.0,FIGARI N,8 - 3,92,ITA,1:32
20 sec. exclusion in field,9.0,6,3,8,MNE,3.0,IVOVIC A,8 - 3,92,MNE,1:32
Action shot - Saved,9.0,6,3,8,MNE,3.0,PRESCIUTTI C,8 - 3,69,ITA,1:09
Turnover foul,7.0,6,3,8,MNE,3.0,JANOVIC M,8 - 3,42,MNE,0:42
Steal,7.0,6,3,8,MNE,3.0,FIGARI N,8 - 3,42,ITA,0:42
5m shot - Goal,8.0,6,4,8,MNE,3.0,GALLO V,8 - 4,23,ITA,0:23
20 sec. exclusion in centre,6.0,6,4,8,MNE,3.0,FELUGO M,8 - 4,10,ITA,0:10
Extra player shot - Goal,5.0,6,4,9,MNE,3.0,BRGULJAN D,9 - 4,5,MNE,0:05
5m shot - Missed,4.0,6,4,9,MNE,3.0,FIGLIOLI P,9 - 4,1,ITA,0:01
Starting goalkeeper,1.0,6,4,9,MNE,4.0,TEMPESTI S,9 - 4,480,ITA,8:00
Starting goalkeeper,13.0,6,4,9,MNE,4.0,SCEPANOVIC M,9 - 4,480,MNE,8:00
Sprint won possession,4.0,6,4,9,MNE,4.0,FIGLIOLI P,9 - 4,480,ITA,8:00
Turnover foul,11.0,6,4,9,MNE,4.0,AICARDI M,9 - 4,459,ITA,7:39
5m shot - Blocked,7.0,6,4,9,MNE,4.0,JANOVIC M,9 - 4,429,MNE,7:09
Turnover foul,8.0,6,4,9,MNE,4.0,GALLO V,9 - 4,408,ITA,6:48
