Action,CRO,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Starting goalkeeper,0,1.0,1,0,USA,1.0,PAVIC J,0 - 0,480,CRO,8:00
Starting goalkeeper,0,1.0,1,0,USA,1.0,MOSES M,0 - 0,480,USA,8:00
Sprint won possession,0,5.0,1,0,USA,1.0,JOKOVIC M,0 - 0,480,CRO,8:00
Action shot - Saved,0,12.0,1,0,USA,1.0,OBRADOVIC P,0 - 0,452,CRO,7:32
Turnover foul,0,1.0,1,0,USA,1.0,MOSES M,0 - 0,448,USA,7:28
Counter attack - Goal,1,9.0,1,0,USA,1.0,SUKNO S,1 - 0,445,CRO,7:25
Turnover foul,1,10.0,1,0,USA,1.0,HUTTEN T,1 - 0,428,USA,7:08
Steal,1,8.0,1,0,USA,1.0,BUSLJE A,1 - 0,428,CRO,7:08
Action shot - Post,1,12.0,1,0,USA,1.0,OBRADOVIC P,1 - 0,401,CRO,6:41
Action shot - Post,1,2.0,1,0,USA,1.0,WIGO J,1 - 0,373,USA,6:13
20 sec. exclusion in centre,1,11.0,1,0,USA,1.0,ROSENTHAL M,1 - 0,356,USA,5:56
Turnover foul,1,7.0,1,0,USA,1.0,MUSLIM P,1 - 0,334,CRO,5:34
20 sec. exclusion in field,1,12.0,1,0,USA,1.0,OBRADOVIC P,1 - 0,325,CRO,5:25
Extra player shot - Post,1,8.0,1,0,USA,1.0,AZEVEDO A,1 - 0,313,USA,5:13
Turnover foul,1,7.0,1,0,USA,1.0,MUSLIM P,1 - 0,293,CRO,4:53
Steal,1,3.0,1,0,USA,1.0,OBERT A,1 - 0,293,USA,4:53
20 sec. exclusion in field,1,7.0,1,0,USA,1.0,MUSLIM P,1 - 0,276,CRO,4:36
Extra player shot - Saved,1,10.0,1,0,USA,1.0,HUTTEN T,1 - 0,260,USA,4:20
Action shot - Post,1,5.0,1,0,USA,1.0,JOKOVIC M,1 - 0,232,CRO,3:52
Action shot - Goal,1,10.0,1,1,USA,1.0,HUTTEN T,1 - 1,206,USA,3:26
Action shot - Saved,1,5.0,1,1,USA,1.0,JOKOVIC M,1 - 1,182,CRO,3:02
20 sec. exclusion in centre,1,3.0,1,1,USA,1.0,MILAKOVIC I,1 - 1,163,CRO,2:43
Extra player shot - Post,1,4.0,1,1,USA,1.0,BOWEN A,1 - 1,151,USA,2:31
Turnover foul,1,4.0,1,1,USA,1.0,PASKVALIN F,1 - 1,129,CRO,2:09
Turnover foul,1,5.0,1,1,USA,1.0,de TRANE M,1 - 1,119,USA,1:59
Turnover foul,1,6.0,1,1,USA,1.0,BUKIC L,1 - 1,99,CRO,1:39
Steal,1,9.0,1,1,USA,1.0,BUCKNER S,1 - 1,99,USA,1:39
Turnover foul,1,12.0,1,1,USA,1.0,MANN J,1 - 1,72,USA,1:12
Steal,1,11.0,1,1,USA,1.0,SETKA A,1 - 1,72,CRO,1:12
Action shot - Saved,1,11.0,1,1,USA,1.0,SETKA A,1 - 1,51,CRO,0:51
Turnover foul,1,4.0,1,1,USA,1.0,PASKVALIN F,1 - 1,23,CRO,0:23
Steal,1,1.0,1,1,USA,1.0,MOSES M,1 - 1,23,USA,0:23
5m shot - Saved,1,5.0,1,1,USA,1.0,JOKOVIC M,1 - 1,2,CRO,0:02
Starting goalkeeper,1,1.0,1,1,USA,2.0,MOSES M,1 - 1,480,USA,8:00
Starting goalkeeper,1,1.0,1,1,USA,2.0,PAVIC J,1 - 1,480,CRO,8:00
Sprint won possession,1,9.0,1,1,USA,2.0,SUKNO S,1 - 1,480,CRO,8:00
Turnover foul,1,3.0,1,1,USA,2.0,OBERT A,1 - 1,427,USA,7:07
Steal,1,9.0,1,1,USA,2.0,SUKNO S,1 - 1,427,CRO,7:07
20 sec. exclusion in centre,1,5.0,1,1,USA,2.0,de TRANE M,1 - 1,406,USA,6:46
Extra player shot - Goal,2,12.0,1,1,USA,2.0,OBRADOVIC P,2 - 1,388,CRO,6:28
20 sec. exclusion in centre,2,2.0,1,1,USA,2.0,LONCAR L,2 - 1,366,CRO,6:06
Extra player shot - Goal,2,12.0,1,2,USA,2.0,MANN J,2 - 2,348,USA,5:48
20 sec. exclusion in centre,2,2.0,1,2,USA,2.0,WIGO J,2 - 2,330,USA,5:30
Extra player shot - Missed,2,7.0,1,2,USA,2.0,MUSLIM P,2 - 2,327,CRO,5:27
Turnover foul,2,8.0,1,2,USA,2.0,AZEVEDO A,2 - 2,310,USA,5:10
5m shot - Saved,2,12.0,1,2,USA,2.0,OBRADOVIC P,2 - 2,285,CRO,4:45
20 sec. exclusion in field,2,2.0,1,2,USA,2.0,LONCAR L,2 - 2,271,CRO,4:31
Extra player shot - Blocked,2,2.0,1,2,USA,2.0,WIGO J,2 - 2,249,USA,4:09
Turnover foul,2,9.0,1,2,USA,2.0,SUKNO S,2 - 2,224,CRO,3:44
Steal,2,10.0,1,2,USA,2.0,HUTTEN T,2 - 2,224,USA,3:44
Action shot - Saved,2,2.0,1,2,USA,2.0,WIGO J,2 - 2,202,USA,3:22
Turnover foul,2,10.0,1,2,USA,2.0,DOBUD N,2 - 2,185,CRO,3:05
Turnover foul,2,8.0,1,2,USA,2.0,AZEVEDO A,2 - 2,162,USA,2:42
Steal,2,12.0,1,2,USA,2.0,OBRADOVIC P,2 - 2,162,CRO,2:42
Action shot - Post,2,11.0,1,2,USA,2.0,SETKA A,2 - 2,142,CRO,2:22
Action shot - Post,2,7.0,1,2,USA,2.0,MUSLIM P,2 - 2,123,CRO,2:03
20 sec. exclusion in field,2,9.0,1,2,USA,2.0,SUKNO S,2 - 2,100,CRO,1:40
Time-Out,2,,1,2,USA,2.0,,2 - 2,100,USA,1:40
Action shot - Goal,2,5.0,1,3,USA,2.0,de TRANE M,2 - 3,76,USA,1:16
Action shot - Goal,3,12.0,1,3,USA,2.0,OBRADOVIC P,3 - 3,49,CRO,0:49
20 sec. exclusion in field,3,7.0,1,3,USA,2.0,KRUMPHOLZ J,3 - 3,20,USA,0:20
Turnover foul,3,7.0,1,3,USA,2.0,KRUMPHOLZ J,3 - 3,15,USA,0:15
Extra player shot - Post,3,9.0,1,3,USA,2.0,SUKNO S,3 - 3,1,CRO,0:01
Steal,3,9.0,1,3,USA,4.0,BUCKNER S,3 - 3,29,USA,0:29
Centre shot - Goal,9,12.0,1,7,USA,4.0,MANN J,9 - 7,6,USA,0:06
Starting goalkeeper,9,1.0,1,7,USA,3.0,PAVIC J,9 - 7,480,CRO,8:00
Starting goalkeeper,9,1.0,1,7,USA,3.0,MOSES M,9 - 7,480,USA,8:00
Sprint won possession,9,11.0,1,7,USA,3.0,SETKA A,9 - 7,480,CRO,8:00
20 sec. exclusion in field,9,8.0,1,7,USA,3.0,AZEVEDO A,9 - 7,460,USA,7:40
Extra player shot - Blocked,9,8.0,1,7,USA,3.0,BUSLJE A,9 - 7,440,CRO,7:20
20 sec. exclusion in field,9,11.0,1,7,USA,3.0,SETKA A,9 - 7,403,CRO,6:43
Extra player shot - Saved,9,4.0,1,7,USA,3.0,BOWEN A,9 - 7,386,USA,6:26
Action shot - Saved,9,2.0,1,7,USA,3.0,WIGO J,9 - 7,375,USA,6:15
Action shot - Goal,4,5.0,1,3,USA,3.0,JOKOVIC M,4 - 3,357,CRO,5:57
Action shot - Saved,4,8.0,1,3,USA,3.0,AZEVEDO A,4 - 3,327,USA,5:27
Turnover foul,4,9.0,1,3,USA,3.0,BUCKNER S,4 - 3,308,USA,5:08
Steal,4,5.0,1,3,USA,3.0,JOKOVIC M,4 - 3,308,CRO,5:08
20 sec. exclusion in field,4,5.0,1,3,USA,3.0,de TRANE M,4 - 3,283,USA,4:43
Extra player shot - Goal,5,10.0,1,3,USA,3.0,DOBUD N,5 - 3,265,CRO,4:25
Turnover foul,5,7.0,1,3,USA,3.0,KRUMPHOLZ J,5 - 3,245,USA,4:05
Steal,5,3.0,1,3,USA,3.0,MILAKOVIC I,5 - 3,245,CRO,4:05
20 sec. exclusion in centre,5,7.0,1,3,USA,3.0,KRUMPHOLZ J,5 - 3,225,USA,3:45
Time-Out,5,,1,3,USA,3.0,,5 - 3,225,CRO,3:45
Extra player shot - Blocked,5,12.0,1,3,USA,3.0,OBRADOVIC P,5 - 3,196,CRO,3:16
20 sec. exclusion in centre,5,9.0,1,3,USA,3.0,BUCKNER S,5 - 3,179,USA,2:59
Extra player shot - Goal,6,7.0,1,3,USA,3.0,MUSLIM P,6 - 3,159,CRO,2:39
Time-Out,6,,1,3,USA,3.0,,6 - 3,158,USA,2:38
20 sec. exclusion in field,6,11.0,1,3,USA,3.0,SETKA A,6 - 3,147,CRO,2:27
Extra player shot - Saved,6,8.0,1,3,USA,3.0,AZEVEDO A,6 - 3,140,USA,2:20
Turnover foul,6,6.0,1,3,USA,3.0,BUKIC L,6 - 3,118,CRO,1:58
20 sec. exclusion in centre,6,4.0,1,3,USA,3.0,PASKVALIN F,6 - 3,97,CRO,1:37
Extra player shot - Goal,6,5.0,1,4,USA,3.0,de TRANE M,6 - 4,78,USA,1:18
20 sec. exclusion in centre,6,3.0,1,4,USA,3.0,OBERT A,6 - 4,59,USA,0:59
Extra player shot - Post,6,8.0,1,4,USA,3.0,BUSLJE A,6 - 4,40,CRO,0:40
Turnover foul,6,11.0,1,4,USA,3.0,ROSENTHAL M,6 - 4,24,USA,0:24
Steal,6,7.0,1,4,USA,3.0,MUSLIM P,6 - 4,24,CRO,0:24
20 sec. exclusion in field,6,12.0,1,4,USA,3.0,MANN J,6 - 4,4,USA,0:04
Starting goalkeeper,6,1.0,1,4,USA,4.0,MOSES M,6 - 4,480,USA,8:00
Starting goalkeeper,6,1.0,1,4,USA,4.0,PAVIC J,6 - 4,480,CRO,8:00
Sprint won possession,6,11.0,1,4,USA,4.0,ROSENTHAL M,6 - 4,480,USA,8:00
5m shot - Blocked,6,12.0,1,4,USA,4.0,MANN J,6 - 4,451,USA,7:31
Turnover foul,6,12.0,1,4,USA,4.0,MANN J,6 - 4,429,USA,7:09
Steal,6,10.0,1,4,USA,4.0,DOBUD N,6 - 4,429,CRO,7:09
20 sec. exclusion in centre,6,4.0,1,4,USA,4.0,BOWEN A,6 - 4,410,USA,6:50
Centre shot - Goal,7,10.0,1,4,USA,4.0,DOBUD N,7 - 4,388,CRO,6:28
Turnover foul,7,9.0,1,4,USA,4.0,BUCKNER S,7 - 4,375,USA,6:15
Turnover foul,7,12.0,1,4,USA,4.0,OBRADOVIC P,7 - 4,349,CRO,5:49
Steal,7,9.0,1,4,USA,4.0,BUCKNER S,7 - 4,349,USA,5:49
20 sec. exclusion in centre,7,8.0,1,4,USA,4.0,BUSLJE A,7 - 4,327,CRO,5:27
Extra player shot - Goal,7,9.0,1,5,USA,4.0,BUCKNER S,7 - 5,314,USA,5:14
Penalty foul,7,9.0,1,5,USA,4.0,BUCKNER S,7 - 5,290,USA,4:50
Penalty shot - Saved,7,9.0,1,5,USA,4.0,SUKNO S,7 - 5,290,CRO,4:50
20 sec. exclusion in field,7,5.0,1,5,USA,4.0,de TRANE M,7 - 5,284,USA,4:44
Exclusion with substitution,7,5.0,1,5,USA,4.0,de TRANE M,7 - 5,284,USA,4:44
Turnover foul,7,11.0,1,5,USA,4.0,SETKA A,7 - 5,264,CRO,4:24
Action shot - Saved,7,10.0,1,5,USA,4.0,HUTTEN T,7 - 5,238,USA,3:58
Time-Out,7,,1,5,USA,4.0,,7 - 5,229,CRO,3:49
5m shot - Saved,7,9.0,1,5,USA,4.0,SUKNO S,7 - 5,202,CRO,3:22
Turnover foul,7,12.0,1,5,USA,4.0,OBRADOVIC P,7 - 5,174,CRO,2:54
Turnover foul,7,2.0,1,5,USA,4.0,WIGO J,7 - 5,161,USA,2:41
Steal,7,7.0,1,5,USA,4.0,MUSLIM P,7 - 5,161,CRO,2:41
Action shot - Goal,8,7.0,1,5,USA,4.0,MUSLIM P,8 - 5,139,CRO,2:19
Action shot - Goal,8,4.0,1,6,USA,4.0,BOWEN A,8 - 6,121,USA,2:01
20 sec. exclusion in field,8,4.0,1,6,USA,4.0,BOWEN A,8 - 6,107,USA,1:47
Action shot - Saved,8,5.0,1,6,USA,4.0,JOKOVIC M,8 - 6,83,CRO,1:23
Centre shot - Goal,9,4.0,1,6,USA,4.0,PASKVALIN F,9 - 6,82,CRO,1:22
Centre shot - Saved,9,12.0,1,6,USA,4.0,MANN J,9 - 6,48,USA,0:48
Turnover foul,9,12.0,1,6,USA,4.0,OBRADOVIC P,9 - 6,29,CRO,0:29
5m shot - Saved,9,12.0,1,6,USA,4.0,OBRADOVIC P,9 - 6,1,CRO,0:01
Starting goalkeeper,0,1.0,2,0,CAN,1.0,PAVIC J,0 - 0,480,CRO,8:00
Starting goalkeeper,0,1.0,2,0,CAN,1.0,RANDALL R,0 - 0,480,CAN,8:00
Sprint won possession,0,6.0,2,0,CAN,1.0,ROBINSON S,0 - 0,480,CAN,8:00
Action shot - Blocked,0,2.0,2,0,CAN,1.0,KUDABA C,0 - 0,452,CAN,7:32
Turnover foul,0,10.0,2,0,CAN,1.0,DOBUD N,0 - 0,425,CRO,7:05
Steal,0,10.0,2,0,CAN,1.0,CONWAY J,0 - 0,425,CAN,7:05
Turnover foul,0,4.0,2,0,CAN,1.0,CONSTANTIN-BICARI,0 - 0,400,CAN,6:40
Centre shot - Saved,0,12.0,2,0,CAN,1.0,OBRADOVIC P,0 - 0,383,CRO,6:23
Centre shot - Missed,0,10.0,2,0,CAN,1.0,DOBUD N,0 - 0,368,CRO,6:08
Turnover foul,0,2.0,2,0,CAN,1.0,KUDABA C,0 - 0,344,CAN,5:44
Steal,0,1.0,2,0,CAN,1.0,PAVIC J,0 - 0,344,CRO,5:44
Turnover foul,0,10.0,2,0,CAN,1.0,CONWAY J,0 - 0,295,CAN,4:55
20 sec. exclusion in centre,0,2.0,2,0,CAN,1.0,KUDABA C,0 - 0,277,CAN,4:37
Action shot - Goal,1,12.0,2,0,CAN,1.0,OBRADOVIC P,1 - 0,255,CRO,4:15
5m shot - Blocked,1,8.0,2,0,CAN,1.0,GRAHAM K,1 - 0,224,CAN,3:44
Centre shot - Goal,2,4.0,2,0,CAN,1.0,PASKVALIN F,2 - 0,205,CRO,3:25
Centre shot - Saved,2,4.0,2,0,CAN,1.0,CONSTANTIN-BICARI,2 - 0,179,CAN,2:59
Turnover foul,2,4.0,2,0,CAN,1.0,PASKVALIN F,2 - 0,153,CRO,2:33
Steal,2,6.0,2,0,CAN,1.0,ROBINSON S,2 - 0,153,CAN,2:33
Turnover foul,2,4.0,2,0,CAN,1.0,PASKVALIN F,2 - 0,101,CRO,1:41
Steal,2,1.0,2,0,CAN,1.0,RANDALL R,2 - 0,101,CAN,1:41
Turnover foul,2,10.0,2,0,CAN,1.0,CONWAY J,2 - 0,78,CAN,1:18
Steal,2,1.0,2,0,CAN,1.0,PAVIC J,2 - 0,78,CRO,1:18
Turnover foul,2,5.0,2,0,CAN,1.0,JOKOVIC M,2 - 0,55,CRO,0:55
Steal,2,8.0,2,0,CAN,1.0,GRAHAM K,2 - 0,55,CAN,0:55
20 sec. exclusion in field,2,4.0,2,0,CAN,1.0,PASKVALIN F,2 - 0,32,CRO,0:32
Turnover foul,2,8.0,2,0,CAN,1.0,GRAHAM K,2 - 0,22,CAN,0:22
Counter attack - Goal,3,11.0,2,0,CAN,1.0,SETKA A,3 - 0,14,CRO,0:14
Turnover foul,3,9.0,2,0,CAN,1.0,DIGGLE D,3 - 0,9,CAN,0:09
Starting goalkeeper,3,1.0,2,0,CAN,2.0,RANDALL R,3 - 0,480,CAN,8:00
Starting goalkeeper,3,1.0,2,0,CAN,2.0,PAVIC J,3 - 0,480,CRO,8:00
Sprint won possession,3,9.0,2,0,CAN,2.0,DIGGLE D,3 - 0,480,CAN,8:00
20 sec. exclusion in field,3,12.0,2,0,CAN,2.0,OBRADOVIC P,3 - 0,460,CRO,7:40
Action shot - Blocked,3,9.0,2,0,CAN,2.0,DIGGLE D,3 - 0,435,CAN,7:15
Centre shot - Goal,3,6.0,2,1,CAN,2.0,ROBINSON S,3 - 1,431,CAN,7:11
Action shot - Goal,4,12.0,2,1,CAN,2.0,OBRADOVIC P,4 - 1,410,CRO,6:50
5m shot - Missed,4,10.0,2,1,CAN,2.0,CONWAY J,4 - 1,382,CAN,6:22
Turnover foul,4,10.0,2,1,CAN,2.0,DOBUD N,4 - 1,357,CRO,5:57
Turnover foul,4,4.0,2,1,CAN,2.0,CONSTANTIN-BICARI,4 - 1,341,CAN,5:41
Steal,4,1.0,2,1,CAN,2.0,PAVIC J,4 - 1,341,CRO,5:41
Action shot - Post,4,5.0,2,1,CAN,2.0,JOKOVIC M,4 - 1,313,CRO,5:13
Turnover foul,4,8.0,2,1,CAN,2.0,GRAHAM K,4 - 1,299,CAN,4:59
Turnover foul,4,12.0,2,1,CAN,2.0,OBRADOVIC P,4 - 1,274,CRO,4:34
Penalty foul,4,12.0,2,1,CAN,2.0,OBRADOVIC P,4 - 1,257,CRO,4:17
Penalty shot - Goal,4,8.0,2,2,CAN,2.0,GRAHAM K,4 - 2,254,CAN,4:14
20 sec. exclusion in centre,4,2.0,2,2,CAN,2.0,KUDABA C,4 - 2,223,CAN,3:43
Extra player shot - Goal,5,9.0,2,2,CAN,2.0,SUKNO S,5 - 2,209,CRO,3:29
5m shot - Saved,5,12.0,2,2,CAN,2.0,McELROY J,5 - 2,185,CAN,3:05
Action shot - Post,5,5.0,2,2,CAN,2.0,JOKOVIC M,5 - 2,157,CRO,2:37
20 sec. exclusion in centre,5,12.0,2,2,CAN,2.0,McELROY J,5 - 2,147,CAN,2:27
Action shot - Goal,6,7.0,2,2,CAN,2.0,MUSLIM P,6 - 2,121,CRO,2:01
Turnover foul,6,3.0,2,2,CAN,2.0,VIKALO O,6 - 2,89,CAN,1:29
Steal,6,9.0,2,2,CAN,2.0,SUKNO S,6 - 2,89,CRO,1:29
Turnover foul,6,4.0,2,2,CAN,2.0,PASKVALIN F,6 - 2,71,CRO,1:11
20 sec. exclusion in centre,6,3.0,2,2,CAN,2.0,MILAKOVIC I,6 - 2,50,CRO,0:50
Extra player shot - Goal,6,9.0,2,3,CAN,2.0,DIGGLE D,6 - 3,30,CAN,0:30
Centre shot - Saved,6,10.0,2,3,CAN,2.0,DOBUD N,6 - 3,2,CRO,0:02
Starting goalkeeper,6,1.0,2,3,CAN,3.0,PAVIC J,6 - 3,480,CRO,8:00
Starting goalkeeper,6,1.0,2,3,CAN,3.0,RANDALL R,6 - 3,480,CAN,8:00
Sprint won possession,6,11.0,2,3,CAN,3.0,SETKA A,6 - 3,480,CRO,8:00
Penalty foul,6,6.0,2,3,CAN,3.0,ROBINSON S,6 - 3,462,CAN,7:42
Penalty shot - Goal,7,5.0,2,3,CAN,3.0,JOKOVIC M,7 - 3,462,CRO,7:42
Turnover foul,7,8.0,2,3,CAN,3.0,GRAHAM K,7 - 3,445,CAN,7:25
Centre shot - Goal,13,10.0,2,8,CAN,4.0,CONWAY J,13 - 8,12,CAN,0:12
Steal,13,9.0,2,8,CAN,3.0,SUKNO S,13 - 8,445,CRO,7:25
Action shot - Post,13,7.0,2,8,CAN,3.0,MUSLIM P,13 - 8,418,CRO,6:58
Turnover foul,13,6.0,2,8,CAN,3.0,ROBINSON S,13 - 8,389,CAN,6:29
20 sec. exclusion in field,13,1.0,2,8,CAN,3.0,RANDALL R,13 - 8,383,CAN,6:23
Extra player shot - Goal,8,7.0,2,3,CAN,3.0,MUSLIM P,8 - 3,375,CRO,6:15
Turnover foul,8,8.0,2,3,CAN,3.0,GRAHAM K,8 - 3,352,CAN,5:52
Steal,8,1.0,2,3,CAN,3.0,PAVIC J,8 - 3,352,CRO,5:52
Turnover foul,8,10.0,2,3,CAN,3.0,DOBUD N,8 - 3,330,CRO,5:30
Steal,8,8.0,2,3,CAN,3.0,GRAHAM K,8 - 3,330,CAN,5:30
20 sec. exclusion in field,8,10.0,2,3,CAN,3.0,DOBUD N,8 - 3,327,CRO,5:27
Time-Out,8,,2,3,CAN,3.0,,8 - 3,324,CAN,5:24
Action shot - Blocked,8,8.0,2,3,CAN,3.0,GRAHAM K,8 - 3,297,CAN,4:57
Penalty foul,8,8.0,2,3,CAN,3.0,BUSLJE A,8 - 3,296,CRO,4:56
Penalty shot - Goal,8,4.0,2,4,CAN,3.0,CONSTANTIN-BICARI,8 - 4,296,CAN,4:56
Centre shot - Saved,8,4.0,2,4,CAN,3.0,PASKVALIN F,8 - 4,273,CRO,4:33
Counter attack - Goal,8,4.0,2,5,CAN,3.0,CONSTANTIN-BICARI,8 - 5,256,CAN,4:16
20 sec. exclusion in field,8,2.0,2,5,CAN,3.0,KUDABA C,8 - 5,242,CAN,4:02
Exclusion with substitution,8,2.0,2,5,CAN,3.0,KUDABA C,8 - 5,242,CAN,4:02
Centre shot - Saved,8,3.0,2,5,CAN,3.0,MILAKOVIC I,8 - 5,216,CRO,3:36
Turnover foul,8,3.0,2,5,CAN,3.0,VIKALO O,8 - 5,203,CAN,3:23
Action shot - Goal,9,7.0,2,5,CAN,3.0,MUSLIM P,9 - 5,177,CRO,2:57
Turnover foul,9,9.0,2,5,CAN,3.0,DIGGLE D,9 - 5,166,CAN,2:46
Action shot - Missed,9,5.0,2,5,CAN,3.0,JOKOVIC M,9 - 5,145,CRO,2:25
Centre shot - Goal,9,3.0,2,6,CAN,3.0,VIKALO O,9 - 6,128,CAN,2:08
Turnover foul,9,10.0,2,6,CAN,3.0,DOBUD N,9 - 6,103,CRO,1:43
Action shot - Blocked,9,8.0,2,6,CAN,3.0,GRAHAM K,9 - 6,88,CAN,1:28
Centre shot - Saved,9,10.0,2,6,CAN,3.0,DOBUD N,9 - 6,64,CRO,1:04
Penalty foul,9,5.0,2,6,CAN,3.0,JOKOVIC M,9 - 6,49,CRO,0:49
Penalty shot - Saved,9,8.0,2,6,CAN,3.0,GRAHAM K,9 - 6,48,CAN,0:48
Centre shot - Goal,10,10.0,2,6,CAN,3.0,DOBUD N,10 - 6,22,CRO,0:22
Turnover foul,10,8.0,2,6,CAN,3.0,GRAHAM K,10 - 6,7,CAN,0:07
Steal,10,7.0,2,6,CAN,3.0,MUSLIM P,10 - 6,7,CRO,0:07
Action shot - Post,10,7.0,2,6,CAN,3.0,MUSLIM P,10 - 6,1,CRO,0:01
Starting goalkeeper,10,1.0,2,6,CAN,4.0,PAVIC J,10 - 6,480,CRO,8:00
Starting goalkeeper,10,1.0,2,6,CAN,4.0,RANDALL R,10 - 6,480,CAN,8:00
Sprint won possession,10,8.0,2,6,CAN,4.0,GRAHAM K,10 - 6,480,CAN,8:00
Action shot - Blocked,10,8.0,2,6,CAN,4.0,GRAHAM K,10 - 6,451,CAN,7:31
Turnover foul,10,9.0,2,6,CAN,4.0,SUKNO S,10 - 6,433,CRO,7:13
5m shot - Post,10,4.0,2,6,CAN,4.0,CONSTANTIN-BICARI,10 - 6,405,CAN,6:45
Action shot - Saved,10,5.0,2,6,CAN,4.0,JOKOVIC M,10 - 6,385,CRO,6:25
5m shot - Goal,11,9.0,2,6,CAN,4.0,SUKNO S,11 - 6,378,CRO,6:18
Turnover foul,11,6.0,2,6,CAN,4.0,ROBINSON S,11 - 6,354,CAN,5:54
Steal,11,10.0,2,6,CAN,4.0,DOBUD N,11 - 6,354,CRO,5:54
5m shot - Saved,11,5.0,2,6,CAN,4.0,JOKOVIC M,11 - 6,326,CRO,5:26
5m shot - Missed,11,8.0,2,6,CAN,4.0,GRAHAM K,11 - 6,296,CAN,4:56
Centre shot - Saved,11,10.0,2,6,CAN,4.0,DOBUD N,11 - 6,270,CRO,4:30
Turnover foul,11,10.0,2,6,CAN,4.0,CONWAY J,11 - 6,242,CAN,4:02
Time-Out,11,,2,6,CAN,4.0,,11 - 6,241,CRO,4:01
Turnover foul,11,7.0,2,6,CAN,4.0,MUSLIM P,11 - 6,222,CRO,3:42
Turnover foul,11,9.0,2,6,CAN,4.0,DIGGLE D,11 - 6,194,CAN,3:14
Steal,11,11.0,2,6,CAN,4.0,SETKA A,11 - 6,194,CRO,3:14
Centre shot - Missed,11,7.0,2,6,CAN,4.0,MUSLIM P,11 - 6,178,CRO,2:58
Turnover foul,11,1.0,2,6,CAN,4.0,RANDALL R,11 - 6,172,CAN,2:52
Steal,11,1.0,2,6,CAN,4.0,PAVIC J,11 - 6,172,CRO,2:52
Centre shot - Goal,12,9.0,2,6,CAN,4.0,SUKNO S,12 - 6,152,CRO,2:32
20 sec. exclusion in centre,12,2.0,2,6,CAN,4.0,LONCAR L,12 - 6,136,CRO,2:16
Extra player shot - Goal,12,5.0,2,7,CAN,4.0,BOYD J,12 - 7,120,CAN,2:00
20 sec. exclusion in centre,12,12.0,2,7,CAN,4.0,McELROY J,12 - 7,105,CAN,1:45
Time-Out,12,,2,7,CAN,4.0,,12 - 7,105,CRO,1:45
Extra player shot - Blocked,12,4.0,2,7,CAN,4.0,PASKVALIN F,12 - 7,87,CRO,1:27
Time-Out,12,,2,7,CAN,4.0,,12 - 7,87,CAN,1:27
Action shot - Saved,12,5.0,2,7,CAN,4.0,BOYD J,12 - 7,63,CAN,1:03
Action shot - Goal,13,5.0,2,7,CAN,4.0,JOKOVIC M,13 - 7,35,CRO,0:35
5m shot - Saved,13,11.0,2,7,CAN,4.0,SETKA A,13 - 7,2,CRO,0:02
Starting goalkeeper,0,1.0,3,0,RSA,1.0,PAVIC J,0 - 0,480,CRO,8:00
Starting goalkeeper,0,1.0,3,0,RSA,1.0,FLATSCHER D,0 - 0,480,RSA,8:00
Sprint won possession,0,5.0,3,0,RSA,1.0,JOKOVIC M,0 - 0,480,CRO,8:00
Turnover foul,0,10.0,3,0,RSA,1.0,DOBUD N,0 - 0,455,CRO,7:35
Steal,0,7.0,3,0,RSA,1.0,DOWNES R,0 - 0,455,RSA,7:35
Centre shot - Saved,0,10.0,3,0,RSA,1.0,DOBUD N,0 - 0,411,CRO,6:51
Action shot - Goal,1,9.0,3,0,RSA,1.0,SUKNO S,1 - 0,396,CRO,6:36
Action shot - Missed,1,8.0,3,0,RSA,1.0,BELL R,1 - 0,381,RSA,6:21
Centre shot - Saved,1,7.0,3,0,RSA,1.0,MUSLIM P,1 - 0,369,CRO,6:09
Action shot - Missed,1,10.0,3,0,RSA,1.0,le ROUX P,1 - 0,341,RSA,5:41
Action shot - Goal,2,9.0,3,0,RSA,1.0,SUKNO S,2 - 0,326,CRO,5:26
Steal,2,5.0,3,0,RSA,1.0,JOKOVIC M,2 - 0,302,CRO,5:02
Turnover foul,2,2.0,3,0,RSA,1.0,le ROUX E,2 - 0,302,RSA,5:02
Turnover foul,2,5.0,3,0,RSA,1.0,JOKOVIC M,2 - 0,293,CRO,4:53
Steal,2,1.0,3,0,RSA,1.0,FLATSCHER D,2 - 0,293,RSA,4:53
Turnover foul,2,11.0,3,0,RSA,1.0,MOLYNEUX N,2 - 0,272,RSA,4:32
Steal,2,10.0,3,0,RSA,1.0,DOBUD N,2 - 0,272,CRO,4:32
5m shot - Saved,2,7.0,3,0,RSA,1.0,MUSLIM P,2 - 0,246,CRO,4:06
Steal,2,6.0,3,0,RSA,1.0,KYTE J,2 - 0,227,RSA,3:47
Turnover foul,2,10.0,3,0,RSA,1.0,DOBUD N,2 - 0,227,CRO,3:47
Turnover foul,2,11.0,3,0,RSA,1.0,MOLYNEUX N,2 - 0,205,RSA,3:25
Steal,2,12.0,3,0,RSA,1.0,OBRADOVIC P,2 - 0,205,CRO,3:25
Centre shot - Saved,2,10.0,3,0,RSA,1.0,DOBUD N,2 - 0,177,CRO,2:57
Action shot - Saved,2,2.0,3,0,RSA,1.0,le ROUX E,2 - 0,150,RSA,2:30
Turnover foul,2,12.0,3,0,RSA,1.0,OBRADOVIC P,2 - 0,134,CRO,2:14
