Action,CRO,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Exclusion with substitution,9,3.0,7,5,ITA,4.0,MILAKOVIC I,9 - 5,465,CRO,7:45
Turnover foul,9,9.0,7,5,ITA,4.0,PRESCIUTTI C,9 - 5,454,ITA,7:34
Steal,9,11.0,7,5,ITA,4.0,SETKA A,9 - 5,454,CRO,7:34
20 sec. exclusion in centre,9,10.0,7,5,ITA,4.0,FIORENTINI D,9 - 5,425,ITA,7:05
Extra player shot - Post,9,10.0,7,5,ITA,4.0,DOBUD N,9 - 5,419,CRO,6:59
Extra player shot - Saved,9,5.0,7,5,ITA,4.0,JOKOVIC M,9 - 5,408,CRO,6:48
5m shot - Saved,9,7.0,7,5,ITA,4.0,MUSLIM P,9 - 5,378,CRO,6:18
Turnover foul,9,5.0,7,5,ITA,4.0,GIORGETTI A,9 - 5,377,ITA,6:17
Turnover foul,9,10.0,7,5,ITA,4.0,DOBUD N,9 - 5,350,CRO,5:50
Steal,9,11.0,7,5,ITA,4.0,AICARDI M,9 - 5,350,ITA,5:50
Turnover foul,9,10.0,7,5,ITA,4.0,FIORENTINI D,9 - 5,322,ITA,5:22
Action shot - Saved,9,2.0,7,5,ITA,4.0,LONCAR L,9 - 5,294,CRO,4:54
Action shot - Blocked,9,8.0,7,5,ITA,4.0,GALLO V,9 - 5,274,ITA,4:34
Turnover foul,9,11.0,7,5,ITA,4.0,SETKA A,9 - 5,251,CRO,4:11
Steal,9,1.0,7,5,ITA,4.0,TEMPESTI S,9 - 5,251,ITA,4:11
Penalty foul,9,2.0,7,5,ITA,4.0,LONCAR L,9 - 5,227,CRO,3:47
Exclusion with substitution,9,2.0,7,5,ITA,4.0,LONCAR L,9 - 5,227,CRO,3:47
Penalty shot - Goal,9,6.0,7,6,ITA,4.0,FELUGO M,9 - 6,227,ITA,3:47
5m shot - Goal,10,12.0,7,6,ITA,4.0,OBRADOVIC P,10 - 6,202,CRO,3:22
Turnover foul,10,6.0,7,6,ITA,4.0,FELUGO M,10 - 6,182,ITA,3:02
20 sec. exclusion in centre,10,4.0,7,6,ITA,4.0,PASKVALIN F,10 - 6,130,CRO,2:10
Exclusion with substitution,10,4.0,7,6,ITA,4.0,PASKVALIN F,10 - 6,130,CRO,2:10
Action shot - Missed,10,10.0,7,6,ITA,4.0,DOBUD N,10 - 6,12,CRO,0:12
Time-Out,10,,7,6,ITA,4.0,,10 - 6,12,ITA,0:12
20 sec. exclusion in centre,10,5.0,7,6,ITA,4.0,JOKOVIC M,10 - 6,6,CRO,0:06
Exclusion with substitution,10,5.0,7,6,ITA,4.0,JOKOVIC M,10 - 6,6,CRO,0:06
Extra player shot - Goal,10,12.0,7,8,ITA,4.0,NAPOLITANO C,10 - 8,2,ITA,0:02
