Action,Cap,Game,KAZ,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Action shot - Post,5.0,1,0,4,HUN,1.0,USHAKOV V,4 - 0,75,KAZ,1:15
Action shot - Saved,2.0,1,0,4,HUN,1.0,GOR-NAGY M,4 - 0,46,HUN,0:46
Turnover foul,4.0,1,0,4,HUN,1.0,ERDELYI B,4 - 0,24,HUN,0:24
5m shot - Missed,3.0,1,0,4,HUN,1.0,AXENOV A,4 - 0,9,KAZ,0:09
Time-Out,,1,0,4,HUN,1.0,,4 - 0,9,HUN,0:09
5m shot - Post,5.0,1,0,4,HUN,1.0,VAMOS M,4 - 0,4,HUN,0:04
Starting goalkeeper,1.0,1,0,4,HUN,2.0,NAGY V,4 - 0,480,HUN,8:00
Starting goalkeeper,1.0,1,0,4,HUN,2.0,FEDOROV A,4 - 0,480,KAZ,8:00
Sprint won possession,4.0,1,0,4,HUN,2.0,ERDELYI B,4 - 0,480,HUN,8:00
20 sec. exclusion in centre,2.0,1,0,4,HUN,2.0,GUBAREV S,4 - 0,454,KAZ,7:34
Extra player shot - Saved,4.0,1,0,4,HUN,2.0,ERDELYI B,4 - 0,434,HUN,7:14
Turnover foul,4.0,1,0,4,HUN,2.0,ERDELYI B,4 - 0,411,HUN,6:51
Steal,1.0,1,0,4,HUN,2.0,FEDOROV A,4 - 0,411,KAZ,6:51
5m shot - Saved,9.0,1,0,4,HUN,2.0,UKUMANOV R,4 - 0,382,KAZ,6:22
Action shot - Goal,10.0,1,0,5,HUN,2.0,VARGA D,5 - 0,365,HUN,6:05
20 sec. exclusion in field,4.0,1,0,5,HUN,2.0,ERDELYI B,5 - 0,354,HUN,5:54
Action shot - Post,3.0,1,0,5,HUN,2.0,AXENOV A,5 - 0,327,KAZ,5:27
Turnover foul,6.0,1,0,5,HUN,2.0,HOSNYANSZKY N,5 - 0,310,HUN,5:10
5m shot - Missed,9.0,1,0,5,HUN,2.0,UKUMANOV R,5 - 0,288,KAZ,4:48
20 sec. exclusion in centre,11.0,1,0,5,HUN,2.0,MANAFOV R,5 - 0,265,KAZ,4:25
Extra player shot - Goal,11.0,1,0,6,HUN,2.0,BEDO K,6 - 0,249,HUN,4:09
20 sec. exclusion in centre,2.0,1,0,6,HUN,2.0,GOR-NAGY M,6 - 0,235,HUN,3:55
Action shot - Blocked,9.0,1,0,6,HUN,2.0,UKUMANOV R,6 - 0,190,KAZ,3:10
5m shot - Saved,4.0,1,0,6,HUN,2.0,ERDELYI B,6 - 0,177,HUN,2:57
Counter attack - Saved,2.0,1,0,6,HUN,2.0,GUBAREV S,6 - 0,161,KAZ,2:41
5m shot - Saved,7.0,1,0,6,HUN,2.0,ANGYAL D,6 - 0,147,HUN,2:27
20 sec. exclusion in centre,9.0,1,0,6,HUN,2.0,UKUMANOV R,6 - 0,130,KAZ,2:10
Turnover foul,5.0,1,0,6,HUN,2.0,VAMOS M,6 - 0,118,HUN,1:58
Action shot - Saved,5.0,1,0,6,HUN,2.0,USHAKOV V,6 - 0,90,KAZ,1:30
Time-Out,,1,0,6,HUN,2.0,,6 - 0,89,HUN,1:29
20 sec. exclusion in centre,8.0,1,0,6,HUN,2.0,KOLIADENKO A,6 - 0,69,KAZ,1:09
Extra player shot - Goal,8.0,1,0,7,HUN,2.0,SZIVOS M,7 - 0,56,HUN,0:56
20 sec. exclusion in centre,11.0,1,0,7,HUN,2.0,BEDO K,7 - 0,41,HUN,0:41
Extra player shot - Saved,5.0,1,0,7,HUN,2.0,USHAKOV V,7 - 0,11,KAZ,0:11
Starting goalkeeper,1.0,1,0,7,HUN,3.0,NAGY V,7 - 0,480,HUN,8:00
Starting goalkeeper,1.0,1,0,7,HUN,3.0,FEDOROV A,7 - 0,480,KAZ,8:00
Sprint won possession,9.0,1,0,7,HUN,3.0,VARGA D,7 - 0,480,HUN,8:00
20 sec. exclusion in centre,4.0,1,0,7,HUN,3.0,PILIPENKO R,7 - 0,454,KAZ,7:34
Extra player shot - Goal,12.0,1,0,8,HUN,3.0,HARAI B,8 - 0,442,HUN,7:22
Centre shot - Saved,12.0,1,0,8,HUN,3.0,PEKOVICH B,8 - 0,419,KAZ,6:59
Centre shot - Goal,12.0,1,0,9,HUN,3.0,HARAI B,9 - 0,405,HUN,6:45
20 sec. exclusion in centre,3.0,1,0,9,HUN,3.0,AXENOV A,9 - 0,354,KAZ,5:54
Extra player shot - Post,9.0,1,0,9,HUN,3.0,VARGA D,9 - 0,348,HUN,5:48
Extra player shot - Post,3.0,1,0,9,HUN,3.0,MADARAS N,9 - 0,335,HUN,5:35
Action shot - Goal,6.0,1,0,10,HUN,3.0,HOSNYANSZKY N,10 - 0,326,HUN,5:26
20 sec. exclusion in field,5.0,1,0,10,HUN,3.0,VAMOS M,10 - 0,313,HUN,5:13
Extra player shot - Blocked,3.0,1,0,10,HUN,3.0,AXENOV A,10 - 0,297,KAZ,4:57
Turnover foul,3.0,1,0,10,HUN,3.0,MADARAS N,10 - 0,285,HUN,4:45
Action shot - Saved,5.0,1,0,10,HUN,3.0,USHAKOV V,10 - 0,260,KAZ,4:20
Action shot - Goal,9.0,1,0,11,HUN,3.0,VARGA D,11 - 0,240,HUN,4:00
5m shot - Saved,9.0,1,0,11,HUN,3.0,UKUMANOV R,11 - 0,216,KAZ,3:36
Action shot - Saved,4.0,1,0,11,HUN,3.0,ERDELYI B,11 - 0,196,HUN,3:16
Penalty foul,8.0,1,0,11,HUN,3.0,SZIVOS M,11 - 0,178,HUN,2:58
Penalty shot - Goal,9.0,1,1,11,HUN,3.0,UKUMANOV R,11 - 1,178,KAZ,2:58
Action shot - Saved,11.0,1,1,11,HUN,3.0,BEDO K,11 - 1,156,HUN,2:36
20 sec. exclusion in centre,6.0,1,1,11,HUN,3.0,SHMIDER A,11 - 1,137,KAZ,2:17
Time-Out,,1,1,11,HUN,3.0,,11 - 1,137,HUN,2:17
Extra player shot - Post,10.0,1,1,11,HUN,3.0,VARGA D,11 - 1,119,HUN,1:59
Action shot - Goal,5.0,1,2,11,HUN,3.0,USHAKOV V,11 - 2,106,KAZ,1:46
5m shot - Goal,6.0,1,2,12,HUN,3.0,HOSNYANSZKY N,12 - 2,78,HUN,1:18
Turnover foul,2.0,1,2,12,HUN,3.0,GUBAREV S,12 - 2,46,KAZ,0:46
Steal,10.0,1,2,12,HUN,3.0,VARGA D,12 - 2,46,HUN,0:46
Turnover foul,5.0,1,2,12,HUN,3.0,VAMOS M,12 - 2,14,HUN,0:14
20 sec. exclusion in centre,12.0,1,2,12,HUN,3.0,HARAI B,12 - 2,7,HUN,0:07
Extra player shot - Saved,9.0,1,2,12,HUN,3.0,UKUMANOV R,12 - 2,2,KAZ,0:02
Starting goalkeeper,1.0,1,2,12,HUN,4.0,NAGY V,12 - 2,480,HUN,8:00
Starting goalkeeper,1.0,1,2,12,HUN,4.0,FEDOROV A,12 - 2,480,KAZ,8:00
Sprint won possession,4.0,1,2,12,HUN,4.0,ERDELYI B,12 - 2,480,HUN,8:00
20 sec. exclusion in centre,3.0,1,2,12,HUN,4.0,AXENOV A,12 - 2,462,KAZ,7:42
Action shot - Saved,8.0,1,2,12,HUN,4.0,SZIVOS M,12 - 2,454,HUN,7:34
5m shot - Saved,5.0,1,2,12,HUN,4.0,USHAKOV V,12 - 2,435,KAZ,7:15
Turnover foul,5.0,1,2,12,HUN,4.0,USHAKOV V,12 - 2,429,KAZ,7:09
5m shot - Post,9.0,1,2,12,HUN,4.0,VARGA D,12 - 2,400,HUN,6:40
20 sec. exclusion in centre,4.0,1,2,12,HUN,4.0,ERDELYI B,12 - 2,382,HUN,6:22
Exclusion with substitution,4.0,1,2,12,HUN,4.0,ERDELYI B,12 - 2,382,HUN,6:22
Extra player shot - Goal,2.0,1,3,12,HUN,4.0,GUBAREV S,12 - 3,362,KAZ,6:02
20 sec. exclusion in field,9.0,1,3,12,HUN,4.0,VARGA D,12 - 3,337,HUN,5:37
Turnover foul,9.0,1,3,12,HUN,4.0,VARGA D,12 - 3,336,HUN,5:36
Action shot - Missed,12.0,1,3,12,HUN,4.0,PEKOVICH B,12 - 3,336,KAZ,5:36
20 sec. exclusion in centre,6.0,1,3,12,HUN,4.0,SHMIDER A,12 - 3,297,KAZ,4:57
Time-Out,,1,3,12,HUN,4.0,,12 - 3,297,HUN,4:57
Centre shot - Goal,12.0,1,3,13,HUN,4.0,HARAI B,13 - 3,275,HUN,4:35
Action shot - Saved,8.0,1,3,13,HUN,4.0,KOLIADENKO A,13 - 3,246,KAZ,4:06
Centre shot - Saved,8.0,1,3,13,HUN,4.0,KOLIADENKO A,13 - 3,237,KAZ,3:57
20 sec. exclusion in centre,9.0,1,3,13,HUN,4.0,VARGA D,13 - 3,230,HUN,3:50
Time-Out,,1,3,13,HUN,4.0,,13 - 3,230,KAZ,3:50
Extra player shot - Goal,3.0,1,4,13,HUN,4.0,AXENOV A,13 - 4,216,KAZ,3:36
Action shot - Saved,3.0,1,4,13,HUN,4.0,MADARAS N,13 - 4,189,HUN,3:09
20 sec. exclusion in centre,2.0,1,4,13,HUN,4.0,GOR-NAGY M,13 - 4,178,HUN,2:58
Exclusion with substitution,2.0,1,4,13,HUN,4.0,GOR-NAGY M,13 - 4,178,HUN,2:58
Extra player shot - Goal,5.0,1,5,13,HUN,4.0,USHAKOV V,13 - 5,158,KAZ,2:38
Centre shot - Saved,11.0,1,5,13,HUN,4.0,BEDO K,13 - 5,132,HUN,2:12
5m shot - Saved,5.0,1,5,13,HUN,4.0,VAMOS M,13 - 5,121,HUN,2:01
Turnover foul,3.0,1,5,13,HUN,4.0,AXENOV A,13 - 5,102,KAZ,1:42
20 sec. exclusion in centre,3.0,1,5,13,HUN,4.0,AXENOV A,13 - 5,102,KAZ,1:42
Exclusion with substitution,3.0,1,5,13,HUN,4.0,AXENOV A,13 - 5,102,KAZ,1:42
Action shot - Post,6.0,1,5,13,HUN,4.0,HOSNYANSZKY N,13 - 5,84,HUN,1:24
Turnover foul,6.0,1,5,13,HUN,4.0,SHMIDER A,13 - 5,71,KAZ,1:11
Steal,6.0,1,5,13,HUN,4.0,HOSNYANSZKY N,13 - 5,71,HUN,1:11
Action shot - Goal,10.0,1,5,14,HUN,4.0,VARGA D,14 - 5,50,HUN,0:50
Turnover foul,9.0,1,5,14,HUN,4.0,UKUMANOV R,14 - 5,23,KAZ,0:23
Steal,1.0,1,5,14,HUN,4.0,NAGY V,14 - 5,23,HUN,0:23
Action shot - Post,6.0,1,5,14,HUN,4.0,HOSNYANSZKY N,14 - 5,0,HUN,0:00
Starting goalkeeper,13.0,2,0,0,ARG,1.0,SHLEMOV V,0 - 0,480,KAZ,8:00
Starting goalkeeper,1.0,2,0,0,ARG,1.0,MALNERO D,0 - 0,480,ARG,8:00
Sprint won possession,6.0,2,0,0,ARG,1.0,BULGHERONI T,0 - 0,480,ARG,8:00
Turnover foul,6.0,2,0,0,ARG,1.0,BULGHERONI T,0 - 0,451,ARG,7:31
20 sec. exclusion in centre,2.0,2,0,0,ARG,1.0,VEICH R,0 - 0,439,ARG,7:19
20 sec. exclusion in centre,8.0,2,0,0,ARG,1.0,KOLIADENKO A,0 - 0,398,KAZ,6:38
Extra player shot - Goal,6.0,2,0,1,ARG,1.0,BULGHERONI T,0 - 1,380,ARG,6:20
Action shot - Goal,6.0,2,1,1,ARG,1.0,SHMIDER A,1 - 1,355,KAZ,5:55
Turnover foul,6.0,2,1,1,ARG,1.0,SHMIDER A,1 - 1,319,KAZ,5:19
Steal,6.0,2,1,1,ARG,1.0,BULGHERONI T,1 - 1,319,ARG,5:19
20 sec. exclusion in centre,4.0,2,1,1,ARG,1.0,PILIPENKO R,1 - 1,310,KAZ,5:10
Extra player shot - Saved,12.0,2,1,1,ARG,1.0,YANEZ G,1 - 1,293,ARG,4:53
Action shot - Goal,3.0,2,2,1,ARG,1.0,AXENOV A,2 - 1,280,KAZ,4:40
Action shot - Saved,11.0,2,2,1,ARG,1.0,DEMARCHI F,2 - 1,253,ARG,4:13
Action shot - Goal,4.0,2,3,1,ARG,1.0,PILIPENKO R,3 - 1,233,KAZ,3:53
Action shot - Saved,5.0,2,3,1,ARG,1.0,LOPEZ E,3 - 1,205,ARG,3:25
Counter attack - Goal,3.0,2,4,1,ARG,1.0,AXENOV A,4 - 1,194,KAZ,3:14
Time-Out,,2,4,1,ARG,1.0,,4 - 1,194,ARG,3:14
Turnover foul,9.0,2,4,1,ARG,1.0,CARABANTES I,4 - 1,178,ARG,2:58
Steal,2.0,2,4,1,ARG,1.0,GUBAREV S,4 - 1,178,KAZ,2:58
Turnover foul,2.0,2,4,1,ARG,1.0,GUBAREV S,4 - 1,154,KAZ,2:34
Steal,9.0,2,4,1,ARG,1.0,CARABANTES I,4 - 1,154,ARG,2:34
Turnover foul,12.0,2,4,1,ARG,1.0,YANEZ G,4 - 1,142,ARG,2:22
Steal,13.0,2,4,1,ARG,1.0,SHLEMOV V,4 - 1,142,KAZ,2:22
20 sec. exclusion in centre,8.0,2,4,1,ARG,1.0,CORSI E,4 - 1,130,ARG,2:10
Time-Out,,2,4,1,ARG,1.0,,4 - 1,130,KAZ,2:10
Extra player shot - Saved,3.0,2,4,1,ARG,1.0,AXENOV A,4 - 1,107,KAZ,1:47
Turnover foul,12.0,2,4,1,ARG,1.0,YANEZ G,4 - 1,97,ARG,1:37
Counter attack - Goal,12.0,2,4,2,ARG,1.0,YANEZ G,4 - 2,96,ARG,1:36
5m shot - Post,9.0,2,4,2,ARG,1.0,UKUMANOV R,4 - 2,69,KAZ,1:09
Turnover foul,12.0,2,4,2,ARG,1.0,YANEZ G,4 - 2,57,ARG,0:57
20 sec. exclusion in centre,4.0,2,4,2,ARG,1.0,MONUTTI A,4 - 2,57,ARG,0:57
Extra player shot - Goal,7.0,2,5,2,ARG,1.0,SHAKENOV M,5 - 2,36,KAZ,0:36
5m shot - Missed,12.0,2,5,2,ARG,1.0,YANEZ G,5 - 2,13,ARG,0:13
Turnover foul,7.0,2,5,2,ARG,1.0,SHAKENOV M,5 - 2,13,KAZ,0:13
20 sec. exclusion in centre,6.0,2,5,2,ARG,1.0,SHMIDER A,5 - 2,2,KAZ,0:02
Starting goalkeeper,13.0,2,5,2,ARG,2.0,SHLEMOV V,5 - 2,480,KAZ,8:00
Starting goalkeeper,1.0,2,5,2,ARG,2.0,MALNERO D,5 - 2,480,ARG,8:00
Sprint won possession,7.0,2,5,2,ARG,2.0,SHAKENOV M,5 - 2,480,KAZ,8:00
Action shot - Post,6.0,2,5,2,ARG,2.0,SHMIDER A,5 - 2,451,KAZ,7:31
5m shot - Missed,2.0,2,5,2,ARG,2.0,VEICH R,5 - 2,422,ARG,7:02
5m shot - Saved,2.0,2,5,2,ARG,2.0,GUBAREV S,5 - 2,397,KAZ,6:37
Turnover foul,11.0,2,5,2,ARG,2.0,MANAFOV R,5 - 2,386,KAZ,6:26
Turnover foul,7.0,2,5,2,ARG,2.0,MONTANE J,5 - 2,371,ARG,6:11
20 sec. exclusion in field,11.0,2,5,2,ARG,2.0,DEMARCHI F,5 - 2,352,ARG,5:52
Extra player shot - Post,6.0,2,5,2,ARG,2.0,SHMIDER A,5 - 2,345,KAZ,5:45
Extra player shot - Goal,6.0,2,6,2,ARG,2.0,SHMIDER A,6 - 2,334,KAZ,5:34
20 sec. exclusion in field,8.0,2,6,2,ARG,2.0,KOLIADENKO A,6 - 2,315,KAZ,5:15
Extra player shot - Saved,12.0,2,6,2,ARG,2.0,YANEZ G,6 - 2,295,ARG,4:55
Extra player shot - Goal,2.0,2,6,3,ARG,2.0,VEICH R,6 - 3,295,ARG,4:55
20 sec. exclusion in field,9.0,2,6,3,ARG,2.0,UKUMANOV R,6 - 3,269,KAZ,4:29
Time-Out,,2,6,3,ARG,2.0,,6 - 3,268,ARG,4:28
Action shot - Post,12.0,2,6,3,ARG,2.0,YANEZ G,6 - 3,242,ARG,4:02
Turnover foul,7.0,2,6,3,ARG,2.0,SHAKENOV M,6 - 3,237,KAZ,3:57
5m shot - Goal,9.0,2,6,4,ARG,2.0,CARABANTES I,6 - 4,232,ARG,3:52
5m shot - Goal,3.0,2,7,4,ARG,2.0,AXENOV A,7 - 4,211,KAZ,3:31
Turnover foul,4.0,2,7,4,ARG,2.0,MONUTTI A,7 - 4,184,ARG,3:04
Steal,10.0,2,7,4,ARG,2.0,MEDVEDEV Y,7 - 4,184,KAZ,3:04
20 sec. exclusion in centre,12.0,2,7,4,ARG,2.0,YANEZ G,7 - 4,161,ARG,2:41
Action shot - Saved,12.0,2,7,4,ARG,2.0,YANEZ G,7 - 4,120,ARG,2:00
Action shot - Goal,3.0,2,8,4,ARG,2.0,AXENOV A,8 - 4,76,KAZ,1:16
Action shot - Saved,9.0,2,8,4,ARG,2.0,CARABANTES I,8 - 4,52,ARG,0:52
20 sec. exclusion in centre,11.0,2,8,4,ARG,2.0,DEMARCHI F,8 - 4,34,ARG,0:34
Time-Out,,2,8,4,ARG,2.0,,8 - 4,34,KAZ,0:34
Extra player shot - Post,6.0,2,8,4,ARG,4.0,BULGHERONI T,8 - 4,111,ARG,1:51
Action shot - Saved,12.0,2,8,4,ARG,4.0,PEKOVICH B,8 - 4,88,KAZ,1:28
Turnover foul,3.0,2,8,4,ARG,4.0,AXENOV A,8 - 4,40,KAZ,0:40
Extra player shot - Saved,12.0,2,8,4,ARG,2.0,PEKOVICH B,8 - 4,14,KAZ,0:14
Counter attack - Goal,12.0,2,8,5,ARG,2.0,YANEZ G,8 - 5,4,ARG,0:04
Starting goalkeeper,13.0,2,8,5,ARG,3.0,SHLEMOV V,8 - 5,480,KAZ,8:00
Starting goalkeeper,1.0,2,8,5,ARG,3.0,MALNERO D,8 - 5,480,ARG,8:00
Sprint won possession,6.0,2,8,5,ARG,3.0,BULGHERONI T,8 - 5,480,ARG,8:00
Turnover foul,11.0,2,8,5,ARG,3.0,DEMARCHI F,8 - 5,451,ARG,7:31
Steal,13.0,2,8,5,ARG,3.0,SHLEMOV V,8 - 5,451,KAZ,7:31
20 sec. exclusion in centre,2.0,2,8,5,ARG,3.0,VEICH R,8 - 5,431,ARG,7:11
Extra player shot - Goal,12.0,2,9,5,ARG,3.0,PEKOVICH B,9 - 5,420,KAZ,7:00
Turnover foul,6.0,2,9,5,ARG,3.0,BULGHERONI T,9 - 5,392,ARG,6:32
Centre shot - Goal,12.0,2,10,5,ARG,3.0,PEKOVICH B,10 - 5,371,KAZ,6:11
20 sec. exclusion in field,3.0,2,10,5,ARG,3.0,AXENOV A,10 - 5,347,KAZ,5:47
Extra player shot - Blocked,2.0,2,10,5,ARG,3.0,VEICH R,10 - 5,322,ARG,5:22
20 sec. exclusion in field,11.0,2,10,5,ARG,3.0,DEMARCHI F,10 - 5,307,ARG,5:07
Exclusion with substitution,11.0,2,10,5,ARG,3.0,DEMARCHI F,10 - 5,307,ARG,5:07
Turnover foul,11.0,2,10,5,ARG,3.0,MANAFOV R,10 - 5,302,KAZ,5:02
Action shot - Missed,2.0,2,10,5,ARG,3.0,GUBAREV S,10 - 5,253,KAZ,4:13
5m shot - Saved,2.0,2,10,5,ARG,3.0,GUBAREV S,10 - 5,213,KAZ,3:33
20 sec. exclusion in centre,6.0,2,10,5,ARG,3.0,BULGHERONI T,10 - 5,204,ARG,3:24
Time-Out,,2,10,5,ARG,3.0,,10 - 5,207,KAZ,3:27
Extra player shot - Goal,2.0,2,11,5,ARG,3.0,GUBAREV S,11 - 5,184,KAZ,3:04
Goalkeeper substitution,13.0,2,11,5,ARG,3.0,TESTA F,11 - 5,184,ARG,3:04
Goalkeeper substitution,1.0,2,11,5,ARG,3.0,MALNERO D,11 - 5,181,ARG,3:01
Turnover foul,5.0,2,11,5,ARG,3.0,LOPEZ E,11 - 5,151,ARG,2:31
Steal,7.0,2,11,5,ARG,3.0,SHAKENOV M,11 - 5,151,KAZ,2:31
Counter attack - Saved,2.0,2,11,5,ARG,3.0,GUBAREV S,11 - 5,143,KAZ,2:23
Turnover foul,9.0,2,11,5,ARG,3.0,CARABANTES I,11 - 5,124,ARG,2:04
Counter attack - Goal,2.0,2,12,5,ARG,3.0,GUBAREV S,12 - 5,114,KAZ,1:54
Time-Out,,2,12,5,ARG,3.0,,12 - 5,114,ARG,1:54
Action shot - Blocked,12.0,2,12,5,ARG,3.0,YANEZ G,12 - 5,102,ARG,1:42
Action shot - Saved,10.0,2,12,5,ARG,3.0,MEDVEDEV Y,12 - 5,86,KAZ,1:26
Action shot - Goal,12.0,2,13,5,ARG,3.0,PEKOVICH B,13 - 5,86,KAZ,1:26
20 sec. exclusion in centre,10.0,2,13,5,ARG,3.0,MEDVEDEV Y,13 - 5,64,KAZ,1:04
Extra player shot - Goal,12.0,2,13,6,ARG,3.0,YANEZ G,13 - 6,60,ARG,1:00
Action shot - Saved,7.0,2,13,6,ARG,3.0,SHAKENOV M,13 - 6,35,KAZ,0:35
20 sec. exclusion in centre,7.0,2,13,6,ARG,3.0,MONTANE J,13 - 6,23,ARG,0:23
Extra player shot - Saved,3.0,2,13,6,ARG,3.0,AXENOV A,13 - 6,3,KAZ,0:03
Starting goalkeeper,13.0,2,13,6,ARG,4.0,SHLEMOV V,13 - 6,480,KAZ,8:00
Starting goalkeeper,1.0,2,13,6,ARG,4.0,MALNERO D,13 - 6,480,ARG,8:00
Sprint won possession,6.0,2,13,6,ARG,4.0,BULGHERONI T,13 - 6,480,ARG,8:00
5m shot - Missed,5.0,2,13,6,ARG,4.0,USHAKOV V,13 - 6,428,KAZ,7:08
Turnover foul,5.0,2,13,6,ARG,4.0,LOPEZ E,13 - 6,404,ARG,6:44
Action shot - Saved,5.0,2,13,6,ARG,4.0,USHAKOV V,13 - 6,397,KAZ,6:37
20 sec. exclusion in centre,5.0,2,13,6,ARG,4.0,LOPEZ E,13 - 6,384,ARG,6:24
Extra player shot - Saved,6.0,2,13,6,ARG,4.0,SHMIDER A,13 - 6,376,KAZ,6:16
Turnover foul,8.0,2,13,6,ARG,4.0,CORSI E,13 - 6,355,ARG,5:55
Action shot - Missed,5.0,2,13,6,ARG,4.0,USHAKOV V,13 - 6,338,KAZ,5:38
Turnover foul,9.0,2,13,6,ARG,4.0,CARABANTES I,13 - 6,312,ARG,5:12
20 sec. exclusion in field,2.0,2,13,6,ARG,4.0,VEICH R,13 - 6,312,ARG,5:12
Exclusion with substitution,2.0,2,13,6,ARG,4.0,VEICH R,13 - 6,312,ARG,5:12
Time-Out,,2,13,6,ARG,4.0,,13 - 6,312,KAZ,5:12
Extra player shot - Goal,12.0,2,14,6,ARG,4.0,PEKOVICH B,14 - 6,291,KAZ,4:51
20 sec. exclusion in centre,6.0,2,14,6,ARG,4.0,SHMIDER A,14 - 6,262,KAZ,4:22
Extra player shot - Missed,9.0,2,14,6,ARG,4.0,CARABANTES I,14 - 6,238,ARG,3:58
20 sec. exclusion in field,10.0,2,14,6,ARG,4.0,DASZCZYK J,14 - 6,238,ARG,3:58
Action shot - Goal,6.0,2,15,6,ARG,4.0,SHMIDER A,15 - 6,215,KAZ,3:35
20 sec. exclusion in field,2.0,2,15,6,ARG,4.0,GUBAREV S,15 - 6,193,KAZ,3:13
Time-Out,,2,15,6,ARG,4.0,,15 - 6,193,ARG,3:13
20 sec. exclusion in centre,12.0,2,15,6,ARG,4.0,PEKOVICH B,15 - 6,184,KAZ,3:04
Extra player shot - Post,12.0,2,15,6,ARG,4.0,YANEZ G,15 - 6,169,ARG,2:49
Turnover foul,9.0,2,15,6,ARG,4.0,UKUMANOV R,15 - 6,153,KAZ,2:33
Steal,7.0,2,15,6,ARG,4.0,MONTANE J,15 - 6,153,ARG,2:33
20 sec. exclusion in field,8.0,2,15,6,ARG,4.0,KOLIADENKO A,15 - 6,135,KAZ,2:15
Exclusion with substitution,8.0,2,15,6,ARG,4.0,KOLIADENKO A,15 - 6,135,KAZ,2:15
Steal,9.0,2,15,6,ARG,4.0,CARABANTES I,15 - 6,40,ARG,0:40
Action shot - Goal,6.0,2,15,7,ARG,4.0,BULGHERONI T,15 - 7,18,ARG,0:18
Starting goalkeeper,1.0,3,0,0,RSA,1.0,FLATSCHER D,0 - 0,480,RSA,8:00
Starting goalkeeper,1.0,3,0,0,RSA,1.0,FEDOROV A,0 - 0,480,KAZ,8:00
Sprint won possession,11.0,3,0,0,RSA,1.0,MOLYNEUX N,0 - 0,480,RSA,8:00
Turnover foul,6.0,3,0,0,RSA,1.0,DE CARVALHO J,0 - 0,462,RSA,7:42
Counter attack - Goal,2.0,3,1,0,RSA,1.0,GUBAREV S,0 - 1,455,KAZ,7:35
Turnover foul,8.0,3,1,0,RSA,1.0,WINGATE-PEARSE J,0 - 1,426,RSA,7:06
Centre shot - Goal,12.0,3,2,0,RSA,1.0,PEKOVICH B,0 - 2,398,KAZ,6:38
Turnover foul,11.0,3,2,0,RSA,1.0,MOLYNEUX N,0 - 2,374,RSA,6:14
20 sec. exclusion in centre,2.0,3,2,0,RSA,1.0,LE ROUX E,0 - 2,354,RSA,5:54
Extra player shot - Goal,3.0,3,3,0,RSA,1.0,AXENOV A,0 - 3,351,KAZ,5:51
20 sec. exclusion in centre,8.0,3,3,0,RSA,1.0,KOLIADENKO A,0 - 3,335,KAZ,5:35
