Action,Cap,Game,KAZ,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
5m shot - Saved,10.0,3,3,0,RSA,1.0,LE ROUX P,0 - 3,314,RSA,5:14
5m shot - Goal,3.0,3,4,0,RSA,1.0,AXENOV A,0 - 4,292,KAZ,4:52
Time-Out,,3,4,0,RSA,1.0,,0 - 4,292,RSA,4:52
20 sec. exclusion in centre,4.0,3,4,0,RSA,1.0,PILIPENKO R,0 - 4,267,KAZ,4:27
Extra player shot - Post,6.0,3,4,0,RSA,1.0,DE CARVALHO J,0 - 4,244,RSA,4:04
Extra player shot - Saved,8.0,3,4,0,RSA,1.0,WINGATE-PEARSE J,0 - 4,233,RSA,3:53
20 sec. exclusion in centre,11.0,3,4,0,RSA,1.0,MOLYNEUX N,0 - 4,221,RSA,3:41
Action shot - Blocked,5.0,3,4,0,RSA,1.0,USHAKOV V,0 - 4,204,KAZ,3:24
20 sec. exclusion in centre,6.0,3,4,0,RSA,1.0,DE CARVALHO J,0 - 4,161,RSA,2:41
Turnover foul,9.0,3,4,0,RSA,1.0,UKUMANOV R,0 - 4,132,KAZ,2:12
Action shot - Saved,10.0,3,4,0,RSA,1.0,LE ROUX P,0 - 4,123,RSA,2:03
Action shot - Missed,2.0,3,4,0,RSA,1.0,GUBAREV S,0 - 4,96,KAZ,1:36
20 sec. exclusion in field,9.0,3,4,0,RSA,1.0,UKUMANOV R,0 - 4,81,KAZ,1:21
Action shot - Missed,8.0,3,4,0,RSA,1.0,WINGATE-PEARSE J,0 - 4,56,RSA,0:56
Time-Out,,3,4,0,RSA,1.0,,0 - 4,56,KAZ,0:56
Turnover foul,12.0,3,4,0,RSA,1.0,BOHATA W,0 - 4,36,RSA,0:36
Steal,1.0,3,4,0,RSA,1.0,FEDOROV A,0 - 4,36,KAZ,0:36
Turnover foul,6.0,3,4,0,RSA,1.0,DE CARVALHO J,0 - 4,3,RSA,0:03
Steal,12.0,3,4,0,RSA,1.0,PEKOVICH B,0 - 4,3,KAZ,0:03
Starting goalkeeper,1.0,3,4,0,RSA,2.0,FLATSCHER D,0 - 4,480,RSA,8:00
Starting goalkeeper,1.0,3,4,0,RSA,2.0,FEDOROV A,0 - 4,480,KAZ,8:00
Sprint won possession,11.0,3,4,0,RSA,2.0,MOLYNEUX N,0 - 4,480,RSA,8:00
20 sec. exclusion in centre,2.0,3,4,0,RSA,2.0,LE ROUX E,0 - 4,428,RSA,7:08
Extra player shot - Saved,7.0,3,4,0,RSA,2.0,SHAKENOV M,0 - 4,408,KAZ,6:48
20 sec. exclusion in field,7.0,3,4,0,RSA,2.0,SHAKENOV M,0 - 4,402,KAZ,6:42
Extra player shot - Blocked,10.0,3,4,0,RSA,2.0,LE ROUX P,0 - 4,385,RSA,6:25
Turnover foul,8.0,3,4,0,RSA,2.0,KOLIADENKO A,0 - 4,361,KAZ,6:01
Steal,8.0,3,4,0,RSA,2.0,WINGATE-PEARSE J,0 - 4,361,RSA,6:01
Action shot - Saved,10.0,3,4,0,RSA,2.0,LE ROUX P,0 - 4,338,RSA,5:38
Turnover foul,8.0,3,4,0,RSA,2.0,KOLIADENKO A,0 - 4,309,KAZ,5:09
Steal,1.0,3,4,0,RSA,2.0,FLATSCHER D,0 - 4,309,RSA,5:09
Action shot - Saved,12.0,3,4,0,RSA,2.0,PEKOVICH B,0 - 4,254,KAZ,4:14
Centre shot - Goal,12.0,3,5,0,RSA,2.0,PEKOVICH B,0 - 5,242,KAZ,4:02
Turnover foul,9.0,3,5,0,RSA,2.0,WHYTE D,0 - 5,210,RSA,3:30
Centre shot - Saved,11.0,3,5,0,RSA,2.0,MANAFOV R,0 - 5,192,KAZ,3:12
20 sec. exclusion in centre,7.0,3,5,0,RSA,2.0,JAGGA D,0 - 5,187,RSA,3:07
Yellow card,,3,5,0,RSA,2.0,Team Official,0 - 5,187,RSA,3:07
Extra player shot - Goal,9.0,3,6,0,RSA,2.0,UKUMANOV R,0 - 6,171,KAZ,2:51
5m shot - Goal,11.0,3,6,1,RSA,2.0,MOLYNEUX N,1 - 6,152,RSA,2:32
20 sec. exclusion in centre,6.0,3,6,1,RSA,2.0,DE CARVALHO J,1 - 6,136,RSA,2:16
Extra player shot - Missed,6.0,3,6,1,RSA,2.0,SHMIDER A,1 - 6,118,KAZ,1:58
Turnover foul,8.0,3,6,1,RSA,2.0,WINGATE-PEARSE J,1 - 6,93,RSA,1:33
Steal,6.0,3,6,1,RSA,2.0,SHMIDER A,1 - 6,93,KAZ,1:33
5m shot - Saved,4.0,3,6,1,RSA,2.0,PILIPENKO R,1 - 6,67,KAZ,1:07
Turnover foul,6.0,3,6,1,RSA,2.0,DE CARVALHO J,1 - 6,38,RSA,0:38
Time-Out,,3,6,1,RSA,2.0,,1 - 6,37,KAZ,0:37
5m shot - Goal,3.0,3,7,1,RSA,2.0,AXENOV A,1 - 7,23,KAZ,0:23
5m shot - Missed,11.0,3,7,1,RSA,2.0,MOLYNEUX N,1 - 7,1,RSA,0:01
Starting goalkeeper,13.0,3,7,1,RSA,3.0,LEWIS J,1 - 7,480,RSA,8:00
Starting goalkeeper,1.0,3,7,1,RSA,3.0,FEDOROV A,1 - 7,480,KAZ,8:00
Sprint won possession,11.0,3,7,1,RSA,3.0,MOLYNEUX N,1 - 7,480,RSA,8:00
Turnover foul,10.0,3,7,1,RSA,3.0,LE ROUX P,1 - 7,456,RSA,7:36
Steal,5.0,3,7,1,RSA,3.0,USHAKOV V,1 - 7,456,KAZ,7:36
20 sec. exclusion in centre,8.0,3,7,1,RSA,3.0,WINGATE-PEARSE J,1 - 7,432,RSA,7:12
Extra player shot - Goal,11.0,3,8,1,RSA,3.0,MANAFOV R,1 - 8,426,KAZ,7:06
Turnover foul,8.0,3,8,1,RSA,3.0,WINGATE-PEARSE J,1 - 8,404,RSA,6:44
Steal,5.0,3,8,1,RSA,3.0,USHAKOV V,1 - 8,404,KAZ,6:44
Action shot - Blocked,2.0,3,8,1,RSA,3.0,GUBAREV S,1 - 8,382,KAZ,6:22
Action shot - Missed,2.0,3,8,1,RSA,3.0,LE ROUX E,1 - 8,361,RSA,6:01
20 sec. exclusion in centre,2.0,3,8,1,RSA,3.0,LE ROUX E,1 - 8,338,RSA,5:38
Exclusion with substitution,2.0,3,8,1,RSA,3.0,LE ROUX E,1 - 8,338,RSA,5:38
Centre shot - Goal,7.0,3,8,2,RSA,3.0,JAGGA D,2 - 8,305,RSA,5:05
20 sec. exclusion in centre,4.0,3,8,2,RSA,3.0,BADENHORST I,2 - 8,284,RSA,4:44
Extra player shot - Goal,3.0,3,9,2,RSA,3.0,AXENOV A,2 - 9,266,KAZ,4:26
Turnover foul,8.0,3,9,2,RSA,3.0,WINGATE-PEARSE J,2 - 9,241,RSA,4:01
Steal,1.0,3,9,2,RSA,3.0,FEDOROV A,2 - 9,241,KAZ,4:01
Counter attack - Goal,3.0,3,10,2,RSA,3.0,AXENOV A,2 - 10,224,KAZ,3:44
20 sec. exclusion in centre,4.0,3,10,2,RSA,3.0,PILIPENKO R,2 - 10,209,KAZ,3:29
Time-Out,,3,10,2,RSA,3.0,,2 - 10,209,RSA,3:29
Extra player shot - Missed,4.0,3,10,2,RSA,3.0,BADENHORST I,2 - 10,191,RSA,3:11
Counter attack - Goal,6.0,3,11,2,RSA,3.0,SHMIDER A,2 - 11,179,KAZ,2:59
20 sec. exclusion in field,5.0,3,11,2,RSA,3.0,USHAKOV V,2 - 11,169,KAZ,2:49
Extra player shot - Blocked,11.0,3,11,2,RSA,3.0,MOLYNEUX N,2 - 11,145,RSA,2:25
Turnover foul,5.0,3,11,2,RSA,3.0,USHAKOV V,2 - 11,116,KAZ,1:56
Turnover foul,10.0,3,11,2,RSA,3.0,LE ROUX P,2 - 11,103,RSA,1:43
Steal,2.0,3,11,2,RSA,3.0,GUBAREV S,2 - 11,103,KAZ,1:43
Counter attack - Post,2.0,3,11,2,RSA,3.0,GUBAREV S,2 - 11,85,KAZ,1:25
Action shot - Saved,10.0,3,11,2,RSA,3.0,LE ROUX P,2 - 11,53,RSA,0:53
20 sec. exclusion in centre,10.0,3,11,2,RSA,3.0,MEDVEDEV Y,2 - 11,33,KAZ,0:33
Extra player shot - Saved,11.0,3,11,2,RSA,3.0,MOLYNEUX N,2 - 11,29,RSA,0:29
Time-Out,,3,11,2,RSA,3.0,,2 - 11,29,KAZ,0:29
Action shot - Goal,5.0,3,12,2,RSA,3.0,USHAKOV V,2 - 12,8,KAZ,0:08
Starting goalkeeper,13.0,3,12,2,RSA,4.0,LEWIS J,2 - 12,480,RSA,8:00
Starting goalkeeper,13.0,3,12,2,RSA,4.0,SHLEMOV V,2 - 12,480,KAZ,8:00
Sprint won possession,11.0,3,12,2,RSA,4.0,MOLYNEUX N,2 - 12,480,RSA,8:00
Turnover foul,6.0,3,12,2,RSA,4.0,DE CARVALHO J,2 - 12,451,RSA,7:31
Steal,3.0,3,12,2,RSA,4.0,AXENOV A,2 - 12,451,KAZ,7:31
Turnover foul,11.0,3,12,2,RSA,4.0,MANAFOV R,2 - 12,437,KAZ,7:17
Steal,13.0,3,12,2,RSA,4.0,LEWIS J,2 - 12,437,RSA,7:17
Turnover foul,11.0,3,12,2,RSA,4.0,MOLYNEUX N,2 - 12,408,RSA,6:48
Action shot - Goal,2.0,3,13,2,RSA,4.0,GUBAREV S,2 - 13,380,KAZ,6:20
Action shot - Post,3.0,3,13,2,RSA,4.0,CARD D,2 - 13,358,RSA,5:58
Turnover foul,9.0,3,13,2,RSA,4.0,UKUMANOV R,2 - 13,337,KAZ,5:37
Action shot - Missed,4.0,3,13,2,RSA,4.0,BADENHORST I,2 - 13,320,RSA,5:20
Counter attack - Saved,2.0,3,13,2,RSA,4.0,GUBAREV S,2 - 13,305,KAZ,5:05
Turnover foul,6.0,3,13,2,RSA,4.0,DE CARVALHO J,2 - 13,276,RSA,4:36
Counter attack - Goal,2.0,3,14,2,RSA,4.0,GUBAREV S,2 - 14,267,KAZ,4:27
5m shot - Goal,6.0,3,14,3,RSA,4.0,DE CARVALHO J,3 - 14,241,RSA,4:01
Turnover foul,6.0,3,14,3,RSA,4.0,SHMIDER A,3 - 14,218,KAZ,3:38
Steal,5.0,3,14,3,RSA,4.0,HOCK N,3 - 14,218,RSA,3:38
Action shot - Saved,7.0,3,14,3,RSA,4.0,JAGGA D,3 - 14,194,RSA,3:14
Turnover foul,10.0,3,14,3,RSA,4.0,MEDVEDEV Y,3 - 14,174,KAZ,2:54
5m shot - Blocked,4.0,3,14,3,RSA,4.0,BADENHORST I,3 - 14,146,RSA,2:26
Turnover foul,11.0,3,14,3,RSA,4.0,MANAFOV R,3 - 14,134,KAZ,2:14
Time-Out,,3,14,3,RSA,4.0,,3 - 14,134,RSA,2:14
20 sec. exclusion in centre,3.0,3,14,3,RSA,4.0,AXENOV A,3 - 14,117,KAZ,1:57
Action shot - Saved,12.0,3,14,3,RSA,4.0,BOHATA W,3 - 14,88,RSA,1:28
Action shot - Saved,3.0,3,14,3,RSA,4.0,AXENOV A,3 - 14,67,KAZ,1:07
20 sec. exclusion in centre,7.0,3,14,3,RSA,4.0,SHAKENOV M,3 - 14,44,KAZ,0:44
Extra player shot - Post,12.0,3,14,3,RSA,4.0,BOHATA W,3 - 14,28,RSA,0:28
Centre shot - Saved,12.0,3,14,3,RSA,4.0,BOHATA W,3 - 14,17,RSA,0:17
5m shot - Missed,6.0,3,14,3,RSA,4.0,SHMIDER A,3 - 14,0,KAZ,0:00
Starting goalkeeper,1.0,4,0,0,MNE,1.0,FEDOROV A,0 - 0,480,KAZ,8:00
Starting goalkeeper,13.0,4,0,0,MNE,1.0,SCEPANOVIC M,0 - 0,480,MNE,8:00
Sprint won possession,2.0,4,0,0,MNE,1.0,BRGULJAN D,0 - 0,480,MNE,8:00
Turnover foul,11.0,4,0,0,MNE,1.0,KLIKOVAC F,0 - 0,460,MNE,7:40
5m shot - Post,3.0,4,0,0,MNE,1.0,AXENOV A,0 - 0,436,KAZ,7:16
Turnover foul,9.0,4,0,0,MNE,1.0,IVOVIC A,0 - 0,417,MNE,6:57
5m shot - Goal,2.0,4,1,0,MNE,1.0,GUBAREV S,1 - 0,391,KAZ,6:31
5m shot - Blocked,7.0,4,1,0,MNE,1.0,JANOVIC M,1 - 0,372,MNE,6:12
20 sec. exclusion in centre,8.0,4,1,0,MNE,1.0,KOLIADENKO A,1 - 0,363,KAZ,6:03
Action shot - Blocked,9.0,4,1,0,MNE,1.0,IVOVIC A,1 - 0,340,MNE,5:40
Turnover foul,9.0,4,1,0,MNE,1.0,IVOVIC A,1 - 0,318,MNE,5:18
Turnover foul,3.0,4,1,0,MNE,1.0,AXENOV A,1 - 0,293,KAZ,4:53
Counter attack - Missed,12.0,4,1,0,MNE,1.0,JOKIC P,1 - 0,275,MNE,4:35
5m shot - Goal,3.0,4,2,0,MNE,1.0,AXENOV A,2 - 0,244,KAZ,4:04
5m shot - Goal,6.0,4,2,1,MNE,1.0,RADOVIC A,2 - 1,220,MNE,3:40
Turnover foul,2.0,4,2,1,MNE,1.0,GUBAREV S,2 - 1,200,KAZ,3:20
Steal,7.0,4,2,1,MNE,1.0,JANOVIC M,2 - 1,200,MNE,3:20
Counter attack - Goal,7.0,4,2,2,MNE,1.0,JANOVIC M,2 - 2,189,MNE,3:09
Turnover foul,3.0,4,2,2,MNE,1.0,AXENOV A,2 - 2,155,KAZ,2:35
Turnover foul,9.0,4,2,2,MNE,1.0,IVOVIC A,2 - 2,139,MNE,2:19
Turnover foul,3.0,4,2,2,MNE,1.0,AXENOV A,2 - 2,116,KAZ,1:56
Steal,9.0,4,2,2,MNE,1.0,IVOVIC A,2 - 2,116,MNE,1:56
Action shot - Missed,5.0,4,2,2,MNE,1.0,BRGULJAN D,2 - 2,88,MNE,1:28
20 sec. exclusion in field,3.0,4,2,2,MNE,1.0,PASKOVIC V,2 - 2,76,MNE,1:16
Time-Out,,4,2,2,MNE,1.0,,2 - 2,76,KAZ,1:16
Action shot - Goal,2.0,4,3,2,MNE,1.0,GUBAREV S,3 - 2,50,KAZ,0:50
Turnover foul,11.0,4,3,2,MNE,1.0,KLIKOVAC F,3 - 2,34,MNE,0:34
Turnover foul,5.0,4,3,2,MNE,1.0,USHAKOV V,3 - 2,7,KAZ,0:07
Steal,2.0,4,3,2,MNE,1.0,BRGULJAN D,3 - 2,7,MNE,0:07
Time-Out,,4,3,2,MNE,1.0,,3 - 2,7,MNE,0:07
Turnover foul,7.0,4,3,2,MNE,1.0,JANOVIC M,3 - 2,0,MNE,0:00
Starting goalkeeper,1.0,4,3,2,MNE,2.0,FEDOROV A,3 - 2,480,KAZ,8:00
Starting goalkeeper,1.0,4,3,2,MNE,2.0,LAZOVIC D,3 - 2,480,MNE,8:00
Sprint won possession,3.0,4,3,2,MNE,2.0,PASKOVIC V,3 - 2,480,MNE,8:00
20 sec. exclusion in centre,4.0,4,3,2,MNE,2.0,PILIPENKO R,3 - 2,455,KAZ,7:35
Extra player shot - Saved,7.0,4,3,2,MNE,2.0,JANOVIC M,3 - 2,439,MNE,7:19
5m shot - Saved,9.0,4,3,2,MNE,2.0,UKUMANOV R,3 - 2,408,KAZ,6:48
Turnover foul,7.0,4,3,2,MNE,2.0,JANOVIC M,3 - 2,382,MNE,6:22
Turnover foul,6.0,4,3,2,MNE,2.0,SHMIDER A,3 - 2,357,KAZ,5:57
Turnover foul,11.0,4,3,2,MNE,2.0,KLIKOVAC F,3 - 2,337,MNE,5:37
Turnover foul,11.0,4,3,2,MNE,2.0,MANAFOV R,3 - 2,326,KAZ,5:26
20 sec. exclusion in field,9.0,4,3,2,MNE,2.0,UKUMANOV R,3 - 2,310,KAZ,5:10
Time-Out,,4,3,2,MNE,2.0,,3 - 2,310,MNE,5:10
Extra player shot - Saved,9.0,4,3,2,MNE,2.0,IVOVIC A,3 - 2,291,MNE,4:51
5m shot - Saved,3.0,4,3,2,MNE,2.0,AXENOV A,3 - 2,268,KAZ,4:28
Action shot - Saved,2.0,4,3,2,MNE,2.0,BRGULJAN D,3 - 2,246,MNE,4:06
5m shot - Post,7.0,4,3,2,MNE,2.0,JANOVIC M,3 - 2,229,MNE,3:49
20 sec. exclusion in centre,9.0,4,3,2,MNE,2.0,IVOVIC A,3 - 2,206,MNE,3:26
Extra player shot - Blocked,3.0,4,3,2,MNE,2.0,AXENOV A,3 - 2,186,KAZ,3:06
Action shot - Goal,3.0,4,4,2,MNE,2.0,AXENOV A,4 - 2,176,KAZ,2:56
20 sec. exclusion in field,8.0,4,4,2,MNE,2.0,KOLIADENKO A,4 - 2,159,KAZ,2:39
Extra player shot - Goal,5.0,4,4,3,MNE,2.0,BRGULJAN D,4 - 3,140,MNE,2:20
Turnover foul,9.0,4,4,3,MNE,2.0,UKUMANOV R,4 - 3,107,KAZ,1:47
Steal,6.0,4,4,3,MNE,2.0,RADOVIC A,4 - 3,107,MNE,1:47
Penalty foul,6.0,4,4,3,MNE,2.0,SHMIDER A,4 - 3,96,KAZ,1:36
Penalty shot - Goal,7.0,4,4,4,MNE,2.0,JANOVIC M,4 - 4,96,MNE,1:36
Action shot - Post,3.0,4,4,4,MNE,2.0,AXENOV A,4 - 4,67,KAZ,1:07
Turnover foul,12.0,4,4,4,MNE,2.0,JOKIC P,4 - 4,39,MNE,0:39
Steal,5.0,4,4,4,MNE,2.0,USHAKOV V,4 - 4,39,KAZ,0:39
Time-Out,,4,4,4,MNE,2.0,,4 - 4,39,KAZ,0:39
Turnover foul,6.0,4,4,4,MNE,2.0,SHMIDER A,4 - 4,28,KAZ,0:28
Steal,2.0,4,4,4,MNE,2.0,BRGULJAN D,4 - 4,28,MNE,0:28
Counter attack - Goal,12.0,4,4,5,MNE,2.0,JOKIC P,4 - 5,15,MNE,0:15
Centre shot - Goal,9.0,4,5,5,MNE,2.0,UKUMANOV R,5 - 5,1,KAZ,0:01
Starting goalkeeper,1.0,4,5,5,MNE,3.0,FEDOROV A,5 - 5,480,KAZ,8:00
Starting goalkeeper,1.0,4,5,5,MNE,3.0,LAZOVIC D,5 - 5,480,MNE,8:00
Sprint won possession,3.0,4,5,5,MNE,3.0,PASKOVIC V,5 - 5,480,MNE,8:00
5m shot - Goal,6.0,4,5,6,MNE,3.0,RADOVIC A,5 - 6,453,MNE,7:33
20 sec. exclusion in centre,4.0,4,5,6,MNE,3.0,CUCKOVIC U,5 - 6,438,MNE,7:18
Action shot - Goal,2.0,4,6,6,MNE,3.0,GUBAREV S,6 - 6,417,KAZ,6:57
Turnover foul,11.0,4,6,6,MNE,3.0,KLIKOVAC F,6 - 6,398,MNE,6:38
5m shot - Blocked,5.0,4,6,6,MNE,3.0,USHAKOV V,6 - 6,366,KAZ,6:06
20 sec. exclusion in centre,4.0,4,6,6,MNE,3.0,PILIPENKO R,6 - 6,350,KAZ,5:50
20 sec. exclusion in centre,11.0,4,6,6,MNE,3.0,MANAFOV R,6 - 6,342,KAZ,5:42
Extra player shot - Saved,2.0,4,6,6,MNE,3.0,BRGULJAN D,6 - 6,328,MNE,5:28
Turnover foul,2.0,4,6,6,MNE,3.0,GUBAREV S,6 - 6,298,KAZ,4:58
Turnover foul,11.0,4,6,6,MNE,3.0,KLIKOVAC F,6 - 6,271,MNE,4:31
Turnover foul,9.0,4,6,6,MNE,3.0,UKUMANOV R,6 - 6,244,KAZ,4:04
Time-Out,,4,6,6,MNE,3.0,,6 - 6,244,MNE,4:04
20 sec. exclusion in centre,9.0,4,6,6,MNE,3.0,UKUMANOV R,6 - 6,219,KAZ,3:39
Extra player shot - Goal,5.0,4,6,7,MNE,3.0,BRGULJAN D,6 - 7,204,MNE,3:24
Turnover foul,5.0,4,6,7,MNE,3.0,USHAKOV V,6 - 7,181,KAZ,3:01
Centre shot - Goal,9.0,4,6,8,MNE,3.0,IVOVIC A,6 - 8,155,MNE,2:35
5m shot - Saved,9.0,4,6,8,MNE,3.0,UKUMANOV R,6 - 8,127,KAZ,2:07
5m shot - Blocked,9.0,4,6,8,MNE,3.0,UKUMANOV R,6 - 8,115,KAZ,1:55
20 sec. exclusion in centre,12.0,4,6,8,MNE,3.0,PEKOVICH B,6 - 8,106,KAZ,1:46
Extra player shot - Goal,5.0,4,6,9,MNE,3.0,BRGULJAN D,6 - 9,87,MNE,1:27
Turnover foul,6.0,4,6,9,MNE,3.0,SHMIDER A,6 - 9,66,KAZ,1:06
Steal,2.0,4,6,9,MNE,3.0,BRGULJAN D,6 - 9,66,MNE,1:06
Turnover foul,9.0,4,6,9,MNE,3.0,IVOVIC A,6 - 9,46,MNE,0:46
Steal,9.0,4,6,9,MNE,3.0,UKUMANOV R,6 - 9,46,KAZ,0:46
Time-Out,,4,6,9,MNE,3.0,,6 - 9,44,KAZ,0:44
Turnover foul,2.0,4,6,9,MNE,3.0,GUBAREV S,6 - 9,29,KAZ,0:29
Steal,5.0,4,6,9,MNE,3.0,BRGULJAN D,6 - 9,29,MNE,0:29
Action shot - Goal,7.0,4,6,10,MNE,3.0,JANOVIC M,6 - 10,6,MNE,0:06
Starting goalkeeper,1.0,4,6,10,MNE,4.0,FEDOROV A,6 - 10,480,KAZ,8:00
Starting goalkeeper,1.0,4,6,10,MNE,4.0,LAZOVIC D,6 - 10,480,MNE,8:00
Sprint won possession,6.0,4,6,10,MNE,4.0,RADOVIC A,6 - 10,480,MNE,8:00
5m shot - Saved,4.0,4,6,10,MNE,4.0,PILIPENKO R,6 - 10,431,KAZ,7:11
20 sec. exclusion in field,9.0,4,6,10,MNE,4.0,IVOVIC A,6 - 10,408,MNE,6:48
Extra player shot - Saved,3.0,4,6,10,MNE,4.0,AXENOV A,6 - 10,392,KAZ,6:32
Extra player shot - Goal,5.0,4,7,10,MNE,4.0,USHAKOV V,7 - 10,388,KAZ,6:28
20 sec. exclusion in centre,4.0,4,7,10,MNE,4.0,PILIPENKO R,7 - 10,372,KAZ,6:12
Exclusion with substitution,4.0,4,7,10,MNE,4.0,PILIPENKO R,7 - 10,372,KAZ,6:12
Extra player shot - Blocked,6.0,4,7,10,MNE,4.0,RADOVIC A,7 - 10,351,MNE,5:51
Action shot - Saved,7.0,4,7,10,MNE,4.0,JANOVIC M,7 - 10,340,MNE,5:40
5m shot,3.0,4,7,10,MNE,4.0,AXENOV A,7 - 10,318,KAZ,5:18
5m shot - Saved,6.0,4,7,10,MNE,4.0,RADOVIC A,7 - 10,291,MNE,4:51
Counter attack - Goal,9.0,4,8,10,MNE,4.0,UKUMANOV R,8 - 10,274,KAZ,4:34
Time-Out,,4,8,10,MNE,4.0,,8 - 10,274,MNE,4:34
5m shot - Goal,9.0,4,8,11,MNE,4.0,IVOVIC A,8 - 11,246,MNE,4:06
Turnover foul,3.0,4,8,11,MNE,4.0,AXENOV A,8 - 11,222,KAZ,3:42
5m shot - Blocked,9.0,4,8,11,MNE,4.0,IVOVIC A,8 - 11,193,MNE,3:13
Time-Out,,4,8,11,MNE,4.0,,8 - 11,193,KAZ,3:13
Turnover foul,12.0,4,8,11,MNE,4.0,PEKOVICH B,8 - 11,180,KAZ,3:00
Turnover foul,11.0,4,8,11,MNE,4.0,KLIKOVAC F,8 - 11,153,MNE,2:33
Counter attack - Saved,3.0,4,8,11,MNE,4.0,PASKOVIC V,8 - 11,111,MNE,1:51
Turnover foul,5.0,4,8,11,MNE,4.0,USHAKOV V,8 - 11,88,KAZ,1:28
Steal,3.0,4,8,11,MNE,4.0,PASKOVIC V,8 - 11,88,MNE,1:28
Turnover foul,11.0,4,8,11,MNE,4.0,KLIKOVAC F,8 - 11,60,MNE,1:00
Steal,6.0,4,8,11,MNE,4.0,SHMIDER A,8 - 11,60,KAZ,1:00
5m shot - Saved,3.0,4,8,11,MNE,4.0,AXENOV A,8 - 11,40,KAZ,0:40
Counter attack - Goal,3.0,4,8,12,MNE,4.0,PASKOVIC V,8 - 12,18,MNE,0:18
5m shot - Post,9.0,4,8,12,MNE,4.0,UKUMANOV R,8 - 12,2,KAZ,0:02
Starting goalkeeper,1.0,5,0,0,CAN,1.0,RANDALL R,0 - 0,480,CAN,8:00
Starting goalkeeper,1.0,5,0,0,CAN,1.0,FEDOROV A,0 - 0,480,KAZ,8:00
Sprint won possession,8.0,5,0,0,CAN,1.0,GRAHAM K,0 - 0,480,CAN,8:00
5m shot - Missed,2.0,5,0,0,CAN,1.0,KUDABA C,0 - 0,453,CAN,7:33
20 sec. exclusion in centre,2.0,5,0,0,CAN,1.0,KUDABA C,0 - 0,433,CAN,7:13
Action shot - Goal,3.0,5,1,0,CAN,1.0,AXENOV A,0 - 1,410,KAZ,6:50
Action shot - Goal,4.0,5,1,1,CAN,1.0,CONSTANTIN-BICARI,1 - 1,391,CAN,6:31
Turnover foul,2.0,5,1,1,CAN,1.0,GUBAREV S,1 - 1,367,KAZ,6:07
20 sec. exclusion in centre,8.0,5,1,1,CAN,1.0,KOLIADENKO A,1 - 1,338,KAZ,5:38
Extra player shot - Missed,12.0,5,1,1,CAN,1.0,MCELROY J,1 - 1,322,CAN,5:22
5m shot - Missed,2.0,5,1,1,CAN,1.0,GUBAREV S,1 - 1,294,KAZ,4:54
Action shot - Missed,3.0,5,1,1,CAN,1.0,VIKALO O,1 - 1,278,CAN,4:38
Turnover foul,5.0,5,1,1,CAN,1.0,USHAKOV V,1 - 1,260,KAZ,4:20
Steal,5.0,5,1,1,CAN,1.0,BOYD J,1 - 1,260,CAN,4:20
Counter attack - Saved,5.0,5,1,1,CAN,1.0,BOYD J,1 - 1,246,CAN,4:06
Turnover foul,12.0,5,1,1,CAN,1.0,PEKOVICH B,1 - 1,211,KAZ,3:31
Steal,1.0,5,1,1,CAN,1.0,RANDALL R,1 - 1,209,CAN,3:29
Counter attack - Saved,8.0,5,1,1,CAN,1.0,GRAHAM K,1 - 1,205,CAN,3:25
Action shot - Saved,6.0,5,1,1,CAN,1.0,SHMIDER A,1 - 1,169,KAZ,2:49
5m shot - Saved,5.0,5,1,1,CAN,1.0,BOYD J,1 - 1,152,CAN,2:32
Turnover foul,3.0,5,1,1,CAN,1.0,VIKALO O,1 - 1,133,CAN,2:13
Steal,6.0,5,1,1,CAN,1.0,SHMIDER A,1 - 1,133,KAZ,2:13
5m shot - Goal,3.0,5,2,1,CAN,1.0,AXENOV A,1 - 2,107,KAZ,1:47
Turnover foul,8.0,5,2,1,CAN,1.0,GRAHAM K,1 - 2,84,CAN,1:24
Steal,1.0,5,2,1,CAN,1.0,FEDOROV A,1 - 2,84,KAZ,1:24
Turnover foul,7.0,5,2,1,CAN,1.0,SHAKENOV M,1 - 2,58,KAZ,0:58
Steal,8.0,5,2,1,CAN,1.0,GRAHAM K,1 - 2,58,CAN,0:58
Turnover foul,8.0,5,2,1,CAN,1.0,GRAHAM K,1 - 2,31,CAN,0:31
Steal,1.0,5,2,1,CAN,1.0,FEDOROV A,1 - 2,31,KAZ,0:31
Time-Out,,5,2,1,CAN,1.0,,1 - 2,31,KAZ,0:31
20 sec. exclusion in centre,11.0,5,2,1,CAN,1.0,TORAKIS G,1 - 2,18,CAN,0:18
Extra player shot - Post,3.0,5,2,1,CAN,1.0,AXENOV A,1 - 2,6,KAZ,0:06
Time-Out,,5,2,1,CAN,1.0,,1 - 2,6,CAN,0:06
Action shot - Saved,10.0,5,2,1,CAN,1.0,CONWAY J,1 - 2,1,CAN,0:01
Starting goalkeeper,1.0,5,2,1,CAN,2.0,RANDALL R,1 - 2,480,CAN,8:00
Starting goalkeeper,1.0,5,2,1,CAN,2.0,FEDOROV A,1 - 2,480,KAZ,8:00
Sprint won possession,8.0,5,2,1,CAN,2.0,GRAHAM K,1 - 2,480,CAN,8:00
5m shot - Saved,12.0,5,2,1,CAN,2.0,MCELROY J,1 - 2,459,CAN,7:39
