Action,BRA,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
5m shot,1,7.0,3,7,ITA,2.0,OLIVEIRA A,1 - 7,84,BRA,1:24,Post,0
Action shot,1,6.0,3,8,ITA,2.0,AIELLO R,1 - 8,39,ITA,0:39,Goal,1
5m shot,1,6.0,3,8,ITA,2.0,CHIAPPINI I,1 - 8,13,BRA,0:13,Saved,0
5m shot,1,3.0,3,8,ITA,2.0,GARIBOTTI A,1 - 8,0,ITA,0:00,Saved,0
5m shot,2,7.0,3,8,ITA,3.0,OLIVEIRA A,2 - 8,459,BRA,7:39,Goal,1
5m shot,2,8.0,3,8,ITA,3.0,BIANCONI R,2 - 8,436,ITA,7:16,Missed,0
Action shot,3,7.0,3,8,ITA,3.0,OLIVEIRA A,3 - 8,421,BRA,7:01,Goal,1
Action shot,3,9.0,3,9,ITA,3.0,EMMOLO G,3 - 9,396,ITA,6:36,Goal,1
Action shot,3,12.0,3,9,ITA,3.0,MANTELLATO G,3 - 9,349,BRA,5:49,Saved,0
Action shot,4,7.0,3,9,ITA,3.0,OLIVEIRA A,4 - 9,349,BRA,5:49,Goal,1
5m shot,4,5.0,3,10,ITA,3.0,RADICCHI F,4 - 10,324,ITA,5:24,Goal,1
Extra player shot,4,6.0,3,10,ITA,3.0,CHIAPPINI I,4 - 10,277,BRA,4:37,Post,0
Action shot,4,10.0,3,10,ITA,3.0,BAHIA V,4 - 10,229,BRA,3:49,Saved,0
Extra player shot,4,6.0,3,10,ITA,3.0,AIELLO R,4 - 10,204,ITA,3:24,Saved,0
5m shot,4,7.0,3,10,ITA,3.0,DI MARIO T,4 - 10,179,ITA,2:59,Saved,0
5m shot,4,6.0,3,10,ITA,3.0,CHIAPPINI I,4 - 10,143,BRA,2:23,Missed,0
Action shot,4,7.0,3,10,ITA,3.0,OLIVEIRA A,4 - 10,105,BRA,1:45,Missed,0
Action shot,4,8.0,3,10,ITA,3.0,BIANCONI R,4 - 10,90,ITA,1:30,Saved,0
5m shot,4,7.0,3,10,ITA,3.0,DI MARIO T,4 - 10,64,ITA,1:04,Blocked,0
Centre shot,4,4.0,3,11,ITA,3.0,QUEIROLO E,4 - 11,11,ITA,0:11,Goal,1
Action shot,5,9.0,3,11,ITA,4.0,DIAS M,5 - 11,455,BRA,7:35,Goal,1
5m shot,5,11.0,3,11,ITA,4.0,BARZON L,5 - 11,430,ITA,7:10,Saved,0
Action shot,5,9.0,3,11,ITA,4.0,DIAS M,5 - 11,404,BRA,6:44,Blocked,0
Action shot,5,11.0,3,12,ITA,4.0,BARZON L,5 - 12,404,ITA,6:44,Goal,1
Centre shot,5,6.0,3,12,ITA,4.0,AIELLO R,5 - 12,361,ITA,6:01,Post,0
5m shot,5,4.0,3,13,ITA,4.0,QUEIROLO E,5 - 13,236,ITA,3:56,Goal,1
5m shot,6,6.0,3,13,ITA,4.0,CHIAPPINI I,6 - 13,226,BRA,3:46,Goal,1
5m shot,6,4.0,3,13,ITA,4.0,QUEIROLO E,6 - 13,199,ITA,3:19,Missed,0
Action shot,6,12.0,3,14,ITA,4.0,FRASSINETTI T,6 - 14,154,ITA,2:34,Goal,1
5m shot,6,8.0,3,15,ITA,4.0,BIANCONI R,6 - 15,104,ITA,1:44,Goal,1
5m shot,0,7.0,4,0,CHN,1.0,OLIVEIRA A,0 - 0,458,BRA,7:38,Saved,0
5m shot,0,7.0,4,0,CHN,1.0,OLIVEIRA A,0 - 0,430,BRA,7:10,Missed,0
Action shot,0,12.0,4,0,CHN,1.0,MANTELLATO G,0 - 0,329,BRA,5:29,Post,0
Action shot,0,7.0,4,1,CHN,1.0,SONG D,0 - 1,304,CHN,5:04,Goal,1
5m shot,0,7.0,4,1,CHN,1.0,OLIVEIRA A,0 - 1,214,BRA,3:34,Saved,0
Counter attack,1,6.0,4,1,CHN,1.0,CHIAPPINI I,1 - 1,150,BRA,2:30,Goal,1
Action shot,1,5.0,4,1,CHN,1.0,NIU G,1 - 1,103,CHN,1:43,Saved,0
Action shot,1,5.0,4,2,CHN,1.0,NIU G,1 - 2,13,CHN,0:13,Goal,1
5m shot,1,6.0,4,2,CHN,1.0,CHIAPPINI I,1 - 2,1,BRA,0:01,Post,0
Action shot,1,6.0,4,2,CHN,2.0,SUN Y,1 - 2,452,CHN,7:32,Saved,0
Penalty shot,1,9.0,4,3,CHN,2.0,ZHAO Z,1 - 3,381,CHN,6:21,Goal,1
5m shot,1,7.0,4,3,CHN,2.0,OLIVEIRA A,1 - 3,357,BRA,5:57,Post,0
Action shot,1,12.0,4,4,CHN,2.0,ZHANG J,1 - 4,320,CHN,5:20,Goal,1
Penalty shot,2,6.0,4,4,CHN,2.0,CHIAPPINI I,2 - 4,296,BRA,4:56,Goal,1
Extra player shot,2,5.0,4,4,CHN,2.0,NIU G,2 - 4,262,CHN,4:22,Blocked,0
5m shot,2,3.0,4,4,CHN,2.0,ZABLITH M,2 - 4,252,BRA,4:12,Saved,0
Action shot,2,7.0,4,4,CHN,2.0,SONG D,2 - 4,201,CHN,3:21,Saved,0
5m shot,2,5.0,4,5,CHN,2.0,NIU G,2 - 5,162,CHN,2:42,Goal,1
Action shot,2,8.0,4,5,CHN,2.0,ZHANG C,2 - 5,98,CHN,1:38,Saved,0
Counter attack,2,6.0,4,5,CHN,2.0,CHIAPPINI I,2 - 5,92,BRA,1:32,Missed,0
Action shot,2,11.0,4,5,CHN,4.0,WANG X,2 - 5,33,CHN,0:33,Blocked,0
Extra player shot,2,10.0,4,5,CHN,2.0,ZHANG W,2 - 5,5,CHN,0:05,Missed,0
