Action,BRA,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Steal,2,10.0,6,5,HUN,1.0,BUJKA B,5 - 2,11,HUN,0:11
20 sec. exclusion in field,2,6.0,6,5,HUN,1.0,CHIAPPINI I,5 - 2,6,BRA,0:06
Starting goalkeeper,2,1.0,6,5,HUN,2.0,BOLONYAI F,5 - 2,480,HUN,8:00
Starting goalkeeper,2,1.0,6,5,HUN,2.0,OLIVEIRA T,5 - 2,480,BRA,8:00
Sprint won possession,2,3.0,6,5,HUN,2.0,ZABLITH M,5 - 2,480,BRA,8:00
20 sec. exclusion in centre,2,3.0,6,5,HUN,2.0,ZABLITH M,5 - 2,441,BRA,7:21
Penalty foul,2,4.0,6,5,HUN,2.0,DUARTE M,5 - 2,423,BRA,7:03
Penalty shot - Goal,2,10.0,6,6,HUN,2.0,BUJKA B,6 - 2,423,HUN,7:03
Turnover foul,2,7.0,6,6,HUN,2.0,OLIVEIRA A,6 - 2,407,BRA,6:47
Steal,2,5.0,6,6,HUN,2.0,SZUCS G,6 - 2,399,HUN,6:39
Counter attack - Goal,2,5.0,6,7,HUN,2.0,SZUCS G,7 - 2,399,HUN,6:39
Turnover foul,2,4.0,6,7,HUN,2.0,DUARTE M,7 - 2,383,BRA,6:23
Steal,2,11.0,6,7,HUN,2.0,GARDA K,7 - 2,383,HUN,6:23
Centre shot - Saved,2,4.0,6,7,HUN,2.0,KISTELEKI D,7 - 2,371,HUN,6:11
5m shot - Post,2,7.0,6,7,HUN,2.0,OLIVEIRA A,7 - 2,348,BRA,5:48
Counter attack - Goal,2,8.0,6,8,HUN,2.0,KESZTHELYI R,8 - 2,336,HUN,5:36
20 sec. exclusion in field,2,3.0,6,8,HUN,2.0,ANTAL D,8 - 2,320,HUN,5:20
Time-Out,2,,6,8,HUN,2.0,,8 - 2,320,BRA,5:20
Extra player shot - Post,2,9.0,6,8,HUN,2.0,DIAS M,8 - 2,302,BRA,5:02
Action shot - Post,2,6.0,6,8,HUN,2.0,CHIAPPINI I,8 - 2,285,BRA,4:45
Turnover foul,2,12.0,6,8,HUN,2.0,MENCZINGER K,8 - 2,283,HUN,4:43
Turnover foul,2,6.0,6,8,HUN,2.0,CHIAPPINI I,8 - 2,267,BRA,4:27
Steal,2,7.0,6,8,HUN,2.0,ILLES A,8 - 2,267,HUN,4:27
Action shot - Goal,2,2.0,6,9,HUN,2.0,CZIGANY D,9 - 2,240,HUN,4:00
Turnover foul,2,12.0,6,9,HUN,2.0,MANTELLATO G,9 - 2,212,BRA,3:32
Steal,2,12.0,6,9,HUN,2.0,MENCZINGER K,9 - 2,212,HUN,3:32
5m shot - Post,2,6.0,6,9,HUN,2.0,TAKACS O,9 - 2,195,HUN,3:15
Action shot - Blocked,2,7.0,6,9,HUN,2.0,OLIVEIRA A,9 - 2,172,BRA,2:52
Counter attack - Goal,2,3.0,6,10,HUN,2.0,ANTAL D,10 - 2,158,HUN,2:38
20 sec. exclusion in centre,2,11.0,6,10,HUN,2.0,GARDA K,10 - 2,148,HUN,2:28
Action shot - Goal,3,3.0,6,10,HUN,2.0,ZABLITH M,10 - 3,123,BRA,2:03
Steal,3,5.0,6,10,HUN,4.0,SZUCS G,10 - 3,312,HUN,5:12
Action shot - Saved,3,11.0,6,10,HUN,4.0,GARDA K,10 - 3,296,HUN,4:56
Turnover foul,3,5.0,6,10,HUN,4.0,SZUCS G,10 - 3,288,HUN,4:48
Action shot - Goal,5,6.0,6,19,HUN,4.0,CHIAPPINI I,19 - 5,273,BRA,4:33
Centre shot - Goal,5,4.0,6,20,HUN,4.0,KISTELEKI D,20 - 5,256,HUN,4:16
5m shot - Missed,5,6.0,6,20,HUN,4.0,CHIAPPINI I,20 - 5,231,BRA,3:51
Action shot - Post,5,12.0,6,20,HUN,4.0,MENCZINGER K,20 - 5,220,HUN,3:40
Turnover foul,5,3.0,6,20,HUN,4.0,ZABLITH M,20 - 5,198,BRA,3:18
Steal,5,13.0,6,20,HUN,4.0,GANGL E,20 - 5,198,HUN,3:18
Action shot - Saved,5,6.0,6,20,HUN,4.0,TAKACS O,20 - 5,177,HUN,2:57
Turnover foul,5,4.0,6,20,HUN,4.0,KISTELEKI D,20 - 5,162,HUN,2:42
Centre shot - Goal,3,4.0,6,11,HUN,2.0,KISTELEKI D,11 - 3,103,HUN,1:43
Turnover foul,3,6.0,6,11,HUN,2.0,CHIAPPINI I,11 - 3,84,BRA,1:24
Steal,3,5.0,6,11,HUN,2.0,SZUCS G,11 - 3,84,HUN,1:24
5m shot - Saved,3,11.0,6,11,HUN,2.0,GARDA K,11 - 3,61,HUN,1:01
Action shot - Goal,4,3.0,6,11,HUN,2.0,ZABLITH M,11 - 4,45,BRA,0:45
Turnover foul,4,9.0,6,11,HUN,2.0,TOTH I,11 - 4,27,HUN,0:27
Steal,4,1.0,6,11,HUN,2.0,OLIVEIRA T,11 - 4,27,BRA,0:27
Turnover foul,4,2.0,6,11,HUN,2.0,ABLA D,11 - 4,5,BRA,0:05
Steal,4,6.0,6,11,HUN,2.0,TAKACS O,11 - 4,5,HUN,0:05
5m shot - Saved,4,9.0,6,11,HUN,2.0,TOTH I,11 - 4,0,HUN,0:00
Starting goalkeeper,4,13.0,6,11,HUN,3.0,GANGL E,11 - 4,480,HUN,8:00
Starting goalkeeper,4,13.0,6,11,HUN,3.0,CHAMORRO V,11 - 4,480,BRA,8:00
Sprint won possession,4,3.0,6,11,HUN,3.0,ZABLITH M,11 - 4,480,BRA,8:00
Action shot - Saved,4,12.0,6,11,HUN,3.0,MANTELLATO G,11 - 4,457,BRA,7:37
Action shot - Goal,4,10.0,6,12,HUN,3.0,BUJKA B,12 - 4,440,HUN,7:20
Turnover foul,4,12.0,6,12,HUN,3.0,MANTELLATO G,12 - 4,419,BRA,6:59
Steal,4,2.0,6,12,HUN,3.0,CZIGANY D,12 - 4,419,HUN,6:59
Counter attack - Goal,4,11.0,6,13,HUN,3.0,GARDA K,13 - 4,401,HUN,6:41
Turnover foul,4,6.0,6,13,HUN,3.0,CHIAPPINI I,13 - 4,370,BRA,6:10
Turnover foul,4,2.0,6,13,HUN,3.0,CZIGANY D,13 - 4,356,HUN,5:56
Turnover foul,4,6.0,6,13,HUN,3.0,CHIAPPINI I,13 - 4,327,BRA,5:27
Steal,4,11.0,6,13,HUN,3.0,GARDA K,13 - 4,327,HUN,5:27
Counter attack - Goal,4,8.0,6,14,HUN,3.0,KESZTHELYI R,14 - 4,316,HUN,5:16
Turnover foul,4,9.0,6,14,HUN,3.0,DIAS M,14 - 4,283,BRA,4:43
Turnover foul,4,6.0,6,14,HUN,3.0,TAKACS O,14 - 4,277,HUN,4:37
5m shot - Post,4,7.0,6,14,HUN,3.0,OLIVEIRA A,14 - 4,258,BRA,4:18
Turnover foul,4,6.0,6,14,HUN,3.0,TAKACS O,14 - 4,232,HUN,3:52
Steal,4,10.0,6,14,HUN,3.0,BAHIA V,14 - 4,232,BRA,3:52
5m shot - Saved,4,4.0,6,14,HUN,3.0,DUARTE M,14 - 4,204,BRA,3:24
Action shot - Saved,4,11.0,6,14,HUN,3.0,GARDA K,14 - 4,183,HUN,3:03
20 sec. exclusion in centre,4,4.0,6,14,HUN,3.0,DUARTE M,14 - 4,183,BRA,3:03
Time-Out,4,,6,14,HUN,3.0,,14 - 4,183,HUN,3:03
Action shot - Saved,4,3.0,6,14,HUN,3.0,ANTAL D,14 - 4,159,HUN,2:39
Centre shot - Saved,4,10.0,6,14,HUN,3.0,BUJKA B,14 - 4,149,HUN,2:29
Turnover foul,4,6.0,6,14,HUN,3.0,CHIAPPINI I,14 - 4,128,BRA,2:08
Steal,4,10.0,6,14,HUN,3.0,BUJKA B,14 - 4,128,HUN,2:08
Counter attack - Goal,4,8.0,6,15,HUN,3.0,KESZTHELYI R,15 - 4,119,HUN,1:59
Turnover foul,4,6.0,6,15,HUN,3.0,CHIAPPINI I,15 - 4,98,BRA,1:38
Steal,4,4.0,6,15,HUN,3.0,KISTELEKI D,15 - 4,98,HUN,1:38
Turnover foul,4,10.0,6,15,HUN,3.0,BUJKA B,15 - 4,79,HUN,1:19
Counter attack - Post,4,6.0,6,15,HUN,3.0,CHIAPPINI I,15 - 4,66,BRA,1:06
Action shot - Post,4,5.0,6,15,HUN,3.0,SZUCS G,15 - 4,44,HUN,0:44
Time-Out,4,,6,15,HUN,3.0,,15 - 4,44,BRA,0:44
Turnover foul,4,6.0,6,15,HUN,3.0,CHIAPPINI I,15 - 4,26,BRA,0:26
Steal,4,2.0,6,15,HUN,3.0,CZIGANY D,15 - 4,26,HUN,0:26
Counter attack - Goal,4,2.0,6,16,HUN,3.0,CZIGANY D,16 - 4,16,HUN,0:16
Turnover foul,4,6.0,6,16,HUN,3.0,CHIAPPINI I,16 - 4,5,BRA,0:05
Steal,4,8.0,6,16,HUN,3.0,KESZTHELYI R,16 - 4,5,HUN,0:05
20 sec. exclusion in field,4,6.0,6,16,HUN,3.0,CHIAPPINI I,16 - 4,7,BRA,0:07
Extra player shot - Goal,4,8.0,6,17,HUN,3.0,KESZTHELYI R,17 - 4,1,HUN,0:01
Starting goalkeeper,4,13.0,6,17,HUN,4.0,GANGL E,17 - 4,480,HUN,8:00
Starting goalkeeper,4,13.0,6,17,HUN,4.0,CHAMORRO V,17 - 4,480,BRA,8:00
Sprint won possession,4,8.0,6,17,HUN,4.0,KESZTHELYI R,17 - 4,480,HUN,8:00
Turnover foul,4,4.0,6,17,HUN,4.0,KISTELEKI D,17 - 4,452,HUN,7:32
Steal,4,6.0,6,17,HUN,4.0,CHIAPPINI I,17 - 4,452,BRA,7:32
Turnover foul,4,6.0,6,17,HUN,4.0,CHIAPPINI I,17 - 4,428,BRA,7:08
Steal,4,8.0,6,17,HUN,4.0,KESZTHELYI R,17 - 4,428,HUN,7:08
Counter attack - Goal,4,4.0,6,18,HUN,4.0,KISTELEKI D,18 - 4,421,HUN,7:01
5m shot - Saved,4,6.0,6,18,HUN,4.0,CHIAPPINI I,18 - 4,405,BRA,6:45
Centre shot - Goal,4,10.0,6,19,HUN,4.0,BUJKA B,19 - 4,380,HUN,6:20
Turnover foul,4,4.0,6,19,HUN,4.0,DUARTE M,19 - 4,355,BRA,5:55
Turnover foul,4,8.0,6,19,HUN,4.0,KESZTHELYI R,19 - 4,338,HUN,5:38
Steal,4,6.0,6,19,HUN,4.0,CHIAPPINI I,19 - 4,338,BRA,5:38
Turnover foul,4,6.0,6,19,HUN,4.0,CHIAPPINI I,19 - 4,312,BRA,5:12
Steal,4,6.0,6,19,HUN,4.0,CHIAPPINI I,19 - 4,162,BRA,2:42
20 sec. exclusion in field,4,12.0,6,19,HUN,4.0,MENCZINGER K,19 - 4,162,HUN,2:42
Time-Out,4,,6,19,HUN,4.0,,19 - 4,162,BRA,2:42
5m shot - Goal,6,9.0,6,20,HUN,4.0,DIAS M,20 - 6,138,BRA,2:18
Action shot - Goal,6,3.0,6,21,HUN,4.0,ANTAL D,21 - 6,125,HUN,2:05
Action shot - Goal,7,12.0,6,21,HUN,4.0,MANTELLATO G,21 - 7,104,BRA,1:44
20 sec. exclusion in field,7,8.0,6,21,HUN,4.0,KESZTHELYI R,21 - 7,99,HUN,1:39
Turnover foul,7,6.0,6,21,HUN,4.0,CHIAPPINI I,21 - 7,73,BRA,1:13
Action shot - Goal,7,6.0,6,22,HUN,4.0,TAKACS O,22 - 7,59,HUN,0:59
Counter attack - Saved,7,4.0,6,22,HUN,4.0,KISTELEKI D,22 - 7,18,HUN,0:18
