Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,USA,Result,Goal
Action shot,6.0,6,0,ESP,1.0,STEFFENS M,1 - 0,196,USA,3:16,1,Saved,0
Action shot,4.0,6,1,ESP,1.0,ORTIZ MUNOZ B,1 - 1,151,ESP,2:31,1,Goal,1
Action shot,7.0,6,1,ESP,1.0,RANEY J,2 - 1,131,USA,2:11,2,Goal,1
Action shot,3.0,6,1,ESP,1.0,SEIDEMANN M,2 - 1,2,USA,0:02,2,Saved,0
Penalty shot,3.0,6,2,ESP,2.0,ESPAR LLAQUET A,2 - 2,463,ESP,7:43,2,Goal,1
Extra player shot,2.0,6,2,ESP,2.0,MUSSELMAN M,2 - 2,433,USA,7:13,2,Blocked,0
Centre shot,12.0,6,2,ESP,2.0,LEITON ARRONES P,2 - 2,403,ESP,6:43,2,Saved,0
Extra player shot,8.0,6,2,ESP,2.0,NEUSHUL K,3 - 2,386,USA,6:26,3,Goal,1
Extra player shot,4.0,6,3,ESP,2.0,ORTIZ MUNOZ B,3 - 3,354,ESP,5:54,3,Goal,1
Extra player shot,8.0,6,3,ESP,2.0,NEUSHUL K,4 - 3,327,USA,5:27,4,Goal,1
5m shot,3.0,6,3,ESP,2.0,ESPAR LLAQUET A,4 - 3,298,ESP,4:58,4,Post,0
Extra player shot,2.0,6,3,ESP,2.0,MUSSELMAN M,5 - 3,273,USA,4:33,5,Goal,1
5m shot,11.0,6,3,ESP,2.0,GUAL ROVIROSA A,5 - 3,247,ESP,4:07,5,Blocked,0
Centre shot,9.0,6,3,ESP,2.0,FISCHER A,5 - 3,171,USA,2:51,5,Saved,0
Centre shot,10.0,6,3,ESP,2.0,CRESPI BARRIGA P,5 - 3,81,ESP,1:21,5,Saved,0
5m shot,8.0,6,3,ESP,2.0,NEUSHUL K,5 - 3,53,USA,0:53,5,Post,0
Action shot,3.0,6,3,ESP,2.0,ESPAR LLAQUET A,5 - 3,25,ESP,0:25,5,Post,0
Action shot,2.0,6,3,ESP,2.0,MUSSELMAN M,5 - 3,10,USA,0:10,5,Saved,0
5m shot,12.0,6,3,ESP,2.0,LEITON ARRONES P,5 - 3,1,ESP,0:01,5,Saved,0
5m shot,3.0,6,4,ESP,3.0,ESPAR LLAQUET A,5 - 4,453,ESP,7:33,5,Goal,1
Extra player shot,4.0,6,4,ESP,3.0,FATTAL R,6 - 4,428,USA,7:08,6,Goal,1
Extra player shot,8.0,6,4,ESP,3.0,NEUSHUL K,7 - 4,365,USA,6:05,7,Goal,1
Action shot,11.0,6,4,ESP,3.0,FISCHER M,7 - 4,312,USA,5:12,7,Missed,0
Action shot,6.0,6,4,ESP,3.0,LLORET GOMEZ H,7 - 4,283,ESP,4:43,7,Saved,0
5m shot,4.0,6,4,ESP,3.0,ORTIZ MUNOZ B,7 - 4,256,ESP,4:16,7,Post,0
Extra player shot,6.0,6,4,ESP,3.0,STEFFENS M,8 - 4,211,USA,3:31,8,Goal,1
5m shot,9.0,6,4,ESP,3.0,FORCA ARIZA J,8 - 4,188,ESP,3:08,8,Missed,0
Centre shot,3.0,6,4,ESP,3.0,ESPAR LLAQUET A,8 - 4,146,ESP,2:26,8,Missed,0
Extra player shot,11.0,6,4,ESP,3.0,FISCHER M,9 - 4,115,USA,1:55,9,Goal,1
5m shot,9.0,6,4,ESP,3.0,FORCA ARIZA J,9 - 4,85,ESP,1:25,9,Post,0
Extra player shot,12.0,6,5,ESP,3.0,LEITON ARRONES P,9 - 5,25,ESP,0:25,9,Goal,1
Centre shot,2.0,6,5,ESP,3.0,MUSSELMAN M,10 - 5,1,USA,0:01,10,Goal,1
5m shot,4.0,6,5,ESP,4.0,FATTAL R,10 - 5,452,USA,7:32,10,Missed,0
5m shot,9.0,6,5,ESP,4.0,FORCA ARIZA J,10 - 5,424,ESP,7:04,10,Blocked,0
5m shot,6.0,6,5,ESP,4.0,STEFFENS M,11 - 5,394,USA,6:34,11,Goal,1
Extra player shot,8.0,6,5,ESP,4.0,NEUSHUL K,12 - 5,334,USA,5:34,12,Goal,1
Action shot,11.0,6,5,ESP,4.0,GUAL ROVIROSA A,12 - 5,252,ESP,4:12,12,Missed,0
Extra player shot,2.0,6,5,ESP,4.0,MUSSELMAN M,13 - 5,222,USA,3:42,13,Goal,1
5m shot,4.0,6,5,ESP,4.0,ORTIZ MUNOZ B,13 - 5,193,ESP,3:13,13,Missed,0
Extra player shot,5.0,6,5,ESP,4.0,HAUSCHILD P,13 - 5,151,USA,2:31,13,Blocked,0
Action shot,12.0,6,5,ESP,4.0,WILLIAMS A,13 - 5,121,USA,2:01,13,Post,0
5m shot,3.0,6,6,ESP,4.0,ESPAR LLAQUET A,13 - 6,96,ESP,1:36,13,Goal,1
Centre shot,9.0,6,6,ESP,4.0,FISCHER A,13 - 6,67,USA,1:07,13,Saved,0
5m shot,3.0,6,6,ESP,4.0,ESPAR LLAQUET A,13 - 6,38,ESP,0:38,13,Missed,0
