Action,Cap,Game,MNE,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,1.0,5,2,3,SRB,1.0,RADIC Z,2 - 3,38,MNE,0:38
Steal,4.0,5,2,3,SRB,1.0,UDOVICIC V,2 - 3,38,SRB,0:38
5m shot - Saved,11.0,5,2,3,SRB,1.0,PRLAINOVIC A,2 - 3,33,SRB,0:33
Turnover foul,12.0,5,2,3,SRB,1.0,JOKIC P,2 - 3,7,MNE,0:07
Steal,4.0,5,2,3,SRB,1.0,UDOVICIC V,2 - 3,7,SRB,0:07
Starting goalkeeper,1.0,5,2,3,SRB,2.0,RADIC Z,2 - 3,480,MNE,8:00
Starting goalkeeper,13.0,5,2,3,SRB,2.0,PIJETLOVIC G,2 - 3,480,SRB,8:00
Sprint won possession,3.0,5,2,3,SRB,2.0,PASKOVIC V,2 - 3,480,MNE,8:00
Turnover foul,7.0,5,2,3,SRB,2.0,JANOVIC M,2 - 3,457,MNE,7:37
20 sec. exclusion in centre,4.0,5,2,3,SRB,2.0,PETROVIC A,2 - 3,444,MNE,7:24
Extra player shot - Goal,2.0,5,2,4,SRB,2.0,MANDIC D,2 - 4,424,SRB,7:04
20 sec. exclusion in centre,3.0,5,2,4,SRB,2.0,GOCIC Z,2 - 4,402,SRB,6:42
Extra player shot - Goal,8.0,5,3,4,SRB,2.0,JANOVIC N,3 - 4,391,MNE,6:31
Turnover foul,10.0,5,3,4,SRB,2.0,FILIPOVIC F,3 - 4,367,SRB,6:07
Steal,1.0,5,3,4,SRB,2.0,RADIC Z,3 - 4,367,MNE,6:07
5m shot - Post,9.0,5,3,4,SRB,2.0,IVOVIC A,3 - 4,349,MNE,5:49
Turnover foul,4.0,5,3,4,SRB,2.0,UDOVICIC V,3 - 4,348,SRB,5:48
Turnover foul,8.0,5,3,4,SRB,2.0,JANOVIC N,3 - 4,326,MNE,5:26
20 sec. exclusion in field,2.0,5,3,4,SRB,2.0,BRGULJAN D,3 - 4,310,MNE,5:10
Extra player shot - Blocked,11.0,5,3,4,SRB,2.0,PRLAINOVIC A,3 - 4,291,SRB,4:51
Action shot - Saved,10.0,5,3,4,SRB,2.0,FILIPOVIC F,3 - 4,284,SRB,4:44
Turnover foul,4.0,5,3,4,SRB,2.0,UDOVICIC V,3 - 4,260,SRB,4:20
Steal,8.0,5,3,4,SRB,2.0,JANOVIC N,3 - 4,260,MNE,4:20
Centre shot - Goal,7.0,5,4,4,SRB,2.0,JANOVIC M,4 - 4,235,MNE,3:55
Centre shot - Goal,7.0,5,4,5,SRB,2.0,NIKIC S,4 - 5,215,SRB,3:35
Turnover foul,4.0,5,4,5,SRB,2.0,PETROVIC A,4 - 5,199,MNE,3:19
20 sec. exclusion in field,8.0,5,4,5,SRB,2.0,JANOVIC N,4 - 5,198,MNE,3:18
Time-Out,,5,4,5,SRB,2.0,,4 - 5,198,SRB,3:18
Action shot - Goal,3.0,5,4,6,SRB,2.0,GOCIC Z,4 - 6,173,SRB,2:53
20 sec. exclusion in centre,4.0,5,4,6,SRB,2.0,UDOVICIC V,4 - 6,155,SRB,2:35
Extra player shot - Goal,7.0,5,5,6,SRB,2.0,JANOVIC M,5 - 6,138,MNE,2:18
Turnover foul,7.0,5,5,6,SRB,2.0,NIKIC S,5 - 6,121,SRB,2:01
Counter attack - Saved,2.0,5,5,6,SRB,2.0,BRGULJAN D,5 - 6,107,MNE,1:47
Action shot - Blocked,7.0,5,5,6,SRB,4.0,JANOVIC M,5 - 6,92,MNE,1:32
5m shot - Goal,9.0,5,9,8,SRB,4.0,IVOVIC A,9 - 8,70,MNE,1:10
5m shot - Missed,11.0,5,9,8,SRB,4.0,PRLAINOVIC A,9 - 8,47,SRB,0:47
Penalty foul,11.0,5,9,8,SRB,2.0,PRLAINOVIC A,9 - 8,86,SRB,1:26
Penalty shot - Goal,9.0,5,6,6,SRB,2.0,IVOVIC A,6 - 6,86,MNE,1:26
Centre shot - Missed,7.0,5,6,6,SRB,2.0,NIKIC S,6 - 6,64,SRB,1:04
20 sec. exclusion in centre,4.0,5,6,6,SRB,2.0,UDOVICIC V,6 - 6,42,SRB,0:42
Action shot - Saved,2.0,5,6,6,SRB,2.0,BRGULJAN D,6 - 6,19,MNE,0:19
5m shot - Saved,8.0,5,6,6,SRB,2.0,JANOVIC N,6 - 6,2,MNE,0:02
Starting goalkeeper,13.0,5,6,6,SRB,3.0,SCEPANOVIC M,6 - 6,480,MNE,8:00
Starting goalkeeper,13.0,5,6,6,SRB,3.0,PIJETLOVIC G,6 - 6,480,SRB,8:00
Sprint won possession,2.0,5,6,6,SRB,3.0,BRGULJAN D,6 - 6,480,MNE,8:00
Turnover foul,11.0,5,6,6,SRB,3.0,KLIKOVAK F,6 - 6,464,MNE,7:44
Turnover foul,6.0,5,6,6,SRB,3.0,PIJETLOVIC D,6 - 6,446,SRB,7:26
5m shot - Blocked,9.0,5,6,6,SRB,3.0,IVOVIC A,6 - 6,420,MNE,7:00
Turnover foul,6.0,5,6,6,SRB,3.0,PIJETLOVIC D,6 - 6,399,SRB,6:39
Steal,9.0,5,6,6,SRB,3.0,IVOVIC A,6 - 6,399,MNE,6:39
20 sec. exclusion in centre,6.0,5,6,6,SRB,3.0,PIJETLOVIC D,6 - 6,378,SRB,6:18
Action shot - Post,9.0,5,6,6,SRB,3.0,IVOVIC A,6 - 6,355,MNE,5:55
Action shot - Blocked,9.0,5,6,6,SRB,3.0,RADEN N,6 - 6,328,SRB,5:28
5m shot - Missed,4.0,5,6,6,SRB,3.0,PETROVIC A,6 - 6,302,MNE,5:02
20 sec. exclusion in centre,7.0,5,6,6,SRB,3.0,JANOVIC M,6 - 6,285,MNE,4:45
20 sec. exclusion in centre,11.0,5,6,6,SRB,3.0,PRLAINOVIC A,6 - 6,232,SRB,3:52
Time-Out,,5,6,6,SRB,3.0,,6 - 6,232,MNE,3:52
Action shot - Goal,7.0,5,7,6,SRB,3.0,JANOVIC M,7 - 6,211,MNE,3:31
20 sec. exclusion in centre,12.0,5,7,6,SRB,3.0,JOKIC P,7 - 6,192,MNE,3:12
Action shot - Goal,12.0,5,7,7,SRB,3.0,MITROVIC S,7 - 7,170,SRB,2:50
20 sec. exclusion in centre,12.0,5,7,7,SRB,3.0,MITROVIC S,7 - 7,147,SRB,2:27
Extra player shot - Saved,8.0,5,7,7,SRB,3.0,JANOVIC N,7 - 7,127,MNE,2:07
Action shot - Goal,12.0,5,7,8,SRB,3.0,MITROVIC S,7 - 8,102,SRB,1:42
Turnover foul,10.0,5,7,8,SRB,3.0,MISIC S,7 - 8,77,MNE,1:17
Turnover foul,6.0,5,7,8,SRB,3.0,PIJETLOVIC D,7 - 8,65,SRB,1:05
20 sec. exclusion in field,6.0,5,7,8,SRB,3.0,PIJETLOVIC D,7 - 8,65,SRB,1:05
Turnover foul,7.0,5,7,8,SRB,3.0,JANOVIC M,7 - 8,35,MNE,0:35
Steal,13.0,5,7,8,SRB,3.0,PIJETLOVIC G,7 - 8,35,SRB,0:35
Action shot - Saved,10.0,5,7,8,SRB,3.0,FILIPOVIC F,7 - 8,14,SRB,0:14
Turnover foul,3.0,5,7,8,SRB,3.0,PASKOVIC V,7 - 8,1,MNE,0:01
Steal,4.0,5,7,8,SRB,3.0,UDOVICIC V,7 - 8,1,SRB,0:01
Starting goalkeeper,13.0,5,7,8,SRB,4.0,SCEPANOVIC M,7 - 8,480,MNE,8:00
Starting goalkeeper,13.0,5,7,8,SRB,4.0,PIJETLOVIC G,7 - 8,480,SRB,8:00
Sprint won possession,2.0,5,7,8,SRB,4.0,BRGULJAN D,7 - 8,480,MNE,8:00
Centre shot - Missed,11.0,5,7,8,SRB,4.0,KLIKOVAK F,7 - 8,453,MNE,7:33
20 sec. exclusion in field,9.0,5,7,8,SRB,4.0,RADEN N,7 - 8,453,SRB,7:33
Extra player shot - Goal,11.0,5,8,8,SRB,4.0,KLIKOVAK F,8 - 8,450,MNE,7:30
20 sec. exclusion in centre,12.0,5,8,8,SRB,4.0,JOKIC P,8 - 8,430,MNE,7:10
Action shot - Blocked,2.0,5,8,8,SRB,4.0,MANDIC D,8 - 8,404,SRB,6:44
20 sec. exclusion in field,2.0,5,8,8,SRB,4.0,MANDIC D,8 - 8,396,SRB,6:36
Extra player shot - Blocked,2.0,5,8,8,SRB,4.0,BRGULJAN D,8 - 8,371,MNE,6:11
Counter attack - Missed,3.0,5,8,8,SRB,4.0,GOCIC Z,8 - 8,355,SRB,5:55
Penalty foul,3.0,5,8,8,SRB,4.0,GOCIC Z,8 - 8,333,SRB,5:33
Penalty shot - Saved,7.0,5,8,8,SRB,4.0,JANOVIC M,8 - 8,333,MNE,5:33
20 sec. exclusion in field,6.0,5,8,8,SRB,4.0,CROUSILLAT U,8 - 8,313,MNE,5:13
Extra player shot - Saved,12.0,5,8,8,SRB,4.0,MITROVIC S,8 - 8,298,SRB,4:58
5m shot - Blocked,4.0,5,8,8,SRB,4.0,PETROVIC A,8 - 8,268,MNE,4:28
20 sec. exclusion in centre,12.0,5,8,8,SRB,4.0,JOKIC P,8 - 8,245,MNE,4:05
Exclusion with substitution,12.0,5,8,8,SRB,4.0,JOKIC P,8 - 8,245,MNE,4:05
Centre shot - Saved,6.0,5,8,8,SRB,4.0,PIJETLOVIC D,8 - 8,222,SRB,3:42
5m shot - Blocked,9.0,5,8,8,SRB,4.0,IVOVIC A,8 - 8,200,MNE,3:20
Turnover foul,8.0,5,8,8,SRB,4.0,JANOVIC N,8 - 8,185,MNE,3:05
Time-Out,,5,8,8,SRB,4.0,,8 - 8,185,SRB,3:05
20 sec. exclusion in centre,9.0,5,8,8,SRB,4.0,IVOVIC A,8 - 8,166,MNE,2:46
Extra player shot - Saved,3.0,5,8,8,SRB,4.0,GOCIC Z,8 - 8,146,SRB,2:26
Turnover foul,6.0,5,8,8,SRB,4.0,PIJETLOVIC D,8 - 8,136,SRB,2:16
20 sec. exclusion in centre,3.0,5,8,8,SRB,4.0,GOCIC Z,8 - 8,118,SRB,1:58
Exclusion with substitution,3.0,5,8,8,SRB,4.0,GOCIC Z,8 - 8,118,SRB,1:58
Time-Out,,5,8,8,SRB,4.0,,8 - 8,118,MNE,1:58
20 sec. exclusion in field,3.0,5,8,8,SRB,4.0,PASKOVIC V,8 - 8,3,MNE,0:03
20 sec. exclusion in field,7.0,5,8,8,SRB,4.0,JANOVIC M,8 - 8,3,MNE,0:03
Action shot - Saved,11.0,5,8,8,SRB,4.0,PRLAINOVIC A,8 - 8,1,SRB,0:01
Starting goalkeeper,1.0,6,0,0,ITA,1.0,TEMPESTI S,0 - 0,480,ITA,8:00
Starting goalkeeper,13.0,6,0,0,ITA,1.0,SCEPANOVIC M,0 - 0,480,MNE,8:00
Sprint won possession,3.0,6,0,0,ITA,1.0,PASKOVIC V,0 - 0,480,MNE,8:00
5m shot - Goal,9.0,6,1,0,ITA,1.0,IVOVIC A,1 - 0,455,MNE,7:35
Turnover foul,11.0,6,1,0,ITA,1.0,AICARDI M,1 - 0,441,ITA,7:21
Turnover foul,3.0,6,1,0,ITA,1.0,PASKOVIC V,1 - 0,414,MNE,6:54
Centre shot - Saved,11.0,6,1,0,ITA,1.0,AICARDI M,1 - 0,394,ITA,6:34
20 sec. exclusion in centre,10.0,6,1,0,ITA,1.0,FIORENTINI D,1 - 0,376,ITA,6:16
Action shot - Goal,7.0,6,2,0,ITA,1.0,JANOVIC M,2 - 0,355,MNE,5:55
5m shot - Missed,5.0,6,2,0,ITA,1.0,GIORGETTI A,2 - 0,337,ITA,5:37
Turnover foul,7.0,6,2,0,ITA,1.0,JANOVIC M,2 - 0,323,MNE,5:23
5m shot - Saved,5.0,6,2,0,ITA,1.0,GIORGETTI A,2 - 0,297,ITA,4:57
20 sec. exclusion in field,4.0,6,2,0,ITA,1.0,FIGLIOLI P,2 - 0,274,ITA,4:34
Extra player shot - Saved,7.0,6,2,0,ITA,1.0,JANOVIC M,2 - 0,254,MNE,4:14
Penalty foul,8.0,6,2,0,ITA,1.0,GALLO V,2 - 0,244,ITA,4:04
Penalty shot - Goal,8.0,6,3,0,ITA,1.0,JANOVIC N,3 - 0,244,MNE,4:04
20 sec. exclusion in centre,4.0,6,3,0,ITA,1.0,PETROVIC A,3 - 0,231,MNE,3:51
Extra player shot - Post,8.0,6,3,0,ITA,1.0,GALLO V,3 - 0,211,ITA,3:31
Centre shot - Goal,11.0,6,3,1,ITA,1.0,AICARDI M,3 - 1,209,ITA,3:29
Turnover foul,10.0,6,3,1,ITA,1.0,MISIC S,3 - 1,179,MNE,2:59
Steal,9.0,6,3,1,ITA,1.0,PRESCIUTTI C,3 - 1,179,ITA,2:59
Action shot - Saved,11.0,6,3,1,ITA,1.0,AICARDI M,3 - 1,160,ITA,2:40
5m shot - Missed,8.0,6,3,1,ITA,1.0,JANOVIC N,3 - 1,132,MNE,2:12
Turnover foul,11.0,6,3,1,ITA,1.0,AICARDI M,3 - 1,119,ITA,1:59
Steal,7.0,6,3,1,ITA,1.0,JANOVIC M,3 - 1,119,MNE,1:59
Turnover foul,2.0,6,3,1,ITA,1.0,BRGULJAN D,3 - 1,98,MNE,1:38
Action shot - Missed,9.0,6,3,1,ITA,1.0,PRESCIUTTI C,3 - 1,80,ITA,1:20
20 sec. exclusion in field,9.0,6,3,1,ITA,1.0,PRESCIUTTI C,3 - 1,80,ITA,1:20
Centre shot - Post,11.0,6,3,1,ITA,1.0,KLIKOVAK F,3 - 1,59,MNE,0:59
Turnover foul,11.0,6,3,1,ITA,1.0,AICARDI M,3 - 1,28,ITA,0:28
Steal,9.0,6,3,1,ITA,1.0,IVOVIC A,3 - 1,28,MNE,0:28
Turnover foul,7.0,6,3,1,ITA,1.0,JANOVIC M,3 - 1,1,MNE,0:01
Steal,1.0,6,3,1,ITA,1.0,TEMPESTI S,3 - 1,1,ITA,0:01
Starting goalkeeper,13.0,6,3,1,ITA,2.0,SCEPANOVIC M,3 - 1,480,MNE,8:00
Starting goalkeeper,1.0,6,3,1,ITA,2.0,TEMPESTI S,3 - 1,480,ITA,8:00
Starting goalkeeper,1.0,6,3,1,ITA,2.0,TEMPESTI S,3 - 1,480,ITA,8:00
Sprint won possession,4.0,6,3,1,ITA,2.0,FIGLIOLI P,3 - 1,480,ITA,8:00
Action shot - Post,6.0,6,3,1,ITA,2.0,FELUGO M,3 - 1,454,ITA,7:34
20 sec. exclusion in centre,6.0,6,3,1,ITA,2.0,FELUGO M,3 - 1,431,ITA,7:11
Extra player shot - Blocked,9.0,6,3,1,ITA,2.0,IVOVIC A,3 - 1,413,MNE,6:53
Penalty foul,4.0,6,3,1,ITA,2.0,FIGLIOLI P,3 - 1,407,ITA,6:47
Penalty shot - Goal,7.0,6,4,1,ITA,2.0,JANOVIC M,4 - 1,407,MNE,6:47
20 sec. exclusion in centre,12.0,6,4,1,ITA,2.0,JOKIC P,4 - 1,390,MNE,6:30
Extra player shot - Post,8.0,6,4,1,ITA,2.0,GALLO V,4 - 1,371,ITA,6:11
Action shot - Post,8.0,6,4,1,ITA,2.0,GALLO V,4 - 1,365,ITA,6:05
Turnover foul,10.0,6,4,1,ITA,2.0,MISIC S,4 - 1,350,MNE,5:50
Turnover foul,5.0,6,4,1,ITA,2.0,GIORGETTI A,4 - 1,337,ITA,5:37
Turnover foul,10.0,6,4,1,ITA,2.0,MISIC S,4 - 1,326,MNE,5:26
Turnover foul,2.0,6,4,1,ITA,2.0,PEREZ A,4 - 1,307,ITA,5:07
5m shot - Post,3.0,6,4,1,ITA,2.0,PASKOVIC V,4 - 1,287,MNE,4:47
20 sec. exclusion in field,9.0,6,4,1,ITA,2.0,IVOVIC A,4 - 1,268,MNE,4:28
Extra player shot - Post,2.0,6,4,1,ITA,2.0,PEREZ A,4 - 1,251,ITA,4:11
5m shot - Saved,8.0,6,4,1,ITA,2.0,JANOVIC N,4 - 1,225,MNE,3:45
Turnover foul,11.0,6,4,1,ITA,2.0,KLIKOVAK F,4 - 1,214,MNE,3:34
Turnover foul,8.0,6,4,1,ITA,2.0,GALLO V,4 - 1,195,ITA,3:15
Steal,8.0,6,4,1,ITA,2.0,JANOVIC N,4 - 1,195,MNE,3:15
Turnover foul,11.0,6,4,1,ITA,2.0,KLIKOVAK F,4 - 1,185,MNE,3:05
Steal,5.0,6,4,1,ITA,2.0,GIORGETTI A,4 - 1,185,ITA,3:05
5m shot - Post,9.0,6,4,1,ITA,2.0,PRESCIUTTI C,4 - 1,166,ITA,2:46
5m shot - Missed,4.0,6,4,1,ITA,2.0,PETROVIC A,4 - 1,140,MNE,2:20
20 sec. exclusion in centre,4.0,6,4,1,ITA,2.0,PETROVIC A,4 - 1,122,MNE,2:02
Time-Out,,6,4,1,ITA,2.0,,4 - 1,122,ITA,2:02
Action shot - Blocked,6.0,6,4,1,ITA,2.0,FELUGO M,4 - 1,99,ITA,1:39
Action shot - Goal,5.0,6,5,1,ITA,2.0,BRGULJAN D,5 - 1,71,MNE,1:11
5m shot - Saved,4.0,6,5,1,ITA,2.0,FIGLIOLI P,5 - 1,48,ITA,0:48
Turnover foul,12.0,6,5,1,ITA,2.0,NAPOLITANO C,5 - 1,20,ITA,0:20
Steal,5.0,6,5,1,ITA,2.0,BRGULJAN D,5 - 1,20,MNE,0:20
Starting goalkeeper,1.0,6,5,1,ITA,3.0,TEMPESTI S,5 - 1,480,ITA,8:00
Starting goalkeeper,13.0,6,5,1,ITA,3.0,SCEPANOVIC M,5 - 1,480,MNE,8:00
Sprint won possession,4.0,6,5,1,ITA,3.0,FIGLIOLI P,5 - 1,480,ITA,8:00
Turnover foul,11.0,6,5,1,ITA,3.0,AICARDI M,5 - 1,462,ITA,7:42
Turnover foul,11.0,6,5,1,ITA,3.0,KLIKOVAK F,5 - 1,448,MNE,7:28
Steal,3.0,6,5,1,ITA,3.0,GITTO N,5 - 1,448,ITA,7:28
5m shot - Goal,4.0,6,5,2,ITA,3.0,FIGLIOLI P,5 - 2,431,ITA,7:11
20 sec. exclusion in centre,7.0,6,5,2,ITA,3.0,FIGARI N,5 - 2,414,ITA,6:54
Extra player shot - Goal,8.0,6,6,2,ITA,3.0,JANOVIC N,6 - 2,394,MNE,6:34
5m shot - Saved,4.0,6,6,2,ITA,3.0,FIGLIOLI P,6 - 2,366,ITA,6:06
20 sec. exclusion in centre,12.0,6,6,2,ITA,3.0,JOKIC P,6 - 2,351,MNE,5:51
Extra player shot - Post,12.0,6,6,2,ITA,3.0,NAPOLITANO C,6 - 2,333,ITA,5:33
Centre shot - Saved,7.0,6,6,2,ITA,3.0,JANOVIC M,6 - 2,308,MNE,5:08
5m shot - Missed,9.0,6,6,2,ITA,3.0,PRESCIUTTI C,6 - 2,283,ITA,4:43
Centre shot - Goal,4.0,6,7,2,ITA,3.0,PETROVIC A,7 - 2,271,MNE,4:31
20 sec. exclusion in centre,7.0,6,7,2,ITA,3.0,JANOVIC M,7 - 2,252,MNE,4:12
Extra player shot - Blocked,7.0,6,7,2,ITA,3.0,FIGARI N,7 - 2,232,ITA,3:52
Centre shot - Goal,11.0,6,7,3,ITA,3.0,AICARDI M,7 - 3,231,ITA,3:51
20 sec. exclusion in centre,2.0,6,7,3,ITA,3.0,PEREZ A,7 - 3,206,ITA,3:26
Time-Out,,6,7,3,ITA,3.0,,7 - 3,206,MNE,3:26
Action shot - Goal,8.0,6,8,3,ITA,3.0,JANOVIC N,8 - 3,180,MNE,3:00
5m shot - Blocked,7.0,6,8,3,ITA,3.0,FIGARI N,8 - 3,155,ITA,2:35
Turnover foul,9.0,6,8,3,ITA,3.0,PRESCIUTTI C,8 - 3,138,ITA,2:18
20 sec. exclusion in centre,10.0,6,8,3,ITA,3.0,FIORENTINI D,8 - 3,112,ITA,1:52
Turnover foul,7.0,6,8,3,ITA,3.0,JANOVIC M,8 - 3,92,MNE,1:32
Steal,7.0,6,8,3,ITA,3.0,FIGARI N,8 - 3,92,ITA,1:32
20 sec. exclusion in field,9.0,6,8,3,ITA,3.0,IVOVIC A,8 - 3,92,MNE,1:32
Action shot - Saved,9.0,6,8,3,ITA,3.0,PRESCIUTTI C,8 - 3,69,ITA,1:09
Turnover foul,7.0,6,8,3,ITA,3.0,JANOVIC M,8 - 3,42,MNE,0:42
Steal,7.0,6,8,3,ITA,3.0,FIGARI N,8 - 3,42,ITA,0:42
5m shot - Goal,8.0,6,8,4,ITA,3.0,GALLO V,8 - 4,23,ITA,0:23
20 sec. exclusion in centre,6.0,6,8,4,ITA,3.0,FELUGO M,8 - 4,10,ITA,0:10
Extra player shot - Goal,5.0,6,9,4,ITA,3.0,BRGULJAN D,9 - 4,5,MNE,0:05
5m shot - Missed,4.0,6,9,4,ITA,3.0,FIGLIOLI P,9 - 4,1,ITA,0:01
Starting goalkeeper,1.0,6,9,4,ITA,4.0,TEMPESTI S,9 - 4,480,ITA,8:00
Starting goalkeeper,13.0,6,9,4,ITA,4.0,SCEPANOVIC M,9 - 4,480,MNE,8:00
Sprint won possession,4.0,6,9,4,ITA,4.0,FIGLIOLI P,9 - 4,480,ITA,8:00
Turnover foul,11.0,6,9,4,ITA,4.0,AICARDI M,9 - 4,459,ITA,7:39
5m shot - Blocked,7.0,6,9,4,ITA,4.0,JANOVIC M,9 - 4,429,MNE,7:09
Turnover foul,8.0,6,9,4,ITA,4.0,GALLO V,9 - 4,408,ITA,6:48
Steal,5.0,6,9,4,ITA,4.0,BRGULJAN D,9 - 4,408,MNE,6:48
Turnover foul,4.0,6,9,4,ITA,4.0,PETROVIC A,9 - 4,385,MNE,6:25
Turnover foul,5.0,6,9,4,ITA,4.0,GIORGETTI A,9 - 4,384,ITA,6:24
Centre shot - Missed,5.0,6,9,4,ITA,4.0,BRGULJAN D,9 - 4,360,MNE,6:00
5m shot - Missed,2.0,6,9,4,ITA,4.0,PEREZ A,9 - 4,334,ITA,5:34
5m shot - Goal,9.0,6,10,4,ITA,4.0,IVOVIC A,10 - 4,310,MNE,5:10
5m shot - Blocked,3.0,6,10,4,ITA,4.0,GITTO N,10 - 4,283,ITA,4:43
Turnover foul,9.0,6,10,4,ITA,4.0,IVOVIC A,10 - 4,256,MNE,4:16
Action shot - Goal,4.0,6,10,5,ITA,4.0,FIGLIOLI P,10 - 5,237,ITA,3:57
Action shot - Saved,7.0,6,10,5,ITA,4.0,JANOVIC M,10 - 5,214,MNE,3:34
20 sec. exclusion in field,8.0,6,10,5,ITA,4.0,JANOVIC N,10 - 5,180,MNE,3:00
Extra player shot - Goal,4.0,6,10,6,ITA,4.0,FIGLIOLI P,10 - 6,160,ITA,2:40
Turnover foul,9.0,6,10,6,ITA,4.0,IVOVIC A,10 - 6,135,MNE,2:15
Steal,9.0,6,10,6,ITA,4.0,PRESCIUTTI C,10 - 6,135,ITA,2:15
5m shot - Goal,9.0,6,10,7,ITA,4.0,PRESCIUTTI C,10 - 7,111,ITA,1:51
Time-Out,,6,10,7,ITA,4.0,,10 - 7,91,MNE,1:31
5m shot - Missed,4.0,6,10,7,ITA,4.0,FIGLIOLI P,10 - 7,70,ITA,1:10
20 sec. exclusion in field,8.0,6,10,7,ITA,4.0,JANOVIC N,10 - 7,23,MNE,0:23
Extra player shot - Goal,11.0,6,10,8,ITA,4.0,AICARDI M,10 - 8,7,ITA,0:07
Starting goalkeeper,13.0,7,0,0,HUN,1.0,SCEPANOVIC M,0 - 0,480,MNE,8:00
Starting goalkeeper,1.0,7,0,0,HUN,1.0,NAGY V,0 - 0,480,HUN,8:00
Sprint won possession,3.0,7,0,0,HUN,1.0,PASKOVIC V,0 - 0,480,MNE,8:00
Action shot - Saved,2.0,7,0,0,HUN,1.0,BRGULJAN D,0 - 0,452,MNE,7:32
Turnover foul,12.0,7,0,0,HUN,1.0,HARAI B,0 - 0,425,HUN,7:05
Steal,3.0,7,0,0,HUN,1.0,PASKOVIC V,0 - 0,425,MNE,7:05
20 sec. exclusion in centre,2.0,7,0,0,HUN,1.0,GOR-NAGY M,0 - 0,400,HUN,6:40
Action shot - Blocked,7.0,7,0,0,HUN,1.0,JANOVIC M,0 - 0,378,MNE,6:18
Centre shot - Goal,10.0,7,0,1,HUN,1.0,VARGA D,1 - 0,362,HUN,6:02
Turnover foul,10.0,7,0,1,HUN,1.0,MISIC S,1 - 0,344,MNE,5:44
Centre shot - Goal,12.0,7,0,2,HUN,1.0,HARAI B,2 - 0,320,HUN,5:20
Time-Out,,7,0,2,HUN,1.0,,2 - 0,320,MNE,5:20
Action shot - Blocked,9.0,7,0,2,HUN,1.0,IVOVIC A,2 - 0,292,MNE,4:52
Action shot - Saved,2.0,7,0,2,HUN,1.0,BRGULJAN D,2 - 0,277,MNE,4:37
Action shot - Saved,9.0,7,0,2,HUN,1.0,IVOVIC A,2 - 0,255,MNE,4:15
20 sec. exclusion in centre,7.0,7,0,2,HUN,1.0,DECKER A,2 - 0,246,HUN,4:06
Action shot - Saved,7.0,7,0,2,HUN,1.0,JANOVIC M,2 - 0,224,MNE,3:44
5m shot - Blocked,8.0,7,0,2,HUN,1.0,JANOVIC N,2 - 0,204,MNE,3:24
5m shot - Saved,8.0,7,0,2,HUN,1.0,JANOVIC N,2 - 0,144,MNE,2:24
Action shot - Blocked,9.0,7,0,2,HUN,1.0,IVOVIC A,2 - 0,85,MNE,1:25
Turnover foul,8.0,7,0,2,HUN,1.0,SZIVOS M,2 - 0,56,HUN,0:56
Turnover foul,11.0,7,0,2,HUN,1.0,KLIKOVAK F,2 - 0,49,MNE,0:49
5m shot - Post,6.0,7,0,2,HUN,1.0,HOSNYANSZKY N,2 - 0,22,HUN,0:22
Action shot - Blocked,2.0,7,0,2,HUN,1.0,BRGULJAN D,2 - 0,2,MNE,0:02
Starting goalkeeper,1.0,7,0,2,HUN,2.0,NAGY V,2 - 0,480,HUN,8:00
Starting goalkeeper,13.0,7,0,2,HUN,2.0,SCEPANOVIC M,2 - 0,480,MNE,8:00
Sprint won possession,4.0,7,0,2,HUN,2.0,BATORI B,2 - 0,480,HUN,8:00
20 sec. exclusion in centre,12.0,7,0,2,HUN,2.0,JOKIC P,2 - 0,457,MNE,7:37
Extra player shot - Saved,4.0,7,0,2,HUN,2.0,BATORI B,2 - 0,438,HUN,7:18
20 sec. exclusion in centre,2.0,7,0,2,HUN,2.0,GOR-NAGY M,2 - 0,418,HUN,6:58
Turnover foul,5.0,7,0,2,HUN,2.0,BRGULJAN D,2 - 0,401,MNE,6:41
Steal,9.0,7,0,2,HUN,2.0,VARGA D,2 - 0,401,HUN,6:41
Centre shot - Missed,7.0,7,0,2,HUN,2.0,DECKER A,2 - 0,373,HUN,6:13
Turnover foul,9.0,7,0,2,HUN,2.0,IVOVIC A,2 - 0,352,MNE,5:52
20 sec. exclusion in centre,7.0,7,0,2,HUN,2.0,JANOVIC M,2 - 0,333,MNE,5:33
Extra player shot - Saved,3.0,7,0,2,HUN,2.0,MADARAS N,2 - 0,331,HUN,5:31
Extra player shot - Goal,12.0,7,0,3,HUN,2.0,HARAI B,3 - 0,318,HUN,5:18
5m shot - Blocked,4.0,7,0,3,HUN,2.0,PETROVIC A,3 - 0,290,MNE,4:50
Turnover foul,8.0,7,0,3,HUN,2.0,JANOVIC N,3 - 0,280,MNE,4:40
Turnover foul,11.0,7,0,3,HUN,2.0,BEDO K,3 - 0,270,HUN,4:30
Turnover foul,12.0,7,0,3,HUN,2.0,JOKIC P,3 - 0,247,MNE,4:07
Steal,1.0,7,0,3,HUN,2.0,NAGY V,3 - 0,247,HUN,4:07
5m shot - Saved,9.0,7,0,3,HUN,2.0,VARGA D,3 - 0,226,HUN,3:46
Action shot - Post,8.0,7,0,3,HUN,2.0,SZIVOS M,3 - 0,216,HUN,3:36
Action shot - Goal,5.0,7,1,3,HUN,2.0,BRGULJAN D,3 - 1,187,MNE,3:07
