Action,Cap,Game,JPN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,4.0,5,3,1,BRA,1.0,COUTINHO G,1 - 3,163,BRA,2:43
Steal,1.0,5,3,1,BRA,1.0,TANAMURA K,1 - 3,163,JPN,2:43
Penalty foul,3.0,5,3,1,BRA,1.0,ALMEIDA G,1 - 3,140,BRA,2:20
Penalty shot - Saved,2.0,5,3,1,BRA,1.0,ADACHI S,1 - 3,140,JPN,2:20
Turnover foul,2.0,5,3,1,BRA,1.0,CRUZ A,1 - 3,115,BRA,1:55
Steal,4.0,5,3,1,BRA,1.0,SHIGA M,1 - 3,115,JPN,1:55
Counter attack - Saved,12.0,5,3,1,BRA,1.0,ARAKI K,1 - 3,101,JPN,1:41
5m shot - Post,11.0,5,3,1,BRA,1.0,GUIMARAES G,1 - 3,73,BRA,1:13
Action shot - Saved,8.0,5,3,1,BRA,1.0,TAKATA M,1 - 3,59,JPN,0:59
5m shot - Saved,5.0,5,3,1,BRA,1.0,YOSHIDA T,1 - 3,48,JPN,0:48
Turnover foul,4.0,5,3,1,BRA,1.0,SHIGA M,1 - 3,39,JPN,0:39
Steal,1.0,5,3,1,BRA,1.0,SORO S,1 - 3,39,BRA,0:39
Time-Out,,5,3,1,BRA,1.0,,1 - 3,39,BRA,0:39
Action shot - Saved,4.0,5,3,1,BRA,1.0,COUTINHO G,1 - 3,19,BRA,0:19
5m shot - Saved,2.0,5,3,1,BRA,1.0,ADACHI S,1 - 3,1,JPN,0:01
Starting goalkeeper,1.0,5,3,1,BRA,2.0,SORO S,1 - 3,480,BRA,8:00
Starting goalkeeper,1.0,5,3,1,BRA,2.0,TANAMURA K,1 - 3,480,JPN,8:00
Sprint won possession,2.0,5,3,1,BRA,2.0,ADACHI S,1 - 3,480,JPN,8:00
Turnover foul,7.0,5,3,1,BRA,2.0,SHIMIZU Y,1 - 3,475,JPN,7:55
Steal,12.0,5,3,1,BRA,2.0,FREITAS R,1 - 3,475,BRA,7:55
Turnover foul,12.0,5,3,1,BRA,2.0,FREITAS R,1 - 3,446,BRA,7:26
Steal,1.0,5,3,1,BRA,2.0,TANAMURA K,1 - 3,446,JPN,7:26
Turnover foul,7.0,5,3,1,BRA,2.0,SHIMIZU Y,1 - 3,426,JPN,7:06
Action shot - Saved,11.0,5,3,1,BRA,2.0,GUIMARAES G,1 - 3,397,BRA,6:37
Turnover foul,4.0,5,3,1,BRA,2.0,SHIGA M,1 - 3,369,JPN,6:09
Steal,11.0,5,3,1,BRA,2.0,GUIMARAES G,1 - 3,369,BRA,6:09
Action shot - Goal,4.0,5,3,2,BRA,2.0,COUTINHO G,2 - 3,347,BRA,5:47
5m shot - Post,11.0,5,3,2,BRA,2.0,OKAWA K,2 - 3,324,JPN,5:24
Turnover foul,9.0,5,3,2,BRA,2.0,ROCHA B,2 - 3,324,BRA,5:24
5m shot - Missed,9.0,5,3,2,BRA,2.0,ARAI A,2 - 3,299,JPN,4:59
5m shot - Missed,11.0,5,3,2,BRA,2.0,GUIMARAES G,2 - 3,276,BRA,4:36
20 sec. exclusion in centre,9.0,5,3,2,BRA,2.0,ROCHA B,2 - 3,262,BRA,4:22
Extra player shot - Goal,7.0,5,4,2,BRA,2.0,SHIMIZU Y,2 - 4,255,JPN,4:15
Turnover foul,4.0,5,4,2,BRA,2.0,COUTINHO G,2 - 4,223,BRA,3:43
5m shot - Blocked,4.0,5,4,2,BRA,2.0,COUTINHO G,2 - 4,223,BRA,3:43
5m shot - Saved,6.0,5,4,2,BRA,2.0,IIDA A,2 - 4,202,JPN,3:22
20 sec. exclusion in field,9.0,5,4,2,BRA,2.0,ARAI A,2 - 4,188,JPN,3:08
Action shot - Goal,12.0,5,4,3,BRA,2.0,FREITAS R,3 - 4,165,BRA,2:45
Action shot - Goal,12.0,5,5,3,BRA,2.0,ARAKI K,3 - 5,127,JPN,2:07
Turnover foul,11.0,5,5,3,BRA,2.0,GUIMARAES G,3 - 5,105,BRA,1:45
20 sec. exclusion in field,12.0,5,5,3,BRA,4.0,ARAKI K,3 - 5,273,JPN,4:33
Turnover foul,7.0,5,5,3,BRA,4.0,STELLET P,3 - 5,244,BRA,4:04
Steal,6.0,5,5,3,BRA,4.0,IIDA A,3 - 5,244,JPN,4:04
Counter attack - Saved,11.0,5,5,3,BRA,4.0,OKAWA K,3 - 5,224,JPN,3:44
Turnover foul,1.0,5,5,3,BRA,4.0,SORO S,3 - 5,196,BRA,3:16
Steal,4.0,5,5,3,BRA,4.0,SHIGA M,3 - 5,196,JPN,3:16
5m shot - Goal,2.0,5,9,7,BRA,4.0,ADACHI S,7 - 9,187,JPN,3:07
Turnover foul,11.0,5,9,7,BRA,4.0,GUIMARAES G,7 - 9,164,BRA,2:44
Steal,1.0,5,9,7,BRA,4.0,TANAMURA K,7 - 9,164,JPN,2:44
Action shot - Post,10.0,5,9,7,BRA,4.0,INABA K,7 - 9,151,JPN,2:31
Turnover foul,4.0,5,9,7,BRA,4.0,COUTINHO G,7 - 9,141,BRA,2:21
Turnover foul,9.0,5,9,7,BRA,4.0,ARAI A,7 - 9,117,JPN,1:57
20 sec. exclusion in field,11.0,5,9,7,BRA,2.0,GUIMARAES G,7 - 9,105,BRA,1:45
Time-Out,,5,9,7,BRA,2.0,,7 - 9,105,JPN,1:45
Extra player shot - Goal,6.0,5,6,3,BRA,2.0,IIDA A,3 - 6,93,JPN,1:33
Turnover foul,2.0,5,6,3,BRA,2.0,CRUZ A,3 - 6,69,BRA,1:09
Steal,1.0,5,6,3,BRA,2.0,TANAMURA K,3 - 6,69,JPN,1:09
Turnover foul,7.0,5,6,3,BRA,2.0,SHIMIZU Y,3 - 6,48,JPN,0:48
Action shot - Goal,10.0,5,6,4,BRA,2.0,CARRULO H,4 - 6,28,BRA,0:28
Penalty foul,12.0,5,6,4,BRA,2.0,FREITAS R,4 - 6,5,BRA,0:05
Penalty shot - Goal,9.0,5,7,4,BRA,2.0,ARAI A,4 - 7,5,JPN,0:05
5m shot - Missed,11.0,5,7,4,BRA,2.0,GUIMARAES G,4 - 7,1,BRA,0:01
Starting goalkeeper,1.0,5,7,4,BRA,3.0,SORO S,4 - 7,480,BRA,8:00
Starting goalkeeper,1.0,5,7,4,BRA,3.0,TANAMURA K,4 - 7,480,JPN,8:00
Sprint won possession,2.0,5,7,4,BRA,3.0,ADACHI S,4 - 7,480,JPN,8:00
5m shot - Missed,4.0,5,7,4,BRA,3.0,SHIGA M,4 - 7,455,JPN,7:35
Turnover foul,7.0,5,7,4,BRA,3.0,STELLET P,4 - 7,426,BRA,7:06
Steal,11.0,5,7,4,BRA,3.0,OKAWA K,4 - 7,426,JPN,7:06
5m shot - Saved,11.0,5,7,4,BRA,3.0,OKAWA K,4 - 7,418,JPN,6:58
5m shot - Missed,4.0,5,7,4,BRA,3.0,SHIGA M,4 - 7,385,JPN,6:25
20 sec. exclusion in field,5.0,5,7,4,BRA,3.0,YOSHIDA T,4 - 7,385,JPN,6:25
Extra player shot - Goal,12.0,5,7,5,BRA,3.0,FREITAS R,5 - 7,380,BRA,6:20
5m shot - Saved,11.0,5,7,5,BRA,3.0,OKAWA K,5 - 7,353,JPN,5:53
Action shot - Missed,12.0,5,7,5,BRA,3.0,ARAKI K,5 - 7,308,JPN,5:08
Turnover foul,12.0,5,7,5,BRA,3.0,FREITAS R,5 - 7,284,BRA,4:44
5m shot - Saved,2.0,5,7,5,BRA,3.0,ADACHI S,5 - 7,266,JPN,4:26
Turnover foul,4.0,5,7,5,BRA,3.0,COUTINHO G,5 - 7,256,BRA,4:16
Steal,4.0,5,7,5,BRA,3.0,SHIGA M,5 - 7,256,JPN,4:16
20 sec. exclusion in field,11.0,5,7,5,BRA,3.0,GUIMARAES G,5 - 7,256,BRA,4:16
20 sec. exclusion in field,8.0,5,7,5,BRA,3.0,STELLET M,5 - 7,253,BRA,4:13
Action shot - Saved,2.0,5,7,5,BRA,3.0,ADACHI S,5 - 7,230,JPN,3:50
Action shot - Saved,8.0,5,7,5,BRA,3.0,TAKATA M,5 - 7,223,JPN,3:43
5m shot - Saved,4.0,5,7,5,BRA,3.0,COUTINHO G,5 - 7,191,BRA,3:11
20 sec. exclusion in centre,11.0,5,7,5,BRA,3.0,OKAWA K,5 - 7,180,JPN,3:00
Action shot - Blocked,12.0,5,7,5,BRA,3.0,FREITAS R,5 - 7,155,BRA,2:35
Turnover foul,9.0,5,7,5,BRA,3.0,ARAI A,5 - 7,145,JPN,2:25
Turnover foul,4.0,5,7,5,BRA,3.0,COUTINHO G,5 - 7,122,BRA,2:02
Turnover foul,11.0,5,7,5,BRA,3.0,OKAWA K,5 - 7,103,JPN,1:43
Steal,12.0,5,7,5,BRA,3.0,FREITAS R,5 - 7,103,BRA,1:43
Turnover foul,5.0,5,7,5,BRA,3.0,SILVA L,5 - 7,82,BRA,1:22
Steal,4.0,5,7,5,BRA,3.0,SHIGA M,5 - 7,82,JPN,1:22
5m shot - Post,4.0,5,7,5,BRA,3.0,SHIGA M,5 - 7,65,JPN,1:05
Time-Out,,5,7,5,BRA,3.0,,5 - 7,64,BRA,1:04
20 sec. exclusion in field,11.0,5,7,5,BRA,3.0,OKAWA K,5 - 7,56,JPN,0:56
Action shot - Missed,2.0,5,7,5,BRA,3.0,CRUZ A,5 - 7,35,BRA,0:35
Penalty foul,4.0,5,7,5,BRA,3.0,COUTINHO G,5 - 7,22,BRA,0:22
Penalty shot - Goal,7.0,5,8,5,BRA,3.0,SHIMIZU Y,5 - 8,22,JPN,0:22
20 sec. exclusion in centre,6.0,5,8,5,BRA,3.0,IIDA A,5 - 8,4,JPN,0:04
Action shot - Saved,11.0,5,8,5,BRA,3.0,GUIMARAES G,5 - 8,1,BRA,0:01
Starting goalkeeper,1.0,5,8,5,BRA,4.0,SORO S,5 - 8,480,BRA,8:00
Starting goalkeeper,1.0,5,8,5,BRA,4.0,TANAMURA K,5 - 8,480,JPN,8:00
Sprint won possession,2.0,5,8,5,BRA,4.0,CRUZ A,5 - 8,480,BRA,8:00
5m shot - Blocked,4.0,5,8,5,BRA,4.0,COUTINHO G,5 - 8,452,BRA,7:32
Turnover foul,7.0,5,8,5,BRA,4.0,SHIMIZU Y,5 - 8,438,JPN,7:18
5m shot - Goal,11.0,5,8,6,BRA,4.0,GUIMARAES G,6 - 8,430,BRA,7:10
Action shot - Saved,7.0,5,8,6,BRA,4.0,SHIMIZU Y,6 - 8,402,JPN,6:42
5m shot - Blocked,9.0,5,8,6,BRA,4.0,ROCHA B,6 - 8,374,BRA,6:14
Turnover foul,9.0,5,8,6,BRA,4.0,ARAI A,6 - 8,352,JPN,5:52
20 sec. exclusion in centre,8.0,5,8,6,BRA,4.0,TAKATA M,6 - 8,335,JPN,5:35
5m shot - Goal,4.0,5,8,7,BRA,4.0,COUTINHO G,7 - 8,313,BRA,5:13
Yellow card,,5,8,7,BRA,4.0,Team Official,7 - 8,313,BRA,5:13
Steal,9.0,5,8,7,BRA,4.0,ROCHA B,7 - 8,284,BRA,4:44
Turnover foul,12.0,5,8,7,BRA,4.0,ARAKI K,7 - 8,284,JPN,4:44
Steal,3.0,5,8,7,BRA,4.0,ALMEIDA G,7 - 8,117,BRA,1:57
Turnover foul,10.0,5,8,7,BRA,4.0,CARRULO H,7 - 8,99,BRA,1:39
Steal,1.0,5,8,7,BRA,4.0,TANAMURA K,7 - 8,99,JPN,1:39
20 sec. exclusion in field,4.0,5,8,7,BRA,4.0,COUTINHO G,7 - 8,98,BRA,1:38
Action shot - Missed,10.0,5,8,7,BRA,4.0,INABA K,7 - 8,72,JPN,1:12
5m shot - Saved,11.0,5,8,7,BRA,4.0,GUIMARAES G,7 - 8,44,BRA,0:44
Turnover foul,10.0,5,8,7,BRA,4.0,INABA K,7 - 8,18,JPN,0:18
Steal,10.0,5,8,7,BRA,4.0,CARRULO H,7 - 8,18,BRA,0:18
20 sec. exclusion in centre,6.0,5,8,7,BRA,4.0,IIDA A,7 - 8,14,JPN,0:14
Time-Out,,5,8,7,BRA,4.0,,7 - 8,14,BRA,0:14
5m shot - Saved,4.0,5,8,7,BRA,4.0,COUTINHO G,7 - 8,4,BRA,0:04
Starting goalkeeper,1.0,6,0,0,ESP,1.0,TANAMURA K,0 - 0,480,JPN,8:00
Starting goalkeeper,13.0,6,0,0,ESP,1.0,MOTOS MARTIN J,0 - 0,480,ESP,8:00
Sprint won possession,3.0,6,0,0,ESP,1.0,GRANADOS ORTEGA A,0 - 0,480,ESP,8:00
20 sec. exclusion in centre,6.0,6,0,0,ESP,1.0,IIDA A,0 - 0,458,JPN,7:38
Centre shot - Saved,2.0,6,0,0,ESP,1.0,MUNARRIZ EGANA A,0 - 0,434,ESP,7:14
Counter attack - Saved,11.0,6,0,0,ESP,1.0,OKAWA K,0 - 0,414,JPN,6:54
5m shot - Saved,6.0,6,0,0,ESP,1.0,MINGUELL ALFEREZ M,0 - 0,393,ESP,6:33
Turnover foul,7.0,6,0,0,ESP,1.0,SHIMIZU Y,0 - 0,370,JPN,6:10
Centre shot - Saved,2.0,6,0,0,ESP,1.0,MUNARRIZ EGANA A,0 - 0,347,ESP,5:47
20 sec. exclusion in field,7.0,6,0,0,ESP,1.0,BARROSO MACARRO A,0 - 0,339,ESP,5:39
Extra player shot - Saved,4.0,6,0,0,ESP,1.0,SHIGA M,0 - 0,320,JPN,5:20
Centre shot - Saved,11.0,6,0,0,ESP,1.0,OKAWA K,0 - 0,313,JPN,5:13
20 sec. exclusion in field,2.0,6,0,0,ESP,1.0,ADACHI S,0 - 0,288,JPN,4:48
Turnover foul,10.0,6,0,0,ESP,1.0,FERNANDEZ MIRANDA,0 - 0,276,ESP,4:36
Steal,1.0,6,0,0,ESP,1.0,TANAMURA K,0 - 0,276,JPN,4:36
20 sec. exclusion in field,6.0,6,0,0,ESP,1.0,MINGUELL ALFEREZ M,0 - 0,269,ESP,4:29
Time-Out,,6,0,0,ESP,1.0,,0 - 0,269,JPN,4:29
Extra player shot - Saved,9.0,6,0,0,ESP,1.0,ARAI A,0 - 0,250,JPN,4:10
Action shot - Goal,2.0,6,1,0,ESP,1.0,ADACHI S,1 - 0,247,JPN,4:07
20 sec. exclusion in centre,6.0,6,1,0,ESP,1.0,IIDA A,1 - 0,223,JPN,3:43
Centre shot - Saved,9.0,6,1,0,ESP,1.0,TAHULL COMPTE R,1 - 0,208,ESP,3:28
Penalty foul,11.0,6,1,0,ESP,1.0,OKAWA K,1 - 0,204,JPN,3:24
Penalty shot - Goal,8.0,6,1,1,ESP,1.0,ESPANOL LIFANTE A,1 - 1,204,ESP,3:24
5m shot - Saved,4.0,6,1,1,ESP,1.0,SHIGA M,1 - 1,177,JPN,2:57
Turnover foul,12.0,6,1,1,ESP,1.0,ARAKI K,1 - 1,160,JPN,2:40
Steal,13.0,6,1,1,ESP,1.0,MOTOS MARTIN J,1 - 1,160,ESP,2:40
Centre shot - Saved,9.0,6,1,1,ESP,1.0,TAHULL COMPTE R,1 - 1,137,ESP,2:17
5m shot - Saved,4.0,6,1,1,ESP,1.0,SHIGA M,1 - 1,108,JPN,1:48
Turnover foul,9.0,6,1,1,ESP,1.0,TAHULL COMPTE R,1 - 1,90,ESP,1:30
Counter attack - Goal,5.0,6,2,1,ESP,1.0,YOSHIDA T,2 - 1,78,JPN,1:18
Turnover foul,12.0,6,2,1,ESP,1.0,GUTIERREZ SANTIAGO,2 - 1,52,ESP,0:52
Steal,2.0,6,2,1,ESP,1.0,ADACHI S,2 - 1,52,JPN,0:52
5m shot - Saved,2.0,6,2,1,ESP,1.0,ADACHI S,2 - 1,33,JPN,0:33
Turnover foul,4.0,6,2,1,ESP,1.0,SHIGA M,2 - 1,4,JPN,0:04
Steal,2.0,6,2,1,ESP,1.0,MUNARRIZ EGANA A,2 - 1,4,ESP,0:04
Time-Out,,6,2,1,ESP,1.0,,2 - 1,4,ESP,0:04
5m shot,8.0,6,2,1,ESP,1.0,ESPANOL LIFANTE A,2 - 1,1,ESP,0:01
Starting goalkeeper,1.0,6,2,1,ESP,2.0,TANAMURA K,2 - 1,480,JPN,8:00
Starting goalkeeper,13.0,6,2,1,ESP,2.0,MOTOS MARTIN J,2 - 1,480,ESP,8:00
Sprint won possession,7.0,6,2,1,ESP,2.0,BARROSO MACARRO A,2 - 1,480,ESP,8:00
Action shot - Goal,8.0,6,2,2,ESP,2.0,ESPANOL LIFANTE A,2 - 2,452,ESP,7:32
Turnover foul,8.0,6,2,2,ESP,2.0,TAKATA M,2 - 2,436,JPN,7:16
Steal,13.0,6,2,2,ESP,2.0,MOTOS MARTIN J,2 - 2,436,ESP,7:16
Centre shot - Goal,12.0,6,2,3,ESP,2.0,GUTIERREZ SANTIAGO,2 - 3,417,ESP,6:57
5m shot - Blocked,7.0,6,2,3,ESP,2.0,SHIMIZU Y,2 - 3,388,JPN,6:28
Turnover foul,12.0,6,2,3,ESP,2.0,GUTIERREZ SANTIAGO,2 - 3,361,ESP,6:01
Counter attack - Goal,4.0,6,3,3,ESP,2.0,SHIGA M,3 - 3,356,JPN,5:56
Penalty foul,8.0,6,3,3,ESP,2.0,TAKATA M,3 - 3,333,JPN,5:33
Penalty shot - Goal,8.0,6,3,4,ESP,2.0,ESPANOL LIFANTE A,3 - 4,333,ESP,5:33
20 sec. exclusion in centre,5.0,6,3,4,ESP,2.0,BUSTOS SANCHEZ A,3 - 4,321,ESP,5:21
Extra player shot - Goal,4.0,6,4,4,ESP,2.0,SHIGA M,4 - 4,304,JPN,5:04
20 sec. exclusion in centre,6.0,6,4,4,ESP,2.0,IIDA A,4 - 4,288,JPN,4:48
Exclusion with substitution,6.0,6,4,4,ESP,2.0,IIDA A,4 - 4,288,JPN,4:48
Extra player shot - Goal,11.0,6,4,5,ESP,2.0,MALLARACH GUELL B,4 - 5,272,ESP,4:32
Turnover foul,9.0,6,4,5,ESP,2.0,ARAI A,4 - 5,246,JPN,4:06
Steal,2.0,6,4,5,ESP,2.0,MUNARRIZ EGANA A,4 - 5,246,ESP,4:06
Centre shot - Saved,9.0,6,4,5,ESP,2.0,TAHULL COMPTE R,4 - 5,229,ESP,3:49
20 sec. exclusion in field,10.0,6,4,5,ESP,2.0,FERNANDEZ MIRANDA,4 - 5,206,ESP,3:26
Turnover foul,11.0,6,4,5,ESP,2.0,OKAWA K,4 - 5,164,JPN,2:44
Turnover foul,8.0,6,4,5,ESP,2.0,ESPANOL LIFANTE A,4 - 5,155,ESP,2:35
5m shot - Post,9.0,6,4,5,ESP,2.0,ARAI A,4 - 5,147,JPN,2:27
Turnover foul,4.0,6,4,5,ESP,4.0,del TORO M,4 - 5,318,ESP,5:18
Centre shot - Saved,4.0,6,4,5,ESP,4.0,SHIGA M,4 - 5,311,JPN,5:11
5m shot - Saved,2.0,6,4,5,ESP,4.0,MUNARRIZ EGANA A,4 - 5,282,ESP,4:42
Action shot - Blocked,9.0,6,4,5,ESP,4.0,ARAI A,4 - 5,255,JPN,4:15
5m shot - Missed,8.0,6,4,5,ESP,4.0,ESPANOL LIFANTE A,4 - 5,232,ESP,3:52
Action shot - Goal,11.0,6,10,13,ESP,4.0,OKAWA K,10 - 13,217,JPN,3:37
5m shot - Missed,7.0,6,10,13,ESP,4.0,BARROSO MACARRO A,10 - 13,194,ESP,3:14
Turnover foul,8.0,6,10,13,ESP,4.0,TAKATA M,10 - 13,169,JPN,2:49
Steal,3.0,6,10,13,ESP,4.0,GRANADOS ORTEGA A,10 - 13,169,ESP,2:49
Turnover foul,12.0,6,10,13,ESP,4.0,GUTIERREZ SANTIAGO,10 - 13,150,ESP,2:30
Penalty foul,12.0,6,10,13,ESP,4.0,GUTIERREZ SANTIAGO,10 - 13,137,ESP,2:17
Penalty shot - Goal,2.0,6,11,13,ESP,4.0,ADACHI S,11 - 13,137,JPN,2:17
Time-Out,,6,11,13,ESP,2.0,,11 - 13,145,ESP,2:25
Centre shot - Goal,9.0,6,4,6,ESP,2.0,TAHULL COMPTE R,4 - 6,125,ESP,2:05
Penalty foul,2.0,6,4,6,ESP,2.0,MUNARRIZ EGANA A,4 - 6,108,ESP,1:48
Penalty shot - Goal,2.0,6,5,6,ESP,2.0,ADACHI S,5 - 6,108,JPN,1:48
Centre shot - Saved,12.0,6,5,6,ESP,2.0,GUTIERREZ SANTIAGO,5 - 6,90,ESP,1:30
Turnover foul,2.0,6,5,6,ESP,2.0,ADACHI S,5 - 6,64,JPN,1:04
Steal,7.0,6,5,6,ESP,2.0,BARROSO MACARRO A,5 - 6,64,ESP,1:04
20 sec. exclusion in centre,8.0,6,5,6,ESP,2.0,TAKATA M,5 - 6,48,JPN,0:48
Extra player shot - Goal,11.0,6,5,7,ESP,2.0,MALLARACH GUELL B,5 - 7,35,ESP,0:35
Centre shot - Blocked,7.0,6,5,7,ESP,2.0,SHIMIZU Y,5 - 7,8,JPN,0:08
Action shot - Goal,9.0,6,6,7,ESP,2.0,ARAI A,6 - 7,6,JPN,0:06
5m shot - Missed,5.0,6,6,7,ESP,2.0,BUSTOS SANCHEZ A,6 - 7,1,ESP,0:01
Starting goalkeeper,1.0,6,6,7,ESP,3.0,TANAMURA K,6 - 7,480,JPN,8:00
Starting goalkeeper,13.0,6,6,7,ESP,3.0,MOTOS MARTIN J,6 - 7,480,ESP,8:00
Sprint won possession,2.0,6,6,7,ESP,3.0,ADACHI S,6 - 7,480,JPN,8:00
Turnover foul,9.0,6,6,7,ESP,3.0,ARAI A,6 - 7,448,JPN,7:28
Steal,2.0,6,6,7,ESP,3.0,MUNARRIZ EGANA A,6 - 7,448,ESP,7:28
20 sec. exclusion in centre,4.0,6,6,7,ESP,3.0,SHIGA M,6 - 7,430,JPN,7:10
Extra player shot - Goal,12.0,6,6,8,ESP,3.0,GUTIERREZ SANTIAGO,6 - 8,429,ESP,7:09
Turnover foul,7.0,6,6,8,ESP,3.0,SHIMIZU Y,6 - 8,411,JPN,6:51
5m shot - Missed,2.0,6,6,8,ESP,3.0,MUNARRIZ EGANA A,6 - 8,386,ESP,6:26
Penalty foul,10.0,6,6,8,ESP,3.0,FERNANDEZ MIRANDA,6 - 8,366,ESP,6:06
Penalty shot - Saved,2.0,6,6,8,ESP,3.0,ADACHI S,6 - 8,366,JPN,6:06
Centre shot - Post,2.0,6,6,8,ESP,3.0,ADACHI S,6 - 8,345,JPN,5:45
Turnover foul,6.0,6,6,8,ESP,3.0,MINGUELL ALFEREZ M,6 - 8,325,ESP,5:25
Action shot - Goal,11.0,6,7,8,ESP,3.0,OKAWA K,7 - 8,311,JPN,5:11
Centre shot - Saved,8.0,6,7,8,ESP,3.0,ESPANOL LIFANTE A,7 - 8,293,ESP,4:53
Centre shot - Missed,11.0,6,7,8,ESP,3.0,MALLARACH GUELL B,7 - 8,274,ESP,4:34
Turnover foul,5.0,6,7,8,ESP,3.0,YOSHIDA T,7 - 8,259,JPN,4:19
Steal,2.0,6,7,8,ESP,3.0,MUNARRIZ EGANA A,7 - 8,259,ESP,4:19
5m shot - Saved,5.0,6,7,8,ESP,3.0,BUSTOS SANCHEZ A,7 - 8,234,ESP,3:54
Action shot - Saved,2.0,6,7,8,ESP,3.0,ADACHI S,7 - 8,216,JPN,3:36
20 sec. exclusion in centre,10.0,6,7,8,ESP,3.0,INABA K,7 - 8,187,JPN,3:07
Time-Out,,6,7,8,ESP,3.0,,7 - 8,187,ESP,3:07
Action shot - Goal,2.0,6,7,9,ESP,3.0,MUNARRIZ EGANA A,7 - 9,164,ESP,2:44
20 sec. exclusion in field,3.0,6,7,9,ESP,3.0,GRANADOS ORTEGA A,7 - 9,140,ESP,2:20
20 sec. exclusion in centre,5.0,6,7,9,ESP,3.0,BUSTOS SANCHEZ A,7 - 9,130,ESP,2:10
Extra player shot - Goal,9.0,6,8,9,ESP,3.0,ARAI A,8 - 9,111,JPN,1:51
Action shot - Goal,12.0,6,8,10,ESP,3.0,GUTIERREZ SANTIAGO,8 - 10,88,ESP,1:28
Turnover foul,4.0,6,8,10,ESP,3.0,SHIGA M,8 - 10,69,JPN,1:09
Steal,10.0,6,8,10,ESP,3.0,FERNANDEZ MIRANDA,8 - 10,69,ESP,1:09
Turnover foul,12.0,6,8,10,ESP,3.0,GUTIERREZ SANTIAGO,8 - 10,46,ESP,0:46
Penalty foul,6.0,6,8,10,ESP,3.0,MINGUELL ALFEREZ M,8 - 10,35,ESP,0:35
Penalty shot - Goal,11.0,6,9,10,ESP,3.0,OKAWA K,9 - 10,35,JPN,0:35
5m shot - Saved,11.0,6,9,10,ESP,3.0,MALLARACH GUELL B,9 - 10,13,ESP,0:13
20 sec. exclusion in centre,4.0,6,9,10,ESP,3.0,SHIGA M,9 - 10,6,JPN,0:06
Penalty foul,11.0,6,9,10,ESP,3.0,OKAWA K,9 - 10,1,JPN,0:01
Penalty shot - Goal,8.0,6,9,11,ESP,3.0,ESPANOL LIFANTE A,9 - 11,1,ESP,0:01
Starting goalkeeper,1.0,6,9,11,ESP,4.0,TANAMURA K,9 - 11,480,JPN,8:00
Starting goalkeeper,13.0,6,9,11,ESP,4.0,MOTOS MARTIN J,9 - 11,480,ESP,8:00
Sprint won possession,2.0,6,9,11,ESP,4.0,ADACHI S,9 - 11,480,JPN,8:00
5m shot - Saved,11.0,6,9,11,ESP,4.0,OKAWA K,9 - 11,461,JPN,7:41
Turnover foul,12.0,6,9,11,ESP,4.0,ARAKI K,9 - 11,444,JPN,7:24
Centre shot - Saved,9.0,6,9,11,ESP,4.0,TAHULL COMPTE R,9 - 11,420,ESP,7:00
Turnover foul,12.0,6,9,11,ESP,4.0,ARAKI K,9 - 11,404,JPN,6:44
Steal,2.0,6,9,11,ESP,4.0,MUNARRIZ EGANA A,9 - 11,404,ESP,6:44
Centre shot - Goal,9.0,6,9,12,ESP,4.0,TAHULL COMPTE R,9 - 12,390,ESP,6:30
Turnover foul,8.0,6,9,12,ESP,4.0,TAKATA M,9 - 12,360,JPN,6:00
Steal,2.0,6,9,12,ESP,4.0,MUNARRIZ EGANA A,9 - 12,360,ESP,6:00
Action shot - Goal,8.0,6,9,13,ESP,4.0,ESPANOL LIFANTE A,9 - 13,347,ESP,5:47
Action shot - Missed,7.0,6,9,13,ESP,4.0,SHIMIZU Y,9 - 13,319,JPN,5:19
Turnover foul,9.0,6,9,13,ESP,4.0,TAHULL COMPTE R,9 - 13,104,ESP,1:44
Steal,5.0,6,9,13,ESP,4.0,YOSHIDA T,9 - 13,104,JPN,1:44
Turnover foul,5.0,6,9,13,ESP,4.0,YOSHIDA T,9 - 13,76,JPN,1:16
Steal,5.0,6,9,13,ESP,4.0,BUSTOS SANCHEZ A,9 - 13,76,ESP,1:16
Action shot - Post,9.0,6,9,13,ESP,4.0,TAHULL COMPTE R,9 - 13,54,ESP,0:54
Turnover foul,9.0,6,9,13,ESP,4.0,ARAI A,9 - 13,37,JPN,0:37
Steal,5.0,6,9,13,ESP,4.0,BUSTOS SANCHEZ A,9 - 13,37,ESP,0:37
Action shot - Saved,11.0,6,9,13,ESP,4.0,MALLARACH GUELL B,9 - 13,14,ESP,0:14
Time-Out,,6,9,13,ESP,4.0,,9 - 13,13,JPN,0:13
Turnover foul,11.0,6,9,13,ESP,4.0,OKAWA K,9 - 13,5,JPN,0:05
Steal,13.0,6,9,13,ESP,4.0,MOTOS MARTIN J,9 - 13,5,ESP,0:05
