Action,Cap,GRE,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Extra player shot,5.0,8,6,4,AUS,3.0,BISHOP I,4 - 8,1,AUS,0:01,Blocked,0
5m shot,9.0,8,6,4,AUS,4.0,ARANCINI Z,4 - 8,451,AUS,7:31,Missed,0
Action shot,8.0,8,6,4,AUS,4.0,CHYDIRIOTI I,4 - 8,380,GRE,6:20,Post,0
Action shot,7.0,8,6,5,AUS,4.0,WEBSTER R,5 - 8,366,AUS,6:06,Goal,1
Action shot,7.0,8,6,5,AUS,4.0,ASIMAKI A,5 - 8,335,GRE,5:35,Saved,0
Action shot,2.0,8,6,5,AUS,4.0,GOFERS K,5 - 8,316,AUS,5:16,Saved,0
5m shot,6.0,8,6,5,AUS,4.0,AVRAMIDOU A,5 - 8,266,GRE,4:26,Saved,0
5m shot,3.0,8,6,5,AUS,4.0,BUCKLING H,5 - 8,237,AUS,3:57,Saved,0
Action shot,2.0,8,6,6,AUS,4.0,GOFERS K,6 - 8,195,AUS,3:15,Goal,1
Extra player shot,6.0,8,6,6,AUS,4.0,AVRAMIDOU A,6 - 8,158,GRE,2:38,Saved,0
Centre shot,12.0,8,6,6,AUS,4.0,XENAKI E,6 - 8,105,GRE,1:45,Saved,0
Action shot,9.0,8,6,6,AUS,4.0,ARANCINI Z,6 - 8,74,AUS,1:14,Saved,0
5m shot,11.0,8,6,6,AUS,4.0,PLEVRITOU E,6 - 8,45,GRE,0:45,Missed,0
Extra player shot,5.0,8,6,6,AUS,4.0,BISHOP I,6 - 8,13,AUS,0:13,Missed,0
5m shot,2.0,8,6,6,AUS,4.0,TSOUKALA C,6 - 8,1,GRE,0:01,Missed,0
