Action,Cap,GRE,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,7.0,8,6,5,AUS,4.0,WEBSTER R,5 - 8,295,AUS,4:55
Steal,13.0,8,6,5,AUS,4.0,DIAMANTOPOULOU C,5 - 8,295,GRE,4:55
5m shot - Saved,6.0,8,6,5,AUS,4.0,AVRAMIDOU A,5 - 8,266,GRE,4:26
5m shot - Saved,3.0,8,6,5,AUS,4.0,BUCKLING H,5 - 8,237,AUS,3:57
Turnover foul,2.0,8,6,5,AUS,4.0,TSOUKALA C,5 - 8,209,GRE,3:29
Steal,1.0,8,6,5,AUS,4.0,YANITSAS L,5 - 8,209,AUS,3:29
Action shot - Goal,2.0,8,6,6,AUS,4.0,GOFERS K,6 - 8,195,AUS,3:15
20 sec. exclusion in centre,3.0,8,6,6,AUS,4.0,BUCKLING H,6 - 8,177,AUS,2:57
Exclusion with substitution,3.0,8,6,6,AUS,4.0,BUCKLING H,6 - 8,177,AUS,2:57
Extra player shot - Saved,6.0,8,6,6,AUS,4.0,AVRAMIDOU A,6 - 8,158,GRE,2:38
