AUS,Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
6,Action shot - Saved,10.0,1,5,GRE,4.0,SOUTHERN A,6 - 5,360,AUS,6:00
6,20 sec. exclusion in field,8.0,1,5,GRE,4.0,MCGHIE G,6 - 5,341,AUS,5:41
6,Extra player shot - Goal,7.0,1,6,GRE,4.0,ASIMAKI A,6 - 6,319,GRE,5:19
6,Action shot - Post,11.0,1,6,GRE,4.0,HALLIGAN B,6 - 6,287,AUS,4:47
6,Centre shot - Missed,12.0,1,6,GRE,4.0,ZAGAME N,6 - 6,265,AUS,4:25
6,Turnover foul,10.0,1,6,GRE,4.0,MANOLIOUDAKI T,6 - 6,244,GRE,4:04
6,Steal,1.0,1,6,GRE,4.0,YANITSAS L,6 - 6,244,AUS,4:04
6,Turnover foul,2.0,1,6,GRE,4.0,BEADSWORTH G,6 - 6,207,AUS,3:27
6,Steal,1.0,1,6,GRE,4.0,KOUVDOU E,6 - 6,207,GRE,3:27
6,5m shot - Saved,8.0,1,6,GRE,4.0,ROUMPESI A,6 - 6,180,GRE,3:00
7,Action shot - Goal,9.0,1,6,GRE,4.0,ARANCINI Z,7 - 6,156,AUS,2:36
7,Penalty foul,3.0,1,6,GRE,4.0,BUCKLING H,7 - 6,139,AUS,2:19
7,Penalty shot - Saved,2.0,1,6,GRE,4.0,TSOUKALA C,7 - 6,139,GRE,2:19
7,Exclusion with substitution,3.0,1,6,GRE,4.0,BUCKLING H,7 - 6,139,AUS,2:19
7,5m shot - Goal,2.0,1,7,GRE,4.0,TSOUKALA C,7 - 7,116,GRE,1:56
7,Action shot - Missed,6.0,1,7,GRE,4.0,KNOX B,7 - 7,87,AUS,1:27
7,Turnover foul,8.0,1,7,GRE,4.0,ROUMPESI A,7 - 7,67,GRE,1:07
7,Steal,2.0,1,7,GRE,4.0,BEADSWORTH G,7 - 7,67,AUS,1:07
8,Counter attack - Goal,12.0,1,7,GRE,4.0,ZAGAME N,8 - 7,59,AUS,0:59
8,20 sec. exclusion in centre,6.0,1,7,GRE,4.0,KNOX B,8 - 7,42,AUS,0:42
8,Time-Out,,1,7,GRE,4.0,,8 - 7,42,GRE,0:42
8,Action shot - Saved,8.0,1,7,GRE,4.0,ROUMPESI A,8 - 7,15,GRE,0:15
8,20 sec. exclusion in centre,10.0,1,7,GRE,4.0,SOUTHERN A,8 - 7,8,AUS,0:08
8,5m shot - Missed,8.0,1,7,GRE,4.0,ROUMPESI A,8 - 7,0,GRE,0:00
0,Starting goalkeeper,1.0,2,0,RSA,1.0,YANITSAS L,0 - 0,480,AUS,8:00
0,Starting goalkeeper,1.0,2,0,RSA,1.0,THOMAS R,0 - 0,480,RSA,8:00
0,Sprint won possession,12.0,2,0,RSA,1.0,ZAGAME N,0 - 0,480,AUS,8:00
1,Action shot - Goal,3.0,2,0,RSA,1.0,BUCKLING H,1 - 0,463,AUS,7:43
1,Turnover foul,4.0,2,0,RSA,1.0,VERSFELD R,1 - 0,437,RSA,7:17
1,Penalty foul,4.0,2,0,RSA,1.0,VERSFELD R,1 - 0,433,RSA,7:13
2,Penalty shot - Goal,7.0,2,0,RSA,1.0,WEBSTER R,2 - 0,433,AUS,7:13
2,Turnover foul,3.0,2,0,RSA,1.0,PALEY K,2 - 0,406,RSA,6:46
2,Action shot - Post,7.0,2,0,RSA,1.0,WEBSTER R,2 - 0,392,AUS,6:32
2,Turnover foul,6.0,2,0,RSA,1.0,HALLENDORFF A,2 - 0,366,RSA,6:06
2,Steal,9.0,2,0,RSA,1.0,ARANCINI Z,2 - 0,366,AUS,6:06
2,Counter attack - Saved,3.0,2,0,RSA,1.0,BUCKLING H,2 - 0,353,AUS,5:53
2,Turnover foul,4.0,2,0,RSA,1.0,VERSFELD R,2 - 0,329,RSA,5:29
2,Steal,11.0,2,0,RSA,1.0,HALLIGAN B,2 - 0,324,AUS,5:24
2,Turnover foul,4.0,2,0,RSA,1.0,LINCOLN-SMITH H,2 - 0,319,AUS,5:19
2,5m shot - Missed,11.0,2,0,RSA,1.0,O'HANLON D,2 - 0,299,RSA,4:59
3,Centre shot - Goal,4.0,2,0,RSA,1.0,LINCOLN-SMITH H,3 - 0,275,AUS,4:35
3,Turnover foul,8.0,2,0,RSA,1.0,MCGHIE G,3 - 0,237,AUS,3:57
3,Steal,7.0,2,0,RSA,1.0,KAY K,3 - 0,237,RSA,3:57
3,5m shot - Saved,7.0,2,0,RSA,1.0,KAY K,3 - 0,206,RSA,3:26
3,Centre shot - Saved,9.0,2,0,RSA,1.0,ARANCINI Z,3 - 0,195,AUS,3:15
3,Turnover foul,7.0,2,0,RSA,1.0,KAY K,3 - 0,170,RSA,2:50
3,Steal,10.0,2,0,RSA,1.0,SOUTHERN A,3 - 0,170,AUS,2:50
4,5m shot - Goal,10.0,2,0,RSA,1.0,SOUTHERN A,4 - 0,160,AUS,2:40
4,Time-Out,,2,0,RSA,1.0,,4 - 0,160,RSA,2:40
4,Turnover foul,11.0,2,0,RSA,1.0,O'HANLON D,4 - 0,146,RSA,2:26
4,Steal,10.0,2,0,RSA,1.0,SOUTHERN A,4 - 0,146,AUS,2:26
5,Counter attack - Goal,9.0,2,0,RSA,1.0,ARANCINI Z,5 - 0,138,AUS,2:18
5,Turnover foul,5.0,2,0,RSA,1.0,SCHOOLING M,5 - 0,105,RSA,1:45
5,Steal,5.0,2,0,RSA,1.0,GOFERS K,5 - 0,105,AUS,1:45
5,Turnover foul,5.0,2,0,RSA,1.0,GOFERS K,5 - 0,87,AUS,1:27
5,Steal,12.0,2,0,RSA,1.0,WHITE K,5 - 0,87,RSA,1:27
5,Turnover foul,7.0,2,0,RSA,1.0,KAY K,5 - 0,62,RSA,1:02
6,Action shot - Goal,10.0,2,0,RSA,1.0,SOUTHERN A,6 - 0,45,AUS,0:45
6,Turnover foul,7.0,2,0,RSA,1.0,KAY K,6 - 0,27,RSA,0:27
6,Action shot - Saved,4.0,2,0,RSA,1.0,LINCOLN-SMITH H,6 - 0,10,AUS,0:10
6,Starting goalkeeper,13.0,2,0,RSA,2.0,WAKEFIELD K,6 - 0,480,AUS,8:00
6,Starting goalkeeper,1.0,2,0,RSA,2.0,THOMAS R,6 - 0,480,RSA,8:00
6,Sprint won possession,5.0,2,0,RSA,2.0,GOFERS K,6 - 0,480,AUS,8:00
6,5m shot - Post,5.0,2,0,RSA,2.0,GOFERS K,6 - 0,453,AUS,7:33
6,5m shot - Post,12.0,2,0,RSA,2.0,WHITE K,6 - 0,425,RSA,7:05
6,20 sec. exclusion in centre,11.0,2,0,RSA,2.0,O'HANLON D,6 - 0,400,RSA,6:40
6,Extra player shot - Post,3.0,2,0,RSA,2.0,PALEY K,6 - 0,383,RSA,6:23
6,Action shot - Saved,12.0,2,0,RSA,2.0,ZAGAME N,6 - 0,372,AUS,6:12
6,Action shot - Saved,7.0,2,0,RSA,2.0,WEBSTER R,6 - 0,327,AUS,5:27
6,Turnover foul,5.0,2,0,RSA,2.0,GOFERS K,6 - 0,275,AUS,4:35
6,Steal,3.0,2,0,RSA,2.0,PALEY K,6 - 0,275,RSA,4:35
6,Turnover foul,6.0,2,0,RSA,2.0,HALLENDORFF A,6 - 0,244,RSA,4:04
6,Steal,5.0,2,0,RSA,2.0,GOFERS K,6 - 0,244,AUS,4:04
7,Counter attack - Goal,4.0,2,0,RSA,2.0,LINCOLN-SMITH H,7 - 0,234,AUS,3:54
7,Turnover foul,6.0,2,0,RSA,2.0,HALLENDORFF A,7 - 0,215,RSA,3:35
7,20 sec. exclusion in centre,2.0,2,0,RSA,2.0,PARKES M,7 - 0,198,RSA,3:18
8,Extra player shot - Goal,10.0,2,0,RSA,2.0,SOUTHERN A,8 - 0,188,AUS,3:08
8,Time-Out,,2,0,RSA,2.0,,8 - 0,179,RSA,2:59
8,Turnover foul,10.0,2,0,RSA,2.0,KILLEEN L,8 - 0,158,RSA,2:38
8,5m shot - Missed,6.0,2,0,RSA,2.0,KNOX B,8 - 0,133,AUS,2:13
8,Centre shot - Goal,4.0,2,1,RSA,2.0,VERSFELD R,8 - 1,114,RSA,1:54
8,Turnover foul,2.0,2,1,RSA,2.0,BEADSWORTH G,8 - 1,87,AUS,1:27
8,Turnover foul,7.0,2,1,RSA,2.0,KAY K,8 - 1,66,RSA,1:06
8,Steal,6.0,2,1,RSA,2.0,KNOX B,8 - 1,66,AUS,1:06
8,5m shot - Saved,6.0,2,1,RSA,2.0,KNOX B,8 - 1,49,AUS,0:49
8,Centre shot - Missed,4.0,2,1,RSA,2.0,VERSFELD R,8 - 1,37,RSA,0:37
8,20 sec. exclusion in centre,10.0,2,1,RSA,2.0,KILLEEN L,8 - 1,18,RSA,0:18
9,Extra player shot - Goal,2.0,2,1,RSA,2.0,BEADSWORTH G,9 - 1,9,AUS,0:09
9,Starting goalkeeper,13.0,2,1,RSA,3.0,WAKEFIELD K,9 - 1,480,AUS,8:00
9,Starting goalkeeper,1.0,2,1,RSA,3.0,THOMAS R,9 - 1,480,RSA,8:00
9,Sprint won possession,7.0,2,1,RSA,3.0,KAY K,9 - 1,480,RSA,8:00
10,Action shot - Goal,5.0,2,1,RSA,3.0,GOFERS K,10 - 1,444,AUS,7:24
10,20 sec. exclusion in field,7.0,2,1,RSA,3.0,KAY K,10 - 1,429,RSA,7:09
10,Turnover foul,5.0,2,1,RSA,3.0,GOFERS K,10 - 1,417,AUS,6:57
10,Turnover foul,7.0,2,1,RSA,3.0,KAY K,10 - 1,394,RSA,6:34
10,Steal,12.0,2,1,RSA,3.0,ZAGAME N,10 - 1,394,AUS,6:34
11,Counter attack - Goal,12.0,2,1,RSA,3.0,ZAGAME N,11 - 1,391,AUS,6:31
11,Turnover foul,5.0,2,1,RSA,3.0,SCHOOLING M,11 - 1,364,RSA,6:04
11,Action shot - Blocked,3.0,2,1,RSA,3.0,PALEY K,11 - 1,348,RSA,5:48
11,Penalty foul,3.0,2,1,RSA,3.0,PALEY K,11 - 1,304,RSA,5:04
12,Penalty shot - Goal,5.0,2,1,RSA,3.0,GOFERS K,12 - 1,304,AUS,5:04
12,Turnover foul,10.0,2,1,RSA,3.0,KILLEEN L,12 - 1,286,RSA,4:46
12,Steal,4.0,2,1,RSA,3.0,LINCOLN-SMITH H,12 - 1,286,AUS,4:46
13,Counter attack - Goal,4.0,2,1,RSA,3.0,LINCOLN-SMITH H,13 - 1,272,AUS,4:32
13,Turnover foul,11.0,2,1,RSA,3.0,O'HANLON D,13 - 1,249,RSA,4:09
13,Steal,8.0,2,1,RSA,3.0,MCGHIE G,13 - 1,249,AUS,4:09
13,5m shot - Missed,5.0,2,1,RSA,3.0,GOFERS K,13 - 1,227,AUS,3:47
13,Turnover foul,6.0,2,1,RSA,3.0,HALLENDORFF A,13 - 1,197,RSA,3:17
13,20 sec. exclusion in centre,5.0,2,1,RSA,3.0,SCHOOLING M,13 - 1,180,RSA,3:00
14,Extra player shot - Goal,5.0,2,1,RSA,3.0,GOFERS K,14 - 1,173,AUS,2:53
14,5m shot - Post,7.0,2,1,RSA,3.0,KAY K,14 - 1,148,RSA,2:28
14,5m shot - Saved,10.0,2,1,RSA,3.0,SOUTHERN A,14 - 1,127,AUS,2:07
14,Time-Out,,2,1,RSA,3.0,,14 - 1,127,RSA,2:07
14,5m shot - Missed,11.0,2,1,RSA,3.0,O'HANLON D,14 - 1,108,RSA,1:48
15,Action shot - Goal,10.0,2,1,RSA,3.0,SOUTHERN A,15 - 1,96,AUS,1:36
15,20 sec. exclusion in field,12.0,2,1,RSA,3.0,WHITE K,15 - 1,66,RSA,1:06
15,Extra player shot - Saved,10.0,2,1,RSA,3.0,SOUTHERN A,15 - 1,42,AUS,0:42
15,5m shot - Saved,12.0,2,1,RSA,3.0,WHITE K,15 - 1,31,RSA,0:31
16,Counter attack - Goal,10.0,2,1,RSA,3.0,SOUTHERN A,16 - 1,23,AUS,0:23
16,5m shot - Missed,12.0,2,1,RSA,3.0,WHITE K,16 - 1,1,RSA,0:01
16,Starting goalkeeper,13.0,2,1,RSA,4.0,WAKEFIELD K,16 - 1,480,AUS,8:00
16,Starting goalkeeper,1.0,2,1,RSA,4.0,THOMAS R,16 - 1,480,RSA,8:00
16,Sprint won possession,12.0,2,1,RSA,4.0,ZAGAME N,16 - 1,480,AUS,8:00
16,Turnover foul,9.0,2,1,RSA,4.0,ARANCINI Z,16 - 1,451,AUS,7:31
16,Steal,10.0,2,1,RSA,4.0,KILLEEN L,16 - 1,451,RSA,7:31
16,Turnover foul,11.0,2,1,RSA,4.0,O'HANLON D,16 - 1,422,RSA,7:02
16,Steal,4.0,2,1,RSA,4.0,LINCOLN-SMITH H,16 - 1,422,AUS,7:02
16,Counter attack - Post,11.0,2,1,RSA,4.0,HALLIGAN B,16 - 1,405,AUS,6:45
17,5m shot - Goal,8.0,2,1,RSA,4.0,MCGHIE G,17 - 1,378,AUS,6:18
17,Turnover foul,4.0,2,1,RSA,4.0,VERSFELD R,17 - 1,349,RSA,5:49
17,Steal,3.0,2,1,RSA,4.0,BUCKLING H,17 - 1,349,AUS,5:49
18,Action shot - Goal,3.0,2,1,RSA,4.0,BUCKLING H,18 - 1,325,AUS,5:25
18,5m shot - Saved,12.0,2,1,RSA,4.0,WHITE K,18 - 1,297,RSA,4:57
18,5m shot - Missed,8.0,2,1,RSA,4.0,MCGHIE G,18 - 1,270,AUS,4:30
18,Turnover foul,5.0,2,1,RSA,4.0,SCHOOLING M,18 - 1,243,RSA,4:03
18,Steal,3.0,2,1,RSA,4.0,BUCKLING H,18 - 1,243,AUS,4:03
18,Counter attack - Saved,12.0,2,1,RSA,4.0,ZAGAME N,18 - 1,236,AUS,3:56
18,Time-Out,,2,1,RSA,4.0,,18 - 1,232,RSA,3:52
18,Goalkeeper substitution,13.0,2,1,RSA,4.0,GASCOIGNE A,18 - 1,208,RSA,3:28
18,Action shot - Blocked,2.0,2,1,RSA,4.0,PARKES M,18 - 1,204,RSA,3:24
18,20 sec. exclusion in centre,3.0,2,1,RSA,4.0,PALEY K,18 - 1,181,RSA,3:01
19,Extra player shot - Goal,2.0,2,1,RSA,4.0,BEADSWORTH G,19 - 1,169,AUS,2:49
19,Turnover foul,2.0,2,1,RSA,4.0,PARKES M,19 - 1,139,RSA,2:19
19,Steal,2.0,2,1,RSA,4.0,BEADSWORTH G,19 - 1,139,AUS,2:19
19,Turnover foul,5.0,2,1,RSA,4.0,GOFERS K,19 - 1,127,AUS,2:07
19,Steal,13.0,2,1,RSA,4.0,GASCOIGNE A,19 - 1,127,RSA,2:07
19,5m shot - Missed,7.0,2,1,RSA,4.0,WEBSTER R,19 - 1,74,AUS,1:14
19,5m shot - Saved,12.0,2,1,RSA,4.0,WHITE K,19 - 1,40,RSA,0:40
19,Turnover foul,2.0,2,1,RSA,4.0,BEADSWORTH G,19 - 1,9,AUS,0:09
0,Starting goalkeeper,1.0,3,0,NED,1.0,YANITSAS L,0 - 0,480,AUS,8:00
0,Starting goalkeeper,13.0,3,0,NED,1.0,WILLEMSZ D,0 - 0,480,NED,8:00
0,Sprint won possession,4.0,3,0,NED,1.0,VAN DER SLOOT C,0 - 0,480,NED,8:00
0,5m shot - Saved,11.0,3,0,NED,1.0,KLAASSEN L,0 - 0,451,NED,7:31
0,Action shot - Saved,8.0,3,0,NED,1.0,MCGHIE G,0 - 0,422,AUS,7:02
0,Turnover foul,8.0,3,0,NED,1.0,SEVENICH V,0 - 0,398,NED,6:38
1,Counter attack - Goal,6.0,3,0,NED,1.0,KNOX B,1 - 0,386,AUS,6:26
1,Turnover foul,11.0,3,0,NED,1.0,KLAASSEN L,1 - 0,357,NED,5:57
1,Turnover foul,9.0,3,0,NED,1.0,ARANCINI Z,1 - 0,329,AUS,5:29
1,Steal,7.0,3,0,NED,1.0,NIJHUIS M,1 - 0,329,NED,5:29
1,20 sec. exclusion in centre,6.0,3,0,NED,1.0,KNOX B,1 - 0,309,AUS,5:09
1,Extra player shot - Blocked,11.0,3,0,NED,1.0,KLAASSEN L,1 - 0,288,NED,4:48
1,Turnover foul,9.0,3,0,NED,1.0,ARANCINI Z,1 - 0,267,AUS,4:27
1,20 sec. exclusion in field,5.0,3,0,NED,1.0,GOFERS K,1 - 0,244,AUS,4:04
1,Turnover foul,4.0,3,0,NED,1.0,VAN DER SLOOT C,1 - 0,213,NED,3:33
1,Turnover foul,3.0,3,0,NED,1.0,BUCKLING H,1 - 0,197,AUS,3:17
1,Action shot - Blocked,7.0,3,0,NED,1.0,NIJHUIS M,1 - 0,170,NED,2:50
1,Time-Out,,3,0,NED,1.0,,1 - 0,164,AUS,2:44
1,Turnover foul,8.0,3,0,NED,1.0,MCGHIE G,1 - 0,140,AUS,2:20
1,Steal,5.0,3,0,NED,1.0,GENEE A,1 - 0,140,NED,2:20
1,Turnover foul,2.0,3,0,NED,1.0,SMIT M,1 - 0,108,NED,1:48
1,Turnover foul,7.0,3,0,NED,1.0,WEBSTER R,1 - 0,90,AUS,1:30
1,Steal,3.0,3,0,NED,1.0,GENEE D,1 - 0,90,NED,1:30
1,Turnover foul,2.0,3,0,NED,1.0,SMIT M,1 - 0,69,NED,1:09
1,Steal,7.0,3,0,NED,1.0,WEBSTER R,1 - 0,69,AUS,1:09
1,Turnover foul,2.0,3,0,NED,1.0,BEADSWORTH G,1 - 0,48,AUS,0:48
1,Time-Out,,3,0,NED,1.0,,1 - 0,48,NED,0:48
1,Action shot - Post,8.0,3,0,NED,1.0,SEVENICH V,1 - 0,35,NED,0:35
2,Centre shot - Goal,12.0,3,0,NED,1.0,ZAGAME N,2 - 0,12,AUS,0:12
2,Starting goalkeeper,1.0,3,0,NED,2.0,YANITSAS L,2 - 0,480,AUS,8:00
2,Starting goalkeeper,13.0,3,0,NED,2.0,WILLEMSZ D,2 - 0,480,NED,8:00
