Action,Cap,Game,Opponent,Opponent name,Period,Player,RUS,Score,Seconds,Team,Time,Result,Goal
Extra player shot,4.0,6,2,USA,1.0,FATTAL R,2,2 - 2,215,USA,3:35,Goal,1
5m shot,3.0,6,2,USA,1.0,PROKOFYEVA E,3,3 - 2,178,RUS,2:58,Goal,1
Action shot,6.0,6,2,USA,1.0,STEFFENS M,3,3 - 2,149,USA,2:29,Post,0
Penalty shot,5.0,6,2,USA,1.0,BORISOVA M,4,4 - 2,130,RUS,2:10,Goal,1
5m shot,6.0,6,3,USA,1.0,STEFFENS M,4,4 - 3,106,USA,1:46,Goal,1
5m shot,11.0,6,3,USA,1.0,FISCHER M,4,4 - 3,67,USA,1:07,Post,0
Action shot,4.0,6,4,USA,1.0,FATTAL R,4,4 - 4,48,USA,0:48,Goal,1
Action shot,4.0,6,5,USA,1.0,FATTAL R,4,4 - 5,8,USA,0:08,Goal,1
5m shot,3.0,6,5,USA,1.0,PROKOFYEVA E,4,4 - 5,4,RUS,0:04,Missed,0
Action shot,2.0,6,6,USA,2.0,MUSSELMAN M,4,4 - 6,449,USA,7:29,Goal,1
Centre shot,8.0,6,6,USA,2.0,SIMANOVICH A,5,5 - 6,436,RUS,7:16,Goal,1
Action shot,2.0,6,7,USA,2.0,MUSSELMAN M,5,5 - 7,412,USA,6:52,Goal,1
Action shot,6.0,6,8,USA,2.0,STEFFENS M,5,5 - 8,365,USA,6:05,Goal,1
5m shot,3.0,6,8,USA,2.0,PROKOFYEVA E,5,5 - 8,310,RUS,5:10,Saved,0
Action shot,4.0,6,8,USA,2.0,FATTAL R,5,5 - 8,271,USA,4:31,Blocked,0
Action shot,2.0,6,9,USA,2.0,MUSSELMAN M,5,5 - 9,234,USA,3:54,Goal,1
Extra player shot,11.0,6,9,USA,2.0,IVANOVA E,5,5 - 9,191,RUS,3:11,Saved,0
5m shot,10.0,6,9,USA,2.0,TOLKUNOVA T,5,5 - 9,185,RUS,3:05,Blocked,0
Action shot,11.0,6,9,USA,2.0,FISCHER M,5,5 - 9,159,USA,2:39,Saved,0
Centre shot,9.0,6,9,USA,2.0,TIMOFEEVA A,5,5 - 9,138,RUS,2:18,Post,0
Action shot,4.0,6,10,USA,2.0,FATTAL R,5,5 - 10,112,USA,1:52,Goal,1
Action shot,3,6,14,USA,4.0,PROKOFYEVA E,9,9 - 14,305,RUS,5:05,Goal,1
Action shot,9,6,14,USA,4.0,TIMOFEEVA A,9,9 - 14,260,RUS,4:20,Missed,0
Centre shot,8,6,14,USA,4.0,SIMANOVICH A,9,9 - 14,199,RUS,3:19,Saved,0
Action shot,11,6,14,USA,4.0,IVANOVA E,9,9 - 14,157,RUS,2:37,Saved,0
Centre shot,3,6,14,USA,4.0,SEIDEMANN M,9,9 - 14,129,USA,2:09,Post,0
5m shot,6.0,6,14,USA,2.0,STEFFENS M,9,9 - 14,81,USA,1:21,Blocked,0
Action shot,6.0,6,11,USA,2.0,STEFFENS M,5,5 - 11,18,USA,0:18,Goal,1
5m shot,11.0,6,11,USA,2.0,IVANOVA E,5,5 - 11,6,RUS,0:06,Blocked,0
5m shot,2.0,6,11,USA,2.0,MUSSELMAN M,5,5 - 11,1,USA,0:01,Saved,0
Action shot,8.0,6,11,USA,3.0,SIMANOVICH A,5,5 - 11,441,RUS,7:21,Saved,0
5m shot,5.0,6,11,USA,3.0,BORISOVA M,5,5 - 11,424,RUS,7:04,Blocked,0
5m shot,4.0,6,12,USA,3.0,FATTAL R,5,5 - 12,406,USA,6:46,Goal,1
Action shot,5.0,6,12,USA,3.0,BORISOVA M,5,5 - 12,334,RUS,5:34,Saved,0
Action shot,11.0,6,12,USA,3.0,IVANOVA E,6,6 - 12,284,RUS,4:44,Goal,1
Extra player shot,8.0,6,13,USA,3.0,NEUSHUL K,6,6 - 13,254,USA,4:14,Goal,1
Extra player shot,11.0,6,13,USA,3.0,FISCHER M,6,6 - 13,205,USA,3:25,Post,0
Extra player shot,5.0,6,13,USA,3.0,BORISOVA M,6,6 - 13,178,RUS,2:58,Saved,0
Extra player shot,12.0,6,13,USA,3.0,RYZHKOVA D,7,7 - 13,133,RUS,2:13,Goal,1
Centre shot,12.0,6,13,USA,3.0,RYZHKOVA D,7,7 - 13,81,RUS,1:21,Saved,0
5m shot,9.0,6,13,USA,3.0,TIMOFEEVA A,7,7 - 13,1,RUS,0:01,Saved,0
5m shot,5.0,6,13,USA,4.0,BORISOVA M,8,8 - 13,440,RUS,7:20,Goal,1
Extra player shot,12.0,6,14,USA,4.0,WILLIAMS A,8,8 - 14,382,USA,6:22,Goal,1
5m shot,3.0,6,14,USA,4.0,PROKOFYEVA E,8,8 - 14,363,RUS,6:03,Saved,0
Extra player shot,RUS 5,6,14,USA,4.0,BORISOVA M,8,8 - 14,100,,1:40,Saved,0
Centre shot,RUS 8,6,14,USA,4.0,SIMANOVICH A,8,8 - 14,64,,1:04,Saved,0
Centre shot,RUS 8,6,14,USA,4.0,SIMANOVICH A,8,8 - 14,20,,0:20,Saved,0
Action shot,RUS 11,6,14,USA,4.0,IVANOVA E,8,8 - 14,11,,0:11,Missed,0
Centre shot,8.0,7,0,CAN,1.0,SIMANOVICH A,0,0 - 0,463,RUS,7:43,Post,0
Extra player shot,12.0,7,0,CAN,1.0,FOURNIER S,0,0 - 0,417,CAN,6:57,Saved,0
Action shot,7.0,7,1,CAN,1.0,BEKHAZI J,0,0 - 1,391,CAN,6:31,Goal,1
Action shot,6.0,7,1,CAN,1.0,GORBUNOVA O,0,0 - 1,370,RUS,6:10,Post,0
Extra player shot,9.0,7,2,CAN,1.0,McKELVEY H,0,0 - 2,315,CAN,5:15,Goal,1
Centre shot,3.0,7,2,CAN,1.0,PROKOFYEVA E,1,1 - 2,297,RUS,4:57,Goal,1
Centre shot,2.0,7,2,CAN,1.0,ALOGBO K,1,1 - 2,284,CAN,4:44,Saved,0
Centre shot,9.0,7,2,CAN,1.0,TIMOFEEVA A,2,2 - 2,263,RUS,4:23,Goal,1
Penalty shot,5.0,7,3,CAN,1.0,EGGENS M,2,2 - 3,191,CAN,3:11,Goal,1
Action shot,11.0,7,3,CAN,1.0,IVANOVA E,2,2 - 3,173,RUS,2:53,Post,0
Action shot,12.0,7,3,CAN,1.0,RYZHKOVA D,3,3 - 3,149,RUS,2:29,Goal,1
Counter attack,3.0,7,3,CAN,1.0,PROKOFYEVA E,3,3 - 3,122,RUS,2:02,Blocked,0
5m shot,11.0,7,3,CAN,1.0,McKEE K,3,3 - 3,88,CAN,1:28,Saved,0
5m shot,5.0,7,3,CAN,1.0,EGGENS M,3,3 - 3,55,CAN,0:55,Saved,0
5m shot,8.0,7,3,CAN,1.0,SIMANOVICH A,3,3 - 3,30,RUS,0:30,Saved,0
Centre shot,4.0,7,3,CAN,1.0,WRIGHT E,3,3 - 3,3,CAN,0:03,Saved,0
5m shot,13.0,7,3,CAN,1.0,KARNAUKH A,3,3 - 3,1,RUS,0:01,Saved,0
Action shot,5.0,7,3,CAN,2.0,EGGENS M,3,3 - 3,437,CAN,7:17,Missed,0
Action shot,12.0,7,3,CAN,2.0,RYZHKOVA D,4,4 - 3,410,RUS,6:50,Goal,1
Action shot,4.0,7,4,CAN,2.0,WRIGHT E,4,4 - 4,384,CAN,6:24,Goal,1
5m shot,5.0,7,4,CAN,2.0,BORISOVA M,5,5 - 4,368,RUS,6:08,Goal,1
Centre shot,9.0,7,4,CAN,2.0,TIMOFEEVA A,5,5 - 4,316,RUS,5:16,Saved,0
Action shot,4.0,7,4,CAN,2.0,WRIGHT E,5,5 - 4,296,CAN,4:56,Saved,0
5m shot,3.0,7,4,CAN,2.0,PROKOFYEVA E,5,5 - 4,269,RUS,4:29,Missed,0
Extra player shot,6.0,7,4,CAN,2.0,CHRISTMAS K,5,5 - 4,227,CAN,3:47,Saved,0
5m shot,5.0,7,4,CAN,4.0,EGGENS M,5,5 - 4,327,CAN,5:27,Saved,0
Action shot,3.0,7,4,CAN,4.0,PROKOFYEVA E,5,5 - 4,283,RUS,4:43,Post,0
Centre shot,5.0,7,8,CAN,4.0,BORISOVA M,10,10 - 8,233,RUS,3:53,Goal,1
Extra player shot,9.0,7,8,CAN,4.0,McKELVEY H,10,10 - 8,207,CAN,3:27,Saved,0
5m shot,6.0,7,8,CAN,4.0,GORBUNOVA O,10,10 - 8,175,RUS,2:55,Missed,0
Centre shot,10.0,7,8,CAN,4.0,ROBINSON C,10,10 - 8,149,CAN,2:29,Post,0
Centre shot,10.0,7,8,CAN,4.0,ROBINSON C,10,10 - 8,70,CAN,1:10,Saved,0
Extra player shot,3.0,7,4,CAN,2.0,PROKOFYEVA E,6,6 - 4,150,RUS,2:30,Goal,1
Extra player shot,5.0,7,5,CAN,2.0,EGGENS M,6,6 - 5,125,CAN,2:05,Goal,1
Centre shot,8.0,7,5,CAN,2.0,SIMANOVICH A,6,6 - 5,55,RUS,0:55,Saved,0
Extra player shot,7.0,7,5,CAN,2.0,SERZHANTOVA A,7,7 - 5,1,RUS,0:01,Goal,1
Action shot,6.0,7,5,CAN,3.0,GORBUNOVA O,7,7 - 5,453,RUS,7:33,Blocked,0
Action shot,5.0,7,5,CAN,3.0,EGGENS M,7,7 - 5,433,CAN,7:13,Saved,0
Action shot,11.0,7,5,CAN,3.0,IVANOVA E,7,7 - 5,407,RUS,6:47,Post,0
Counter attack,4.0,7,5,CAN,3.0,KARIMOVA E,8,8 - 5,364,RUS,6:04,Goal,1
5m shot,3.0,7,5,CAN,3.0,PROKOFYEVA E,8,8 - 5,308,RUS,5:08,Blocked,0
5m shot,12.0,7,5,CAN,3.0,FOURNIER S,8,8 - 5,289,CAN,4:49,Saved,0
5m shot,12.0,7,5,CAN,3.0,RYZHKOVA D,8,8 - 5,260,RUS,4:20,Missed,0
Action shot,6.0,7,5,CAN,3.0,CHRISTMAS K,8,8 - 5,239,CAN,3:59,Post,0
Action shot,7.0,7,5,CAN,3.0,SERZHANTOVA A,9,9 - 5,213,RUS,3:33,Goal,1
Extra player shot,5.0,7,5,CAN,3.0,EGGENS M,9,9 - 5,190,CAN,3:10,Post,0
Action shot,12.0,7,5,CAN,3.0,RYZHKOVA D,9,9 - 5,165,RUS,2:45,Blocked,0
5m shot,6.0,7,5,CAN,3.0,GORBUNOVA O,9,9 - 5,146,RUS,2:26,Saved,0
Extra player shot,4.0,7,6,CAN,3.0,WRIGHT E,9,9 - 6,133,CAN,2:13,Goal,1
5m shot,5.0,7,6,CAN,3.0,BORISOVA M,9,9 - 6,104,RUS,1:44,Saved,0
Penalty shot,4.0,7,7,CAN,3.0,WRIGHT E,9,9 - 7,90,CAN,1:30,Goal,1
Centre shot,11.0,7,7,CAN,3.0,IVANOVA E,9,9 - 7,52,RUS,0:52,Missed,0
Extra player shot,12.0,7,7,CAN,3.0,FOURNIER S,9,9 - 7,21,CAN,0:21,Missed,0
5m shot,3.0,7,7,CAN,3.0,PROKOFYEVA E,9,9 - 7,1,RUS,0:01,Missed,0
Extra player shot,8.0,7,7,CAN,4.0,SIMANOVICH A,9,9 - 7,447,RUS,7:27,Blocked,0
Extra player shot,4.0,7,7,CAN,4.0,WRIGHT E,9,9 - 7,414,CAN,6:54,Missed,0
Extra player shot,5.0,7,8,CAN,4.0,EGGENS M,9,9 - 8,369,CAN,6:09,Goal,1
5m shot,5.0,7,8,CAN,4.0,BORISOVA M,9,9 - 8,349,RUS,5:49,Missed,0
5m shot,4.0,7,8,CAN,4.0,KARIMOVA E,9,9 - 8,40,RUS,0:40,Missed,0
Extra player shot,12.0,7,8,CAN,4.0,RYZHKOVA D,11,11 - 8,15,RUS,0:15,Goal,1
Penalty shot,5.0,7,9,CAN,4.0,EGGENS M,11,11 - 9,2,CAN,0:02,Goal,1
