Action,Cap,Game,Opponent,Opponent name,Period,Player,RUS,Score,Seconds,Team,Time
20 sec. exclusion in field,10.0,7,3,CAN,2.0,TOLKUNOVA T,3,3 - 3,462,RUS,7:42
Action shot - Missed,5.0,7,3,CAN,2.0,EGGENS M,3,3 - 3,437,CAN,7:17
Action shot - Goal,12.0,7,3,CAN,2.0,RYZHKOVA D,4,4 - 3,410,RUS,6:50
Action shot - Goal,4.0,7,4,CAN,2.0,WRIGHT E,4,4 - 4,384,CAN,6:24
5m shot - Goal,5.0,7,4,CAN,2.0,BORISOVA M,5,5 - 4,368,RUS,6:08
Turnover foul,8.0,7,4,CAN,2.0,LEMAY-LAVOIE E,5,5 - 4,339,CAN,5:39
Steal,9.0,7,4,CAN,2.0,TIMOFEEVA A,5,5 - 4,339,RUS,5:39
Centre shot - Saved,9.0,7,4,CAN,2.0,TIMOFEEVA A,5,5 - 4,316,RUS,5:16
Action shot - Saved,4.0,7,4,CAN,2.0,WRIGHT E,5,5 - 4,296,CAN,4:56
5m shot - Missed,3.0,7,4,CAN,2.0,PROKOFYEVA E,5,5 - 4,269,RUS,4:29
20 sec. exclusion in centre,11.0,7,4,CAN,2.0,IVANOVA E,5,5 - 4,243,RUS,4:03
Time-Out,,7,4,CAN,2.0,,5,5 - 4,243,CAN,4:03
Extra player shot - Saved,6.0,7,4,CAN,2.0,CHRISTMAS K,5,5 - 4,227,CAN,3:47
Turnover foul,5.0,7,4,CAN,2.0,BORISOVA M,5,5 - 4,198,RUS,3:18
Steal,2.0,7,4,CAN,2.0,ALOGBO K,5,5 - 4,198,CAN,3:18
Turnover foul,6.0,7,4,CAN,2.0,CHRISTMAS K,5,5 - 4,177,CAN,2:57
20 sec. exclusion in field,9.0,7,4,CAN,2.0,McKELVEY H,5,5 - 4,168,CAN,2:48
5m shot - Saved,5.0,7,4,CAN,4.0,EGGENS M,5,5 - 4,327,CAN,5:27
20 sec. exclusion in centre,10.0,7,4,CAN,4.0,ROBINSON C,5,5 - 4,306,CAN,5:06
Action shot - Post,3.0,7,4,CAN,4.0,PROKOFYEVA E,5,5 - 4,283,RUS,4:43
Turnover foul,2.0,7,4,CAN,4.0,ALOGBO K,5,5 - 4,260,CAN,4:20
Centre shot - Goal,5.0,7,8,CAN,4.0,BORISOVA M,10,10 - 8,233,RUS,3:53
20 sec. exclusion in centre,2.0,7,8,CAN,4.0,VAKHITOVA V,10,10 - 8,218,RUS,3:38
Extra player shot - Saved,9.0,7,8,CAN,4.0,McKELVEY H,10,10 - 8,207,CAN,3:27
5m shot - Missed,6.0,7,8,CAN,4.0,GORBUNOVA O,10,10 - 8,175,RUS,2:55
Centre shot - Post,10.0,7,8,CAN,4.0,ROBINSON C,10,10 - 8,149,CAN,2:29
Turnover foul,11.0,7,8,CAN,4.0,IVANOVA E,10,10 - 8,124,RUS,2:04
Turnover foul,5.0,7,8,CAN,4.0,EGGENS M,10,10 - 8,109,CAN,1:49
Steal,13.0,7,8,CAN,4.0,KARNAUKH A,10,10 - 8,109,RUS,1:49
Centre shot - Saved,10.0,7,8,CAN,4.0,ROBINSON C,10,10 - 8,70,CAN,1:10
Time-Out,,7,8,CAN,2.0,,10,10 - 8,168,RUS,2:48
Extra player shot - Goal,3.0,7,4,CAN,2.0,PROKOFYEVA E,6,6 - 4,150,RUS,2:30
Goalkeeper substitution,13.0,7,4,CAN,2.0,HAGE Y,6,6 - 4,150,CAN,2:30
20 sec. exclusion in field,12.0,7,4,CAN,2.0,RYZHKOVA D,6,6 - 4,140,RUS,2:20
Extra player shot - Goal,5.0,7,5,CAN,2.0,EGGENS M,6,6 - 5,125,CAN,2:05
Turnover foul,7.0,7,5,CAN,2.0,SERZHANTOVA A,6,6 - 5,96,RUS,1:36
Steal,6.0,7,5,CAN,2.0,CHRISTMAS K,6,6 - 5,96,CAN,1:36
Turnover foul,5.0,7,5,CAN,2.0,EGGENS M,6,6 - 5,73,CAN,1:13
Centre shot - Saved,8.0,7,5,CAN,2.0,SIMANOVICH A,6,6 - 5,55,RUS,0:55
20 sec. exclusion in field,12.0,7,5,CAN,2.0,RYZHKOVA D,6,6 - 5,42,RUS,0:42
Turnover foul,10.0,7,5,CAN,2.0,ROBINSON C,6,6 - 5,24,CAN,0:24
20 sec. exclusion in field,6.0,7,5,CAN,2.0,CHRISTMAS K,6,6 - 5,10,CAN,0:10
Extra player shot - Goal,7.0,7,5,CAN,2.0,SERZHANTOVA A,7,7 - 5,1,RUS,0:01
Starting goalkeeper,13.0,7,5,CAN,3.0,KARNAUKH A,7,7 - 5,480,RUS,8:00
Starting goalkeeper,13.0,7,5,CAN,3.0,HAGE Y,7,7 - 5,480,CAN,8:00
Sprint won possession,6.0,7,5,CAN,3.0,GORBUNOVA O,7,7 - 5,480,RUS,8:00
Action shot - Blocked,6.0,7,5,CAN,3.0,GORBUNOVA O,7,7 - 5,453,RUS,7:33
Action shot - Saved,5.0,7,5,CAN,3.0,EGGENS M,7,7 - 5,433,CAN,7:13
Action shot - Post,11.0,7,5,CAN,3.0,IVANOVA E,7,7 - 5,407,RUS,6:47
20 sec. exclusion in field,8.0,7,5,CAN,3.0,SIMANOVICH A,7,7 - 5,400,RUS,6:40
Turnover foul,4.0,7,5,CAN,3.0,WRIGHT E,7,7 - 5,375,CAN,6:15
Steal,10.0,7,5,CAN,3.0,TOLKUNOVA T,7,7 - 5,375,RUS,6:15
Counter attack - Goal,4.0,7,5,CAN,3.0,KARIMOVA E,8,8 - 5,364,RUS,6:04
Turnover foul,9.0,7,5,CAN,3.0,McKELVEY H,8,8 - 5,337,CAN,5:37
Steal,3.0,7,5,CAN,3.0,PROKOFYEVA E,8,8 - 5,337,RUS,5:37
5m shot - Blocked,3.0,7,5,CAN,3.0,PROKOFYEVA E,8,8 - 5,308,RUS,5:08
5m shot - Saved,12.0,7,5,CAN,3.0,FOURNIER S,8,8 - 5,289,CAN,4:49
5m shot - Missed,12.0,7,5,CAN,3.0,RYZHKOVA D,8,8 - 5,260,RUS,4:20
Action shot - Post,6.0,7,5,CAN,3.0,CHRISTMAS K,8,8 - 5,239,CAN,3:59
Action shot - Goal,7.0,7,5,CAN,3.0,SERZHANTOVA A,9,9 - 5,213,RUS,3:33
20 sec. exclusion in centre,10.0,7,5,CAN,3.0,TOLKUNOVA T,9,9 - 5,201,RUS,3:21
Exclusion with substitution,10.0,7,5,CAN,3.0,TOLKUNOVA T,9,9 - 5,201,RUS,3:21
Extra player shot - Post,5.0,7,5,CAN,3.0,EGGENS M,9,9 - 5,190,CAN,3:10
Action shot - Blocked,12.0,7,5,CAN,3.0,RYZHKOVA D,9,9 - 5,165,RUS,2:45
5m shot - Saved,6.0,7,5,CAN,3.0,GORBUNOVA O,9,9 - 5,146,RUS,2:26
20 sec. exclusion in field,2.0,7,5,CAN,3.0,VAKHITOVA V,9,9 - 5,144,RUS,2:24
Time-Out,,7,5,CAN,3.0,,9,9 - 5,144,CAN,2:24
Extra player shot - Goal,4.0,7,6,CAN,3.0,WRIGHT E,9,9 - 6,133,CAN,2:13
5m shot - Saved,5.0,7,6,CAN,3.0,BORISOVA M,9,9 - 6,104,RUS,1:44
Penalty foul,5.0,7,6,CAN,3.0,BORISOVA M,9,9 - 6,90,RUS,1:30
Yellow card,,7,6,CAN,3.0,Team Official,9,9 - 6,90,RUS,1:30
Penalty shot - Goal,4.0,7,7,CAN,3.0,WRIGHT E,9,9 - 7,90,CAN,1:30
20 sec. exclusion in field,6.0,7,7,CAN,3.0,CHRISTMAS K,9,9 - 7,76,CAN,1:16
Exclusion with substitution,6.0,7,7,CAN,3.0,CHRISTMAS K,9,9 - 7,76,CAN,1:16
Time-Out,,7,7,CAN,3.0,,9,9 - 7,76,RUS,1:16
Centre shot - Missed,11.0,7,7,CAN,3.0,IVANOVA E,9,9 - 7,52,RUS,0:52
20 sec. exclusion in centre,11.0,7,7,CAN,3.0,IVANOVA E,9,9 - 7,36,RUS,0:36
Extra player shot - Missed,12.0,7,7,CAN,3.0,FOURNIER S,9,9 - 7,21,CAN,0:21
5m shot - Missed,3.0,7,7,CAN,3.0,PROKOFYEVA E,9,9 - 7,1,RUS,0:01
Starting goalkeeper,13.0,7,7,CAN,4.0,KARNAUKH A,9,9 - 7,480,RUS,8:00
Starting goalkeeper,1.0,7,7,CAN,4.0,GAUDREAULT J,9,9 - 7,480,CAN,8:00
Sprint won possession,6.0,7,7,CAN,4.0,GORBUNOVA O,9,9 - 7,480,RUS,8:00
20 sec. exclusion in field,7.0,7,7,CAN,4.0,BEKHAZI J,9,9 - 7,463,CAN,7:43
Yellow card,,7,7,CAN,4.0,Team Official,9,9 - 7,457,CAN,7:37
Extra player shot - Blocked,8.0,7,7,CAN,4.0,SIMANOVICH A,9,9 - 7,447,RUS,7:27
20 sec. exclusion in field,6.0,7,7,CAN,4.0,GORBUNOVA O,9,9 - 7,426,RUS,7:06
Extra player shot - Missed,4.0,7,7,CAN,4.0,WRIGHT E,9,9 - 7,414,CAN,6:54
Turnover foul,5.0,7,7,CAN,4.0,BORISOVA M,9,9 - 7,390,RUS,6:30
20 sec. exclusion in field,8.0,7,7,CAN,4.0,SIMANOVICH A,9,9 - 7,373,RUS,6:13
Extra player shot - Goal,5.0,7,8,CAN,4.0,EGGENS M,9,9 - 8,369,CAN,6:09
5m shot - Missed,5.0,7,8,CAN,4.0,BORISOVA M,9,9 - 8,349,RUS,5:49
5m shot - Missed,4.0,7,8,CAN,4.0,KARIMOVA E,9,9 - 8,40,RUS,0:40
Time-Out,,7,8,CAN,4.0,,9,9 - 8,40,CAN,0:40
Turnover foul,10.0,7,8,CAN,4.0,ROBINSON C,9,9 - 8,34,CAN,0:34
20 sec. exclusion in field,10.0,7,8,CAN,4.0,ROBINSON C,9,9 - 8,34,CAN,0:34
Exclusion with substitution,10.0,7,8,CAN,4.0,ROBINSON C,9,9 - 8,34,CAN,0:34
Time-Out,,7,8,CAN,4.0,,9,9 - 8,34,RUS,0:34
Extra player shot - Goal,12.0,7,8,CAN,4.0,RYZHKOVA D,11,11 - 8,15,RUS,0:15
Penalty foul,2.0,7,8,CAN,4.0,VAKHITOVA V,11,11 - 8,2,RUS,0:02
Exclusion with substitution,2.0,7,8,CAN,4.0,VAKHITOVA V,11,11 - 8,2,RUS,0:02
Double exclusion,5.0,7,8,CAN,4.0,BORISOVA M,11,11 - 8,2,RUS,0:02
Double exclusion,2.0,7,8,CAN,4.0,ALOGBO K,11,11 - 8,2,CAN,0:02
Exclusion with substitution,5.0,7,8,CAN,4.0,BORISOVA M,11,11 - 8,2,RUS,0:02
Penalty shot - Goal,5.0,7,9,CAN,4.0,EGGENS M,11,11 - 9,2,CAN,0:02
