Action,Cap,Game,NZL,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
5m shot - Missed,12.0,1,4,7,CAN,2.0,MYLES J,7 - 4,64,NZL,1:04
Time-Out,,1,4,7,CAN,2.0,,7 - 4,63,CAN,1:03
Action shot - Saved,10.0,1,4,7,CAN,2.0,ROBINSON C,7 - 4,46,CAN,0:46
Time-Out,,1,4,7,CAN,2.0,,7 - 4,45,NZL,0:45
Turnover foul,2.0,1,4,7,CAN,2.0,LEWIS N,7 - 4,24,NZL,0:24
Centre shot - Post,2.0,1,4,7,CAN,2.0,ALOGBO K,7 - 4,5,CAN,0:05
Starting goalkeeper,1.0,1,4,7,CAN,3.0,GAUDREAULT J,7 - 4,480,CAN,8:00
Starting goalkeeper,1.0,1,4,7,CAN,3.0,MILLAR B,7 - 4,480,NZL,8:00
Sprint won possession,12.0,1,4,7,CAN,3.0,PERREAULT D,7 - 4,480,CAN,8:00
Action shot - Saved,7.0,1,4,7,CAN,3.0,BEKHAZI J,7 - 4,452,CAN,7:32
20 sec. exclusion in field,7.0,1,4,7,CAN,3.0,BEKHAZI J,7 - 4,440,CAN,7:20
Action shot - Blocked,8.0,1,4,7,CAN,3.0,FOURNIER S,7 - 4,412,CAN,6:52
Turnover foul,2.0,1,4,7,CAN,3.0,LEWIS N,7 - 4,393,NZL,6:33
Action shot - Goal,8.0,1,4,8,CAN,3.0,FOURNIER S,8 - 4,387,CAN,6:27
20 sec. exclusion in centre,9.0,1,4,8,CAN,3.0,EGGENS C,8 - 4,377,CAN,6:17
Turnover foul,8.0,1,4,8,CAN,3.0,FOURNIER S,8 - 4,336,CAN,5:36
Turnover foul,9.0,1,4,8,CAN,3.0,STONEMAN E,8 - 4,303,NZL,5:03
Steal,5.0,1,4,8,CAN,3.0,EGGENS M,8 - 4,303,CAN,5:03
Centre shot - Saved,5.0,1,4,8,CAN,3.0,EGGENS M,8 - 4,289,CAN,4:49
5m shot - Saved,9.0,1,4,8,CAN,3.0,STONEMAN E,8 - 4,262,NZL,4:22
Turnover foul,11.0,1,4,8,CAN,3.0,VALIN S,8 - 4,230,CAN,3:50
5m shot - Goal,12.0,1,5,8,CAN,3.0,MYLES J,8 - 5,217,NZL,3:37
Turnover foul,10.0,1,5,8,CAN,3.0,ROBINSON C,8 - 5,181,CAN,3:01
Turnover foul,5.0,1,5,8,CAN,3.0,LEWIS S,8 - 5,150,NZL,2:30
Action shot - Goal,7.0,1,5,9,CAN,3.0,BEKHAZI J,9 - 5,132,CAN,2:12
5m shot - Goal,6.0,1,6,9,CAN,3.0,LANDRY S,9 - 6,91,NZL,1:31
Centre shot - Goal,2.0,1,6,10,CAN,3.0,ALOGBO K,10 - 6,71,CAN,1:11
