AUS,Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
2,Action shot,11.0,7,3,SRB,2.0,HOWDEN R,2 - 3,452,AUS,7:32,Saved,0
2,Action shot,11.0,7,3,SRB,2.0,HOWDEN R,2 - 3,406,AUS,6:46,Saved,0
2,Action shot,11.0,7,3,SRB,2.0,PRLAINOVIC A,2 - 3,313,SRB,5:13,Saved,0
3,5m shot,8.0,7,3,SRB,2.0,YOUNGER A,3 - 3,286,AUS,4:46,Goal,1
3,Counter attack,11.0,7,3,SRB,2.0,PRLAINOVIC A,3 - 3,247,SRB,4:07,Post,0
3,Action shot,9.0,7,3,SRB,2.0,RADEN N,3 - 3,187,SRB,3:07,Missed,0
3,5m shot,8.0,7,3,SRB,2.0,YOUNGER A,3 - 3,164,AUS,2:44,Saved,0
3,Action shot,9.0,7,4,SRB,2.0,RADEN N,3 - 4,145,SRB,2:25,Goal,1
3,Action shot,5.0,7,4,SRB,2.0,CUK M,3 - 4,96,SRB,1:36,Saved,0
3,Action shot,3.0,7,5,SRB,2.0,GOCIC Z,3 - 5,46,SRB,0:46,Goal,1
4,Extra player shot,9.0,7,5,SRB,2.0,SWIFT J,4 - 5,13,AUS,0:13,Goal,1
4,Centre shot,11.0,7,5,SRB,2.0,PRLAINOVIC A,4 - 5,1,SRB,0:01,Saved,0
4,Action shot,2.0,7,5,SRB,3.0,CAMPBELL R,4 - 5,454,AUS,7:34,Blocked,0
4,Action shot,2.0,7,5,SRB,3.0,MANDIC D,4 - 5,409,SRB,6:49,Saved,0
4,Centre shot,9.0,7,5,SRB,3.0,SWIFT J,4 - 5,379,AUS,6:19,Saved,0
4,Centre shot,11.0,7,5,SRB,3.0,PRLAINOVIC A,4 - 5,331,SRB,5:31,Saved,0
