AUS,Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
4,Action shot,10.0,7,6,SRB,3.0,FILIPOVIC F,4 - 6,328,SRB,5:28,Goal,1
4,Extra player shot,8.0,7,6,SRB,3.0,YOUNGER A,4 - 6,296,AUS,4:56,Blocked,0
4,Extra player shot,6.0,7,7,SRB,3.0,PIJETLOVIC D,4 - 7,259,SRB,4:19,Goal,1
5,Action shot,7.0,7,7,SRB,3.0,ROACH A,5 - 7,155,AUS,2:35,Goal,1
5,5m shot,10.0,7,8,SRB,3.0,FILIPOVIC F,5 - 8,140,SRB,2:20,Goal,1
5,5m shot,2.0,7,8,SRB,3.0,CAMPBELL R,5 - 8,115,AUS,1:55,Missed,0
5,5m shot,12.0,7,9,SRB,3.0,MITROVIC S,5 - 9,98,SRB,1:38,Goal,1
6,Action shot,12.0,7,9,SRB,3.0,MILLER W,6 - 9,25,AUS,0:25,Goal,1
6,5m shot,4.0,7,9,SRB,3.0,COTTERILL J,6 - 9,3,AUS,0:03,Saved,0
6,Action shot,2.0,7,9,SRB,4.0,MANDIC D,6 - 9,460,SRB,7:40,Saved,0
7,Centre shot,11.0,7,9,SRB,4.0,HOWDEN R,7 - 9,437,AUS,7:17,Goal,1
7,Centre shot,6.0,7,10,SRB,4.0,PIJETLOVIC D,7 - 10,400,SRB,6:40,Goal,1
7,Action shot,11.0,7,10,SRB,4.0,HOWDEN R,7 - 10,371,AUS,6:11,Blocked,0
7,Action shot,8.0,7,10,SRB,4.0,YOUNGER A,7 - 10,350,AUS,5:50,Saved,0
7,5m shot,4.0,7,10,SRB,4.0,UDOVICIC V,7 - 10,324,SRB,5:24,Blocked,0
7,Action shot,10.0,7,11,SRB,4.0,FILIPOVIC F,7 - 11,246,SRB,4:06,Goal,1
7,Centre shot,9.0,7,11,SRB,4.0,SWIFT J,7 - 11,226,AUS,3:46,Saved,0
7,5m shot,4.0,7,12,SRB,4.0,UDOVICIC V,7 - 12,199,SRB,3:19,Goal,1
7,Action shot,11.0,7,12,SRB,4.0,HOWDEN R,7 - 12,170,AUS,2:50,Saved,0
7,Centre shot,7.0,7,13,SRB,4.0,NIKIC S,7 - 13,85,SRB,1:25,Goal,1
7,Extra player shot,6.0,7,13,SRB,4.0,GILCHRIST J,7 - 13,25,AUS,0:25,Saved,0
7,5m shot,6.0,7,13,SRB,4.0,PIJETLOVIC D,7 - 13,8,SRB,0:08,Blocked,0
7,5m shot,3.0,7,13,SRB,4.0,MARTIN M,7 - 13,1,AUS,0:01,Saved,0
