Action,CAN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Action shot,3,7.0,1,5,MNE,2.0,DRASKOVIC D,5 - 3,94,MNE,1:34,Goal,1
5m shot,3,4.0,1,5,MNE,2.0,CONSTANTIN-BICARI,5 - 3,17,CAN,0:17,Missed,0
Action shot,3,5.0,1,5,MNE,2.0,BRGULJAN D,5 - 3,2,MNE,0:02,Saved,0
5m shot,3,6.0,1,5,MNE,3.0,RADOVIC A,5 - 3,451,MNE,7:31,Saved,0
5m shot,3,7.0,1,5,MNE,3.0,DRASKOVIC D,5 - 3,426,MNE,7:06,Blocked,0
5m shot,3,6.0,1,5,MNE,3.0,ROBINSON S,5 - 3,381,CAN,6:21,Saved,0
Action shot,3,4.0,1,6,MNE,3.0,PETKOVIC M,6 - 3,339,MNE,5:39,Goal,1
5m shot,3,12.0,1,6,MNE,3.0,THUMWOOD D,6 - 3,310,CAN,5:10,Saved,0
Action shot,3,8.0,1,6,MNE,3.0,UKROPINA A,6 - 3,284,MNE,4:44,Saved,0
Action shot,3,2.0,1,6,MNE,3.0,BRGULJAN D,6 - 3,261,MNE,4:21,Saved,0
5m shot,3,12.0,1,6,MNE,3.0,THUMWOOD D,6 - 3,233,CAN,3:53,Blocked,0
Action shot,3,8.0,1,6,MNE,3.0,UKROPINA A,6 - 3,211,MNE,3:31,Missed,0
Extra player shot,3,10.0,1,6,MNE,3.0,SOLEIMANIPAK A,6 - 3,191,CAN,3:11,Saved,0
Action shot,3,4.0,1,6,MNE,3.0,PETKOVIC M,6 - 3,166,MNE,2:46,Saved,0
5m shot,4,12.0,1,6,MNE,3.0,THUMWOOD D,6 - 4,135,CAN,2:15,Goal,1
5m shot,4,11.0,1,6,MNE,3.0,TORAKIS G,6 - 4,92,CAN,1:32,Saved,0
Action shot,4,6.0,1,6,MNE,3.0,RADOVIC A,6 - 4,74,MNE,1:14,Post,0
5m shot,4,12.0,1,6,MNE,3.0,THUMWOOD D,6 - 4,51,CAN,0:51,Saved,0
Action shot,4,6.0,1,6,MNE,3.0,RADOVIC A,6 - 4,34,MNE,0:34,Saved,0
5m shot,4,13.0,1,6,MNE,3.0,SCEPANOVIC M,6 - 4,1,MNE,0:01,Missed,0
Centre shot,4,12.0,1,7,MNE,4.0,MURISIC N,7 - 4,456,MNE,7:36,Goal,1
Centre shot,4,5.0,1,8,MNE,4.0,BRGULJAN D,8 - 4,398,MNE,6:38,Goal,1
Action shot,4,5.0,1,8,MNE,4.0,BRGULJAN D,8 - 4,366,MNE,6:06,Saved,0
Action shot,5,10.0,1,8,MNE,4.0,SOLEIMANIPAK A,8 - 5,330,CAN,5:30,Goal,1
5m shot,5,6.0,1,8,MNE,4.0,ROBINSON S,8 - 5,275,CAN,4:35,Saved,0
Counter attack,5,4.0,1,8,MNE,4.0,PETKOVIC M,8 - 5,263,MNE,4:23,Missed,0
5m shot,5,4.0,1,8,MNE,4.0,CONSTANTIN-BICARI,8 - 5,234,CAN,3:54,Post,0
Extra player shot,5,10.0,1,8,MNE,4.0,MISIC S,8 - 5,202,MNE,3:22,Saved,0
Extra player shot,5,10.0,1,8,MNE,4.0,MISIC S,8 - 5,202,MNE,3:22,Missed,0
5m shot,6,4.0,1,8,MNE,4.0,CONSTANTIN-BICARI,8 - 6,174,CAN,2:54,Goal,1
Extra player shot,7,7.0,1,8,MNE,4.0,D'SOUZA R,8 - 7,86,CAN,1:26,Goal,1
Action shot,7,2.0,1,8,MNE,4.0,BRGULJAN D,8 - 7,57,MNE,0:57,Blocked,0
Extra player shot,8,11.0,1,8,MNE,4.0,TORAKIS G,8 - 8,21,CAN,0:21,Goal,1
Action shot,0,2.0,2,0,KAZ,1.0,MEDVEDEV Y,0 - 0,452,KAZ,7:32,Saved,0
Extra player shot,0,9.0,2,0,KAZ,1.0,UKUMANOV R,0 - 0,431,KAZ,7:11,Saved,0
Action shot,0,7.0,2,0,KAZ,1.0,SHAKENOV M,0 - 0,425,KAZ,7:05,Saved,0
Action shot,0,2.0,2,0,KAZ,1.0,MEDVEDEV Y,0 - 0,375,KAZ,6:15,Saved,0
Extra player shot,0,11.0,2,0,KAZ,1.0,TORAKIS G,0 - 0,309,CAN,5:09,Saved,0
5m shot,0,9.0,2,1,KAZ,1.0,UKUMANOV R,0 - 1,282,KAZ,4:42,Goal,1
Extra player shot,1,12.0,2,1,KAZ,1.0,THUMWOOD D,1 - 1,253,CAN,4:13,Goal,1
5m shot,1,11.0,2,1,KAZ,1.0,TORAKIS G,1 - 1,161,CAN,2:41,Post,0
5m shot,1,9.0,2,1,KAZ,1.0,UKUMANOV R,1 - 1,132,KAZ,2:12,Post,0
Action shot,1,9.0,2,1,KAZ,1.0,UKUMANOV R,1 - 1,117,KAZ,1:57,Saved,0
Extra player shot,1,2.0,2,2,KAZ,1.0,MEDVEDEV Y,1 - 2,83,KAZ,1:23,Goal,1
Penalty shot,2,10.0,2,2,KAZ,1.0,SOLEIMANIPAK A,2 - 2,68,CAN,1:08,Goal,1
Action shot,2,2.0,2,2,KAZ,1.0,MEDVEDEV Y,2 - 2,40,KAZ,0:40,Saved,0
Action shot,2,7.0,2,2,KAZ,1.0,SHAKENOV M,2 - 2,3,KAZ,0:03,Saved,0
5m shot,2,12.0,2,2,KAZ,1.0,THUMWOOD D,2 - 2,1,CAN,0:01,Missed,0
Action shot,2,9.0,2,2,KAZ,2.0,UKUMANOV R,2 - 2,451,KAZ,7:31,Saved,0
Centre shot,3,4.0,2,2,KAZ,2.0,CONSTANTIN-BICARI,3 - 2,387,CAN,6:27,Goal,1
Extra player shot,3,7.0,2,2,KAZ,2.0,SHAKENOV M,3 - 2,347,KAZ,5:47,Post,0
Action shot,3,4.0,2,2,KAZ,2.0,PILIPENKO R,3 - 2,324,KAZ,5:24,Missed,0
Action shot,3,10.0,2,2,KAZ,2.0,SOLEIMANIPAK A,3 - 2,300,CAN,5:00,Missed,0
Centre shot,3,10.0,2,3,KAZ,2.0,RUDAY M,3 - 3,274,KAZ,4:34,Goal,1
Action shot,3,9.0,2,3,KAZ,2.0,UKUMANOV R,3 - 3,219,KAZ,3:39,Blocked,0
Action shot,3,8.0,2,3,KAZ,2.0,LAPINS D,3 - 3,178,CAN,2:58,Saved,0
Extra player shot,3,2.0,2,4,KAZ,2.0,MEDVEDEV Y,3 - 4,134,KAZ,2:14,Goal,1
Centre shot,3,4.0,2,4,KAZ,2.0,CONSTANTIN-BICARI,3 - 4,104,CAN,1:44,Saved,0
5m shot,3,7.0,2,4,KAZ,2.0,D'SOUZA R,3 - 4,90,CAN,1:30,Missed,0
5m shot,3,9.0,2,5,KAZ,2.0,UKUMANOV R,3 - 5,67,KAZ,1:07,Goal,1
Centre shot,8,9.0,2,10,KAZ,4.0,UKUMANOV R,8 - 10,136,KAZ,2:16,Goal,1
Action shot,9,6.0,2,10,KAZ,4.0,ROBINSON S,9 - 10,98,CAN,1:38,Goal,1
Action shot,4,12.0,2,5,KAZ,2.0,THUMWOOD D,4 - 5,44,CAN,0:44,Goal,1
Action shot,4,6.0,2,5,KAZ,2.0,SHMIDER A,4 - 5,14,KAZ,0:14,Blocked,0
Penalty shot,5,12.0,2,5,KAZ,2.0,THUMWOOD D,5 - 5,3,CAN,0:03,Goal,1
Action shot,5,6.0,2,5,KAZ,3.0,SHMIDER A,5 - 5,456,KAZ,7:36,Blocked,0
5m shot,5,9.0,2,5,KAZ,3.0,UKUMANOV R,5 - 5,409,KAZ,6:49,Saved,0
Centre shot,6,4.0,2,5,KAZ,3.0,CONSTANTIN-BICARI,6 - 5,362,CAN,6:02,Goal,1
Action shot,6,2.0,2,6,KAZ,3.0,MEDVEDEV Y,6 - 6,321,KAZ,5:21,Goal,1
Extra player shot,7,4.0,2,6,KAZ,3.0,CONSTANTIN-BICARI,7 - 6,290,CAN,4:50,Goal,1
5m shot,7,4.0,2,6,KAZ,3.0,CONSTANTIN-BICARI,7 - 6,206,CAN,3:26,Missed,0
5m shot,7,2.0,2,7,KAZ,3.0,MEDVEDEV Y,7 - 7,179,KAZ,2:59,Goal,1
5m shot,7,2.0,2,7,KAZ,3.0,PATTERSON G,7 - 7,150,CAN,2:30,Post,0
Action shot,7,8.0,2,7,KAZ,3.0,VERDESH Y,7 - 7,78,KAZ,1:18,Post,0
Action shot,8,12.0,2,7,KAZ,3.0,THUMWOOD D,8 - 7,72,CAN,1:12,Goal,1
Extra player shot,8,7.0,2,7,KAZ,3.0,SHAKENOV M,8 - 7,35,KAZ,0:35,Missed,0
Action shot,8,12.0,2,8,KAZ,4.0,TURLYKHANOV B,8 - 8,464,KAZ,7:44,Goal,1
Action shot,8,6.0,2,8,KAZ,4.0,ROBINSON S,8 - 8,442,CAN,7:22,Post,0
Action shot,8,9.0,2,9,KAZ,4.0,UKUMANOV R,8 - 9,417,KAZ,6:57,Goal,1
Extra player shot,8,12.0,2,9,KAZ,4.0,THUMWOOD D,8 - 9,394,CAN,6:34,Post,0
5m shot,8,12.0,2,9,KAZ,4.0,THUMWOOD D,8 - 9,384,CAN,6:24,Blocked,0
5m shot,8,9.0,2,9,KAZ,4.0,UKUMANOV R,8 - 9,306,KAZ,5:06,Missed,0
Action shot,8,7.0,2,9,KAZ,4.0,D'SOUZA R,8 - 9,282,CAN,4:42,Missed,0
5m shot,8,7.0,2,9,KAZ,4.0,SHAKENOV M,8 - 9,252,KAZ,4:12,Missed,0
5m shot,8,10.0,2,9,KAZ,4.0,SOLEIMANIPAK A,8 - 9,220,CAN,3:40,Saved,0
5m shot,8,4.0,2,9,KAZ,4.0,PILIPENKO R,8 - 9,189,KAZ,3:09,Blocked,0
Extra player shot,8,5.0,2,9,KAZ,4.0,HALAJIAN M,8 - 9,150,CAN,2:30,Missed,0
Action shot,8,4.0,2,9,KAZ,4.0,CONSTANTIN-BICARI,8 - 9,53,CAN,0:53,Saved,0
5m shot,0,11.0,3,0,BRA,1.0,TORAKIS G,0 - 0,403,CAN,6:43,Missed,0
5m shot,0,9.0,3,0,BRA,1.0,ROCHA B,0 - 0,375,BRA,6:15,Missed,0
Extra player shot,0,6.0,3,0,BRA,1.0,ROBINSON S,0 - 0,336,CAN,5:36,Saved,0
Extra player shot,0,12.0,3,1,BRA,1.0,FREITAS R,1 - 0,294,BRA,4:54,Goal,1
Action shot,0,12.0,3,1,BRA,1.0,THUMWOOD D,1 - 0,271,CAN,4:31,Post,0
Centre shot,1,4.0,3,1,BRA,1.0,CONSTANTIN-BICARI,1 - 1,269,CAN,4:29,Goal,1
5m shot,1,11.0,3,1,BRA,1.0,GUIMARAES G,1 - 1,242,BRA,4:02,Missed,0
Extra player shot,1,8.0,3,1,BRA,1.0,STELLET M,1 - 1,174,BRA,2:54,Saved,0
5m shot,1,4.0,3,1,BRA,1.0,COUTINHO G,1 - 1,124,BRA,2:04,Post,0
Extra player shot,2,12.0,3,1,BRA,1.0,THUMWOOD D,1 - 2,84,CAN,1:24,Goal,1
5m shot,2,2.0,3,1,BRA,1.0,CRUZ A,1 - 2,53,BRA,0:53,Saved,0
Centre shot,2,4.0,3,1,BRA,1.0,CONSTANTIN-BICARI,1 - 2,29,CAN,0:29,Saved,0
Action shot,2,11.0,3,1,BRA,2.0,TORAKIS G,1 - 2,456,CAN,7:36,Saved,0
Action shot,2,11.0,3,1,BRA,2.0,GUIMARAES G,1 - 2,417,BRA,6:57,Post,0
5m shot,2,8.0,3,1,BRA,2.0,LAPINS D,1 - 2,393,CAN,6:33,Blocked,0
Action shot,3,11.0,3,1,BRA,2.0,TORAKIS G,1 - 3,347,CAN,5:47,Goal,1
Penalty shot,3,11.0,3,2,BRA,2.0,GUIMARAES G,2 - 3,324,BRA,5:24,Goal,1
5m shot,3,4.0,3,3,BRA,2.0,COUTINHO G,3 - 3,282,BRA,4:42,Goal,1
Action shot,4,7.0,3,3,BRA,2.0,D'SOUZA R,3 - 4,255,CAN,4:15,Goal,1
Centre shot,4,7.0,3,4,BRA,2.0,STELLET P,4 - 4,240,BRA,4:00,Goal,1
Action shot,4,6.0,3,4,BRA,2.0,ROBINSON S,4 - 4,210,CAN,3:30,Missed,0
Centre shot,4,5.0,3,4,BRA,2.0,SILVA L,4 - 4,188,BRA,3:08,Post,0
5m shot,4,11.0,3,4,BRA,2.0,TORAKIS G,4 - 4,157,CAN,2:37,Saved,0
Extra player shot,4,12.0,3,4,BRA,2.0,THUMWOOD D,4 - 4,123,CAN,2:03,Saved,0
5m shot,4,7.0,3,4,BRA,2.0,D'SOUZA R,4 - 4,22,CAN,0:22,Missed,0
5m shot,4,11.0,3,4,BRA,2.0,GUIMARAES G,4 - 4,1,BRA,0:01,Post,0
Extra player shot,4,2.0,3,5,BRA,3.0,CRUZ A,5 - 4,439,BRA,7:19,Goal,1
Centre shot,5,5.0,3,5,BRA,3.0,HALAJIAN M,5 - 5,398,CAN,6:38,Goal,1
5m shot,5,12.0,3,5,BRA,3.0,FREITAS R,5 - 5,352,BRA,5:52,Missed,0
Action shot,5,5.0,3,5,BRA,3.0,HALAJIAN M,5 - 5,326,CAN,5:26,Missed,0
5m shot,5,9.0,3,5,BRA,3.0,ROCHA B,5 - 5,259,BRA,4:19,Saved,0
5m shot,5,7.0,3,5,BRA,3.0,D'SOUZA R,5 - 5,244,CAN,4:04,Saved,0
5m shot,5,4.0,3,5,BRA,3.0,COUTINHO G,5 - 5,220,BRA,3:40,Blocked,0
Action shot,5,4.0,3,5,BRA,3.0,COUTINHO G,5 - 5,192,BRA,3:12,Missed,0
Extra player shot,6,10.0,3,5,BRA,3.0,SOLEIMANIPAK A,5 - 6,166,CAN,2:46,Goal,1
5m shot,6,4.0,3,5,BRA,3.0,COUTINHO G,5 - 6,141,BRA,2:21,Missed,0
Centre shot,6,8.0,3,5,BRA,3.0,LAPINS D,5 - 6,74,CAN,1:14,Post,0
Action shot,6,2.0,3,5,BRA,3.0,CRUZ A,5 - 6,40,BRA,0:40,Saved,0
Extra player shot,6,10.0,3,5,BRA,3.0,SOLEIMANIPAK A,5 - 6,3,CAN,0:03,Saved,0
Action shot,6,2.0,3,5,BRA,4.0,CRUZ A,5 - 6,422,BRA,7:02,Blocked,0
Extra player shot,6,6.0,3,5,BRA,4.0,ROBINSON S,5 - 6,390,CAN,6:30,Blocked,0
5m shot,6,11.0,3,5,BRA,4.0,GUIMARAES G,5 - 6,365,BRA,6:05,Saved,0
Centre shot,6,4.0,3,5,BRA,4.0,CONSTANTIN-BICARI,5 - 6,344,CAN,5:44,Missed,0
Extra player shot,6,4.0,3,6,BRA,4.0,COUTINHO G,6 - 6,306,BRA,5:06,Goal,1
Centre shot,6,4.0,3,6,BRA,4.0,CONSTANTIN-BICARI,6 - 6,286,CAN,4:46,Blocked,0
5m shot,6,12.0,3,6,BRA,4.0,FREITAS R,6 - 6,257,BRA,4:17,Saved,0
Action shot,6,12.0,3,6,BRA,4.0,THUMWOOD D,6 - 6,230,CAN,3:50,Saved,0
Centre shot,6,11.0,3,6,BRA,4.0,GUIMARAES G,6 - 6,208,BRA,3:28,Saved,0
Action shot,6,6.0,3,6,BRA,4.0,ROBINSON S,6 - 6,183,CAN,3:03,Missed,0
5m shot,6,12.0,3,6,BRA,4.0,FREITAS R,6 - 6,155,BRA,2:35,Saved,0
Action shot,6,12.0,3,6,BRA,4.0,FREITAS R,6 - 6,119,BRA,1:59,Missed,0
Action shot,6,6.0,3,6,BRA,4.0,ROBINSON S,6 - 6,97,CAN,1:37,Post,0
Action shot,6,10.0,3,6,BRA,4.0,SOLEIMANIPAK A,6 - 6,23,CAN,0:23,Blocked,0
Action shot,6,11.0,3,6,BRA,4.0,GUIMARAES G,6 - 6,1,BRA,0:01,Saved,0
Extra player shot,1,12.0,4,0,FRA,1.0,THUMWOOD D,1 - 0,423,CAN,7:03,Goal,1
5m shot,1,7.0,4,0,FRA,1.0,CROUSILLAT U,1 - 0,389,FRA,6:29,Blocked,0
5m shot,1,9.0,4,1,FRA,1.0,MARZOUKI M,1 - 1,375,FRA,6:15,Goal,1
5m shot,1,7.0,4,1,FRA,1.0,D'SOUZA R,1 - 1,350,CAN,5:50,Post,0
5m shot,1,12.0,4,1,FRA,1.0,THUMWOOD D,1 - 1,307,CAN,5:07,Saved,0
Extra player shot,1,12.0,4,1,FRA,1.0,THUMWOOD D,1 - 1,259,CAN,4:19,Saved,0
Penalty shot,2,12.0,4,1,FRA,1.0,THUMWOOD D,2 - 1,239,CAN,3:59,Goal,1
Action shot,2,6.0,4,1,FRA,1.0,ROBINSON S,2 - 1,181,CAN,3:01,Blocked,0
5m shot,3,10.0,4,1,FRA,1.0,SOLEIMANIPAK A,3 - 1,176,CAN,2:56,Goal,1
Extra player shot,3,3.0,4,2,FRA,1.0,KOVACEVIC I,3 - 2,145,FRA,2:25,Goal,1
Action shot,3,6.0,4,2,FRA,1.0,ROBINSON S,3 - 2,114,CAN,1:54,Saved,0
Counter attack,3,6.0,4,3,FRA,1.0,SIMON T,3 - 3,108,FRA,1:48,Goal,1
Extra player shot,3,8.0,4,3,FRA,1.0,LAPINS D,3 - 3,77,CAN,1:17,Saved,0
5m shot,3,3.0,4,3,FRA,1.0,KOVACEVIC I,3 - 3,49,FRA,0:49,Post,0
5m shot,4,7.0,4,3,FRA,1.0,D'SOUZA R,4 - 3,28,CAN,0:28,Goal,1
Action shot,4,11.0,4,3,FRA,1.0,PEISSON M,4 - 3,2,FRA,0:02,Missed,0
Action shot,4,7.0,4,3,FRA,2.0,CROUSILLAT U,4 - 3,409,FRA,6:49,Saved,0
5m shot,4,9.0,4,3,FRA,2.0,MARZOUKI M,4 - 3,387,FRA,6:27,Post,0
Action shot,4,6.0,4,3,FRA,2.0,ROBINSON S,4 - 3,368,CAN,6:08,Saved,0
Penalty shot,4,9.0,4,4,FRA,2.0,MARZOUKI M,4 - 4,359,FRA,5:59,Goal,1
5m shot,4,11.0,4,4,FRA,2.0,TORAKIS G,4 - 4,330,CAN,5:30,Blocked,0
Action shot,4,11.0,4,4,FRA,2.0,PEISSON M,4 - 4,302,FRA,5:02,Post,0
Extra player shot,4,5.0,4,4,FRA,2.0,GUILLAUME D,4 - 4,262,FRA,4:22,Saved,0
Action shot,4,7.0,4,5,FRA,2.0,CROUSILLAT U,4 - 5,219,FRA,3:39,Goal,1
Centre shot,5,4.0,4,5,FRA,2.0,CONSTANTIN-BICARI,5 - 5,191,CAN,3:11,Goal,1
Action shot,5,9.0,4,5,FRA,2.0,MARZOUKI M,5 - 5,129,FRA,2:09,Missed,0
Action shot,5,4.0,4,5,FRA,4.0,CONSTANTIN-BICARI,5 - 5,258,CAN,4:18,Saved,0
Action shot,6,5.0,4,10,FRA,4.0,GUILLAUME D,6 - 10,240,FRA,4:00,Goal,1
5m shot,6,12.0,4,10,FRA,4.0,THUMWOOD D,6 - 10,213,CAN,3:33,Saved,0
5m shot,6,11.0,4,10,FRA,4.0,TORAKIS G,6 - 10,153,CAN,2:33,Saved,0
5m shot,6,12.0,4,10,FRA,4.0,THUMWOOD D,6 - 10,129,CAN,2:09,Saved,0
Action shot,6,12.0,4,10,FRA,2.0,THUMWOOD D,6 - 10,43,CAN,0:43,Blocked,0
5m shot,6,4.0,4,10,FRA,3.0,CONSTANTIN-BICARI,6 - 10,413,CAN,6:53,Post,0
Extra player shot,6,5.0,4,10,FRA,3.0,GUILLAUME D,6 - 10,376,FRA,6:16,Post,0
5m shot,5,9.0,4,6,FRA,3.0,MARZOUKI M,5 - 6,373,FRA,6:13,Goal,1
Extra player shot,5,4.0,4,6,FRA,3.0,CONSTANTIN-BICARI,5 - 6,346,CAN,5:46,Missed,0
5m shot,5,3.0,4,6,FRA,3.0,KOVACEVIC I,5 - 6,312,FRA,5:12,Saved,0
5m shot,5,7.0,4,6,FRA,3.0,CROUSILLAT U,5 - 6,246,FRA,4:06,Saved,0
5m shot,5,11.0,4,6,FRA,3.0,TORAKIS G,5 - 6,224,CAN,3:44,Post,0
Action shot,5,11.0,4,7,FRA,3.0,PEISSON M,5 - 7,149,FRA,2:29,Goal,1
Extra player shot,6,2.0,4,7,FRA,3.0,PATTERSON G,6 - 7,120,CAN,2:00,Goal,1
5m shot,6,7.0,4,7,FRA,3.0,CROUSILLAT U,6 - 7,95,FRA,1:35,Saved,0
Action shot,6,6.0,4,7,FRA,3.0,SIMON T,6 - 7,24,FRA,0:24,Missed,0
5m shot,6,4.0,4,7,FRA,3.0,CONSTANTIN-BICARI,6 - 7,10,CAN,0:10,Blocked,0
5m shot,6,6.0,4,7,FRA,3.0,ROBINSON S,6 - 7,10,CAN,0:10,Missed,0
Centre shot,6,11.0,4,7,FRA,4.0,PEISSON M,6 - 7,435,FRA,7:15,Saved,0
Extra player shot,6,7.0,4,8,FRA,4.0,CROUSILLAT U,6 - 8,378,FRA,6:18,Goal,1
Centre shot,6,4.0,4,8,FRA,4.0,CONSTANTIN-BICARI,6 - 8,352,CAN,5:52,Missed,0
5m shot,6,7.0,4,8,FRA,4.0,CROUSILLAT U,6 - 8,335,FRA,5:35,Saved,0
5m shot,6,10.0,4,8,FRA,4.0,SOLEIMANIPAK A,6 - 8,307,CAN,5:07,Saved,0
Counter attack,6,7.0,4,9,FRA,4.0,CROUSILLAT U,6 - 9,298,FRA,4:58,Goal,1
5m shot,6,9.0,4,9,FRA,4.0,MARZOUKI M,6 - 9,77,FRA,1:17,Post,0
5m shot,0,8.0,5,1,RSA,1.0,RODDA N,0 - 1,453,RSA,7:33,Goal,1
Penalty shot,0,12.0,5,1,RSA,1.0,THUMWOOD D,0 - 1,438,CAN,7:18,Missed,0
Action shot,0,2.0,5,2,RSA,1.0,le ROUX E,0 - 2,357,RSA,5:57,Goal,1
Centre shot,1,4.0,5,2,RSA,1.0,CONSTANTIN-BICARI,1 - 2,337,CAN,5:37,Goal,1
Action shot,1,2.0,5,2,RSA,1.0,le ROUX E,1 - 2,310,RSA,5:10,Missed,0
5m shot,1,10.0,5,2,RSA,1.0,SOLEIMANIPAK A,1 - 2,293,CAN,4:53,Saved,0
Action shot,1,7.0,5,2,RSA,1.0,RABIE L,1 - 2,271,RSA,4:31,Saved,0
5m shot,1,7.0,5,2,RSA,1.0,D'SOUZA R,1 - 2,218,CAN,3:38,Blocked,0
Action shot,1,5.0,5,2,RSA,1.0,BROWN C,1 - 2,199,RSA,3:19,Saved,0
5m shot,1,8.0,5,2,RSA,1.0,LAPINS D,1 - 2,170,CAN,2:50,Blocked,0
5m shot,1,6.0,5,2,RSA,1.0,de CARVALHO J,1 - 2,141,RSA,2:21,Missed,0
Action shot,1,8.0,5,2,RSA,1.0,RODDA N,1 - 2,102,RSA,1:42,Blocked,0
Action shot,1,6.0,5,2,RSA,1.0,ROBINSON S,1 - 2,81,CAN,1:21,Saved,0
5m shot,1,10.0,5,2,RSA,1.0,SOLEIMANIPAK A,1 - 2,60,CAN,1:00,Saved,0
Action shot,1,10.0,5,2,RSA,1.0,SOLEIMANIPAK A,1 - 2,36,CAN,0:36,Post,0
5m shot,1,12.0,5,2,RSA,1.0,OLVER R,1 - 2,11,RSA,0:11,Saved,0
5m shot,1,2.0,5,2,RSA,1.0,PATTERSON G,1 - 2,1,CAN,0:01,Saved,0
Centre shot,1,4.0,5,2,RSA,2.0,CONSTANTIN-BICARI,1 - 2,428,CAN,7:08,Saved,0
5m shot,1,2.0,5,2,RSA,2.0,le ROUX E,1 - 2,393,RSA,6:33,Blocked,0
Centre shot,1,3.0,5,2,RSA,2.0,CARD D,1 - 2,375,RSA,6:15,Saved,0
Extra player shot,1,12.0,5,2,RSA,2.0,THUMWOOD D,1 - 2,300,CAN,5:00,Saved,0
Action shot,2,4.0,5,2,RSA,2.0,CONSTANTIN-BICARI,2 - 2,289,CAN,4:49,Goal,1
Extra player shot,2,10.0,5,3,RSA,2.0,le ROUX P,2 - 3,264,RSA,4:24,Goal,1
Penalty shot,3,11.0,5,3,RSA,2.0,TORAKIS G,3 - 3,250,CAN,4:10,Goal,1
Extra player shot,3,2.0,5,3,RSA,2.0,PATTERSON G,3 - 3,198,CAN,3:18,Saved,0
5m shot,3,12.0,5,3,RSA,2.0,THUMWOOD D,3 - 3,191,CAN,3:11,Blocked,0
Action shot,3,7.0,5,3,RSA,2.0,RABIE L,3 - 3,164,RSA,2:44,Saved,0
Centre shot,4,4.0,5,3,RSA,2.0,CONSTANTIN-BICARI,4 - 3,135,CAN,2:15,Goal,1
Counter attack,5,4.0,5,3,RSA,2.0,CONSTANTIN-BICARI,5 - 3,110,CAN,1:50,Goal,1
Extra player shot,5,10.0,5,3,RSA,2.0,le ROUX P,5 - 3,76,RSA,1:16,Missed,0
5m shot,5,11.0,5,3,RSA,2.0,TORAKIS G,5 - 3,65,CAN,1:05,Missed,0
5m shot,5,7.0,5,3,RSA,4.0,RABIE L,5 - 3,264,RSA,4:24,Saved,0
Action shot,5,8.0,5,3,RSA,4.0,RODDA N,5 - 3,187,RSA,3:07,Saved,0
Extra player shot,9,2.0,5,5,RSA,4.0,le ROUX E,9 - 5,165,RSA,2:45,Goal,1
Centre shot,9,8.0,5,5,RSA,2.0,RODDA N,9 - 5,16,RSA,0:16,Post,0
5m shot,9,2.0,5,5,RSA,3.0,le ROUX E,9 - 5,431,RSA,7:11,Saved,0
