Action,CAN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
20 sec. exclusion in centre,1,10.0,3,1,BRA,1.0,SOLEIMANIPAK A,1 - 1,192,CAN,3:12
Extra player shot - Saved,1,8.0,3,1,BRA,1.0,STELLET M,1 - 1,174,BRA,2:54
Turnover foul,1,10.0,3,1,BRA,1.0,SOLEIMANIPAK A,1 - 1,151,CAN,2:31
Steal,1,1.0,3,1,BRA,1.0,SORO S,1 - 1,151,BRA,2:31
5m shot - Post,1,4.0,3,1,BRA,1.0,COUTINHO G,1 - 1,124,BRA,2:04
20 sec. exclusion in centre,1,8.0,3,1,BRA,1.0,STELLET M,1 - 1,98,BRA,1:38
Time-Out,1,,3,1,BRA,1.0,,1 - 1,98,CAN,1:38
Extra player shot - Goal,2,12.0,3,1,BRA,1.0,THUMWOOD D,1 - 2,84,CAN,1:24
5m shot - Saved,2,2.0,3,1,BRA,1.0,CRUZ A,1 - 2,53,BRA,0:53
Centre shot - Saved,2,4.0,3,1,BRA,1.0,CONSTANTIN-BICARI,1 - 2,29,CAN,0:29
Time-Out,2,,3,1,BRA,1.0,,1 - 2,25,BRA,0:25
Turnover foul,2,4.0,3,1,BRA,1.0,COUTINHO G,1 - 2,1,BRA,0:01
Starting goalkeeper,2,1.0,3,1,BRA,2.0,SORO S,1 - 2,480,BRA,8:00
Starting goalkeeper,2,1.0,3,1,BRA,2.0,RADENOVIC M,1 - 2,480,CAN,8:00
Sprint won possession,2,5.0,3,1,BRA,2.0,HALAJIAN M,1 - 2,480,CAN,8:00
Action shot - Saved,2,11.0,3,1,BRA,2.0,TORAKIS G,1 - 2,456,CAN,7:36
Turnover foul,2,4.0,3,1,BRA,2.0,CONSTANTIN-BICARI,1 - 2,433,CAN,7:13
Steal,2,9.0,3,1,BRA,2.0,ROCHA B,1 - 2,433,BRA,7:13
Action shot - Post,2,11.0,3,1,BRA,2.0,GUIMARAES G,1 - 2,417,BRA,6:57
5m shot - Blocked,2,8.0,3,1,BRA,2.0,LAPINS D,1 - 2,393,CAN,6:33
Turnover foul,2,11.0,3,1,BRA,2.0,GUIMARAES G,1 - 2,374,BRA,6:14
20 sec. exclusion in field,2,11.0,3,1,BRA,2.0,GUIMARAES G,1 - 2,371,BRA,6:11
Action shot - Goal,3,11.0,3,1,BRA,2.0,TORAKIS G,1 - 3,347,CAN,5:47
Penalty foul,3,9.0,3,1,BRA,2.0,RADOJCIC D,1 - 3,324,CAN,5:24
Penalty shot - Goal,3,11.0,3,2,BRA,2.0,GUIMARAES G,2 - 3,324,BRA,5:24
Turnover foul,3,8.0,3,2,BRA,2.0,LAPINS D,2 - 3,299,CAN,4:59
5m shot - Goal,3,4.0,3,3,BRA,2.0,COUTINHO G,3 - 3,282,BRA,4:42
Action shot - Goal,4,7.0,3,3,BRA,2.0,D'SOUZA R,3 - 4,255,CAN,4:15
Centre shot - Goal,4,7.0,3,4,BRA,2.0,STELLET P,4 - 4,240,BRA,4:00
Action shot - Missed,4,6.0,3,4,BRA,2.0,ROBINSON S,4 - 4,210,CAN,3:30
Centre shot - Post,4,5.0,3,4,BRA,2.0,SILVA L,4 - 4,188,BRA,3:08
5m shot - Saved,4,11.0,3,4,BRA,2.0,TORAKIS G,4 - 4,157,CAN,2:37
Turnover foul,4,2.0,3,4,BRA,2.0,CRUZ A,4 - 4,139,BRA,2:19
Steal,4,7.0,3,4,BRA,2.0,D'SOUZA R,4 - 4,139,CAN,2:19
20 sec. exclusion in field,4,4.0,3,4,BRA,2.0,COUTINHO G,4 - 4,139,BRA,2:19
Time-Out,4,,3,4,BRA,2.0,,4 - 4,139,CAN,2:19
Extra player shot - Saved,4,12.0,3,4,BRA,2.0,THUMWOOD D,4 - 4,123,CAN,2:03
Turnover foul,4,11.0,3,4,BRA,2.0,GUIMARAES G,4 - 4,98,BRA,1:38
Steal,4,12.0,3,4,BRA,2.0,THUMWOOD D,4 - 4,98,CAN,1:38
Turnover foul,4,6.0,3,4,BRA,2.0,ROBINSON S,4 - 4,79,CAN,1:19
Steal,4,11.0,3,4,BRA,2.0,GUIMARAES G,4 - 4,79,BRA,1:19
Time-Out,4,,3,4,BRA,2.0,,4 - 4,76,BRA,1:16
Turnover foul,4,4.0,3,4,BRA,2.0,COUTINHO G,4 - 4,47,BRA,0:47
Steal,4,7.0,3,4,BRA,2.0,D'SOUZA R,4 - 4,47,CAN,0:47
5m shot - Missed,4,7.0,3,4,BRA,2.0,D'SOUZA R,4 - 4,22,CAN,0:22
5m shot - Post,4,11.0,3,4,BRA,2.0,GUIMARAES G,4 - 4,1,BRA,0:01
Starting goalkeeper,4,1.0,3,4,BRA,3.0,SORO S,4 - 4,480,BRA,8:00
Starting goalkeeper,4,1.0,3,4,BRA,3.0,RADENOVIC M,4 - 4,480,CAN,8:00
Sprint won possession,4,2.0,3,4,BRA,3.0,CRUZ A,4 - 4,480,BRA,8:00
20 sec. exclusion in centre,4,11.0,3,4,BRA,3.0,TORAKIS G,4 - 4,455,CAN,7:35
20 sec. exclusion in centre,4,4.0,3,4,BRA,3.0,CONSTANTIN-BICARI,4 - 4,445,CAN,7:25
Extra player shot - Goal,4,2.0,3,5,BRA,3.0,CRUZ A,5 - 4,439,BRA,7:19
20 sec. exclusion in centre,4,3.0,3,5,BRA,3.0,ALMEIDA G,5 - 4,419,BRA,6:59
Centre shot - Goal,5,5.0,3,5,BRA,3.0,HALAJIAN M,5 - 5,398,CAN,6:38
20 sec. exclusion in centre,5,11.0,3,5,BRA,3.0,TORAKIS G,5 - 5,378,CAN,6:18
Exclusion with substitution,5,11.0,3,5,BRA,3.0,TORAKIS G,5 - 5,378,CAN,6:18
5m shot - Missed,5,12.0,3,5,BRA,3.0,FREITAS R,5 - 5,352,BRA,5:52
Action shot - Missed,5,5.0,3,5,BRA,3.0,HALAJIAN M,5 - 5,326,CAN,5:26
5m shot - Saved,5,9.0,3,5,BRA,3.0,ROCHA B,5 - 5,259,BRA,4:19
5m shot - Saved,5,7.0,3,5,BRA,3.0,D'SOUZA R,5 - 5,244,CAN,4:04
5m shot - Blocked,5,4.0,3,5,BRA,3.0,COUTINHO G,5 - 5,220,BRA,3:40
Action shot - Missed,5,4.0,3,5,BRA,3.0,COUTINHO G,5 - 5,192,BRA,3:12
20 sec. exclusion in field,5,4.0,3,5,BRA,3.0,COUTINHO G,5 - 5,184,BRA,3:04
Time-Out,5,,3,5,BRA,3.0,,5 - 5,184,CAN,3:04
Extra player shot - Goal,6,10.0,3,5,BRA,3.0,SOLEIMANIPAK A,5 - 6,166,CAN,2:46
5m shot - Missed,6,4.0,3,5,BRA,3.0,COUTINHO G,5 - 6,141,BRA,2:21
Turnover foul,6,10.0,3,5,BRA,3.0,SOLEIMANIPAK A,5 - 6,122,CAN,2:02
Steal,6,4.0,3,5,BRA,3.0,COUTINHO G,5 - 6,122,BRA,2:02
Turnover foul,6,10.0,3,5,BRA,3.0,CARRULO H,5 - 6,102,BRA,1:42
Centre shot - Post,6,8.0,3,5,BRA,3.0,LAPINS D,5 - 6,74,CAN,1:14
Action shot - Saved,6,2.0,3,5,BRA,3.0,CRUZ A,5 - 6,40,BRA,0:40
20 sec. exclusion in centre,6,3.0,3,5,BRA,3.0,ALMEIDA G,5 - 6,18,BRA,0:18
Extra player shot - Saved,6,10.0,3,5,BRA,3.0,SOLEIMANIPAK A,5 - 6,3,CAN,0:03
Starting goalkeeper,6,1.0,3,5,BRA,4.0,SORO S,5 - 6,480,BRA,8:00
Starting goalkeeper,6,1.0,3,5,BRA,4.0,RADENOVIC M,5 - 6,480,CAN,8:00
Sprint won possession,6,5.0,3,5,BRA,4.0,HALAJIAN M,5 - 6,480,CAN,8:00
Turnover foul,6,4.0,3,5,BRA,4.0,CONSTANTIN-BICARI,5 - 6,451,CAN,7:31
Steal,6,11.0,3,5,BRA,4.0,GUIMARAES G,5 - 6,451,BRA,7:31
Action shot - Blocked,6,2.0,3,5,BRA,4.0,CRUZ A,5 - 6,422,BRA,7:02
20 sec. exclusion in centre,6,9.0,3,5,BRA,4.0,ROCHA B,5 - 6,408,BRA,6:48
Extra player shot - Blocked,6,6.0,3,5,BRA,4.0,ROBINSON S,5 - 6,390,CAN,6:30
5m shot - Saved,6,11.0,3,5,BRA,4.0,GUIMARAES G,5 - 6,365,BRA,6:05
Centre shot - Missed,6,4.0,3,5,BRA,4.0,CONSTANTIN-BICARI,5 - 6,344,CAN,5:44
20 sec. exclusion in field,6,9.0,3,5,BRA,4.0,RADOJCIC D,5 - 6,320,CAN,5:20
Extra player shot - Goal,6,4.0,3,6,BRA,4.0,COUTINHO G,6 - 6,306,BRA,5:06
Centre shot - Blocked,6,4.0,3,6,BRA,4.0,CONSTANTIN-BICARI,6 - 6,286,CAN,4:46
5m shot - Saved,6,12.0,3,6,BRA,4.0,FREITAS R,6 - 6,257,BRA,4:17
Action shot - Saved,6,12.0,3,6,BRA,4.0,THUMWOOD D,6 - 6,230,CAN,3:50
Centre shot - Saved,6,11.0,3,6,BRA,4.0,GUIMARAES G,6 - 6,208,BRA,3:28
Action shot - Missed,6,6.0,3,6,BRA,4.0,ROBINSON S,6 - 6,183,CAN,3:03
5m shot - Saved,6,12.0,3,6,BRA,4.0,FREITAS R,6 - 6,155,BRA,2:35
20 sec. exclusion in centre,6,4.0,3,6,BRA,4.0,CONSTANTIN-BICARI,6 - 6,141,CAN,2:21
Time-Out,6,,3,6,BRA,4.0,,6 - 6,141,BRA,2:21
Action shot - Missed,6,12.0,3,6,BRA,4.0,FREITAS R,6 - 6,119,BRA,1:59
Action shot - Post,6,6.0,3,6,BRA,4.0,ROBINSON S,6 - 6,97,CAN,1:37
Turnover foul,6,4.0,3,6,BRA,4.0,COUTINHO G,6 - 6,67,BRA,1:07
Steal,6,6.0,3,6,BRA,4.0,ROBINSON S,6 - 6,67,CAN,1:07
20 sec. exclusion in centre,6,7.0,3,6,BRA,4.0,STELLET P,6 - 6,48,BRA,0:48
Time-Out,6,,3,6,BRA,4.0,,6 - 6,48,CAN,0:48
Yellow card,6,,3,6,BRA,4.0,Team Official,6 - 6,48,BRA,0:48
Action shot - Blocked,6,10.0,3,6,BRA,4.0,SOLEIMANIPAK A,6 - 6,23,CAN,0:23
Action shot - Saved,6,11.0,3,6,BRA,4.0,GUIMARAES G,6 - 6,1,BRA,0:01
Starting goalkeeper,0,1.0,4,0,FRA,1.0,RADENOVIC M,0 - 0,480,CAN,8:00
Starting goalkeeper,0,1.0,4,0,FRA,1.0,GARSAU R,0 - 0,480,FRA,8:00
Sprint won possession,0,3.0,4,0,FRA,1.0,KOVACEVIC I,0 - 0,480,FRA,8:00
Turnover foul,0,2.0,4,0,FRA,1.0,SAUDADIER R,0 - 0,461,FRA,7:41
20 sec. exclusion in centre,0,4.0,4,0,FRA,1.0,PIOT L,0 - 0,442,FRA,7:22
Extra player shot - Goal,1,12.0,4,0,FRA,1.0,THUMWOOD D,1 - 0,423,CAN,7:03
5m shot - Blocked,1,7.0,4,0,FRA,1.0,CROUSILLAT U,1 - 0,389,FRA,6:29
5m shot - Goal,1,9.0,4,1,FRA,1.0,MARZOUKI M,1 - 1,375,FRA,6:15
5m shot - Post,1,7.0,4,1,FRA,1.0,D'SOUZA R,1 - 1,350,CAN,5:50
Turnover foul,1,9.0,4,1,FRA,1.0,MARZOUKI M,1 - 1,322,FRA,5:22
Steal,1,6.0,4,1,FRA,1.0,ROBINSON S,1 - 1,322,CAN,5:22
5m shot - Saved,1,12.0,4,1,FRA,1.0,THUMWOOD D,1 - 1,307,CAN,5:07
Turnover foul,1,7.0,4,1,FRA,1.0,D'SOUZA R,1 - 1,290,CAN,4:50
20 sec. exclusion in centre,1,9.0,4,1,FRA,1.0,RADOJCIC D,1 - 1,277,CAN,4:37
Extra player shot - Saved,1,12.0,4,1,FRA,1.0,THUMWOOD D,1 - 1,259,CAN,4:19
Penalty foul,1,3.0,4,1,FRA,1.0,KOVACEVIC I,1 - 1,239,FRA,3:59
Penalty shot - Goal,2,12.0,4,1,FRA,1.0,THUMWOOD D,2 - 1,239,CAN,3:59
Turnover foul,2,12.0,4,1,FRA,1.0,CAMARASA A,2 - 1,220,FRA,3:40
Steal,2,11.0,4,1,FRA,1.0,TORAKIS G,2 - 1,220,CAN,3:40
20 sec. exclusion in centre,2,9.0,4,1,FRA,1.0,MARZOUKI M,2 - 1,208,FRA,3:28
Action shot - Blocked,2,6.0,4,1,FRA,1.0,ROBINSON S,2 - 1,181,CAN,3:01
5m shot - Goal,3,10.0,4,1,FRA,1.0,SOLEIMANIPAK A,3 - 1,176,CAN,2:56
20 sec. exclusion in centre,3,11.0,4,1,FRA,1.0,TORAKIS G,3 - 1,160,CAN,2:40
Time-Out,3,,4,1,FRA,1.0,,3 - 1,159,FRA,2:39
20 sec. exclusion in centre,3,2.0,4,1,FRA,1.0,PATTERSON G,3 - 1,150,CAN,2:30
Extra player shot - Goal,3,3.0,4,2,FRA,1.0,KOVACEVIC I,3 - 2,145,FRA,2:25
Action shot - Saved,3,6.0,4,2,FRA,1.0,ROBINSON S,3 - 2,114,CAN,1:54
Counter attack - Goal,3,6.0,4,3,FRA,1.0,SIMON T,3 - 3,108,FRA,1:48
20 sec. exclusion in centre,3,6.0,4,3,FRA,1.0,SIMON T,3 - 3,94,FRA,1:34
Time-Out,3,,4,3,FRA,1.0,,3 - 3,94,CAN,1:34
Extra player shot - Saved,3,8.0,4,3,FRA,1.0,LAPINS D,3 - 3,77,CAN,1:17
5m shot - Post,3,3.0,4,3,FRA,1.0,KOVACEVIC I,3 - 3,49,FRA,0:49
5m shot - Goal,4,7.0,4,3,FRA,1.0,D'SOUZA R,4 - 3,28,CAN,0:28
20 sec. exclusion in centre,4,6.0,4,3,FRA,1.0,ROBINSON S,4 - 3,12,CAN,0:12
Action shot - Missed,4,11.0,4,3,FRA,1.0,PEISSON M,4 - 3,2,FRA,0:02
Starting goalkeeper,4,1.0,4,3,FRA,2.0,RADENOVIC M,4 - 3,480,CAN,8:00
Starting goalkeeper,4,1.0,4,3,FRA,2.0,GARSAU R,4 - 3,480,FRA,8:00
Sprint won possession,4,2.0,4,3,FRA,2.0,PATTERSON G,4 - 3,480,CAN,8:00
Turnover foul,4,4.0,4,3,FRA,2.0,CONSTANTIN-BICARI,4 - 3,451,CAN,7:31
Steal,4,1.0,4,3,FRA,2.0,GARSAU R,4 - 3,451,FRA,7:31
20 sec. exclusion in centre,4,7.0,4,3,FRA,2.0,D'SOUZA R,4 - 3,431,CAN,7:11
Action shot - Saved,4,7.0,4,3,FRA,2.0,CROUSILLAT U,4 - 3,409,FRA,6:49
5m shot - Post,4,9.0,4,3,FRA,2.0,MARZOUKI M,4 - 3,387,FRA,6:27
Action shot - Saved,4,6.0,4,3,FRA,2.0,ROBINSON S,4 - 3,368,CAN,6:08
Penalty foul,4,4.0,4,3,FRA,2.0,CONSTANTIN-BICARI,4 - 3,359,CAN,5:59
Penalty shot - Goal,4,9.0,4,4,FRA,2.0,MARZOUKI M,4 - 4,359,FRA,5:59
5m shot - Blocked,4,11.0,4,4,FRA,2.0,TORAKIS G,4 - 4,330,CAN,5:30
Action shot - Post,4,11.0,4,4,FRA,2.0,PEISSON M,4 - 4,302,FRA,5:02
20 sec. exclusion in centre,4,9.0,4,4,FRA,2.0,RADOJCIC D,4 - 4,289,CAN,4:49
Extra player shot - Saved,4,5.0,4,4,FRA,2.0,GUILLAUME D,4 - 4,262,FRA,4:22
20 sec. exclusion in field,4,10.0,4,4,FRA,2.0,SOLEIMANIPAK A,4 - 4,240,CAN,4:00
Time-Out,4,,4,4,FRA,2.0,,4 - 4,240,FRA,4:00
Action shot - Goal,4,7.0,4,5,FRA,2.0,CROUSILLAT U,4 - 5,219,FRA,3:39
Centre shot - Goal,5,4.0,4,5,FRA,2.0,CONSTANTIN-BICARI,5 - 5,191,CAN,3:11
Turnover foul,5,9.0,4,5,FRA,2.0,MARZOUKI M,5 - 5,168,FRA,2:48
Steal,5,6.0,4,5,FRA,2.0,ROBINSON S,5 - 5,168,CAN,2:48
Turnover foul,5,8.0,4,5,FRA,2.0,LAPINS D,5 - 5,147,CAN,2:27
Action shot - Missed,5,9.0,4,5,FRA,2.0,MARZOUKI M,5 - 5,129,FRA,2:09
Turnover foul,5,7.0,4,5,FRA,2.0,D'SOUZA R,5 - 5,98,CAN,1:38
Steal,5,3.0,4,5,FRA,2.0,KOVACEVIC I,5 - 5,98,FRA,1:38
Turnover foul,5,12.0,4,5,FRA,2.0,CAMARASA A,5 - 5,70,FRA,1:10
20 sec. exclusion in centre,5,4.0,4,5,FRA,4.0,PIOT L,5 - 5,282,FRA,4:42
Exclusion with substitution,5,4.0,4,5,FRA,4.0,PIOT L,5 - 5,282,FRA,4:42
Action shot - Saved,5,4.0,4,5,FRA,4.0,CONSTANTIN-BICARI,5 - 5,258,CAN,4:18
Action shot - Goal,6,5.0,4,10,FRA,4.0,GUILLAUME D,6 - 10,240,FRA,4:00
5m shot - Saved,6,12.0,4,10,FRA,4.0,THUMWOOD D,6 - 10,213,CAN,3:33
20 sec. exclusion in centre,6,8.0,4,10,FRA,4.0,LAPINS D,6 - 10,189,CAN,3:09
Turnover foul,6,5.0,4,10,FRA,4.0,GUILLAUME D,6 - 10,180,FRA,3:00
Steal,6,12.0,4,10,FRA,4.0,THUMWOOD D,6 - 10,180,CAN,3:00
5m shot - Saved,6,11.0,4,10,FRA,4.0,TORAKIS G,6 - 10,153,CAN,2:33
5m shot - Saved,6,12.0,4,10,FRA,4.0,THUMWOOD D,6 - 10,129,CAN,2:09
20 sec. exclusion in centre,6,12.0,4,10,FRA,2.0,CAMARASA A,6 - 10,70,FRA,1:10
Exclusion with substitution,6,12.0,4,10,FRA,2.0,CAMARASA A,6 - 10,70,FRA,1:10
Action shot - Blocked,6,12.0,4,10,FRA,2.0,THUMWOOD D,6 - 10,43,CAN,0:43
Turnover foul,6,2.0,4,10,FRA,2.0,SAUDADIER R,6 - 10,23,FRA,0:23
Time-Out,6,,4,10,FRA,2.0,,6 - 10,23,CAN,0:23
20 sec. exclusion in field,6,5.0,4,10,FRA,2.0,GUILLAUME D,6 - 10,8,FRA,0:08
Turnover foul,6,12.0,4,10,FRA,2.0,THUMWOOD D,6 - 10,3,CAN,0:03
Steal,6,7.0,4,10,FRA,2.0,CROUSILLAT U,6 - 10,3,FRA,0:03
Yellow card,6,,4,10,FRA,2.0,Team Official,6 - 10,1,FRA,0:01
Starting goalkeeper,6,1.0,4,10,FRA,3.0,RADENOVIC M,6 - 10,480,CAN,8:00
Starting goalkeeper,6,1.0,4,10,FRA,3.0,GARSAU R,6 - 10,480,FRA,8:00
Sprint won possession,6,5.0,4,10,FRA,3.0,HALAJIAN M,6 - 10,480,CAN,8:00
Turnover foul,6,7.0,4,10,FRA,3.0,D'SOUZA R,6 - 10,463,CAN,7:43
20 sec. exclusion in field,6,7.0,4,10,FRA,3.0,D'SOUZA R,6 - 10,463,CAN,7:43
Turnover foul,6,7.0,4,10,FRA,3.0,CROUSILLAT U,6 - 10,434,FRA,7:14
Steal,6,5.0,4,10,FRA,3.0,HALAJIAN M,6 - 10,434,CAN,7:14
5m shot - Post,6,4.0,4,10,FRA,3.0,CONSTANTIN-BICARI,6 - 10,413,CAN,6:53
20 sec. exclusion in field,6,7.0,4,10,FRA,3.0,D'SOUZA R,6 - 10,400,CAN,6:40
Exclusion with substitution,6,7.0,4,10,FRA,3.0,D'SOUZA R,6 - 10,400,CAN,6:40
Extra player shot - Post,6,5.0,4,10,FRA,3.0,GUILLAUME D,6 - 10,376,FRA,6:16
5m shot - Goal,5,9.0,4,6,FRA,3.0,MARZOUKI M,5 - 6,373,FRA,6:13
20 sec. exclusion in centre,5,6.0,4,6,FRA,3.0,SIMON T,5 - 6,361,FRA,6:01
Extra player shot - Missed,5,4.0,4,6,FRA,3.0,CONSTANTIN-BICARI,5 - 6,346,CAN,5:46
20 sec. exclusion in centre,5,11.0,4,6,FRA,3.0,TORAKIS G,5 - 6,328,CAN,5:28
5m shot - Saved,5,3.0,4,6,FRA,3.0,KOVACEVIC I,5 - 6,312,FRA,5:12
20 sec. exclusion in centre,5,9.0,4,6,FRA,3.0,MARZOUKI M,5 - 6,292,FRA,4:52
Time-Out,5,,4,6,FRA,3.0,,5 - 6,292,CAN,4:52
Turnover foul,5,10.0,4,6,FRA,3.0,SOLEIMANIPAK A,5 - 6,273,CAN,4:33
Steal,5,3.0,4,6,FRA,3.0,KOVACEVIC I,5 - 6,273,FRA,4:33
5m shot - Saved,5,7.0,4,6,FRA,3.0,CROUSILLAT U,5 - 6,246,FRA,4:06
5m shot - Post,5,11.0,4,6,FRA,3.0,TORAKIS G,5 - 6,224,CAN,3:44
Turnover foul,5,3.0,4,6,FRA,3.0,KOVACEVIC I,5 - 6,193,FRA,3:13
Steal,5,11.0,4,6,FRA,3.0,TORAKIS G,5 - 6,193,CAN,3:13
Turnover foul,5,4.0,4,6,FRA,3.0,CONSTANTIN-BICARI,5 - 6,160,CAN,2:40
Steal,5,2.0,4,6,FRA,3.0,SAUDADIER R,5 - 6,160,FRA,2:40
Action shot - Goal,5,11.0,4,7,FRA,3.0,PEISSON M,5 - 7,149,FRA,2:29
20 sec. exclusion in centre,5,4.0,4,7,FRA,3.0,PIOT L,5 - 7,130,FRA,2:10
Extra player shot - Goal,6,2.0,4,7,FRA,3.0,PATTERSON G,6 - 7,120,CAN,2:00
5m shot - Saved,6,7.0,4,7,FRA,3.0,CROUSILLAT U,6 - 7,95,FRA,1:35
Turnover foul,6,8.0,4,7,FRA,3.0,LAPINS D,6 - 7,67,CAN,1:07
20 sec. exclusion in field,6,2.0,4,7,FRA,3.0,PATTERSON G,6 - 7,52,CAN,0:52
Time-Out,6,,4,7,FRA,3.0,,6 - 7,52,FRA,0:52
Action shot - Missed,6,6.0,4,7,FRA,3.0,SIMON T,6 - 7,24,FRA,0:24
5m shot - Blocked,6,4.0,4,7,FRA,3.0,CONSTANTIN-BICARI,6 - 7,10,CAN,0:10
5m shot - Missed,6,6.0,4,7,FRA,3.0,ROBINSON S,6 - 7,10,CAN,0:10
Starting goalkeeper,6,1.0,4,7,FRA,4.0,RADENOVIC M,6 - 7,480,CAN,8:00
Starting goalkeeper,6,1.0,4,7,FRA,4.0,GARSAU R,6 - 7,480,FRA,8:00
Sprint won possession,6,3.0,4,7,FRA,4.0,KOVACEVIC I,6 - 7,480,FRA,8:00
20 sec. exclusion in centre,6,6.0,4,7,FRA,4.0,ROBINSON S,6 - 7,454,CAN,7:34
Centre shot - Saved,6,11.0,4,7,FRA,4.0,PEISSON M,6 - 7,435,FRA,7:15
Double exclusion,6,4.0,4,7,FRA,4.0,CONSTANTIN-BICARI,6 - 7,423,CAN,7:03
Double exclusion,6,11.0,4,7,FRA,4.0,PEISSON M,6 - 7,423,FRA,7:03
Time-Out,6,,4,7,FRA,4.0,,6 - 7,423,CAN,7:03
Yellow card,6,,4,7,FRA,4.0,Team Official,6 - 7,423,CAN,7:03
20 sec. exclusion in centre,6,9.0,4,7,FRA,4.0,RADOJCIC D,6 - 7,382,CAN,6:22
Exclusion with substitution,6,9.0,4,7,FRA,4.0,RADOJCIC D,6 - 7,382,CAN,6:22
Extra player shot - Goal,6,7.0,4,8,FRA,4.0,CROUSILLAT U,6 - 8,378,FRA,6:18
Centre shot - Missed,6,4.0,4,8,FRA,4.0,CONSTANTIN-BICARI,6 - 8,352,CAN,5:52
5m shot - Saved,6,7.0,4,8,FRA,4.0,CROUSILLAT U,6 - 8,335,FRA,5:35
5m shot - Saved,6,10.0,4,8,FRA,4.0,SOLEIMANIPAK A,6 - 8,307,CAN,5:07
Counter attack - Goal,6,7.0,4,9,FRA,4.0,CROUSILLAT U,6 - 9,298,FRA,4:58
Turnover foul,6,4.0,4,9,FRA,4.0,CONSTANTIN-BICARI,6 - 9,103,CAN,1:43
Steal,6,7.0,4,9,FRA,4.0,CROUSILLAT U,6 - 9,103,FRA,1:43
5m shot - Post,6,9.0,4,9,FRA,4.0,MARZOUKI M,6 - 9,77,FRA,1:17
Turnover foul,6,9.0,4,9,FRA,4.0,MARZOUKI M,6 - 9,43,FRA,0:43
Steal,6,4.0,4,9,FRA,4.0,CONSTANTIN-BICARI,6 - 9,43,CAN,0:43
Turnover foul,6,4.0,4,9,FRA,4.0,CONSTANTIN-BICARI,6 - 9,26,CAN,0:26
Steal,6,1.0,4,9,FRA,4.0,GARSAU R,6 - 9,26,FRA,0:26
20 sec. exclusion in field,6,4.0,4,9,FRA,4.0,CONSTANTIN-BICARI,6 - 9,1,CAN,0:01
Exclusion with substitution,6,4.0,4,9,FRA,4.0,CONSTANTIN-BICARI,6 - 9,1,CAN,0:01
Starting goalkeeper,0,1.0,5,0,RSA,1.0,RADENOVIC M,0 - 0,480,CAN,8:00
Starting goalkeeper,0,1.0,5,0,RSA,1.0,LEWIS J,0 - 0,480,RSA,8:00
Sprint won possession,0,11.0,5,0,RSA,1.0,MOLYNEUX N,0 - 0,480,RSA,8:00
5m shot - Goal,0,8.0,5,1,RSA,1.0,RODDA N,0 - 1,453,RSA,7:33
Penalty foul,0,5.0,5,1,RSA,1.0,BROWN C,0 - 1,438,RSA,7:18
Penalty shot - Missed,0,12.0,5,1,RSA,1.0,THUMWOOD D,0 - 1,438,CAN,7:18
Turnover foul,0,11.0,5,1,RSA,1.0,MOLYNEUX N,0 - 1,422,RSA,7:02
Steal,0,12.0,5,1,RSA,1.0,THUMWOOD D,0 - 1,422,CAN,7:02
Turnover foul,0,12.0,5,1,RSA,1.0,THUMWOOD D,0 - 1,403,CAN,6:43
Steal,0,1.0,5,1,RSA,1.0,LEWIS J,0 - 1,403,RSA,6:43
20 sec. exclusion in centre,0,11.0,5,1,RSA,1.0,TORAKIS G,0 - 1,378,CAN,6:18
Action shot - Goal,0,2.0,5,2,RSA,1.0,le ROUX E,0 - 2,357,RSA,5:57
Centre shot - Goal,1,4.0,5,2,RSA,1.0,CONSTANTIN-BICARI,1 - 2,337,CAN,5:37
Action shot - Missed,1,2.0,5,2,RSA,1.0,le ROUX E,1 - 2,310,RSA,5:10
5m shot - Saved,1,10.0,5,2,RSA,1.0,SOLEIMANIPAK A,1 - 2,293,CAN,4:53
Action shot - Saved,1,7.0,5,2,RSA,1.0,RABIE L,1 - 2,271,RSA,4:31
Turnover foul,1,11.0,5,2,RSA,1.0,TORAKIS G,1 - 2,252,CAN,4:12
Steal,1,7.0,5,2,RSA,1.0,RABIE L,1 - 2,252,RSA,4:12
Turnover foul,1,10.0,5,2,RSA,1.0,le ROUX P,1 - 2,241,RSA,4:01
5m shot - Blocked,1,7.0,5,2,RSA,1.0,D'SOUZA R,1 - 2,218,CAN,3:38
Time-Out,1,,5,2,RSA,1.0,,1 - 2,217,RSA,3:37
Action shot - Saved,1,5.0,5,2,RSA,1.0,BROWN C,1 - 2,199,RSA,3:19
5m shot - Blocked,1,8.0,5,2,RSA,1.0,LAPINS D,1 - 2,170,CAN,2:50
5m shot - Missed,1,6.0,5,2,RSA,1.0,de CARVALHO J,1 - 2,141,RSA,2:21
Turnover foul,1,8.0,5,2,RSA,1.0,LAPINS D,1 - 2,118,CAN,1:58
Action shot - Blocked,1,8.0,5,2,RSA,1.0,RODDA N,1 - 2,102,RSA,1:42
Action shot - Saved,1,6.0,5,2,RSA,1.0,ROBINSON S,1 - 2,81,CAN,1:21
5m shot - Saved,1,10.0,5,2,RSA,1.0,SOLEIMANIPAK A,1 - 2,60,CAN,1:00
Action shot - Post,1,10.0,5,2,RSA,1.0,SOLEIMANIPAK A,1 - 2,36,CAN,0:36
5m shot - Saved,1,12.0,5,2,RSA,1.0,OLVER R,1 - 2,11,RSA,0:11
