Action,CAN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
5m shot,2,5.0,5,1,HUN,2.0,EGGENS M,1 - 2,366,CAN,6:06,Goal,1
Action shot,2,2.0,5,2,HUN,2.0,CZIGANY D,2 - 2,337,HUN,5:37,Goal,1
Action shot,3,5.0,5,2,HUN,2.0,EGGENS M,2 - 3,302,CAN,5:02,Goal,1
Extra player shot,3,12.0,5,2,HUN,2.0,SZILAGYI D,2 - 3,227,HUN,3:47,Post,0
Action shot,3,5.0,5,2,HUN,2.0,EGGENS M,2 - 3,207,CAN,3:27,Saved,0
Centre shot,3,10.0,5,2,HUN,2.0,BUJKA B,2 - 3,188,HUN,3:08,Blocked,0
Action shot,3,5.0,5,2,HUN,2.0,SZUCS G,2 - 3,129,HUN,2:09,Post,0
Action shot,3,8.0,5,2,HUN,2.0,KESZTHELYI R,2 - 3,91,HUN,1:31,Saved,0
Action shot,3,2.0,5,2,HUN,4.0,CZIGANY D,2 - 3,45,HUN,0:45,Blocked,0
Centre shot,3,10.0,5,2,HUN,4.0,BUJKA B,2 - 3,32,HUN,0:32,Post,0
Action shot,3,12.0,5,2,HUN,2.0,FOURNIER S,2 - 3,63,CAN,1:03,Blocked,0
Action shot,3,7.0,5,3,HUN,2.0,ILLES A,3 - 3,43,HUN,0:43,Goal,1
Counter attack,4,5.0,5,3,HUN,2.0,EGGENS M,3 - 4,31,CAN,0:31,Goal,1
5m shot,4,6.0,5,4,HUN,2.0,TAKACS O,4 - 4,16,HUN,0:16,Goal,1
Action shot,4,12.0,5,4,HUN,3.0,FOURNIER S,4 - 4,427,CAN,7:07,Saved,0
Action shot,4,12.0,5,4,HUN,3.0,SZILAGYI D,4 - 4,405,HUN,6:45,Blocked,0
5m shot,4,7.0,5,4,HUN,3.0,BEKHAZI J,4 - 4,381,CAN,6:21,,0
Extra player shot,5,5.0,5,4,HUN,3.0,EGGENS M,4 - 5,338,CAN,5:38,Goal,1
Centre shot,5,7.0,5,4,HUN,3.0,ILLES A,4 - 5,311,HUN,5:11,Missed,0
Extra player shot,5,6.0,5,4,HUN,3.0,CHRISTMAS K,4 - 5,281,CAN,4:41,Missed,0
Extra player shot,5,8.0,5,4,HUN,3.0,KESZTHELYI R,4 - 5,195,HUN,3:15,Blocked,0
Extra player shot,5,12.0,5,4,HUN,3.0,FOURNIER S,4 - 5,162,CAN,2:42,Blocked,0
Action shot,5,11.0,5,4,HUN,3.0,CSABAI D,4 - 5,136,HUN,2:16,Missed,0
5m shot,5,3.0,5,4,HUN,3.0,CREVIER A,4 - 5,117,CAN,1:57,Missed,0
Action shot,5,4.0,5,4,HUN,3.0,GURISATTI G,4 - 5,47,HUN,0:47,Saved,0
5m shot,5,6.0,5,4,HUN,3.0,TAKACS O,4 - 5,2,HUN,0:02,Saved,0
5m shot,5,12.0,5,4,HUN,4.0,SZILAGYI D,4 - 5,461,HUN,7:41,Blocked,0
5m shot,5,7.0,5,4,HUN,4.0,BEKHAZI J,4 - 5,438,CAN,7:18,Missed,0
Action shot,5,12.0,5,4,HUN,4.0,SZILAGYI D,4 - 5,414,HUN,6:54,Post,0
Action shot,5,3.0,5,4,HUN,4.0,ANTAL D,4 - 5,370,HUN,6:10,Missed,0
Action shot,5,7.0,5,4,HUN,4.0,ILLES A,4 - 5,279,HUN,4:39,Saved,0
Action shot,5,7.0,5,4,HUN,4.0,ILLES A,4 - 5,187,HUN,3:07,Saved,0
Extra player shot,6,4.0,5,4,HUN,4.0,WRIGHT E,4 - 6,133,CAN,2:13,Goal,1
Extra player shot,6,5.0,5,4,HUN,4.0,SZUCS G,4 - 6,1,HUN,0:01,Saved,0
5m shot,0,4.0,6,0,ESP,1.0,ORTIZ MUNOZ B,0 - 0,453,ESP,7:33,Saved,0
Action shot,0,7.0,6,1,ESP,1.0,ESPAR LLAQUET C,0 - 1,395,ESP,6:35,Goal,1
Extra player shot,0,5.0,6,1,ESP,1.0,EGGENS M,0 - 1,364,CAN,6:04,Blocked,0
5m shot,0,4.0,6,1,ESP,1.0,ORTIZ MUNOZ B,0 - 1,340,ESP,5:40,Blocked,0
5m shot,0,10.0,6,1,ESP,1.0,ROBINSON C,0 - 1,313,CAN,5:13,Saved,0
Action shot,1,5.0,6,1,ESP,1.0,EGGENS M,1 - 1,298,CAN,4:58,Goal,1
Action shot,1,9.0,6,1,ESP,1.0,FORCA ARIZA J,1 - 1,269,ESP,4:29,Blocked,0
5m shot,1,11.0,6,2,ESP,1.0,GUAL ROVIROSA A,1 - 2,253,ESP,4:13,Goal,1
Action shot,1,4.0,6,3,ESP,1.0,ORTIZ MUNOZ B,1 - 3,209,ESP,3:29,Goal,1
5m shot,1,7.0,6,3,ESP,1.0,BEKHAZI J,1 - 3,191,CAN,3:11,Post,0
Action shot,1,3.0,6,3,ESP,1.0,ESPAR LLAQUET A,1 - 3,164,ESP,2:44,Missed,0
Extra player shot,2,11.0,6,3,ESP,1.0,McKEE K,2 - 3,122,CAN,2:02,Goal,1
Penalty shot,2,3.0,6,4,ESP,1.0,ESPAR LLAQUET A,2 - 4,97,ESP,1:37,Goal,1
Action shot,2,6.0,6,4,ESP,1.0,CHRISTMAS K,2 - 4,73,CAN,1:13,Saved,0
5m shot,2,4.0,6,4,ESP,1.0,ORTIZ MUNOZ B,2 - 4,49,ESP,0:49,Blocked,0
5m shot,2,5.0,6,4,ESP,1.0,EGGENS M,2 - 4,1,CAN,0:01,Saved,0
5m shot,2,4.0,6,4,ESP,2.0,ORTIZ MUNOZ B,2 - 4,457,ESP,7:37,Blocked,0
5m shot,2,7.0,6,4,ESP,2.0,BEKHAZI J,2 - 4,441,CAN,7:21,Missed,0
5m shot,2,11.0,6,4,ESP,2.0,GUAL ROVIROSA A,2 - 4,421,ESP,7:01,Post,0
Action shot,2,11.0,6,5,ESP,2.0,GUAL ROVIROSA A,2 - 5,395,ESP,6:35,Goal,1
Counter attack,2,4.0,6,5,ESP,2.0,ORTIZ MUNOZ B,2 - 5,350,ESP,5:50,Saved,0
Action shot,2,6.0,6,5,ESP,2.0,CHRISTMAS K,2 - 5,323,CAN,5:23,Saved,0
Action shot,2,8.0,6,5,ESP,2.0,PENA CARRASCO M,2 - 5,294,ESP,4:54,Saved,0
Centre shot,2,8.0,6,5,ESP,2.0,PENA CARRASCO M,2 - 5,239,ESP,3:59,Saved,0
Extra player shot,3,6.0,6,5,ESP,2.0,CHRISTMAS K,3 - 5,205,CAN,3:25,Goal,1
Action shot,3,11.0,6,5,ESP,2.0,GUAL ROVIROSA A,3 - 5,179,ESP,2:59,Blocked,0
Action shot,3,11.0,6,5,ESP,2.0,GUAL ROVIROSA A,3 - 5,166,ESP,2:46,Saved,0
Action shot,3,4.0,6,5,ESP,2.0,WRIGHT E,3 - 5,138,CAN,2:18,Saved,0
Action shot,3,12.0,6,6,ESP,2.0,LEITON ARRONES P,3 - 6,106,ESP,1:46,Goal,1
Action shot,3,7.0,6,6,ESP,2.0,BEKHAZI J,3 - 6,88,CAN,1:28,Saved,0
Action shot,4,12.0,6,6,ESP,2.0,FOURNIER S,4 - 6,47,CAN,0:47,Goal,1
Action shot,4,11.0,6,7,ESP,2.0,GUAL ROVIROSA A,4 - 7,22,ESP,0:22,Goal,1
5m shot,4,12.0,6,7,ESP,2.0,FOURNIER S,4 - 7,1,CAN,0:01,Saved,0
Action shot,4,11.0,6,8,ESP,3.0,GUAL ROVIROSA A,4 - 8,456,ESP,7:36,Goal,1
Action shot,5,4.0,6,8,ESP,3.0,WRIGHT E,5 - 8,431,CAN,7:11,Goal,1
Action shot,5,2.0,6,9,ESP,3.0,BACH PASCUAL M,5 - 9,407,ESP,6:47,Goal,1
Action shot,5,6.0,6,9,ESP,3.0,LLORET GOMEZ H,5 - 9,336,ESP,5:36,Post,0
Action shot,5,10.0,6,9,ESP,3.0,ROBINSON C,5 - 9,310,CAN,5:10,Post,0
Centre shot,5,2.0,6,9,ESP,3.0,ALOGBO K,5 - 9,285,CAN,4:45,Saved,0
Action shot,5,3.0,6,9,ESP,3.0,ESPAR LLAQUET A,5 - 9,210,ESP,3:30,Blocked,0
Extra player shot,6,12.0,6,9,ESP,3.0,FOURNIER S,6 - 9,184,CAN,3:04,Goal,1
5m shot,6,4.0,6,9,ESP,3.0,ORTIZ MUNOZ B,6 - 9,163,ESP,2:43,Saved,0
Action shot,6,12.0,6,9,ESP,3.0,LEITON ARRONES P,6 - 9,148,ESP,2:28,Saved,0
Action shot,6,3.0,6,9,ESP,3.0,ESPAR LLAQUET A,6 - 9,59,ESP,0:59,Blocked,0
Action shot,6,7.0,6,9,ESP,3.0,BEKHAZI J,6 - 9,9,CAN,0:09,Saved,0
5m shot,6,9.0,6,9,ESP,3.0,FORCA ARIZA J,6 - 9,4,ESP,0:04,Saved,0
Action shot,7,12.0,6,9,ESP,4.0,FOURNIER S,7 - 9,453,CAN,7:33,Goal,1
Action shot,7,11.0,6,10,ESP,4.0,GUAL ROVIROSA A,7 - 10,414,ESP,6:54,Goal,1
5m shot,7,12.0,6,10,ESP,4.0,FOURNIER S,7 - 10,343,CAN,5:43,Missed,0
Action shot,8,6.0,6,10,ESP,4.0,CHRISTMAS K,8 - 10,298,CAN,4:58,Goal,1
Centre shot,8,12.0,6,10,ESP,4.0,LEITON ARRONES P,8 - 10,245,ESP,4:05,Saved,0
Action shot,9,5.0,6,10,ESP,4.0,EGGENS M,9 - 10,228,CAN,3:48,Goal,1
Extra player shot,9,4.0,6,11,ESP,4.0,ORTIZ MUNOZ B,9 - 11,199,ESP,3:19,Goal,1
5m shot,9,11.0,6,11,ESP,4.0,McKEE K,9 - 11,170,CAN,2:50,Saved,0
Action shot,9,6.0,6,11,ESP,4.0,CHRISTMAS K,9 - 11,155,CAN,2:35,Saved,0
Centre shot,9,2.0,6,11,ESP,4.0,BACH PASCUAL M,9 - 11,125,ESP,2:05,Saved,0
Action shot,9,12.0,6,11,ESP,4.0,FOURNIER S,9 - 11,113,CAN,1:53,Post,0
5m shot,9,4.0,6,11,ESP,4.0,ORTIZ MUNOZ B,9 - 11,87,ESP,1:27,Saved,0
5m shot,9,6.0,6,11,ESP,4.0,CHRISTMAS K,9 - 11,68,CAN,1:08,Missed,0
Centre shot,9,4.0,6,12,ESP,4.0,ORTIZ MUNOZ B,9 - 12,39,ESP,0:39,Goal,1
Penalty shot,9,6.0,6,12,ESP,4.0,CHRISTMAS K,9 - 12,28,CAN,0:28,Saved,0
Action shot,9,5.0,6,12,ESP,4.0,EGGENS M,9 - 12,16,CAN,0:16,Saved,0
Action shot,10,6.0,6,12,ESP,4.0,CHRISTMAS K,10 - 12,3,CAN,0:03,Goal,1
Centre shot,0,8.0,7,0,RUS,1.0,SIMANOVICH A,0 - 0,463,RUS,7:43,Post,0
Extra player shot,0,12.0,7,0,RUS,1.0,FOURNIER S,0 - 0,417,CAN,6:57,Saved,0
Action shot,1,7.0,7,0,RUS,1.0,BEKHAZI J,0 - 1,391,CAN,6:31,Goal,1
Action shot,1,6.0,7,0,RUS,1.0,GORBUNOVA O,0 - 1,370,RUS,6:10,Post,0
Extra player shot,2,9.0,7,0,RUS,1.0,McKELVEY H,0 - 2,315,CAN,5:15,Goal,1
Centre shot,2,3.0,7,1,RUS,1.0,PROKOFYEVA E,1 - 2,297,RUS,4:57,Goal,1
Centre shot,2,2.0,7,1,RUS,1.0,ALOGBO K,1 - 2,284,CAN,4:44,Saved,0
Centre shot,2,9.0,7,2,RUS,1.0,TIMOFEEVA A,2 - 2,263,RUS,4:23,Goal,1
Penalty shot,3,5.0,7,2,RUS,1.0,EGGENS M,2 - 3,191,CAN,3:11,Goal,1
Action shot,3,11.0,7,2,RUS,1.0,IVANOVA E,2 - 3,173,RUS,2:53,Post,0
Action shot,3,12.0,7,3,RUS,1.0,RYZHKOVA D,3 - 3,149,RUS,2:29,Goal,1
Counter attack,3,3.0,7,3,RUS,1.0,PROKOFYEVA E,3 - 3,122,RUS,2:02,Blocked,0
5m shot,3,11.0,7,3,RUS,1.0,McKEE K,3 - 3,88,CAN,1:28,Saved,0
5m shot,3,5.0,7,3,RUS,1.0,EGGENS M,3 - 3,55,CAN,0:55,Saved,0
5m shot,3,8.0,7,3,RUS,1.0,SIMANOVICH A,3 - 3,30,RUS,0:30,Saved,0
Centre shot,3,4.0,7,3,RUS,1.0,WRIGHT E,3 - 3,3,CAN,0:03,Saved,0
5m shot,3,13.0,7,3,RUS,1.0,KARNAUKH A,3 - 3,1,RUS,0:01,Saved,0
Action shot,3,5.0,7,3,RUS,2.0,EGGENS M,3 - 3,437,CAN,7:17,Missed,0
Action shot,3,12.0,7,4,RUS,2.0,RYZHKOVA D,4 - 3,410,RUS,6:50,Goal,1
Action shot,4,4.0,7,4,RUS,2.0,WRIGHT E,4 - 4,384,CAN,6:24,Goal,1
5m shot,4,5.0,7,5,RUS,2.0,BORISOVA M,5 - 4,368,RUS,6:08,Goal,1
Centre shot,4,9.0,7,5,RUS,2.0,TIMOFEEVA A,5 - 4,316,RUS,5:16,Saved,0
Action shot,4,4.0,7,5,RUS,2.0,WRIGHT E,5 - 4,296,CAN,4:56,Saved,0
5m shot,4,3.0,7,5,RUS,2.0,PROKOFYEVA E,5 - 4,269,RUS,4:29,Missed,0
Extra player shot,4,6.0,7,5,RUS,2.0,CHRISTMAS K,5 - 4,227,CAN,3:47,Saved,0
5m shot,4,5.0,7,5,RUS,4.0,EGGENS M,5 - 4,327,CAN,5:27,Saved,0
Action shot,4,3.0,7,5,RUS,4.0,PROKOFYEVA E,5 - 4,283,RUS,4:43,Post,0
Centre shot,8,5.0,7,10,RUS,4.0,BORISOVA M,10 - 8,233,RUS,3:53,Goal,1
Extra player shot,8,9.0,7,10,RUS,4.0,McKELVEY H,10 - 8,207,CAN,3:27,Saved,0
5m shot,8,6.0,7,10,RUS,4.0,GORBUNOVA O,10 - 8,175,RUS,2:55,Missed,0
Centre shot,8,10.0,7,10,RUS,4.0,ROBINSON C,10 - 8,149,CAN,2:29,Post,0
Centre shot,8,10.0,7,10,RUS,4.0,ROBINSON C,10 - 8,70,CAN,1:10,Saved,0
Extra player shot,4,3.0,7,6,RUS,2.0,PROKOFYEVA E,6 - 4,150,RUS,2:30,Goal,1
Extra player shot,5,5.0,7,6,RUS,2.0,EGGENS M,6 - 5,125,CAN,2:05,Goal,1
Centre shot,5,8.0,7,6,RUS,2.0,SIMANOVICH A,6 - 5,55,RUS,0:55,Saved,0
Extra player shot,5,7.0,7,7,RUS,2.0,SERZHANTOVA A,7 - 5,1,RUS,0:01,Goal,1
Action shot,5,6.0,7,7,RUS,3.0,GORBUNOVA O,7 - 5,453,RUS,7:33,Blocked,0
Action shot,5,5.0,7,7,RUS,3.0,EGGENS M,7 - 5,433,CAN,7:13,Saved,0
Action shot,5,11.0,7,7,RUS,3.0,IVANOVA E,7 - 5,407,RUS,6:47,Post,0
Counter attack,5,4.0,7,8,RUS,3.0,KARIMOVA E,8 - 5,364,RUS,6:04,Goal,1
5m shot,5,3.0,7,8,RUS,3.0,PROKOFYEVA E,8 - 5,308,RUS,5:08,Blocked,0
5m shot,5,12.0,7,8,RUS,3.0,FOURNIER S,8 - 5,289,CAN,4:49,Saved,0
5m shot,5,12.0,7,8,RUS,3.0,RYZHKOVA D,8 - 5,260,RUS,4:20,Missed,0
Action shot,5,6.0,7,8,RUS,3.0,CHRISTMAS K,8 - 5,239,CAN,3:59,Post,0
Action shot,5,7.0,7,9,RUS,3.0,SERZHANTOVA A,9 - 5,213,RUS,3:33,Goal,1
Extra player shot,5,5.0,7,9,RUS,3.0,EGGENS M,9 - 5,190,CAN,3:10,Post,0
Action shot,5,12.0,7,9,RUS,3.0,RYZHKOVA D,9 - 5,165,RUS,2:45,Blocked,0
5m shot,5,6.0,7,9,RUS,3.0,GORBUNOVA O,9 - 5,146,RUS,2:26,Saved,0
Extra player shot,6,4.0,7,9,RUS,3.0,WRIGHT E,9 - 6,133,CAN,2:13,Goal,1
5m shot,6,5.0,7,9,RUS,3.0,BORISOVA M,9 - 6,104,RUS,1:44,Saved,0
Penalty shot,7,4.0,7,9,RUS,3.0,WRIGHT E,9 - 7,90,CAN,1:30,Goal,1
Centre shot,7,11.0,7,9,RUS,3.0,IVANOVA E,9 - 7,52,RUS,0:52,Missed,0
Extra player shot,7,12.0,7,9,RUS,3.0,FOURNIER S,9 - 7,21,CAN,0:21,Missed,0
5m shot,7,3.0,7,9,RUS,3.0,PROKOFYEVA E,9 - 7,1,RUS,0:01,Missed,0
Extra player shot,7,8.0,7,9,RUS,4.0,SIMANOVICH A,9 - 7,447,RUS,7:27,Blocked,0
Extra player shot,7,4.0,7,9,RUS,4.0,WRIGHT E,9 - 7,414,CAN,6:54,Missed,0
Extra player shot,8,5.0,7,9,RUS,4.0,EGGENS M,9 - 8,369,CAN,6:09,Goal,1
5m shot,8,5.0,7,9,RUS,4.0,BORISOVA M,9 - 8,349,RUS,5:49,Missed,0
5m shot,8,4.0,7,9,RUS,4.0,KARIMOVA E,9 - 8,40,RUS,0:40,Missed,0
Extra player shot,8,12.0,7,11,RUS,4.0,RYZHKOVA D,11 - 8,15,RUS,0:15,Goal,1
Penalty shot,9,5.0,7,11,RUS,4.0,EGGENS M,11 - 9,2,CAN,0:02,Goal,1
