Action,Cap,Game,MNE,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Time-Out,,3,2,0,KAZ,1.0,,2 - 0,9,MNE,0:09
Centre shot - Post,10.0,3,2,0,KAZ,1.0,MISIC S,2 - 0,2,MNE,0:02
Starting goalkeeper,1.0,3,2,0,KAZ,2.0,LAZOVIC D,2 - 0,480,MNE,8:00
Starting goalkeeper,13.0,3,2,0,KAZ,2.0,SHLEMOV V,2 - 0,480,KAZ,8:00
Sprint won possession,8.0,3,2,0,KAZ,2.0,UKROPINA A,2 - 0,480,MNE,8:00
Turnover foul,12.0,3,2,0,KAZ,2.0,MURISIC N,2 - 0,446,MNE,7:26
Turnover foul,7.0,3,2,0,KAZ,2.0,SHAKENOV M,2 - 0,421,KAZ,7:01
Steal,7.0,3,2,0,KAZ,2.0,DRASKOVIC D,2 - 0,421,MNE,7:01
5m shot - Goal,11.0,3,3,0,KAZ,2.0,CUCKOVIC U,3 - 0,396,MNE,6:36
5m shot - Post,9.0,3,3,0,KAZ,2.0,UKUMANOV R,3 - 0,368,KAZ,6:08
Centre shot - Goal,12.0,3,4,0,KAZ,2.0,MURISIC N,4 - 0,345,MNE,5:45
5m shot - Missed,7.0,3,4,0,KAZ,2.0,SHAKENOV M,4 - 0,329,KAZ,5:29
Turnover foul,9.0,3,4,0,KAZ,2.0,RADOVIC D,4 - 0,329,MNE,5:29
20 sec. exclusion in centre,3.0,3,4,0,KAZ,2.0,BANICEVIC B,4 - 0,320,MNE,5:20
Centre shot - Saved,10.0,3,4,0,KAZ,2.0,RUDAY M,4 - 0,290,KAZ,4:50
Penalty foul,8.0,3,4,0,KAZ,2.0,UKROPINA A,4 - 0,269,MNE,4:29
Penalty shot - Saved,9.0,3,4,0,KAZ,2.0,UKUMANOV R,4 - 0,269,KAZ,4:29
5m shot - Saved,8.0,3,4,0,KAZ,2.0,UKROPINA A,4 - 0,245,MNE,4:05
20 sec. exclusion in centre,4.0,3,4,0,KAZ,2.0,PETKOVIC M,4 - 0,225,MNE,3:45
Time-Out,,3,4,0,KAZ,2.0,,4 - 0,225,KAZ,3:45
Action shot - Post,11.0,3,4,0,KAZ,2.0,MANAFOV R,4 - 0,198,KAZ,3:18
Counter attack - Goal,6.0,3,5,0,KAZ,2.0,RADOVIC A,5 - 0,183,MNE,3:03
Turnover foul,12.0,3,5,0,KAZ,2.0,TURLYKHANOV B,5 - 0,157,KAZ,2:37
Steal,1.0,3,5,0,KAZ,2.0,LAZOVIC D,5 - 0,157,MNE,2:37
Turnover foul,2.0,3,5,0,KAZ,2.0,BRGULJAN D,5 - 0,141,MNE,2:21
Steal,12.0,3,5,0,KAZ,2.0,TURLYKHANOV B,5 - 0,141,KAZ,2:21
5m shot - Saved,12.0,3,5,0,KAZ,2.0,TURLYKHANOV B,5 - 0,111,KAZ,1:51
Time-Out,,3,5,0,KAZ,2.0,,5 - 0,109,MNE,1:49
Centre shot - Saved,12.0,3,5,0,KAZ,2.0,MURISIC N,5 - 0,85,MNE,1:25
20 sec. exclusion in centre,6.0,3,5,0,KAZ,2.0,SHMIDER A,5 - 0,28,KAZ,0:28
Extra player shot - Goal,5.0,3,6,0,KAZ,2.0,BRGULJAN D,6 - 0,11,MNE,0:11
5m shot - Blocked,9.0,3,6,0,KAZ,2.0,UKUMANOV R,6 - 0,1,KAZ,0:01
Starting goalkeeper,1.0,3,6,0,KAZ,3.0,LAZOVIC D,6 - 0,480,MNE,8:00
Starting goalkeeper,13.0,3,6,0,KAZ,3.0,SHLEMOV V,6 - 0,480,KAZ,8:00
Sprint won possession,8.0,3,6,0,KAZ,3.0,UKROPINA A,6 - 0,480,MNE,8:00
5m shot - Saved,5.0,3,6,0,KAZ,3.0,BRGULJAN D,6 - 0,455,MNE,7:35
20 sec. exclusion in centre,4.0,3,6,0,KAZ,3.0,PILIPENKO R,6 - 0,441,KAZ,7:21
Action shot - Goal,9.0,3,7,0,KAZ,3.0,RADOVIC D,7 - 0,419,MNE,6:59
20 sec. exclusion in centre,3.0,3,7,0,KAZ,3.0,BANICEVIC B,7 - 0,405,MNE,6:45
Action shot - Goal,6.0,3,7,1,KAZ,3.0,SHMIDER A,7 - 1,382,KAZ,6:22
Turnover foul,9.0,3,7,1,KAZ,3.0,RADOVIC D,7 - 1,348,MNE,5:48
Steal,7.0,3,7,1,KAZ,3.0,SHAKENOV M,7 - 1,348,KAZ,5:48
Turnover foul,9.0,3,7,1,KAZ,3.0,RADOVIC D,7 - 1,293,MNE,4:53
Steal,2.0,3,7,1,KAZ,3.0,MEDVEDEV Y,7 - 1,293,KAZ,4:53
Action shot - Missed,9.0,3,7,1,KAZ,3.0,UKUMANOV R,7 - 1,277,KAZ,4:37
Centre shot - Goal,9.0,3,7,2,KAZ,3.0,UKUMANOV R,7 - 2,271,KAZ,4:31
5m shot - Saved,7.0,3,7,2,KAZ,3.0,DRASKOVIC D,7 - 2,241,MNE,4:01
20 sec. exclusion in centre,11.0,3,7,2,KAZ,3.0,MANAFOV R,7 - 2,223,KAZ,3:43
Extra player shot - Goal,11.0,3,8,2,KAZ,3.0,CUCKOVIC U,8 - 2,207,MNE,3:27
Turnover foul,9.0,3,8,2,KAZ,3.0,UKUMANOV R,8 - 2,176,KAZ,2:56
Steal,11.0,3,8,2,KAZ,3.0,CUCKOVIC U,8 - 2,176,MNE,2:56
Action shot - Post,4.0,3,8,2,KAZ,3.0,PETKOVIC M,8 - 2,159,MNE,2:39
Time-Out,,3,8,2,KAZ,3.0,,8 - 2,159,KAZ,2:39
Centre shot - Saved,9.0,3,8,2,KAZ,3.0,UKUMANOV R,8 - 2,132,KAZ,2:12
20 sec. exclusion in field,7.0,3,8,2,KAZ,3.0,DRASKOVIC D,8 - 2,114,MNE,1:54
Extra player shot - Saved,8.0,3,8,2,KAZ,3.0,VERDESH Y,8 - 2,94,KAZ,1:34
Action shot - Saved,2.0,3,8,2,KAZ,3.0,BRGULJAN D,8 - 2,74,MNE,1:14
20 sec. exclusion in centre,12.0,3,8,2,KAZ,3.0,TURLYKHANOV B,8 - 2,66,KAZ,1:06
Time-Out,,3,8,2,KAZ,3.0,,8 - 2,66,MNE,1:06
Action shot - Missed,6.0,3,8,2,KAZ,3.0,RADOVIC A,8 - 2,42,MNE,0:42
Counter attack - Goal,6.0,3,9,2,KAZ,3.0,RADOVIC A,9 - 2,5,MNE,0:05
Starting goalkeeper,13.0,3,9,2,KAZ,4.0,SCEPANOVIC M,9 - 2,480,MNE,8:00
Starting goalkeeper,13.0,3,9,2,KAZ,4.0,SHLEMOV V,9 - 2,480,KAZ,8:00
Sprint won possession,2.0,3,9,2,KAZ,4.0,BRGULJAN D,9 - 2,480,MNE,8:00
Turnover foul,12.0,3,9,2,KAZ,4.0,MURISIC N,9 - 2,463,MNE,7:43
20 sec. exclusion in centre,8.0,3,9,2,KAZ,4.0,UKROPINA A,9 - 2,453,MNE,7:33
Extra player shot - Blocked,7.0,3,9,2,KAZ,4.0,SHAKENOV M,9 - 2,436,KAZ,7:16
Penalty foul,2.0,3,9,2,KAZ,4.0,MEDVEDEV Y,9 - 2,423,KAZ,7:03
Penalty shot - Post,8.0,3,9,2,KAZ,4.0,UKROPINA A,9 - 2,423,MNE,7:03
Centre shot - Saved,10.0,3,9,2,KAZ,4.0,RUDAY M,9 - 2,403,KAZ,6:43
5m shot - Saved,7.0,3,9,2,KAZ,4.0,DRASKOVIC D,9 - 2,377,MNE,6:17
Centre shot - Goal,10.0,3,9,3,KAZ,4.0,RUDAY M,9 - 3,355,KAZ,5:55
Turnover foul,10.0,3,9,3,KAZ,4.0,MISIC S,9 - 3,325,MNE,5:25
Steal,13.0,3,9,3,KAZ,4.0,SHLEMOV V,9 - 3,325,KAZ,5:25
5m shot - Post,2.0,3,9,3,KAZ,4.0,MEDVEDEV Y,9 - 3,301,KAZ,5:01
Centre shot - Post,10.0,3,9,3,KAZ,4.0,MISIC S,9 - 3,276,MNE,4:36
5m shot - Goal,11.0,3,10,3,KAZ,4.0,CUCKOVIC U,10 - 3,221,MNE,3:41
Turnover foul,10.0,3,10,3,KAZ,4.0,RUDAY M,10 - 3,200,KAZ,3:20
Steal,11.0,3,10,3,KAZ,4.0,CUCKOVIC U,10 - 3,200,MNE,3:20
5m shot - Goal,11.0,3,11,3,KAZ,4.0,CUCKOVIC U,11 - 3,178,MNE,2:58
5m shot - Goal,9.0,3,11,4,KAZ,4.0,UKUMANOV R,11 - 4,154,KAZ,2:34
20 sec. exclusion in centre,5.0,3,11,4,KAZ,4.0,ALTAYEV A,11 - 4,131,KAZ,2:11
Extra player shot - Goal,2.0,3,12,4,KAZ,4.0,BRGULJAN D,12 - 4,125,MNE,2:05
Turnover foul,9.0,3,12,4,KAZ,4.0,UKUMANOV R,12 - 4,94,KAZ,1:34
Steal,9.0,3,12,4,KAZ,4.0,RADOVIC D,12 - 4,94,MNE,1:34
Turnover foul,7.0,3,12,4,KAZ,4.0,DRASKOVIC D,12 - 4,83,MNE,1:23
Steal,13.0,3,12,4,KAZ,4.0,SHLEMOV V,12 - 4,83,KAZ,1:23
Centre shot - Goal,8.0,3,12,5,KAZ,4.0,VERDESH Y,12 - 5,61,KAZ,1:01
5m shot - Saved,3.0,3,12,5,KAZ,4.0,BANICEVIC B,12 - 5,32,MNE,0:32
Turnover foul,9.0,3,12,5,KAZ,4.0,UKUMANOV R,12 - 5,13,KAZ,0:13
Steal,12.0,3,12,5,KAZ,4.0,MURISIC N,12 - 5,13,MNE,0:13
Counter attack - Goal,8.0,3,13,5,KAZ,4.0,UKROPINA A,13 - 5,1,MNE,0:01
Starting goalkeeper,1.0,4,0,0,GRE,1.0,LAZOVIC D,0 - 0,480,MNE,8:00
Starting goalkeeper,1.0,4,0,0,GRE,1.0,FLEGKAS K,0 - 0,480,GRE,8:00
Sprint won possession,2.0,4,0,0,GRE,1.0,GENIDOUNIAS K,0 - 0,480,GRE,8:00
Turnover foul,10.0,4,0,0,GRE,1.0,KOLOMVOS C,0 - 0,460,GRE,7:40
Penalty foul,3.0,4,0,0,GRE,1.0,DELAKAS E,0 - 0,437,GRE,7:17
Penalty shot - Saved,7.0,4,0,0,GRE,1.0,DRASKOVIC D,0 - 0,437,MNE,7:17
Action shot - Blocked,3.0,4,0,0,GRE,1.0,DELAKAS E,0 - 0,407,GRE,6:47
5m shot - Saved,2.0,4,0,0,GRE,1.0,BRGULJAN D,0 - 0,380,MNE,6:20
Action shot - Blocked,4.0,4,0,0,GRE,1.0,PETKOVIC M,0 - 0,352,MNE,5:52
Turnover foul,11.0,4,0,0,GRE,1.0,CUCKOVIC U,0 - 0,324,MNE,5:24
5m shot - Saved,3.0,4,0,0,GRE,1.0,DELAKAS E,0 - 0,289,GRE,4:49
20 sec. exclusion in centre,11.0,4,0,0,GRE,1.0,CUCKOVIC U,0 - 0,273,MNE,4:33
Extra player shot - Goal,11.0,4,0,1,GRE,1.0,GOUNAS A,0 - 1,260,GRE,4:20
Action shot - Saved,2.0,4,0,1,GRE,1.0,BRGULJAN D,0 - 1,184,MNE,3:04
Centre shot - Saved,11.0,4,0,1,GRE,1.0,GOUNAS A,0 - 1,167,GRE,2:47
Action shot - Saved,5.0,4,0,1,GRE,1.0,BRGULJAN D,0 - 1,145,MNE,2:25
20 sec. exclusion in field,6.0,4,0,1,GRE,1.0,RADOVIC A,0 - 1,140,MNE,2:20
Time-Out,,4,0,1,GRE,1.0,,0 - 1,140,GRE,2:20
Extra player shot - Saved,11.0,4,0,1,GRE,1.0,GOUNAS A,0 - 1,122,GRE,2:02
Action shot - Blocked,12.0,4,0,1,GRE,1.0,VLACHOPOULOS A,0 - 1,96,GRE,1:36
20 sec. exclusion in centre,10.0,4,0,1,GRE,1.0,KOLOMVOS C,0 - 1,70,GRE,1:10
Time-Out,,4,0,1,GRE,1.0,,0 - 1,70,MNE,1:10
Extra player shot - Saved,4.0,4,0,1,GRE,1.0,PETKOVIC M,0 - 1,51,MNE,0:51
20 sec. exclusion in centre,7.0,4,0,1,GRE,1.0,DRASKOVIC D,0 - 1,22,MNE,0:22
Extra player shot - Saved,9.0,4,0,1,GRE,1.0,MOURIKIS K,0 - 1,8,GRE,0:08
Starting goalkeeper,1.0,4,0,1,GRE,2.0,LAZOVIC D,0 - 1,480,MNE,8:00
Starting goalkeeper,1.0,4,0,1,GRE,2.0,FLEGKAS K,0 - 1,480,GRE,8:00
Sprint won possession,4.0,4,0,1,GRE,2.0,DERVISIS G,0 - 1,480,GRE,8:00
5m shot - Post,5.0,4,0,1,GRE,2.0,FOUNTOULIS I,0 - 1,459,GRE,7:39
Centre shot - Saved,10.0,4,0,1,GRE,2.0,MISIC S,0 - 1,430,MNE,7:10
5m shot - Goal,12.0,4,0,2,GRE,2.0,VLACHOPOULOS A,0 - 2,403,GRE,6:43
Turnover foul,8.0,4,0,2,GRE,2.0,UKROPINA A,0 - 2,376,MNE,6:16
Steal,10.0,4,0,2,GRE,2.0,KOLOMVOS C,0 - 2,376,GRE,6:16
Action shot - Goal,4.0,4,0,3,GRE,2.0,DERVISIS G,0 - 3,349,GRE,5:49
Action shot - Blocked,5.0,4,0,3,GRE,2.0,BRGULJAN D,0 - 3,330,MNE,5:30
20 sec. exclusion in centre,11.0,4,0,3,GRE,2.0,CUCKOVIC U,0 - 3,310,MNE,5:10
Action shot - Goal,10.0,4,0,4,GRE,2.0,KOLOMVOS C,0 - 4,288,GRE,4:48
Time-Out,,4,0,4,GRE,2.0,,0 - 4,288,MNE,4:48
20 sec. exclusion in centre,7.0,4,0,4,GRE,2.0,PONTIKEAS K,0 - 4,276,GRE,4:36
Extra player shot - Goal,10.0,4,1,4,GRE,2.0,MISIC S,1 - 4,258,MNE,4:18
20 sec. exclusion in centre,3.0,4,1,4,GRE,2.0,BANICEVIC B,1 - 4,239,MNE,3:59
Centre shot - Goal,9.0,4,1,5,GRE,2.0,MOURIKIS K,1 - 5,217,GRE,3:37
20 sec. exclusion in field,12.0,4,1,5,GRE,2.0,VLACHOPOULOS A,1 - 5,203,GRE,3:23
5m shot - Blocked,6.0,4,1,5,GRE,2.0,RADOVIC A,1 - 5,179,MNE,2:59
20 sec. exclusion in centre,8.0,4,1,5,GRE,2.0,UKROPINA A,1 - 5,169,MNE,2:49
Extra player shot - Goal,5.0,4,1,6,GRE,2.0,FOUNTOULIS I,1 - 6,152,GRE,2:32
Turnover foul,12.0,4,1,6,GRE,2.0,MURISIC N,1 - 6,127,MNE,2:07
Steal,5.0,4,1,6,GRE,2.0,FOUNTOULIS I,1 - 6,127,GRE,2:07
Turnover foul,9.0,4,1,6,GRE,2.0,MOURIKIS K,1 - 6,106,GRE,1:46
5m shot - Goal,6.0,4,2,6,GRE,2.0,RADOVIC A,2 - 6,93,MNE,1:33
5m shot - Blocked,2.0,4,2,6,GRE,2.0,GENIDOUNIAS K,2 - 6,72,GRE,1:12
Action shot - Saved,5.0,4,2,6,GRE,2.0,BRGULJAN D,2 - 6,55,MNE,0:55
Time-Out,,4,2,6,GRE,2.0,,2 - 6,52,GRE,0:52
Turnover foul,5.0,4,2,6,GRE,2.0,FOUNTOULIS I,2 - 6,32,GRE,0:32
Turnover foul,2.0,4,2,6,GRE,2.0,BRGULJAN D,2 - 6,30,MNE,0:30
Turnover foul,2.0,4,2,6,GRE,2.0,GENIDOUNIAS K,2 - 6,3,GRE,0:03
Steal,7.0,4,2,6,GRE,2.0,DRASKOVIC D,2 - 6,3,MNE,0:03
Starting goalkeeper,1.0,4,2,6,GRE,3.0,LAZOVIC D,2 - 6,480,MNE,8:00
Starting goalkeeper,1.0,4,2,6,GRE,3.0,FLEGKAS K,2 - 6,480,GRE,8:00
Sprint won possession,2.0,4,2,6,GRE,3.0,GENIDOUNIAS K,2 - 6,480,GRE,8:00
Turnover foul,10.0,4,2,6,GRE,3.0,KOLOMVOS C,2 - 6,460,GRE,7:40
Extra player shot - Saved,5.0,4,2,6,GRE,4.0,BRGULJAN D,2 - 6,32,MNE,0:32
Turnover foul,8.0,4,2,6,GRE,3.0,UKROPINA A,2 - 6,437,MNE,7:17
5m shot - Post,11.0,4,2,6,GRE,3.0,GOUNAS A,2 - 6,411,GRE,6:51
5m shot - Saved,11.0,4,2,6,GRE,3.0,CUCKOVIC U,2 - 6,383,MNE,6:23
Action shot - Goal,5.0,4,2,7,GRE,3.0,FOUNTOULIS I,2 - 7,363,GRE,6:03
20 sec. exclusion in centre,3.0,4,2,7,GRE,3.0,DELAKAS E,2 - 7,344,GRE,5:44
Action shot - Missed,2.0,4,2,7,GRE,3.0,BRGULJAN D,2 - 7,319,MNE,5:19
5m shot - Saved,11.0,4,2,7,GRE,3.0,GOUNAS A,2 - 7,291,GRE,4:51
Action shot - Goal,11.0,4,2,8,GRE,3.0,GOUNAS A,2 - 8,267,GRE,4:27
Goalkeeper substitution,13.0,4,2,8,GRE,3.0,SCEPANOVIC M,2 - 8,267,MNE,4:27
Exclusion with substitution,3.0,4,2,8,GRE,3.0,BANICEVIC B,2 - 8,267,MNE,4:27
Exclusion with substitution,9.0,4,2,8,GRE,3.0,MOURIKIS K,2 - 8,267,GRE,4:27
5m shot - Saved,2.0,4,2,8,GRE,3.0,BRGULJAN D,2 - 8,240,MNE,4:00
5m shot - Saved,5.0,4,2,8,GRE,3.0,FOUNTOULIS I,2 - 8,212,GRE,3:32
Penalty foul,11.0,4,2,8,GRE,3.0,CUCKOVIC U,2 - 8,188,MNE,3:08
Exclusion with substitution,11.0,4,2,8,GRE,3.0,CUCKOVIC U,2 - 8,188,MNE,3:08
Penalty shot - Goal,5.0,4,2,9,GRE,3.0,FOUNTOULIS I,2 - 9,188,GRE,3:08
Centre shot - Saved,10.0,4,2,9,GRE,3.0,MISIC S,2 - 9,165,MNE,2:45
5m shot - Post,5.0,4,2,9,GRE,3.0,FOUNTOULIS I,2 - 9,141,GRE,2:21
Time-Out,,4,2,9,GRE,3.0,,2 - 9,137,MNE,2:17
Action shot - Saved,5.0,4,2,9,GRE,3.0,BRGULJAN D,2 - 9,116,MNE,1:56
Time-Out,,4,2,9,GRE,3.0,,2 - 9,114,GRE,1:54
5m shot - Missed,11.0,4,2,9,GRE,3.0,GOUNAS A,2 - 9,94,GRE,1:34
20 sec. exclusion in centre,2.0,4,2,9,GRE,3.0,GENIDOUNIAS K,2 - 9,74,GRE,1:14
Extra player shot - Blocked,9.0,4,2,9,GRE,3.0,RADOVIC D,2 - 9,56,MNE,0:56
20 sec. exclusion in field,9.0,4,2,9,GRE,3.0,RADOVIC D,2 - 9,31,MNE,0:31
Extra player shot - Goal,5.0,4,2,10,GRE,3.0,FOUNTOULIS I,2 - 10,14,GRE,0:14
Yellow card,,4,2,10,GRE,3.0,Team Official,2 - 10,14,MNE,0:14
5m shot - Goal,2.0,4,3,10,GRE,3.0,BRGULJAN D,3 - 10,3,MNE,0:03
5m shot - Saved,12.0,4,3,10,GRE,3.0,VLACHOPOULOS A,3 - 10,1,GRE,0:01
Starting goalkeeper,13.0,4,3,10,GRE,4.0,SCEPANOVIC M,3 - 10,480,MNE,8:00
Starting goalkeeper,1.0,4,3,10,GRE,4.0,FLEGKAS K,3 - 10,480,GRE,8:00
Sprint won possession,8.0,4,3,10,GRE,4.0,UKROPINA A,3 - 10,480,MNE,8:00
Action shot - Post,4.0,4,3,10,GRE,4.0,PETKOVIC M,3 - 10,456,MNE,7:36
20 sec. exclusion in centre,7.0,4,3,10,GRE,4.0,PONTIKEAS K,3 - 10,410,GRE,6:50
Turnover foul,12.0,4,3,10,GRE,4.0,MURISIC N,3 - 10,404,MNE,6:44
Steal,4.0,4,3,10,GRE,4.0,DERVISIS G,3 - 10,404,GRE,6:44
Turnover foul,6.0,4,3,10,GRE,4.0,RADOVIC A,3 - 10,364,MNE,6:04
Steal,4.0,4,3,10,GRE,4.0,DERVISIS G,3 - 10,364,GRE,6:04
5m shot - Saved,3.0,4,3,10,GRE,4.0,DELAKAS E,3 - 10,337,GRE,5:37
Centre shot - Goal,12.0,4,4,10,GRE,4.0,MURISIC N,4 - 10,315,MNE,5:15
Turnover foul,10.0,4,4,10,GRE,4.0,KOLOMVOS C,4 - 10,291,GRE,4:51
20 sec. exclusion in field,12.0,4,4,10,GRE,4.0,VLACHOPOULOS A,4 - 10,291,GRE,4:51
Turnover foul,5.0,4,4,10,GRE,4.0,BRGULJAN D,4 - 10,269,MNE,4:29
Steal,6.0,4,4,10,GRE,4.0,KAPOTSIS M,4 - 10,269,GRE,4:29
Time-Out,,4,4,10,GRE,4.0,,4 - 10,239,MNE,3:59
Penalty foul,3.0,4,4,10,GRE,4.0,DELAKAS E,4 - 10,227,GRE,3:47
Exclusion with substitution,3.0,4,4,10,GRE,4.0,DELAKAS E,4 - 10,227,GRE,3:47
Penalty shot - Goal,6.0,4,5,10,GRE,4.0,RADOVIC A,5 - 10,227,MNE,3:47
Turnover foul,8.0,4,5,10,GRE,4.0,ARGYROPOULOS KANAK,5 - 10,196,GRE,3:16
Steal,2.0,4,5,10,GRE,4.0,BRGULJAN D,5 - 10,196,MNE,3:16
Turnover foul,2.0,4,5,10,GRE,4.0,BRGULJAN D,5 - 10,189,MNE,3:09
Steal,1.0,4,5,10,GRE,4.0,FLEGKAS K,5 - 10,189,GRE,3:09
Counter attack - Goal,8.0,4,5,11,GRE,4.0,ARGYROPOULOS KANAK,5 - 11,184,GRE,3:04
20 sec. exclusion in centre,4.0,4,5,11,GRE,4.0,DERVISIS G,5 - 11,172,GRE,2:52
Extra player shot - Goal,4.0,4,6,11,GRE,4.0,PETKOVIC M,6 - 11,159,MNE,2:39
20 sec. exclusion in field,9.0,4,6,11,GRE,4.0,RADOVIC D,6 - 11,131,MNE,2:11
Time-Out,,4,6,11,GRE,4.0,,6 - 11,129,GRE,2:09
Action shot - Goal,2.0,4,6,12,GRE,4.0,GENIDOUNIAS K,6 - 12,106,GRE,1:46
Penalty foul,4.0,4,6,12,GRE,4.0,DERVISIS G,6 - 12,84,GRE,1:24
Penalty shot - Goal,5.0,4,7,12,GRE,4.0,BRGULJAN D,7 - 12,84,MNE,1:24
20 sec. exclusion in field,2.0,4,7,12,GRE,4.0,GENIDOUNIAS K,7 - 12,54,GRE,0:54
20 sec. exclusion in field,2.0,4,7,12,GRE,4.0,BRGULJAN D,7 - 12,10,MNE,0:10
Starting goalkeeper,13.0,5,0,0,RUS,1.0,SCEPANOVIC M,0 - 0,480,MNE,8:00
Starting goalkeeper,13.0,5,0,0,RUS,1.0,STATSENKO V,0 - 0,480,RUS,8:00
Sprint won possession,12.0,5,0,0,RUS,1.0,SHEPELEV R,0 - 0,480,RUS,8:00
Centre shot - Post,11.0,5,0,0,RUS,1.0,LISUNOV S,0 - 0,454,RUS,7:34
Centre shot - Post,7.0,5,0,0,RUS,1.0,DRASKOVIC D,0 - 0,440,MNE,7:20
Turnover foul,10.0,5,0,0,RUS,1.0,KHOLOD D,0 - 0,411,RUS,6:51
Steal,4.0,5,0,0,RUS,1.0,PETKOVIC M,0 - 0,411,MNE,6:51
20 sec. exclusion in centre,3.0,5,0,0,RUS,1.0,VASILYEV E,0 - 0,394,RUS,6:34
Turnover foul,10.0,5,0,0,RUS,1.0,MISIC S,0 - 0,358,MNE,5:58
Action shot - Goal,12.0,5,0,1,RUS,1.0,SHEPELEV R,0 - 1,352,RUS,5:52
Centre shot - Missed,12.0,5,0,1,RUS,1.0,MURISIC N,0 - 1,335,MNE,5:35
Turnover foul,10.0,5,0,1,RUS,1.0,KHOLOD D,0 - 1,302,RUS,5:02
Steal,2.0,5,0,1,RUS,1.0,BRGULJAN D,0 - 1,302,MNE,5:02
5m shot - Saved,2.0,5,0,1,RUS,1.0,BRGULJAN D,0 - 1,276,MNE,4:36
Action shot - Saved,4.0,5,0,1,RUS,1.0,PETKOVIC M,0 - 1,257,MNE,4:17
5m shot - Blocked,9.0,5,0,1,RUS,1.0,SUCHKOV I,0 - 1,229,RUS,3:49
Counter attack - Goal,3.0,5,1,1,RUS,1.0,BANICEVIC B,1 - 1,214,MNE,3:34
5m shot - Saved,6.0,5,1,1,RUS,1.0,RADOVIC A,1 - 1,160,MNE,2:40
Action shot - Saved,2.0,5,1,1,RUS,1.0,LAZAREV N,1 - 1,132,RUS,2:12
Action shot - Post,8.0,5,1,1,RUS,1.0,UKROPINA A,1 - 1,109,MNE,1:49
Centre shot - Missed,11.0,5,1,1,RUS,1.0,LISUNOV S,1 - 1,88,RUS,1:28
Time-Out,,5,1,1,RUS,1.0,,1 - 1,80,MNE,1:20
5m shot - Post,5.0,5,1,1,RUS,1.0,BRGULJAN D,1 - 1,55,MNE,0:55
20 sec. exclusion in centre,8.0,5,1,1,RUS,1.0,UKROPINA A,1 - 1,38,MNE,0:38
Time-Out,,5,1,1,RUS,1.0,,1 - 1,38,RUS,0:38
5m shot - Post,8.0,5,1,1,RUS,1.0,NAGAEV I,1 - 1,9,RUS,0:09
Turnover foul,5.0,5,1,1,RUS,1.0,BUGAYCHUK A,1 - 1,5,RUS,0:05
Steal,2.0,5,1,1,RUS,1.0,BRGULJAN D,1 - 1,5,MNE,0:05
5m shot - Saved,2.0,5,1,1,RUS,1.0,BRGULJAN D,1 - 1,1,MNE,0:01
Starting goalkeeper,13.0,5,1,1,RUS,2.0,SCEPANOVIC M,1 - 1,480,MNE,8:00
Starting goalkeeper,13.0,5,1,1,RUS,2.0,STATSENKO V,1 - 1,480,RUS,8:00
Sprint won possession,10.0,5,1,1,RUS,2.0,KHOLOD D,1 - 1,480,RUS,8:00
Turnover foul,8.0,5,1,1,RUS,2.0,NAGAEV I,1 - 1,451,RUS,7:31
Steal,7.0,5,1,1,RUS,2.0,DRASKOVIC D,1 - 1,451,MNE,7:31
5m shot - Saved,2.0,5,1,1,RUS,2.0,BRGULJAN D,1 - 1,422,MNE,7:02
20 sec. exclusion in centre,10.0,5,1,1,RUS,2.0,KHOLOD D,1 - 1,411,RUS,6:51
Extra player shot - Goal,2.0,5,2,1,RUS,2.0,BRGULJAN D,2 - 1,403,MNE,6:43
20 sec. exclusion in centre,11.0,5,2,1,RUS,2.0,CUCKOVIC U,2 - 1,379,MNE,6:19
Extra player shot - Goal,11.0,5,2,2,RUS,2.0,LISUNOV S,2 - 2,377,RUS,6:17
Turnover foul,10.0,5,2,2,RUS,2.0,MISIC S,2 - 2,347,MNE,5:47
Steal,13.0,5,2,2,RUS,2.0,STATSENKO V,2 - 2,347,RUS,5:47
5m shot - Blocked,7.0,5,2,2,RUS,2.0,MERKULOV D,2 - 2,325,RUS,5:25
5m shot - Goal,6.0,5,3,2,RUS,2.0,RADOVIC A,3 - 2,305,MNE,5:05
20 sec. exclusion in centre,3.0,5,3,2,RUS,2.0,BANICEVIC B,3 - 2,284,MNE,4:44
Time-Out,,5,3,2,RUS,2.0,,3 - 2,284,RUS,4:44
Extra player shot - Saved,10.0,5,3,2,RUS,2.0,KHOLOD D,3 - 2,263,RUS,4:23
5m shot - Goal,7.0,5,3,3,RUS,2.0,MERKULOV D,3 - 3,257,RUS,4:17
Turnover foul,8.0,5,3,3,RUS,2.0,UKROPINA A,3 - 3,239,MNE,3:59
Steal,9.0,5,3,3,RUS,2.0,SUCHKOV I,3 - 3,239,RUS,3:59
5m shot - Missed,10.0,5,3,3,RUS,2.0,KHOLOD D,3 - 3,215,RUS,3:35
20 sec. exclusion in centre,9.0,5,3,3,RUS,2.0,SUCHKOV I,3 - 3,190,RUS,3:10
Extra player shot - Saved,5.0,5,3,3,RUS,2.0,BRGULJAN D,3 - 3,171,MNE,2:51
Turnover foul,11.0,5,3,3,RUS,2.0,LISUNOV S,3 - 3,140,RUS,2:20
Steal,13.0,5,3,3,RUS,2.0,SCEPANOVIC M,3 - 3,140,MNE,2:20
