Action,Cap,GRE,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,12.0,4,5,5,ITA,3.0,XENAKI E,5 - 4,275,GRE,4:35
Action shot - Goal,5.0,4,5,6,ITA,3.0,RADICCHI F,6 - 4,249,ITA,4:09
20 sec. exclusion in centre,2.0,4,5,6,ITA,3.0,TABANI C,6 - 4,228,ITA,3:48
5m shot - Post,8.0,4,5,6,ITA,3.0,ROUMPESI A,6 - 4,196,GRE,3:16
20 sec. exclusion in centre,8.0,4,5,6,ITA,3.0,ROUMPESI A,6 - 4,176,GRE,2:56
Centre shot - Goal,8.0,4,5,7,ITA,3.0,BIANCONI R,7 - 4,155,ITA,2:35
Action shot - Missed,11.0,4,5,7,ITA,3.0,PLEVRITOU E,7 - 4,128,GRE,2:08
Turnover foul,10.0,4,5,7,ITA,3.0,POMERI F,7 - 4,114,ITA,1:54
Action shot - Saved,11.0,4,5,7,ITA,3.0,PLEVRITOU E,7 - 4,97,GRE,1:37
5m shot - Post,11.0,4,5,7,ITA,3.0,BARZON L,7 - 4,74,ITA,1:14
20 sec. exclusion in centre,10.0,4,5,7,ITA,3.0,POMERI F,7 - 4,55,ITA,0:55
Time-Out,,4,5,7,ITA,3.0,,7 - 4,55,GRE,0:55
Extra player shot - Goal,3.0,5,5,7,ITA,3.0,CHARALAMPIDI S,7 - 5,39,GRE,0:39
Action shot - Saved,7.0,5,5,7,ITA,3.0,DI MARIO T,7 - 5,12,ITA,0:12
5m shot - Missed,8.0,5,5,7,ITA,3.0,ROUMPESI A,7 - 5,1,GRE,0:01
Starting goalkeeper,1.0,5,5,7,ITA,4.0,GORLERO G,7 - 5,480,ITA,8:00
Starting goalkeeper,13.0,5,5,7,ITA,4.0,DIAMANTOPOULOU C,7 - 5,480,GRE,8:00
Sprint won possession,3.0,5,5,7,ITA,4.0,CHARALAMPIDI S,7 - 5,480,GRE,8:00
20 sec. exclusion in centre,5.0,5,5,7,ITA,4.0,RADICCHI F,7 - 5,459,ITA,7:39
Action shot - Goal,3.0,6,5,7,ITA,4.0,CHARALAMPIDI S,7 - 6,436,GRE,7:16
Centre shot - Goal,7.0,6,5,8,ITA,4.0,DI MARIO T,8 - 6,412,ITA,6:52
5m shot - Post,10.0,6,5,8,ITA,4.0,MANOLIOUDAKI T,8 - 6,388,GRE,6:28
Action shot - Goal,3.0,6,5,9,ITA,4.0,GARIBOTTI A,9 - 6,363,ITA,6:03
Goalkeeper substitution,13.0,6,5,9,ITA,4.0,TEANI L,9 - 6,354,ITA,5:54
Goalkeeper substitution,1.0,6,5,9,ITA,4.0,GORLERO G,9 - 6,354,ITA,5:54
Centre shot - Saved,7.0,6,5,9,ITA,4.0,ASIMAKI A,9 - 6,344,GRE,5:44
20 sec. exclusion in centre,11.0,6,5,9,ITA,4.0,PLEVRITOU E,9 - 6,331,GRE,5:31
Action shot - Saved,3.0,6,5,9,ITA,4.0,GARIBOTTI A,9 - 6,309,ITA,5:09
20 sec. exclusion in centre,2.0,6,5,9,ITA,4.0,TSOUKALA C,9 - 6,287,GRE,4:47
Extra player shot - Saved,7.0,6,5,9,ITA,4.0,DI MARIO T,9 - 6,269,ITA,4:29
20 sec. exclusion in centre,7.0,6,5,9,ITA,4.0,ASIMAKI A,9 - 6,239,GRE,3:59
Extra player shot - Missed,7.0,6,5,9,ITA,4.0,DI MARIO T,9 - 6,220,ITA,3:40
Turnover foul,12.0,6,5,9,ITA,4.0,XENAKI E,9 - 6,197,GRE,3:17
5m shot - Post,9.0,6,5,9,ITA,4.0,EMMOLO G,9 - 6,167,ITA,2:47
Action shot - Missed,3.0,6,5,9,ITA,4.0,CHARALAMPIDI S,9 - 6,144,GRE,2:24
Turnover foul,7.0,6,5,9,ITA,4.0,DI MARIO T,9 - 6,115,ITA,1:55
Centre shot - Saved,12.0,6,5,9,ITA,4.0,XENAKI E,9 - 6,94,GRE,1:34
Action shot - Missed,3.0,6,5,9,ITA,4.0,GARIBOTTI A,9 - 6,71,ITA,1:11
Turnover foul,8.0,6,5,9,ITA,4.0,ROUMPESI A,9 - 6,56,GRE,0:56
Time-Out,,6,5,9,ITA,4.0,,9 - 6,56,ITA,0:56
20 sec. exclusion in centre,3.0,6,5,9,ITA,4.0,CHARALAMPIDI S,9 - 6,33,GRE,0:33
Action shot - Post,4.0,6,5,9,ITA,4.0,QUEIROLO E,9 - 6,3,ITA,0:03
Starting goalkeeper,1.0,0,6,0,RUS,1.0,KOUVDOU E,0 - 0,480,GRE,8:00
Starting goalkeeper,13.0,0,6,0,RUS,1.0,KARNAUKH A,0 - 0,480,RUS,8:00
Sprint won possession,3.0,0,6,0,RUS,1.0,PROKOFYEVA E,0 - 0,480,RUS,8:00
5m shot - Missed,3.0,0,6,0,RUS,1.0,PROKOFYEVA E,0 - 0,459,RUS,7:39
5m shot - Post,2.0,0,6,0,RUS,1.0,TSOUKALA C,0 - 0,434,GRE,7:14
Turnover foul,3.0,0,6,0,RUS,1.0,PROKOFYEVA E,0 - 0,416,RUS,6:56
Turnover foul,10.0,0,6,0,RUS,1.0,MANOLIOUDAKI T,0 - 0,393,GRE,6:33
Steal,2.0,0,6,0,RUS,1.0,ZUBKOVA T,0 - 0,393,RUS,6:33
Centre shot - Saved,11.0,0,6,0,RUS,1.0,IVANOVA E,0 - 0,370,RUS,6:10
Counter attack - Goal,7.0,1,6,0,RUS,1.0,ASIMAKI A,1 - 0,351,GRE,5:51
Turnover foul,9.0,1,6,0,RUS,1.0,TIMOFEEVA A,1 - 0,325,RUS,5:25
Steal,6.0,1,6,0,RUS,1.0,AVRAMIDOU A,1 - 0,325,GRE,5:25
Turnover foul,11.0,1,6,0,RUS,1.0,PLEVRITOU E,1 - 0,297,GRE,4:57
20 sec. exclusion in centre,6.0,1,6,0,RUS,1.0,AVRAMIDOU A,1 - 0,287,GRE,4:47
Action shot - Saved,2.0,1,6,0,RUS,1.0,ZUBKOVA T,1 - 0,270,RUS,4:30
Action shot - Goal,11.0,2,6,0,RUS,1.0,PLEVRITOU E,2 - 0,240,GRE,4:00
Turnover foul,5.0,2,6,0,RUS,1.0,ZUBACHEVA E,2 - 0,214,RUS,3:34
Steal,10.0,2,6,0,RUS,1.0,MANOLIOUDAKI T,2 - 0,214,GRE,3:34
Action shot - Missed,12.0,2,6,0,RUS,1.0,XENAKI E,2 - 0,189,GRE,3:09
5m shot - Post,8.0,2,6,0,RUS,1.0,ABDRIZIAKOVA E,2 - 0,165,RUS,2:45
5m shot - Goal,2.0,3,6,0,RUS,1.0,TSOUKALA C,3 - 0,137,GRE,2:17
Turnover foul,8.0,3,6,0,RUS,1.0,ABDRIZIAKOVA E,3 - 0,111,RUS,1:51
Steal,9.0,3,6,0,RUS,1.0,CHARALAMPIDI I,3 - 0,111,GRE,1:51
5m shot - Goal,8.0,4,6,0,RUS,1.0,ROUMPESI A,4 - 0,83,GRE,1:23
Centre shot - Goal,4.0,4,6,1,RUS,1.0,KARIMOVA E,4 - 1,55,RUS,0:55
Turnover foul,8.0,4,6,1,RUS,1.0,ROUMPESI A,4 - 1,27,GRE,0:27
Steal,4.0,4,6,1,RUS,1.0,KARIMOVA E,4 - 1,27,RUS,0:27
Counter attack - Goal,7.0,4,6,2,RUS,1.0,LISUNOVA E,4 - 2,18,RUS,0:18
Time-Out,,4,6,2,RUS,1.0,,4 - 2,18,GRE,0:18
Turnover foul,8.0,4,6,2,RUS,1.0,ROUMPESI A,4 - 2,4,GRE,0:04
Steal,3.0,4,6,2,RUS,1.0,PROKOFYEVA E,4 - 2,4,RUS,0:04
Time-Out,,4,6,2,RUS,1.0,,4 - 2,4,RUS,0:04
5m shot - Goal,3.0,4,6,3,RUS,1.0,PROKOFYEVA E,4 - 3,0,RUS,0:00
Starting goalkeeper,1.0,4,6,3,RUS,2.0,KOUVDOU E,4 - 3,480,GRE,8:00
Starting goalkeeper,13.0,4,6,3,RUS,2.0,KARNAUKH A,4 - 3,480,RUS,8:00
Sprint won possession,4.0,4,6,3,RUS,2.0,KARIMOVA E,4 - 3,480,RUS,8:00
Action shot - Goal,7.0,4,6,4,RUS,2.0,LISUNOVA E,4 - 4,458,RUS,7:38
Turnover foul,11.0,4,6,4,RUS,2.0,PLEVRITOU E,4 - 4,429,GRE,7:09
Steal,3.0,4,6,4,RUS,2.0,PROKOFYEVA E,4 - 4,429,RUS,7:09
20 sec. exclusion in centre,2.0,4,6,4,RUS,2.0,TSOUKALA C,4 - 4,409,GRE,6:49
Action shot - Goal,7.0,4,6,5,RUS,2.0,LISUNOVA E,4 - 5,388,RUS,6:28
5m shot - Saved,10.0,4,6,5,RUS,2.0,MANOLIOUDAKI T,4 - 5,361,GRE,6:01
20 sec. exclusion in centre,11.0,4,6,5,RUS,2.0,PLEVRITOU E,4 - 5,347,GRE,5:47
Extra player shot - Goal,9.0,4,6,6,RUS,2.0,TIMOFEEVA A,4 - 6,336,RUS,5:36
20 sec. exclusion in centre,8.0,4,6,6,RUS,2.0,ABDRIZIAKOVA E,4 - 6,327,RUS,5:27
Extra player shot - Post,2.0,4,6,6,RUS,2.0,TSOUKALA C,4 - 6,303,GRE,5:03
5m shot - Blocked,3.0,4,6,6,RUS,2.0,PROKOFYEVA E,4 - 6,279,RUS,4:39
Turnover foul,3.0,4,6,6,RUS,2.0,CHARALAMPIDI S,4 - 6,256,GRE,4:16
Steal,11.0,4,6,6,RUS,2.0,IVANOVA E,4 - 6,256,RUS,4:16
Turnover foul,7.0,4,6,6,RUS,2.0,LISUNOVA E,4 - 6,244,RUS,4:04
5m shot - Missed,8.0,4,6,6,RUS,2.0,ROUMPESI A,4 - 6,217,GRE,3:37
5m shot - Missed,3.0,4,6,6,RUS,2.0,PROKOFYEVA E,4 - 6,191,RUS,3:11
20 sec. exclusion in field,4.0,4,6,6,RUS,2.0,KARIMOVA E,4 - 6,178,RUS,2:58
Action shot - Goal,8.0,5,6,6,RUS,2.0,ROUMPESI A,5 - 6,154,GRE,2:34
Turnover foul,7.0,5,6,6,RUS,2.0,LISUNOVA E,5 - 6,124,RUS,2:04
20 sec. exclusion in field,6.0,5,6,6,RUS,2.0,SIMANOVICH A,5 - 6,108,RUS,1:48
Time-Out,,5,6,6,RUS,2.0,,5 - 6,108,GRE,1:48
Turnover foul,1.0,5,6,6,RUS,2.0,KOUVDOU E,5 - 6,97,GRE,1:37
Steal,7.0,5,6,6,RUS,2.0,LISUNOVA E,5 - 6,97,RUS,1:37
5m shot - Saved,7.0,5,6,6,RUS,2.0,LISUNOVA E,5 - 6,94,RUS,1:34
5m shot - Blocked,4.0,5,6,6,RUS,2.0,KOTSIA C,5 - 6,71,GRE,1:11
Counter attack - Goal,11.0,5,6,7,RUS,2.0,IVANOVA E,5 - 7,54,RUS,0:54
Action shot - Saved,4.0,5,6,7,RUS,2.0,KOTSIA C,5 - 7,34,GRE,0:34
20 sec. exclusion in field,11.0,5,6,7,RUS,2.0,PLEVRITOU E,5 - 7,33,GRE,0:33
Time-Out,,14,6,15,RUS,2.0,,14 - 15,33,RUS,0:33
Extra player shot - Saved,8.0,14,6,15,RUS,2.0,ABDRIZIAKOVA E,14 - 15,15,RUS,0:15
5m shot - Saved,2.0,14,6,15,RUS,2.0,TSOUKALA C,14 - 15,4,GRE,0:04
5m shot - Blocked,5.0,14,6,15,RUS,2.0,PLEVRITOU M,14 - 15,0,GRE,0:00
Starting goalkeeper,1.0,14,6,15,RUS,3.0,KOUVDOU E,14 - 15,480,GRE,8:00
Starting goalkeeper,13.0,14,6,15,RUS,3.0,KARNAUKH A,14 - 15,480,RUS,8:00
Sprint won possession,3.0,14,6,15,RUS,3.0,CHARALAMPIDI S,14 - 15,480,GRE,8:00
Action shot - Goal,3.0,6,6,7,RUS,3.0,CHARALAMPIDI S,6 - 7,457,GRE,7:37
Action shot - Missed,11.0,6,6,7,RUS,3.0,IVANOVA E,6 - 7,431,RUS,7:11
Centre shot - Missed,7.0,6,6,7,RUS,3.0,ASIMAKI A,6 - 7,417,GRE,6:57
Turnover foul,11.0,6,6,7,RUS,3.0,IVANOVA E,6 - 7,393,RUS,6:33
5m shot - Blocked,2.0,6,6,7,RUS,3.0,TSOUKALA C,6 - 7,371,GRE,6:11
5m shot - Goal,2.0,7,6,7,RUS,3.0,TSOUKALA C,7 - 7,346,GRE,5:46
5m shot - Saved,7.0,7,6,7,RUS,3.0,LISUNOVA E,7 - 7,320,RUS,5:20
5m shot - Saved,4.0,7,6,7,RUS,3.0,KOTSIA C,7 - 7,292,GRE,4:52
Centre shot - Blocked,4.0,7,6,7,RUS,3.0,KARIMOVA E,7 - 7,279,RUS,4:39
Turnover foul,7.0,7,6,7,RUS,3.0,ASIMAKI A,7 - 7,256,GRE,4:16
Turnover foul,10.0,7,6,7,RUS,3.0,MANOLIOUDAKI T,7 - 7,203,GRE,3:23
Steal,4.0,7,6,7,RUS,3.0,KARIMOVA E,7 - 7,203,RUS,3:23
20 sec. exclusion in field,11.0,7,6,7,RUS,3.0,PLEVRITOU E,7 - 7,186,GRE,3:06
Exclusion with substitution,11.0,7,6,7,RUS,3.0,PLEVRITOU E,7 - 7,186,GRE,3:06
Extra player shot - Goal,11.0,7,6,8,RUS,3.0,IVANOVA E,7 - 8,171,RUS,2:51
5m shot - Post,8.0,7,6,8,RUS,3.0,ROUMPESI A,7 - 8,143,GRE,2:23
Centre shot - Saved,10.0,7,6,8,RUS,3.0,TANKEEVA E,7 - 8,124,RUS,2:04
Action shot - Post,5.0,7,6,8,RUS,3.0,PLEVRITOU M,7 - 8,101,GRE,1:41
Counter attack - Goal,11.0,7,6,9,RUS,3.0,IVANOVA E,7 - 9,88,RUS,1:28
5m shot - Goal,5.0,8,6,9,RUS,3.0,PLEVRITOU M,8 - 9,60,GRE,1:00
Turnover foul,11.0,8,6,9,RUS,3.0,IVANOVA E,8 - 9,45,RUS,0:45
Time-Out,,8,6,9,RUS,3.0,,8 - 9,42,GRE,0:42
5m shot - Saved,2.0,8,6,9,RUS,3.0,TSOUKALA C,8 - 9,17,GRE,0:17
Time-Out,,8,6,9,RUS,3.0,,8 - 9,16,RUS,0:16
20 sec. exclusion in centre,5.0,8,6,9,RUS,3.0,PLEVRITOU M,8 - 9,0,GRE,0:00
Starting goalkeeper,1.0,8,6,9,RUS,4.0,KOUVDOU E,8 - 9,480,GRE,8:00
Starting goalkeeper,13.0,8,6,9,RUS,4.0,KARNAUKH A,8 - 9,480,RUS,8:00
Sprint won possession,7.0,8,6,9,RUS,4.0,LISUNOVA E,8 - 9,480,RUS,8:00
Action shot - Goal,8.0,8,6,10,RUS,4.0,ABDRIZIAKOVA E,8 - 10,459,RUS,7:39
20 sec. exclusion in centre,8.0,8,6,10,RUS,4.0,ABDRIZIAKOVA E,8 - 10,434,RUS,7:14
Extra player shot - Saved,6.0,8,6,10,RUS,4.0,AVRAMIDOU A,8 - 10,430,GRE,7:10
5m shot - Post,2.0,8,6,10,RUS,4.0,TSOUKALA C,8 - 10,410,GRE,6:50
5m shot - Goal,3.0,8,6,11,RUS,4.0,PROKOFYEVA E,8 - 11,380,RUS,6:20
Action shot - Post,3.0,8,6,11,RUS,4.0,CHARALAMPIDI S,8 - 11,352,GRE,5:52
Action shot - Saved,7.0,8,6,11,RUS,4.0,LISUNOVA E,8 - 11,322,RUS,5:22
20 sec. exclusion in centre,6.0,8,6,11,RUS,4.0,AVRAMIDOU A,8 - 11,303,GRE,5:03
Extra player shot - Goal,11.0,8,6,12,RUS,4.0,IVANOVA E,8 - 12,287,RUS,4:47
5m shot - Goal,10.0,9,6,12,RUS,4.0,MANOLIOUDAKI T,9 - 12,265,GRE,4:25
Turnover foul,7.0,9,6,12,RUS,4.0,LISUNOVA E,9 - 12,243,RUS,4:03
20 sec. exclusion in centre,8.0,9,6,12,RUS,4.0,ABDRIZIAKOVA E,9 - 12,222,RUS,3:42
Exclusion with substitution,8.0,9,6,12,RUS,4.0,ABDRIZIAKOVA E,9 - 12,222,RUS,3:42
Extra player shot - Post,2.0,9,6,12,RUS,4.0,TSOUKALA C,9 - 12,214,GRE,3:34
Action shot - Saved,7.0,9,6,12,RUS,4.0,LISUNOVA E,9 - 12,196,RUS,3:16
Action shot - Goal,8.0,10,6,12,RUS,4.0,ROUMPESI A,10 - 12,180,GRE,3:00
Action shot - Saved,11.0,10,6,12,RUS,4.0,IVANOVA E,10 - 12,155,RUS,2:35
Centre shot - Goal,12.0,11,6,12,RUS,4.0,XENAKI E,11 - 12,139,GRE,2:19
Action shot - Saved,3.0,11,6,12,RUS,4.0,PROKOFYEVA E,11 - 12,111,RUS,1:51
20 sec. exclusion in centre,3.0,11,6,12,RUS,4.0,PROKOFYEVA E,11 - 12,89,RUS,1:29
Time-Out,,11,6,12,RUS,4.0,,11 - 12,89,GRE,1:29
Extra player shot - Post,3.0,11,6,12,RUS,4.0,CHARALAMPIDI S,11 - 12,69,GRE,1:09
5m shot - Post,11.0,11,6,12,RUS,4.0,IVANOVA E,11 - 12,45,RUS,0:45
20 sec. exclusion in centre,11.0,11,6,12,RUS,4.0,IVANOVA E,11 - 12,20,RUS,0:20
Extra player shot - Goal,6.0,12,6,12,RUS,4.0,AVRAMIDOU A,12 - 12,1,GRE,0:01
5m shot - Saved,3.0,12,6,12,RUS,4.0,PROKOFYEVA E,12 - 12,0,RUS,0:00
Starting goalkeeper,1.0,0,7,0,CHN,1.0,YANG J,0 - 0,480,CHN,8:00
Starting goalkeeper,13.0,0,7,0,CHN,1.0,DIAMANTOPOULOU C,0 - 0,480,GRE,8:00
Sprint won possession,5.0,0,7,0,CHN,1.0,NIU G,0 - 0,480,CHN,8:00
Turnover foul,7.0,0,7,0,CHN,1.0,ASIMAKI A,0 - 0,434,GRE,7:14
5m shot - Goal,5.0,0,7,1,CHN,1.0,NIU G,1 - 0,418,CHN,6:58
5m shot - Saved,5.0,0,7,1,CHN,1.0,NIU G,1 - 0,369,CHN,6:09
20 sec. exclusion in centre,5.0,0,7,1,CHN,1.0,NIU G,1 - 0,350,CHN,5:50
Centre shot - Goal,7.0,1,7,1,CHN,1.0,ASIMAKI A,1 - 1,324,GRE,5:24
5m shot - Goal,9.0,1,7,2,CHN,1.0,ZHAO Z,2 - 1,305,CHN,5:05
Action shot - Goal,11.0,2,7,2,CHN,1.0,PLEVRITOU E,2 - 2,288,GRE,4:48
5m shot - Missed,7.0,2,7,2,CHN,1.0,SONG D,2 - 2,268,CHN,4:28
Turnover foul,12.0,2,7,2,CHN,1.0,XENAKI E,2 - 2,243,GRE,4:03
Steal,6.0,2,7,2,CHN,1.0,SUN Y,2 - 2,243,CHN,4:03
20 sec. exclusion in centre,5.0,2,7,2,CHN,1.0,PLEVRITOU M,2 - 2,220,GRE,3:40
Action shot - Goal,9.0,2,7,3,CHN,1.0,ZHAO Z,3 - 2,198,CHN,3:18
Action shot - Post,7.0,2,7,3,CHN,1.0,ASIMAKI A,3 - 2,185,GRE,3:05
Action shot - Missed,4.0,2,7,3,CHN,1.0,XIONG D,3 - 2,160,CHN,2:40
5m shot - Saved,6.0,2,7,3,CHN,1.0,AVRAMIDOU A,3 - 2,134,GRE,2:14
5m shot - Goal,10.0,2,7,4,CHN,1.0,ZHANG W,4 - 2,110,CHN,1:50
Turnover foul,2.0,2,7,4,CHN,1.0,TSOUKALA C,4 - 2,81,GRE,1:21
Steal,10.0,2,7,4,CHN,1.0,ZHANG W,4 - 2,81,CHN,1:21
Turnover foul,4.0,2,7,4,CHN,1.0,XIONG D,4 - 2,61,CHN,1:01
Turnover foul,7.0,2,7,4,CHN,1.0,ASIMAKI A,4 - 2,44,GRE,0:44
Action shot - Saved,10.0,2,7,4,CHN,1.0,ZHANG W,4 - 2,15,CHN,0:15
Time-Out,,2,7,4,CHN,1.0,,4 - 2,15,GRE,0:15
5m shot - Missed,2.0,2,7,4,CHN,1.0,TSOUKALA C,4 - 2,2,GRE,0:02
Starting goalkeeper,1.0,2,7,4,CHN,2.0,YANG J,4 - 2,480,CHN,8:00
Starting goalkeeper,13.0,2,7,4,CHN,2.0,DIAMANTOPOULOU C,4 - 2,480,GRE,8:00
Sprint won possession,3.0,2,7,4,CHN,2.0,CHARALAMPIDI S,4 - 2,480,GRE,8:00
5m shot - Post,11.0,2,7,4,CHN,2.0,PLEVRITOU E,4 - 2,455,GRE,7:35
Turnover foul,9.0,2,7,4,CHN,2.0,ZHAO Z,4 - 2,428,CHN,7:08
Steal,6.0,2,7,4,CHN,2.0,AVRAMIDOU A,4 - 2,428,GRE,7:08
20 sec. exclusion in centre,11.0,2,7,4,CHN,2.0,WANG X,4 - 2,410,CHN,6:50
Extra player shot - Saved,6.0,2,7,4,CHN,2.0,AVRAMIDOU A,4 - 2,390,GRE,6:30
5m shot - Saved,7.0,2,7,4,CHN,2.0,SONG D,4 - 2,360,CHN,6:00
Action shot - Post,11.0,2,7,4,CHN,2.0,PLEVRITOU E,4 - 2,337,GRE,5:37
Action shot - Goal,3.0,3,7,4,CHN,2.0,CHARALAMPIDI S,4 - 3,319,GRE,5:19
5m shot - Missed,5.0,3,7,4,CHN,2.0,NIU G,4 - 3,292,CHN,4:52
5m shot - Blocked,8.0,3,7,4,CHN,2.0,ZHANG C,4 - 3,234,CHN,3:54
Action shot - Goal,11.0,4,7,4,CHN,2.0,PLEVRITOU E,4 - 4,212,GRE,3:32
5m shot - Goal,5.0,4,7,5,CHN,2.0,NIU G,5 - 4,182,CHN,3:02
Goalkeeper substitution,1.0,4,7,5,CHN,2.0,KOUVDOU E,5 - 4,182,GRE,3:02
Turnover foul,3.0,4,7,5,CHN,2.0,CHARALAMPIDI S,5 - 4,153,GRE,2:33
5m shot - Saved,5.0,4,7,5,CHN,2.0,NIU G,5 - 4,130,CHN,2:10
Action shot - Saved,3.0,4,7,5,CHN,2.0,CHARALAMPIDI S,5 - 4,100,GRE,1:40
Turnover foul,4.0,4,7,5,CHN,2.0,XIONG D,5 - 4,72,CHN,1:12
Counter attack - Goal,3.0,5,7,5,CHN,2.0,CHARALAMPIDI S,5 - 5,62,GRE,1:02
5m shot - Saved,8.0,5,7,5,CHN,2.0,ZHANG C,5 - 5,41,CHN,0:41
Action shot - Saved,7.0,5,7,5,CHN,2.0,ASIMAKI A,5 - 5,15,GRE,0:15
Time-Out,,5,7,5,CHN,2.0,,5 - 5,15,CHN,0:15
5m shot - Post,5.0,5,7,5,CHN,2.0,NIU G,5 - 5,5,CHN,0:05
Starting goalkeeper,1.0,5,7,5,CHN,3.0,YANG J,5 - 5,480,CHN,8:00
Starting goalkeeper,1.0,5,7,5,CHN,3.0,KOUVDOU E,5 - 5,480,GRE,8:00
Sprint won possession,3.0,5,7,5,CHN,3.0,CHARALAMPIDI S,5 - 5,480,GRE,8:00
20 sec. exclusion in centre,11.0,5,7,5,CHN,3.0,WANG X,5 - 5,456,CHN,7:36
Extra player shot - Saved,7.0,5,7,5,CHN,3.0,ASIMAKI A,5 - 5,443,GRE,7:23
Action shot - Saved,5.0,5,7,5,CHN,3.0,NIU G,5 - 5,419,CHN,6:59
Turnover foul,6.0,5,7,5,CHN,3.0,AVRAMIDOU A,5 - 5,397,GRE,6:37
5m shot - Goal,9.0,5,7,6,CHN,3.0,ZHAO Z,6 - 5,372,CHN,6:12
Turnover foul,8.0,5,7,6,CHN,3.0,ROUMPESI A,6 - 5,353,GRE,5:53
Action shot - Saved,6.0,5,7,6,CHN,3.0,SUN Y,6 - 5,327,CHN,5:27
Turnover foul,11.0,5,7,6,CHN,3.0,PLEVRITOU E,6 - 5,313,GRE,5:13
Steal,6.0,5,7,6,CHN,3.0,SUN Y,6 - 5,313,CHN,5:13
Counter attack - Goal,5.0,5,7,7,CHN,3.0,NIU G,7 - 5,298,CHN,4:58
Turnover foul,2.0,5,7,7,CHN,3.0,TSOUKALA C,7 - 5,283,GRE,4:43
Steal,8.0,5,7,7,CHN,3.0,ZHANG C,7 - 5,283,CHN,4:43
Turnover foul,7.0,5,7,7,CHN,3.0,SONG D,7 - 5,257,CHN,4:17
Steal,3.0,5,7,7,CHN,3.0,CHARALAMPIDI S,7 - 5,257,GRE,4:17
20 sec. exclusion in centre,8.0,5,7,7,CHN,3.0,ZHANG C,7 - 5,244,CHN,4:04
Extra player shot - Post,6.0,5,7,7,CHN,3.0,AVRAMIDOU A,7 - 5,225,GRE,3:45
5m shot - Missed,9.0,5,7,7,CHN,3.0,ZHAO Z,7 - 5,200,CHN,3:20
Turnover foul,2.0,5,7,7,CHN,3.0,TSOUKALA C,7 - 5,176,GRE,2:56
Time-Out,,5,7,7,CHN,3.0,,7 - 5,172,CHN,2:52
5m shot - Saved,9.0,5,7,7,CHN,3.0,ZHAO Z,7 - 5,152,CHN,2:32
5m shot - Saved,3.0,5,7,7,CHN,3.0,MEI X,7 - 5,130,CHN,2:10
Action shot - Saved,3.0,5,7,7,CHN,3.0,CHARALAMPIDI S,7 - 5,116,GRE,1:56
Action shot - Goal,7.0,6,7,7,CHN,3.0,ASIMAKI A,7 - 6,108,GRE,1:48
Action shot - Post,10.0,6,7,7,CHN,3.0,ZHANG W,7 - 6,89,CHN,1:29
5m shot - Saved,8.0,6,7,7,CHN,3.0,ROUMPESI A,7 - 6,61,GRE,1:01
Time-Out,,6,7,7,CHN,3.0,,7 - 6,39,GRE,0:39
Turnover foul,3.0,6,7,7,CHN,3.0,CHARALAMPIDI S,7 - 6,25,GRE,0:25
5m shot - Saved,9.0,6,7,7,CHN,3.0,ZHAO Z,7 - 6,0,CHN,0:00
Starting goalkeeper,1.0,6,7,7,CHN,4.0,YANG J,7 - 6,480,CHN,8:00
Starting goalkeeper,1.0,6,7,7,CHN,4.0,KOUVDOU E,7 - 6,480,GRE,8:00
Sprint won possession,5.0,6,7,7,CHN,4.0,NIU G,7 - 6,480,CHN,8:00
Action shot - Missed,6.0,6,7,7,CHN,4.0,SUN Y,7 - 6,460,CHN,7:40
Action shot - Goal,7.0,7,7,7,CHN,4.0,ASIMAKI A,7 - 7,439,GRE,7:19
5m shot - Blocked,5.0,7,7,7,CHN,4.0,NIU G,7 - 7,411,CHN,6:51
Action shot - Blocked,9.0,7,7,7,CHN,4.0,ZHAO Z,7 - 7,381,CHN,6:21
5m shot - Missed,2.0,7,7,7,CHN,4.0,TSOUKALA C,7 - 7,359,GRE,5:59
Turnover foul,8.0,7,7,7,CHN,4.0,ZHANG C,7 - 7,333,CHN,5:33
Turnover foul,7.0,7,7,7,CHN,4.0,ASIMAKI A,7 - 7,311,GRE,5:11
20 sec. exclusion in centre,5.0,7,7,7,CHN,4.0,PLEVRITOU M,7 - 7,305,GRE,5:05
Extra player shot - Goal,5.0,7,7,8,CHN,4.0,NIU G,8 - 7,286,CHN,4:46
20 sec. exclusion in centre,7.0,7,7,8,CHN,4.0,SONG D,8 - 7,267,CHN,4:27
Extra player shot - Goal,3.0,8,7,8,CHN,4.0,CHARALAMPIDI S,8 - 8,252,GRE,4:12
5m shot - Post,7.0,8,7,8,CHN,4.0,SONG D,8 - 8,223,CHN,3:43
Turnover foul,6.0,8,7,8,CHN,4.0,AVRAMIDOU A,8 - 8,196,GRE,3:16
Steal,5.0,8,7,8,CHN,4.0,NIU G,8 - 8,196,CHN,3:16
Action shot - Blocked,6.0,8,7,8,CHN,4.0,AVRAMIDOU A,8 - 8,135,GRE,2:15
5m shot - Goal,5.0,8,7,9,CHN,4.0,NIU G,9 - 8,109,CHN,1:49
Action shot - Goal,7.0,9,7,9,CHN,4.0,ASIMAKI A,9 - 9,81,GRE,1:21
Turnover foul,6.0,9,7,9,CHN,4.0,SUN Y,9 - 9,81,CHN,1:21
Turnover foul,12.0,9,7,9,CHN,4.0,XENAKI E,9 - 9,42,GRE,0:42
