Action,Cap,ESP,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Extra player shot - Missed,2.0,0,3,0,GRE,1.0,MUNARRIZ A,0 - 0,353,ESP,5:53
Turnover foul,9.0,0,3,0,GRE,1.0,MOURIKIS K,0 - 0,333,GRE,5:33
Penalty foul,8.0,0,3,0,GRE,1.0,DELAKAS E,0 - 0,307,GRE,5:07
Penalty shot - Goal,5.0,1,3,0,GRE,1.0,MOLINA G,1 - 0,307,ESP,5:07
Action shot - Post,2.0,1,3,0,GRE,1.0,MYLONAKIS E,1 - 0,281,GRE,4:41
Turnover foul,4.0,1,3,0,GRE,1.0,ALARCON R,1 - 0,254,ESP,4:14
Steal,2.0,1,3,0,GRE,1.0,MYLONAKIS E,1 - 0,254,GRE,4:14
Turnover foul,10.0,1,3,0,GRE,1.0,KOLOMVOS C,1 - 0,228,GRE,3:48
Steal,1.0,1,3,0,GRE,1.0,AGUILAR I,1 - 0,228,ESP,3:48
5m shot - Blocked,4.0,1,3,0,GRE,1.0,ALARCON R,1 - 0,199,ESP,3:19
Turnover foul,9.0,1,3,0,GRE,1.0,VALLES X,1 - 0,179,ESP,2:59
Action shot - Saved,12.0,1,3,0,GRE,1.0,VLACHOPOULOS A,1 - 0,153,GRE,2:33
Turnover foul,10.0,1,3,0,GRE,1.0,PERRONE F,1 - 0,135,ESP,2:15
20 sec. exclusion in centre,4.0,1,3,0,GRE,1.0,ALARCON R,1 - 0,112,ESP,1:52
Extra player shot - Goal,8.0,1,3,1,GRE,1.0,DELAKAS E,1 - 1,94,GRE,1:34
Turnover foul,6.0,1,3,1,GRE,1.0,MINGUELL M,1 - 1,66,ESP,1:06
20 sec. exclusion in field,3.0,1,3,1,GRE,1.0,de LERA R,1 - 1,54,ESP,0:54
Action shot - Saved,7.0,1,3,1,GRE,1.0,AFROUDAKIS C,1 - 1,31,GRE,0:31
5m shot - Missed,5.0,1,3,1,GRE,1.0,MOLINA G,1 - 1,5,ESP,0:05
Starting goalkeeper,1.0,1,3,1,GRE,2.0,TSALKANIS K,1 - 1,480,GRE,8:00
Starting goalkeeper,1.0,1,3,1,GRE,2.0,AGUILAR I,1 - 1,480,ESP,8:00
20 sec. exclusion in centre,6.0,1,3,1,GRE,2.0,PONTIKEAS K,1 - 1,457,GRE,7:37
Extra player shot - Saved,3.0,1,3,1,GRE,2.0,de LERA R,1 - 1,438,ESP,7:18
20 sec. exclusion in centre,2.0,1,3,1,GRE,2.0,MUNARRIZ A,1 - 1,414,ESP,6:54
Extra player shot - Goal,2.0,1,3,2,GRE,2.0,MYLONAKIS E,1 - 2,395,GRE,6:35
Turnover foul,9.0,1,3,2,GRE,2.0,VALLES X,1 - 2,370,ESP,6:10
Steal,7.0,1,3,2,GRE,2.0,AFROUDAKIS C,1 - 2,370,GRE,6:10
Action shot - Saved,11.0,1,3,2,GRE,2.0,ESTRANY P,1 - 2,313,ESP,5:13
20 sec. exclusion in centre,6.0,1,3,2,GRE,2.0,MINGUELL M,1 - 2,288,ESP,4:48
Action shot - Saved,2.0,1,3,2,GRE,2.0,MYLONAKIS E,1 - 2,264,GRE,4:24
20 sec. exclusion in centre,6.0,1,3,2,GRE,2.0,PONTIKEAS K,1 - 2,239,GRE,3:59
Action shot - Saved,5.0,1,3,2,GRE,2.0,MOLINA G,1 - 2,213,ESP,3:33
Turnover foul,8.0,1,3,2,GRE,2.0,DELAKAS E,1 - 2,188,GRE,3:08
5m shot - Missed,5.0,1,3,2,GRE,2.0,MOLINA G,1 - 2,164,ESP,2:44
Action shot - Goal,2.0,1,3,3,GRE,2.0,MYLONAKIS E,1 - 3,138,GRE,2:18
5m shot - Blocked,6.0,1,3,3,GRE,2.0,MINGUELL M,1 - 3,112,ESP,1:52
5m shot - Missed,8.0,1,3,3,GRE,2.0,DELAKAS E,1 - 3,84,GRE,1:24
Action shot - Saved,10.0,1,3,3,GRE,2.0,PERRONE F,1 - 3,55,ESP,0:55
Turnover foul,2.0,1,3,3,GRE,2.0,MYLONAKIS E,1 - 3,27,GRE,0:27
Steal,3.0,1,3,3,GRE,2.0,de LERA R,1 - 3,27,ESP,0:27
Sprint won possession,8.0,1,3,3,GRE,2.0,ESPANOL A,1 - 3,20,ESP,0:20
20 sec. exclusion in centre,7.0,1,3,3,GRE,2.0,AFROUDAKIS C,1 - 3,6,GRE,0:06
Starting goalkeeper,1.0,1,3,3,GRE,3.0,AGUILAR I,1 - 3,480,ESP,8:00
Starting goalkeeper,1.0,1,3,3,GRE,3.0,TSALKANIS K,1 - 3,480,GRE,8:00
Sprint won possession,8.0,1,3,3,GRE,3.0,ESPANOL A,1 - 3,480,ESP,8:00
Time-Out,,1,3,3,GRE,3.0,,1 - 3,479,ESP,7:59
Centre shot - Goal,5.0,2,3,3,GRE,3.0,MOLINA G,2 - 3,465,ESP,7:45
Turnover foul,5.0,2,3,3,GRE,3.0,FOUNTOULIS I,2 - 3,438,GRE,7:18
Turnover foul,8.0,2,3,3,GRE,3.0,ESPANOL A,2 - 3,414,ESP,6:54
Steal,8.0,2,3,3,GRE,3.0,DELAKAS E,2 - 3,414,GRE,6:54
Turnover foul,9.0,2,3,3,GRE,3.0,MOURIKIS K,2 - 3,392,GRE,6:32
Centre shot - Saved,6.0,2,3,3,GRE,3.0,MINGUELL M,2 - 3,379,ESP,6:19
Action shot - Missed,5.0,2,3,3,GRE,3.0,FOUNTOULIS I,2 - 3,350,GRE,5:50
20 sec. exclusion in centre,8.0,2,3,3,GRE,3.0,DELAKAS E,2 - 3,329,GRE,5:29
Extra player shot - Saved,9.0,2,3,3,GRE,3.0,VALLES X,2 - 3,309,ESP,5:09
Centre shot - Saved,9.0,2,3,3,GRE,3.0,VALLES X,2 - 3,300,ESP,5:00
5m shot - Goal,7.0,2,3,4,GRE,3.0,AFROUDAKIS C,2 - 4,283,GRE,4:43
5m shot - Missed,10.0,2,3,4,GRE,3.0,PERRONE F,2 - 4,259,ESP,4:19
5m shot - Goal,5.0,2,3,5,GRE,3.0,FOUNTOULIS I,2 - 5,239,GRE,3:59
Centre shot - Goal,7.0,3,3,5,GRE,3.0,SZIRANYI B,3 - 5,212,ESP,3:32
Action shot - Goal,5.0,3,3,6,GRE,3.0,FOUNTOULIS I,3 - 6,185,GRE,3:05
Goalkeeper substitution,13.0,3,3,6,GRE,3.0,LOPEZ D,3 - 6,185,ESP,3:05
5m shot - Saved,5.0,3,3,6,GRE,3.0,MOLINA G,3 - 6,158,ESP,2:38
20 sec. exclusion in centre,5.0,3,3,6,GRE,3.0,MOLINA G,3 - 6,133,ESP,2:13
Turnover foul,5.0,3,3,6,GRE,3.0,FOUNTOULIS I,3 - 6,123,GRE,2:03
Steal,12.0,3,3,6,GRE,3.0,GARCIA X,3 - 6,123,ESP,2:03
Action shot - Saved,12.0,3,3,6,GRE,3.0,GARCIA X,3 - 6,102,ESP,1:42
Action shot - Saved,6.0,3,3,6,GRE,3.0,PONTIKEAS K,3 - 6,74,GRE,1:14
20 sec. exclusion in field,6.0,3,3,6,GRE,3.0,PONTIKEAS K,3 - 6,44,GRE,0:44
Exclusion with substitution,6.0,3,3,6,GRE,3.0,PONTIKEAS K,3 - 6,44,GRE,0:44
Action shot - Saved,11.0,3,3,6,GRE,3.0,ESTRANY P,3 - 6,16,ESP,0:16
Starting goalkeeper,1.0,3,3,6,GRE,4.0,TSALKANIS K,3 - 6,480,GRE,8:00
Starting goalkeeper,13.0,3,3,6,GRE,4.0,LOPEZ D,3 - 6,480,ESP,8:00
Sprint won possession,8.0,3,3,6,GRE,4.0,ESPANOL A,3 - 6,480,ESP,8:00
20 sec. exclusion in centre,8.0,3,3,6,GRE,4.0,DELAKAS E,3 - 6,460,GRE,7:40
Exclusion with substitution,8.0,3,3,6,GRE,4.0,DELAKAS E,3 - 6,460,GRE,7:40
Extra player shot - Goal,6.0,4,3,6,GRE,4.0,MINGUELL M,4 - 6,458,ESP,7:38
Action shot - Goal,2.0,4,3,7,GRE,4.0,MYLONAKIS E,4 - 7,431,GRE,7:11
Double exclusion,9.0,4,3,7,GRE,4.0,VALLES X,4 - 7,415,ESP,6:55
Double exclusion,12.0,4,3,7,GRE,4.0,VLACHOPOULOS A,4 - 7,415,GRE,6:55
20 sec. exclusion in centre,9.0,4,3,7,GRE,4.0,MOURIKIS K,4 - 7,396,GRE,6:36
Extra player shot - Goal,5.0,5,3,7,GRE,4.0,MOLINA G,5 - 7,391,ESP,6:31
Turnover foul,10.0,5,3,7,GRE,4.0,KOLOMVOS C,5 - 7,367,GRE,6:07
20 sec. exclusion in field,10.0,5,3,7,GRE,4.0,KOLOMVOS C,5 - 7,367,GRE,6:07
Time-Out,,5,3,7,GRE,4.0,,5 - 7,367,ESP,6:07
Turnover foul,12.0,5,3,7,GRE,4.0,GARCIA X,5 - 7,340,ESP,5:40
Steal,12.0,5,3,7,GRE,4.0,VLACHOPOULOS A,5 - 7,340,GRE,5:40
20 sec. exclusion in centre,10.0,5,3,7,GRE,4.0,PERRONE F,5 - 7,321,ESP,5:21
Action shot - Saved,11.0,5,3,7,GRE,4.0,GOUNAS A,5 - 7,296,GRE,4:56
Action shot - Blocked,6.0,5,3,7,GRE,4.0,MINGUELL M,5 - 7,267,ESP,4:27
Action shot - Post,5.0,5,3,7,GRE,4.0,FOUNTOULIS I,5 - 7,241,GRE,4:01
20 sec. exclusion in centre,12.0,5,3,7,GRE,4.0,VLACHOPOULOS A,5 - 7,217,GRE,3:37
Extra player shot - Goal,6.0,6,3,7,GRE,4.0,MINGUELL M,6 - 7,212,ESP,3:32
20 sec. exclusion in centre,2.0,6,3,7,GRE,4.0,MUNARRIZ A,6 - 7,189,ESP,3:09
Time-Out,,6,3,7,GRE,4.0,,6 - 7,185,GRE,3:05
Centre shot - Goal,12.0,6,3,8,GRE,4.0,VLACHOPOULOS A,6 - 8,162,GRE,2:42
Turnover foul,7.0,6,3,8,GRE,4.0,SZIRANYI B,6 - 8,136,ESP,2:16
Steal,12.0,6,3,8,GRE,4.0,VLACHOPOULOS A,6 - 8,136,GRE,2:16
20 sec. exclusion in centre,2.0,6,3,8,GRE,4.0,MYLONAKIS E,6 - 8,85,GRE,1:25
Extra player shot - Goal,6.0,7,3,8,GRE,4.0,MINGUELL M,7 - 8,84,ESP,1:24
Time-Out,,7,3,8,GRE,4.0,,7 - 8,83,GRE,1:23
Action shot - Missed,9.0,7,3,8,GRE,4.0,MOURIKIS K,7 - 8,56,GRE,0:56
20 sec. exclusion in field,9.0,7,3,8,GRE,4.0,MOURIKIS K,7 - 8,47,GRE,0:47
Extra player shot - Saved,8.0,7,3,8,GRE,4.0,ESPANOL A,7 - 8,39,ESP,0:39
Turnover foul,7.0,7,3,8,GRE,4.0,SZIRANYI B,7 - 8,29,ESP,0:29
Steal,12.0,7,3,8,GRE,4.0,VLACHOPOULOS A,7 - 8,29,GRE,0:29
Starting goalkeeper,1.0,0,4,0,USA,1.0,AGUILAR I,0 - 0,480,ESP,8:00
Starting goalkeeper,1.0,0,4,0,USA,1.0,MOSES M,0 - 0,480,USA,8:00
Sprint won possession,11.0,0,4,0,USA,1.0,ROSENTHAL M,0 - 0,480,USA,8:00
Turnover foul,3.0,0,4,0,USA,1.0,OBERT A,0 - 0,462,USA,7:42
Steal,7.0,0,4,0,USA,1.0,SZIRANYI B,0 - 0,462,ESP,7:42
Penalty foul,3.0,0,4,0,USA,1.0,OBERT A,0 - 0,435,USA,7:15
Penalty shot - Saved,5.0,0,4,0,USA,1.0,MOLINA G,0 - 0,435,ESP,7:15
Action shot - Goal,2.0,0,4,1,USA,1.0,WIGO J,1 - 0,409,USA,6:49
20 sec. exclusion in centre,10.0,0,4,1,USA,1.0,HUTTEN T,1 - 0,383,USA,6:23
Extra player shot - Goal,10.0,1,4,1,USA,1.0,PERRONE F,1 - 1,379,ESP,6:19
Turnover foul,4.0,1,4,1,USA,1.0,BOWEN A,1 - 1,351,USA,5:51
Steal,9.0,1,4,1,USA,1.0,VALLES X,1 - 1,351,ESP,5:51
5m shot - Post,10.0,1,4,1,USA,1.0,PERRONE F,1 - 1,332,ESP,5:32
Action shot - Missed,8.0,1,4,1,USA,1.0,ESPANOL A,1 - 1,310,ESP,5:10
Action shot - Missed,4.0,1,4,1,USA,1.0,BOWEN A,1 - 1,285,USA,4:45
20 sec. exclusion in centre,6.0,1,4,1,USA,1.0,RAMIREZ C,1 - 1,261,USA,4:21
Extra player shot - Saved,6.0,1,4,1,USA,1.0,MINGUELL M,1 - 1,249,ESP,4:09
Extra player shot - Post,10.0,1,4,1,USA,1.0,PERRONE F,1 - 1,245,ESP,4:05
Centre shot - Saved,6.0,1,4,1,USA,1.0,MINGUELL M,1 - 1,240,ESP,4:00
Centre shot - Saved,12.0,1,4,1,USA,1.0,GARCIA X,1 - 1,238,ESP,3:58
Counter attack - Goal,8.0,1,4,2,USA,1.0,AZEVEDO A,2 - 1,219,USA,3:39
5m shot - Saved,3.0,1,4,2,USA,1.0,de LERA R,2 - 1,195,ESP,3:15
Action shot - Missed,5.0,1,4,2,USA,1.0,de TRANE M,2 - 1,172,USA,2:52
20 sec. exclusion in field,5.0,1,4,2,USA,1.0,de TRANE M,2 - 1,172,USA,2:52
Extra player shot - Goal,10.0,2,4,2,USA,1.0,PERRONE F,2 - 2,157,ESP,2:37
20 sec. exclusion in field,6.0,2,4,2,USA,1.0,MINGUELL M,2 - 2,133,ESP,2:13
Extra player shot - Missed,12.0,2,4,2,USA,1.0,MANN J,2 - 2,118,USA,1:58
Action shot - Goal,5.0,3,4,2,USA,1.0,MOLINA G,2 - 3,105,ESP,1:45
20 sec. exclusion in centre,5.0,3,4,2,USA,1.0,MOLINA G,2 - 3,81,ESP,1:21
Extra player shot - Blocked,5.0,3,4,2,USA,1.0,de TRANE M,2 - 3,62,USA,1:02
Double exclusion,5.0,3,4,2,USA,1.0,de TRANE M,2 - 3,61,USA,1:01
Double exclusion,9.0,3,4,2,USA,1.0,VALLES X,2 - 3,61,ESP,1:01
Action shot - Goal,8.0,4,4,2,USA,1.0,ESPANOL A,2 - 4,44,ESP,0:44
Turnover foul,12.0,4,4,2,USA,1.0,MANN J,2 - 4,19,USA,0:19
Steal,10.0,4,4,2,USA,1.0,PERRONE F,2 - 4,19,ESP,0:19
5m shot - Saved,12.0,4,4,2,USA,1.0,GARCIA X,2 - 4,3,ESP,0:03
Centre shot - Saved,8.0,4,4,2,USA,1.0,ESPANOL A,2 - 4,1,ESP,0:01
Starting goalkeeper,1.0,4,4,2,USA,2.0,AGUILAR I,2 - 4,480,ESP,8:00
Starting goalkeeper,1.0,4,4,2,USA,2.0,MOSES M,2 - 4,480,USA,8:00
Sprint won possession,11.0,4,4,2,USA,2.0,ROSENTHAL M,2 - 4,480,USA,8:00
20 sec. exclusion in centre,2.0,4,4,2,USA,2.0,MUNARRIZ A,2 - 4,461,ESP,7:41
Extra player shot - Blocked,10.0,4,4,2,USA,2.0,HUTTEN T,2 - 4,451,USA,7:31
Extra player shot - Goal,12.0,4,4,3,USA,2.0,MANN J,3 - 4,450,USA,7:30
Penalty foul,10.0,4,4,3,USA,2.0,HUTTEN T,3 - 4,423,USA,7:03
Penalty shot - Goal,8.0,5,4,3,USA,2.0,ESPANOL A,3 - 5,423,ESP,7:03
Turnover foul,11.0,5,4,3,USA,2.0,ROSENTHAL M,3 - 5,403,USA,6:43
Steal,6.0,5,4,3,USA,2.0,MINGUELL M,3 - 5,403,ESP,6:43
Action shot - Saved,8.0,5,4,3,USA,2.0,ESPANOL A,3 - 5,378,ESP,6:18
5m shot - Saved,6.0,5,4,3,USA,2.0,MINGUELL M,3 - 5,353,ESP,5:53
20 sec. exclusion in centre,3.0,5,4,3,USA,2.0,OBERT A,3 - 5,324,USA,5:24
Centre shot - Saved,9.0,5,4,3,USA,2.0,VALLES X,3 - 5,301,ESP,5:01
Turnover foul,8.0,5,4,3,USA,2.0,AZEVEDO A,3 - 5,279,USA,4:39
Steal,9.0,5,4,3,USA,2.0,VALLES X,3 - 5,279,ESP,4:39
5m shot - Post,6.0,5,4,3,USA,2.0,MINGUELL M,3 - 5,252,ESP,4:12
Action shot - Saved,2.0,5,4,3,USA,2.0,WIGO J,3 - 5,228,USA,3:48
Turnover foul,12.0,5,4,3,USA,2.0,GARCIA X,3 - 5,205,ESP,3:25
Steal,8.0,5,4,3,USA,2.0,AZEVEDO A,3 - 5,205,USA,3:25
Action shot - Goal,2.0,5,4,4,USA,2.0,WIGO J,4 - 5,185,USA,3:05
Centre shot - Missed,5.0,5,4,4,USA,2.0,MOLINA G,4 - 5,161,ESP,2:41
Action shot - Blocked,3.0,5,4,4,USA,2.0,OBERT A,4 - 5,137,USA,2:17
Turnover foul,12.0,5,4,4,USA,2.0,MANN J,4 - 5,120,USA,2:00
Steal,11.0,5,4,4,USA,2.0,ESTRANY P,4 - 5,120,ESP,2:00
Turnover foul,10.0,5,4,4,USA,2.0,PERRONE F,4 - 5,100,ESP,1:40
Turnover foul,8.0,5,4,4,USA,4.0,AZEVEDO A,4 - 5,254,USA,4:14
Action shot - Goal,6.0,9,4,6,USA,4.0,MINGUELL M,6 - 9,252,ESP,4:12
Time-Out,,9,4,6,USA,4.0,,6 - 9,252,USA,4:12
20 sec. exclusion in centre,6.0,9,4,6,USA,4.0,MINGUELL M,6 - 9,239,ESP,3:59
Exclusion with substitution,6.0,9,4,6,USA,4.0,MINGUELL M,6 - 9,239,ESP,3:59
Extra player shot - Missed,11.0,9,4,6,USA,4.0,ROSENTHAL M,6 - 9,222,USA,3:42
Action shot - Saved,12.0,9,4,6,USA,4.0,GARCIA X,6 - 9,197,ESP,3:17
Turnover foul,8.0,9,4,6,USA,4.0,AZEVEDO A,6 - 9,172,USA,2:52
Centre shot - Saved,12.0,9,4,6,USA,4.0,GARCIA X,6 - 9,157,ESP,2:37
Turnover foul,5.0,9,4,6,USA,4.0,MOLINA G,6 - 9,152,ESP,2:32
Turnover foul,4.0,9,4,6,USA,2.0,BOWEN A,6 - 9,80,USA,1:20
Steal,5.0,9,4,6,USA,2.0,MOLINA G,6 - 9,80,ESP,1:20
Counter attack - Missed,10.0,9,4,6,USA,2.0,PERRONE F,6 - 9,68,ESP,1:08
20 sec. exclusion in centre,3.0,9,4,6,USA,2.0,de LERA R,6 - 9,48,ESP,0:48
Extra player shot - Saved,9.0,9,4,6,USA,2.0,BUCKNER S,6 - 9,29,USA,0:29
Action shot - Saved,5.0,9,4,6,USA,2.0,MOLINA G,6 - 9,12,ESP,0:12
Action shot - Saved,12.0,9,4,6,USA,2.0,GARCIA X,6 - 9,1,ESP,0:01
Starting goalkeeper,1.0,9,4,6,USA,3.0,AGUILAR I,6 - 9,480,ESP,8:00
Starting goalkeeper,1.0,9,4,6,USA,3.0,MOSES M,6 - 9,480,USA,8:00
Sprint won possession,8.0,9,4,6,USA,3.0,ESPANOL A,6 - 9,480,ESP,8:00
Penalty foul,9.0,9,4,6,USA,3.0,BUCKNER S,6 - 9,455,USA,7:35
Penalty shot - Goal,8.0,6,4,4,USA,3.0,ESPANOL A,4 - 6,455,ESP,7:35
Action shot - Saved,4.0,6,4,4,USA,3.0,BOWEN A,4 - 6,427,USA,7:07
Centre shot - Saved,12.0,6,4,4,USA,3.0,MANN J,4 - 6,370,USA,6:10
5m shot - Goal,5.0,7,4,4,USA,3.0,MOLINA G,4 - 7,346,ESP,5:46
Time-Out,,7,4,4,USA,3.0,,4 - 7,345,USA,5:45
Action shot - Missed,3.0,7,4,4,USA,3.0,OBERT A,4 - 7,331,USA,5:31
20 sec. exclusion in centre,11.0,7,4,4,USA,3.0,ROSENTHAL M,4 - 7,306,USA,5:06
Extra player shot - Saved,11.0,7,4,4,USA,3.0,ESTRANY P,4 - 7,286,ESP,4:46
Turnover foul,11.0,7,4,4,USA,3.0,ESTRANY P,4 - 7,281,ESP,4:41
Steal,3.0,7,4,4,USA,3.0,OBERT A,4 - 7,281,USA,4:41
Action shot - Post,2.0,7,4,4,USA,3.0,WIGO J,4 - 7,256,USA,4:16
20 sec. exclusion in field,11.0,7,4,4,USA,3.0,ESTRANY P,4 - 7,254,ESP,4:14
Extra player shot - Blocked,4.0,7,4,4,USA,3.0,BOWEN A,4 - 7,237,USA,3:57
Turnover foul,2.0,7,4,4,USA,3.0,WIGO J,4 - 7,235,USA,3:55
Turnover foul,10.0,7,4,4,USA,3.0,PERRONE F,4 - 7,218,ESP,3:38
Steal,3.0,7,4,4,USA,3.0,OBERT A,4 - 7,218,USA,3:38
Action shot - Saved,2.0,7,4,4,USA,3.0,WIGO J,4 - 7,197,USA,3:17
5m shot - Saved,9.0,7,4,4,USA,3.0,VALLES X,4 - 7,169,ESP,2:49
Turnover foul,8.0,7,4,4,USA,3.0,AZEVEDO A,4 - 7,144,USA,2:24
Steal,10.0,7,4,4,USA,3.0,PERRONE F,4 - 7,144,ESP,2:24
Action shot - Saved,10.0,7,4,4,USA,3.0,PERRONE F,4 - 7,127,ESP,2:07
20 sec. exclusion in centre,10.0,7,4,4,USA,3.0,HUTTEN T,4 - 7,100,USA,1:40
Exclusion with substitution,10.0,7,4,4,USA,3.0,HUTTEN T,4 - 7,100,USA,1:40
Extra player shot - Saved,8.0,7,4,4,USA,3.0,ESPANOL A,4 - 7,87,ESP,1:27
20 sec. exclusion in centre,12.0,7,4,4,USA,3.0,GARCIA X,4 - 7,67,ESP,1:07
Extra player shot - Goal,2.0,7,4,5,USA,3.0,WIGO J,5 - 7,49,USA,0:49
Turnover foul,3.0,7,4,5,USA,3.0,de LERA R,5 - 7,33,ESP,0:33
Turnover foul,2.0,7,4,5,USA,3.0,WIGO J,5 - 7,12,USA,0:12
Steal,10.0,7,4,5,USA,3.0,PERRONE F,5 - 7,12,ESP,0:12
5m shot - Saved,3.0,7,4,5,USA,3.0,de LERA R,5 - 7,5,ESP,0:05
5m shot - Post,9.0,7,4,5,USA,3.0,BUCKNER S,5 - 7,1,USA,0:01
Starting goalkeeper,1.0,7,4,5,USA,4.0,AGUILAR I,5 - 7,480,ESP,8:00
Starting goalkeeper,1.0,7,4,5,USA,4.0,MOSES M,5 - 7,480,USA,8:00
Sprint won possession,12.0,7,4,5,USA,4.0,GARCIA X,5 - 7,480,ESP,8:00
20 sec. exclusion in centre,2.0,7,4,5,USA,4.0,WIGO J,5 - 7,457,USA,7:37
Time-Out,,7,4,5,USA,4.0,,5 - 7,452,ESP,7:32
Action shot - Saved,8.0,7,4,5,USA,4.0,ESPANOL A,5 - 7,433,ESP,7:13
Turnover foul,10.0,7,4,5,USA,4.0,PERRONE F,5 - 7,413,ESP,6:53
Steal,1.0,7,4,5,USA,4.0,MOSES M,5 - 7,413,USA,6:53
Penalty foul,6.0,7,4,5,USA,4.0,MINGUELL M,5 - 7,398,ESP,6:38
Penalty shot - Goal,8.0,7,4,6,USA,4.0,AZEVEDO A,6 - 7,398,USA,6:38
Turnover foul,9.0,7,4,6,USA,4.0,VALLES X,6 - 7,378,ESP,6:18
20 sec. exclusion in centre,12.0,7,4,6,USA,4.0,GARCIA X,6 - 7,357,ESP,5:57
20 sec. exclusion in field,9.0,7,4,6,USA,4.0,VALLES X,6 - 7,339,ESP,5:39
Turnover foul,4.0,7,4,6,USA,4.0,BOWEN A,6 - 7,320,USA,5:20
Steal,8.0,7,4,6,USA,4.0,ESPANOL A,6 - 7,320,ESP,5:20
20 sec. exclusion in field,4.0,7,4,6,USA,4.0,BOWEN A,6 - 7,319,USA,5:19
Action shot - Goal,5.0,8,4,6,USA,4.0,MOLINA G,6 - 8,296,ESP,4:56
Turnover foul,12.0,8,4,6,USA,4.0,MANN J,6 - 8,269,USA,4:29
Steal,8.0,8,4,6,USA,4.0,ESPANOL A,6 - 8,269,ESP,4:29
Turnover foul,10.0,8,4,6,USA,4.0,PERRONE F,6 - 8,255,ESP,4:15
Steal,8.0,8,4,6,USA,4.0,AZEVEDO A,6 - 8,255,USA,4:15
Action shot - Saved,2.0,8,4,6,USA,4.0,WIGO J,6 - 8,126,USA,2:06
Action shot - Saved,5.0,8,4,6,USA,4.0,de TRANE M,6 - 8,116,USA,1:56
Turnover foul,4.0,8,4,6,USA,4.0,BOWEN A,6 - 8,107,USA,1:47
Steal,12.0,8,4,6,USA,4.0,GARCIA X,6 - 8,107,ESP,1:47
Action shot - Goal,8.0,10,4,6,USA,4.0,ESPANOL A,6 - 10,83,ESP,1:23
20 sec. exclusion in field,3.0,10,4,6,USA,4.0,de LERA R,6 - 10,71,ESP,1:11
Extra player shot - Post,2.0,10,4,6,USA,4.0,WIGO J,6 - 10,56,USA,0:56
Extra player shot - Post,11.0,10,4,6,USA,4.0,ROSENTHAL M,6 - 10,51,USA,0:51
20 sec. exclusion in centre,4.0,10,4,6,USA,4.0,ALARCON R,6 - 10,22,ESP,0:22
Extra player shot - Saved,8.0,10,4,6,USA,4.0,AZEVEDO A,6 - 10,6,USA,0:06
Starting goalkeeper,1.0,0,5,0,ITA,1.0,AGUILAR I,0 - 0,480,ESP,8:00
Starting goalkeeper,1.0,0,5,0,ITA,1.0,TEMPESTI S,0 - 0,480,ITA,8:00
Sprint won possession,10.0,0,5,0,ITA,1.0,FIORENTINI D,0 - 0,480,ITA,8:00
Turnover foul,5.0,0,5,0,ITA,1.0,GIORGETTI A,0 - 0,455,ITA,7:35
Steal,1.0,0,5,0,ITA,1.0,AGUILAR I,0 - 0,455,ESP,7:35
Turnover foul,6.0,0,5,0,ITA,1.0,MINGUELL M,0 - 0,434,ESP,7:14
Steal,3.0,0,5,0,ITA,1.0,GITTO N,0 - 0,434,ITA,7:14
Action shot - Blocked,5.0,0,5,0,ITA,1.0,GIORGETTI A,0 - 0,405,ITA,6:45
Action shot - Post,5.0,0,5,0,ITA,1.0,GIORGETTI A,0 - 0,378,ITA,6:18
Action shot - Saved,6.0,0,5,0,ITA,1.0,FELUGO M,0 - 0,354,ITA,5:54
Turnover foul,11.0,0,5,0,ITA,1.0,AICARDI M,0 - 0,335,ITA,5:35
5m shot - Post,12.0,0,5,0,ITA,1.0,GARCIA X,0 - 0,308,ESP,5:08
Action shot - Goal,5.0,0,5,1,ITA,1.0,GIORGETTI A,0 - 1,293,ITA,4:53
Turnover foul,9.0,0,5,1,ITA,1.0,VALLES X,0 - 1,274,ESP,4:34
Action shot - Missed,6.0,0,5,1,ITA,1.0,FELUGO M,0 - 1,244,ITA,4:04
20 sec. exclusion in centre,3.0,0,5,1,ITA,1.0,GITTO N,0 - 1,220,ITA,3:40
Extra player shot - Goal,10.0,1,5,1,ITA,1.0,PERRONE F,1 - 1,200,ESP,3:20
Turnover foul,11.0,1,5,1,ITA,1.0,AICARDI M,1 - 1,183,ITA,3:03
Steal,5.0,1,5,1,ITA,1.0,MOLINA G,1 - 1,183,ESP,3:03
5m shot - Saved,8.0,1,5,1,ITA,1.0,ESPANOL A,1 - 1,162,ESP,2:42
Turnover foul,5.0,1,5,1,ITA,1.0,GIORGETTI A,1 - 1,140,ITA,2:20
Steal,8.0,1,5,1,ITA,1.0,ESPANOL A,1 - 1,140,ESP,2:20
5m shot - Blocked,5.0,1,5,1,ITA,1.0,MOLINA G,1 - 1,117,ESP,1:57
5m shot - Goal,7.0,1,5,2,ITA,1.0,FIGARI N,1 - 2,96,ITA,1:36
Penalty foul,2.0,1,5,2,ITA,1.0,PEREZ A,1 - 2,79,ITA,1:19
Penalty shot - Goal,8.0,2,5,2,ITA,1.0,ESPANOL A,2 - 2,79,ESP,1:19
20 sec. exclusion in centre,2.0,2,5,2,ITA,1.0,MUNARRIZ A,2 - 2,60,ESP,1:00
Turnover foul,11.0,2,5,2,ITA,1.0,AICARDI M,2 - 2,59,ITA,0:59
Steal,6.0,2,5,2,ITA,1.0,MINGUELL M,2 - 2,59,ESP,0:59
