Action,Cap,Game,HUN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Centre shot,10.0,2,12,2,FRA,2.0,BUJKA B,2 - 12,73,HUN,1:13,Goal,1
5m shot,7.0,2,12,2,FRA,4.0,VALVERDE C,2 - 12,140,FRA,2:20,Saved,0
5m shot,11.0,2,12,2,FRA,4.0,CSABAI D,2 - 12,116,HUN,1:56,Post,0
Penalty shot,5.0,2,12,2,FRA,4.0,GUILLET L,2 - 12,92,FRA,1:32,Saved,0
5m shot,8.0,2,22,5,FRA,4.0,KESZTHELYI R,5 - 22,76,HUN,1:16,Goal,1
Counter attack,2.0,2,13,2,FRA,2.0,CZIGANY D,2 - 13,49,HUN,0:49,Goal,1
Action shot,4.0,2,14,2,FRA,2.0,GURISATTI G,2 - 14,8,HUN,0:08,Goal,1
5m shot,2.0,2,14,2,FRA,2.0,MILLOT E,2 - 14,1,FRA,0:01,Saved,0
5m shot,8.0,2,14,2,FRA,3.0,KESZTHELYI R,2 - 14,454,HUN,7:34,Post,0
Centre shot,9.0,2,15,2,FRA,3.0,TOTH I,2 - 15,438,HUN,7:18,Goal,1
Action shot,2.0,2,15,2,FRA,3.0,MILLOT E,2 - 15,374,FRA,6:14,Saved,0
Extra player shot,6.0,2,16,2,FRA,3.0,TAKACS O,2 - 16,351,HUN,5:51,Goal,1
Extra player shot,9.0,2,16,3,FRA,3.0,SACRE A,3 - 16,316,FRA,5:16,Goal,1
Action shot,12.0,2,17,3,FRA,3.0,SZILAGYI D,3 - 17,275,HUN,4:35,Goal,1
Centre shot,3.0,2,17,4,FRA,3.0,BACHELIER L,4 - 17,254,FRA,4:14,Goal,1
Centre shot,3.0,2,17,4,FRA,3.0,ANTAL D,4 - 17,137,HUN,2:17,Saved,0
Action shot,5.0,2,18,4,FRA,3.0,SZUCS G,4 - 18,116,HUN,1:56,Goal,1
Action shot,10.0,2,19,4,FRA,3.0,BUJKA B,4 - 19,70,HUN,1:10,Goal,1
Action shot,3.0,2,20,4,FRA,3.0,ANTAL D,4 - 20,30,HUN,0:30,Goal,1
Extra player shot,2.0,2,20,5,FRA,3.0,MILLOT E,5 - 20,2,FRA,0:02,Goal,1
Action shot,10.0,2,21,5,FRA,4.0,BUJKA B,5 - 21,453,HUN,7:33,Goal,1
Extra player shot,2.0,2,21,5,FRA,4.0,MILLOT E,5 - 21,413,FRA,6:53,Post,0
Action shot,11.0,2,21,5,FRA,4.0,CSABAI D,5 - 21,386,HUN,6:26,Saved,0
Extra player shot,12.0,2,21,5,FRA,4.0,DAULE A,5 - 21,351,FRA,5:51,Saved,0
Extra player shot,6.0,2,21,5,FRA,4.0,MAHIEU G,5 - 21,324,FRA,5:24,Post,0
5m shot,11.0,2,21,5,FRA,4.0,CSABAI D,5 - 21,274,HUN,4:34,Post,0
5m shot,12.0,2,21,5,FRA,4.0,DAULE A,5 - 21,245,FRA,4:05,Saved,0
5m shot,10.0,2,21,5,FRA,4.0,BUJKA B,5 - 21,228,HUN,3:48,Saved,0
Centre shot,10.0,2,21,5,FRA,4.0,BUJKA B,5 - 21,212,HUN,3:32,Missed,0
Action shot,4.0,2,21,5,FRA,4.0,GURISATTI G,5 - 21,167,HUN,2:47,Post,0
Action shot,6.0,2,21,5,FRA,4.0,MAHIEU G,5 - 21,48,FRA,0:48,Blocked,0
Counter attack,3.0,2,23,5,FRA,4.0,ANTAL D,5 - 23,39,HUN,0:39,Goal,1
Action shot,8.0,2,23,5,FRA,4.0,KESZTHELYI R,5 - 23,10,HUN,0:10,Saved,0
Centre shot,3.0,2,24,5,FRA,4.0,ANTAL D,5 - 24,3,HUN,0:03,Goal,1
Extra player shot,3.0,3,0,0,NED,1.0,ANTAL D,0 - 0,445,HUN,7:25,Post,0
Action shot,11.0,3,0,0,NED,1.0,KLAASSEN L,0 - 0,427,NED,7:07,Post,0
5m shot,8.0,3,0,0,NED,1.0,KESZTHELYI R,0 - 0,405,HUN,6:45,Post,0
Extra player shot,2.0,3,0,0,NED,1.0,SMIT Y,0 - 0,380,NED,6:20,Blocked,0
Action shot,3.0,3,0,0,NED,1.0,ANTAL D,0 - 0,322,HUN,5:22,Saved,0
Action shot,9.0,3,0,1,NED,1.0,MEGENS M,1 - 0,300,NED,5:00,Goal,1
5m shot,5.0,3,0,1,NED,1.0,SZUCS G,1 - 0,272,HUN,4:32,Missed,0
Counter attack,5.0,3,1,1,NED,1.0,SZUCS G,1 - 1,260,HUN,4:20,Goal,1
5m shot,2.0,3,1,1,NED,1.0,SMIT Y,1 - 1,238,NED,3:58,Saved,0
Action shot,4.0,3,1,1,NED,1.0,van der SLOOT S,1 - 1,205,NED,3:25,Saved,0
5m shot,4.0,3,1,2,NED,1.0,van der SLOOT S,2 - 1,154,NED,2:34,Goal,1
Action shot,7.0,3,1,2,NED,1.0,ILLES A,2 - 1,130,HUN,2:10,Saved,0
5m shot,5.0,3,2,2,NED,1.0,SZUCS G,2 - 2,53,HUN,0:53,Goal,1
5m shot,2.0,3,2,2,NED,1.0,SMIT Y,2 - 2,23,NED,0:23,Missed,0
5m shot,12.0,3,2,2,NED,1.0,SZILAGYI D,2 - 2,2,HUN,0:02,Saved,0
5m shot,11.0,3,2,2,NED,1.0,KLAASSEN L,2 - 2,1,NED,0:01,Saved,0
Extra player shot,11.0,3,2,2,NED,2.0,KLAASSEN L,2 - 2,443,NED,7:23,Blocked,0
5m shot,6.0,3,2,2,NED,2.0,TAKACS O,2 - 2,416,HUN,6:56,Post,0
Centre shot,10.0,3,3,2,NED,2.0,BUJKA B,2 - 3,415,HUN,6:55,Goal,1
Action shot,12.0,3,3,2,NED,2.0,SZILAGYI D,2 - 3,304,HUN,5:04,Post,0
Centre shot,9.0,3,3,2,NED,2.0,MEGENS M,2 - 3,278,NED,4:38,Saved,0
Extra player shot,5.0,3,3,2,NED,2.0,GENEE A,2 - 3,214,NED,3:34,Blocked,0
Centre shot,9.0,3,3,2,NED,2.0,TOTH I,2 - 3,191,HUN,3:11,Missed,0
Action shot,6.0,3,3,2,NED,2.0,STOMPHORST N,2 - 3,168,NED,2:48,Post,0
Action shot,12.0,3,3,2,NED,2.0,SZILAGYI D,2 - 3,144,HUN,2:24,Blocked,0
Extra player shot,8.0,3,3,2,NED,4.0,SEVENICH V,2 - 3,230,NED,3:50,Saved,0
Extra player shot,2.0,3,8,6,NED,4.0,SMIT Y,6 - 8,210,NED,3:30,Goal,1
Action shot,4.0,3,9,6,NED,4.0,GURISATTI G,6 - 9,184,HUN,3:04,Goal,1
Action shot,2.0,3,9,7,NED,4.0,SMIT Y,7 - 9,164,NED,2:44,Goal,1
5m shot,6.0,3,9,7,NED,4.0,TAKACS O,7 - 9,132,HUN,2:12,Blocked,0
Extra player shot,11.0,3,9,7,NED,2.0,CSABAI D,7 - 9,106,HUN,1:46,Saved,0
Action shot,3.0,3,9,7,NED,2.0,ANTAL D,7 - 9,55,HUN,0:55,Post,0
Penalty shot,4.0,3,3,3,NED,2.0,van der SLOOT S,3 - 3,38,NED,0:38,Goal,1
5m shot,11.0,3,3,3,NED,2.0,KLAASSEN L,3 - 3,1,NED,0:01,Missed,0
5m shot,11.0,3,3,3,NED,3.0,KLAASSEN L,3 - 3,424,NED,7:04,Blocked,0
Action shot,2.0,3,4,3,NED,3.0,CZIGANY D,3 - 4,344,HUN,5:44,Goal,1
Action shot,7.0,3,5,3,NED,3.0,ILLES A,3 - 5,303,HUN,5:03,Goal,1
Extra player shot,2.0,3,5,4,NED,3.0,SMIT Y,4 - 5,269,NED,4:29,Goal,1
Extra player shot,2.0,3,6,4,NED,3.0,CZIGANY D,4 - 6,234,HUN,3:54,Goal,1
Action shot,4.0,3,7,4,NED,3.0,GURISATTI G,4 - 7,194,HUN,3:14,Goal,1
5m shot,6.0,3,7,4,NED,3.0,STOMPHORST N,4 - 7,165,NED,2:45,Saved,0
Extra player shot,9.0,3,7,4,NED,3.0,MEGENS M,4 - 7,109,NED,1:49,Saved,0
5m shot,6.0,3,7,4,NED,3.0,TAKACS O,4 - 7,33,HUN,0:33,Blocked,0
Action shot,2.0,3,7,5,NED,3.0,SMIT Y,5 - 7,9,NED,0:09,Goal,1
