Action,Cap,Game,HUN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Extra player shot - Saved,5.0,4,4,6,CAN,4.0,SZUCS G,4 - 6,1,HUN,0:01
Starting goalkeeper,13.0,5,0,0,GRE,1.0,KASO O,0 - 0,480,HUN,8:00
Starting goalkeeper,13.0,5,0,0,GRE,1.0,DIAMANTOPOULOU C,0 - 0,480,GRE,8:00
Sprint won possession,12.0,5,0,0,GRE,1.0,SZILAGYI D,0 - 0,480,HUN,8:00
Turnover foul,11.0,5,0,0,GRE,1.0,CSABAI D,0 - 0,457,HUN,7:37
Steal,3.0,5,0,0,GRE,1.0,DIAMANTOPOULOU V,0 - 0,457,GRE,7:37
Centre shot - Goal,7.0,5,0,1,GRE,1.0,ASIMAKI A,0 - 1,435,GRE,7:15
Penalty foul,3.0,5,0,1,GRE,1.0,DIAMANTOPOULOU V,0 - 1,414,GRE,6:54
Penalty shot - Goal,10.0,5,1,1,GRE,1.0,BUJKA B,1 - 1,414,HUN,6:54
5m shot - Post,3.0,5,1,1,GRE,1.0,DIAMANTOPOULOU V,1 - 1,389,GRE,6:29
Turnover foul,10.0,5,1,1,GRE,1.0,BUJKA B,1 - 1,367,HUN,6:07
Steal,7.0,5,1,1,GRE,1.0,ASIMAKI A,1 - 1,367,GRE,6:07
20 sec. exclusion in centre,11.0,5,1,1,GRE,1.0,CSABAI D,1 - 1,346,HUN,5:46
Extra player shot - Goal,2.0,5,1,2,GRE,1.0,TSOUKALA C,1 - 2,326,GRE,5:26
Action shot - Missed,12.0,5,1,2,GRE,1.0,SZILAGYI D,1 - 2,301,HUN,5:01
Centre shot - Goal,12.0,5,1,3,GRE,1.0,XENAKI E,1 - 3,277,GRE,4:37
Turnover foul,10.0,5,1,3,GRE,1.0,BUJKA B,1 - 3,266,HUN,4:26
Turnover foul,12.0,5,1,3,GRE,1.0,XENAKI E,1 - 3,254,GRE,4:14
Steal,6.0,5,1,3,GRE,1.0,TAKACS O,1 - 3,254,HUN,4:14
20 sec. exclusion in field,9.0,5,1,3,GRE,1.0,KOTSIA C,1 - 3,242,GRE,4:02
Extra player shot - Blocked,10.0,5,1,3,GRE,1.0,BUJKA B,1 - 3,227,HUN,3:47
Turnover foul,12.0,5,1,3,GRE,1.0,XENAKI E,1 - 3,207,GRE,3:27
Turnover foul,10.0,5,1,3,GRE,1.0,BUJKA B,1 - 3,192,HUN,3:12
Turnover foul,10.0,5,1,3,GRE,1.0,MANOLIOUDAKI T,1 - 3,180,GRE,3:00
Steal,13.0,5,1,3,GRE,1.0,KASO O,1 - 3,180,HUN,3:00
Centre shot - Goal,10.0,5,2,3,GRE,1.0,BUJKA B,2 - 3,155,HUN,2:35
20 sec. exclusion in centre,6.0,5,2,3,GRE,1.0,TAKACS O,2 - 3,131,HUN,2:11
Extra player shot - Goal,2.0,5,2,4,GRE,1.0,TSOUKALA C,2 - 4,113,GRE,1:53
5m shot - Post,5.0,5,2,4,GRE,1.0,SZUCS G,2 - 4,94,HUN,1:34
Turnover foul,7.0,5,2,4,GRE,1.0,ASIMAKI A,2 - 4,82,GRE,1:22
Turnover foul,11.0,5,2,4,GRE,1.0,CSABAI D,2 - 4,72,HUN,1:12
Time-Out,,5,2,4,GRE,1.0,,2 - 4,71,GRE,1:11
Action shot - Missed,11.0,5,2,4,GRE,1.0,PLEVRITOU E,2 - 4,48,GRE,0:48
Time-Out,,5,2,4,GRE,1.0,,2 - 4,41,HUN,0:41
Turnover foul,10.0,5,2,4,GRE,1.0,BUJKA B,2 - 4,23,HUN,0:23
Steal,6.0,5,2,4,GRE,1.0,AVRAMIDOU A,2 - 4,23,GRE,0:23
20 sec. exclusion in field,10.0,5,2,4,GRE,1.0,BUJKA B,2 - 4,12,HUN,0:12
Extra player shot - Saved,2.0,5,2,4,GRE,1.0,TSOUKALA C,2 - 4,2,GRE,0:02
Starting goalkeeper,13.0,5,2,4,GRE,2.0,KASO O,2 - 4,480,HUN,8:00
Starting goalkeeper,13.0,5,2,4,GRE,2.0,DIAMANTOPOULOU C,2 - 4,480,GRE,8:00
Sprint won possession,11.0,5,2,4,GRE,2.0,PLEVRITOU E,2 - 4,480,GRE,8:00
Time-Out,,5,2,4,GRE,2.0,,2 - 4,478,GRE,7:58
Action shot - Post,11.0,5,2,4,GRE,2.0,PLEVRITOU E,2 - 4,462,GRE,7:42
5m shot - Blocked,8.0,5,2,4,GRE,2.0,KESZTHELYI R,2 - 4,436,HUN,7:16
20 sec. exclusion in field,7.0,5,2,4,GRE,2.0,ILLES A,2 - 4,433,HUN,7:13
Turnover foul,2.0,5,2,4,GRE,2.0,TSOUKALA C,2 - 4,406,GRE,6:46
Turnover foul,10.0,5,2,4,GRE,2.0,BUJKA B,2 - 4,380,HUN,6:20
Steal,3.0,5,2,4,GRE,2.0,DIAMANTOPOULOU V,2 - 4,380,GRE,6:20
Turnover foul,7.0,5,2,4,GRE,2.0,ASIMAKI A,2 - 4,361,GRE,6:01
Steal,5.0,5,2,4,GRE,2.0,SZUCS G,2 - 4,361,HUN,6:01
Action shot - Blocked,8.0,5,2,4,GRE,2.0,KESZTHELYI R,2 - 4,333,HUN,5:33
Action shot - Missed,10.0,5,2,4,GRE,2.0,MANOLIOUDAKI T,2 - 4,304,GRE,5:04
Action shot - Saved,12.0,5,2,4,GRE,2.0,SZILAGYI D,2 - 4,287,HUN,4:47
Action shot - Goal,2.0,5,2,5,GRE,2.0,TSOUKALA C,2 - 5,258,GRE,4:18
Time-Out,,5,2,5,GRE,2.0,,2 - 5,258,HUN,4:18
Goalkeeper substitution,1.0,5,2,5,GRE,2.0,GANGL E,2 - 5,258,HUN,4:18
20 sec. exclusion in centre,9.0,5,2,5,GRE,2.0,KOTSIA C,2 - 5,235,GRE,3:55
Extra player shot - Goal,8.0,5,3,5,GRE,2.0,KESZTHELYI R,3 - 5,221,HUN,3:41
Action shot - Saved,4.0,5,3,5,GRE,2.0,ELEFTHERIADOU N,3 - 5,193,GRE,3:13
Action shot - Saved,3.0,5,3,5,GRE,2.0,DIAMANTOPOULOU V,3 - 5,172,GRE,2:52
Action shot - Post,4.0,5,3,5,GRE,2.0,GURISATTI G,3 - 5,156,HUN,2:36
5m shot - Saved,5.0,5,3,5,GRE,2.0,SZUCS G,3 - 5,132,HUN,2:12
Extra player shot - Goal,6.0,5,10,9,GRE,4.0,AVRAMIDOU A,10 - 9,156,GRE,2:36
Action shot - Blocked,3.0,5,10,9,GRE,4.0,ANTAL D,10 - 9,128,HUN,2:08
5m shot - Missed,8.0,5,10,9,GRE,4.0,KESZTHELYI R,10 - 9,110,HUN,1:50
Turnover foul,12.0,5,10,9,GRE,4.0,XENAKI E,10 - 9,97,GRE,1:37
Turnover foul,9.0,5,10,9,GRE,4.0,TOTH I,10 - 9,71,HUN,1:11
Steal,4.0,5,10,9,GRE,4.0,ELEFTHERIADOU N,10 - 9,71,GRE,1:11
Centre shot - Goal,12.0,5,3,6,GRE,2.0,XENAKI E,3 - 6,104,GRE,1:44
5m shot - Saved,8.0,5,3,6,GRE,2.0,KESZTHELYI R,3 - 6,88,HUN,1:28
5m shot - Saved,8.0,5,3,6,GRE,2.0,KESZTHELYI R,3 - 6,75,HUN,1:15
Action shot - Blocked,3.0,5,3,6,GRE,2.0,DIAMANTOPOULOU V,3 - 6,45,GRE,0:45
Action shot - Saved,10.0,5,3,6,GRE,2.0,MANOLIOUDAKI T,3 - 6,23,GRE,0:23
20 sec. exclusion in centre,8.0,5,3,6,GRE,2.0,CHYDIRIOTI I,3 - 6,2,GRE,0:02
Starting goalkeeper,1.0,5,3,6,GRE,3.0,GANGL E,3 - 6,480,HUN,8:00
Starting goalkeeper,13.0,5,3,6,GRE,3.0,DIAMANTOPOULOU C,3 - 6,480,GRE,8:00
Sprint won possession,12.0,5,3,6,GRE,3.0,SZILAGYI D,3 - 6,480,HUN,8:00
Extra player shot - Saved,10.0,5,3,6,GRE,3.0,BUJKA B,3 - 6,461,HUN,7:41
20 sec. exclusion in centre,2.0,5,3,6,GRE,3.0,TSOUKALA C,3 - 6,435,GRE,7:15
Extra player shot - Goal,6.0,5,4,6,GRE,3.0,TAKACS O,4 - 6,419,HUN,6:59
Action shot - Blocked,6.0,5,4,6,GRE,3.0,AVRAMIDOU A,4 - 6,394,GRE,6:34
Action shot - Saved,2.0,5,4,6,GRE,3.0,CZIGANY D,4 - 6,374,HUN,6:14
20 sec. exclusion in field,7.0,5,4,6,GRE,3.0,ASIMAKI A,4 - 6,370,GRE,6:10
Action shot - Goal,12.0,5,5,6,GRE,3.0,SZILAGYI D,5 - 6,346,HUN,5:46
Action shot - Saved,10.0,5,5,6,GRE,3.0,MANOLIOUDAKI T,5 - 6,322,GRE,5:22
Turnover foul,10.0,5,5,6,GRE,3.0,BUJKA B,5 - 6,304,HUN,5:04
Steal,3.0,5,5,6,GRE,3.0,DIAMANTOPOULOU V,5 - 6,304,GRE,5:04
Action shot - Saved,10.0,5,5,6,GRE,3.0,MANOLIOUDAKI T,5 - 6,278,GRE,4:38
5m shot - Post,6.0,5,5,6,GRE,3.0,TAKACS O,5 - 6,249,HUN,4:09
Time-Out,,5,5,6,GRE,3.0,,5 - 6,248,GRE,4:08
Turnover foul,2.0,5,5,6,GRE,3.0,TSOUKALA C,5 - 6,239,GRE,3:59
Steal,4.0,5,5,6,GRE,3.0,GURISATTI G,5 - 6,239,HUN,3:59
Penalty foul,4.0,5,5,6,GRE,3.0,ELEFTHERIADOU N,5 - 6,231,GRE,3:51
Penalty shot - Goal,8.0,5,6,6,GRE,3.0,KESZTHELYI R,6 - 6,231,HUN,3:51
Action shot - Saved,3.0,5,6,6,GRE,3.0,DIAMANTOPOULOU V,6 - 6,215,GRE,3:35
Action shot - Blocked,5.0,5,6,6,GRE,3.0,SZUCS G,6 - 6,186,HUN,3:06
Turnover foul,6.0,5,6,6,GRE,3.0,AVRAMIDOU A,6 - 6,169,GRE,2:49
Steal,6.0,5,6,6,GRE,3.0,TAKACS O,6 - 6,169,HUN,2:49
Turnover foul,6.0,5,6,6,GRE,3.0,TAKACS O,6 - 6,140,HUN,2:20
5m shot - Missed,3.0,5,6,6,GRE,3.0,DIAMANTOPOULOU V,6 - 6,120,GRE,2:00
Counter attack - Goal,4.0,5,7,6,GRE,3.0,GURISATTI G,7 - 6,111,HUN,1:51
20 sec. exclusion in centre,5.0,5,7,6,GRE,3.0,SZUCS G,7 - 6,93,HUN,1:33
Extra player shot - Saved,7.0,5,7,6,GRE,3.0,ASIMAKI A,7 - 6,75,GRE,1:15
5m shot - Goal,5.0,5,8,6,GRE,3.0,SZUCS G,8 - 6,50,HUN,0:50
Turnover foul,7.0,5,8,6,GRE,3.0,ASIMAKI A,8 - 6,27,GRE,0:27
Steal,11.0,5,8,6,GRE,3.0,CSABAI D,8 - 6,27,HUN,0:27
Time-Out,,5,8,6,GRE,3.0,,8 - 6,26,HUN,0:26
Turnover foul,3.0,5,8,6,GRE,3.0,ANTAL D,8 - 6,13,HUN,0:13
Starting goalkeeper,1.0,5,8,6,GRE,4.0,GANGL E,8 - 6,480,HUN,8:00
Starting goalkeeper,13.0,5,8,6,GRE,4.0,DIAMANTOPOULOU C,8 - 6,480,GRE,8:00
Sprint won possession,12.0,5,8,6,GRE,4.0,SZILAGYI D,8 - 6,480,HUN,8:00
5m shot - Blocked,5.0,5,8,6,GRE,4.0,SZUCS G,8 - 6,453,HUN,7:33
Action shot - Missed,11.0,5,8,6,GRE,4.0,PLEVRITOU E,8 - 6,424,GRE,7:04
5m shot - Goal,12.0,5,9,6,GRE,4.0,SZILAGYI D,9 - 6,395,HUN,6:35
Action shot - Goal,6.0,5,9,7,GRE,4.0,AVRAMIDOU A,9 - 7,377,GRE,6:17
Turnover foul,7.0,5,9,7,GRE,4.0,ILLES A,9 - 7,351,HUN,5:51
Steal,13.0,5,9,7,GRE,4.0,DIAMANTOPOULOU C,9 - 7,351,GRE,5:51
Action shot - Saved,12.0,5,9,7,GRE,4.0,XENAKI E,9 - 7,334,GRE,5:34
Turnover foul,12.0,5,9,7,GRE,4.0,XENAKI E,9 - 7,313,GRE,5:13
Steal,12.0,5,9,7,GRE,4.0,SZILAGYI D,9 - 7,313,HUN,5:13
20 sec. exclusion in field,10.0,5,9,7,GRE,4.0,MANOLIOUDAKI T,9 - 7,313,GRE,5:13
Action shot - Missed,5.0,5,9,7,GRE,4.0,SZUCS G,9 - 7,284,HUN,4:44
Turnover foul,4.0,5,9,7,GRE,4.0,ELEFTHERIADOU N,9 - 7,270,GRE,4:30
Steal,12.0,5,9,7,GRE,4.0,SZILAGYI D,9 - 7,270,HUN,4:30
Action shot - Blocked,12.0,5,9,7,GRE,4.0,SZILAGYI D,9 - 7,247,HUN,4:07
20 sec. exclusion in field,12.0,5,9,7,GRE,4.0,SZILAGYI D,9 - 7,244,HUN,4:04
Action shot - Goal,11.0,5,9,8,GRE,4.0,PLEVRITOU E,9 - 8,220,GRE,3:40
Action shot - Goal,8.0,5,10,8,GRE,4.0,KESZTHELYI R,10 - 8,197,HUN,3:17
20 sec. exclusion in centre,8.0,5,10,8,GRE,4.0,KESZTHELYI R,10 - 8,175,HUN,2:55
5m shot - Missed,10.0,5,10,8,GRE,4.0,MANOLIOUDAKI T,10 - 8,43,GRE,0:43
Time-Out,,5,10,8,GRE,4.0,,10 - 8,28,HUN,0:28
5m shot - Blocked,8.0,5,10,8,GRE,4.0,KESZTHELYI R,10 - 8,16,HUN,0:16
Time-Out,,5,10,8,GRE,4.0,,10 - 8,16,GRE,0:16
5m shot - Blocked,4.0,5,10,8,GRE,4.0,ELEFTHERIADOU N,10 - 8,1,GRE,0:01
Starting goalkeeper,1,6,0,0,ITA,1.0,GORLERO G,0 - 0,480,ITA,8:00
Starting goalkeeper,1,6,0,0,ITA,1.0,GANGL E,0 - 0,480,HUN,8:00
Sprint won possession,8,6,0,0,ITA,1.0,BIANCONI R,0 - 0,480,ITA,8:00
5m shot - Saved,5,6,0,0,ITA,1.0,RADICCHI F,0 - 0,451,ITA,7:31
Turnover foul,10,6,0,0,ITA,1.0,BUJKA B,0 - 0,422,HUN,7:02
Steal,5,6,0,0,ITA,1.0,RADICCHI F,0 - 0,422,ITA,7:02
5m shot - Post,8,6,0,0,ITA,1.0,BIANCONI R,0 - 0,395,ITA,6:35
Action shot - Goal,10,6,1,0,ITA,1.0,BUJKA B,0 - 1,372,HUN,6:12
20 sec. exclusion in centre,11,6,1,0,ITA,1.0,CSABAI D,0 - 1,358,HUN,5:58
Extra player shot - Goal,8,6,1,1,ITA,1.0,BIANCONI R,1 - 1,342,ITA,5:42
Turnover foul,6,6,1,1,ITA,1.0,TAKACS O,1 - 1,315,HUN,5:15
Steal,1,6,1,1,ITA,1.0,GORLERO G,1 - 1,315,ITA,5:15
5m shot - Saved,5,6,1,1,ITA,1.0,RADICCHI F,1 - 1,294,ITA,4:54
Action shot - Saved,8,6,1,1,ITA,1.0,KESZTHELYI R,1 - 1,281,HUN,4:41
20 sec. exclusion in centre,5,6,1,1,ITA,1.0,RADICCHI F,1 - 1,270,ITA,4:30
Extra player shot - Goal,12,6,2,1,ITA,1.0,SZILAGYI D,1 - 2,250,HUN,4:10
20 sec. exclusion in centre,8,6,2,1,ITA,1.0,BIANCONI R,1 - 2,210,ITA,3:30
Action shot - Saved,10,6,2,1,ITA,1.0,BUJKA B,1 - 2,188,HUN,3:08
20 sec. exclusion in centre,5,6,2,1,ITA,1.0,SZUCS G,1 - 2,175,HUN,2:55
Time-Out,,6,2,1,ITA,1.0,,1 - 2,175,ITA,2:55
5m shot - Blocked,9,6,2,1,ITA,1.0,EMMOLO G,1 - 2,146,ITA,2:26
5m shot - Saved,8,6,2,1,ITA,1.0,KESZTHELYI R,1 - 2,117,HUN,1:57
Action shot - Goal,3,6,3,1,ITA,1.0,ANTAL D,1 - 3,73,HUN,1:13
Turnover foul,8,6,3,1,ITA,1.0,BIANCONI R,1 - 3,56,ITA,0:56
Steal,7,6,3,1,ITA,1.0,ILLES A,1 - 3,56,HUN,0:56
Turnover foul,6,6,3,1,ITA,1.0,TAKACS O,1 - 3,34,HUN,0:34
Steal,12,6,3,1,ITA,1.0,DARIO S,1 - 3,34,ITA,0:34
5m shot - Goal,8,6,3,2,ITA,1.0,BIANCONI R,2 - 3,13,ITA,0:13
Time-Out,,6,3,2,ITA,1.0,,2 - 3,13,HUN,0:13
5m shot - Post,10,6,3,2,ITA,1.0,BUJKA B,2 - 3,1,HUN,0:01
Starting goalkeeper,1,6,3,2,ITA,2.0,GORLERO G,2 - 3,480,ITA,8:00
Starting goalkeeper,1,6,3,2,ITA,2.0,GANGL E,2 - 3,480,HUN,8:00
Sprint won possession,8,6,3,2,ITA,2.0,BIANCONI R,2 - 3,480,ITA,8:00
Turnover foul,6,6,3,2,ITA,2.0,AIELLO R,2 - 3,462,ITA,7:42
Turnover foul,10,6,3,2,ITA,2.0,BUJKA B,2 - 3,448,HUN,7:28
Turnover foul,8,6,3,2,ITA,2.0,BIANCONI R,2 - 3,423,ITA,7:03
Steal,1,6,3,2,ITA,2.0,GANGL E,2 - 3,423,HUN,7:03
Counter attack - Goal,8,6,4,2,ITA,2.0,KESZTHELYI R,2 - 4,415,HUN,6:55
5m shot - Blocked,4,6,4,2,ITA,2.0,QUEIROLO E,2 - 4,393,ITA,6:33
5m shot - Saved,2,6,4,2,ITA,2.0,CZIGANY D,2 - 4,370,HUN,6:10
Turnover foul,4,6,4,2,ITA,2.0,GURISATTI G,2 - 4,338,HUN,5:38
Steal,1,6,4,2,ITA,2.0,GORLERO G,2 - 4,338,ITA,5:38
20 sec. exclusion in field,6,6,4,2,ITA,2.0,TAKACS O,2 - 4,338,HUN,5:38
Time-Out,,6,4,2,ITA,2.0,,2 - 4,338,ITA,5:38
Action shot - Saved,9,6,4,2,ITA,2.0,EMMOLO G,2 - 4,321,ITA,5:21
Action shot - Goal,3,6,4,3,ITA,2.0,GARIBOTTI A,3 - 4,314,ITA,5:14
Turnover foul,10,6,4,3,ITA,2.0,BUJKA B,3 - 4,294,HUN,4:54
Steal,1,6,4,3,ITA,2.0,GORLERO G,3 - 4,294,ITA,4:54
Turnover foul,3,6,4,3,ITA,2.0,GARIBOTTI A,3 - 4,274,ITA,4:34
Steal,2,6,4,3,ITA,2.0,CZIGANY D,3 - 4,274,HUN,4:34
20 sec. exclusion in field,8,6,4,3,ITA,2.0,BIANCONI R,3 - 4,272,ITA,4:32
Time-Out,,6,4,3,ITA,2.0,,3 - 4,271,HUN,4:31
5m shot - Goal,8,6,5,3,ITA,2.0,KESZTHELYI R,3 - 5,249,HUN,4:09
5m shot - Saved,11,6,5,3,ITA,2.0,COTTI A,3 - 5,224,ITA,3:44
Turnover foul,6,6,5,3,ITA,2.0,AIELLO R,3 - 5,200,ITA,3:20
Steal,7,6,5,3,ITA,2.0,ILLES A,3 - 5,200,HUN,3:20
5m shot - Post,7,6,5,3,ITA,2.0,ILLES A,3 - 5,171,HUN,2:51
Turnover foul,7,6,5,3,ITA,2.0,PICOZZI D,3 - 5,146,ITA,2:26
Steal,8,6,5,3,ITA,2.0,KESZTHELYI R,3 - 5,146,HUN,2:26
Turnover foul,7,6,5,3,ITA,2.0,ILLES A,3 - 5,133,HUN,2:13
20 sec. exclusion in field,10,6,5,3,ITA,2.0,BUJKA B,3 - 5,121,HUN,2:01
Steal,6,6,5,3,ITA,4.0,TAKACS O,3 - 5,142,HUN,2:22
Action shot - Saved,12,6,5,3,ITA,4.0,SZILAGYI D,3 - 5,115,HUN,1:55
Time-Out,,6,5,3,ITA,4.0,,3 - 5,112,ITA,1:52
Turnover foul,2,6,5,3,ITA,4.0,TABANI C,3 - 5,90,ITA,1:30
Steal,12,6,5,3,ITA,4.0,SZILAGYI D,3 - 5,90,HUN,1:30
Turnover foul,6,6,5,3,ITA,4.0,TAKACS O,3 - 5,69,HUN,1:09
Steal,1,6,5,3,ITA,4.0,GORLERO G,3 - 5,69,ITA,1:09
Extra player shot - Goal,3.0,6,5,4,ITA,2.0,GARIBOTTI A,4 - 5,107,ITA,1:47
Action shot - Goal,4.0,6,6,4,ITA,2.0,GURISATTI G,4 - 6,79,HUN,1:19
5m shot - Saved,11.0,6,6,4,ITA,2.0,COTTI A,4 - 6,52,ITA,0:52
Action shot - Post,2.0,6,6,4,ITA,2.0,CZIGANY D,4 - 6,36,HUN,0:36
5m shot - Post,8.0,6,6,4,ITA,2.0,KESZTHELYI R,4 - 6,7,HUN,0:07
5m shot - Missed,11.0,6,6,4,ITA,2.0,COTTI A,4 - 6,1,ITA,0:01
Starting goalkeeper,1.0,6,6,4,ITA,3.0,GORLERO G,4 - 6,480,ITA,8:00
Starting goalkeeper,1.0,6,6,4,ITA,3.0,GANGL E,4 - 6,480,HUN,8:00
Sprint won possession,12.0,6,6,4,ITA,3.0,SZILAGYI D,4 - 6,480,HUN,8:00
20 sec. exclusion in centre,5.0,6,6,4,ITA,3.0,RADICCHI F,4 - 6,457,ITA,7:37
Extra player shot - Goal,12.0,6,7,4,ITA,3.0,SZILAGYI D,4 - 7,441,HUN,7:21
5m shot - Saved,3.0,6,7,4,ITA,3.0,GARIBOTTI A,4 - 7,415,ITA,6:55
Action shot - Missed,8.0,6,7,4,ITA,3.0,KESZTHELYI R,4 - 7,392,HUN,6:32
20 sec. exclusion in centre,5.0,6,7,4,ITA,3.0,SZUCS G,4 - 7,377,HUN,6:17
Action shot - Saved,3.0,6,7,4,ITA,3.0,GARIBOTTI A,4 - 7,352,ITA,5:52
5m shot - Post,12.0,6,7,4,ITA,3.0,SZILAGYI D,4 - 7,323,HUN,5:23
Penalty foul,11.0,6,7,4,ITA,3.0,CSABAI D,4 - 7,307,HUN,5:07
Penalty shot - Goal,8.0,6,7,5,ITA,3.0,BIANCONI R,5 - 7,307,ITA,5:07
Action shot - Blocked,10.0,6,7,5,ITA,3.0,BUJKA B,5 - 7,278,HUN,4:38
5m shot - Saved,2.0,6,7,5,ITA,3.0,TABANI C,5 - 7,247,ITA,4:07
5m shot - Saved,2.0,6,7,5,ITA,3.0,CZIGANY D,5 - 7,221,HUN,3:41
Turnover foul,10.0,6,7,5,ITA,3.0,BUJKA B,5 - 7,201,HUN,3:21
Steal,1.0,6,7,5,ITA,3.0,GORLERO G,5 - 7,201,ITA,3:21
20 sec. exclusion in centre,6.0,6,7,5,ITA,3.0,TAKACS O,5 - 7,186,HUN,3:06
Action shot - Blocked,4.0,6,7,5,ITA,3.0,QUEIROLO E,5 - 7,157,ITA,2:37
Turnover foul,4.0,6,7,5,ITA,3.0,GURISATTI G,5 - 7,136,HUN,2:16
Steal,8.0,6,7,5,ITA,3.0,BIANCONI R,5 - 7,136,ITA,2:16
Action shot - Post,2.0,6,7,5,ITA,3.0,TABANI C,5 - 7,129,ITA,2:09
Turnover foul,4.0,6,7,5,ITA,3.0,GURISATTI G,5 - 7,113,HUN,1:53
Steal,1.0,6,7,5,ITA,3.0,GORLERO G,5 - 7,113,ITA,1:53
20 sec. exclusion in centre,2.0,6,7,5,ITA,3.0,CZIGANY D,5 - 7,97,HUN,1:37
Time-Out,,6,7,5,ITA,3.0,,5 - 7,97,ITA,1:37
Extra player shot - Goal,3.0,6,7,6,ITA,3.0,GARIBOTTI A,6 - 7,80,ITA,1:20
20 sec. exclusion in field,7.0,6,7,6,ITA,3.0,PICOZZI D,6 - 7,67,ITA,1:07
Time-Out,,6,7,6,ITA,3.0,,6 - 7,66,HUN,1:06
Action shot - Goal,8.0,6,8,6,ITA,3.0,KESZTHELYI R,6 - 8,44,HUN,0:44
Action shot - Saved,6.0,6,8,6,ITA,3.0,AIELLO R,6 - 8,16,ITA,0:16
Action shot - Missed,5.0,6,8,6,ITA,3.0,SZUCS G,6 - 8,7,HUN,0:07
Starting goalkeeper,1.0,6,8,6,ITA,4.0,GORLERO G,6 - 8,480,ITA,8:00
Starting goalkeeper,1.0,6,8,6,ITA,4.0,GANGL E,6 - 8,480,HUN,8:00
Sprint won possession,8.0,6,8,6,ITA,4.0,BIANCONI R,6 - 8,480,ITA,8:00
5m shot - Post,8.0,6,8,6,ITA,4.0,BIANCONI R,6 - 8,460,ITA,7:40
Action shot - Post,12.0,6,8,6,ITA,4.0,SZILAGYI D,6 - 8,439,HUN,7:19
20 sec. exclusion in centre,9.0,6,8,6,ITA,4.0,TOTH I,6 - 8,426,HUN,7:06
5m shot - Blocked,9.0,6,8,6,ITA,4.0,EMMOLO G,6 - 8,409,ITA,6:49
Turnover foul,12.0,6,8,6,ITA,4.0,SZILAGYI D,6 - 8,380,HUN,6:20
Steal,1.0,6,8,6,ITA,4.0,GORLERO G,6 - 8,380,ITA,6:20
Turnover foul,8.0,6,8,6,ITA,4.0,BIANCONI R,6 - 8,364,ITA,6:04
20 sec. exclusion in centre,4.0,6,8,6,ITA,4.0,QUEIROLO E,6 - 8,352,ITA,5:52
Extra player shot - Goal,11.0,6,9,6,ITA,4.0,CSABAI D,6 - 9,336,HUN,5:36
5m shot - Goal,3.0,6,9,7,ITA,4.0,GARIBOTTI A,7 - 9,313,ITA,5:13
Action shot - Goal,2.0,6,10,7,ITA,4.0,CZIGANY D,7 - 10,283,HUN,4:43
20 sec. exclusion in centre,7.0,6,10,7,ITA,4.0,ILLES A,7 - 10,262,HUN,4:22
20 sec. exclusion in centre,9.0,6,10,7,ITA,4.0,TOTH I,7 - 10,249,HUN,4:09
Extra player shot - Saved,7.0,6,10,7,ITA,4.0,PICOZZI D,7 - 10,242,ITA,4:02
5m shot - Post,8.0,6,10,7,ITA,4.0,BIANCONI R,7 - 10,227,ITA,3:47
5m shot - Missed,2.0,6,10,7,ITA,4.0,CZIGANY D,7 - 10,198,HUN,3:18
Penalty foul,7.0,6,10,7,ITA,4.0,ILLES A,7 - 10,190,HUN,3:10
Penalty shot - Goal,8.0,6,10,8,ITA,4.0,BIANCONI R,8 - 10,190,ITA,3:10
Action shot - Missed,2.0,6,10,8,ITA,4.0,CZIGANY D,8 - 10,159,HUN,2:39
Turnover foul,8.0,6,10,8,ITA,4.0,BIANCONI R,8 - 10,142,ITA,2:22
Exclusion with substitution,HUN 5,6,10,8,ITA,4.0,SZUCS G,8 - 10,66,,1:06
20 sec. exclusion in field,HUN 5,6,10,8,ITA,4.0,SZUCS G,8 - 10,66,,1:06
5m shot - Saved,ITA 8,6,10,8,ITA,4.0,BIANCONI R,8 - 10,44,,0:44
Time-Out,HUN,6,10,8,ITA,4.0,,8 - 10,24,,0:24
20 sec. exclusion in field,HUN 11,6,10,8,ITA,4.0,CSABAI D,8 - 10,4,,0:04
Exclusion with substitution,HUN 11,6,10,8,ITA,4.0,CSABAI D,8 - 10,4,,0:04
