Action,Cap,Game,ITA,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Action shot,12.0,6,0,4,SRB,1.0,MITROVIC S,0 - 4,145,SRB,2:25,Saved,0
5m shot,8.0,6,0,4,SRB,1.0,ALEKSIC M,0 - 4,93,SRB,1:33,Missed,0
Action shot,5.0,6,0,4,SRB,1.0,GIORGETTI A,0 - 4,65,ITA,1:05,Missed,0
Action shot,7.0,6,0,4,SRB,1.0,NIKIC S,0 - 4,50,SRB,0:50,Post,0
Action shot,8.0,6,0,4,SRB,2.0,PRESCIUTTI N,0 - 4,451,ITA,7:31,Saved,0
5m shot,4.0,6,0,4,SRB,2.0,RANDELOVIC S,0 - 4,405,SRB,6:45,Saved,0
Extra player shot,5.0,6,1,4,SRB,2.0,GIORGETTI A,1 - 4,371,ITA,6:11,Goal,1
5m shot,10.0,6,1,4,SRB,2.0,FILIPOVIC F,1 - 4,346,SRB,5:46,Saved,0
Action shot,6.0,6,1,4,SRB,2.0,FONDELLI A,1 - 4,313,ITA,5:13,Saved,0
Action shot,5.0,6,1,4,SRB,2.0,GIORGETTI A,1 - 4,261,ITA,4:21,Saved,0
Counter attack,12.0,6,1,5,SRB,2.0,MITROVIC S,1 - 5,246,SRB,4:06,Goal,1
Extra player shot,5.0,6,1,5,SRB,2.0,GIORGETTI A,1 - 5,214,ITA,3:34,Saved,0
Counter attack,3.0,6,1,6,SRB,2.0,GOCIC Z,1 - 6,198,SRB,3:18,Goal,1
5m shot,2.0,6,2,6,SRB,2.0,DI FULVIO F,2 - 6,168,ITA,2:48,Goal,1
Extra player shot,7.0,6,2,6,SRB,2.0,NIKIC S,2 - 6,134,SRB,2:14,Saved,0
Extra player shot,9.0,6,2,7,SRB,2.0,JAKSIC N,2 - 7,92,SRB,1:32,Goal,1
Action shot,3.0,6,2,7,SRB,2.0,VELOTTO A,2 - 7,65,ITA,1:05,Blocked,0
Action shot,12.0,6,2,8,SRB,2.0,MITROVIC S,2 - 8,42,SRB,0:42,Goal,1
Centre shot,8.0,6,2,8,SRB,4.0,PRESCIUTTI N,2 - 8,33,ITA,0:33,Blocked,0
Action shot,10.0,6,2,8,SRB,3.0,LUONGO S,2 - 8,457,ITA,7:37,Saved,0
Action shot,6.0,6,3,8,SRB,3.0,FONDELLI A,3 - 8,417,ITA,6:57,Goal,1
Centre shot,6.0,6,3,9,SRB,3.0,PIJETLOVIC D,3 - 9,397,SRB,6:37,Goal,1
Action shot,12.0,6,4,9,SRB,3.0,BARALDI F,4 - 9,372,ITA,6:12,Goal,1
5m shot,5.0,6,4,9,SRB,3.0,CUK M,4 - 9,353,SRB,5:53,Saved,0
Extra player shot,5.0,6,4,9,SRB,3.0,CUK M,4 - 9,315,SRB,5:15,Blocked,0
Action shot,10.0,6,4,9,SRB,3.0,LUONGO S,4 - 9,230,ITA,3:50,Saved,0
Centre shot,3.0,6,4,9,SRB,3.0,VELOTTO A,4 - 9,181,ITA,3:01,Saved,0
Action shot,12.0,6,4,9,SRB,3.0,MITROVIC S,4 - 9,100,SRB,1:40,Missed,0
Extra player shot,6.0,6,4,9,SRB,3.0,FONDELLI A,4 - 9,59,ITA,0:59,Blocked,0
Action shot,10.0,6,4,9,SRB,3.0,LUONGO S,4 - 9,40,ITA,0:40,Post,0
Action shot,2.0,6,4,9,SRB,3.0,DI FULVIO F,4 - 9,17,ITA,0:17,Saved,0
5m shot,10.0,6,4,9,SRB,3.0,FILIPOVIC F,4 - 9,4,SRB,0:04,Saved,0
5m shot,5.0,6,4,9,SRB,3.0,CUK M,4 - 9,0,SRB,0:00,Post,0
Extra player shot,8.0,6,4,10,SRB,4.0,ALEKSIC M,4 - 10,392,SRB,6:32,Goal,1
Action shot,7.0,6,4,10,SRB,4.0,GIACOPPO M,4 - 10,339,ITA,5:39,Saved,0
5m shot,10.0,6,4,10,SRB,4.0,FILIPOVIC F,4 - 10,318,SRB,5:18,Blocked,0
Action shot,6.0,6,5,10,SRB,4.0,FONDELLI A,5 - 10,301,ITA,5:01,Goal,1
5m shot,10.0,6,5,10,SRB,4.0,FILIPOVIC F,5 - 10,277,SRB,4:37,Saved,0
Action shot,10.0,6,5,10,SRB,4.0,LUONGO S,5 - 10,249,ITA,4:09,Saved,0
Action shot,10.0,6,5,10,SRB,4.0,FILIPOVIC F,5 - 10,221,SRB,3:41,Missed,0
Action shot,11.0,6,5,10,SRB,4.0,AICARDI M,5 - 10,205,ITA,3:25,Saved,0
Action shot,5.0,6,5,10,SRB,4.0,GIORGETTI A,5 - 10,186,ITA,3:06,Post,0
Extra player shot,10.0,6,6,10,SRB,4.0,LUONGO S,6 - 10,151,ITA,2:31,Goal,1
5m shot,5.0,6,6,10,SRB,4.0,CUK M,6 - 10,124,SRB,2:04,Saved,0
Action shot,5.0,6,6,10,SRB,4.0,GIORGETTI A,6 - 10,83,ITA,1:23,Post,0
5m shot,3.0,6,6,10,SRB,4.0,GOCIC Z,6 - 10,5,SRB,0:05,Missed,0
5m shot,9.0,7,0,0,GRE,1.0,GITTO N,0 - 0,405,ITA,6:45,Blocked,0
Extra player shot,7.0,7,0,1,GRE,1.0,AFROUDAKIS C,1 - 0,312,GRE,5:12,Goal,1
Penalty shot,5.0,7,0,1,GRE,1.0,GIORGETTI A,1 - 0,297,ITA,4:57,Post,0
Extra player shot,5.0,7,0,1,GRE,1.0,GIORGETTI A,1 - 0,245,ITA,4:05,Missed,0
Extra player shot,5.0,7,0,1,GRE,1.0,FOUNTOULIS I,1 - 0,206,GRE,3:26,Blocked,0
Counter attack,10.0,7,0,1,GRE,1.0,LUONGO S,1 - 0,192,ITA,3:12,Saved,0
Extra player shot,8.0,7,0,1,GRE,1.0,PRESCIUTTI N,1 - 0,97,ITA,1:37,Missed,0
Extra player shot,11.0,7,0,1,GRE,1.0,GOUNAS A,1 - 0,14,GRE,0:14,Saved,0
5m shot,4.0,7,0,1,GRE,1.0,FIGLIOLI P,1 - 0,0,ITA,0:00,Missed,0
5m shot,4.0,7,0,1,GRE,2.0,FIGLIOLI P,1 - 0,412,ITA,6:52,Post,0
5m shot,7.0,7,0,1,GRE,2.0,GIACOPPO M,1 - 0,361,ITA,6:01,Blocked,0
5m shot,2.0,7,1,1,GRE,2.0,DI FULVIO F,1 - 1,308,ITA,5:08,Goal,1
5m shot,12.0,7,1,1,GRE,2.0,VLACHOPOULOS A,1 - 1,282,GRE,4:42,Post,0
Action shot,5.0,7,1,1,GRE,2.0,GIORGETTI A,1 - 1,256,ITA,4:16,Blocked,0
Extra player shot,10.0,7,1,1,GRE,2.0,KOLOMVOS C,1 - 1,224,GRE,3:44,Missed,0
Action shot,4.0,7,1,1,GRE,2.0,FIGLIOLI P,1 - 1,122,ITA,2:02,Saved,0
5m shot,12.0,7,1,2,GRE,2.0,VLACHOPOULOS A,2 - 1,96,GRE,1:36,Goal,1
Extra player shot,10.0,7,1,2,GRE,2.0,LUONGO S,2 - 1,61,ITA,1:01,Missed,0
Action shot,12.0,7,1,3,GRE,2.0,VLACHOPOULOS A,3 - 1,45,GRE,0:45,Goal,1
Extra player shot,4.0,7,2,3,GRE,2.0,FIGLIOLI P,3 - 2,9,ITA,0:09,Goal,1
5m shot,12.0,7,2,3,GRE,2.0,VLACHOPOULOS A,3 - 2,1,GRE,0:01,Saved,0
Action shot,4.0,7,2,3,GRE,3.0,FIGLIOLI P,3 - 2,378,ITA,6:18,Blocked,0
Action shot,2.0,7,2,4,GRE,3.0,MYLONAKIS E,4 - 2,352,GRE,5:52,Goal,1
Action shot,3.0,7,3,4,GRE,3.0,VELOTTO A,4 - 3,301,ITA,5:01,Goal,1
5m shot,5.0,7,3,4,GRE,3.0,FOUNTOULIS I,4 - 3,275,GRE,4:35,Saved,0
Centre shot,9.0,7,3,5,GRE,3.0,MOURIKIS K,5 - 3,245,GRE,4:05,Goal,1
5m shot,3.0,7,3,5,GRE,3.0,DERVISIS G,5 - 3,192,GRE,3:12,Saved,0
Counter attack,6.0,7,4,5,GRE,3.0,FONDELLI A,5 - 4,160,ITA,2:40,Goal,1
Centre shot,11.0,7,4,6,GRE,3.0,GOUNAS A,6 - 4,116,GRE,1:56,Goal,1
Centre shot,11.0,7,5,6,GRE,3.0,AICARDI M,6 - 5,95,ITA,1:35,Goal,1
Action shot,10.0,7,5,6,GRE,3.0,KOLOMVOS C,6 - 5,68,GRE,1:08,Missed,0
Action shot,7.0,7,5,6,GRE,3.0,GIACOPPO M,6 - 5,38,ITA,0:38,Saved,0
Extra player shot,12.0,7,5,7,GRE,3.0,VLACHOPOULOS A,7 - 5,6,GRE,0:06,Goal,1
Centre shot,11.0,7,6,7,GRE,3.0,AICARDI M,7 - 6,1,ITA,0:01,Goal,1
5m shot,3.0,7,6,7,GRE,4.0,VELOTTO A,7 - 6,293,ITA,4:53,Saved,0
Penalty shot,4.0,7,7,7,GRE,4.0,FIGLIOLI P,7 - 7,266,ITA,4:26,Goal,1
5m shot,12.0,7,7,7,GRE,4.0,VLACHOPOULOS A,7 - 7,239,GRE,3:59,Saved,0
Action shot,11.0,7,7,7,GRE,4.0,GOUNAS A,7 - 7,195,GRE,3:15,Post,0
5m shot,12.0,7,7,7,GRE,4.0,VLACHOPOULOS A,7 - 7,164,GRE,2:44,Saved,0
5m shot,4.0,7,7,7,GRE,4.0,FIGLIOLI P,7 - 7,140,ITA,2:20,Blocked,0
Action shot,5.0,7,7,7,GRE,4.0,FOUNTOULIS I,7 - 7,85,GRE,1:25,Post,0
5m shot,2.0,7,7,7,GRE,4.0,DI FULVIO F,7 - 7,12,ITA,0:12,Post,0
5m shot,7.0,7,7,7,GRE,4.0,AFROUDAKIS C,7 - 7,0,GRE,0:00,Saved,0
