Action,Cap,Game,ITA,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Extra player shot - Post,5.0,5,3,4,HUN,2.0,GIORGETTI A,4 - 3,190,ITA,3:10
20 sec. exclusion in centre,9.0,5,3,4,HUN,2.0,GITTO N,4 - 3,172,ITA,2:52
Extra player shot - Blocked,6.0,5,3,4,HUN,2.0,HOSNYANSZKY N,4 - 3,159,HUN,2:39
Action shot - Saved,11.0,5,3,4,HUN,2.0,AICARDI M,4 - 3,131,ITA,2:11
5m shot - Blocked,8.0,5,3,4,HUN,2.0,SZIVOS M,4 - 3,102,HUN,1:42
5m shot - Saved,6.0,5,3,4,HUN,2.0,HOSNYANSZKY N,4 - 3,77,HUN,1:17
Action shot - Saved,8.0,5,3,4,HUN,2.0,PRESCIUTTI N,4 - 3,46,ITA,0:46
Time-Out,,5,3,4,HUN,2.0,,4 - 3,44,HUN,0:44
Turnover foul,9.0,5,3,4,HUN,2.0,VARGA D,4 - 3,22,HUN,0:22
Time-Out,,5,3,4,HUN,2.0,,4 - 3,22,ITA,0:22
20 sec. exclusion in field,6.0,5,3,4,HUN,2.0,HOSNYANSZKY N,4 - 3,15,HUN,0:15
Extra player shot - Post,2.0,5,3,4,HUN,2.0,DI FULVIO F,4 - 3,1,ITA,0:01
Starting goalkeeper,1.0,5,3,4,HUN,3.0,NAGY V,4 - 3,480,HUN,8:00
Starting goalkeeper,1.0,5,3,4,HUN,3.0,TEMPESTI S,4 - 3,480,ITA,8:00
Sprint won possession,4.0,5,3,4,HUN,3.0,FIGLIOLI P,4 - 3,480,ITA,8:00
Action shot - Saved,2.0,5,3,4,HUN,3.0,DI FULVIO F,4 - 3,451,ITA,7:31
20 sec. exclusion in centre,4.0,5,3,4,HUN,3.0,FIGLIOLI P,4 - 3,429,ITA,7:09
Action shot - Saved,12.0,5,3,4,HUN,3.0,HARAI B,4 - 3,405,HUN,6:45
20 sec. exclusion in field,5.0,5,3,4,HUN,3.0,VAMOS M,4 - 3,401,HUN,6:41
5m shot - Post,6.0,5,3,4,HUN,3.0,FONDELLI A,4 - 3,373,ITA,6:13
5m shot - Missed,6.0,5,3,4,HUN,3.0,HOSNYANSZKY N,4 - 3,352,HUN,5:52
5m shot - Saved,2.0,5,3,4,HUN,3.0,DI FULVIO F,4 - 3,322,ITA,5:22
Turnover foul,3.0,5,3,4,HUN,3.0,MADARAS N,4 - 3,293,HUN,4:53
Turnover foul,6.0,5,3,4,HUN,3.0,FONDELLI A,4 - 3,275,ITA,4:35
5m shot - Saved,9.0,5,3,4,HUN,3.0,VARGA D,4 - 3,260,HUN,4:20
Time-Out,,5,3,4,HUN,3.0,,4 - 3,260,ITA,4:20
20 sec. exclusion in centre,2.0,5,3,4,HUN,3.0,GOR-NAGY M,4 - 3,240,HUN,4:00
Extra player shot - Blocked,4.0,5,3,4,HUN,3.0,FIGLIOLI P,4 - 3,222,ITA,3:42
Counter attack - Saved,3.0,5,3,4,HUN,3.0,MADARAS N,4 - 3,201,HUN,3:21
20 sec. exclusion in centre,8.0,5,3,4,HUN,3.0,PRESCIUTTI N,4 - 3,182,ITA,3:02
Extra player shot - Goal,9.0,5,3,5,HUN,3.0,VARGA D,5 - 3,165,HUN,2:45
Turnover foul,4.0,5,3,5,HUN,3.0,FIGLIOLI P,5 - 3,141,ITA,2:21
Yellow card,,5,3,5,HUN,3.0,Team Official,5 - 3,141,HUN,2:21
Action shot - Saved,10.0,5,3,5,HUN,3.0,VARGA D,5 - 3,117,HUN,1:57
Turnover foul,4.0,5,3,5,HUN,3.0,ERDELYI B,5 - 3,101,HUN,1:41
20 sec. exclusion in field,10.0,5,3,5,HUN,3.0,VARGA D,5 - 3,83,HUN,1:23
Extra player shot - Goal,4.0,5,4,5,HUN,3.0,FIGLIOLI P,5 - 4,70,ITA,1:10
20 sec. exclusion in centre,4.0,5,4,5,HUN,3.0,FIGLIOLI P,5 - 4,44,ITA,0:44
Time-Out,,5,4,5,HUN,3.0,,5 - 4,44,HUN,0:44
Turnover foul,8.0,5,4,5,HUN,3.0,SZIVOS M,5 - 4,20,HUN,0:20
5m shot - Goal,10.0,5,5,5,HUN,3.0,LUONGO S,5 - 5,1,ITA,0:01
Starting goalkeeper,1.0,5,5,5,HUN,4.0,NAGY V,5 - 5,480,HUN,8:00
Starting goalkeeper,1.0,5,5,5,HUN,4.0,TEMPESTI S,5 - 5,480,ITA,8:00
Sprint won possession,4.0,5,5,5,HUN,4.0,ERDELYI B,5 - 5,480,HUN,8:00
5m shot - Saved,9.0,5,5,5,HUN,4.0,VARGA D,5 - 5,455,HUN,7:35
Action shot - Saved,2.0,5,5,5,HUN,4.0,GOR-NAGY M,5 - 5,425,HUN,7:05
20 sec. exclusion in centre,2.0,5,5,5,HUN,4.0,GOR-NAGY M,5 - 5,394,HUN,6:34
Exclusion with substitution,2.0,5,5,5,HUN,4.0,GOR-NAGY M,5 - 5,394,HUN,6:34
Extra player shot - Goal,2.0,5,6,5,HUN,4.0,DI FULVIO F,5 - 6,373,ITA,6:13
20 sec. exclusion in centre,7.0,5,6,5,HUN,4.0,GIACOPPO M,5 - 6,355,ITA,5:55
Extra player shot - Goal,12.0,5,6,6,HUN,4.0,HARAI B,6 - 6,335,HUN,5:35
20 sec. exclusion in centre,9.0,5,6,6,HUN,4.0,VARGA D,6 - 6,317,HUN,5:17
Extra player shot - Goal,8.0,5,7,6,HUN,4.0,PRESCIUTTI N,6 - 7,298,ITA,4:58
20 sec. exclusion in centre,6.0,5,7,6,HUN,4.0,FONDELLI A,6 - 7,282,ITA,4:42
Extra player shot - Post,4.0,5,7,6,HUN,4.0,ERDELYI B,6 - 7,263,HUN,4:23
20 sec. exclusion in centre,12.0,5,7,6,HUN,4.0,HARAI B,6 - 7,237,HUN,3:57
Extra player shot - Goal,10.0,5,8,6,HUN,4.0,LUONGO S,6 - 8,220,ITA,3:40
20 sec. exclusion in centre,3.0,5,8,6,HUN,4.0,VELOTTO A,6 - 8,195,ITA,3:15
Extra player shot - Goal,6.0,5,8,7,HUN,4.0,HOSNYANSZKY N,7 - 8,181,HUN,3:01
Action shot - Saved,11.0,5,8,7,HUN,4.0,AICARDI M,7 - 8,156,ITA,2:36
Turnover foul,9.0,5,8,7,HUN,4.0,VARGA D,7 - 8,135,HUN,2:15
5m shot - Saved,10.0,5,8,7,HUN,4.0,LUONGO S,7 - 8,107,ITA,1:47
Turnover foul,2.0,5,8,7,HUN,4.0,DI FULVIO F,7 - 8,78,ITA,1:18
Time-Out,,5,8,7,HUN,4.0,,7 - 8,78,HUN,1:18
20 sec. exclusion in centre,4.0,5,8,7,HUN,4.0,FIGLIOLI P,7 - 8,63,ITA,1:03
Exclusion with substitution,4.0,5,8,7,HUN,4.0,FIGLIOLI P,7 - 8,63,ITA,1:03
Action shot - Saved,8.0,5,8,7,HUN,4.0,SZIVOS M,7 - 8,36,HUN,0:36
Turnover foul,12.0,5,8,7,HUN,4.0,HARAI B,7 - 8,14,HUN,0:14
Time-Out,,5,8,7,HUN,4.0,,7 - 8,14,ITA,0:14
20 sec. exclusion in field,8.0,5,8,7,HUN,4.0,SZIVOS M,7 - 8,6,HUN,0:06
Starting goalkeeper,1.0,6,0,0,SRB,1.0,TEMPESTI S,0 - 0,480,ITA,8:00
Starting goalkeeper,13.0,6,0,0,SRB,1.0,MITROVIC B,0 - 0,480,SRB,8:00
Sprint won possession,4.0,6,0,0,SRB,1.0,FIGLIOLI P,0 - 0,480,ITA,8:00
20 sec. exclusion in centre,4.0,6,0,0,SRB,1.0,RANDELOVIC S,0 - 0,461,SRB,7:41
Extra player shot - Post,7.0,6,0,0,SRB,1.0,GIACOPPO M,0 - 0,443,ITA,7:23
5m shot - Post,4.0,6,0,0,SRB,1.0,FIGLIOLI P,0 - 0,426,ITA,7:06
20 sec. exclusion in centre,5.0,6,0,0,SRB,1.0,GIORGETTI A,0 - 0,405,ITA,6:45
Extra player shot - Goal,11.0,6,0,1,SRB,1.0,PRLAINOVIC A,0 - 1,393,SRB,6:33
Turnover foul,9.0,6,0,1,SRB,1.0,GITTO N,0 - 1,363,ITA,6:03
Steal,10.0,6,0,1,SRB,1.0,FILIPOVIC F,0 - 1,363,SRB,6:03
Turnover foul,9.0,6,0,1,SRB,1.0,JAKSIC N,0 - 1,349,SRB,5:49
20 sec. exclusion in centre,9.0,6,0,1,SRB,1.0,JAKSIC N,0 - 1,325,SRB,5:25
Extra player shot - Post,2.0,6,0,1,SRB,1.0,DI FULVIO F,0 - 1,305,ITA,5:05
Action shot - Saved,2.0,6,0,1,SRB,1.0,DI FULVIO F,0 - 1,296,ITA,4:56
Counter attack - Goal,5.0,6,0,2,SRB,1.0,CUK M,0 - 2,279,SRB,4:39
Turnover foul,10.0,6,0,2,SRB,1.0,LUONGO S,0 - 2,253,ITA,4:13
Steal,2.0,6,0,2,SRB,1.0,MANDIC D,0 - 2,253,SRB,4:13
Centre shot - Goal,12.0,6,0,3,SRB,1.0,MITROVIC S,0 - 3,235,SRB,3:55
Time-Out,,6,0,3,SRB,1.0,,0 - 3,235,ITA,3:55
Turnover foul,5.0,6,0,3,SRB,1.0,GIORGETTI A,0 - 3,216,ITA,3:36
Steal,10.0,6,0,3,SRB,1.0,FILIPOVIC F,0 - 3,216,SRB,3:36
20 sec. exclusion in field,3.0,6,0,3,SRB,1.0,VELOTTO A,0 - 3,210,ITA,3:30
Extra player shot - Saved,10.0,6,0,3,SRB,1.0,FILIPOVIC F,0 - 3,190,SRB,3:10
Action shot - Goal,2.0,6,0,4,SRB,1.0,MANDIC D,0 - 4,186,SRB,3:06
Turnover foul,2.0,6,0,4,SRB,1.0,DI FULVIO F,0 - 4,162,ITA,2:42
Steal,13.0,6,0,4,SRB,1.0,MITROVIC B,0 - 4,162,SRB,2:42
Action shot - Saved,12.0,6,0,4,SRB,1.0,MITROVIC S,0 - 4,145,SRB,2:25
Turnover foul,2.0,6,0,4,SRB,1.0,DI FULVIO F,0 - 4,116,ITA,1:56
Steal,11.0,6,0,4,SRB,1.0,PRLAINOVIC A,0 - 4,116,SRB,1:56
5m shot - Missed,8.0,6,0,4,SRB,1.0,ALEKSIC M,0 - 4,93,SRB,1:33
Action shot - Missed,5.0,6,0,4,SRB,1.0,GIORGETTI A,0 - 4,65,ITA,1:05
Time-Out,,6,0,4,SRB,1.0,,0 - 4,65,SRB,1:05
Action shot - Post,7.0,6,0,4,SRB,1.0,NIKIC S,0 - 4,50,SRB,0:50
Turnover foul,5.0,6,0,4,SRB,1.0,GIORGETTI A,0 - 4,23,ITA,0:23
Turnover foul,3.0,6,0,4,SRB,1.0,GOCIC Z,0 - 4,1,SRB,0:01
Starting goalkeeper,1.0,6,0,4,SRB,2.0,TEMPESTI S,0 - 4,480,ITA,8:00
Starting goalkeeper,13.0,6,0,4,SRB,2.0,MITROVIC B,0 - 4,480,SRB,8:00
Sprint won possession,4.0,6,0,4,SRB,2.0,FIGLIOLI P,0 - 4,480,ITA,8:00
Action shot - Saved,8.0,6,0,4,SRB,2.0,PRESCIUTTI N,0 - 4,451,ITA,7:31
20 sec. exclusion in field,11.0,6,0,4,SRB,2.0,PRLAINOVIC A,0 - 4,445,SRB,7:25
Turnover foul,4.0,6,0,4,SRB,2.0,FIGLIOLI P,0 - 4,430,ITA,7:10
Steal,4.0,6,0,4,SRB,2.0,RANDELOVIC S,0 - 4,430,SRB,7:10
5m shot - Saved,4.0,6,0,4,SRB,2.0,RANDELOVIC S,0 - 4,405,SRB,6:45
20 sec. exclusion in centre,5.0,6,0,4,SRB,2.0,CUK M,0 - 4,386,SRB,6:26
Extra player shot - Goal,5.0,6,1,4,SRB,2.0,GIORGETTI A,1 - 4,371,ITA,6:11
5m shot - Saved,10.0,6,1,4,SRB,2.0,FILIPOVIC F,1 - 4,346,SRB,5:46
Turnover foul,11.0,6,1,4,SRB,2.0,PRLAINOVIC A,1 - 4,329,SRB,5:29
Action shot - Saved,6.0,6,1,4,SRB,2.0,FONDELLI A,1 - 4,313,ITA,5:13
Turnover foul,12.0,6,1,4,SRB,2.0,MITROVIC S,1 - 4,283,SRB,4:43
Steal,8.0,6,1,4,SRB,2.0,PRESCIUTTI N,1 - 4,283,ITA,4:43
Action shot - Saved,5.0,6,1,4,SRB,2.0,GIORGETTI A,1 - 4,261,ITA,4:21
Counter attack - Goal,12.0,6,1,5,SRB,2.0,MITROVIC S,1 - 5,246,SRB,4:06
20 sec. exclusion in centre,8.0,6,1,5,SRB,2.0,ALEKSIC M,1 - 5,234,SRB,3:54
Extra player shot - Saved,5.0,6,1,5,SRB,2.0,GIORGETTI A,1 - 5,214,ITA,3:34
Counter attack - Goal,3.0,6,1,6,SRB,2.0,GOCIC Z,1 - 6,198,SRB,3:18
5m shot - Goal,2.0,6,2,6,SRB,2.0,DI FULVIO F,2 - 6,168,ITA,2:48
20 sec. exclusion in centre,7.0,6,2,6,SRB,2.0,GIACOPPO M,2 - 6,154,ITA,2:34
Time-Out,,6,2,6,SRB,2.0,,2 - 6,154,SRB,2:34
Extra player shot - Saved,7.0,6,2,6,SRB,2.0,NIKIC S,2 - 6,134,SRB,2:14
20 sec. exclusion in centre,6.0,6,2,6,SRB,2.0,FONDELLI A,2 - 6,107,ITA,1:47
Extra player shot - Goal,9.0,6,2,7,SRB,2.0,JAKSIC N,2 - 7,92,SRB,1:32
Action shot - Blocked,3.0,6,2,7,SRB,2.0,VELOTTO A,2 - 7,65,ITA,1:05
Action shot - Goal,12.0,6,2,8,SRB,2.0,MITROVIC S,2 - 8,42,SRB,0:42
Turnover foul,4.0,6,2,8,SRB,2.0,FIGLIOLI P,2 - 8,17,ITA,0:17
Turnover foul,2.0,6,2,8,SRB,4.0,MANDIC D,2 - 8,51,SRB,0:51
Centre shot - Blocked,8.0,6,2,8,SRB,4.0,PRESCIUTTI N,2 - 8,33,ITA,0:33
Steal,11.0,6,2,8,SRB,2.0,PRLAINOVIC A,2 - 8,17,SRB,0:17
20 sec. exclusion in centre,5.0,6,2,8,SRB,2.0,GIORGETTI A,2 - 8,1,ITA,0:01
Starting goalkeeper,1.0,6,2,8,SRB,3.0,TEMPESTI S,2 - 8,480,ITA,8:00
Starting goalkeeper,13.0,6,2,8,SRB,3.0,MITROVIC B,2 - 8,480,SRB,8:00
Sprint won possession,4.0,6,2,8,SRB,3.0,FIGLIOLI P,2 - 8,480,ITA,8:00
Action shot - Saved,10.0,6,2,8,SRB,3.0,LUONGO S,2 - 8,457,ITA,7:37
Turnover foul,11.0,6,2,8,SRB,3.0,AICARDI M,2 - 8,454,ITA,7:34
Turnover foul,11.0,6,2,8,SRB,3.0,PRLAINOVIC A,2 - 8,440,SRB,7:20
Action shot - Goal,6.0,6,3,8,SRB,3.0,FONDELLI A,3 - 8,417,ITA,6:57
Centre shot - Goal,6.0,6,3,9,SRB,3.0,PIJETLOVIC D,3 - 9,397,SRB,6:37
Action shot - Goal,12.0,6,4,9,SRB,3.0,BARALDI F,4 - 9,372,ITA,6:12
5m shot - Saved,5.0,6,4,9,SRB,3.0,CUK M,4 - 9,353,SRB,5:53
20 sec. exclusion in centre,7.0,6,4,9,SRB,3.0,GIACOPPO M,4 - 9,336,ITA,5:36
Extra player shot - Blocked,5.0,6,4,9,SRB,3.0,CUK M,4 - 9,315,SRB,5:15
Turnover foul,10.0,6,4,9,SRB,3.0,LUONGO S,4 - 9,291,ITA,4:51
Yellow card,,6,4,9,SRB,3.0,Team Official,4 - 9,291,ITA,4:51
Turnover foul,11.0,6,4,9,SRB,3.0,PRLAINOVIC A,4 - 9,273,SRB,4:33
20 sec. exclusion in centre,7.0,6,4,9,SRB,3.0,NIKIC S,4 - 9,252,SRB,4:12
Action shot - Saved,10.0,6,4,9,SRB,3.0,LUONGO S,4 - 9,230,ITA,3:50
Turnover foul,5.0,6,4,9,SRB,3.0,CUK M,4 - 9,206,SRB,3:26
Steal,6.0,6,4,9,SRB,3.0,FONDELLI A,4 - 9,206,ITA,3:26
20 sec. exclusion in centre,6.0,6,4,9,SRB,3.0,PIJETLOVIC D,4 - 9,206,SRB,3:26
Time-Out,,6,4,9,SRB,3.0,,4 - 9,206,ITA,3:26
Centre shot - Saved,3.0,6,4,9,SRB,3.0,VELOTTO A,4 - 9,181,ITA,3:01
Turnover foul,10.0,6,4,9,SRB,3.0,FILIPOVIC F,4 - 9,153,SRB,2:33
Turnover foul,5.0,6,4,9,SRB,3.0,GIORGETTI A,4 - 9,127,ITA,2:07
Steal,12.0,6,4,9,SRB,3.0,MITROVIC S,4 - 9,127,SRB,2:07
Action shot - Missed,12.0,6,4,9,SRB,3.0,MITROVIC S,4 - 9,100,SRB,1:40
20 sec. exclusion in field,6.0,6,4,9,SRB,3.0,PIJETLOVIC D,4 - 9,79,SRB,1:19
Extra player shot - Blocked,6.0,6,4,9,SRB,3.0,FONDELLI A,4 - 9,59,ITA,0:59
Action shot - Post,10.0,6,4,9,SRB,3.0,LUONGO S,4 - 9,40,ITA,0:40
Action shot - Saved,2.0,6,4,9,SRB,3.0,DI FULVIO F,4 - 9,17,ITA,0:17
Time-Out,,6,4,9,SRB,3.0,,4 - 9,17,SRB,0:17
5m shot - Saved,10.0,6,4,9,SRB,3.0,FILIPOVIC F,4 - 9,4,SRB,0:04
5m shot - Post,5.0,6,4,9,SRB,3.0,CUK M,4 - 9,0,SRB,0:00
Starting goalkeeper,1.0,6,4,9,SRB,4.0,TEMPESTI S,4 - 9,480,ITA,8:00
Starting goalkeeper,13.0,6,4,9,SRB,4.0,MITROVIC B,4 - 9,480,SRB,8:00
Sprint won possession,4.0,6,4,9,SRB,4.0,FIGLIOLI P,4 - 9,480,ITA,8:00
20 sec. exclusion in centre,3.0,6,4,9,SRB,4.0,GOCIC Z,4 - 9,457,SRB,7:37
Turnover foul,3.0,6,4,9,SRB,4.0,VELOTTO A,4 - 9,429,ITA,7:09
Steal,12.0,6,4,9,SRB,4.0,MITROVIC S,4 - 9,429,SRB,7:09
20 sec. exclusion in centre,8.0,6,4,9,SRB,4.0,PRESCIUTTI N,4 - 9,409,ITA,6:49
Extra player shot - Goal,8.0,6,4,10,SRB,4.0,ALEKSIC M,4 - 10,392,SRB,6:32
20 sec. exclusion in centre,4.0,6,4,10,SRB,4.0,RANDELOVIC S,4 - 10,364,SRB,6:04
Yellow card,,6,4,10,SRB,4.0,Team Official,4 - 10,358,SRB,5:58
Action shot - Saved,7.0,6,4,10,SRB,4.0,GIACOPPO M,4 - 10,339,ITA,5:39
5m shot - Blocked,10.0,6,4,10,SRB,4.0,FILIPOVIC F,4 - 10,318,SRB,5:18
Action shot - Goal,6.0,6,5,10,SRB,4.0,FONDELLI A,5 - 10,301,ITA,5:01
5m shot - Saved,10.0,6,5,10,SRB,4.0,FILIPOVIC F,5 - 10,277,SRB,4:37
20 sec. exclusion in centre,6.0,6,5,10,SRB,4.0,PIJETLOVIC D,5 - 10,273,SRB,4:33
Exclusion with substitution,6.0,6,5,10,SRB,4.0,PIJETLOVIC D,5 - 10,273,SRB,4:33
Time-Out,,6,5,10,SRB,4.0,,5 - 10,273,ITA,4:33
Action shot - Saved,10.0,6,5,10,SRB,4.0,LUONGO S,5 - 10,249,ITA,4:09
Action shot - Missed,10.0,6,5,10,SRB,4.0,FILIPOVIC F,5 - 10,221,SRB,3:41
Action shot - Saved,11.0,6,5,10,SRB,4.0,AICARDI M,5 - 10,205,ITA,3:25
Action shot - Post,5.0,6,5,10,SRB,4.0,GIORGETTI A,5 - 10,186,ITA,3:06
Turnover foul,7.0,6,5,10,SRB,4.0,NIKIC S,5 - 10,167,SRB,2:47
20 sec. exclusion in field,10.0,6,5,10,SRB,4.0,FILIPOVIC F,5 - 10,165,SRB,2:45
Extra player shot - Goal,10.0,6,6,10,SRB,4.0,LUONGO S,6 - 10,151,ITA,2:31
Time-Out,,6,6,10,SRB,4.0,,6 - 10,151,SRB,2:31
5m shot - Saved,5.0,6,6,10,SRB,4.0,CUK M,6 - 10,124,SRB,2:04
Turnover foul,5.0,6,6,10,SRB,4.0,CUK M,6 - 10,104,SRB,1:44
Steal,4.0,6,6,10,SRB,4.0,FIGLIOLI P,6 - 10,104,ITA,1:44
Action shot - Post,5.0,6,6,10,SRB,4.0,GIORGETTI A,6 - 10,83,ITA,1:23
5m shot - Missed,3.0,6,6,10,SRB,4.0,GOCIC Z,6 - 10,5,SRB,0:05
Starting goalkeeper,1.0,7,0,0,GRE,1.0,FLEGKAS K,0 - 0,480,GRE,8:00
Starting goalkeeper,1.0,7,0,0,GRE,1.0,TEMPESTI S,0 - 0,480,ITA,8:00
Sprint won possession,4.0,7,0,0,GRE,1.0,FIGLIOLI P,0 - 0,480,ITA,8:00
Turnover foul,9.0,7,0,0,GRE,1.0,GITTO N,0 - 0,454,ITA,7:34
Turnover foul,7.0,7,0,0,GRE,1.0,AFROUDAKIS C,0 - 0,427,GRE,7:07
5m shot - Blocked,9.0,7,0,0,GRE,1.0,GITTO N,0 - 0,405,ITA,6:45
Turnover foul,12.0,7,0,0,GRE,1.0,VLACHOPOULOS A,0 - 0,376,GRE,6:16
Turnover foul,11.0,7,0,0,GRE,1.0,AICARDI M,0 - 0,356,ITA,5:56
20 sec. exclusion in centre,9.0,7,0,0,GRE,1.0,GITTO N,0 - 0,331,ITA,5:31
Extra player shot - Goal,7.0,7,0,1,GRE,1.0,AFROUDAKIS C,1 - 0,312,GRE,5:12
Penalty foul,3.0,7,0,1,GRE,1.0,DERVISIS G,1 - 0,297,GRE,4:57
Penalty shot - Post,5.0,7,0,1,GRE,1.0,GIORGETTI A,1 - 0,297,ITA,4:57
Turnover foul,7.0,7,0,1,GRE,1.0,AFROUDAKIS C,1 - 0,275,GRE,4:35
20 sec. exclusion in centre,12.0,7,0,1,GRE,1.0,VLACHOPOULOS A,1 - 0,257,GRE,4:17
Extra player shot - Missed,5.0,7,0,1,GRE,1.0,GIORGETTI A,1 - 0,245,ITA,4:05
20 sec. exclusion in centre,6.0,7,0,1,GRE,1.0,FONDELLI A,1 - 0,221,ITA,3:41
Extra player shot - Blocked,5.0,7,0,1,GRE,1.0,FOUNTOULIS I,1 - 0,206,GRE,3:26
Counter attack - Saved,10.0,7,0,1,GRE,1.0,LUONGO S,1 - 0,192,ITA,3:12
Turnover foul,7.0,7,0,1,GRE,1.0,AFROUDAKIS C,1 - 0,169,GRE,2:49
Turnover foul,12.0,7,0,1,GRE,1.0,BARALDI F,1 - 0,155,ITA,2:35
Turnover foul,5.0,7,0,1,GRE,1.0,FOUNTOULIS I,1 - 0,126,GRE,2:06
Time-Out,,7,0,1,GRE,1.0,,1 - 0,125,ITA,2:05
20 sec. exclusion in centre,6.0,7,0,1,GRE,1.0,PONTIKEAS K,1 - 0,114,GRE,1:54
Extra player shot - Missed,8.0,7,0,1,GRE,1.0,PRESCIUTTI N,1 - 0,97,ITA,1:37
Turnover foul,11.0,7,0,1,GRE,1.0,GOUNAS A,1 - 0,75,GRE,1:15
Steal,10.0,7,0,1,GRE,1.0,LUONGO S,1 - 0,75,ITA,1:15
Turnover foul,11.0,7,0,1,GRE,1.0,AICARDI M,1 - 0,50,ITA,0:50
Time-Out,,7,0,1,GRE,1.0,,1 - 0,50,GRE,0:50
20 sec. exclusion in centre,8.0,7,0,1,GRE,1.0,PRESCIUTTI N,1 - 0,36,ITA,0:36
20 sec. exclusion in centre,4.0,7,0,1,GRE,1.0,FIGLIOLI P,1 - 0,28,ITA,0:28
Extra player shot - Saved,11.0,7,0,1,GRE,1.0,GOUNAS A,1 - 0,14,GRE,0:14
5m shot - Missed,4.0,7,0,1,GRE,1.0,FIGLIOLI P,1 - 0,0,ITA,0:00
Starting goalkeeper,1.0,7,0,1,GRE,2.0,FLEGKAS K,1 - 0,480,GRE,8:00
Starting goalkeeper,1.0,7,0,1,GRE,2.0,TEMPESTI S,1 - 0,480,ITA,8:00
Sprint won possession,2.0,7,0,1,GRE,2.0,DI FULVIO F,1 - 0,480,ITA,8:00
Turnover foul,11.0,7,0,1,GRE,2.0,AICARDI M,1 - 0,457,ITA,7:37
Turnover foul,9.0,7,0,1,GRE,2.0,MOURIKIS K,1 - 0,432,GRE,7:12
5m shot - Post,4.0,7,0,1,GRE,2.0,FIGLIOLI P,1 - 0,412,ITA,6:52
Turnover foul,7.0,7,0,1,GRE,2.0,AFROUDAKIS C,1 - 0,386,GRE,6:26
Steal,7.0,7,0,1,GRE,2.0,GIACOPPO M,1 - 0,386,ITA,6:26
5m shot - Blocked,7.0,7,0,1,GRE,2.0,GIACOPPO M,1 - 0,361,ITA,6:01
Turnover foul,5.0,7,0,1,GRE,2.0,FOUNTOULIS I,1 - 0,332,GRE,5:32
Steal,11.0,7,0,1,GRE,2.0,AICARDI M,1 - 0,332,ITA,5:32
5m shot - Goal,2.0,7,1,1,GRE,2.0,DI FULVIO F,1 - 1,308,ITA,5:08
5m shot - Post,12.0,7,1,1,GRE,2.0,VLACHOPOULOS A,1 - 1,282,GRE,4:42
Action shot - Blocked,5.0,7,1,1,GRE,2.0,GIORGETTI A,1 - 1,256,ITA,4:16
20 sec. exclusion in centre,3.0,7,1,1,GRE,2.0,VELOTTO A,1 - 1,240,ITA,4:00
Extra player shot - Missed,10.0,7,1,1,GRE,2.0,KOLOMVOS C,1 - 1,224,GRE,3:44
20 sec. exclusion in centre,8.0,7,1,1,GRE,2.0,DELAKAS E,1 - 1,198,GRE,3:18
Turnover foul,10.0,7,1,1,GRE,2.0,LUONGO S,1 - 1,179,ITA,2:59
Turnover foul,10.0,7,1,1,GRE,2.0,KOLOMVOS C,1 - 1,146,GRE,2:26
Time-Out,,7,1,1,GRE,2.0,,1 - 1,146,ITA,2:26
Action shot - Saved,4.0,7,1,1,GRE,2.0,FIGLIOLI P,1 - 1,122,ITA,2:02
5m shot - Goal,12.0,7,1,2,GRE,2.0,VLACHOPOULOS A,2 - 1,96,GRE,1:36
20 sec. exclusion in centre,6.0,7,1,2,GRE,2.0,PONTIKEAS K,2 - 1,78,GRE,1:18
Extra player shot - Missed,10.0,7,1,2,GRE,2.0,LUONGO S,2 - 1,61,ITA,1:01
Time-Out,,7,1,2,GRE,2.0,,2 - 1,61,GRE,1:01
Action shot - Goal,12.0,7,1,3,GRE,2.0,VLACHOPOULOS A,3 - 1,45,GRE,0:45
20 sec. exclusion in centre,10.0,7,1,3,GRE,2.0,KOLOMVOS C,3 - 1,27,GRE,0:27
Extra player shot - Goal,4.0,7,2,3,GRE,2.0,FIGLIOLI P,3 - 2,9,ITA,0:09
5m shot - Saved,12.0,7,2,3,GRE,2.0,VLACHOPOULOS A,3 - 2,1,GRE,0:01
Starting goalkeeper,1.0,7,2,3,GRE,3.0,FLEGKAS K,3 - 2,480,GRE,8:00
Starting goalkeeper,1.0,7,2,3,GRE,3.0,TEMPESTI S,3 - 2,480,ITA,8:00
Sprint won possession,4.0,7,2,3,GRE,3.0,FIGLIOLI P,3 - 2,480,ITA,8:00
Turnover foul,4.0,7,2,3,GRE,3.0,GENIDOUNIAS K,3 - 2,421,GRE,7:01
20 sec. exclusion in centre,12.0,7,2,3,GRE,3.0,VLACHOPOULOS A,3 - 2,405,GRE,6:45
Action shot - Blocked,4.0,7,2,3,GRE,3.0,FIGLIOLI P,3 - 2,378,ITA,6:18
Action shot - Goal,2.0,7,2,4,GRE,3.0,MYLONAKIS E,4 - 2,352,GRE,5:52
20 sec. exclusion in centre,8.0,7,2,4,GRE,3.0,DELAKAS E,4 - 2,328,GRE,5:28
Action shot - Goal,3.0,7,3,4,GRE,3.0,VELOTTO A,4 - 3,301,ITA,5:01
5m shot - Saved,5.0,7,3,4,GRE,3.0,FOUNTOULIS I,4 - 3,275,GRE,4:35
