Action,Cap,Game,Opponent,Opponent name,Period,Player,RSA,Score,Seconds,Team,Time
Steal,2.0,1,5,SRB,1.0,MANDIC D,1,5 - 1,84,SRB,1:24
Centre shot - Goal,12.0,1,6,SRB,1.0,MITORVIC S,1,6 - 1,70,SRB,1:10
Turnover foul,4.0,1,6,SRB,1.0,BADENHORST N,1,6 - 1,49,RSA,0:49
Steal,11.0,1,6,SRB,1.0,PRLAINOVIC A,1,6 - 1,49,SRB,0:49
Action shot - Blocked,11.0,1,6,SRB,1.0,PRLAINOVIC A,1,6 - 1,24,SRB,0:24
5m shot - Saved,7.0,1,6,SRB,1.0,RABIE L,1,6 - 1,1,RSA,0:01
Starting goalkeeper,13.0,1,6,SRB,2.0,MITROVIC B,1,6 - 1,480,SRB,8:00
Starting goalkeeper,13.0,1,6,SRB,2.0,MTHEMBU T,1,6 - 1,480,RSA,8:00
Sprint won possession,12.0,1,6,SRB,2.0,MITORVIC S,1,6 - 1,473,SRB,7:53
Turnover foul,6.0,1,6,SRB,2.0,PIJETLOVIC D,1,6 - 1,458,SRB,7:38
Steal,5.0,1,6,SRB,2.0,BROWN C,1,6 - 1,458,RSA,7:38
Action shot - Missed,11.0,1,6,SRB,2.0,PRLAINOVIC A,1,6 - 1,417,SRB,6:57
20 sec. exclusion in centre,11.0,1,6,SRB,2.0,MOLYNEUX N,1,6 - 1,373,RSA,6:13
Extra player shot - Goal,9.0,1,7,SRB,2.0,JAKSIC N,1,7 - 1,361,SRB,6:01
Turnover foul,3.0,1,7,SRB,2.0,CARD D,1,7 - 1,341,RSA,5:41
Steal,11.0,1,7,SRB,2.0,PRLAINOVIC A,1,7 - 1,341,SRB,5:41
Action shot - Goal,10.0,1,8,SRB,2.0,FILIPOVIC F,1,8 - 1,330,SRB,5:30
Turnover foul,10.0,1,8,SRB,2.0,le ROUX P,1,8 - 1,312,RSA,5:12
Steal,2.0,1,8,SRB,2.0,MANDIC D,1,8 - 1,312,SRB,5:12
Action shot - Goal,8.0,1,9,SRB,2.0,ALEKSIC M,1,9 - 1,300,SRB,5:00
Turnover foul,2.0,1,9,SRB,2.0,le ROUX E,1,9 - 1,283,RSA,4:43
Steal,10.0,1,9,SRB,2.0,FILIPOVIC F,1,9 - 1,283,SRB,4:43
Action shot - Goal,8.0,1,10,SRB,2.0,ALEKSIC M,1,10 - 1,274,SRB,4:34
Time-Out,,1,10,SRB,2.0,,1,10 - 1,274,RSA,4:34
Action shot - Goal,2.0,1,10,SRB,2.0,le ROUX E,2,10 - 2,248,RSA,4:08
20 sec. exclusion in centre,6.0,1,10,SRB,2.0,de CARVALHO J,2,10 - 2,238,RSA,3:58
Action shot - Post,11.0,1,10,SRB,2.0,PRLAINOVIC A,2,10 - 2,224,SRB,3:44
5m shot - Post,6.0,1,10,SRB,2.0,de CARVALHO J,2,10 - 2,196,RSA,3:16
20 sec. exclusion in centre,12.0,1,10,SRB,2.0,OLVER R,2,10 - 2,185,RSA,3:05
Extra player shot - Post,11.0,1,10,SRB,2.0,PRLAINOVIC A,2,10 - 2,174,SRB,2:54
Action shot - Goal,11.0,1,11,SRB,2.0,PRLAINOVIC A,2,11 - 2,164,SRB,2:44
Turnover foul,5.0,1,11,SRB,2.0,BROWN C,2,11 - 2,142,RSA,2:22
Steal,3.0,1,11,SRB,2.0,RASOVIC V,2,11 - 2,142,SRB,2:22
20 sec. exclusion in centre,9.0,1,11,SRB,4.0,JAKSIC N,2,11 - 2,325,SRB,5:25
5m shot - Post,11.0,1,11,SRB,4.0,MOLYNEUX N,2,11 - 2,304,RSA,5:04
5m shot - Saved,4.0,1,11,SRB,4.0,RANDELOVIC S,2,11 - 2,279,SRB,4:39
Action shot - Goal,9.0,1,21,SRB,4.0,JAKSIC N,3,21 - 3,229,SRB,3:49
20 sec. exclusion in centre,9.0,1,21,SRB,4.0,JAKSIC N,3,21 - 3,206,SRB,3:26
Exclusion with substitution,9.0,1,21,SRB,4.0,JAKSIC N,3,21 - 3,206,SRB,3:26
Action shot - Goal,3.0,1,21,SRB,4.0,CARD D,4,21 - 4,197,RSA,3:17
Action shot - Saved,5.0,1,21,SRB,4.0,CUK M,4,21 - 4,170,SRB,2:50
20 sec. exclusion in centre,4.0,1,21,SRB,4.0,RANDELOVIC S,4,21 - 4,151,SRB,2:31
Time-Out,,1,21,SRB,4.0,,4,21 - 4,151,RSA,2:31
Action shot - Goal,5.0,1,21,SRB,4.0,BROWN C,5,21 - 5,130,RSA,2:10
Turnover foul,2.0,1,21,SRB,2.0,MANDIC D,5,21 - 5,134,SRB,2:14
Steal,7.0,1,21,SRB,2.0,RABIE L,5,21 - 5,134,RSA,2:14
Turnover foul,4.0,1,21,SRB,2.0,BADENHORST N,5,21 - 5,104,RSA,1:44
Steal,6.0,1,21,SRB,2.0,PIJETLOVIC D,5,21 - 5,104,SRB,1:44
Turnover foul,6.0,1,21,SRB,2.0,PIJETLOVIC D,5,21 - 5,91,SRB,1:31
5m shot - Saved,2.0,1,21,SRB,2.0,le ROUX E,5,21 - 5,64,RSA,1:04
Action shot - Goal,2.0,1,12,SRB,2.0,MANDIC D,2,12 - 2,40,SRB,0:40
Action shot - Saved,10.0,1,12,SRB,2.0,le ROUX P,2,12 - 2,13,RSA,0:13
5m shot - Goal,3.0,1,13,SRB,2.0,RASOVIC V,2,13 - 2,1,SRB,0:01
Starting goalkeeper,1.0,1,13,SRB,3.0,PIJETLOVIC G,2,13 - 2,480,SRB,8:00
Starting goalkeeper,13.0,1,13,SRB,3.0,MTHEMBU T,2,13 - 2,480,RSA,8:00
Sprint won possession,10.0,1,13,SRB,3.0,FILIPOVIC F,2,13 - 2,480,SRB,8:00
Turnover foul,3.0,1,13,SRB,3.0,RASOVIC V,2,13 - 2,460,SRB,7:40
20 sec. exclusion in centre,3.0,1,13,SRB,3.0,RASOVIC V,2,13 - 2,441,SRB,7:21
5m shot - Post,7.0,1,13,SRB,3.0,RABIE L,2,13 - 2,417,RSA,6:57
20 sec. exclusion in centre,9.0,1,13,SRB,3.0,JAKSIC N,2,13 - 2,400,SRB,6:40
Turnover foul,10.0,1,13,SRB,3.0,le ROUX P,2,13 - 2,387,RSA,6:27
Steal,3.0,1,13,SRB,3.0,RASOVIC V,2,13 - 2,387,SRB,6:27
Turnover foul,12.0,1,13,SRB,3.0,MITORVIC S,2,13 - 2,362,SRB,6:02
Steal,5.0,1,13,SRB,3.0,BROWN C,2,13 - 2,362,RSA,6:02
Turnover foul,3.0,1,13,SRB,3.0,CARD D,2,13 - 2,356,RSA,5:56
Action shot - Goal,11.0,1,14,SRB,3.0,PRLAINOVIC A,2,14 - 2,350,SRB,5:50
5m shot - Saved,10.0,1,14,SRB,3.0,le ROUX P,2,14 - 2,320,RSA,5:20
Turnover foul,2.0,1,14,SRB,3.0,MANDIC D,2,14 - 2,300,SRB,5:00
Steal,10.0,1,14,SRB,3.0,le ROUX P,2,14 - 2,300,RSA,5:00
Turnover foul,10.0,1,14,SRB,3.0,le ROUX P,2,14 - 2,282,RSA,4:42
Steal,10.0,1,14,SRB,3.0,FILIPOVIC F,2,14 - 2,282,SRB,4:42
Centre shot - Goal,7.0,1,15,SRB,3.0,UBOVIC N,2,15 - 2,267,SRB,4:27
Time-Out,,1,15,SRB,3.0,,2,15 - 2,267,RSA,4:27
20 sec. exclusion in field,12.0,1,15,SRB,3.0,MITORVIC S,2,15 - 2,248,SRB,4:08
Extra player shot - Saved,4.0,1,15,SRB,3.0,BADENHORST N,2,15 - 2,237,RSA,3:57
5m shot - Saved,5.0,1,15,SRB,3.0,BROWN C,2,15 - 2,225,RSA,3:45
Centre shot - Goal,2.0,1,15,SRB,3.0,le ROUX E,3,15 - 3,223,RSA,3:43
20 sec. exclusion in field,4.0,1,15,SRB,3.0,BADENHORST N,3,15 - 3,213,RSA,3:33
Extra player shot - Goal,12.0,1,16,SRB,3.0,MITORVIC S,3,16 - 3,195,SRB,3:15
Turnover foul,3.0,1,16,SRB,3.0,CARD D,3,16 - 3,182,RSA,3:02
Centre shot - Goal,8.0,1,17,SRB,3.0,ALEKSIC M,3,17 - 3,171,SRB,2:51
Turnover foul,12.0,1,17,SRB,3.0,OLVER R,3,17 - 3,150,RSA,2:30
Steal,6.0,1,17,SRB,3.0,PIJETLOVIC D,3,17 - 3,150,SRB,2:30
Centre shot - Goal,6.0,1,18,SRB,3.0,PIJETLOVIC D,3,18 - 3,138,SRB,2:18
Turnover foul,3.0,1,18,SRB,3.0,CARD D,3,18 - 3,117,RSA,1:57
Steal,5.0,1,18,SRB,3.0,CUK M,3,18 - 3,117,SRB,1:57
5m shot - Missed,8.0,1,18,SRB,3.0,ALEKSIC M,3,18 - 3,100,SRB,1:40
Turnover foul,3.0,1,18,SRB,3.0,CARD D,3,18 - 3,72,RSA,1:12
Steal,5.0,1,18,SRB,3.0,CUK M,3,18 - 3,72,SRB,1:12
Turnover foul,2.0,1,18,SRB,3.0,MANDIC D,3,18 - 3,51,SRB,0:51
Action shot - Saved,7.0,1,18,SRB,3.0,RABIE L,3,18 - 3,36,RSA,0:36
Action shot - Saved,4.0,1,18,SRB,3.0,RANDELOVIC S,3,18 - 3,17,SRB,0:17
Turnover foul,6.0,1,18,SRB,3.0,PIJETLOVIC D,3,18 - 3,5,SRB,0:05
Steal,13.0,1,18,SRB,3.0,MTHEMBU T,3,18 - 3,5,RSA,0:05
Starting goalkeeper,1.0,1,18,SRB,4.0,PIJETLOVIC G,3,18 - 3,480,SRB,8:00
Starting goalkeeper,1.0,1,18,SRB,4.0,LEWIS J,3,18 - 3,480,RSA,8:00
Sprint won possession,8.0,1,18,SRB,4.0,RODDA N,3,18 - 3,480,RSA,8:00
Centre shot - Saved,6.0,1,18,SRB,4.0,PIJETLOVIC D,3,18 - 3,438,SRB,7:18
Turnover foul,4.0,1,18,SRB,4.0,BADENHORST N,3,18 - 3,413,RSA,6:53
Steal,11.0,1,18,SRB,4.0,PRLAINOVIC A,3,18 - 3,413,SRB,6:53
Action shot - Post,4.0,1,18,SRB,4.0,RANDELOVIC S,3,18 - 3,391,SRB,6:31
Action shot - Goal,11.0,1,19,SRB,4.0,PRLAINOVIC A,3,19 - 3,389,SRB,6:29
Turnover foul,4.0,1,19,SRB,4.0,BADENHORST N,3,19 - 3,362,RSA,6:02
Steal,4.0,1,19,SRB,4.0,RANDELOVIC S,3,19 - 3,362,SRB,6:02
Action shot - Goal,10.0,1,20,SRB,4.0,FILIPOVIC F,3,20 - 3,345,SRB,5:45
20 sec. exclusion in centre,5.0,1,20,SRB,4.0,BROWN C,3,20 - 3,116,RSA,1:56
Extra player shot - Saved,5.0,1,20,SRB,4.0,CUK M,3,20 - 3,99,SRB,1:39
Action shot - Post,2.0,1,20,SRB,4.0,le ROUX E,3,20 - 3,85,RSA,1:25
20 sec. exclusion in centre,11.0,1,20,SRB,4.0,MOLYNEUX N,3,20 - 3,60,RSA,1:00
Turnover foul,7.0,1,20,SRB,4.0,UBOVIC N,3,20 - 3,48,SRB,0:48
Steal,7.0,1,20,SRB,4.0,RABIE L,3,20 - 3,48,RSA,0:48
Turnover foul,11.0,1,20,SRB,4.0,MOLYNEUX N,3,20 - 3,22,RSA,0:22
Steal,6.0,1,20,SRB,4.0,PIJETLOVIC D,3,20 - 3,22,SRB,0:22
Action shot - Missed,6.0,1,20,SRB,4.0,PIJETLOVIC D,3,20 - 3,4,SRB,0:04
5m shot - Saved,1.0,1,20,SRB,4.0,LEWIS J,3,20 - 3,1,RSA,0:01
Starting goalkeeper,1.0,2,0,GRE,1.0,LEWIS J,0,0 - 0,480,RSA,8:00
Starting goalkeeper,1.0,2,0,GRE,1.0,FLEGKAS K,0,0 - 0,480,GRE,8:00
Sprint won possession,2.0,2,0,GRE,1.0,GENIDOUNIAS K,0,0 - 0,480,GRE,8:00
Turnover foul,11.0,2,0,GRE,1.0,GOUNAS A,0,0 - 0,461,GRE,7:41
Steal,1.0,2,0,GRE,1.0,LEWIS J,0,0 - 0,461,RSA,7:41
5m shot - Saved,3.0,2,0,GRE,1.0,CARD D,0,0 - 0,437,RSA,7:17
Action shot - Blocked,2.0,2,0,GRE,1.0,GENIDOUNIAS K,0,0 - 0,411,GRE,6:51
20 sec. exclusion in centre,3.0,2,0,GRE,1.0,CARD D,0,0 - 0,355,RSA,5:55
Extra player shot - Saved,11.0,2,0,GRE,1.0,GOUNAS A,0,0 - 0,343,GRE,5:43
Action shot - Post,5.0,2,0,GRE,1.0,BROWN C,0,0 - 0,317,RSA,5:17
Action shot - Goal,7.0,2,1,GRE,1.0,PONTIKEAS K,0,0 - 1,291,GRE,4:51
5m shot - Post,2.0,2,1,GRE,1.0,le ROUX E,0,0 - 1,259,RSA,4:19
Action shot - Goal,11.0,2,2,GRE,1.0,GOUNAS A,0,0 - 2,233,GRE,3:53
Turnover foul,4.0,2,2,GRE,1.0,BADENHORST N,0,0 - 2,203,RSA,3:23
Steal,1.0,2,2,GRE,1.0,FLEGKAS K,0,0 - 2,203,GRE,3:23
Action shot - Goal,6.0,2,3,GRE,1.0,KAPOTSIS M,0,0 - 3,182,GRE,3:02
Time-Out,,2,3,GRE,1.0,,0,0 - 3,182,RSA,3:02
20 sec. exclusion in field,6.0,2,3,GRE,1.0,KAPOTSIS M,0,0 - 3,178,GRE,2:58
Centre shot - Saved,3.0,2,3,GRE,1.0,CARD D,0,0 - 3,152,RSA,2:32
20 sec. exclusion in field,11.0,2,3,GRE,1.0,MOLYNEUX N,0,0 - 3,127,RSA,2:07
Extra player shot - Goal,5.0,2,4,GRE,1.0,FOUNTOULIS I,0,0 - 4,124,GRE,2:04
20 sec. exclusion in centre,8.0,2,4,GRE,1.0,ARGYROPOULOS KANAK,0,0 - 4,107,GRE,1:47
Turnover foul,10.0,2,4,GRE,1.0,le ROUX P,0,0 - 4,95,RSA,1:35
Steal,9.0,2,4,GRE,1.0,MOURIKIS K,0,0 - 4,95,GRE,1:35
Action shot - Saved,5.0,2,4,GRE,1.0,FOUNTOULIS I,0,0 - 4,72,GRE,1:12
Penalty foul,2.0,2,4,GRE,1.0,le ROUX E,0,0 - 4,70,RSA,1:10
Penalty shot - Goal,5.0,2,5,GRE,1.0,FOUNTOULIS I,0,0 - 5,70,GRE,1:10
Action shot - Saved,5.0,2,5,GRE,1.0,FOUNTOULIS I,0,0 - 5,31,GRE,0:31
5m shot - Saved,2.0,2,5,GRE,1.0,le ROUX E,0,0 - 5,1,RSA,0:01
Starting goalkeeper,13.0,2,5,GRE,2.0,MTHEMBU T,0,0 - 5,480,RSA,8:00
Starting goalkeeper,1.0,2,5,GRE,2.0,FLEGKAS K,0,0 - 5,480,GRE,8:00
Sprint won possession,11.0,2,5,GRE,2.0,MOLYNEUX N,0,0 - 5,480,RSA,8:00
Turnover foul,4.0,2,5,GRE,2.0,BADENHORST N,0,0 - 5,459,RSA,7:39
Steal,4.0,2,5,GRE,2.0,DERVISIS G,0,0 - 5,459,GRE,7:39
Turnover foul,8.0,2,5,GRE,2.0,ARGYROPOULOS KANAK,0,0 - 5,436,GRE,7:16
Steal,13.0,2,5,GRE,2.0,MTHEMBU T,0,0 - 5,436,RSA,7:16
20 sec. exclusion in centre,11.0,2,5,GRE,2.0,MOLYNEUX N,0,0 - 5,393,RSA,6:33
Extra player shot - Missed,11.0,2,5,GRE,2.0,GOUNAS A,0,0 - 5,388,GRE,6:28
Turnover foul,10.0,2,5,GRE,2.0,le ROUX P,0,0 - 5,362,RSA,6:02
Steal,1.0,2,5,GRE,2.0,FLEGKAS K,0,0 - 5,362,GRE,6:02
Turnover foul,12.0,2,5,GRE,2.0,VLACHOPOULOS A,0,0 - 5,338,GRE,5:38
5m shot - Saved,10.0,2,5,GRE,2.0,le ROUX P,0,0 - 5,312,RSA,5:12
Centre shot - Goal,10.0,2,6,GRE,2.0,KOLOMVOS C,0,0 - 6,293,GRE,4:53
Centre shot - Saved,3.0,2,6,GRE,2.0,CARD D,0,0 - 6,263,RSA,4:23
20 sec. exclusion in field,8.0,2,6,GRE,2.0,RODDA N,0,0 - 6,249,RSA,4:09
Extra player shot - Goal,10.0,2,7,GRE,2.0,KOLOMVOS C,0,0 - 7,240,GRE,4:00
Action shot - Goal,2.0,2,7,GRE,2.0,le ROUX E,1,1 - 7,213,RSA,3:33
5m shot - Goal,5.0,2,8,GRE,2.0,FOUNTOULIS I,1,1 - 8,195,GRE,3:15
Time-Out,,2,8,GRE,2.0,,1,1 - 8,195,RSA,3:15
Turnover foul,5.0,2,8,GRE,2.0,BROWN C,1,1 - 8,170,RSA,2:50
Steal,5.0,2,8,GRE,2.0,FOUNTOULIS I,1,1 - 8,170,GRE,2:50
20 sec. exclusion in centre,7.0,2,8,GRE,2.0,RABIE L,1,1 - 8,143,RSA,2:23
Extra player shot - Blocked,5.0,2,8,GRE,2.0,FOUNTOULIS I,1,1 - 8,132,GRE,2:12
20 sec. exclusion in field,6.0,2,8,GRE,2.0,KAPOTSIS M,1,1 - 8,111,GRE,1:51
Extra player shot - Saved,2.0,2,8,GRE,2.0,le ROUX E,1,1 - 8,93,RSA,1:33
Time-Out,,2,8,GRE,2.0,,1,1 - 8,92,GRE,1:32
Turnover foul,11.0,2,8,GRE,2.0,GOUNAS A,1,1 - 8,72,GRE,1:12
Steal,11.0,2,8,GRE,2.0,MOLYNEUX N,1,1 - 8,72,RSA,1:12
Counter attack - Goal,11.0,2,8,GRE,2.0,MOLYNEUX N,2,2 - 8,60,RSA,1:00
5m shot - Post,11.0,2,8,GRE,2.0,GOUNAS A,2,2 - 8,29,GRE,0:29
Turnover foul,4.0,2,8,GRE,2.0,BADENHORST N,2,2 - 8,5,RSA,0:05
Action shot - Missed,5.0,2,8,GRE,4.0,BROWN C,2,2 - 8,114,RSA,1:54
Action shot - Saved,8.0,2,8,GRE,4.0,ARGYROPOULOS KANAK,2,2 - 8,97,GRE,1:37
Centre shot - Goal,5.0,2,18,GRE,4.0,FOUNTOULIS I,2,2 - 18,94,GRE,1:34
Penalty foul,6.0,2,18,GRE,4.0,KAPOTSIS M,2,2 - 18,78,GRE,1:18
Exclusion with substitution,6.0,2,18,GRE,4.0,KAPOTSIS M,2,2 - 18,78,GRE,1:18
Penalty shot - Saved,11.0,2,18,GRE,4.0,MOLYNEUX N,2,2 - 18,78,RSA,1:18
Starting goalkeeper,13.0,2,18,GRE,3.0,MTHEMBU T,2,2 - 18,480,RSA,8:00
Starting goalkeeper,13.0,2,18,GRE,3.0,ZERDEVAS E,2,2 - 18,480,GRE,8:00
Sprint won possession,2.0,2,18,GRE,3.0,GENIDOUNIAS K,2,2 - 18,480,GRE,8:00
Turnover foul,10.0,2,18,GRE,3.0,KOLOMVOS C,2,2 - 18,451,GRE,7:31
Turnover foul,4.0,2,18,GRE,3.0,BADENHORST N,2,2 - 18,434,RSA,7:14
Turnover foul,10.0,2,18,GRE,3.0,KOLOMVOS C,2,2 - 18,415,GRE,6:55
Steal,13.0,2,18,GRE,3.0,MTHEMBU T,2,2 - 18,415,RSA,6:55
20 sec. exclusion in centre,7.0,2,18,GRE,3.0,PONTIKEAS K,2,2 - 18,396,GRE,6:36
Extra player shot - Saved,10.0,2,18,GRE,3.0,le ROUX P,2,2 - 18,380,RSA,6:20
Action shot - Saved,10.0,2,18,GRE,3.0,le ROUX P,2,2 - 18,370,RSA,6:10
Centre shot - Goal,11.0,2,9,GRE,3.0,GOUNAS A,2,2 - 9,353,GRE,5:53
Turnover foul,2.0,2,9,GRE,3.0,le ROUX E,2,2 - 9,334,RSA,5:34
Steal,4.0,2,9,GRE,3.0,DERVISIS G,2,2 - 9,334,GRE,5:34
5m shot - Goal,11.0,2,10,GRE,3.0,GOUNAS A,2,2 - 10,311,GRE,5:11
20 sec. exclusion in centre,4.0,2,10,GRE,3.0,DERVISIS G,2,2 - 10,297,GRE,4:57
Turnover foul,11.0,2,10,GRE,3.0,MOLYNEUX N,2,2 - 10,262,RSA,4:22
Turnover foul,9.0,2,10,GRE,3.0,MOURIKIS K,2,2 - 10,251,GRE,4:11
Steal,13.0,2,10,GRE,3.0,MTHEMBU T,2,2 - 10,251,RSA,4:11
Turnover foul,13.0,2,10,GRE,3.0,MTHEMBU T,2,2 - 10,237,RSA,3:57
Steal,2.0,2,10,GRE,3.0,GENIDOUNIAS K,2,2 - 10,237,GRE,3:57
Centre shot - Goal,5.0,2,11,GRE,3.0,FOUNTOULIS I,2,2 - 11,223,GRE,3:43
Time-Out,,2,11,GRE,3.0,,2,2 - 11,223,RSA,3:43
Turnover foul,7.0,2,11,GRE,3.0,RABIE L,2,2 - 11,206,RSA,3:26
Steal,13.0,2,11,GRE,3.0,ZERDEVAS E,2,2 - 11,206,GRE,3:26
Action shot - Saved,8.0,2,11,GRE,3.0,ARGYROPOULOS KANAK,2,2 - 11,191,GRE,3:11
Centre shot - Saved,3.0,2,11,GRE,3.0,CARD D,2,2 - 11,164,RSA,2:44
5m shot - Saved,11.0,2,11,GRE,3.0,GOUNAS A,2,2 - 11,138,GRE,2:18
Turnover foul,6.0,2,11,GRE,3.0,KAPOTSIS M,2,2 - 11,125,GRE,2:05
Turnover foul,10.0,2,11,GRE,3.0,le ROUX P,2,2 - 11,98,RSA,1:38
Steal,4.0,2,11,GRE,3.0,DERVISIS G,2,2 - 11,99,GRE,1:39
Action shot - Goal,4.0,2,12,GRE,3.0,DERVISIS G,2,2 - 12,93,GRE,1:33
Turnover foul,6.0,2,12,GRE,3.0,de CARVALHO J,2,2 - 12,68,RSA,1:08
Steal,10.0,2,12,GRE,3.0,KOLOMVOS C,2,2 - 12,68,GRE,1:08
Time-Out,,2,12,GRE,3.0,,2,2 - 12,68,GRE,1:08
20 sec. exclusion in field,12.0,2,12,GRE,3.0,OLVER R,2,2 - 12,49,RSA,0:49
Extra player shot - Goal,2.0,2,13,GRE,3.0,GENIDOUNIAS K,2,2 - 13,37,GRE,0:37
Starting goalkeeper,1.0,2,13,GRE,4.0,LEWIS J,2,2 - 13,480,RSA,8:00
Starting goalkeeper,13.0,2,13,GRE,4.0,ZERDEVAS E,2,2 - 13,480,GRE,8:00
Sprint won possession,11.0,2,13,GRE,4.0,MOLYNEUX N,2,2 - 13,480,RSA,8:00
Turnover foul,10.0,2,13,GRE,4.0,le ROUX P,2,2 - 13,450,RSA,7:30
Steal,12.0,2,13,GRE,4.0,VLACHOPOULOS A,2,2 - 13,450,GRE,7:30
Centre shot - Missed,9.0,2,13,GRE,4.0,MOURIKIS K,2,2 - 13,421,GRE,7:01
Penalty foul,7.0,2,13,GRE,4.0,PONTIKEAS K,2,2 - 13,391,GRE,6:31
Penalty shot - Saved,10.0,2,13,GRE,4.0,le ROUX P,2,2 - 13,391,RSA,6:31
20 sec. exclusion in centre,2.0,2,13,GRE,4.0,le ROUX E,2,2 - 13,372,RSA,6:12
Extra player shot - Goal,8.0,2,14,GRE,4.0,ARGYROPOULOS KANAK,2,2 - 14,361,GRE,6:01
Turnover foul,10.0,2,14,GRE,4.0,le ROUX P,2,2 - 14,332,RSA,5:32
Steal,7.0,2,14,GRE,4.0,PONTIKEAS K,2,2 - 14,332,GRE,5:32
Turnover foul,12.0,2,14,GRE,4.0,VLACHOPOULOS A,2,2 - 14,304,GRE,5:04
Turnover foul,7.0,2,14,GRE,4.0,RABIE L,2,2 - 14,285,RSA,4:45
Steal,7.0,2,14,GRE,4.0,PONTIKEAS K,2,2 - 14,285,GRE,4:45
Action shot - Goal,8.0,2,15,GRE,4.0,ARGYROPOULOS KANAK,2,2 - 15,260,GRE,4:20
Time-Out,,2,15,GRE,4.0,,2,2 - 15,260,RSA,4:20
Turnover foul,3.0,2,15,GRE,4.0,CARD D,2,2 - 15,245,RSA,4:05
5m shot - Goal,5.0,2,16,GRE,4.0,FOUNTOULIS I,2,2 - 16,221,GRE,3:41
Centre shot - Missed,4.0,2,16,GRE,4.0,BADENHORST N,2,2 - 16,201,RSA,3:21
Centre shot - Goal,10.0,2,17,GRE,4.0,KOLOMVOS C,2,2 - 17,181,GRE,3:01
Turnover foul,4.0,2,17,GRE,4.0,BADENHORST N,2,2 - 17,162,RSA,2:42
Steal,5.0,2,17,GRE,4.0,FOUNTOULIS I,2,2 - 17,162,GRE,2:42
Turnover foul,5.0,2,17,GRE,4.0,FOUNTOULIS I,2,2 - 17,138,GRE,2:18
Steal,1.0,2,17,GRE,4.0,LEWIS J,2,2 - 17,138,RSA,2:18
Turnover foul,5.0,2,17,GRE,4.0,BROWN C,2,2 - 17,66,RSA,1:06
Steal,11.0,2,17,GRE,4.0,GOUNAS A,2,2 - 17,66,GRE,1:06
Action shot - Saved,12.0,2,17,GRE,4.0,VLACHOPOULOS A,2,2 - 17,51,GRE,0:51
Turnover foul,3.0,2,17,GRE,4.0,CARD D,2,2 - 17,23,RSA,0:23
5m shot - Saved,5.0,2,17,GRE,4.0,FOUNTOULIS I,2,2 - 17,1,GRE,0:01
