Action,CHN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
20 sec. exclusion in field,6,8.0,1,2,BRA,2.0,ZHANG C,2 - 6,41,CHN,0:41
Extra player shot - Missed,6,9.0,1,2,BRA,2.0,DIAS M,2 - 6,29,BRA,0:29
Action shot - Post,6,9.0,1,2,BRA,2.0,ZHAO Z,2 - 6,12,CHN,0:12
20 sec. exclusion in field,6,11.0,1,2,BRA,4.0,DUARTE M,2 - 6,13,BRA,0:13
5m shot - Missed,6,1.0,1,2,BRA,2.0,CHAMORRO V,2 - 6,1,BRA,0:01
Starting goalkeeper,6,1.0,1,2,BRA,3.0,CHAMORRO V,2 - 6,480,BRA,8:00
Starting goalkeeper,6,13.0,1,2,BRA,3.0,SHEN Y,2 - 6,480,CHN,8:00
Sprint won possession,6,10.0,1,2,BRA,3.0,BAHIA V,2 - 6,480,BRA,8:00
Action shot - Saved,6,3.0,1,2,BRA,3.0,ZABLITH M,2 - 6,455,BRA,7:35
20 sec. exclusion in field,6,7.0,1,2,BRA,3.0,FERREIRA S,2 - 6,432,BRA,7:12
5m shot - Missed,6,2.0,1,2,BRA,3.0,ABLA D,2 - 6,406,BRA,6:46
Action shot - Saved,6,5.0,1,2,BRA,3.0,NIU G,2 - 6,377,CHN,6:17
Action shot - Saved,6,10.0,1,2,BRA,3.0,BAHIA V,2 - 6,348,BRA,5:48
Turnover foul,6,9.0,1,2,BRA,3.0,ZHAO Z,2 - 6,318,CHN,5:18
Steal,6,1.0,1,2,BRA,3.0,CHAMORRO V,2 - 6,318,BRA,5:18
Turnover foul,6,10.0,1,2,BRA,3.0,BAHIA V,2 - 6,292,BRA,4:52
Steal,6,6.0,1,2,BRA,3.0,GUO N,2 - 6,292,CHN,4:52
20 sec. exclusion in field,6,10.0,1,2,BRA,3.0,BAHIA V,2 - 6,266,BRA,4:26
Action shot - Missed,6,4.0,1,2,BRA,3.0,XIONG D,2 - 6,245,CHN,4:05
5m shot - Missed,6,7.0,1,2,BRA,3.0,FERREIRA S,2 - 6,215,BRA,3:35
Turnover foul,6,4.0,1,2,BRA,3.0,XIONG D,2 - 6,185,CHN,3:05
Steal,6,11.0,1,2,BRA,3.0,DUARTE M,2 - 6,185,BRA,3:05
Counter attack - Goal,6,9.0,1,3,BRA,3.0,DIAS M,3 - 6,180,BRA,3:00
Turnover foul,6,11.0,1,3,BRA,3.0,CHEN X,3 - 6,172,CHN,2:52
Steal,6,3.0,1,3,BRA,3.0,ZABLITH M,3 - 6,172,BRA,2:52
Action shot - Saved,6,11.0,1,3,BRA,3.0,DUARTE M,3 - 6,159,BRA,2:39
Turnover foul,6,10.0,1,3,BRA,3.0,ZHANG D,3 - 6,137,CHN,2:17
Steal,6,1.0,1,3,BRA,3.0,CHAMORRO V,3 - 6,137,BRA,2:17
Time-Out,6,,1,3,BRA,3.0,,3 - 6,107,CHN,1:47
20 sec. exclusion in centre,6,10.0,1,3,BRA,3.0,BAHIA V,3 - 6,82,BRA,1:22
Action shot - Goal,7,12.0,1,3,BRA,3.0,ZHANG J,3 - 7,57,CHN,0:57
Turnover foul,7,3.0,1,3,BRA,3.0,ZABLITH M,3 - 7,38,BRA,0:38
Turnover foul,7,9.0,1,3,BRA,3.0,ZHAO Z,3 - 7,14,CHN,0:14
Steal,7,1.0,1,3,BRA,3.0,CHAMORRO V,3 - 7,14,BRA,0:14
5m shot - Goal,7,11.0,1,4,BRA,3.0,DUARTE M,4 - 7,1,BRA,0:01
Starting goalkeeper,7,1.0,1,4,BRA,4.0,CHAMORRO V,4 - 7,480,BRA,8:00
Starting goalkeeper,7,13.0,1,4,BRA,4.0,SHEN Y,4 - 7,480,CHN,8:00
Sprint won possession,7,12.0,1,4,BRA,4.0,BELORIO L,4 - 7,480,BRA,8:00
20 sec. exclusion in centre,7,3.0,1,4,BRA,4.0,ZABLITH M,4 - 7,436,BRA,7:16
Extra player shot - Goal,8,8.0,1,4,BRA,4.0,ZHANG C,4 - 8,434,CHN,7:14
5m shot - Saved,8,11.0,1,4,BRA,4.0,DUARTE M,4 - 8,416,BRA,6:56
Turnover foul,8,2.0,1,4,BRA,4.0,ABLA D,4 - 8,397,BRA,6:37
Steal,8,9.0,1,4,BRA,4.0,ZHAO Z,4 - 8,397,CHN,6:37
20 sec. exclusion in field,8,3.0,1,4,BRA,4.0,ZABLITH M,4 - 8,390,BRA,6:30
Turnover foul,8,6.0,1,4,BRA,4.0,GUO N,4 - 8,372,CHN,6:12
Steal,8,2.0,1,4,BRA,4.0,ABLA D,4 - 8,372,BRA,6:12
Action shot - Saved,8,2.0,1,4,BRA,4.0,ABLA D,4 - 8,348,BRA,5:48
Action shot - Post,8,6.0,1,4,BRA,4.0,GUO N,4 - 8,330,CHN,5:30
Action shot - Goal,9,5.0,1,4,BRA,4.0,NIU G,4 - 9,328,CHN,5:28
20 sec. exclusion in field,9,11.0,1,4,BRA,4.0,DUARTE M,4 - 9,279,BRA,4:39
Action shot - Blocked,9,3.0,1,4,BRA,4.0,MEI X,4 - 9,252,CHN,4:12
Time-Out,9,,1,4,BRA,4.0,,4 - 9,250,BRA,4:10
Action shot - Saved,9,11.0,1,4,BRA,4.0,DUARTE M,4 - 9,224,BRA,3:44
Turnover foul,9,10.0,1,4,BRA,4.0,ZHANG D,4 - 9,195,CHN,3:15
Steal,9,9.0,1,4,BRA,4.0,DIAS M,4 - 9,195,BRA,3:15
Action shot - Post,9,10.0,1,4,BRA,4.0,BAHIA V,4 - 9,171,BRA,2:51
20 sec. exclusion in field,9,10.0,1,4,BRA,4.0,BAHIA V,4 - 9,156,BRA,2:36
Exclusion with substitution,9,10.0,1,4,BRA,4.0,BAHIA V,4 - 9,156,BRA,2:36
Extra player shot - Saved,9,7.0,1,4,BRA,4.0,NONG S,4 - 9,143,CHN,2:23
Time-Out,9,,1,4,BRA,4.0,,4 - 9,125,CHN,2:05
5m shot - Missed,9,5.0,1,4,BRA,4.0,NIU G,4 - 9,106,CHN,1:46
20 sec. exclusion in centre,9,7.0,1,4,BRA,4.0,NONG S,4 - 9,87,CHN,1:27
Extra player shot - Saved,9,3.0,1,4,BRA,4.0,ZABLITH M,4 - 9,64,BRA,1:04
5m shot - Goal,10,7.0,1,4,BRA,4.0,NONG S,4 - 10,38,CHN,0:38
Action shot - Missed,10,3.0,1,4,BRA,4.0,ZABLITH M,4 - 10,17,BRA,0:17
Extra player shot - Goal,11,9.0,1,4,BRA,4.0,ZHAO Z,4 - 11,1,CHN,0:01
Starting goalkeeper,0,1.0,2,0,CAN,1.0,PENG L,0 - 0,480,CHN,8:00
Starting goalkeeper,0,1.0,2,0,CAN,1.0,GAUDREAULT J,0 - 0,480,CAN,8:00
Sprint won possession,0,5.0,2,0,CAN,1.0,NIU G,0 - 0,480,CHN,8:00
Turnover foul,0,3.0,2,0,CAN,1.0,MEI X,0 - 0,453,CHN,7:33
Steal,0,12.0,2,0,CAN,1.0,FOURNIER S,0 - 0,453,CAN,7:33
5m shot - Post,0,5.0,2,0,CAN,1.0,EGGENS M,0 - 0,428,CAN,7:08
5m shot - Saved,0,5.0,2,0,CAN,1.0,NIU G,0 - 0,407,CHN,6:47
Turnover foul,0,4.0,2,0,CAN,1.0,WRIGHT E,0 - 0,380,CAN,6:20
Steal,0,4.0,2,0,CAN,1.0,XIONG D,0 - 0,380,CHN,6:20
5m shot - Blocked,0,6.0,2,0,CAN,1.0,GUO N,0 - 0,352,CHN,5:52
Action shot - Saved,0,4.0,2,0,CAN,1.0,WRIGHT E,0 - 0,334,CAN,5:34
Centre shot - Post,0,9.0,2,0,CAN,1.0,ZHAO Z,0 - 0,320,CHN,5:20
Action shot - Saved,0,7.0,2,0,CAN,1.0,BEKHAZI J,0 - 0,296,CAN,4:56
Turnover foul,0,10.0,2,0,CAN,1.0,ROBINSON C,0 - 0,245,CAN,4:05
Action shot - Missed,0,9.0,2,0,CAN,1.0,ZHAO Z,0 - 0,220,CHN,3:40
Action shot - Saved,0,4.0,2,0,CAN,1.0,WRIGHT E,0 - 0,201,CAN,3:21
Action shot - Saved,0,5.0,2,0,CAN,1.0,EGGENS M,0 - 0,151,CAN,2:31
Centre shot - Saved,0,3.0,2,0,CAN,1.0,MEI X,0 - 0,127,CHN,2:07
Action shot - Post,0,7.0,2,0,CAN,1.0,BEKHAZI J,0 - 0,104,CAN,1:44
Counter attack - Goal,1,4.0,2,0,CAN,1.0,XIONG D,1 - 0,94,CHN,1:34
5m shot - Goal,1,5.0,2,1,CAN,1.0,EGGENS M,1 - 1,73,CAN,1:13
Action shot - Saved,1,12.0,2,1,CAN,1.0,ZHANG J,1 - 1,48,CHN,0:48
5m shot - Blocked,1,3.0,2,1,CAN,1.0,CREVIER A,1 - 1,19,CAN,0:19
Time-Out,1,,2,1,CAN,1.0,,1 - 1,19,CHN,0:19
Centre shot - Saved,1,4.0,2,1,CAN,1.0,XIONG D,1 - 1,3,CHN,0:03
Time-Out,1,,2,1,CAN,1.0,,1 - 1,3,CAN,0:03
Starting goalkeeper,1,1.0,2,1,CAN,2.0,PENG L,1 - 1,480,CHN,8:00
Starting goalkeeper,1,1.0,2,1,CAN,2.0,GAUDREAULT J,1 - 1,480,CAN,8:00
Sprint won possession,1,5.0,2,1,CAN,2.0,NIU G,1 - 1,480,CHN,8:00
Action shot - Missed,1,5.0,2,1,CAN,2.0,NIU G,1 - 1,451,CHN,7:31
Action shot - Missed,1,5.0,2,1,CAN,2.0,EGGENS M,1 - 1,437,CAN,7:17
20 sec. exclusion in centre,1,10.0,2,1,CAN,2.0,ROBINSON C,1 - 1,419,CAN,6:59
Extra player shot - Goal,2,5.0,2,1,CAN,2.0,NIU G,2 - 1,418,CHN,6:58
Action shot - Saved,2,6.0,2,1,CAN,2.0,CHRISTMAS K,2 - 1,396,CAN,6:36
20 sec. exclusion in centre,2,5.0,2,1,CAN,2.0,NIU G,2 - 1,379,CHN,6:19
Extra player shot - Goal,2,5.0,2,2,CAN,2.0,EGGENS M,2 - 2,361,CAN,6:01
Turnover foul,2,4.0,2,2,CAN,2.0,XIONG D,2 - 2,335,CHN,5:35
Steal,2,9.0,2,2,CAN,2.0,McKELVEY H,2 - 2,335,CAN,5:35
Action shot - Saved,2,9.0,2,2,CAN,2.0,McKELVEY H,2 - 2,321,CAN,5:21
20 sec. exclusion in field,2,9.0,2,2,CAN,2.0,McKELVEY H,2 - 2,302,CAN,5:02
Extra player shot - Goal,3,4.0,2,2,CAN,2.0,XIONG D,3 - 2,283,CHN,4:43
5m shot - Saved,3,7.0,2,2,CAN,2.0,BEKHAZI J,3 - 2,257,CAN,4:17
Turnover foul,3,6.0,2,2,CAN,2.0,CHRISTMAS K,3 - 2,248,CAN,4:08
Steal,3,6.0,2,2,CAN,2.0,GUO N,3 - 2,248,CHN,4:08
Action shot - Saved,3,5.0,2,2,CAN,2.0,EGGENS M,3 - 2,192,CAN,3:12
5m shot - Goal,3,12.0,2,3,CAN,2.0,FOURNIER S,3 - 3,174,CAN,2:54
5m shot - Missed,3,2.0,2,3,CAN,2.0,BI Y,3 - 3,148,CHN,2:28
Action shot - Saved,3,3.0,2,3,CAN,2.0,CREVIER A,3 - 3,130,CAN,2:10
5m shot - Goal,4,8.0,2,3,CAN,2.0,ZHANG C,4 - 3,108,CHN,1:48
Action shot - Saved,4,4.0,2,3,CAN,2.0,WRIGHT E,4 - 3,81,CAN,1:21
5m shot - Missed,4,8.0,2,3,CAN,2.0,ZHANG C,4 - 3,53,CHN,0:53
Time-Out,4,,2,3,CAN,2.0,,4 - 3,53,CAN,0:53
Turnover foul,4,2.0,2,3,CAN,2.0,ALOGBO K,4 - 3,35,CAN,0:35
Time-Out,4,,2,3,CAN,2.0,,4 - 3,35,CHN,0:35
Centre shot - Goal,5,11.0,2,3,CAN,2.0,CHEN X,5 - 3,21,CHN,0:21
5m shot - Saved,5,11.0,2,3,CAN,2.0,McKEE K,5 - 3,3,CAN,0:03
Starting goalkeeper,5,1.0,2,3,CAN,3.0,PENG L,5 - 3,480,CHN,8:00
Starting goalkeeper,5,1.0,2,3,CAN,3.0,GAUDREAULT J,5 - 3,480,CAN,8:00
Sprint won possession,5,5.0,2,3,CAN,3.0,NIU G,5 - 3,480,CHN,8:00
20 sec. exclusion in centre,5,3.0,2,3,CAN,3.0,MEI X,5 - 3,425,CHN,7:05
Extra player shot - Saved,5,10.0,2,3,CAN,3.0,ROBINSON C,5 - 3,420,CAN,7:00
Action shot - Goal,5,9.0,2,4,CAN,3.0,McKELVEY H,5 - 4,401,CAN,6:41
Turnover foul,5,5.0,2,4,CAN,3.0,NIU G,5 - 4,373,CHN,6:13
Steal,5,6.0,2,4,CAN,3.0,CHRISTMAS K,5 - 4,373,CAN,6:13
Action shot - Goal,5,9.0,2,5,CAN,3.0,McKELVEY H,5 - 5,358,CAN,5:58
5m shot - Saved,5,10.0,2,5,CAN,3.0,ZHANG D,5 - 5,328,CHN,5:28
20 sec. exclusion in field,5,5.0,2,5,CAN,3.0,NIU G,5 - 5,313,CHN,5:13
Extra player shot - Goal,5,4.0,2,6,CAN,3.0,WRIGHT E,5 - 6,302,CAN,5:02
Turnover foul,5,8.0,2,6,CAN,3.0,ZHANG C,5 - 6,275,CHN,4:35
Steal,5,5.0,2,6,CAN,3.0,EGGENS M,5 - 6,275,CAN,4:35
20 sec. exclusion in field,5,8.0,2,6,CAN,3.0,ZHANG C,5 - 6,275,CHN,4:35
Time-Out,5,,2,6,CAN,3.0,,5 - 6,275,CAN,4:35
Extra player shot - Blocked,5,2.0,2,6,CAN,3.0,ALOGBO K,5 - 6,257,CAN,4:17
Action shot - Missed,5,5.0,2,6,CAN,3.0,EGGENS M,5 - 6,246,CAN,4:06
20 sec. exclusion in field,5,5.0,2,6,CAN,3.0,EGGENS M,5 - 6,229,CAN,3:49
Time-Out,5,,2,6,CAN,3.0,,5 - 6,229,CHN,3:49
Action shot - Saved,5,5.0,2,6,CAN,3.0,NIU G,5 - 6,204,CHN,3:24
Turnover foul,5,10.0,2,6,CAN,3.0,ROBINSON C,5 - 6,190,CAN,3:10
5m shot - Saved,5,6.0,2,6,CAN,3.0,GUO N,5 - 6,172,CHN,2:52
Turnover foul,5,6.0,2,6,CAN,3.0,GUO N,5 - 6,143,CHN,2:23
Action shot - Goal,5,12.0,2,7,CAN,3.0,FOURNIER S,5 - 7,131,CAN,2:11
5m shot - Blocked,5,9.0,2,7,CAN,3.0,ZHAO Z,5 - 7,100,CHN,1:40
Penalty foul,5,3.0,2,7,CAN,3.0,MEI X,5 - 7,86,CHN,1:26
Penalty shot - Goal,5,4.0,2,8,CAN,3.0,WRIGHT E,5 - 8,86,CAN,1:26
20 sec. exclusion in field,5,5.0,2,8,CAN,3.0,EGGENS M,5 - 8,62,CAN,1:02
Action shot - Saved,5,8.0,2,8,CAN,3.0,ZHANG C,5 - 8,41,CHN,0:41
Action shot - Missed,5,12.0,2,8,CAN,3.0,FOURNIER S,5 - 8,16,CAN,0:16
Turnover foul,5,2.0,2,8,CAN,3.0,BI Y,5 - 8,2,CHN,0:02
Starting goalkeeper,5,1.0,2,8,CAN,4.0,PENG L,5 - 8,480,CHN,8:00
Starting goalkeeper,5,1.0,2,8,CAN,4.0,GAUDREAULT J,5 - 8,480,CAN,8:00
Sprint won possession,5,5.0,2,8,CAN,4.0,NIU G,5 - 8,480,CHN,8:00
Action shot - Saved,5,8.0,2,8,CAN,4.0,ZHANG C,5 - 8,450,CHN,7:30
5m shot - Blocked,5,5.0,2,8,CAN,4.0,EGGENS M,5 - 8,432,CAN,7:12
Action shot - Saved,5,3.0,2,8,CAN,4.0,MEI X,5 - 8,406,CHN,6:46
Action shot - Post,5,9.0,2,8,CAN,4.0,McKELVEY H,5 - 8,368,CAN,6:08
Turnover foul,5,3.0,2,8,CAN,4.0,MEI X,5 - 8,347,CHN,5:47
5m shot - Missed,5,12.0,2,8,CAN,4.0,FOURNIER S,5 - 8,272,CAN,4:32
5m shot - Blocked,5,9.0,2,8,CAN,4.0,ZHAO Z,5 - 8,256,CHN,4:16
Action shot - Post,5,6.0,2,8,CAN,4.0,CHRISTMAS K,5 - 8,233,CAN,3:53
Time-Out,5,,2,8,CAN,4.0,,5 - 8,232,CHN,3:52
Action shot - Saved,5,8.0,2,8,CAN,4.0,ZHANG C,5 - 8,210,CHN,3:30
20 sec. exclusion in centre,5,2.0,2,8,CAN,4.0,BI Y,5 - 8,193,CHN,3:13
Extra player shot - Post,5,4.0,2,8,CAN,4.0,WRIGHT E,5 - 8,182,CAN,3:02
20 sec. exclusion in field,5,9.0,2,8,CAN,4.0,McKELVEY H,5 - 8,165,CAN,2:45
Extra player shot - Goal,6,12.0,2,8,CAN,4.0,ZHANG J,6 - 8,152,CHN,2:32
Turnover foul,6,10.0,2,8,CAN,4.0,ROBINSON C,6 - 8,126,CAN,2:06
20 sec. exclusion in field,6,10.0,2,8,CAN,4.0,ROBINSON C,6 - 8,126,CAN,2:06
Extra player shot - Goal,7,12.0,2,8,CAN,4.0,ZHANG J,7 - 8,107,CHN,1:47
Centre shot - Missed,7,4.0,2,8,CAN,4.0,WRIGHT E,7 - 8,90,CAN,1:30
Action shot - Blocked,7,10.0,2,8,CAN,4.0,ZHANG D,7 - 8,75,CHN,1:15
20 sec. exclusion in centre,7,7.0,2,8,CAN,4.0,BEKHAZI J,7 - 8,33,CAN,0:33
Action shot - Blocked,7,12.0,2,8,CAN,4.0,ZHANG J,7 - 8,15,CHN,0:15
Action shot - Goal,8,10.0,2,8,CAN,4.0,ZHANG D,8 - 8,8,CHN,0:08
Time-Out,8,,2,8,CAN,4.0,,8 - 8,8,CAN,0:08
Centre shot - Goal,8,10.0,2,9,CAN,4.0,ROBINSON C,8 - 9,1,CAN,0:01
Starting goalkeeper,0,1.0,3,0,ITA,1.0,GORLERO G,0 - 0,480,ITA,8:00
Starting goalkeeper,0,1.0,3,0,ITA,1.0,PENG L,0 - 0,480,CHN,8:00
Sprint won possession,0,5.0,3,0,ITA,1.0,NIU G,0 - 0,480,CHN,8:00
Centre shot - Goal,1,4.0,3,0,ITA,1.0,XIONG D,0 - 1,454,CHN,7:34
5m shot - Blocked,1,8.0,3,0,ITA,1.0,BIANCONI R,0 - 1,434,ITA,7:14
20 sec. exclusion in centre,1,3.0,3,0,ITA,1.0,MEI X,0 - 1,433,CHN,7:13
Extra player shot - Goal,1,6.0,3,1,ITA,1.0,AIELLO R,1 - 1,419,ITA,6:59
Turnover foul,1,8.0,3,1,ITA,1.0,ZHANG C,1 - 1,390,CHN,6:30
Steal,1,1.0,3,1,ITA,1.0,GORLERO G,1 - 1,390,ITA,6:30
Turnover foul,1,8.0,3,1,ITA,1.0,BIANCONI R,1 - 1,378,ITA,6:18
Steal,1,3.0,3,1,ITA,1.0,MEI X,1 - 1,378,CHN,6:18
Penalty foul,1,3.0,3,1,ITA,1.0,GARIBOTTI A,1 - 1,358,ITA,5:58
Penalty shot - Goal,2,9.0,3,1,ITA,1.0,ZHAO Z,1 - 2,358,CHN,5:58
5m shot - Saved,2,8.0,3,1,ITA,1.0,BIANCONI R,1 - 2,334,ITA,5:34
Action shot - Saved,2,5.0,3,1,ITA,1.0,NIU G,1 - 2,309,CHN,5:09
5m shot - Post,2,3.0,3,1,ITA,1.0,GARIBOTTI A,1 - 2,288,ITA,4:48
5m shot - Post,2,9.0,3,1,ITA,1.0,EMMOLO G,1 - 2,276,ITA,4:36
5m shot - Post,2,5.0,3,1,ITA,1.0,NIU G,1 - 2,251,CHN,4:11
Centre shot - Post,2,6.0,3,1,ITA,1.0,AIELLO R,1 - 2,232,ITA,3:52
Turnover foul,2,5.0,3,1,ITA,1.0,NIU G,1 - 2,206,CHN,3:26
Steal,2,3.0,3,1,ITA,1.0,GARIBOTTI A,1 - 2,206,ITA,3:26
20 sec. exclusion in centre,2,6.0,3,1,ITA,1.0,GUO N,1 - 2,191,CHN,3:11
Extra player shot - Goal,2,3.0,3,2,ITA,1.0,GARIBOTTI A,2 - 2,188,ITA,3:08
5m shot - Saved,2,9.0,3,2,ITA,1.0,ZHAO Z,2 - 2,160,CHN,2:40
Turnover foul,2,12.0,3,2,ITA,1.0,DARIO S,2 - 2,146,ITA,2:26
Steal,2,10.0,3,2,ITA,1.0,ZHANG D,2 - 2,146,CHN,2:26
5m shot - Saved,2,10.0,3,2,ITA,1.0,ZHANG D,2 - 2,117,CHN,1:57
Turnover foul,2,7.0,3,2,ITA,1.0,PICOZZI D,2 - 2,110,ITA,1:50
Steal,2,12.0,3,2,ITA,1.0,ZHANG J,2 - 2,110,CHN,1:50
5m shot - Blocked,2,9.0,3,2,ITA,1.0,ZHAO Z,2 - 2,82,CHN,1:22
20 sec. exclusion in centre,2,12.0,3,2,ITA,1.0,ZHANG J,2 - 2,73,CHN,1:13
Time-Out,2,,3,2,ITA,1.0,,2 - 2,72,ITA,1:12
Extra player shot - Goal,2,7.0,3,3,ITA,1.0,PICOZZI D,3 - 2,56,ITA,0:56
Action shot - Saved,2,12.0,3,3,ITA,1.0,ZHANG J,3 - 2,28,CHN,0:28
5m shot - Post,2,7.0,3,3,ITA,1.0,PICOZZI D,3 - 2,12,ITA,0:12
Time-Out,2,,3,3,ITA,1.0,,3 - 2,11,CHN,0:11
5m shot - Saved,2,8.0,3,3,ITA,1.0,ZHANG C,3 - 2,4,CHN,0:04
Starting goalkeeper,2,1.0,3,3,ITA,2.0,GORLERO G,3 - 2,480,ITA,8:00
Starting goalkeeper,2,1.0,3,3,ITA,2.0,PENG L,3 - 2,480,CHN,8:00
Sprint won possession,2,8.0,3,3,ITA,2.0,BIANCONI R,3 - 2,480,ITA,8:00
5m shot - Post,2,8.0,3,3,ITA,2.0,BIANCONI R,3 - 2,449,ITA,7:29
Action shot - Goal,2,6.0,3,4,ITA,2.0,AIELLO R,4 - 2,445,ITA,7:25
20 sec. exclusion in centre,2,5.0,3,4,ITA,2.0,RADICCHI F,4 - 2,424,ITA,7:04
Extra player shot - Goal,3,11.0,3,4,ITA,2.0,CHEN X,4 - 3,401,CHN,6:41
20 sec. exclusion in field,3,11.0,3,4,ITA,2.0,CHEN X,4 - 3,387,CHN,6:27
Extra player shot - Saved,3,3.0,3,4,ITA,2.0,GARIBOTTI A,4 - 3,369,ITA,6:09
Action shot - Saved,3,6.0,3,4,ITA,2.0,GUO N,4 - 3,340,CHN,5:40
Centre shot - Saved,3,6.0,3,4,ITA,2.0,AIELLO R,4 - 3,321,ITA,5:21
Action shot - Saved,3,5.0,3,4,ITA,2.0,NIU G,4 - 3,292,CHN,4:52
5m shot - Saved,3,3.0,3,4,ITA,2.0,GARIBOTTI A,4 - 3,273,ITA,4:33
20 sec. exclusion in centre,3,9.0,3,4,ITA,2.0,ZHAO Z,4 - 3,272,CHN,4:32
Extra player shot - Goal,3,8.0,3,5,ITA,2.0,BIANCONI R,5 - 3,260,ITA,4:20
Action shot - Post,3,10.0,3,5,ITA,2.0,ZHANG D,5 - 3,230,CHN,3:50
Turnover foul,3,8.0,3,5,ITA,2.0,BIANCONI R,5 - 3,213,ITA,3:33
Steal,3,8.0,3,5,ITA,2.0,ZHANG C,5 - 3,213,CHN,3:33
Turnover foul,3,6.0,3,5,ITA,2.0,GUO N,5 - 3,208,CHN,3:28
Steal,3,8.0,3,5,ITA,2.0,BIANCONI R,5 - 3,208,ITA,3:28
20 sec. exclusion in centre,3,10.0,3,5,ITA,2.0,ZHANG D,5 - 3,186,CHN,3:06
Extra player shot - Goal,3,8.0,3,6,ITA,2.0,BIANCONI R,6 - 3,178,ITA,2:58
5m shot - Goal,4,3.0,3,6,ITA,2.0,MEI X,6 - 4,145,CHN,2:25
Turnover foul,4,10.0,3,6,ITA,2.0,PALMIERI V,6 - 4,128,ITA,2:08
Counter attack - Goal,6,8.0,3,14,ITA,4.0,ZHANG C,14 - 6,220,CHN,3:40
5m shot - Saved,6,4.0,3,14,ITA,4.0,QUEIROLO E,14 - 6,192,ITA,3:12
20 sec. exclusion in centre,6,4.0,3,14,ITA,4.0,QUEIROLO E,14 - 6,179,ITA,2:59
Extra player shot - Goal,7,12.0,3,14,ITA,4.0,ZHANG J,14 - 7,174,CHN,2:54
20 sec. exclusion in field,7,2.0,3,14,ITA,4.0,BI Y,14 - 7,160,CHN,2:40
Time-Out,7,,3,14,ITA,4.0,,14 - 7,160,ITA,2:40
Extra player shot - Goal,7,10.0,3,15,ITA,4.0,PALMIERI V,15 - 7,145,ITA,2:25
5m shot - Saved,7,5.0,3,15,ITA,4.0,NIU G,15 - 7,123,CHN,2:03
Steal,7,11.0,3,15,ITA,2.0,CHEN X,15 - 7,128,CHN,2:08
Turnover foul,7,5.0,3,15,ITA,2.0,NIU G,15 - 7,127,CHN,2:07
5m shot - Saved,7,3.0,3,15,ITA,2.0,GARIBOTTI A,15 - 7,108,ITA,1:48
Action shot - Post,7,8.0,3,15,ITA,2.0,ZHANG C,15 - 7,91,CHN,1:31
5m shot - Goal,4,4.0,3,7,ITA,2.0,QUEIROLO E,7 - 4,74,ITA,1:14
Turnover foul,4,3.0,3,7,ITA,2.0,MEI X,7 - 4,46,CHN,0:46
Turnover foul,4,10.0,3,7,ITA,2.0,PALMIERI V,7 - 4,43,ITA,0:43
Time-Out,4,,3,7,ITA,2.0,,7 - 4,43,CHN,0:43
Centre shot - Saved,4,4.0,3,7,ITA,2.0,XIONG D,7 - 4,27,CHN,0:27
Action shot - Saved,4,9.0,3,7,ITA,2.0,EMMOLO G,7 - 4,3,ITA,0:03
Starting goalkeeper,4,1.0,3,7,ITA,3.0,GORLERO G,7 - 4,480,ITA,8:00
Starting goalkeeper,4,1.0,3,7,ITA,3.0,PENG L,7 - 4,480,CHN,8:00
Sprint won possession,4,5.0,3,7,ITA,3.0,NIU G,7 - 4,480,CHN,8:00
5m shot - Saved,4,9.0,3,7,ITA,3.0,ZHAO Z,7 - 4,467,CHN,7:47
Centre shot - Goal,4,6.0,3,8,ITA,3.0,AIELLO R,8 - 4,446,ITA,7:26
Action shot - Post,4,5.0,3,8,ITA,3.0,NIU G,8 - 4,416,CHN,6:56
Action shot - Post,4,3.0,3,8,ITA,3.0,GARIBOTTI A,8 - 4,402,ITA,6:42
Turnover foul,4,6.0,3,8,ITA,3.0,GUO N,8 - 4,381,CHN,6:21
Steal,4,4.0,3,8,ITA,3.0,QUEIROLO E,8 - 4,381,ITA,6:21
5m shot - Saved,4,4.0,3,8,ITA,3.0,QUEIROLO E,8 - 4,352,ITA,5:52
20 sec. exclusion in centre,4,3.0,3,8,ITA,3.0,MEI X,8 - 4,327,CHN,5:27
Extra player shot - Goal,4,5.0,3,9,ITA,3.0,RADICCHI F,9 - 4,316,ITA,5:16
Goalkeeper substitution,4,13.0,3,9,ITA,3.0,SHEN Y,9 - 4,294,CHN,4:54
Turnover foul,4,9.0,3,9,ITA,3.0,ZHAO Z,9 - 4,290,CHN,4:50
Steal,4,8.0,3,9,ITA,3.0,BIANCONI R,9 - 4,290,ITA,4:50
Penalty foul,4,12.0,3,9,ITA,3.0,ZHANG J,9 - 4,271,CHN,4:31
Penalty shot - Goal,4,8.0,3,10,ITA,3.0,BIANCONI R,10 - 4,271,ITA,4:31
Time-Out,4,,3,10,ITA,3.0,,10 - 4,271,CHN,4:31
Turnover foul,4,11.0,3,10,ITA,3.0,CHEN X,10 - 4,244,CHN,4:04
Steal,4,7.0,3,10,ITA,3.0,PICOZZI D,10 - 4,244,ITA,4:04
5m shot - Post,4,2.0,3,10,ITA,3.0,TABANI C,10 - 4,220,ITA,3:40
Centre shot - Post,4,10.0,3,10,ITA,3.0,PALMIERI V,10 - 4,197,ITA,3:17
5m shot - Saved,4,9.0,3,10,ITA,3.0,ZHAO Z,10 - 4,175,CHN,2:55
