Action,CHN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Action shot - Goal,4,2.0,3,11,ITA,3.0,TABANI C,11 - 4,147,ITA,2:27
5m shot - Saved,4,8.0,3,11,ITA,3.0,ZHANG C,11 - 4,119,CHN,1:59
Centre shot - Goal,4,10.0,3,12,ITA,3.0,PALMIERI V,12 - 4,98,ITA,1:38
Turnover foul,4,2.0,3,12,ITA,3.0,BI Y,12 - 4,78,CHN,1:18
Steal,4,1.0,3,12,ITA,3.0,GORLERO G,12 - 4,78,ITA,1:18
20 sec. exclusion in centre,4,2.0,3,12,ITA,3.0,BI Y,12 - 4,52,CHN,0:52
Extra player shot - Goal,4,11.0,3,13,ITA,3.0,COTTI A,13 - 4,48,ITA,0:48
Turnover foul,4,10.0,3,13,ITA,3.0,ZHANG D,13 - 4,19,CHN,0:19
Steal,4,7.0,3,13,ITA,3.0,PICOZZI D,13 - 4,19,ITA,0:19
5m shot - Saved,4,3.0,3,13,ITA,3.0,GARIBOTTI A,13 - 4,1,ITA,0:01
Starting goalkeeper,4,1.0,3,13,ITA,4.0,GORLERO G,13 - 4,480,ITA,8:00
Starting goalkeeper,4,1.0,3,13,ITA,4.0,PENG L,13 - 4,480,CHN,8:00
Goalkeeper substitution,4,13.0,3,13,ITA,4.0,SHEN Y,13 - 4,480,CHN,8:00
Sprint won possession,4,12.0,3,13,ITA,4.0,DARIO S,13 - 4,480,ITA,8:00
5m shot - Post,4,9.0,3,13,ITA,4.0,EMMOLO G,13 - 4,454,ITA,7:34
Turnover foul,4,9.0,3,13,ITA,4.0,ZHAO Z,13 - 4,432,CHN,7:12
Steal,4,11.0,3,13,ITA,4.0,COTTI A,13 - 4,432,ITA,7:12
5m shot - Post,4,11.0,3,13,ITA,4.0,COTTI A,13 - 4,407,ITA,6:47
5m shot - Post,4,2.0,3,13,ITA,4.0,BI Y,13 - 4,383,CHN,6:23
Turnover foul,4,12.0,3,13,ITA,4.0,DARIO S,13 - 4,365,ITA,6:05
Steal,4,13.0,3,13,ITA,4.0,SHEN Y,13 - 4,365,CHN,6:05
Turnover foul,4,9.0,3,13,ITA,4.0,EMMOLO G,13 - 4,339,ITA,5:39
Turnover foul,4,9.0,3,13,ITA,4.0,ZHAO Z,13 - 4,328,CHN,5:28
20 sec. exclusion in field,4,11.0,3,13,ITA,4.0,COTTI A,13 - 4,319,ITA,5:19
Extra player shot - Goal,5,11.0,3,13,ITA,4.0,CHEN X,13 - 5,307,CHN,5:07
Centre shot - Goal,5,10.0,3,14,ITA,4.0,PALMIERI V,14 - 5,278,ITA,4:38
5m shot - Post,5,12.0,3,14,ITA,4.0,ZHANG J,14 - 5,255,CHN,4:15
Turnover foul,5,10.0,3,14,ITA,4.0,PALMIERI V,14 - 5,235,ITA,3:55
5m shot - Post,5,5.0,3,14,ITA,4.0,NIU G,14 - 5,69,CHN,1:09
20 sec. exclusion in centre,5,8.0,3,14,ITA,4.0,BIANCONI R,14 - 5,58,ITA,0:58
Extra player shot - Post,5,11.0,3,14,ITA,4.0,CHEN X,14 - 5,54,CHN,0:54
Centre shot - Saved,5,10.0,3,14,ITA,4.0,PALMIERI V,14 - 5,31,ITA,0:31
Time-Out,5,,3,14,ITA,4.0,,14 - 5,30,CHN,0:30
20 sec. exclusion in field,5,11.0,3,14,ITA,4.0,COTTI A,14 - 5,17,ITA,0:17
Extra player shot - Goal,8,11.0,3,15,ITA,4.0,CHEN X,15 - 8,4,CHN,0:04
5m shot - Saved,8,8.0,3,15,ITA,4.0,BIANCONI R,15 - 8,2,ITA,0:02
Starting goalkeeper,0,1,4,0,ESP,1.0,PENG L,0 - 0,480,CHN,8:00
Starting goalkeeper,0,1,4,0,ESP,1.0,ESTER RAMOS L,0 - 0,480,ESP,8:00
Sprint won possession,0,5,4,0,ESP,1.0,NIU G,0 - 0,480,CHN,8:00
Turnover foul,0,6,4,0,ESP,1.0,GUO N,0 - 0,460,CHN,7:40
Steal,0,3,4,0,ESP,1.0,ESPAR LLAQUET A,0 - 0,460,ESP,7:40
20 sec. exclusion in centre,0,3,4,0,ESP,1.0,MEI X,0 - 0,431,CHN,7:11
Extra player shot - Saved,0,4,4,0,ESP,1.0,ORTIZ MUNOZ B,0 - 0,416,ESP,6:56
20 sec. exclusion in centre,0,5,4,0,ESP,1.0,ORTIZ REYES M,0 - 0,389,ESP,6:29
Extra player shot - Goal,1,5,4,0,ESP,1.0,NIU G,1 - 0,370,CHN,6:10
5m shot - Missed,1,3,4,0,ESP,1.0,ESPAR LLAQUET A,1 - 0,345,ESP,5:45
20 sec. exclusion in centre,1,2,4,0,ESP,1.0,BACH PASCUAL M,1 - 0,331,ESP,5:31
Extra player shot - Missed,1,6,4,0,ESP,1.0,GUO N,1 - 0,311,CHN,5:11
Turnover foul,1,12,4,0,ESP,1.0,LEITON ARRONES P,1 - 0,285,ESP,4:45
Steal,1,3,4,0,ESP,1.0,MEI X,1 - 0,285,CHN,4:45
20 sec. exclusion in field,1,12,4,0,ESP,1.0,LEITON ARRONES P,1 - 0,262,ESP,4:22
Time-Out,1,,4,0,ESP,1.0,,1 - 0,262,CHN,4:22
Extra player shot - Goal,2,9,4,0,ESP,1.0,ZHAO Z,2 - 0,242,CHN,4:02
5m shot - Saved,2,3,4,0,ESP,1.0,ESPAR LLAQUET A,2 - 0,216,ESP,3:36
20 sec. exclusion in centre,2,10,4,0,ESP,1.0,ZHANG D,2 - 0,200,CHN,3:20
Extra player shot - Goal,2,5,4,1,ESP,1.0,ORTIZ REYES M,2 - 1,182,ESP,3:02
Turnover foul,2,11,4,1,ESP,1.0,CHEN X,2 - 1,162,CHN,2:42
Steal,2,4,4,1,ESP,1.0,ORTIZ MUNOZ B,2 - 1,162,ESP,2:42
5m shot - Saved,2,4,4,1,ESP,1.0,ORTIZ MUNOZ B,2 - 1,134,ESP,2:14
Turnover foul,2,9,4,1,ESP,1.0,FORCA ARIZA J,2 - 1,118,ESP,1:58
Steal,2,8,4,1,ESP,1.0,ZHANG C,2 - 1,118,CHN,1:58
20 sec. exclusion in centre,2,11,4,1,ESP,1.0,GUAL ROVIROSA A,2 - 1,100,ESP,1:40
Extra player shot - Post,2,12,4,1,ESP,1.0,ZHANG J,2 - 1,85,CHN,1:25
5m shot - Saved,2,9,4,1,ESP,1.0,FORCA ARIZA J,2 - 1,67,ESP,1:07
Turnover foul,2,8,4,1,ESP,1.0,ZHANG C,2 - 1,48,CHN,0:48
Time-Out,2,,4,1,ESP,1.0,,2 - 1,42,ESP,0:42
5m shot - Blocked,2,9,4,1,ESP,1.0,FORCA ARIZA J,2 - 1,26,ESP,0:26
5m shot - Saved,2,2,4,1,ESP,1.0,BI Y,2 - 1,4,CHN,0:04
Starting goalkeeper,2,1,4,1,ESP,2.0,PENG L,2 - 1,480,CHN,8:00
Starting goalkeeper,2,1,4,1,ESP,2.0,ESTER RAMOS L,2 - 1,480,ESP,8:00
Sprint won possession,2,5,4,1,ESP,2.0,NIU G,2 - 1,480,CHN,8:00
Turnover foul,2,3,4,1,ESP,2.0,MEI X,2 - 1,454,CHN,7:34
Steal,2,1,4,1,ESP,2.0,ESTER RAMOS L,2 - 1,454,ESP,7:34
Turnover foul,2,5,4,1,ESP,2.0,NIU G,2 - 1,396,CHN,6:36
Action shot - Blocked,2,6,4,1,ESP,2.0,LLORET GOMEZ H,2 - 1,376,ESP,6:16
Turnover foul,2,8,4,1,ESP,2.0,ZHANG C,2 - 1,347,CHN,5:47
Steal,2,8,4,1,ESP,2.0,PENA CARRASCO M,2 - 1,347,ESP,5:47
Action shot - Saved,2,3,4,1,ESP,2.0,ESPAR LLAQUET A,2 - 1,331,ESP,5:31
Turnover foul,2,11,4,1,ESP,2.0,CHEN X,2 - 1,312,CHN,5:12
Steal,2,6,4,1,ESP,2.0,LLORET GOMEZ H,2 - 1,312,ESP,5:12
5m shot - Goal,2,4,4,2,ESP,2.0,ORTIZ MUNOZ B,2 - 2,296,ESP,4:56
Turnover foul,2,3,4,2,ESP,2.0,MEI X,2 - 2,273,CHN,4:33
Steal,2,2,4,2,ESP,2.0,BACH PASCUAL M,2 - 2,273,ESP,4:33
Turnover foul,2,9,4,2,ESP,2.0,ZHAO Z,2 - 2,230,CHN,3:50
Steal,2,3,4,2,ESP,2.0,ESPAR LLAQUET A,2 - 2,230,ESP,3:50
Action shot - Post,2,11,4,2,ESP,2.0,GUAL ROVIROSA A,2 - 2,215,ESP,3:35
20 sec. exclusion in centre,2,2,4,2,ESP,2.0,BACH PASCUAL M,2 - 2,197,ESP,3:17
Action shot - Post,2,12,4,2,ESP,2.0,ZHANG J,2 - 2,171,CHN,2:51
Centre shot - Goal,2,10,4,3,ESP,2.0,CRESPI BARRIGA P,2 - 3,144,ESP,2:24
Turnover foul,2,4,4,3,ESP,2.0,XIONG D,2 - 3,120,CHN,2:00
Steal,2,4,4,3,ESP,2.0,ORTIZ MUNOZ B,2 - 3,120,ESP,2:00
Action shot - Goal,2,12,4,4,ESP,2.0,LEITON ARRONES P,2 - 4,99,ESP,1:39
5m shot - Goal,3,11,4,4,ESP,2.0,CHEN X,3 - 4,76,CHN,1:16
5m shot - Saved,3,4,4,4,ESP,2.0,ORTIZ MUNOZ B,3 - 4,43,ESP,0:43
Turnover foul,3,9,4,4,ESP,2.0,ZHAO Z,3 - 4,30,CHN,0:30
Steal,3,3,4,4,ESP,2.0,ESPAR LLAQUET A,3 - 4,30,ESP,0:30
Time-Out,3,,4,4,ESP,2.0,,3 - 4,28,ESP,0:28
Extra player shot - Saved,3,12,4,4,ESP,4.0,ZHANG J,3 - 4,74,CHN,1:14
5m shot - Blocked,3,12,4,4,ESP,4.0,ZHANG J,3 - 4,59,CHN,0:59
5m shot - Post,3,11,4,4,ESP,4.0,GUAL ROVIROSA A,3 - 4,30,ESP,0:30
5m shot - Post,3,3.0,4,4,ESP,2.0,ESPAR LLAQUET A,3 - 4,5,ESP,0:05
Action shot - Goal,3,3.0,4,5,ESP,2.0,ESPAR LLAQUET A,3 - 5,1,ESP,0:01
Starting goalkeeper,3,1.0,4,5,ESP,3.0,PENG L,3 - 5,480,CHN,8:00
Starting goalkeeper,3,1.0,4,5,ESP,3.0,ESTER RAMOS L,3 - 5,480,ESP,8:00
Sprint won possession,3,3.0,4,5,ESP,3.0,ESPAR LLAQUET A,3 - 5,3,ESP,0:03
20 sec. exclusion in centre,3,3.0,4,5,ESP,3.0,MEI X,3 - 5,455,CHN,7:35
Extra player shot - Goal,3,12.0,4,6,ESP,3.0,LEITON ARRONES P,3 - 6,443,ESP,7:23
5m shot - Goal,4,9.0,4,6,ESP,3.0,ZHAO Z,4 - 6,424,CHN,7:04
Penalty foul,4,4.0,4,6,ESP,3.0,XIONG D,4 - 6,401,CHN,6:41
Penalty shot - Goal,4,3.0,4,7,ESP,3.0,ESPAR LLAQUET A,4 - 7,401,ESP,6:41
Turnover foul,4,7.0,4,7,ESP,3.0,NONG S,4 - 7,381,CHN,6:21
5m shot - Goal,4,9.0,4,8,ESP,3.0,FORCA ARIZA J,4 - 8,360,ESP,6:00
Turnover foul,4,8.0,4,8,ESP,3.0,ZHANG C,4 - 8,336,CHN,5:36
Steal,4,8.0,4,8,ESP,3.0,PENA CARRASCO M,4 - 8,336,ESP,5:36
20 sec. exclusion in field,4,2.0,4,8,ESP,3.0,BI Y,4 - 8,332,CHN,5:32
Action shot - Goal,4,4.0,4,9,ESP,3.0,ORTIZ MUNOZ B,4 - 9,309,ESP,5:09
Time-Out,4,,4,9,ESP,3.0,,4 - 9,309,CHN,5:09
5m shot - Saved,4,10.0,4,9,ESP,3.0,ZHANG D,4 - 9,288,CHN,4:48
Action shot - Missed,4,6.0,4,9,ESP,3.0,LLORET GOMEZ H,4 - 9,264,ESP,4:24
5m shot - Blocked,4,8.0,4,9,ESP,3.0,ZHANG C,4 - 9,241,CHN,4:01
20 sec. exclusion in centre,4,8.0,4,9,ESP,3.0,ZHANG C,4 - 9,223,CHN,3:43
Action shot - Missed,4,6.0,4,9,ESP,3.0,LLORET GOMEZ H,4 - 9,200,ESP,3:20
5m shot - Saved,4,11.0,4,9,ESP,3.0,CHEN X,4 - 9,183,CHN,3:03
Action shot - Saved,4,6.0,4,9,ESP,3.0,LLORET GOMEZ H,4 - 9,154,ESP,2:34
Turnover foul,4,4.0,4,9,ESP,3.0,XIONG D,4 - 9,123,CHN,2:03
Steal,4,1.0,4,9,ESP,3.0,ESTER RAMOS L,4 - 9,123,ESP,2:03
5m shot - Goal,4,4.0,4,10,ESP,3.0,ORTIZ MUNOZ B,4 - 10,96,ESP,1:36
5m shot - Post,4,8.0,4,10,ESP,3.0,ZHANG C,4 - 10,67,CHN,1:07
Penalty foul,4,8.0,4,10,ESP,3.0,ZHANG C,4 - 10,40,CHN,0:40
Penalty shot - Post,4,9.0,4,10,ESP,3.0,FORCA ARIZA J,4 - 10,40,ESP,0:40
5m shot - Saved,4,12.0,4,10,ESP,3.0,ZHANG J,4 - 10,24,CHN,0:24
Time-Out,4,,4,10,ESP,3.0,,4 - 10,19,ESP,0:19
Turnover foul,4,9.0,4,10,ESP,3.0,FORCA ARIZA J,4 - 10,4,ESP,0:04
Steal,4,3.0,4,10,ESP,3.0,MEI X,4 - 10,4,CHN,0:04
Starting goalkeeper,4,1.0,4,10,ESP,4.0,PENG L,4 - 10,480,CHN,8:00
Starting goalkeeper,4,1.0,4,10,ESP,4.0,ESTER RAMOS L,4 - 10,480,ESP,8:00
Sprint won possession,4,3.0,4,10,ESP,4.0,ESPAR LLAQUET A,4 - 10,480,ESP,8:00
5m shot - Post,4,4.0,4,10,ESP,4.0,ORTIZ MUNOZ B,4 - 10,450,ESP,7:30
Turnover foul,4,4.0,4,10,ESP,4.0,ORTIZ MUNOZ B,4 - 10,439,ESP,7:19
Steal,4,1.0,4,10,ESP,4.0,PENG L,4 - 10,439,CHN,7:19
5m shot - Saved,4,10.0,4,10,ESP,4.0,ZHANG D,4 - 10,413,CHN,6:53
20 sec. exclusion in field,4,12.0,4,10,ESP,4.0,ZHANG J,4 - 10,401,CHN,6:41
Turnover foul,4,5.0,4,10,ESP,4.0,ORTIZ REYES M,4 - 10,378,ESP,6:18
Turnover foul,4,4.0,4,10,ESP,4.0,XIONG D,4 - 10,350,CHN,5:50
Steal,4,12.0,4,10,ESP,4.0,LEITON ARRONES P,4 - 10,350,ESP,5:50
20 sec. exclusion in centre,4,8.0,4,10,ESP,4.0,ZHANG C,4 - 10,328,CHN,5:28
Exclusion with substitution,4,8.0,4,10,ESP,4.0,ZHANG C,4 - 10,328,CHN,5:28
Action shot - Post,4,4.0,4,10,ESP,4.0,ORTIZ MUNOZ B,4 - 10,303,ESP,5:03
5m shot - Goal,4,4.0,4,11,ESP,4.0,ORTIZ MUNOZ B,4 - 11,285,ESP,4:45
Action shot - Saved,4,6.0,4,11,ESP,4.0,GUO N,4 - 11,259,CHN,4:19
5m shot - Post,4,6.0,4,11,ESP,4.0,LLORET GOMEZ H,4 - 11,241,ESP,4:01
Turnover foul,4,1.0,4,11,ESP,4.0,PENG L,4 - 11,226,CHN,3:46
Steal,4,9.0,4,11,ESP,4.0,FORCA ARIZA J,4 - 11,226,ESP,3:46
Counter attack - Goal,4,9.0,4,12,ESP,4.0,FORCA ARIZA J,4 - 12,216,ESP,3:36
Turnover foul,4,4.0,4,12,ESP,4.0,XIONG D,4 - 12,186,CHN,3:06
Turnover foul,4,10.0,4,12,ESP,4.0,CRESPI BARRIGA P,4 - 12,162,ESP,2:42
20 sec. exclusion in field,4,7.0,4,12,ESP,4.0,ESPAR LLAQUET C,4 - 12,161,ESP,2:41
Extra player shot - Goal,5,2.0,4,12,ESP,4.0,BI Y,5 - 12,132,CHN,2:12
20 sec. exclusion in centre,5,2.0,4,12,ESP,4.0,BI Y,5 - 12,119,CHN,1:59
Extra player shot - Goal,5,10.0,4,13,ESP,4.0,CRESPI BARRIGA P,5 - 13,100,ESP,1:40
20 sec. exclusion in field,5,11.0,4,13,ESP,4.0,GUAL ROVIROSA A,5 - 13,93,ESP,1:33
Time-Out,5,CHN,4,13,ESP,4.0,,5 - 13,30,,0:30
Action shot - Saved,5,CHN 9,4,13,ESP,4.0,ZHAO Z,5 - 13,7,,0:07
Starting goalkeeper,0,13.0,5,0,FRA,1.0,SHEN Y,0 - 0,480,CHN,8:00
Starting goalkeeper,0,1.0,5,0,FRA,1.0,COUNIL L,0 - 0,480,FRA,8:00
Sprint won possession,0,5.0,5,0,FRA,1.0,NIU G,0 - 0,480,CHN,8:00
Turnover foul,0,5.0,5,0,FRA,1.0,NIU G,0 - 0,452,CHN,7:32
Turnover foul,0,2.0,5,0,FRA,1.0,MILLOT E,0 - 0,423,FRA,7:03
Steal,0,13.0,5,0,FRA,1.0,SHEN Y,0 - 0,423,CHN,7:03
5m shot - Saved,0,8.0,5,0,FRA,1.0,ZHANG C,0 - 0,398,CHN,6:38
Action shot - Goal,1,6.0,5,0,FRA,1.0,GUO N,1 - 0,357,CHN,5:57
5m shot - Post,1,5.0,5,0,FRA,1.0,GUILLET L,1 - 0,326,FRA,5:26
5m shot - Saved,1,5.0,5,0,FRA,1.0,GUILLET L,1 - 0,299,FRA,4:59
Penalty foul,1,4.0,5,0,FRA,1.0,SACRE A,1 - 0,296,FRA,4:56
20 sec. exclusion in centre,1,8.0,5,0,FRA,1.0,ZHANG C,1 - 0,266,CHN,4:26
Centre shot - Goal,1,4.0,5,1,FRA,1.0,SACRE A,1 - 1,250,FRA,4:10
5m shot - Missed,1,5.0,5,1,FRA,1.0,NIU G,1 - 1,236,CHN,3:56
5m shot - Saved,1,5.0,5,1,FRA,1.0,NIU G,1 - 1,231,CHN,3:51
20 sec. exclusion in centre,1,3.0,5,1,FRA,1.0,BACHELIER L,1 - 1,227,FRA,3:47
Action shot - Goal,2,3.0,5,1,FRA,1.0,MEI X,2 - 1,204,CHN,3:24
20 sec. exclusion in centre,2,4.0,5,1,FRA,1.0,XIONG D,2 - 1,182,CHN,3:02
Time-Out,2,,5,1,FRA,1.0,,2 - 1,182,FRA,3:02
5m shot - Missed,2,7.0,5,1,FRA,1.0,VALVERDE C,2 - 1,153,FRA,2:33
5m shot - Saved,2,5.0,5,1,FRA,1.0,NIU G,2 - 1,141,CHN,2:21
Turnover foul,2,2.0,5,1,FRA,1.0,MILLOT E,2 - 1,116,FRA,1:56
Steal,2,13.0,5,1,FRA,1.0,SHEN Y,2 - 1,116,CHN,1:56
5m shot - Post,2,3.0,5,1,FRA,1.0,MEI X,2 - 1,93,CHN,1:33
Action shot - Goal,2,5.0,5,2,FRA,1.0,GUILLET L,2 - 2,63,FRA,1:03
20 sec. exclusion in field,2,8.0,5,2,FRA,1.0,BATTU A,2 - 2,42,FRA,0:42
Time-Out,2,,5,2,FRA,1.0,,2 - 2,42,CHN,0:42
