Action,CHN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Extra player shot,9,3.0,1,4,BRA,4.0,ZABLITH M,4 - 9,64,BRA,1:04,Saved,0
5m shot,10,7.0,1,4,BRA,4.0,NONG S,4 - 10,38,CHN,0:38,Goal,1
Action shot,10,3.0,1,4,BRA,4.0,ZABLITH M,4 - 10,17,BRA,0:17,Missed,0
Extra player shot,11,9.0,1,4,BRA,4.0,ZHAO Z,4 - 11,1,CHN,0:01,Goal,1
5m shot,0,5.0,2,0,CAN,1.0,EGGENS M,0 - 0,428,CAN,7:08,Post,0
5m shot,0,5.0,2,0,CAN,1.0,NIU G,0 - 0,407,CHN,6:47,Saved,0
5m shot,0,6.0,2,0,CAN,1.0,GUO N,0 - 0,352,CHN,5:52,Blocked,0
Action shot,0,4.0,2,0,CAN,1.0,WRIGHT E,0 - 0,334,CAN,5:34,Saved,0
Centre shot,0,9.0,2,0,CAN,1.0,ZHAO Z,0 - 0,320,CHN,5:20,Post,0
Action shot,0,7.0,2,0,CAN,1.0,BEKHAZI J,0 - 0,296,CAN,4:56,Saved,0
Action shot,0,9.0,2,0,CAN,1.0,ZHAO Z,0 - 0,220,CHN,3:40,Missed,0
Action shot,0,4.0,2,0,CAN,1.0,WRIGHT E,0 - 0,201,CAN,3:21,Saved,0
Action shot,0,5.0,2,0,CAN,1.0,EGGENS M,0 - 0,151,CAN,2:31,Saved,0
Centre shot,0,3.0,2,0,CAN,1.0,MEI X,0 - 0,127,CHN,2:07,Saved,0
Action shot,0,7.0,2,0,CAN,1.0,BEKHAZI J,0 - 0,104,CAN,1:44,Post,0
Counter attack,1,4.0,2,0,CAN,1.0,XIONG D,1 - 0,94,CHN,1:34,Goal,1
5m shot,1,5.0,2,1,CAN,1.0,EGGENS M,1 - 1,73,CAN,1:13,Goal,1
Action shot,1,12.0,2,1,CAN,1.0,ZHANG J,1 - 1,48,CHN,0:48,Saved,0
5m shot,1,3.0,2,1,CAN,1.0,CREVIER A,1 - 1,19,CAN,0:19,Blocked,0
Centre shot,1,4.0,2,1,CAN,1.0,XIONG D,1 - 1,3,CHN,0:03,Saved,0
Action shot,1,5.0,2,1,CAN,2.0,NIU G,1 - 1,451,CHN,7:31,Missed,0
Action shot,1,5.0,2,1,CAN,2.0,EGGENS M,1 - 1,437,CAN,7:17,Missed,0
Extra player shot,2,5.0,2,1,CAN,2.0,NIU G,2 - 1,418,CHN,6:58,Goal,1
Action shot,2,6.0,2,1,CAN,2.0,CHRISTMAS K,2 - 1,396,CAN,6:36,Saved,0
Extra player shot,2,5.0,2,2,CAN,2.0,EGGENS M,2 - 2,361,CAN,6:01,Goal,1
Action shot,2,9.0,2,2,CAN,2.0,McKELVEY H,2 - 2,321,CAN,5:21,Saved,0
Extra player shot,3,4.0,2,2,CAN,2.0,XIONG D,3 - 2,283,CHN,4:43,Goal,1
5m shot,3,7.0,2,2,CAN,2.0,BEKHAZI J,3 - 2,257,CAN,4:17,Saved,0
Action shot,3,5.0,2,2,CAN,2.0,EGGENS M,3 - 2,192,CAN,3:12,Saved,0
5m shot,3,12.0,2,3,CAN,2.0,FOURNIER S,3 - 3,174,CAN,2:54,Goal,1
5m shot,3,2.0,2,3,CAN,2.0,BI Y,3 - 3,148,CHN,2:28,Missed,0
Action shot,3,3.0,2,3,CAN,2.0,CREVIER A,3 - 3,130,CAN,2:10,Saved,0
5m shot,4,8.0,2,3,CAN,2.0,ZHANG C,4 - 3,108,CHN,1:48,Goal,1
Action shot,4,4.0,2,3,CAN,2.0,WRIGHT E,4 - 3,81,CAN,1:21,Saved,0
5m shot,4,8.0,2,3,CAN,2.0,ZHANG C,4 - 3,53,CHN,0:53,Missed,0
Centre shot,5,11.0,2,3,CAN,2.0,CHEN X,5 - 3,21,CHN,0:21,Goal,1
5m shot,5,11.0,2,3,CAN,2.0,McKEE K,5 - 3,3,CAN,0:03,Saved,0
Extra player shot,5,10.0,2,3,CAN,3.0,ROBINSON C,5 - 3,420,CAN,7:00,Saved,0
Action shot,5,9.0,2,4,CAN,3.0,McKELVEY H,5 - 4,401,CAN,6:41,Goal,1
Action shot,5,9.0,2,5,CAN,3.0,McKELVEY H,5 - 5,358,CAN,5:58,Goal,1
5m shot,5,10.0,2,5,CAN,3.0,ZHANG D,5 - 5,328,CHN,5:28,Saved,0
Extra player shot,5,4.0,2,6,CAN,3.0,WRIGHT E,5 - 6,302,CAN,5:02,Goal,1
Extra player shot,5,2.0,2,6,CAN,3.0,ALOGBO K,5 - 6,257,CAN,4:17,Blocked,0
Action shot,5,5.0,2,6,CAN,3.0,EGGENS M,5 - 6,246,CAN,4:06,Missed,0
Action shot,5,5.0,2,6,CAN,3.0,NIU G,5 - 6,204,CHN,3:24,Saved,0
5m shot,5,6.0,2,6,CAN,3.0,GUO N,5 - 6,172,CHN,2:52,Saved,0
Action shot,5,12.0,2,7,CAN,3.0,FOURNIER S,5 - 7,131,CAN,2:11,Goal,1
5m shot,5,9.0,2,7,CAN,3.0,ZHAO Z,5 - 7,100,CHN,1:40,Blocked,0
Penalty shot,5,4.0,2,8,CAN,3.0,WRIGHT E,5 - 8,86,CAN,1:26,Goal,1
Action shot,5,8.0,2,8,CAN,3.0,ZHANG C,5 - 8,41,CHN,0:41,Saved,0
Action shot,5,12.0,2,8,CAN,3.0,FOURNIER S,5 - 8,16,CAN,0:16,Missed,0
Action shot,5,8.0,2,8,CAN,4.0,ZHANG C,5 - 8,450,CHN,7:30,Saved,0
5m shot,5,5.0,2,8,CAN,4.0,EGGENS M,5 - 8,432,CAN,7:12,Blocked,0
Action shot,5,3.0,2,8,CAN,4.0,MEI X,5 - 8,406,CHN,6:46,Saved,0
Action shot,5,9.0,2,8,CAN,4.0,McKELVEY H,5 - 8,368,CAN,6:08,Post,0
5m shot,5,12.0,2,8,CAN,4.0,FOURNIER S,5 - 8,272,CAN,4:32,Missed,0
5m shot,5,9.0,2,8,CAN,4.0,ZHAO Z,5 - 8,256,CHN,4:16,Blocked,0
Action shot,5,6.0,2,8,CAN,4.0,CHRISTMAS K,5 - 8,233,CAN,3:53,Post,0
Action shot,5,8.0,2,8,CAN,4.0,ZHANG C,5 - 8,210,CHN,3:30,Saved,0
Extra player shot,5,4.0,2,8,CAN,4.0,WRIGHT E,5 - 8,182,CAN,3:02,Post,0
Extra player shot,6,12.0,2,8,CAN,4.0,ZHANG J,6 - 8,152,CHN,2:32,Goal,1
Extra player shot,7,12.0,2,8,CAN,4.0,ZHANG J,7 - 8,107,CHN,1:47,Goal,1
Centre shot,7,4.0,2,8,CAN,4.0,WRIGHT E,7 - 8,90,CAN,1:30,Missed,0
Action shot,7,10.0,2,8,CAN,4.0,ZHANG D,7 - 8,75,CHN,1:15,Blocked,0
Action shot,7,12.0,2,8,CAN,4.0,ZHANG J,7 - 8,15,CHN,0:15,Blocked,0
Action shot,8,10.0,2,8,CAN,4.0,ZHANG D,8 - 8,8,CHN,0:08,Goal,1
Centre shot,8,10.0,2,9,CAN,4.0,ROBINSON C,8 - 9,1,CAN,0:01,Goal,1
Centre shot,1,4.0,3,0,ITA,1.0,XIONG D,0 - 1,454,CHN,7:34,Goal,1
5m shot,1,8.0,3,0,ITA,1.0,BIANCONI R,0 - 1,434,ITA,7:14,Blocked,0
Extra player shot,1,6.0,3,1,ITA,1.0,AIELLO R,1 - 1,419,ITA,6:59,Goal,1
Penalty shot,2,9.0,3,1,ITA,1.0,ZHAO Z,1 - 2,358,CHN,5:58,Goal,1
5m shot,2,8.0,3,1,ITA,1.0,BIANCONI R,1 - 2,334,ITA,5:34,Saved,0
Action shot,2,5.0,3,1,ITA,1.0,NIU G,1 - 2,309,CHN,5:09,Saved,0
5m shot,2,3.0,3,1,ITA,1.0,GARIBOTTI A,1 - 2,288,ITA,4:48,Post,0
5m shot,2,9.0,3,1,ITA,1.0,EMMOLO G,1 - 2,276,ITA,4:36,Post,0
5m shot,2,5.0,3,1,ITA,1.0,NIU G,1 - 2,251,CHN,4:11,Post,0
Centre shot,2,6.0,3,1,ITA,1.0,AIELLO R,1 - 2,232,ITA,3:52,Post,0
Extra player shot,2,3.0,3,2,ITA,1.0,GARIBOTTI A,2 - 2,188,ITA,3:08,Goal,1
5m shot,2,9.0,3,2,ITA,1.0,ZHAO Z,2 - 2,160,CHN,2:40,Saved,0
5m shot,2,10.0,3,2,ITA,1.0,ZHANG D,2 - 2,117,CHN,1:57,Saved,0
5m shot,2,9.0,3,2,ITA,1.0,ZHAO Z,2 - 2,82,CHN,1:22,Blocked,0
Extra player shot,2,7.0,3,3,ITA,1.0,PICOZZI D,3 - 2,56,ITA,0:56,Goal,1
Action shot,2,12.0,3,3,ITA,1.0,ZHANG J,3 - 2,28,CHN,0:28,Saved,0
5m shot,2,7.0,3,3,ITA,1.0,PICOZZI D,3 - 2,12,ITA,0:12,Post,0
5m shot,2,8.0,3,3,ITA,1.0,ZHANG C,3 - 2,4,CHN,0:04,Saved,0
5m shot,2,8.0,3,3,ITA,2.0,BIANCONI R,3 - 2,449,ITA,7:29,Post,0
Action shot,2,6.0,3,4,ITA,2.0,AIELLO R,4 - 2,445,ITA,7:25,Goal,1
Extra player shot,3,11.0,3,4,ITA,2.0,CHEN X,4 - 3,401,CHN,6:41,Goal,1
Extra player shot,3,3.0,3,4,ITA,2.0,GARIBOTTI A,4 - 3,369,ITA,6:09,Saved,0
Action shot,3,6.0,3,4,ITA,2.0,GUO N,4 - 3,340,CHN,5:40,Saved,0
Centre shot,3,6.0,3,4,ITA,2.0,AIELLO R,4 - 3,321,ITA,5:21,Saved,0
Action shot,3,5.0,3,4,ITA,2.0,NIU G,4 - 3,292,CHN,4:52,Saved,0
5m shot,3,3.0,3,4,ITA,2.0,GARIBOTTI A,4 - 3,273,ITA,4:33,Saved,0
Extra player shot,3,8.0,3,5,ITA,2.0,BIANCONI R,5 - 3,260,ITA,4:20,Goal,1
Action shot,3,10.0,3,5,ITA,2.0,ZHANG D,5 - 3,230,CHN,3:50,Post,0
Extra player shot,3,8.0,3,6,ITA,2.0,BIANCONI R,6 - 3,178,ITA,2:58,Goal,1
5m shot,4,3.0,3,6,ITA,2.0,MEI X,6 - 4,145,CHN,2:25,Goal,1
Counter attack,6,8.0,3,14,ITA,4.0,ZHANG C,14 - 6,220,CHN,3:40,Goal,1
5m shot,6,4.0,3,14,ITA,4.0,QUEIROLO E,14 - 6,192,ITA,3:12,Saved,0
Extra player shot,7,12.0,3,14,ITA,4.0,ZHANG J,14 - 7,174,CHN,2:54,Goal,1
Extra player shot,7,10.0,3,15,ITA,4.0,PALMIERI V,15 - 7,145,ITA,2:25,Goal,1
5m shot,7,5.0,3,15,ITA,4.0,NIU G,15 - 7,123,CHN,2:03,Saved,0
5m shot,7,3.0,3,15,ITA,2.0,GARIBOTTI A,15 - 7,108,ITA,1:48,Saved,0
Action shot,7,8.0,3,15,ITA,2.0,ZHANG C,15 - 7,91,CHN,1:31,Post,0
5m shot,4,4.0,3,7,ITA,2.0,QUEIROLO E,7 - 4,74,ITA,1:14,Goal,1
Centre shot,4,4.0,3,7,ITA,2.0,XIONG D,7 - 4,27,CHN,0:27,Saved,0
Action shot,4,9.0,3,7,ITA,2.0,EMMOLO G,7 - 4,3,ITA,0:03,Saved,0
5m shot,4,9.0,3,7,ITA,3.0,ZHAO Z,7 - 4,467,CHN,7:47,Saved,0
Centre shot,4,6.0,3,8,ITA,3.0,AIELLO R,8 - 4,446,ITA,7:26,Goal,1
Action shot,4,5.0,3,8,ITA,3.0,NIU G,8 - 4,416,CHN,6:56,Post,0
Action shot,4,3.0,3,8,ITA,3.0,GARIBOTTI A,8 - 4,402,ITA,6:42,Post,0
5m shot,4,4.0,3,8,ITA,3.0,QUEIROLO E,8 - 4,352,ITA,5:52,Saved,0
Extra player shot,4,5.0,3,9,ITA,3.0,RADICCHI F,9 - 4,316,ITA,5:16,Goal,1
Penalty shot,4,8.0,3,10,ITA,3.0,BIANCONI R,10 - 4,271,ITA,4:31,Goal,1
5m shot,4,2.0,3,10,ITA,3.0,TABANI C,10 - 4,220,ITA,3:40,Post,0
Centre shot,4,10.0,3,10,ITA,3.0,PALMIERI V,10 - 4,197,ITA,3:17,Post,0
5m shot,4,9.0,3,10,ITA,3.0,ZHAO Z,10 - 4,175,CHN,2:55,Saved,0
Action shot,4,2.0,3,11,ITA,3.0,TABANI C,11 - 4,147,ITA,2:27,Goal,1
5m shot,4,8.0,3,11,ITA,3.0,ZHANG C,11 - 4,119,CHN,1:59,Saved,0
Centre shot,4,10.0,3,12,ITA,3.0,PALMIERI V,12 - 4,98,ITA,1:38,Goal,1
Extra player shot,4,11.0,3,13,ITA,3.0,COTTI A,13 - 4,48,ITA,0:48,Goal,1
5m shot,4,3.0,3,13,ITA,3.0,GARIBOTTI A,13 - 4,1,ITA,0:01,Saved,0
5m shot,4,9.0,3,13,ITA,4.0,EMMOLO G,13 - 4,454,ITA,7:34,Post,0
5m shot,4,11.0,3,13,ITA,4.0,COTTI A,13 - 4,407,ITA,6:47,Post,0
5m shot,4,2.0,3,13,ITA,4.0,BI Y,13 - 4,383,CHN,6:23,Post,0
Extra player shot,5,11.0,3,13,ITA,4.0,CHEN X,13 - 5,307,CHN,5:07,Goal,1
Centre shot,5,10.0,3,14,ITA,4.0,PALMIERI V,14 - 5,278,ITA,4:38,Goal,1
5m shot,5,12.0,3,14,ITA,4.0,ZHANG J,14 - 5,255,CHN,4:15,Post,0
5m shot,5,5.0,3,14,ITA,4.0,NIU G,14 - 5,69,CHN,1:09,Post,0
Extra player shot,5,11.0,3,14,ITA,4.0,CHEN X,14 - 5,54,CHN,0:54,Post,0
Centre shot,5,10.0,3,14,ITA,4.0,PALMIERI V,14 - 5,31,ITA,0:31,Saved,0
Extra player shot,8,11.0,3,15,ITA,4.0,CHEN X,15 - 8,4,CHN,0:04,Goal,1
5m shot,8,8.0,3,15,ITA,4.0,BIANCONI R,15 - 8,2,ITA,0:02,Saved,0
Extra player shot,0,4.0,4,0,ESP,1.0,ORTIZ MUNOZ B,0 - 0,416,ESP,6:56,Saved,0
Extra player shot,1,5.0,4,0,ESP,1.0,NIU G,1 - 0,370,CHN,6:10,Goal,1
5m shot,1,3.0,4,0,ESP,1.0,ESPAR LLAQUET A,1 - 0,345,ESP,5:45,Missed,0
Extra player shot,1,6.0,4,0,ESP,1.0,GUO N,1 - 0,311,CHN,5:11,Missed,0
Extra player shot,2,9.0,4,0,ESP,1.0,ZHAO Z,2 - 0,242,CHN,4:02,Goal,1
5m shot,2,3.0,4,0,ESP,1.0,ESPAR LLAQUET A,2 - 0,216,ESP,3:36,Saved,0
Extra player shot,2,5.0,4,1,ESP,1.0,ORTIZ REYES M,2 - 1,182,ESP,3:02,Goal,1
5m shot,2,4.0,4,1,ESP,1.0,ORTIZ MUNOZ B,2 - 1,134,ESP,2:14,Saved,0
Extra player shot,2,12.0,4,1,ESP,1.0,ZHANG J,2 - 1,85,CHN,1:25,Post,0
5m shot,2,9.0,4,1,ESP,1.0,FORCA ARIZA J,2 - 1,67,ESP,1:07,Saved,0
5m shot,2,9.0,4,1,ESP,1.0,FORCA ARIZA J,2 - 1,26,ESP,0:26,Blocked,0
5m shot,2,2.0,4,1,ESP,1.0,BI Y,2 - 1,4,CHN,0:04,Saved,0
Action shot,2,6.0,4,1,ESP,2.0,LLORET GOMEZ H,2 - 1,376,ESP,6:16,Blocked,0
Action shot,2,3.0,4,1,ESP,2.0,ESPAR LLAQUET A,2 - 1,331,ESP,5:31,Saved,0
5m shot,2,4.0,4,2,ESP,2.0,ORTIZ MUNOZ B,2 - 2,296,ESP,4:56,Goal,1
Action shot,2,11.0,4,2,ESP,2.0,GUAL ROVIROSA A,2 - 2,215,ESP,3:35,Post,0
Action shot,2,12.0,4,2,ESP,2.0,ZHANG J,2 - 2,171,CHN,2:51,Post,0
Centre shot,2,10.0,4,3,ESP,2.0,CRESPI BARRIGA P,2 - 3,144,ESP,2:24,Goal,1
Action shot,2,12.0,4,4,ESP,2.0,LEITON ARRONES P,2 - 4,99,ESP,1:39,Goal,1
5m shot,3,11.0,4,4,ESP,2.0,CHEN X,3 - 4,76,CHN,1:16,Goal,1
5m shot,3,4.0,4,4,ESP,2.0,ORTIZ MUNOZ B,3 - 4,43,ESP,0:43,Saved,0
Extra player shot,3,12.0,4,4,ESP,4.0,ZHANG J,3 - 4,74,CHN,1:14,Saved,0
5m shot,3,12.0,4,4,ESP,4.0,ZHANG J,3 - 4,59,CHN,0:59,Blocked,0
5m shot,3,11.0,4,4,ESP,4.0,GUAL ROVIROSA A,3 - 4,30,ESP,0:30,Post,0
5m shot,3,3.0,4,4,ESP,2.0,ESPAR LLAQUET A,3 - 4,5,ESP,0:05,Post,0
Action shot,3,3.0,4,5,ESP,2.0,ESPAR LLAQUET A,3 - 5,1,ESP,0:01,Goal,1
Extra player shot,3,12.0,4,6,ESP,3.0,LEITON ARRONES P,3 - 6,443,ESP,7:23,Goal,1
5m shot,4,9.0,4,6,ESP,3.0,ZHAO Z,4 - 6,424,CHN,7:04,Goal,1
Penalty shot,4,3.0,4,7,ESP,3.0,ESPAR LLAQUET A,4 - 7,401,ESP,6:41,Goal,1
5m shot,4,9.0,4,8,ESP,3.0,FORCA ARIZA J,4 - 8,360,ESP,6:00,Goal,1
Action shot,4,4.0,4,9,ESP,3.0,ORTIZ MUNOZ B,4 - 9,309,ESP,5:09,Goal,1
5m shot,4,10.0,4,9,ESP,3.0,ZHANG D,4 - 9,288,CHN,4:48,Saved,0
Action shot,4,6.0,4,9,ESP,3.0,LLORET GOMEZ H,4 - 9,264,ESP,4:24,Missed,0
5m shot,4,8.0,4,9,ESP,3.0,ZHANG C,4 - 9,241,CHN,4:01,Blocked,0
Action shot,4,6.0,4,9,ESP,3.0,LLORET GOMEZ H,4 - 9,200,ESP,3:20,Missed,0
5m shot,4,11.0,4,9,ESP,3.0,CHEN X,4 - 9,183,CHN,3:03,Saved,0
Action shot,4,6.0,4,9,ESP,3.0,LLORET GOMEZ H,4 - 9,154,ESP,2:34,Saved,0
5m shot,4,4.0,4,10,ESP,3.0,ORTIZ MUNOZ B,4 - 10,96,ESP,1:36,Goal,1
5m shot,4,8.0,4,10,ESP,3.0,ZHANG C,4 - 10,67,CHN,1:07,Post,0
Penalty shot,4,9.0,4,10,ESP,3.0,FORCA ARIZA J,4 - 10,40,ESP,0:40,Post,0
5m shot,4,12.0,4,10,ESP,3.0,ZHANG J,4 - 10,24,CHN,0:24,Saved,0
5m shot,4,4.0,4,10,ESP,4.0,ORTIZ MUNOZ B,4 - 10,450,ESP,7:30,Post,0
5m shot,4,10.0,4,10,ESP,4.0,ZHANG D,4 - 10,413,CHN,6:53,Saved,0
Action shot,4,4.0,4,10,ESP,4.0,ORTIZ MUNOZ B,4 - 10,303,ESP,5:03,Post,0
5m shot,4,4.0,4,11,ESP,4.0,ORTIZ MUNOZ B,4 - 11,285,ESP,4:45,Goal,1
Action shot,4,6.0,4,11,ESP,4.0,GUO N,4 - 11,259,CHN,4:19,Saved,0
5m shot,4,6.0,4,11,ESP,4.0,LLORET GOMEZ H,4 - 11,241,ESP,4:01,Post,0
Counter attack,4,9.0,4,12,ESP,4.0,FORCA ARIZA J,4 - 12,216,ESP,3:36,Goal,1
Extra player shot,5,2.0,4,12,ESP,4.0,BI Y,5 - 12,132,CHN,2:12,Goal,1
Extra player shot,5,10.0,4,13,ESP,4.0,CRESPI BARRIGA P,5 - 13,100,ESP,1:40,Goal,1
Action shot,5,9.0,4,13,ESP,4.0,ZHAO Z,5 - 13,7,CHN,0:07,Saved,0
5m shot,0,8.0,5,0,FRA,1.0,ZHANG C,0 - 0,398,CHN,6:38,Saved,0
Action shot,1,6.0,5,0,FRA,1.0,GUO N,1 - 0,357,CHN,5:57,Goal,1
5m shot,1,5.0,5,0,FRA,1.0,GUILLET L,1 - 0,326,FRA,5:26,Post,0
5m shot,1,5.0,5,0,FRA,1.0,GUILLET L,1 - 0,299,FRA,4:59,Saved,0
Centre shot,1,4.0,5,1,FRA,1.0,SACRE A,1 - 1,250,FRA,4:10,Goal,1
5m shot,1,5.0,5,1,FRA,1.0,NIU G,1 - 1,236,CHN,3:56,Missed,0
5m shot,1,5.0,5,1,FRA,1.0,NIU G,1 - 1,231,CHN,3:51,Saved,0
Action shot,2,3.0,5,1,FRA,1.0,MEI X,2 - 1,204,CHN,3:24,Goal,1
5m shot,2,7.0,5,1,FRA,1.0,VALVERDE C,2 - 1,153,FRA,2:33,Missed,0
5m shot,2,5.0,5,1,FRA,1.0,NIU G,2 - 1,141,CHN,2:21,Saved,0
5m shot,2,3.0,5,1,FRA,1.0,MEI X,2 - 1,93,CHN,1:33,Post,0
Action shot,2,5.0,5,2,FRA,1.0,GUILLET L,2 - 2,63,FRA,1:03,Goal,1
Action shot,3,10.0,5,2,FRA,1.0,ZHANG D,3 - 2,21,CHN,0:21,Goal,1
Penalty shot,3,2.0,5,3,FRA,2.0,MILLOT E,3 - 3,284,FRA,4:44,Goal,1
5m shot,3,4.0,5,3,FRA,2.0,SACRE A,3 - 3,233,FRA,3:53,Saved,0
Action shot,4,6.0,5,3,FRA,2.0,GUO N,4 - 3,219,CHN,3:39,Goal,1
Centre shot,4,12.0,5,4,FRA,2.0,DAULE A,4 - 4,191,FRA,3:11,Goal,1
5m shot,4,10.0,5,4,FRA,2.0,ZHANG D,4 - 4,163,CHN,2:43,Missed,0
Action shot,4,6.0,5,4,FRA,2.0,MAHIEU G,4 - 4,152,FRA,2:32,Saved,0
Action shot,5,2.0,5,4,FRA,2.0,BI Y,5 - 4,129,CHN,2:09,Goal,1
5m shot,5,5.0,5,4,FRA,2.0,GUILLET L,5 - 4,48,FRA,0:48,Blocked,0
Penalty shot,6,9.0,5,4,FRA,2.0,ZHAO Z,6 - 4,22,CHN,0:22,Goal,1
Action shot,6,3.0,5,4,FRA,4.0,BACHELIER L,6 - 4,51,FRA,0:51,Saved,0
5m shot,7,5.0,5,4,FRA,3.0,NIU G,7 - 4,451,CHN,7:31,Goal,1
Action shot,7,12.0,5,4,FRA,3.0,DAULE A,7 - 4,426,FRA,7:06,Blocked,0
