Action,CHN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Action shot,7,6.0,5,4,FRA,3.0,GUO N,7 - 4,413,CHN,6:53,Saved,0
5m shot,7,3.0,5,4,FRA,3.0,MEI X,7 - 4,357,CHN,5:57,Post,0
Extra player shot,8,3.0,5,4,FRA,3.0,MEI X,8 - 4,336,CHN,5:36,Goal,1
5m shot,8,4.0,5,5,FRA,3.0,SACRE A,8 - 5,269,FRA,4:29,Goal,1
5m shot,8,9.0,5,5,FRA,3.0,ZHAO Z,8 - 5,245,CHN,4:05,Saved,0
5m shot,8,11.0,5,5,FRA,3.0,BARBIEUX M,8 - 5,195,FRA,3:15,Blocked,0
5m shot,9,5.0,5,5,FRA,3.0,NIU G,9 - 5,119,CHN,1:59,Goal,1
Action shot,9,2.0,5,5,FRA,3.0,MILLOT E,9 - 5,61,FRA,1:01,Saved,0
Counter attack,10,12.0,5,5,FRA,3.0,ZHANG J,10 - 5,46,CHN,0:46,Goal,1
5m shot,10,6.0,5,5,FRA,3.0,GUO N,10 - 5,1,CHN,0:01,Post,0
5m shot,10,2.0,5,5,FRA,4.0,BI Y,10 - 5,435,CHN,7:15,Missed,0
5m shot,10,9.0,5,5,FRA,4.0,SACRE A,10 - 5,406,FRA,6:46,Saved,0
Action shot,11,10.0,5,5,FRA,4.0,ZHANG D,11 - 5,359,CHN,5:59,Goal,1
Action shot,11,5.0,5,5,FRA,4.0,GUILLET L,11 - 5,330,FRA,5:30,Saved,0
Action shot,11,9.0,5,5,FRA,4.0,ZHAO Z,11 - 5,321,CHN,5:21,Post,0
5m shot,11,7.0,5,5,FRA,4.0,VALVERDE C,11 - 5,299,FRA,4:59,Missed,0
Action shot,11,5.0,5,5,FRA,4.0,GUILLET L,11 - 5,268,FRA,4:28,Saved,0
Action shot,12,5.0,5,5,FRA,4.0,NIU G,12 - 5,182,CHN,3:02,Goal,1
5m shot,12,10.0,5,5,FRA,4.0,DESCHAMPT Y,12 - 5,162,FRA,2:42,Saved,0
Extra player shot,13,7.0,5,5,FRA,4.0,NONG S,13 - 5,117,CHN,1:57,Goal,1
5m shot,13,5.0,5,5,FRA,4.0,GUILLET L,13 - 5,88,FRA,1:28,Saved,0
Action shot,13,9.0,5,5,FRA,4.0,SACRE A,13 - 5,30,FRA,0:30,Saved,0
Action shot,0,8.0,6,0,NED,1.0,ZHANG C,0 - 0,443,CHN,7:23,Missed,0
Action shot,0,5.0,6,0,NED,1.0,GENEE A,0 - 0,430,NED,7:10,Post,0
5m shot,1,5.0,6,0,NED,1.0,NIU G,0 - 1,407,CHN,6:47,Goal,1
5m shot,1,3.0,6,0,NED,1.0,GENEE D,0 - 1,386,NED,6:26,Saved,0
Extra player shot,1,5.0,6,0,NED,1.0,GENEE A,0 - 1,350,NED,5:50,Saved,0
Action shot,1,12.0,6,0,NED,1.0,ZHANG J,0 - 1,288,CHN,4:48,Saved,0
Action shot,1,8.0,6,0,NED,1.0,SEVENICH V,0 - 1,270,NED,4:30,Saved,0
Action shot,1,8.0,6,0,NED,1.0,ZHANG C,0 - 1,238,CHN,3:58,Blocked,0
Action shot,1,8.0,6,0,NED,1.0,SEVENICH V,0 - 1,209,NED,3:29,Missed,0
5m shot,1,9.0,6,0,NED,1.0,ZHAO Z,0 - 1,187,CHN,3:07,Post,0
5m shot,1,11.0,6,0,NED,1.0,KLAASSEN L,0 - 1,169,NED,2:49,Post,0
5m shot,1,11.0,6,1,NED,1.0,KLAASSEN L,1 - 1,155,NED,2:35,Goal,1
Extra player shot,2,8.0,6,1,NED,1.0,ZHANG C,1 - 2,136,CHN,2:16,Goal,1
5m shot,2,11.0,6,1,NED,1.0,KLAASSEN L,1 - 2,117,NED,1:57,Post,0
Action shot,2,8.0,6,1,NED,1.0,ZHANG C,1 - 2,87,CHN,1:27,Missed,0
Extra player shot,2,2.0,6,1,NED,1.0,SMIT Y,1 - 2,52,NED,0:52,Saved,0
Action shot,2,11.0,6,2,NED,1.0,KLAASSEN L,2 - 2,5,NED,0:05,Goal,1
5m shot,2,11.0,6,2,NED,1.0,CHEN X,2 - 2,1,CHN,0:01,Blocked,0
Penalty shot,3,9.0,6,2,NED,2.0,ZHAO Z,2 - 3,459,CHN,7:39,Goal,1
Action shot,3,7.0,6,3,NED,2.0,NIJHUIS M,3 - 3,445,NED,7:25,Goal,1
5m shot,3,7.0,6,4,NED,2.0,NIJHUIS M,4 - 3,356,NED,5:56,Goal,1
Action shot,3,10.0,6,4,NED,2.0,ZHANG D,4 - 3,330,CHN,5:30,Saved,0
Counter attack,3,6.0,6,4,NED,2.0,STOMPHORST N,4 - 3,314,NED,5:14,Missed,0
5m shot,3,9.0,6,5,NED,2.0,MEGENS M,5 - 3,262,NED,4:22,Goal,1
Action shot,3,10.0,6,5,NED,2.0,ZHANG D,5 - 3,244,CHN,4:04,Saved,0
Centre shot,3,12.0,6,6,NED,2.0,JOUSTRA K,6 - 3,215,NED,3:35,Goal,1
5m shot,3,9.0,6,6,NED,2.0,MEGENS M,6 - 3,164,NED,2:44,Missed,0
5m shot,3,11.0,6,6,NED,2.0,KLAASSEN L,6 - 3,122,NED,2:02,Missed,0
Action shot,3,5.0,6,6,NED,2.0,NIU G,6 - 3,94,CHN,1:34,Saved,0
Extra player shot,3,7.0,6,6,NED,4.0,NONG S,6 - 3,91,CHN,1:31,Saved,0
Counter attack,6,6.0,6,14,NED,4.0,STOMPHORST N,14 - 6,72,NED,1:12,Goal,1
Centre shot,7,9.0,6,14,NED,4.0,ZHAO Z,14 - 7,46,CHN,0:46,Goal,1
5m shot,4,8.0,6,6,NED,2.0,ZHANG C,6 - 4,54,CHN,0:54,Goal,1
Action shot,4,8.0,6,6,NED,2.0,SEVENICH V,6 - 4,27,NED,0:27,Saved,0
Counter attack,4,9.0,6,6,NED,2.0,ZHAO Z,6 - 4,14,CHN,0:14,Saved,0
Penalty shot,4,9.0,6,7,NED,2.0,MEGENS M,7 - 4,1,NED,0:01,Goal,1
Action shot,4,6.0,6,7,NED,3.0,GUO N,7 - 4,383,CHN,6:23,Saved,0
Action shot,4,5.0,6,7,NED,3.0,GENEE A,7 - 4,362,NED,6:02,Saved,0
Action shot,5,5.0,6,7,NED,3.0,NIU G,7 - 5,318,CHN,5:18,Goal,1
Extra player shot,5,6.0,6,8,NED,3.0,STOMPHORST N,8 - 5,288,NED,4:48,Goal,1
Action shot,5,7.0,6,8,NED,3.0,NIJHUIS M,8 - 5,256,NED,4:16,Missed,0
Counter attack,5,6.0,6,9,NED,3.0,STOMPHORST N,9 - 5,231,NED,3:51,Goal,1
Action shot,5,5.0,6,9,NED,3.0,NIU G,9 - 5,204,CHN,3:24,Blocked,0
5m shot,5,5.0,6,9,NED,3.0,NIU G,9 - 5,112,CHN,1:52,Saved,0
Extra player shot,5,9.0,6,9,NED,3.0,MEGENS M,9 - 5,77,NED,1:17,Saved,0
Action shot,5,3.0,6,9,NED,3.0,GENEE D,9 - 5,31,NED,0:31,Saved,0
Counter attack,5,9.0,6,9,NED,3.0,ZHAO Z,9 - 5,14,CHN,0:14,Saved,0
5m shot,5,9.0,6,9,NED,4.0,MEGENS M,9 - 5,458,NED,7:38,Missed,0
5m shot,5,7.0,6,10,NED,4.0,NIJHUIS M,10 - 5,418,NED,6:58,Goal,1
Action shot,5,7.0,6,11,NED,4.0,NIJHUIS M,11 - 5,382,NED,6:22,Goal,1
Action shot,5,9.0,6,11,NED,4.0,MEGENS M,11 - 5,342,NED,5:42,Post,0
Centre shot,5,8.0,6,12,NED,4.0,SEVENICH V,12 - 5,296,NED,4:56,Goal,1
Action shot,5,3.0,6,12,NED,4.0,GENEE D,12 - 5,270,NED,4:30,Saved,0
Action shot,5,12.0,6,12,NED,4.0,JOUSTRA K,12 - 5,248,NED,4:08,Saved,0
5m shot,6,2.0,6,12,NED,4.0,BI Y,12 - 6,227,CHN,3:47,Goal,1
5m shot,6,9.0,6,13,NED,4.0,MEGENS M,13 - 6,205,NED,3:25,Goal,1
Centre shot,6,4.0,6,13,NED,4.0,XIONG D,13 - 6,182,CHN,3:02,Saved,0
5m shot,6,9.0,6,13,NED,4.0,MEGENS M,13 - 6,164,NED,2:44,Post,0
5m shot,6,11.0,6,13,NED,4.0,KLAASSEN L,13 - 6,128,NED,2:08,Post,0
Action shot,6,2.0,6,13,NED,4.0,SMIT Y,13 - 6,21,NED,0:21,Missed,0
Extra player shot,6,11.0,6,13,NED,4.0,CHEN X,13 - 6,1,CHN,0:01,Post,0
