Action,Cap,ESP,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
5m shot - Missed,2.0,12,3,3,RSA,4.0,le ROUX E,12 - 3,299,RSA,4:59
Action shot - Saved,6.0,12,3,3,RSA,4.0,MINGUELL ALFEREZ M,12 - 3,281,ESP,4:41
Time-Out,,12,3,3,RSA,4.0,,12 - 3,280,RSA,4:40
Turnover foul,7.0,12,3,3,RSA,4.0,RABIE L,12 - 3,253,RSA,4:13
20 sec. exclusion in centre,8.0,12,3,3,RSA,4.0,RODDA N,12 - 3,231,RSA,3:51
Extra player shot - Goal,12.0,13,3,3,RSA,4.0,GUTIERREZ SANTIAGO,13 - 3,229,ESP,3:49
5m shot - Goal,7.0,13,3,4,RSA,4.0,RABIE L,13 - 4,203,RSA,3:23
5m shot - Goal,12.0,14,3,4,RSA,4.0,GUTIERREZ SANTIAGO,14 - 4,177,ESP,2:57
Turnover foul,3.0,14,3,4,RSA,4.0,CARD D,14 - 4,153,RSA,2:33
Steal,13.0,14,3,4,RSA,4.0,MOTOS MARTIN J,14 - 4,153,ESP,2:33
20 sec. exclusion in field,2.0,14,3,4,RSA,4.0,le ROUX E,14 - 4,135,RSA,2:15
Extra player shot - Goal,4.0,15,3,4,RSA,4.0,del TORO M,15 - 4,125,ESP,2:05
Turnover foul,10.0,15,3,4,RSA,4.0,FERNANDEZ MIRANDA,15 - 4,71,ESP,1:11
Steal,12.0,15,3,4,RSA,4.0,OLVER R,15 - 4,71,RSA,1:11
5m shot - Saved,5.0,15,3,4,RSA,4.0,BROWN C,15 - 4,49,RSA,0:49
5m shot - Goal,2.0,16,3,4,RSA,4.0,MUNARRIZ EGANA A,16 - 4,18,ESP,0:18
Starting goalkeeper,1.0,0,4,0,RUS,1.0,LOPEZ PINEDO D,0 - 0,480,ESP,8:00
Starting goalkeeper,13.0,0,4,0,RUS,1.0,STATSENKO V,0 - 0,480,RUS,8:00
Sprint won possession,12.0,0,4,0,RUS,1.0,SHEPELEV R,0 - 0,480,RUS,8:00
20 sec. exclusion in centre,6.0,0,4,0,RUS,1.0,MINGUELL ALFEREZ M,0 - 0,457,ESP,7:37
Extra player shot - Blocked,7.0,0,4,0,RUS,1.0,MERKULOV D,0 - 0,433,RUS,7:13
Turnover foul,9.0,0,4,0,RUS,1.0,TAHULL COMPTE R,0 - 0,405,ESP,6:45
Steal,3.0,0,4,0,RUS,1.0,VASILYEV E,0 - 0,405,RUS,6:45
5m shot - Missed,8.0,0,4,0,RUS,1.0,NAGAEV I,0 - 0,384,RUS,6:24
20 sec. exclusion in field,3.0,0,4,0,RUS,1.0,VASILYEV E,0 - 0,365,RUS,6:05
Extra player shot - Goal,9.0,1,4,0,RUS,1.0,TAHULL COMPTE R,1 - 0,347,ESP,5:47
5m shot - Goal,7.0,1,4,1,RUS,1.0,MERKULOV D,1 - 1,321,RUS,5:21
20 sec. exclusion in centre,9.0,1,4,1,RUS,1.0,SUCHKOV I,1 - 1,298,RUS,4:58
Action shot - Goal,7.0,2,4,1,RUS,1.0,BARROSO MACARRO A,2 - 1,276,ESP,4:36
Turnover foul,8.0,2,4,1,RUS,1.0,NAGAEV I,2 - 1,248,RUS,4:08
Steal,11.0,2,4,1,RUS,1.0,MALLARACH GUELL B,2 - 1,248,ESP,4:08
5m shot - Saved,11.0,2,4,1,RUS,1.0,MALLARACH GUELL B,2 - 1,227,ESP,3:47
5m shot - Post,8.0,2,4,1,RUS,1.0,ESPANOL LIFANTE A,2 - 1,198,ESP,3:18
Penalty foul,12.0,2,4,1,RUS,1.0,GUTIERREZ SANTIAGO,2 - 1,174,ESP,2:54
Penalty shot - Goal,7.0,2,4,2,RUS,1.0,MERKULOV D,2 - 2,174,RUS,2:54
20 sec. exclusion in field,12.0,2,4,2,RUS,1.0,SHEPELEV R,2 - 2,145,RUS,2:25
Extra player shot - Saved,6.0,2,4,2,RUS,1.0,MINGUELL ALFEREZ M,2 - 2,125,ESP,2:05
5m shot - Saved,12.0,2,4,2,RUS,1.0,SHEPELEV R,2 - 2,95,RUS,1:35
Turnover foul,3.0,2,4,2,RUS,1.0,GRANADOS ORTEGA A,2 - 2,68,ESP,1:08
Steal,13.0,2,4,2,RUS,1.0,STATSENKO V,2 - 2,68,RUS,1:08
Turnover foul,4.0,2,4,2,RUS,1.0,DEREVIANKIN N,2 - 2,53,RUS,0:53
5m shot - Blocked,3.0,2,4,2,RUS,1.0,GRANADOS ORTEGA A,2 - 2,35,ESP,0:35
Time-Out,,2,4,2,RUS,1.0,,2 - 2,33,RUS,0:33
20 sec. exclusion in centre,5.0,2,4,2,RUS,1.0,BUSTOS SANCHEZ A,2 - 2,16,ESP,0:16
Extra player shot - Goal,8.0,2,4,3,RUS,1.0,NAGAEV I,2 - 3,7,RUS,0:07
Time-Out,,2,4,3,RUS,1.0,,2 - 3,7,ESP,0:07
5m shot - Blocked,11.0,2,4,3,RUS,1.0,MALLARACH GUELL B,2 - 3,4,ESP,0:04
Starting goalkeeper,1.0,2,4,3,RUS,2.0,LOPEZ PINEDO D,2 - 3,480,ESP,8:00
Starting goalkeeper,13.0,2,4,3,RUS,2.0,STATSENKO V,2 - 3,480,RUS,8:00
Sprint won possession,11.0,2,4,3,RUS,2.0,MALLARACH GUELL B,2 - 3,0,ESP,0:00
Turnover foul,11.0,2,4,3,RUS,2.0,MALLARACH GUELL B,2 - 3,458,ESP,7:38
Steal,10.0,2,4,3,RUS,2.0,KHOLOD D,2 - 3,458,RUS,7:38
20 sec. exclusion in centre,5.0,2,4,3,RUS,2.0,BUSTOS SANCHEZ A,2 - 3,438,ESP,7:18
Extra player shot - Goal,11.0,2,4,4,RUS,2.0,LISUNOV S,2 - 4,425,RUS,7:05
20 sec. exclusion in centre,3.0,2,4,4,RUS,2.0,VASILYEV E,2 - 4,400,RUS,6:40
Extra player shot - Goal,2.0,3,4,4,RUS,2.0,MUNARRIZ EGANA A,3 - 4,382,ESP,6:22
Turnover foul,7.0,3,4,4,RUS,2.0,MERKULOV D,3 - 4,357,RUS,5:57
Steal,10.0,3,4,4,RUS,2.0,FERNANDEZ MIRANDA,3 - 4,357,ESP,5:57
5m shot - Blocked,2.0,3,4,4,RUS,2.0,MUNARRIZ EGANA A,3 - 4,333,ESP,5:33
20 sec. exclusion in centre,4.0,3,4,4,RUS,2.0,del TORO M,3 - 4,310,ESP,5:10
Time-Out,,3,4,4,RUS,2.0,,3 - 4,310,RUS,5:10
Extra player shot - Goal,4.0,3,4,5,RUS,2.0,DEREVIANKIN N,3 - 5,287,RUS,4:47
Turnover foul,9.0,3,4,5,RUS,2.0,TAHULL COMPTE R,3 - 5,258,ESP,4:18
Steal,10.0,3,4,5,RUS,2.0,KHOLOD D,3 - 5,258,RUS,4:18
5m shot - Saved,8.0,3,4,5,RUS,2.0,NAGAEV I,3 - 5,231,RUS,3:51
20 sec. exclusion in field,8.0,3,4,5,RUS,2.0,NAGAEV I,3 - 5,229,RUS,3:49
Time-Out,,3,4,5,RUS,2.0,,3 - 5,229,ESP,3:49
Extra player shot - Goal,6.0,4,4,5,RUS,2.0,MINGUELL ALFEREZ M,4 - 5,217,ESP,3:37
Turnover foul,11.0,4,4,5,RUS,2.0,LISUNOV S,4 - 5,190,RUS,3:10
Action shot - Saved,7.0,4,4,5,RUS,2.0,BARROSO MACARRO A,4 - 5,172,ESP,2:52
5m shot - Saved,2.0,4,4,5,RUS,2.0,MUNARRIZ EGANA A,4 - 5,117,ESP,1:57
5m shot - Post,7.0,4,4,5,RUS,2.0,BARROSO MACARRO A,4 - 5,95,ESP,1:35
5m shot - Saved,2.0,4,4,5,RUS,2.0,LAZAREV N,4 - 5,58,RUS,0:58
Action shot - Missed,6.0,4,4,5,RUS,2.0,MINGUELL ALFEREZ M,4 - 5,43,ESP,0:43
Counter attack - Goal,11.0,4,4,6,RUS,2.0,LISUNOV S,4 - 6,35,RUS,0:35
5m shot - Goal,8.0,4,4,7,RUS,2.0,NAGAEV I,4 - 7,3,RUS,0:03
5m shot - Saved,11.0,4,4,7,RUS,2.0,MALLARACH GUELL B,4 - 7,1,ESP,0:01
Steal,13.0,4,4,7,RUS,4.0,STATSENKO V,4 - 7,34,RUS,0:34
20 sec. exclusion in field,12.0,4,4,7,RUS,4.0,SHEPELEV R,4 - 7,3,RUS,0:03
Starting goalkeeper,1.0,4,4,7,RUS,3.0,LOPEZ PINEDO D,4 - 7,480,ESP,8:00
Starting goalkeeper,13.0,4,4,7,RUS,3.0,STATSENKO V,4 - 7,480,RUS,8:00
Sprint won possession,11.0,4,4,7,RUS,3.0,MALLARACH GUELL B,4 - 7,480,ESP,8:00
Turnover foul,4.0,4,4,7,RUS,3.0,del TORO M,4 - 7,451,ESP,7:31
5m shot - Missed,5.0,4,4,7,RUS,3.0,BUGAYCHUK A,4 - 7,425,RUS,7:05
20 sec. exclusion in centre,6.0,4,4,7,RUS,3.0,ASHAEV A,4 - 7,413,RUS,6:53
Extra player shot - Saved,11.0,4,4,7,RUS,3.0,MALLARACH GUELL B,4 - 7,398,ESP,6:38
Action shot - Saved,11.0,4,4,7,RUS,3.0,MALLARACH GUELL B,4 - 7,386,ESP,6:26
5m shot - Saved,2.0,4,4,7,RUS,3.0,LAZAREV N,4 - 7,357,RUS,5:57
5m shot - Goal,8.0,5,4,7,RUS,3.0,ESPANOL LIFANTE A,5 - 7,326,ESP,5:26
Yellow card,,5,4,7,RUS,3.0,Team Official,5 - 7,326,ESP,5:26
5m shot - Saved,9.0,5,4,7,RUS,3.0,SUCHKOV I,5 - 7,302,RUS,5:02
Centre shot - Goal,11.0,5,4,8,RUS,3.0,LISUNOV S,5 - 8,277,RUS,4:37
Turnover foul,6.0,5,4,8,RUS,3.0,MINGUELL ALFEREZ M,5 - 8,248,ESP,4:08
Steal,13.0,5,4,8,RUS,3.0,STATSENKO V,5 - 8,248,RUS,4:08
Turnover foul,11.0,5,4,8,RUS,3.0,LISUNOV S,5 - 8,227,RUS,3:47
5m shot - Goal,8.0,6,4,8,RUS,3.0,ESPANOL LIFANTE A,6 - 8,205,ESP,3:25
Turnover foul,6.0,6,4,8,RUS,3.0,ASHAEV A,6 - 8,183,RUS,3:03
Steal,8.0,6,4,8,RUS,3.0,ESPANOL LIFANTE A,6 - 8,183,ESP,3:03
Centre shot - Goal,9.0,7,4,8,RUS,3.0,TAHULL COMPTE R,7 - 8,157,ESP,2:37
Time-Out,,7,4,8,RUS,3.0,,7 - 8,157,RUS,2:37
5m shot - Goal,7.0,7,4,9,RUS,3.0,MERKULOV D,7 - 9,135,RUS,2:15
Centre shot - Missed,9.0,7,4,9,RUS,3.0,TAHULL COMPTE R,7 - 9,111,ESP,1:51
5m shot - Missed,7.0,7,4,9,RUS,3.0,MERKULOV D,7 - 9,87,RUS,1:27
Action shot - Missed,8.0,7,4,9,RUS,3.0,ESPANOL LIFANTE A,7 - 9,74,ESP,1:14
20 sec. exclusion in centre,10.0,7,4,9,RUS,3.0,FERNANDEZ MIRANDA,7 - 9,49,ESP,0:49
Extra player shot - Goal,4.0,7,4,10,RUS,3.0,DEREVIANKIN N,7 - 10,32,RUS,0:32
Time-Out,,7,4,10,RUS,3.0,,7 - 10,32,ESP,0:32
5m shot - Post,2.0,7,4,10,RUS,3.0,MUNARRIZ EGANA A,7 - 10,14,ESP,0:14
Turnover foul,5.0,7,4,10,RUS,3.0,BUGAYCHUK A,7 - 10,3,RUS,0:03
5m shot - Saved,6.0,7,4,10,RUS,3.0,MINGUELL ALFEREZ M,7 - 10,1,ESP,0:01
Starting goalkeeper,1.0,7,4,10,RUS,4.0,LOPEZ PINEDO D,7 - 10,480,ESP,8:00
Starting goalkeeper,13.0,7,4,10,RUS,4.0,STATSENKO V,7 - 10,480,RUS,8:00
Sprint won possession,10.0,7,4,10,RUS,4.0,KHOLOD D,7 - 10,480,RUS,8:00
Turnover foul,10.0,7,4,10,RUS,4.0,KHOLOD D,7 - 10,452,RUS,7:32
Steal,2.0,7,4,10,RUS,4.0,MUNARRIZ EGANA A,7 - 10,452,ESP,7:32
5m shot - Blocked,8.0,7,4,10,RUS,4.0,ESPANOL LIFANTE A,7 - 10,431,ESP,7:11
20 sec. exclusion in centre,10.0,7,4,10,RUS,4.0,FERNANDEZ MIRANDA,7 - 10,413,ESP,6:53
Extra player shot - Goal,5.0,7,4,11,RUS,4.0,BUGAYCHUK A,7 - 11,392,RUS,6:32
Turnover foul,11.0,7,4,11,RUS,4.0,MALLARACH GUELL B,7 - 11,365,ESP,6:05
Turnover foul,10.0,7,4,11,RUS,4.0,KHOLOD D,7 - 11,336,RUS,5:36
Steal,3.0,7,4,11,RUS,4.0,GRANADOS ORTEGA A,7 - 11,336,ESP,5:36
20 sec. exclusion in centre,9.0,7,4,11,RUS,4.0,SUCHKOV I,7 - 11,321,RUS,5:21
Extra player shot - Goal,9.0,8,4,11,RUS,4.0,TAHULL COMPTE R,8 - 11,319,ESP,5:19
20 sec. exclusion in field,3.0,8,4,11,RUS,4.0,GRANADOS ORTEGA A,8 - 11,300,ESP,5:00
Extra player shot - Saved,8.0,8,4,11,RUS,4.0,NAGAEV I,8 - 11,279,RUS,4:39
Turnover foul,8.0,8,4,11,RUS,4.0,NAGAEV I,8 - 11,259,RUS,4:19
Steal,10.0,8,4,11,RUS,4.0,FERNANDEZ MIRANDA,8 - 11,259,ESP,4:19
Action shot - Missed,6.0,8,4,11,RUS,4.0,MINGUELL ALFEREZ M,8 - 11,245,ESP,4:05
20 sec. exclusion in centre,8.0,8,4,11,RUS,4.0,ESPANOL LIFANTE A,8 - 11,219,ESP,3:39
Time-Out,,8,4,11,RUS,4.0,,8 - 11,219,RUS,3:39
Action shot - Post,8.0,8,4,11,RUS,4.0,NAGAEV I,8 - 11,187,RUS,3:07
Centre shot - Post,5.0,8,4,11,RUS,4.0,BUSTOS SANCHEZ A,8 - 11,165,ESP,2:45
Turnover foul,8.0,8,4,11,RUS,4.0,NAGAEV I,8 - 11,149,RUS,2:29
5m shot - Goal,10.0,9,4,11,RUS,4.0,FERNANDEZ MIRANDA,9 - 11,132,ESP,2:12
Turnover foul,8.0,9,4,11,RUS,4.0,NAGAEV I,9 - 11,105,RUS,1:45
Time-Out,,9,4,11,RUS,4.0,,9 - 11,105,ESP,1:45
Turnover foul,2.0,9,4,11,RUS,4.0,MUNARRIZ EGANA A,9 - 11,83,ESP,1:23
Steal,12.0,9,4,11,RUS,4.0,SHEPELEV R,9 - 11,83,RUS,1:23
Turnover foul,8.0,9,4,11,RUS,4.0,NAGAEV I,9 - 11,61,RUS,1:01
Turnover foul,9.0,9,4,11,RUS,4.0,TAHULL COMPTE R,9 - 11,34,ESP,0:34
Extra player shot - Goal,9.0,10,4,11,RUS,4.0,TAHULL COMPTE R,10 - 11,1,ESP,0:01
Starting goalkeeper,13.0,0,5,0,KAZ,1.0,SHLEMOV V,0 - 0,480,KAZ,8:00
Starting goalkeeper,13.0,0,5,0,KAZ,1.0,MOTOS MARTIN J,0 - 0,480,ESP,8:00
Sprint won possession,7.0,0,5,0,KAZ,1.0,SHAKENOV M,0 - 0,480,KAZ,8:00
Turnover foul,2.0,0,5,0,KAZ,1.0,MEDVEDEV Y,0 - 0,454,KAZ,7:34
Steal,13.0,0,5,0,KAZ,1.0,MOTOS MARTIN J,0 - 0,454,ESP,7:34
20 sec. exclusion in centre,7.0,0,5,0,KAZ,1.0,SHAKENOV M,0 - 0,432,KAZ,7:12
Action shot - Blocked,11.0,0,5,0,KAZ,1.0,MALLARACH GUELL B,0 - 0,414,ESP,6:54
Action shot - Saved,11.0,0,5,0,KAZ,1.0,MALLARACH GUELL B,0 - 0,404,ESP,6:44
Turnover foul,9.0,0,5,0,KAZ,1.0,UKUMANOV R,0 - 0,380,KAZ,6:20
Steal,3.0,0,5,0,KAZ,1.0,GRANADOS ORTEGA A,0 - 0,380,ESP,6:20
Turnover foul,3.0,0,5,0,KAZ,1.0,GRANADOS ORTEGA A,0 - 0,361,ESP,6:01
Steal,10.0,0,5,0,KAZ,1.0,RUDAY M,0 - 0,361,KAZ,6:01
Turnover foul,9.0,0,5,0,KAZ,1.0,UKUMANOV R,0 - 0,335,KAZ,5:35
Steal,5.0,0,5,0,KAZ,1.0,BUSTOS SANCHEZ A,0 - 0,335,ESP,5:35
5m shot - Goal,7.0,1,5,0,KAZ,1.0,BARROSO MACARRO A,0 - 1,316,ESP,5:16
Turnover foul,4.0,1,5,0,KAZ,1.0,PILIPENKO R,0 - 1,287,KAZ,4:47
Steal,10.0,1,5,0,KAZ,1.0,FERNANDEZ MIRANDA,0 - 1,287,ESP,4:47
Centre shot - Goal,12.0,2,5,0,KAZ,1.0,GUTIERREZ SANTIAGO,0 - 2,267,ESP,4:27
5m shot - Saved,4.0,2,5,0,KAZ,1.0,PILIPENKO R,0 - 2,238,KAZ,3:58
5m shot - Saved,2.0,2,5,0,KAZ,1.0,MUNARRIZ EGANA A,0 - 2,224,ESP,3:44
Turnover foul,12.0,2,5,0,KAZ,1.0,GUTIERREZ SANTIAGO,0 - 2,210,ESP,3:30
Turnover foul,9.0,2,5,0,KAZ,1.0,UKUMANOV R,0 - 2,205,KAZ,3:25
Turnover foul,8.0,2,5,0,KAZ,1.0,ESPANOL LIFANTE A,0 - 2,185,ESP,3:05
5m shot - Post,12.0,2,5,0,KAZ,1.0,TURLYKHANOV B,0 - 2,158,KAZ,2:38
Turnover foul,2.0,2,5,0,KAZ,1.0,MUNARRIZ EGANA A,0 - 2,139,ESP,2:19
Time-Out,,2,5,0,KAZ,1.0,,0 - 2,139,KAZ,2:19
5m shot - Blocked,10.0,2,5,0,KAZ,1.0,RUDAY M,0 - 2,122,KAZ,2:02
Action shot - Goal,4.0,3,5,0,KAZ,1.0,del TORO M,0 - 3,101,ESP,1:41
5m shot - Missed,7.0,3,5,0,KAZ,1.0,SHAKENOV M,0 - 3,80,KAZ,1:20
Counter attack - Goal,10.0,4,5,0,KAZ,1.0,FERNANDEZ MIRANDA,0 - 4,65,ESP,1:05
Action shot - Missed,10.0,4,5,0,KAZ,1.0,RUDAY M,0 - 4,49,KAZ,0:49
Turnover foul,8.0,4,5,0,KAZ,1.0,ESPANOL LIFANTE A,0 - 4,26,ESP,0:26
Steal,13.0,4,5,0,KAZ,1.0,SHLEMOV V,0 - 4,26,KAZ,0:26
Turnover foul,2.0,4,5,0,KAZ,1.0,MEDVEDEV Y,0 - 4,2,KAZ,0:02
Starting goalkeeper,13.0,4,5,0,KAZ,2.0,SHLEMOV V,0 - 4,480,KAZ,8:00
Goalkeeper substitution,13.0,4,5,0,KAZ,2.0,MOTOS MARTIN J,0 - 4,480,ESP,8:00
Sprint won possession,11.0,4,5,0,KAZ,2.0,MALLARACH GUELL B,0 - 4,480,ESP,8:00
Penalty foul,4.0,4,5,0,KAZ,2.0,PILIPENKO R,0 - 4,454,KAZ,7:34
Penalty shot - Goal,8.0,5,5,0,KAZ,2.0,ESPANOL LIFANTE A,0 - 5,454,ESP,7:34
Turnover foul,4.0,5,5,0,KAZ,2.0,PILIPENKO R,0 - 5,431,KAZ,7:11
Steal,12.0,5,5,0,KAZ,2.0,GUTIERREZ SANTIAGO,0 - 5,431,ESP,7:11
5m shot - Blocked,8.0,5,5,0,KAZ,2.0,ESPANOL LIFANTE A,0 - 5,409,ESP,6:49
Action shot - Goal,11.0,6,5,0,KAZ,2.0,MALLARACH GUELL B,0 - 6,388,ESP,6:28
Action shot - Missed,9.0,6,5,0,KAZ,2.0,TAHULL COMPTE R,0 - 6,337,ESP,5:37
20 sec. exclusion in centre,3.0,6,5,0,KAZ,2.0,GRANADOS ORTEGA A,0 - 6,319,ESP,5:19
Time-Out,,6,5,0,KAZ,2.0,,0 - 6,319,KAZ,5:19
Turnover foul,9.0,6,5,0,KAZ,2.0,UKUMANOV R,0 - 6,289,KAZ,4:49
Steal,13.0,6,5,0,KAZ,2.0,MOTOS MARTIN J,0 - 6,289,ESP,4:49
Action shot - Saved,7.0,6,5,0,KAZ,2.0,BARROSO MACARRO A,0 - 6,272,ESP,4:32
5m shot - Missed,9.0,6,5,0,KAZ,2.0,UKUMANOV R,0 - 6,246,KAZ,4:06
Action shot - Goal,9.0,7,5,0,KAZ,2.0,TAHULL COMPTE R,0 - 7,228,ESP,3:48
5m shot - Goal,7.0,7,5,1,KAZ,2.0,SHAKENOV M,1 - 7,211,KAZ,3:31
20 sec. exclusion in field,9.0,7,5,1,KAZ,2.0,UKUMANOV R,1 - 7,189,KAZ,3:09
Action shot - Post,2.0,7,5,1,KAZ,2.0,MUNARRIZ EGANA A,1 - 7,172,ESP,2:52
5m shot - Blocked,7.0,7,5,1,KAZ,2.0,SHAKENOV M,1 - 7,137,KAZ,2:17
Action shot - Post,10.0,7,5,1,KAZ,2.0,RUDAY M,1 - 7,122,KAZ,2:02
5m shot - Goal,2.0,8,5,1,KAZ,2.0,MUNARRIZ EGANA A,1 - 8,104,ESP,1:44
5m shot - Blocked,9.0,8,5,1,KAZ,2.0,UKUMANOV R,1 - 8,81,KAZ,1:21
Turnover foul,12.0,8,5,1,KAZ,2.0,GUTIERREZ SANTIAGO,1 - 8,51,ESP,0:51
Steal,5.0,8,5,1,KAZ,2.0,ALTAYEV A,1 - 8,51,KAZ,0:51
Action shot - Saved,8.0,8,5,1,KAZ,2.0,VERDESH Y,1 - 8,28,KAZ,0:28
Time-Out,,8,5,1,KAZ,2.0,,1 - 8,26,ESP,0:26
Action shot - Goal,9.0,9,5,1,KAZ,2.0,TAHULL COMPTE R,1 - 9,10,ESP,0:10
Starting goalkeeper,13.0,9,5,1,KAZ,3.0,SHLEMOV V,1 - 9,480,KAZ,8:00
Starting goalkeeper,13.0,9,5,1,KAZ,3.0,MOTOS MARTIN J,1 - 9,480,ESP,8:00
Sprint won possession,11.0,9,5,1,KAZ,3.0,MALLARACH GUELL B,1 - 9,480,ESP,8:00
5m shot - Goal,4.0,10,5,1,KAZ,3.0,del TORO M,1 - 10,455,ESP,7:35
20 sec. exclusion in centre,11.0,10,5,1,KAZ,3.0,MALLARACH GUELL B,1 - 10,432,ESP,7:12
Action shot - Saved,2.0,10,5,1,KAZ,3.0,MEDVEDEV Y,1 - 10,410,KAZ,6:50
Turnover foul,9.0,10,5,1,KAZ,3.0,TAHULL COMPTE R,1 - 10,389,ESP,6:29
Action shot - Goal,11.0,10,5,2,KAZ,3.0,MANAFOV R,2 - 10,371,KAZ,6:11
Action shot - Saved,7.0,10,5,2,KAZ,3.0,BARROSO MACARRO A,2 - 10,341,ESP,5:41
Action shot - Saved,6.0,10,5,2,KAZ,3.0,SHMIDER A,2 - 10,320,KAZ,5:20
5m shot - Saved,7.0,10,5,2,KAZ,3.0,SHAKENOV M,2 - 10,291,KAZ,4:51
20 sec. exclusion in centre,8.0,10,5,2,KAZ,3.0,VERDESH Y,2 - 10,266,KAZ,4:26
Action shot - Saved,6.0,10,5,2,KAZ,3.0,MINGUELL ALFEREZ M,2 - 10,254,ESP,4:14
5m shot - Saved,8.0,10,5,2,KAZ,3.0,ESPANOL LIFANTE A,2 - 10,230,ESP,3:50
5m shot - Post,2.0,10,5,2,KAZ,3.0,MEDVEDEV Y,2 - 10,190,KAZ,3:10
Action shot - Saved,7.0,10,5,2,KAZ,3.0,SHAKENOV M,2 - 10,171,KAZ,2:51
20 sec. exclusion in centre,11.0,10,5,2,KAZ,3.0,MANAFOV R,2 - 10,152,KAZ,2:32
Extra player shot - Goal,7.0,11,5,2,KAZ,3.0,BARROSO MACARRO A,2 - 11,133,ESP,2:13
5m shot - Saved,2.0,11,5,2,KAZ,3.0,MEDVEDEV Y,2 - 11,104,KAZ,1:44
Penalty foul,9.0,11,5,2,KAZ,3.0,UKUMANOV R,2 - 11,80,KAZ,1:20
Penalty shot - Saved,3.0,11,5,2,KAZ,3.0,GRANADOS ORTEGA A,2 - 11,80,ESP,1:20
Turnover foul,3.0,11,5,2,KAZ,3.0,SHVEDOV S,2 - 11,59,KAZ,0:59
Steal,3.0,11,5,2,KAZ,3.0,GRANADOS ORTEGA A,2 - 11,59,ESP,0:59
20 sec. exclusion in field,3.0,11,5,2,KAZ,3.0,SHVEDOV S,2 - 11,59,KAZ,0:59
Extra player shot - Goal,10.0,12,5,2,KAZ,3.0,FERNANDEZ MIRANDA,2 - 12,52,ESP,0:52
5m shot - Saved,2.0,12,5,2,KAZ,3.0,MEDVEDEV Y,2 - 12,23,KAZ,0:23
Turnover foul,10.0,12,5,2,KAZ,3.0,FERNANDEZ MIRANDA,2 - 12,5,ESP,0:05
Steal,4.0,12,5,2,KAZ,3.0,PILIPENKO R,2 - 12,5,KAZ,0:05
Starting goalkeeper,1.0,12,5,2,KAZ,4.0,MAKHMETOV M,2 - 12,480,KAZ,8:00
Starting goalkeeper,13.0,12,5,2,KAZ,4.0,MOTOS MARTIN J,2 - 12,480,ESP,8:00
Sprint won possession,3.0,12,5,2,KAZ,4.0,GRANADOS ORTEGA A,2 - 12,480,ESP,8:00
Turnover foul,2.0,12,5,2,KAZ,4.0,MUNARRIZ EGANA A,2 - 12,451,ESP,7:31
Steal,9.0,12,5,2,KAZ,4.0,UKUMANOV R,2 - 12,451,KAZ,7:31
Penalty foul,4.0,12,5,2,KAZ,4.0,del TORO M,2 - 12,427,ESP,7:07
Yellow card,,12,5,2,KAZ,4.0,Team Official,2 - 12,427,KAZ,7:07
Penalty shot - Goal,7.0,12,5,3,KAZ,4.0,SHAKENOV M,3 - 12,427,KAZ,7:07
