Action,Cap,ESP,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
20 sec. exclusion in field,12.0,4,1,6,GRE,3.0,VLACHOPOULOS A,4 - 6,4,GRE,0:04
Starting goalkeeper,1.0,4,1,6,GRE,4.0,LOPEZ PINEDO D,4 - 6,480,ESP,8:00
Starting goalkeeper,1.0,4,1,6,GRE,4.0,FLEGKAS K,4 - 6,480,GRE,8:00
Sprint won possession,2.0,4,1,6,GRE,4.0,GENIDOUNIAS K,4 - 6,480,GRE,8:00
5m shot - Saved,4.0,4,1,6,GRE,4.0,DERVISIS G,4 - 6,453,GRE,7:33
Turnover foul,9.0,4,1,6,GRE,4.0,TAHULL COMPTE R,4 - 6,424,ESP,7:04
Steal,7.0,4,1,6,GRE,4.0,PONTIKEAS K,4 - 6,424,GRE,7:04
20 sec. exclusion in centre,6.0,4,1,6,GRE,4.0,MINGUELL ALFEREZ M,4 - 6,404,ESP,6:44
Extra player shot - Goal,11.0,4,1,7,GRE,4.0,GOUNAS A,4 - 7,386,GRE,6:26
Action shot - Saved,2.0,4,1,7,GRE,4.0,MUNARRIZ EGANA A,4 - 7,355,ESP,5:55
Action shot - Goal,11.0,5,1,7,GRE,4.0,MALLARACH GUELL B,5 - 7,346,ESP,5:46
5m shot - Saved,2.0,5,1,7,GRE,4.0,GENIDOUNIAS K,5 - 7,315,GRE,5:15
20 sec. exclusion in centre,3.0,5,1,7,GRE,4.0,DELAKAS E,5 - 7,296,GRE,4:56
Action shot - Saved,11.0,5,1,7,GRE,4.0,MALLARACH GUELL B,5 - 7,277,ESP,4:37
Action shot - Goal,12.0,6,1,7,GRE,4.0,GUTIERREZ SANTIAGO,6 - 7,273,ESP,4:33
20 sec. exclusion in centre,5.0,6,1,7,GRE,4.0,BUSTOS SANCHEZ A,6 - 7,252,ESP,4:12
Action shot - Saved,12.0,6,1,7,GRE,4.0,VLACHOPOULOS A,6 - 7,231,GRE,3:51
Centre shot - Goal,9.0,7,1,7,GRE,4.0,TAHULL COMPTE R,7 - 7,207,ESP,3:27
Time-Out,,7,1,7,GRE,4.0,,7 - 7,207,GRE,3:27
20 sec. exclusion in field,8.0,7,1,7,GRE,4.0,ESPANOL LIFANTE A,7 - 7,178,ESP,2:58
Extra player shot - Saved,5.0,7,1,7,GRE,4.0,FOUNTOULIS I,7 - 7,154,GRE,2:34
5m shot - Saved,2.0,7,1,7,GRE,4.0,MUNARRIZ EGANA A,7 - 7,134,ESP,2:14
Turnover foul,2.0,7,1,7,GRE,4.0,MUNARRIZ EGANA A,7 - 7,111,ESP,1:51
Steal,5.0,7,1,7,GRE,4.0,FOUNTOULIS I,7 - 7,111,GRE,1:51
20 sec. exclusion in centre,6.0,7,1,7,GRE,4.0,MINGUELL ALFEREZ M,7 - 7,86,ESP,1:26
Extra player shot - Goal,4.0,7,1,8,GRE,4.0,DERVISIS G,7 - 8,80,GRE,1:20
20 sec. exclusion in centre,3.0,7,1,8,GRE,4.0,DELAKAS E,7 - 8,55,GRE,0:55
Exclusion with substitution,3.0,7,1,8,GRE,4.0,DELAKAS E,7 - 8,55,GRE,0:55
Action shot - Saved,2.0,7,1,8,GRE,4.0,MUNARRIZ EGANA A,7 - 8,28,ESP,0:28
Starting goalkeeper,1.0,0,2,0,SRB,1.0,LOPEZ PINEDO D,0 - 0,480,ESP,8:00
Starting goalkeeper,13.0,0,2,0,SRB,1.0,MITROVIC B,0 - 0,480,SRB,8:00
Sprint won possession,3.0,0,2,0,SRB,1.0,RASOVIC V,0 - 0,480,SRB,8:00
5m shot - Blocked,11.0,0,2,0,SRB,1.0,MALLARACH GUELL B,0 - 0,451,ESP,7:31
Turnover foul,11.0,0,2,0,SRB,1.0,PRLAINOVIC A,0 - 0,422,SRB,7:02
Turnover foul,11.0,0,2,0,SRB,1.0,MALLARACH GUELL B,0 - 0,393,ESP,6:33
Turnover foul,9.0,0,2,0,SRB,1.0,JAKSIC N,0 - 0,364,SRB,6:04
5m shot - Saved,6.0,0,2,0,SRB,1.0,MINGUELL ALFEREZ M,0 - 0,335,ESP,5:35
20 sec. exclusion in field,4.0,0,2,0,SRB,1.0,del TORO M,0 - 0,294,ESP,4:54
Turnover foul,11.0,0,2,0,SRB,1.0,MALLARACH GUELL B,0 - 0,265,ESP,4:25
Steal,6.0,0,2,0,SRB,1.0,PIJETLOVIC D,0 - 0,265,SRB,4:25
Turnover foul,9.0,0,2,0,SRB,1.0,TAHULL COMPTE R,0 - 0,238,ESP,3:58
Steal,10.0,0,2,0,SRB,1.0,FILIPOVIC F,0 - 0,238,SRB,3:58
Turnover foul,6.0,0,2,0,SRB,1.0,PIJETLOVIC D,0 - 0,214,SRB,3:34
Steal,6.0,0,2,0,SRB,1.0,MINGUELL ALFEREZ M,0 - 0,214,ESP,3:34
20 sec. exclusion in field,3.0,0,2,0,SRB,1.0,RASOVIC V,0 - 0,193,SRB,3:13
Time-Out,,0,2,0,SRB,1.0,,0 - 0,192,ESP,3:12
Extra player shot - Goal,5.0,1,2,0,SRB,1.0,BUSTOS SANCHEZ A,1 - 0,176,ESP,2:56
20 sec. exclusion in centre,5.0,1,2,0,SRB,1.0,BUSTOS SANCHEZ A,1 - 0,153,ESP,2:33
Action shot - Goal,11.0,1,2,1,SRB,1.0,PRLAINOVIC A,1 - 1,148,SRB,2:28
Turnover foul,6.0,1,2,1,SRB,1.0,MINGUELL ALFEREZ M,1 - 1,125,ESP,2:05
20 sec. exclusion in centre,3.0,1,2,1,SRB,1.0,GRANADOS ORTEGA A,1 - 1,108,ESP,1:48
Extra player shot - Goal,11.0,1,2,2,SRB,1.0,PRLAINOVIC A,1 - 2,106,SRB,1:46
Goalkeeper substitution,13.0,1,2,2,SRB,1.0,MOTOS MARTIN J,1 - 2,97,ESP,1:37
Goalkeeper substitution,1.0,1,2,2,SRB,1.0,LOPEZ PINEDO D,1 - 2,97,ESP,1:37
Centre shot - Saved,9.0,1,2,2,SRB,1.0,TAHULL COMPTE R,1 - 2,97,ESP,1:37
Time-Out,,1,2,2,SRB,1.0,,1 - 2,87,SRB,1:27
Penalty shot - Goal,10.0,1,2,3,SRB,1.0,FILIPOVIC F,1 - 3,69,SRB,1:09
20 sec. exclusion in centre,4.0,1,2,3,SRB,1.0,del TORO M,1 - 3,69,ESP,1:09
20 sec. exclusion in centre,9.0,1,2,3,SRB,1.0,JAKSIC N,1 - 3,50,SRB,0:50
20 sec. exclusion in field,6.0,1,2,3,SRB,1.0,PIJETLOVIC D,1 - 3,27,SRB,0:27
Centre shot - Blocked,6.0,1,2,3,SRB,1.0,MINGUELL ALFEREZ M,1 - 3,13,ESP,0:13
Centre shot - Blocked,6.0,1,2,3,SRB,1.0,MINGUELL ALFEREZ M,1 - 3,3,ESP,0:03
Starting goalkeeper,1.0,1,2,3,SRB,2.0,LOPEZ PINEDO D,1 - 3,480,ESP,8:00
Starting goalkeeper,13.0,1,2,3,SRB,2.0,MITROVIC B,1 - 3,480,SRB,8:00
Starting goalkeeper,1.0,1,2,3,SRB,2.0,LOPEZ PINEDO D,1 - 3,480,ESP,8:00
Starting goalkeeper,13.0,1,2,3,SRB,2.0,MITROVIC B,1 - 3,480,SRB,8:00
Sprint won possession,11.0,1,2,3,SRB,2.0,PRLAINOVIC A,1 - 3,480,SRB,8:00
20 sec. exclusion in centre,9.0,1,2,3,SRB,2.0,TAHULL COMPTE R,1 - 3,458,ESP,7:38
Extra player shot - Goal,7.0,1,2,4,SRB,2.0,UBOVIC N,1 - 4,439,SRB,7:19
Turnover foul,4.0,1,2,4,SRB,2.0,del TORO M,1 - 4,411,ESP,6:51
Turnover foul,9.0,1,2,4,SRB,2.0,JAKSIC N,1 - 4,382,SRB,6:22
Turnover foul,5.0,1,2,4,SRB,2.0,BUSTOS SANCHEZ A,1 - 4,358,ESP,5:58
Centre shot - Goal,2.0,1,2,5,SRB,2.0,MANDIC D,1 - 5,329,SRB,5:29
Turnover foul,6.0,1,2,5,SRB,2.0,MINGUELL ALFEREZ M,1 - 5,302,ESP,5:02
Steal,6.0,1,2,5,SRB,2.0,PIJETLOVIC D,1 - 5,302,SRB,5:02
5m shot - Saved,11.0,1,2,5,SRB,2.0,PRLAINOVIC A,1 - 5,273,SRB,4:33
5m shot - Saved,6.0,1,2,5,SRB,2.0,MINGUELL ALFEREZ M,1 - 5,244,ESP,4:04
5m shot - Blocked,10.0,1,2,5,SRB,2.0,FILIPOVIC F,1 - 5,215,SRB,3:35
20 sec. exclusion in centre,10.0,1,2,5,SRB,2.0,FILIPOVIC F,1 - 5,195,SRB,3:15
Time-Out,,1,2,5,SRB,2.0,,1 - 5,195,ESP,3:15
Extra player shot - Blocked,2.0,1,2,5,SRB,2.0,MUNARRIZ EGANA A,1 - 5,171,ESP,2:51
5m shot - Saved,4.0,1,2,5,SRB,2.0,RANDELOVIC S,1 - 5,141,SRB,2:21
5m shot - Saved,11.0,1,2,5,SRB,2.0,MALLARACH GUELL B,1 - 5,115,ESP,1:55
20 sec. exclusion in centre,2.0,1,2,5,SRB,2.0,MUNARRIZ EGANA A,1 - 5,93,ESP,1:33
Time-Out,,1,2,5,SRB,2.0,,1 - 5,93,SRB,1:33
5m shot - Saved,10.0,1,2,5,SRB,2.0,FILIPOVIC F,1 - 5,73,SRB,1:13
Action shot - Blocked,5.0,1,2,5,SRB,2.0,BUSTOS SANCHEZ A,1 - 5,44,ESP,0:44
Turnover foul,9.0,1,2,5,SRB,2.0,JAKSIC N,1 - 5,29,SRB,0:29
Steal,9.0,1,2,5,SRB,2.0,TAHULL COMPTE R,1 - 5,29,ESP,0:29
20 sec. exclusion in centre,3.0,1,2,5,SRB,2.0,RASOVIC V,1 - 5,13,SRB,0:13
Steal,2.0,1,2,5,SRB,4.0,MANDIC D,1 - 5,74,SRB,1:14
Counter attack - Saved,7.0,1,2,5,SRB,4.0,UBOVIC N,1 - 5,64,SRB,1:04
5m shot - Saved,7.0,1,2,5,SRB,4.0,BARROSO MACARRO A,1 - 5,38,ESP,0:38
Turnover foul,9.0,1,2,5,SRB,4.0,JAKSIC N,1 - 5,22,SRB,0:22
Action shot - Blocked,5.0,1,2,5,SRB,2.0,BUSTOS SANCHEZ A,1 - 5,1,ESP,0:01
Starting goalkeeper,1.0,1,2,5,SRB,3.0,LOPEZ PINEDO D,1 - 5,480,ESP,8:00
Starting goalkeeper,13.0,1,2,5,SRB,3.0,MITROVIC B,1 - 5,480,SRB,8:00
Sprint won possession,3.0,1,2,5,SRB,3.0,GRANADOS ORTEGA A,1 - 5,480,ESP,8:00
20 sec. exclusion in field,7.0,1,2,5,SRB,3.0,UBOVIC N,1 - 5,453,SRB,7:33
Action shot - Goal,8.0,2,2,5,SRB,3.0,ESPANOL LIFANTE A,2 - 5,432,ESP,7:12
20 sec. exclusion in field,8.0,2,2,5,SRB,3.0,ESPANOL LIFANTE A,2 - 5,418,ESP,6:58
Extra player shot - Goal,8.0,2,2,6,SRB,3.0,ALEKSIC M,2 - 6,403,SRB,6:43
20 sec. exclusion in centre,4.0,2,2,6,SRB,3.0,RANDELOVIC S,2 - 6,383,SRB,6:23
Extra player shot - Goal,11.0,3,2,6,SRB,3.0,MALLARACH GUELL B,3 - 6,374,ESP,6:14
20 sec. exclusion in centre,5.0,3,2,6,SRB,3.0,BUSTOS SANCHEZ A,3 - 6,350,ESP,5:50
Extra player shot - Goal,10.0,3,2,7,SRB,3.0,FILIPOVIC F,3 - 7,337,SRB,5:37
5m shot - Post,9.0,3,2,7,SRB,3.0,JAKSIC N,3 - 7,291,SRB,4:51
Turnover foul,4.0,3,2,7,SRB,3.0,del TORO M,3 - 7,265,ESP,4:25
Steal,7.0,3,2,7,SRB,3.0,UBOVIC N,3 - 7,265,SRB,4:25
5m shot - Missed,9.0,3,2,7,SRB,3.0,JAKSIC N,3 - 7,239,SRB,3:59
5m shot - Post,11.0,3,2,7,SRB,3.0,MALLARACH GUELL B,3 - 7,216,ESP,3:36
5m shot - Post,10.0,3,2,7,SRB,3.0,FILIPOVIC F,3 - 7,200,SRB,3:20
Time-Out,,3,2,7,SRB,3.0,,3 - 7,198,ESP,3:18
Turnover foul,11.0,3,2,7,SRB,3.0,MALLARACH GUELL B,3 - 7,181,ESP,3:01
Steal,9.0,3,2,7,SRB,3.0,JAKSIC N,3 - 7,181,SRB,3:01
20 sec. exclusion in centre,6.0,3,2,7,SRB,3.0,MINGUELL ALFEREZ M,3 - 7,164,ESP,2:44
Action shot - Goal,12.0,3,2,8,SRB,3.0,MITORVIC S,3 - 8,161,SRB,2:41
20 sec. exclusion in field,11.0,3,2,8,SRB,3.0,PRLAINOVIC A,3 - 8,139,SRB,2:19
Extra player shot - Saved,2.0,3,2,8,SRB,3.0,MUNARRIZ EGANA A,3 - 8,127,ESP,2:07
Turnover foul,9.0,3,2,8,SRB,3.0,JAKSIC N,3 - 8,103,SRB,1:43
Steal,12.0,3,2,8,SRB,3.0,GUTIERREZ SANTIAGO,3 - 8,103,ESP,1:43
20 sec. exclusion in centre,12.0,3,2,8,SRB,3.0,MITORVIC S,3 - 8,80,SRB,1:20
Action shot - Blocked,6.0,3,2,8,SRB,3.0,MINGUELL ALFEREZ M,3 - 8,65,ESP,1:05
Time-Out,,3,2,8,SRB,3.0,,3 - 8,65,SRB,1:05
5m shot - Saved,8.0,3,2,8,SRB,3.0,ALEKSIC M,3 - 8,40,SRB,0:40
Turnover foul,6.0,3,2,8,SRB,3.0,MINGUELL ALFEREZ M,3 - 8,17,ESP,0:17
Steal,8.0,3,2,8,SRB,3.0,ALEKSIC M,3 - 8,17,SRB,0:17
5m shot - Post,3.0,3,2,8,SRB,3.0,RASOVIC V,3 - 8,1,SRB,0:01
Starting goalkeeper,1.0,3,2,8,SRB,4.0,LOPEZ PINEDO D,3 - 8,480,ESP,8:00
Starting goalkeeper,13.0,3,2,8,SRB,4.0,MITROVIC B,3 - 8,480,SRB,8:00
Sprint won possession,3.0,3,2,8,SRB,4.0,RASOVIC V,3 - 8,480,SRB,8:00
Turnover foul,6.0,3,2,8,SRB,4.0,PIJETLOVIC D,3 - 8,465,SRB,7:45
Steal,8.0,3,2,8,SRB,4.0,ESPANOL LIFANTE A,3 - 8,465,ESP,7:45
5m shot - Blocked,8.0,3,2,8,SRB,4.0,ESPANOL LIFANTE A,3 - 8,442,ESP,7:22
20 sec. exclusion in centre,3.0,3,2,8,SRB,4.0,RASOVIC V,3 - 8,438,SRB,7:18
Exclusion with substitution,3.0,3,2,8,SRB,4.0,RASOVIC V,3 - 8,438,SRB,7:18
20 sec. exclusion in field,6.0,3,2,8,SRB,4.0,MINGUELL ALFEREZ M,3 - 8,422,ESP,7:02
Extra player shot - Goal,6.0,3,2,9,SRB,4.0,PIJETLOVIC D,3 - 9,415,SRB,6:55
5m shot - Missed,4.0,3,2,9,SRB,4.0,del TORO M,3 - 9,388,ESP,6:28
5m shot - Saved,8.0,3,2,9,SRB,4.0,ALEKSIC M,3 - 9,364,SRB,6:04
Turnover foul,8.0,3,2,9,SRB,4.0,ALEKSIC M,3 - 9,334,SRB,5:34
Steal,2.0,3,2,9,SRB,4.0,MUNARRIZ EGANA A,3 - 9,334,ESP,5:34
Action shot - Goal,7.0,4,2,9,SRB,4.0,BARROSO MACARRO A,4 - 9,311,ESP,5:11
Centre shot - Goal,7.0,4,2,10,SRB,4.0,UBOVIC N,4 - 10,298,SRB,4:58
Turnover foul,12.0,4,2,10,SRB,4.0,GUTIERREZ SANTIAGO,4 - 10,267,ESP,4:27
Steal,4.0,4,2,10,SRB,4.0,RANDELOVIC S,4 - 10,267,SRB,4:27
5m shot - Post,12.0,4,2,10,SRB,4.0,MITORVIC S,4 - 10,240,SRB,4:00
20 sec. exclusion in centre,11.0,4,2,10,SRB,4.0,MALLARACH GUELL B,4 - 10,227,ESP,3:47
Extra player shot - Goal,5.0,4,2,11,SRB,4.0,CUK M,4 - 11,217,SRB,3:37
20 sec. exclusion in centre,9.0,4,2,11,SRB,4.0,JAKSIC N,4 - 11,198,SRB,3:18
Extra player shot - Saved,3.0,4,2,11,SRB,4.0,GRANADOS ORTEGA A,4 - 11,177,ESP,2:57
5m shot - Saved,4.0,4,2,11,SRB,4.0,RANDELOVIC S,4 - 11,151,SRB,2:31
Action shot - Blocked,2.0,4,2,11,SRB,4.0,MUNARRIZ EGANA A,4 - 11,122,ESP,2:02
5m shot - Saved,9.0,4,2,11,SRB,4.0,JAKSIC N,4 - 11,92,SRB,1:32
Turnover foul,3.0,4,2,11,SRB,4.0,GRANADOS ORTEGA A,4 - 11,74,ESP,1:14
Steal,5.0,4,2,11,SRB,4.0,BUSTOS SANCHEZ A,4 - 11,22,ESP,0:22
20 sec. exclusion in field,9.0,4,2,11,SRB,4.0,JAKSIC N,4 - 11,20,SRB,0:20
Exclusion with substitution,9.0,4,2,11,SRB,4.0,JAKSIC N,4 - 11,20,SRB,0:20
Extra player shot - Goal,5.0,5,2,11,SRB,4.0,BUSTOS SANCHEZ A,5 - 11,5,ESP,0:05
Starting goalkeeper,13.0,0,3,0,RSA,1.0,MOTOS MARTIN J,0 - 0,480,ESP,8:00
Starting goalkeeper,1.0,0,3,0,RSA,1.0,LEWIS J,0 - 0,480,RSA,8:00
Sprint won possession,11.0,0,3,0,RSA,1.0,MOLYNEUX N,0 - 0,480,RSA,8:00
Turnover foul,3.0,0,3,0,RSA,1.0,CARD D,0 - 0,451,RSA,7:31
Steal,13.0,0,3,0,RSA,1.0,MOTOS MARTIN J,0 - 0,451,ESP,7:31
Action shot - Goal,11.0,1,3,0,RSA,1.0,MALLARACH GUELL B,1 - 0,437,ESP,7:17
Turnover foul,3.0,1,3,0,RSA,1.0,CARD D,1 - 0,405,RSA,6:45
Steal,13.0,1,3,0,RSA,1.0,MOTOS MARTIN J,1 - 0,405,ESP,6:45
20 sec. exclusion in centre,5.0,1,3,0,RSA,1.0,BROWN C,1 - 0,382,RSA,6:22
Extra player shot - Goal,2.0,2,3,0,RSA,1.0,MUNARRIZ EGANA A,2 - 0,362,ESP,6:02
20 sec. exclusion in centre,2.0,2,3,0,RSA,1.0,MUNARRIZ EGANA A,2 - 0,346,ESP,5:46
Extra player shot - Blocked,2.0,2,3,0,RSA,1.0,le ROUX E,2 - 0,331,RSA,5:31
Action shot - Saved,5.0,2,3,0,RSA,1.0,BUSTOS SANCHEZ A,2 - 0,313,ESP,5:13
Counter attack - Saved,6.0,2,3,0,RSA,1.0,MINGUELL ALFEREZ M,2 - 0,275,ESP,4:35
5m shot - Missed,11.0,2,3,0,RSA,1.0,MOLYNEUX N,2 - 0,245,RSA,4:05
Action shot - Saved,11.0,2,3,0,RSA,1.0,MALLARACH GUELL B,2 - 0,218,ESP,3:38
Time-Out,,2,3,0,RSA,1.0,,2 - 0,217,RSA,3:37
Centre shot - Goal,3.0,2,3,1,RSA,1.0,CARD D,2 - 1,200,RSA,3:20
Turnover foul,4.0,2,3,1,RSA,1.0,del TORO M,2 - 1,173,ESP,2:53
Steal,10.0,2,3,1,RSA,1.0,le ROUX P,2 - 1,173,RSA,2:53
5m shot - Blocked,2.0,2,3,1,RSA,1.0,le ROUX E,2 - 1,143,RSA,2:23
Action shot - Goal,5.0,2,3,2,RSA,1.0,BROWN C,2 - 2,120,RSA,2:00
20 sec. exclusion in field,6.0,2,3,2,RSA,1.0,de CARVALHO J,2 - 2,98,RSA,1:38
Extra player shot - Saved,4.0,2,3,2,RSA,1.0,del TORO M,2 - 2,84,ESP,1:24
Extra player shot - Goal,9.0,3,3,2,RSA,1.0,TAHULL COMPTE R,3 - 2,78,ESP,1:18
Turnover foul,11.0,3,3,2,RSA,1.0,MOLYNEUX N,3 - 2,50,RSA,0:50
Steal,7.0,3,3,2,RSA,1.0,BARROSO MACARRO A,3 - 2,50,ESP,0:50
20 sec. exclusion in field,4.0,3,3,2,RSA,1.0,BADENHORST N,3 - 2,29,RSA,0:29
Extra player shot - Saved,7.0,3,3,2,RSA,1.0,BARROSO MACARRO A,3 - 2,10,ESP,0:10
5m shot - Saved,6.0,3,3,2,RSA,1.0,de CARVALHO J,3 - 2,1,RSA,0:01
Starting goalkeeper,13.0,3,3,2,RSA,2.0,MOTOS MARTIN J,3 - 2,480,ESP,8:00
Starting goalkeeper,1.0,3,3,2,RSA,2.0,LEWIS J,3 - 2,480,RSA,8:00
Sprint won possession,3.0,3,3,2,RSA,2.0,GRANADOS ORTEGA A,3 - 2,480,ESP,8:00
Action shot - Missed,9.0,3,3,2,RSA,2.0,TAHULL COMPTE R,3 - 2,451,ESP,7:31
5m shot - Missed,6.0,3,3,2,RSA,2.0,de CARVALHO J,3 - 2,422,RSA,7:02
Turnover foul,9.0,3,3,2,RSA,2.0,TAHULL COMPTE R,3 - 2,393,ESP,6:33
Steal,7.0,3,3,2,RSA,2.0,RABIE L,3 - 2,393,RSA,6:33
Action shot - Missed,6.0,3,3,2,RSA,2.0,de CARVALHO J,3 - 2,362,RSA,6:02
Centre shot - Missed,2.0,3,3,2,RSA,2.0,MUNARRIZ EGANA A,3 - 2,343,ESP,5:43
Turnover foul,12.0,3,3,2,RSA,2.0,OLVER R,3 - 2,314,RSA,5:14
Turnover foul,11.0,3,3,2,RSA,2.0,MALLARACH GUELL B,3 - 2,288,ESP,4:48
Steal,1.0,3,3,2,RSA,2.0,LEWIS J,3 - 2,288,RSA,4:48
Time-Out,,3,3,2,RSA,2.0,,3 - 2,288,RSA,4:48
5m shot - Saved,2.0,3,3,2,RSA,2.0,le ROUX E,3 - 2,259,RSA,4:19
Centre shot - Saved,3.0,3,3,2,RSA,2.0,CARD D,3 - 2,231,RSA,3:51
Action shot - Post,4.0,3,3,2,RSA,2.0,del TORO M,3 - 2,212,ESP,3:32
20 sec. exclusion in field,5.0,3,3,2,RSA,2.0,BROWN C,3 - 2,192,RSA,3:12
Extra player shot - Post,6.0,3,3,2,RSA,2.0,MINGUELL ALFEREZ M,3 - 2,182,ESP,3:02
Action shot - Goal,8.0,4,3,2,RSA,2.0,ESPANOL LIFANTE A,4 - 2,171,ESP,2:51
Action shot - Post,2.0,4,3,2,RSA,2.0,le ROUX E,4 - 2,142,RSA,2:22
5m shot - Missed,8.0,4,3,2,RSA,2.0,ESPANOL LIFANTE A,4 - 2,113,ESP,1:53
Action shot - Missed,10.0,4,3,2,RSA,2.0,le ROUX P,4 - 2,90,RSA,1:30
Counter attack - Saved,10.0,4,3,2,RSA,2.0,FERNANDEZ MIRANDA,4 - 2,75,ESP,1:15
Action shot - Saved,12.0,4,3,2,RSA,2.0,GUTIERREZ SANTIAGO,4 - 2,55,ESP,0:55
Turnover foul,2.0,4,3,2,RSA,2.0,le ROUX E,4 - 2,29,RSA,0:29
Steal,8.0,4,3,2,RSA,2.0,ESPANOL LIFANTE A,4 - 2,29,ESP,0:29
Time-Out,,4,3,2,RSA,2.0,,4 - 2,14,ESP,0:14
Action shot - Saved,2.0,4,3,2,RSA,2.0,MUNARRIZ EGANA A,4 - 2,3,ESP,0:03
Starting goalkeeper,13.0,4,3,2,RSA,3.0,MOTOS MARTIN J,4 - 2,480,ESP,8:00
Starting goalkeeper,1.0,4,3,2,RSA,3.0,LEWIS J,4 - 2,480,RSA,8:00
Sprint won possession,11.0,4,3,2,RSA,3.0,MALLARACH GUELL B,4 - 2,480,ESP,8:00
5m shot - Saved,2.0,4,3,2,RSA,3.0,MUNARRIZ EGANA A,4 - 2,451,ESP,7:31
Turnover foul,8.0,4,3,2,RSA,3.0,RODDA N,4 - 2,422,RSA,7:02
Steal,13.0,4,3,2,RSA,3.0,MOTOS MARTIN J,4 - 2,422,ESP,7:02
20 sec. exclusion in field,7.0,4,3,2,RSA,3.0,RABIE L,4 - 2,397,RSA,6:37
Extra player shot - Saved,9.0,4,3,2,RSA,3.0,TAHULL COMPTE R,4 - 2,394,ESP,6:34
Extra player shot - Goal,8.0,5,3,2,RSA,3.0,ESPANOL LIFANTE A,5 - 2,387,ESP,6:27
20 sec. exclusion in field,6.0,5,3,2,RSA,3.0,MINGUELL ALFEREZ M,5 - 2,368,ESP,6:08
Extra player shot - Blocked,5.0,5,3,2,RSA,3.0,BROWN C,5 - 2,350,RSA,5:50
20 sec. exclusion in field,12.0,5,3,2,RSA,3.0,GUTIERREZ SANTIAGO,5 - 2,331,ESP,5:31
Action shot - Saved,11.0,5,3,2,RSA,3.0,MOLYNEUX N,5 - 2,306,RSA,5:06
Action shot - Missed,5.0,5,3,2,RSA,3.0,BUSTOS SANCHEZ A,5 - 2,279,ESP,4:39
Action shot - Goal,8.0,6,3,2,RSA,3.0,ESPANOL LIFANTE A,6 - 2,235,ESP,3:55
Time-Out,,6,3,2,RSA,3.0,,6 - 2,235,RSA,3:55
Turnover foul,7.0,6,3,2,RSA,3.0,RABIE L,6 - 2,219,RSA,3:39
Steal,13.0,6,3,2,RSA,3.0,MOTOS MARTIN J,6 - 2,219,ESP,3:39
Action shot - Goal,10.0,7,3,2,RSA,3.0,FERNANDEZ MIRANDA,7 - 2,202,ESP,3:22
Action shot - Saved,2.0,7,3,2,RSA,3.0,le ROUX E,7 - 2,181,RSA,3:01
Turnover foul,7.0,7,3,2,RSA,3.0,RABIE L,7 - 2,167,RSA,2:47
Counter attack - Goal,3.0,8,3,2,RSA,3.0,GRANADOS ORTEGA A,8 - 2,164,ESP,2:44
20 sec. exclusion in field,3.0,8,3,2,RSA,3.0,GRANADOS ORTEGA A,8 - 2,142,ESP,2:22
Extra player shot - Blocked,2.0,8,3,2,RSA,3.0,le ROUX E,8 - 2,115,RSA,1:55
Action shot - Goal,8.0,8,3,3,RSA,3.0,RODDA N,8 - 3,114,RSA,1:54
Action shot - Saved,12.0,8,3,3,RSA,3.0,GUTIERREZ SANTIAGO,8 - 3,88,ESP,1:28
Centre shot - Goal,12.0,9,3,3,RSA,3.0,GUTIERREZ SANTIAGO,9 - 3,53,ESP,0:53
20 sec. exclusion in centre,10.0,9,3,3,RSA,3.0,le ROUX P,9 - 3,1,RSA,0:01
Extra player shot - Goal,9.0,10,3,3,RSA,3.0,TAHULL COMPTE R,10 - 3,1,ESP,0:01
Starting goalkeeper,13.0,10,3,3,RSA,4.0,MOTOS MARTIN J,10 - 3,480,ESP,8:00
Starting goalkeeper,13.0,10,3,3,RSA,4.0,MTHEMBU T,10 - 3,480,RSA,8:00
Sprint won possession,11.0,10,3,3,RSA,4.0,MALLARACH GUELL B,10 - 3,480,ESP,8:00
5m shot - Goal,11.0,11,3,3,RSA,4.0,MALLARACH GUELL B,11 - 3,454,ESP,7:34
Turnover foul,6.0,11,3,3,RSA,4.0,de CARVALHO J,11 - 3,425,RSA,7:05
Steal,8.0,11,3,3,RSA,4.0,ESPANOL LIFANTE A,11 - 3,425,ESP,7:05
Counter attack - Goal,11.0,12,3,3,RSA,4.0,MALLARACH GUELL B,12 - 3,416,ESP,6:56
5m shot - Missed,6.0,12,3,3,RSA,4.0,de CARVALHO J,12 - 3,394,RSA,6:34
Turnover foul,7.0,12,3,3,RSA,4.0,BARROSO MACARRO A,12 - 3,379,ESP,6:19
Steal,11.0,12,3,3,RSA,4.0,MOLYNEUX N,12 - 3,379,RSA,6:19
Turnover foul,6.0,12,3,3,RSA,4.0,de CARVALHO J,12 - 3,368,RSA,6:08
Steal,11.0,12,3,3,RSA,4.0,MALLARACH GUELL B,12 - 3,368,ESP,6:08
Action shot - Saved,7.0,12,3,3,RSA,4.0,BARROSO MACARRO A,12 - 3,347,ESP,5:47
20 sec. exclusion in field,6.0,12,3,3,RSA,4.0,de CARVALHO J,12 - 3,333,RSA,5:33
Turnover foul,7.0,12,3,3,RSA,4.0,BARROSO MACARRO A,12 - 3,325,ESP,5:25
Steal,10.0,12,3,3,RSA,4.0,le ROUX P,12 - 3,325,RSA,5:25
