Action,Cap,Game,Opponent,Opponent name,Period,Player,RSA,Score,Seconds,Team,Time
Time-Out,,1,17,USA,3.0,,2,2 - 17,147,RSA,2:27
Turnover foul,11.0,1,17,USA,3.0,BARRETT N,2,2 - 17,120,RSA,2:00
Steal,8.0,1,17,USA,3.0,NEUSHUL K,2,2 - 17,120,USA,2:00
20 sec. exclusion in centre,12.0,1,17,USA,3.0,WHITE K,2,2 - 17,100,RSA,1:40
20 sec. exclusion in centre,7.0,1,17,USA,3.0,WESSELS C,2,2 - 17,93,RSA,1:33
Action shot - Post,11.0,1,17,USA,3.0,FISCHER M,2,2 - 17,80,USA,1:20
Extra player shot - Goal,9.0,1,18,USA,3.0,FISCHER A,2,2 - 18,72,USA,1:12
Centre shot - Saved,4.0,1,18,USA,3.0,FATTAL R,2,2 - 18,26,USA,0:26
Starting goalkeeper,13.0,1,18,USA,4.0,NIXON L,2,2 - 18,480,RSA,8:00
Starting goalkeeper,13.0,1,18,USA,4.0,LONGAN A,2,2 - 18,480,USA,8:00
Sprint won possession,6.0,1,18,USA,4.0,HALLENDORFF A,2,2 - 18,480,RSA,8:00
Turnover foul,2.0,1,18,USA,4.0,PENNEY A,2,2 - 18,454,RSA,7:34
Turnover foul,2.0,1,18,USA,4.0,PENNEY A,2,2 - 18,437,RSA,7:17
Action shot - Goal,10.0,1,19,USA,4.0,NEUSHUL J,2,2 - 19,437,USA,7:17
Action shot - Post,11.0,1,19,USA,4.0,FISCHER M,2,2 - 19,409,USA,6:49
Turnover foul,2.0,1,19,USA,4.0,PENNEY A,2,2 - 19,382,RSA,6:22
Action shot - Goal,8.0,1,20,USA,4.0,NEUSHUL K,2,2 - 20,371,USA,6:11
Turnover foul,6.0,1,20,USA,4.0,HALLENDORFF A,2,2 - 20,345,RSA,5:45
Steal,13.0,1,20,USA,4.0,LONGAN A,2,2 - 20,345,USA,5:45
Action shot - Goal,3.0,1,21,USA,4.0,SEIDEMANN M,2,2 - 21,335,USA,5:35
5m shot - Missed,7.0,1,21,USA,4.0,WESSELS C,2,2 - 21,306,RSA,5:06
Action shot - Goal,10.0,1,22,USA,4.0,NEUSHUL J,2,2 - 22,277,USA,4:37
Turnover foul,7.0,1,22,USA,4.0,WESSELS C,2,2 - 22,263,RSA,4:23
Steal,10.0,1,22,USA,4.0,NEUSHUL J,2,2 - 22,263,USA,4:23
Turnover foul,10.0,1,22,USA,4.0,NEUSHUL J,2,2 - 22,244,USA,4:04
Steal,7.0,1,22,USA,4.0,WESSELS C,2,2 - 22,244,RSA,4:04
5m shot - Missed,10.0,1,22,USA,4.0,NEUSHUL J,2,2 - 22,193,USA,3:13
Turnover foul,7.0,1,22,USA,4.0,WESSELS C,2,2 - 22,163,RSA,2:43
20 sec. exclusion in centre,12.0,1,22,USA,4.0,WHITE K,2,2 - 22,138,RSA,2:18
Extra player shot - Goal,5.0,1,23,USA,4.0,HAUSCHILD P,2,2 - 23,125,USA,2:05
Action shot - Saved,2.0,1,23,USA,4.0,PENNEY A,2,2 - 23,94,RSA,1:34
Turnover foul,5.0,1,23,USA,4.0,HAUSCHILD P,2,2 - 23,67,USA,1:07
Turnover foul,2.0,1,23,USA,4.0,PENNEY A,2,2 - 23,57,RSA,0:57
Action shot - Goal,9.0,1,24,USA,4.0,FISCHER A,2,2 - 24,49,USA,0:49
Starting goalkeeper,1.0,2,0,NZL,1.0,MILICICH J,0,0 - 0,480,NZL,8:00
Starting goalkeeper,1.0,2,0,NZL,1.0,THOMAS R,0,0 - 0,480,RSA,8:00
Sprint won possession,6.0,2,0,NZL,1.0,HALLENDORFF A,0,0 - 0,480,RSA,8:00
20 sec. exclusion in centre,3.0,2,0,NZL,1.0,PALEY K,0,0 - 0,454,RSA,7:34
Turnover foul,3.0,2,0,NZL,1.0,PALEY K,0,0 - 0,452,RSA,7:32
Extra player shot - Saved,3.0,2,0,NZL,1.0,MASON K,0,0 - 0,426,NZL,7:06
20 sec. exclusion in field,2.0,2,0,NZL,1.0,PENNEY A,0,0 - 0,383,RSA,6:23
5m shot - Goal,12.0,2,1,NZL,1.0,PYE B,0,1 - 0,377,NZL,6:17
Turnover foul,8.0,2,1,NZL,1.0,KEEVY A,0,1 - 0,364,RSA,6:04
Steal,11.0,2,1,NZL,1.0,HUDSON K,0,1 - 0,364,NZL,6:04
Turnover foul,5.0,2,1,NZL,1.0,BOYD A,0,1 - 0,353,NZL,5:53
Steal,11.0,2,1,NZL,1.0,BARRETT N,0,1 - 0,353,RSA,5:53
Turnover foul,11.0,2,1,NZL,1.0,BARRETT N,0,1 - 0,327,RSA,5:27
Steal,1.0,2,1,NZL,1.0,MILICICH J,0,1 - 0,327,NZL,5:27
Action shot - Goal,11.0,2,2,NZL,1.0,HUDSON K,0,2 - 0,318,NZL,5:18
Action shot - Saved,11.0,2,2,NZL,1.0,BARRETT N,0,2 - 0,293,RSA,4:53
5m shot - Goal,6.0,2,2,NZL,1.0,HALLENDORFF A,1,2 - 1,261,RSA,4:21
20 sec. exclusion in centre,11.0,2,2,NZL,1.0,BARRETT N,1,2 - 1,241,RSA,4:01
Turnover foul,12.0,2,2,NZL,1.0,PYE B,1,2 - 1,216,NZL,3:36
Steal,6.0,2,2,NZL,1.0,HALLENDORFF A,1,2 - 1,216,RSA,3:36
Turnover foul,8.0,2,2,NZL,1.0,KEEVY A,1,2 - 1,204,RSA,3:24
Turnover foul,6.0,2,2,NZL,1.0,DOYLE B,1,2 - 1,194,NZL,3:14
Time-Out,,2,2,NZL,1.0,,1,2 - 1,194,RSA,3:14
Turnover foul,7.0,2,2,NZL,1.0,HOUGHTON E,1,2 - 1,172,NZL,2:52
5m shot - Post,8.0,2,2,NZL,1.0,KEEVY A,1,2 - 1,144,RSA,2:24
20 sec. exclusion in centre,9.0,2,2,NZL,1.0,STONEMAN E,1,2 - 1,126,NZL,2:06
Action shot - Saved,5.0,2,2,NZL,1.0,SCHOOLING M,1,2 - 1,105,RSA,1:45
Turnover foul,8.0,2,2,NZL,1.0,KEEVY A,1,2 - 1,93,RSA,1:33
Steal,8.0,2,2,NZL,1.0,LOPES da SILVA C,1,2 - 1,93,NZL,1:33
