Action,CHN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Extra player shot - Saved,2,4.0,4,9,ITA,3.0,FIGLIOLI P,9 - 2,214,ITA,3:34
Turnover foul,2,2.0,4,9,ITA,3.0,TAN F,9 - 2,190,CHN,3:10
Steal,2,6.0,4,9,ITA,3.0,FELUGO M,9 - 2,190,ITA,3:10
Turnover foul,2,5.0,4,9,ITA,3.0,GIORGETTI A,9 - 2,168,ITA,2:48
Steal,2,3.0,4,9,ITA,3.0,LIANG Z,9 - 2,168,CHN,2:48
Action shot - Saved,2,5.0,4,9,ITA,3.0,GUO J,9 - 2,137,CHN,2:17
Turnover foul,2,5.0,4,9,ITA,3.0,GIORGETTI A,9 - 2,115,ITA,1:55
Steal,2,10.0,4,9,ITA,3.0,ZHANG J,9 - 2,115,CHN,1:55
5m shot - Saved,2,2.0,4,9,ITA,3.0,TAN F,9 - 2,88,CHN,1:28
Action shot - Blocked,2,5.0,4,9,ITA,3.0,GIORGETTI A,9 - 2,63,ITA,1:03
Turnover foul,2,12.0,4,9,ITA,3.0,NAPOLITANO C,9 - 2,41,ITA,0:41
Steal,2,13.0,4,9,ITA,3.0,WU H,9 - 2,41,CHN,0:41
Action shot - Saved,2,10.0,4,9,ITA,3.0,ZHANG J,9 - 2,17,CHN,0:17
Action shot - Blocked,2,2.0,4,9,ITA,3.0,PEREZ A,9 - 2,1,ITA,0:01
Starting goalkeeper,2,13.0,4,9,ITA,4.0,DEL LUNGO M,9 - 2,480,ITA,8:00
Starting goalkeeper,2,13.0,4,9,ITA,4.0,WU H,9 - 2,480,CHN,8:00
Sprint won possession,2,4.0,4,9,ITA,4.0,FIGLIOLI P,9 - 2,480,ITA,8:00
Centre shot - Saved,2,11.0,4,9,ITA,4.0,AICARDI M,9 - 2,461,ITA,7:41
20 sec. exclusion in centre,2,9.0,4,9,ITA,4.0,PRESCIUTTI C,9 - 2,442,ITA,7:22
Time-Out,2,,4,9,ITA,4.0,,9 - 2,442,CHN,7:22
Extra player shot - Blocked,2,3.0,4,9,ITA,4.0,LIANG Z,9 - 2,424,CHN,7:04
Action shot - Post,2,4.0,4,9,ITA,4.0,FIGLIOLI P,9 - 2,409,ITA,6:49
Centre shot - Goal,2,11.0,4,10,ITA,4.0,AICARDI M,10 - 2,389,ITA,6:29
5m shot - Blocked,2,3.0,4,10,ITA,4.0,LIANG Z,10 - 2,362,CHN,6:02
Penalty foul,2,3.0,4,10,ITA,4.0,LIANG Z,10 - 2,343,CHN,5:43
Penalty shot - Saved,2,4.0,4,10,ITA,4.0,FIGLIOLI P,10 - 2,343,ITA,5:43
Turnover foul,2,11.0,4,10,ITA,4.0,ZHANG C,10 - 2,320,CHN,5:20
Steal,2,3.0,4,10,ITA,4.0,GITTO N,10 - 2,320,ITA,5:20
Action shot - Missed,2,10.0,4,10,ITA,4.0,FIORENTINI D,10 - 2,304,ITA,5:04
Centre shot - Saved,2,9.0,4,10,ITA,4.0,XIE J,10 - 2,276,CHN,4:36
Action shot - Goal,2,5.0,4,11,ITA,4.0,GIORGETTI A,11 - 2,258,ITA,4:18
Action shot - Blocked,2,3.0,4,11,ITA,4.0,LIANG Z,11 - 2,233,CHN,3:53
Centre shot - Post,2,12.0,4,11,ITA,4.0,NAPOLITANO C,11 - 2,205,ITA,3:25
Turnover foul,2,3.0,4,11,ITA,4.0,LIANG Z,11 - 2,178,CHN,2:58
Steal,2,10.0,4,11,ITA,4.0,FIORENTINI D,11 - 2,178,ITA,2:58
20 sec. exclusion in centre,2,7.0,4,11,ITA,4.0,LI B,11 - 2,168,CHN,2:48
Extra player shot - Blocked,2,10.0,4,11,ITA,4.0,FIORENTINI D,11 - 2,157,ITA,2:37
Turnover foul,2,9.0,4,11,ITA,4.0,XIE J,11 - 2,129,CHN,2:09
Turnover foul,2,12.0,4,11,ITA,4.0,NAPOLITANO C,11 - 2,107,ITA,1:47
Action shot - Saved,2,5.0,4,11,ITA,4.0,GUO J,11 - 2,83,CHN,1:23
Turnover foul,2,2.0,4,11,ITA,4.0,PEREZ A,11 - 2,56,ITA,0:56
20 sec. exclusion in centre,2,6.0,4,11,ITA,4.0,FELUGO M,11 - 2,37,ITA,0:37
Penalty foul,2,10.0,4,11,ITA,4.0,FIORENTINI D,11 - 2,1,ITA,0:01
Penalty shot - Goal,3,3.0,4,11,ITA,4.0,LIANG Z,11 - 3,1,CHN,0:01
