Action,CHN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Action shot,4,6.0,1,4,HUN,2.0,TAKACS O,4 - 4,160,HUN,2:40,Goal,1
Action shot,4,5.0,1,4,HUN,2.0,NIU G,4 - 4,138,CHN,2:18,Blocked,0
Action shot,4,5.0,1,4,HUN,2.0,NIU G,4 - 4,79,CHN,1:19,Saved,0
Action shot,5,12.0,1,4,HUN,2.0,ZHANG J,4 - 5,21,CHN,0:21,Goal,1
Penalty shot,5,3.0,1,5,HUN,2.0,ANTAL D,5 - 5,0,HUN,0:00,Goal,1
Extra player shot,5,5.0,1,5,HUN,3.0,NIU G,5 - 5,436,CHN,7:16,Saved,0
Action shot,5,5.0,1,6,HUN,3.0,SZUCS G,6 - 5,419,HUN,6:59,Goal,1
Action shot,5,5.0,1,6,HUN,3.0,SZUCS G,6 - 5,368,HUN,6:08,Post,0
Action shot,6,9.0,1,6,HUN,3.0,ZHAO Z,6 - 6,314,CHN,5:14,Goal,1
5m shot,6,9.0,1,6,HUN,3.0,ZHAO Z,6 - 6,259,CHN,4:19,Saved,0
5m shot,6,8.0,1,6,HUN,3.0,ZHANG C,6 - 6,228,CHN,3:48,Saved,0
Action shot,6,7.0,1,6,HUN,3.0,ILLES A,6 - 6,210,HUN,3:30,Blocked,0
5m shot,6,4.0,1,6,HUN,3.0,KISTELEKI D,6 - 6,155,HUN,2:35,Saved,0
Action shot,6,8.0,1,6,HUN,3.0,ZHANG C,6 - 6,121,CHN,2:01,Saved,0
Action shot,6,4.0,1,6,HUN,3.0,KISTELEKI D,6 - 6,100,HUN,1:40,Saved,0
Extra player shot,6,9.0,1,6,HUN,3.0,ZHAO Z,6 - 6,67,CHN,1:07,Saved,0
Action shot,6,3.0,1,6,HUN,3.0,ANTAL D,6 - 6,37,HUN,0:37,Saved,0
5m shot,6,3.0,1,6,HUN,3.0,MEI X,6 - 6,18,CHN,0:18,Post,0
5m shot,6,2.0,1,7,HUN,3.0,CZIGANY D,7 - 6,0,HUN,0:00,Goal,1
Action shot,6,12.0,1,7,HUN,4.0,MENCZINGER K,7 - 6,451,HUN,7:31,Saved,0
Action shot,6,9.0,1,7,HUN,4.0,ZHAO Z,7 - 6,406,CHN,6:46,Saved,0
Action shot,6,8.0,1,7,HUN,4.0,KESZTHELYI R,7 - 6,392,HUN,6:32,Post,0
Action shot,6,4.0,1,7,HUN,4.0,KISTELEKI D,7 - 6,358,HUN,5:58,Missed,0
Action shot,6,3.0,1,8,HUN,4.0,ANTAL D,8 - 6,299,HUN,4:59,Goal,1
5m shot,6,7.0,1,8,HUN,4.0,SONG D,8 - 6,232,CHN,3:52,Saved,0
5m shot,7,7.0,1,8,HUN,4.0,SONG D,8 - 7,206,CHN,3:26,Goal,1
5m shot,8,9.0,1,8,HUN,4.0,ZHAO Z,8 - 8,164,CHN,2:44,Goal,1
Action shot,8,3.0,1,8,HUN,4.0,ANTAL D,8 - 8,139,HUN,2:19,Blocked,0
Extra player shot,8,9.0,1,8,HUN,4.0,TOTH I,8 - 8,61,HUN,1:01,Missed,0
5m shot,9,9.0,1,8,HUN,4.0,ZHAO Z,8 - 9,39,CHN,0:39,Goal,1
5m shot,9,1.0,1,8,HUN,4.0,BOLONYAI F,8 - 9,0,HUN,0:00,Post,0
Extra player shot,0,11.0,2,0,FRA,1.0,WANG X,0 - 0,442,CHN,7:22,Post,0
Extra player shot,0,4.0,2,1,FRA,1.0,SACRE A,1 - 0,353,FRA,5:53,Goal,1
5m shot,0,11.0,2,1,FRA,1.0,WANG X,1 - 0,321,CHN,5:21,Post,0
5m shot,0,5.0,2,1,FRA,1.0,GUILLET L,1 - 0,287,FRA,4:47,Saved,0
Extra player shot,1,7.0,2,1,FRA,1.0,SONG D,1 - 1,259,CHN,4:19,Goal,1
5m shot,1,3.0,2,1,FRA,1.0,BACHELIER L,1 - 1,226,FRA,3:46,Blocked,0
5m shot,1,2.0,2,1,FRA,1.0,MILLOT E,1 - 1,184,FRA,3:04,Post,0
Action shot,1,5.0,2,1,FRA,1.0,NIU G,1 - 1,167,CHN,2:47,Post,0
5m shot,1,8.0,2,1,FRA,1.0,ZHANG C,1 - 1,146,CHN,2:26,Saved,0
Centre shot,1,6.0,2,1,FRA,1.0,SUN Y,1 - 1,70,CHN,1:10,Saved,0
Action shot,1,3.0,2,1,FRA,1.0,BACHELIER L,1 - 1,45,FRA,0:45,Missed,0
Action shot,2,9.0,2,1,FRA,1.0,ZHAO Z,1 - 2,32,CHN,0:32,Goal,1
Extra player shot,2,2.0,2,1,FRA,1.0,MILLOT E,1 - 2,4,FRA,0:04,Blocked,0
Action shot,2,5.0,2,1,FRA,2.0,NIU G,1 - 2,457,CHN,7:37,Saved,0
5m shot,2,5.0,2,2,FRA,2.0,GUILLET L,2 - 2,432,FRA,7:12,Goal,1
Extra player shot,2,12.0,2,2,FRA,2.0,ZHANG J,2 - 2,402,CHN,6:42,Blocked,0
Action shot,2,3.0,2,2,FRA,2.0,BACHELIER L,2 - 2,383,FRA,6:23,Blocked,0
Action shot,2,8.0,2,2,FRA,2.0,ZHANG C,2 - 2,305,CHN,5:05,Post,0
Extra player shot,2,12.0,2,2,FRA,2.0,JASKOVA M,2 - 2,263,FRA,4:23,Saved,0
5m shot,2,7.0,2,2,FRA,2.0,SONG D,2 - 2,247,CHN,4:07,Post,0
Action shot,2,5.0,2,2,FRA,2.0,NIU G,2 - 2,215,CHN,3:35,Post,0
5m shot,2,5.0,2,2,FRA,2.0,GUILLET L,2 - 2,133,FRA,2:13,Saved,0
5m shot,2,9.0,2,2,FRA,2.0,ZHAO Z,2 - 2,119,CHN,1:59,Saved,0
Action shot,2,8.0,2,2,FRA,2.0,ZHANG C,2 - 2,99,CHN,1:39,Missed,0
Extra player shot,2,7.0,2,2,FRA,2.0,SONG D,2 - 2,69,CHN,1:09,Saved,0
5m shot,2,9.0,2,2,FRA,2.0,ZHAO Z,2 - 2,1,CHN,0:01,Post,0
Penalty shot,3,9.0,2,2,FRA,3.0,ZHAO Z,2 - 3,464,CHN,7:44,Goal,1
5m shot,3,2.0,2,2,FRA,3.0,MILLOT E,2 - 3,438,FRA,7:18,Saved,0
Action shot,3,5.0,2,3,FRA,3.0,GUILLET L,3 - 3,411,FRA,6:51,Goal,1
Centre shot,3,6.0,2,3,FRA,3.0,SUN Y,3 - 3,398,CHN,6:38,Saved,0
Extra player shot,3,8.0,2,3,FRA,3.0,ZHANG C,3 - 3,362,CHN,6:02,Saved,0
5m shot,4,9.0,2,3,FRA,3.0,ZHAO Z,3 - 4,343,CHN,5:43,Goal,1
5m shot,4,4.0,2,3,FRA,3.0,SACRE A,3 - 4,314,FRA,5:14,Saved,0
5m shot,5,3.0,2,3,FRA,3.0,MEI X,3 - 5,266,CHN,4:26,Goal,1
Action shot,5,4.0,2,3,FRA,3.0,SACRE A,3 - 5,224,FRA,3:44,Saved,0
5m shot,5,3.0,2,3,FRA,3.0,MEI X,3 - 5,191,CHN,3:11,Missed,0
5m shot,5,5.0,2,3,FRA,3.0,GUILLET L,3 - 5,162,FRA,2:42,Missed,0
5m shot,5,4.0,2,3,FRA,3.0,SACRE A,3 - 5,118,FRA,1:58,Missed,0
Action shot,6,5.0,2,3,FRA,3.0,NIU G,3 - 6,102,CHN,1:42,Goal,1
5m shot,7,5.0,2,3,FRA,3.0,NIU G,3 - 7,43,CHN,0:43,Goal,1
5m shot,8,5.0,2,3,FRA,3.0,NIU G,3 - 8,5,CHN,0:05,Goal,1
Action shot,9,4.0,2,3,FRA,4.0,XIONG D,3 - 9,454,CHN,7:34,Goal,1
Extra player shot,9,4.0,2,3,FRA,4.0,SACRE A,3 - 9,404,FRA,6:44,Saved,0
Action shot,10,5.0,2,3,FRA,4.0,NIU G,3 - 10,388,CHN,6:28,Goal,1
5m shot,10,2.0,2,3,FRA,4.0,MILLOT E,3 - 10,360,FRA,6:00,Missed,0
Action shot,11,4.0,2,3,FRA,4.0,XIONG D,3 - 11,336,CHN,5:36,Goal,1
Centre shot,11,4.0,2,3,FRA,4.0,XIONG D,3 - 11,292,CHN,4:52,Saved,0
Extra player shot,11,5.0,2,3,FRA,4.0,GUILLET L,3 - 11,240,FRA,4:00,Saved,0
Centre shot,11,3.0,2,4,FRA,4.0,BACHELIER L,4 - 11,225,FRA,3:45,Goal,1
Extra player shot,11,10.0,2,4,FRA,4.0,ZHANG W,4 - 11,191,CHN,3:11,Saved,0
5m shot,11,5.0,2,4,FRA,4.0,NIU G,4 - 11,128,CHN,2:08,Blocked,0
5m shot,12,5.0,2,4,FRA,4.0,NIU G,4 - 12,115,CHN,1:55,Goal,1
5m shot,13,5.0,2,4,FRA,4.0,NIU G,4 - 13,64,CHN,1:04,Goal,1
Extra player shot,13,3.0,2,4,FRA,4.0,BACHELIER L,4 - 13,28,FRA,0:28,Post,0
Extra player shot,13,10.0,2,4,FRA,4.0,ZHANG W,4 - 13,0,CHN,0:00,Missed,0
Action shot,0,12.0,3,0,RUS,1.0,IARONDAIKINA N,0 - 0,455,RUS,7:35,Post,0
Action shot,0,6.0,3,0,RUS,1.0,SUN Y,0 - 0,434,CHN,7:14,Saved,0
5m shot,0,9.0,3,0,RUS,1.0,ZHAO Z,0 - 0,394,CHN,6:34,Missed,0
Counter attack,0,3.0,3,1,RUS,1.0,PROKOFYEVA E,1 - 0,386,RUS,6:26,Goal,1
Action shot,1,9.0,3,1,RUS,1.0,ZHAO Z,1 - 1,334,CHN,5:34,Goal,1
Extra player shot,1,11.0,3,1,RUS,1.0,IVANOVA E,1 - 1,273,RUS,4:33,Saved,0
Centre shot,1,4.0,3,2,RUS,1.0,KARIMOVA E,2 - 1,233,RUS,3:53,Goal,1
5m shot,1,11.0,3,2,RUS,1.0,WANG X,2 - 1,214,CHN,3:34,Missed,0
Action shot,1,11.0,3,2,RUS,1.0,IVANOVA E,2 - 1,158,RUS,2:38,Saved,0
Action shot,1,9.0,3,2,RUS,1.0,ZHAO Z,2 - 1,129,CHN,2:09,Saved,0
Extra player shot,1,12.0,3,2,RUS,1.0,ZHANG J,2 - 1,93,CHN,1:33,Saved,0
5m shot,1,3.0,3,3,RUS,1.0,PROKOFYEVA E,3 - 1,62,RUS,1:02,Goal,1
Centre shot,2,6.0,3,3,RUS,1.0,SUN Y,3 - 2,43,CHN,0:43,Goal,1
Action shot,2,10.0,3,3,RUS,1.0,TANKEEVA E,3 - 2,13,RUS,0:13,Saved,0
5m shot,2,8.0,3,3,RUS,1.0,ZHANG C,3 - 2,1,CHN,0:01,Missed,0
5m shot,2,7.0,3,3,RUS,2.0,LISUNOVA E,3 - 2,463,RUS,7:43,Saved,0
Extra player shot,2,7.0,3,3,RUS,2.0,SONG D,3 - 2,422,CHN,7:02,Saved,0
5m shot,2,5.0,3,3,RUS,2.0,NIU G,3 - 2,372,CHN,6:12,Saved,0
Action shot,2,12.0,3,3,RUS,2.0,IARONDAIKINA N,3 - 2,342,RUS,5:42,Post,0
5m shot,2,8.0,3,3,RUS,2.0,ABDRIZIAKOVA E,3 - 2,288,RUS,4:48,Blocked,0
Penalty shot,2,3.0,3,3,RUS,2.0,PROKOFYEVA E,3 - 2,244,RUS,4:04,Post,0
Extra player shot,2,5.0,3,3,RUS,2.0,NIU G,3 - 2,196,CHN,3:16,Saved,0
Action shot,2,7.0,3,4,RUS,2.0,LISUNOVA E,4 - 2,151,RUS,2:31,Goal,1
Penalty shot,2,7.0,3,4,RUS,2.0,LISUNOVA E,4 - 2,70,RUS,1:10,Saved,0
Action shot,3,5.0,3,4,RUS,2.0,NIU G,4 - 3,48,CHN,0:48,Goal,1
Action shot,4,5.0,3,4,RUS,2.0,NIU G,4 - 4,7,CHN,0:07,Goal,1
5m shot,4,3.0,3,4,RUS,2.0,PROKOFYEVA E,4 - 4,1,RUS,0:01,Missed,0
Action shot,4,4.0,3,4,RUS,3.0,KARIMOVA E,4 - 4,452,RUS,7:32,Saved,0
Action shot,5,7.0,3,4,RUS,3.0,SONG D,4 - 5,324,CHN,5:24,Goal,1
Extra player shot,5,11.0,3,5,RUS,3.0,IVANOVA E,5 - 5,291,RUS,4:51,Goal,1
Penalty shot,5,9.0,3,5,RUS,3.0,ZHAO Z,5 - 5,247,CHN,4:07,Saved,0
Counter attack,5,3.0,3,5,RUS,3.0,PROKOFYEVA E,5 - 5,231,RUS,3:51,Post,0
Action shot,5,11.0,3,5,RUS,3.0,IVANOVA E,5 - 5,197,RUS,3:17,Missed,0
Action shot,5,12.0,3,5,RUS,3.0,ZHANG J,5 - 5,179,CHN,2:59,Saved,0
Action shot,5,8.0,3,5,RUS,3.0,ZHANG C,5 - 5,136,CHN,2:16,Saved,0
Centre shot,5,7.0,3,5,RUS,3.0,SONG D,5 - 5,125,CHN,2:05,Post,0
Action shot,5,4.0,3,6,RUS,3.0,KARIMOVA E,6 - 5,79,RUS,1:19,Goal,1
Action shot,6,5.0,3,6,RUS,3.0,NIU G,6 - 6,19,CHN,0:19,Goal,1
5m shot,6,5.0,3,7,RUS,3.0,ZUBACHEVA E,7 - 6,2,RUS,0:02,Goal,1
Centre shot,7,7.0,3,7,RUS,4.0,SONG D,7 - 7,437,CHN,7:17,Goal,1
Action shot,7,7.0,3,7,RUS,4.0,LISUNOVA E,7 - 7,353,RUS,5:53,Saved,0
5m shot,7,3.0,3,8,RUS,4.0,PROKOFYEVA E,8 - 7,308,RUS,5:08,Goal,1
5m shot,7,11.0,3,8,RUS,4.0,WANG X,8 - 7,286,CHN,4:46,Blocked,0
Action shot,7,4.0,3,9,RUS,4.0,KARIMOVA E,9 - 7,243,RUS,4:03,Goal,1
Centre shot,8,6.0,3,9,RUS,4.0,SUN Y,9 - 8,221,CHN,3:41,Goal,1
Centre shot,9,5.0,3,9,RUS,4.0,NIU G,9 - 9,152,CHN,2:32,Goal,1
Centre shot,9,10.0,3,9,RUS,4.0,TANKEEVA E,9 - 9,82,RUS,1:22,Missed,0
5m shot,9,5.0,3,9,RUS,4.0,NIU G,9 - 9,58,CHN,0:58,Missed,0
5m shot,9,9.0,3,9,RUS,4.0,ZHAO Z,9 - 9,10,CHN,0:10,Saved,0
5m shot,0,7.0,4,0,BRA,1.0,OLIVEIRA A,0 - 0,458,BRA,7:38,Saved,0
5m shot,0,7.0,4,0,BRA,1.0,OLIVEIRA A,0 - 0,430,BRA,7:10,Missed,0
Action shot,0,12.0,4,0,BRA,1.0,MANTELLATO G,0 - 0,329,BRA,5:29,Post,0
Action shot,1,7.0,4,0,BRA,1.0,SONG D,0 - 1,304,CHN,5:04,Goal,1
5m shot,1,7.0,4,0,BRA,1.0,OLIVEIRA A,0 - 1,214,BRA,3:34,Saved,0
Counter attack,1,6.0,4,1,BRA,1.0,CHIAPPINI I,1 - 1,150,BRA,2:30,Goal,1
Action shot,1,5.0,4,1,BRA,1.0,NIU G,1 - 1,103,CHN,1:43,Saved,0
Action shot,2,5.0,4,1,BRA,1.0,NIU G,1 - 2,13,CHN,0:13,Goal,1
5m shot,2,6.0,4,1,BRA,1.0,CHIAPPINI I,1 - 2,1,BRA,0:01,Post,0
Action shot,2,6.0,4,1,BRA,2.0,SUN Y,1 - 2,452,CHN,7:32,Saved,0
Penalty shot,3,9.0,4,1,BRA,2.0,ZHAO Z,1 - 3,381,CHN,6:21,Goal,1
5m shot,3,7.0,4,1,BRA,2.0,OLIVEIRA A,1 - 3,357,BRA,5:57,Post,0
Action shot,4,12.0,4,1,BRA,2.0,ZHANG J,1 - 4,320,CHN,5:20,Goal,1
Penalty shot,4,6.0,4,2,BRA,2.0,CHIAPPINI I,2 - 4,296,BRA,4:56,Goal,1
Extra player shot,4,5.0,4,2,BRA,2.0,NIU G,2 - 4,262,CHN,4:22,Blocked,0
5m shot,4,3.0,4,2,BRA,2.0,ZABLITH M,2 - 4,252,BRA,4:12,Saved,0
Action shot,4,7.0,4,2,BRA,2.0,SONG D,2 - 4,201,CHN,3:21,Saved,0
5m shot,5,5.0,4,2,BRA,2.0,NIU G,2 - 5,162,CHN,2:42,Goal,1
Action shot,5,8.0,4,2,BRA,2.0,ZHANG C,2 - 5,98,CHN,1:38,Saved,0
Counter attack,5,6.0,4,2,BRA,2.0,CHIAPPINI I,2 - 5,92,BRA,1:32,Missed,0
Action shot,5,11.0,4,2,BRA,4.0,WANG X,2 - 5,33,CHN,0:33,Blocked,0
Extra player shot,5,10.0,4,2,BRA,2.0,ZHANG W,2 - 5,5,CHN,0:05,Missed,0
Penalty shot,5,6.0,4,2,BRA,3.0,CHIAPPINI I,2 - 5,462,BRA,7:42,Post,0
Action shot,5,6.0,4,2,BRA,3.0,SUN Y,2 - 5,438,CHN,7:18,Saved,0
Extra player shot,6,11.0,4,2,BRA,3.0,WANG X,2 - 6,397,CHN,6:37,Goal,1
Extra player shot,6,9.0,4,3,BRA,3.0,DIAS M,3 - 6,364,BRA,6:04,Goal,1
Extra player shot,7,7.0,4,3,BRA,3.0,SONG D,3 - 7,347,CHN,5:47,Goal,1
5m shot,7,4.0,4,4,BRA,3.0,DUARTE M,4 - 7,324,BRA,5:24,Goal,1
5m shot,7,6.0,4,5,BRA,3.0,CHIAPPINI I,5 - 7,239,BRA,3:59,Goal,1
Action shot,7,12.0,4,5,BRA,3.0,ZHANG J,5 - 7,197,CHN,3:17,Saved,0
5m shot,7,6.0,4,6,BRA,3.0,CHIAPPINI I,6 - 7,131,BRA,2:11,Goal,1
5m shot,7,3.0,4,6,BRA,3.0,ZABLITH M,6 - 7,89,BRA,1:29,Saved,0
5m shot,7,5.0,4,6,BRA,3.0,NIU G,6 - 7,76,CHN,1:16,Saved,0
5m shot,7,10.0,4,6,BRA,3.0,BAHIA V,6 - 7,47,BRA,0:47,Saved,0
Centre shot,8,6.0,4,6,BRA,3.0,SUN Y,6 - 8,21,CHN,0:21,Goal,1
5m shot,8,6.0,4,6,BRA,3.0,CHIAPPINI I,6 - 8,1,BRA,0:01,Post,0
5m shot,8,11.0,4,6,BRA,4.0,WANG X,6 - 8,438,CHN,7:18,Saved,0
Extra player shot,8,7.0,4,6,BRA,4.0,SONG D,6 - 8,388,CHN,6:28,Post,0
Extra player shot,8,9.0,4,6,BRA,4.0,DIAS M,6 - 8,352,BRA,5:52,Missed,0
5m shot,8,11.0,4,6,BRA,4.0,WANG X,6 - 8,321,CHN,5:21,Saved,0
Counter attack,8,6.0,4,7,BRA,4.0,CHIAPPINI I,7 - 8,311,BRA,5:11,Goal,1
Extra player shot,9,10.0,4,7,BRA,4.0,ZHANG W,7 - 9,281,CHN,4:41,Goal,1
Action shot,9,9.0,4,7,BRA,4.0,ZHAO Z,7 - 9,211,CHN,3:31,Blocked,0
Action shot,10,9.0,4,7,BRA,4.0,ZHAO Z,7 - 10,206,CHN,3:26,Goal,1
5m shot,10,11.0,4,7,BRA,4.0,WANG X,7 - 10,98,CHN,1:38,Post,0
Extra player shot,10,7.0,4,8,BRA,4.0,OLIVEIRA A,8 - 10,73,BRA,1:13,Goal,1
5m shot,10,9.0,4,8,BRA,4.0,DIAS M,8 - 10,20,BRA,0:20,Post,0
Action shot,0,10.0,5,0,AUS,1.0,SOUTHERN A,0 - 0,450,AUS,7:30,Post,0
Action shot,0,9.0,5,0,AUS,1.0,ZHAO Z,0 - 0,370,CHN,6:10,Saved,0
Action shot,1,11.0,5,0,AUS,1.0,WANG X,0 - 1,355,CHN,5:55,Goal,1
Action shot,1,3.0,5,1,AUS,1.0,BUCKLING H,1 - 1,310,AUS,5:10,Goal,1
5m shot,1,7.0,5,1,AUS,1.0,WEBSTER R,1 - 1,279,AUS,4:39,Saved,0
Action shot,2,9.0,5,1,AUS,1.0,ZHAO Z,1 - 2,207,CHN,3:27,Goal,1
Action shot,2,9.0,5,2,AUS,1.0,ARANCINI Z,2 - 2,179,AUS,2:59,Goal,1
5m shot,2,10.0,5,2,AUS,1.0,SOUTHERN A,2 - 2,106,AUS,1:46,Saved,0
Penalty shot,3,9.0,5,2,AUS,1.0,ZHAO Z,2 - 3,91,CHN,1:31,Goal,1
5m shot,3,7.0,5,2,AUS,1.0,WEBSTER R,2 - 3,2,AUS,0:02,Missed,0
Counter attack,4,7.0,5,2,AUS,2.0,SONG D,2 - 4,403,CHN,6:43,Goal,1
5m shot,4,8.0,5,2,AUS,2.0,ZHANG C,2 - 4,354,CHN,5:54,Post,0
Extra player shot,4,5.0,5,2,AUS,2.0,GOFERS K,2 - 4,311,AUS,5:11,Saved,0
Action shot,4,7.0,5,2,AUS,2.0,SONG D,2 - 4,266,CHN,4:26,Blocked,0
Action shot,4,9.0,5,2,AUS,2.0,ARANCINI Z,2 - 4,232,AUS,3:52,Saved,0
5m shot,4,11.0,5,2,AUS,2.0,WANG X,2 - 4,202,CHN,3:22,Missed,0
Action shot,4,3.0,5,2,AUS,2.0,BUCKLING H,2 - 4,143,AUS,2:23,Saved,0
Centre shot,4,4.0,5,2,AUS,2.0,LINCOLN-SMITH H,2 - 4,120,AUS,2:00,Missed,0
5m shot,4,9.0,5,2,AUS,2.0,ZHAO Z,2 - 4,90,CHN,1:30,Saved,0
Action shot,4,9.0,5,2,AUS,2.0,ARANCINI Z,2 - 4,67,AUS,1:07,Saved,0
Extra player shot,4,2.0,5,2,AUS,2.0,BEADSWORTH G,2 - 4,18,AUS,0:18,Saved,0
5m shot,4,9.0,5,2,AUS,2.0,ZHAO Z,2 - 4,5,CHN,0:05,Saved,0
5m shot,4,10.0,5,3,AUS,3.0,SOUTHERN A,3 - 4,451,AUS,7:31,Goal,1
Extra player shot,5,5.0,5,3,AUS,3.0,NIU G,3 - 5,425,CHN,7:05,Goal,1
Action shot,5,7.0,5,3,AUS,3.0,WEBSTER R,3 - 5,395,AUS,6:35,Saved,0
5m shot,5,6.0,5,3,AUS,3.0,KNOX B,3 - 5,332,AUS,5:32,Blocked,0
Extra player shot,5,11.0,5,3,AUS,3.0,WANG X,3 - 5,313,CHN,5:13,Saved,0
Action shot,5,12.0,5,3,AUS,3.0,ZHANG J,3 - 5,276,CHN,4:36,Post,0
Action shot,5,6.0,5,4,AUS,3.0,KNOX B,4 - 5,256,AUS,4:16,Goal,1
Action shot,5,11.0,5,5,AUS,3.0,HALLIGAN B,5 - 5,180,AUS,3:00,Goal,1
Extra player shot,6,10.0,5,5,AUS,3.0,ZHANG W,5 - 6,142,CHN,2:22,Goal,1
Penalty shot,6,7.0,5,6,AUS,3.0,WEBSTER R,6 - 6,124,AUS,2:04,Goal,1
Counter attack,6,8.0,5,6,AUS,3.0,MCGHIE G,6 - 6,88,AUS,1:28,Saved,0
Action shot,6,2.0,5,6,AUS,3.0,BEADSWORTH G,6 - 6,64,AUS,1:04,Saved,0
5m shot,6,8.0,5,6,AUS,3.0,ZHANG C,6 - 6,35,CHN,0:35,Saved,0
5m shot,6,7.0,5,6,AUS,4.0,SONG D,6 - 6,416,CHN,6:56,Post,0
Action shot,6,10.0,5,6,AUS,4.0,SOUTHERN A,6 - 6,340,AUS,5:40,Saved,0
Extra player shot,7,7.0,5,6,AUS,4.0,SONG D,6 - 7,291,CHN,4:51,Goal,1
Counter attack,7,8.0,5,7,AUS,4.0,MCGHIE G,7 - 7,276,AUS,4:36,Goal,1
Action shot,7,8.0,5,7,AUS,4.0,MCGHIE G,7 - 7,231,AUS,3:51,Saved,0
5m shot,7,9.0,5,7,AUS,4.0,ZHAO Z,7 - 7,203,CHN,3:23,Saved,0
Action shot,7,7.0,5,7,AUS,4.0,WEBSTER R,7 - 7,119,AUS,1:59,Blocked,0
Action shot,7,8.0,5,7,AUS,4.0,MCGHIE G,7 - 7,78,AUS,1:18,Blocked,0
Action shot,7,11.0,5,7,AUS,4.0,HALLIGAN B,7 - 7,25,AUS,0:25,Saved,0
5m shot,7,9.0,5,7,AUS,4.0,ZHAO Z,7 - 7,0,CHN,0:00,Saved,0
Penalty shot,1,9.0,6,0,ESP,1.0,ZHAO Z,0 - 1,442,CHN,7:22,Goal,1
Extra player shot,1,11.0,6,1,ESP,1.0,GARCIA M,1 - 1,406,ESP,6:46,Goal,1
5m shot,1,9.0,6,1,ESP,1.0,ZHAO Z,1 - 1,376,CHN,6:16,Post,0
5m shot,2,9.0,6,1,ESP,1.0,ZHAO Z,1 - 2,325,CHN,5:25,Goal,1
Action shot,2,9.0,6,1,ESP,1.0,FORCA J,1 - 2,298,ESP,4:58,Saved,0
Action shot,2,3.0,6,2,ESP,1.0,ESPAR A,2 - 2,243,ESP,4:03,Goal,1
Centre shot,3,7.0,6,2,ESP,1.0,SONG D,2 - 3,223,CHN,3:43,Goal,1
5m shot,3,6.0,6,2,ESP,1.0,PAREJA J,2 - 3,197,ESP,3:17,Saved,0
5m shot,3,9.0,6,2,ESP,1.0,ZHAO Z,2 - 3,148,CHN,2:28,Post,0
Action shot,3,10.0,6,3,ESP,1.0,TARRAGO R,3 - 3,100,ESP,1:40,Goal,1
Action shot,3,8.0,6,3,ESP,2.0,PENA P,3 - 3,452,ESP,7:32,Saved,0
5m shot,3,5.0,6,3,ESP,2.0,NIU G,3 - 3,427,CHN,7:07,Missed,0
5m shot,3,10.0,6,3,ESP,2.0,TARRAGO R,3 - 3,400,ESP,6:40,Saved,0
5m shot,4,7.0,6,3,ESP,2.0,SONG D,3 - 4,353,CHN,5:53,Goal,1
Extra player shot,4,2.0,6,3,ESP,2.0,BACH M,3 - 4,317,ESP,5:17,Saved,0
