Action,CHN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,2,9.0,3,3,RUS,2.0,ZHAO Z,3 - 2,316,CHN,5:16
5m shot - Blocked,2,8.0,3,3,RUS,2.0,ABDRIZIAKOVA E,3 - 2,288,RUS,4:48
Turnover foul,2,6.0,3,3,RUS,2.0,SUN Y,3 - 2,273,CHN,4:33
20 sec. exclusion in centre,2,3.0,3,3,RUS,2.0,MEI X,3 - 2,262,CHN,4:22
Penalty foul,2,10.0,3,3,RUS,2.0,ZHANG W,3 - 2,244,CHN,4:04
Penalty shot - Post,2,3.0,3,3,RUS,2.0,PROKOFYEVA E,3 - 2,244,RUS,4:04
20 sec. exclusion in field,2,7.0,3,3,RUS,2.0,LISUNOVA E,3 - 2,215,RUS,3:35
Extra player shot - Saved,2,5.0,3,3,RUS,2.0,NIU G,3 - 2,196,CHN,3:16
20 sec. exclusion in centre,2,10.0,3,3,RUS,2.0,ZHANG W,3 - 2,174,CHN,2:54
Time-Out,2,,3,3,RUS,2.0,,3 - 2,174,RUS,2:54
Action shot - Goal,2,7.0,3,4,RUS,2.0,LISUNOVA E,4 - 2,151,RUS,2:31
Turnover foul,2,9.0,3,4,RUS,2.0,ZHAO Z,4 - 2,134,CHN,2:14
Turnover foul,2,6.0,3,4,RUS,2.0,SIMANOVICH A,4 - 2,117,RUS,1:57
Turnover foul,2,5.0,3,4,RUS,2.0,NIU G,4 - 2,91,CHN,1:31
Goalkeeper substitution,2,13.0,3,4,RUS,2.0,KARNAUKH A,4 - 2,70,RUS,1:10
Penalty foul,2,11.0,3,4,RUS,2.0,WANG X,4 - 2,70,CHN,1:10
Penalty shot - Saved,2,7.0,3,4,RUS,2.0,LISUNOVA E,4 - 2,70,RUS,1:10
Action shot - Goal,3,5.0,3,4,RUS,2.0,NIU G,4 - 3,48,CHN,0:48
Turnover foul,3,9.0,3,4,RUS,2.0,TIMOFEEVA A,4 - 3,26,RUS,0:26
Time-Out,3,,3,4,RUS,2.0,,4 - 3,26,CHN,0:26
Action shot - Goal,4,5.0,3,4,RUS,2.0,NIU G,4 - 4,7,CHN,0:07
5m shot - Missed,4,3.0,3,4,RUS,2.0,PROKOFYEVA E,4 - 4,1,RUS,0:01
Starting goalkeeper,4,13.0,3,4,RUS,3.0,KARNAUKH A,4 - 4,480,RUS,8:00
Starting goalkeeper,4,1.0,3,4,RUS,3.0,YANG J,4 - 4,480,CHN,8:00
Sprint won possession,4,7.0,3,4,RUS,3.0,LISUNOVA E,4 - 4,480,RUS,8:00
Action shot - Saved,4,4.0,3,4,RUS,3.0,KARIMOVA E,4 - 4,452,RUS,7:32
Turnover foul,4,9.0,3,4,RUS,3.0,ZHAO Z,4 - 4,423,CHN,7:03
Turnover foul,4,4.0,3,4,RUS,3.0,KARIMOVA E,4 - 4,394,RUS,6:34
Steal,4,6.0,3,4,RUS,3.0,SUN Y,4 - 4,394,CHN,6:34
Turnover foul,4,9.0,3,4,RUS,3.0,ZHAO Z,4 - 4,365,CHN,6:05
Turnover foul,4,4.0,3,4,RUS,3.0,KARIMOVA E,4 - 4,350,RUS,5:50
Steal,4,3.0,3,4,RUS,3.0,MEI X,4 - 4,350,CHN,5:50
Action shot - Goal,5,7.0,3,4,RUS,3.0,SONG D,4 - 5,324,CHN,5:24
20 sec. exclusion in centre,5,8.0,3,4,RUS,3.0,ZHANG C,4 - 5,309,CHN,5:09
Extra player shot - Goal,5,11.0,3,5,RUS,3.0,IVANOVA E,5 - 5,291,RUS,4:51
Turnover foul,5,6.0,3,5,RUS,3.0,SUN Y,5 - 5,273,CHN,4:33
Steal,5,11.0,3,5,RUS,3.0,IVANOVA E,5 - 5,273,RUS,4:33
Turnover foul,5,11.0,3,5,RUS,3.0,IVANOVA E,5 - 5,257,RUS,4:17
Steal,5,3.0,3,5,RUS,3.0,MEI X,5 - 5,257,CHN,4:17
Penalty foul,5,8.0,3,5,RUS,3.0,ABDRIZIAKOVA E,5 - 5,247,RUS,4:07
Penalty shot - Saved,5,9.0,3,5,RUS,3.0,ZHAO Z,5 - 5,247,CHN,4:07
Counter attack - Post,5,3.0,3,5,RUS,3.0,PROKOFYEVA E,5 - 5,231,RUS,3:51
Turnover foul,5,6.0,3,5,RUS,3.0,SUN Y,5 - 5,211,CHN,3:31
Action shot - Missed,5,11.0,3,5,RUS,3.0,IVANOVA E,5 - 5,197,RUS,3:17
Action shot - Saved,5,12.0,3,5,RUS,3.0,ZHANG J,5 - 5,179,CHN,2:59
20 sec. exclusion in centre,5,8.0,3,5,RUS,3.0,ABDRIZIAKOVA E,5 - 5,162,RUS,2:42
Time-Out,5,,3,5,RUS,3.0,,5 - 5,162,CHN,2:42
Action shot - Saved,5,8.0,3,5,RUS,3.0,ZHANG C,5 - 5,136,CHN,2:16
Centre shot - Post,5,7.0,3,5,RUS,3.0,SONG D,5 - 5,125,CHN,2:05
20 sec. exclusion in field,5,8.0,3,5,RUS,3.0,ZHANG C,5 - 5,106,CHN,1:46
Action shot - Goal,5,4.0,3,6,RUS,3.0,KARIMOVA E,6 - 5,79,RUS,1:19
Turnover foul,5,9.0,3,6,RUS,3.0,ZHAO Z,6 - 5,61,CHN,1:01
Steal,5,5.0,3,6,RUS,3.0,ZUBACHEVA E,6 - 5,61,RUS,1:01
Turnover foul,5,10.0,3,6,RUS,3.0,TANKEEVA E,6 - 5,47,RUS,0:47
Action shot - Goal,6,5.0,3,6,RUS,3.0,NIU G,6 - 6,19,CHN,0:19
5m shot - Goal,6,5.0,3,7,RUS,3.0,ZUBACHEVA E,7 - 6,2,RUS,0:02
Starting goalkeeper,6,13.0,3,7,RUS,4.0,KARNAUKH A,7 - 6,480,RUS,8:00
Starting goalkeeper,6,1.0,3,7,RUS,4.0,YANG J,7 - 6,480,CHN,8:00
Sprint won possession,6,7.0,3,7,RUS,4.0,LISUNOVA E,7 - 6,480,RUS,8:00
Turnover foul,6,11.0,3,7,RUS,4.0,IVANOVA E,7 - 6,450,RUS,7:30
Centre shot - Goal,7,7.0,3,7,RUS,4.0,SONG D,7 - 7,437,CHN,7:17
20 sec. exclusion in centre,7,7.0,3,7,RUS,4.0,SONG D,7 - 7,416,CHN,6:56
Turnover foul,7,4.0,3,7,RUS,4.0,KARIMOVA E,7 - 7,398,RUS,6:38
Action shot - Saved,7,7.0,3,7,RUS,4.0,LISUNOVA E,7 - 7,353,RUS,5:53
Turnover foul,7,6.0,3,7,RUS,4.0,SUN Y,7 - 7,335,CHN,5:35
5m shot - Goal,7,3.0,3,8,RUS,4.0,PROKOFYEVA E,8 - 7,308,RUS,5:08
5m shot - Blocked,7,11.0,3,8,RUS,4.0,WANG X,8 - 7,286,CHN,4:46
20 sec. exclusion in centre,7,8.0,3,8,RUS,4.0,ZHANG C,8 - 7,268,CHN,4:28
Exclusion with substitution,7,8.0,3,8,RUS,4.0,ZHANG C,8 - 7,268,CHN,4:28
Action shot - Goal,7,4.0,3,9,RUS,4.0,KARIMOVA E,9 - 7,243,RUS,4:03
Centre shot - Goal,8,6.0,3,9,RUS,4.0,SUN Y,9 - 8,221,CHN,3:41
Turnover foul,8,9.0,3,9,RUS,4.0,TIMOFEEVA A,9 - 8,193,RUS,3:13
20 sec. exclusion in centre,8,8.0,3,9,RUS,4.0,ABDRIZIAKOVA E,9 - 8,174,RUS,2:54
Exclusion with substitution,8,8.0,3,9,RUS,4.0,ABDRIZIAKOVA E,9 - 8,174,RUS,2:54
Centre shot - Goal,9,5.0,3,9,RUS,4.0,NIU G,9 - 9,152,CHN,2:32
Turnover foul,9,4.0,3,9,RUS,4.0,KARIMOVA E,9 - 9,128,RUS,2:08
Steal,9,11.0,3,9,RUS,4.0,WANG X,9 - 9,128,CHN,2:08
Turnover foul,9,9.0,3,9,RUS,4.0,ZHAO Z,9 - 9,104,CHN,1:44
Centre shot - Missed,9,10.0,3,9,RUS,4.0,TANKEEVA E,9 - 9,82,RUS,1:22
5m shot - Missed,9,5.0,3,9,RUS,4.0,NIU G,9 - 9,58,CHN,0:58
Turnover foul,9,5.0,3,9,RUS,4.0,ZUBACHEVA E,9 - 9,39,RUS,0:39
Time-Out,9,,3,9,RUS,4.0,,9 - 9,39,CHN,0:39
5m shot - Saved,9,9.0,3,9,RUS,4.0,ZHAO Z,9 - 9,10,CHN,0:10
Time-Out,9,,3,9,RUS,4.0,,9 - 9,3,RUS,0:03
Starting goalkeeper,0,1.0,4,0,BRA,1.0,OLIVEIRA T,0 - 0,480,BRA,8:00
Starting goalkeeper,0,1.0,4,0,BRA,1.0,YANG J,0 - 0,480,CHN,8:00
Sprint won possession,0,3.0,4,0,BRA,1.0,ZABLITH M,0 - 0,480,BRA,8:00
5m shot - Saved,0,7.0,4,0,BRA,1.0,OLIVEIRA A,0 - 0,458,BRA,7:38
5m shot - Missed,0,7.0,4,0,BRA,1.0,OLIVEIRA A,0 - 0,430,BRA,7:10
Turnover foul,0,11.0,4,0,BRA,1.0,WANG X,0 - 0,408,CHN,6:48
Steal,0,8.0,4,0,BRA,1.0,CARVALHO L,0 - 0,405,BRA,6:45
Turnover foul,0,12.0,4,0,BRA,1.0,MANTELLATO G,0 - 0,384,BRA,6:24
Turnover foul,0,8.0,4,0,BRA,1.0,ZHANG C,0 - 0,357,CHN,5:57
Steal,0,6.0,4,0,BRA,1.0,CHIAPPINI I,0 - 0,357,BRA,5:57
Action shot - Post,0,12.0,4,0,BRA,1.0,MANTELLATO G,0 - 0,329,BRA,5:29
Action shot - Goal,1,7.0,4,0,BRA,1.0,SONG D,0 - 1,304,CHN,5:04
20 sec. exclusion in centre,1,11.0,4,0,BRA,1.0,WANG X,0 - 1,288,CHN,4:48
Turnover foul,1,6.0,4,0,BRA,1.0,CHIAPPINI I,0 - 1,267,BRA,4:27
Turnover foul,1,9.0,4,0,BRA,1.0,ZHAO Z,0 - 1,238,CHN,3:58
Steal,1,3.0,4,0,BRA,1.0,ZABLITH M,0 - 1,238,BRA,3:58
5m shot - Saved,1,7.0,4,0,BRA,1.0,OLIVEIRA A,0 - 1,214,BRA,3:34
Turnover foul,1,9.0,4,0,BRA,1.0,ZHAO Z,0 - 1,193,CHN,3:13
Turnover foul,1,9.0,4,0,BRA,1.0,DIAS M,0 - 1,172,BRA,2:52
Turnover foul,1,1.0,4,0,BRA,1.0,YANG J,0 - 1,154,CHN,2:34
Counter attack - Goal,1,6.0,4,1,BRA,1.0,CHIAPPINI I,1 - 1,150,BRA,2:30
20 sec. exclusion in field,1,12.0,4,1,BRA,1.0,MANTELLATO G,1 - 1,127,BRA,2:07
Action shot - Saved,1,5.0,4,1,BRA,1.0,NIU G,1 - 1,103,CHN,1:43
Turnover foul,1,6.0,4,1,BRA,1.0,CHIAPPINI I,1 - 1,72,BRA,1:12
Steal,1,9.0,4,1,BRA,1.0,ZHAO Z,1 - 1,72,CHN,1:12
Turnover foul,1,6.0,4,1,BRA,1.0,SUN Y,1 - 1,53,CHN,0:53
Time-Out,1,,4,1,BRA,1.0,,1 - 1,53,BRA,0:53
Turnover foul,1,7.0,4,1,BRA,1.0,OLIVEIRA A,1 - 1,32,BRA,0:32
Time-Out,1,,4,1,BRA,1.0,,1 - 1,31,CHN,0:31
Action shot - Goal,2,5.0,4,1,BRA,1.0,NIU G,1 - 2,13,CHN,0:13
5m shot - Post,2,6.0,4,1,BRA,1.0,CHIAPPINI I,1 - 2,1,BRA,0:01
Starting goalkeeper,2,1.0,4,1,BRA,2.0,OLIVEIRA T,1 - 2,480,BRA,8:00
Starting goalkeeper,2,1.0,4,1,BRA,2.0,YANG J,1 - 2,480,CHN,8:00
Sprint won possession,2,5.0,4,1,BRA,2.0,NIU G,1 - 2,480,CHN,8:00
Action shot - Saved,2,6.0,4,1,BRA,2.0,SUN Y,1 - 2,452,CHN,7:32
Turnover foul,2,1.0,4,1,BRA,2.0,OLIVEIRA T,1 - 2,432,BRA,7:12
Turnover foul,2,6.0,4,1,BRA,2.0,SUN Y,1 - 2,419,CHN,6:59
Turnover foul,2,7.0,4,1,BRA,2.0,OLIVEIRA A,1 - 2,392,BRA,6:32
Penalty foul,2,5.0,4,1,BRA,2.0,BARRONCAS L,1 - 2,381,BRA,6:21
Penalty shot - Goal,3,9.0,4,1,BRA,2.0,ZHAO Z,1 - 3,381,CHN,6:21
5m shot - Post,3,7.0,4,1,BRA,2.0,OLIVEIRA A,1 - 3,357,BRA,5:57
20 sec. exclusion in centre,3,10.0,4,1,BRA,2.0,BAHIA V,1 - 3,340,BRA,5:40
Time-Out,3,,4,1,BRA,2.0,,1 - 3,339,CHN,5:39
Action shot - Goal,4,12.0,4,1,BRA,2.0,ZHANG J,1 - 4,320,CHN,5:20
Penalty foul,4,3.0,4,1,BRA,2.0,MEI X,1 - 4,296,CHN,4:56
Penalty shot - Goal,4,6.0,4,2,BRA,2.0,CHIAPPINI I,2 - 4,296,BRA,4:56
20 sec. exclusion in field,4,3.0,4,2,BRA,2.0,ZABLITH M,2 - 4,281,BRA,4:41
Extra player shot - Blocked,4,5.0,4,2,BRA,2.0,NIU G,2 - 4,262,CHN,4:22
5m shot - Saved,4,3.0,4,2,BRA,2.0,ZABLITH M,2 - 4,252,BRA,4:12
20 sec. exclusion in field,4,9.0,4,2,BRA,2.0,ZHAO Z,2 - 4,244,CHN,4:04
Time-Out,4,,4,2,BRA,2.0,,2 - 4,244,BRA,4:04
Turnover foul,4,7.0,4,2,BRA,2.0,OLIVEIRA A,2 - 4,221,BRA,3:41
Steal,4,6.0,4,2,BRA,2.0,SUN Y,2 - 4,221,CHN,3:41
Action shot - Saved,4,7.0,4,2,BRA,2.0,SONG D,2 - 4,201,CHN,3:21
Turnover foul,4,8.0,4,2,BRA,2.0,CARVALHO L,2 - 4,184,BRA,3:04
5m shot - Goal,5,5.0,4,2,BRA,2.0,NIU G,2 - 5,162,CHN,2:42
Turnover foul,5,3.0,4,2,BRA,2.0,ZABLITH M,2 - 5,144,BRA,2:24
20 sec. exclusion in field,5,3.0,4,2,BRA,2.0,ZABLITH M,2 - 5,126,BRA,2:06
Action shot - Saved,5,8.0,4,2,BRA,2.0,ZHANG C,2 - 5,98,CHN,1:38
Counter attack - Missed,5,6.0,4,2,BRA,2.0,CHIAPPINI I,2 - 5,92,BRA,1:32
Turnover foul,5,9.0,4,2,BRA,2.0,ZHAO Z,2 - 5,60,CHN,1:00
Steal,5,9.0,4,2,BRA,2.0,DIAS M,2 - 5,60,BRA,1:00
Turnover foul,5,12.0,4,2,BRA,2.0,MANTELLATO G,2 - 5,42,BRA,0:42
20 sec. exclusion in centre,5,9.0,4,2,BRA,2.0,DIAS M,2 - 5,24,BRA,0:24
Action shot - Blocked,5,11.0,4,2,BRA,4.0,WANG X,2 - 5,33,CHN,0:33
Extra player shot - Missed,5,10.0,4,2,BRA,2.0,ZHANG W,2 - 5,5,CHN,0:05
Starting goalkeeper,5,1.0,4,2,BRA,3.0,OLIVEIRA T,2 - 5,480,BRA,8:00
Starting goalkeeper,5,1.0,4,2,BRA,3.0,YANG J,2 - 5,480,CHN,8:00
Sprint won possession,5,9.0,4,2,BRA,3.0,DIAS M,2 - 5,480,BRA,8:00
Penalty foul,5,7.0,4,2,BRA,3.0,SONG D,2 - 5,462,CHN,7:42
Penalty shot - Post,5,6.0,4,2,BRA,3.0,CHIAPPINI I,2 - 5,462,BRA,7:42
Action shot - Saved,5,6.0,4,2,BRA,3.0,SUN Y,2 - 5,438,CHN,7:18
Turnover foul,5,7.0,4,2,BRA,3.0,OLIVEIRA A,2 - 5,413,BRA,6:53
20 sec. exclusion in field,5,10.0,4,2,BRA,3.0,BAHIA V,2 - 5,407,BRA,6:47
Extra player shot - Goal,6,11.0,4,2,BRA,3.0,WANG X,2 - 6,397,CHN,6:37
20 sec. exclusion in centre,6,3.0,4,2,BRA,3.0,MEI X,2 - 6,380,CHN,6:20
Extra player shot - Goal,6,9.0,4,3,BRA,3.0,DIAS M,3 - 6,364,BRA,6:04
20 sec. exclusion in field,6,9.0,4,3,BRA,3.0,DIAS M,3 - 6,355,BRA,5:55
Extra player shot - Goal,7,7.0,4,3,BRA,3.0,SONG D,3 - 7,347,CHN,5:47
5m shot - Goal,7,4.0,4,4,BRA,3.0,DUARTE M,4 - 7,324,BRA,5:24
Turnover foul,7,6.0,4,4,BRA,3.0,SUN Y,4 - 7,310,CHN,5:10
20 sec. exclusion in field,7,11.0,4,4,BRA,3.0,WANG X,4 - 7,310,CHN,5:10
Time-Out,7,,4,4,BRA,3.0,,4 - 7,310,BRA,5:10
Turnover foul,7,7.0,4,4,BRA,3.0,OLIVEIRA A,4 - 7,292,BRA,4:52
Turnover foul,7,6.0,4,4,BRA,3.0,SUN Y,4 - 7,266,CHN,4:26
5m shot - Goal,7,6.0,4,5,BRA,3.0,CHIAPPINI I,5 - 7,239,BRA,3:59
20 sec. exclusion in field,7,4.0,4,5,BRA,3.0,DUARTE M,5 - 7,226,BRA,3:46
Time-Out,7,,4,5,BRA,3.0,,5 - 7,226,CHN,3:46
Action shot - Saved,7,12.0,4,5,BRA,3.0,ZHANG J,5 - 7,197,CHN,3:17
Turnover foul,7,6.0,4,5,BRA,3.0,CHIAPPINI I,5 - 7,174,BRA,2:54
Steal,7,12.0,4,5,BRA,3.0,ZHANG J,5 - 7,174,CHN,2:54
Turnover foul,7,12.0,4,5,BRA,3.0,ZHANG J,5 - 7,154,CHN,2:34
5m shot - Goal,7,6.0,4,6,BRA,3.0,CHIAPPINI I,6 - 7,131,BRA,2:11
Turnover foul,7,6.0,4,6,BRA,3.0,SUN Y,6 - 7,109,CHN,1:49
5m shot - Saved,7,3.0,4,6,BRA,3.0,ZABLITH M,6 - 7,89,BRA,1:29
5m shot - Saved,7,5.0,4,6,BRA,3.0,NIU G,6 - 7,76,CHN,1:16
5m shot - Saved,7,10.0,4,6,BRA,3.0,BAHIA V,6 - 7,47,BRA,0:47
Centre shot - Goal,8,6.0,4,6,BRA,3.0,SUN Y,6 - 8,21,CHN,0:21
5m shot - Post,8,6.0,4,6,BRA,3.0,CHIAPPINI I,6 - 8,1,BRA,0:01
Starting goalkeeper,8,1.0,4,6,BRA,4.0,OLIVEIRA T,6 - 8,480,BRA,8:00
Starting goalkeeper,8,1.0,4,6,BRA,4.0,YANG J,6 - 8,480,CHN,8:00
Sprint won possession,8,9.0,4,6,BRA,4.0,DIAS M,6 - 8,480,BRA,8:00
5m shot - Saved,8,11.0,4,6,BRA,4.0,WANG X,6 - 8,438,CHN,7:18
Turnover foul,8,11.0,4,6,BRA,4.0,BORGES L,6 - 8,416,BRA,6:56
20 sec. exclusion in field,8,10.0,4,6,BRA,4.0,BAHIA V,6 - 8,407,BRA,6:47
Exclusion with substitution,8,10.0,4,6,BRA,4.0,BAHIA V,6 - 8,407,BRA,6:47
Extra player shot - Post,8,7.0,4,6,BRA,4.0,SONG D,6 - 8,388,CHN,6:28
20 sec. exclusion in field,8,6.0,4,6,BRA,4.0,SUN Y,6 - 8,372,CHN,6:12
Extra player shot - Missed,8,9.0,4,6,BRA,4.0,DIAS M,6 - 8,352,BRA,5:52
5m shot - Saved,8,11.0,4,6,BRA,4.0,WANG X,6 - 8,321,CHN,5:21
Counter attack - Goal,8,6.0,4,7,BRA,4.0,CHIAPPINI I,7 - 8,311,BRA,5:11
20 sec. exclusion in field,8,4.0,4,7,BRA,4.0,DUARTE M,7 - 8,295,BRA,4:55
Extra player shot - Goal,9,10.0,4,7,BRA,4.0,ZHANG W,7 - 9,281,CHN,4:41
Turnover foul,9,9.0,4,7,BRA,4.0,DIAS M,7 - 9,252,BRA,4:12
Steal,9,9.0,4,7,BRA,4.0,ZHAO Z,7 - 9,252,CHN,4:12
20 sec. exclusion in field,9,4.0,4,7,BRA,4.0,DUARTE M,7 - 9,232,BRA,3:52
Exclusion with substitution,9,4.0,4,7,BRA,4.0,DUARTE M,7 - 9,232,BRA,3:52
Action shot - Blocked,9,9.0,4,7,BRA,4.0,ZHAO Z,7 - 9,211,CHN,3:31
Action shot - Goal,10,9.0,4,7,BRA,4.0,ZHAO Z,7 - 10,206,CHN,3:26
Turnover foul,10,8.0,4,7,BRA,4.0,CARVALHO L,7 - 10,180,BRA,3:00
Turnover foul,10,2.0,4,7,BRA,4.0,TIAN J,7 - 10,157,CHN,2:37
20 sec. exclusion in centre,10,10.0,4,7,BRA,4.0,ZHANG W,7 - 10,138,CHN,2:18
Time-Out,10,,4,7,BRA,4.0,,7 - 10,138,BRA,2:18
Turnover foul,10,12.0,4,7,BRA,4.0,MANTELLATO G,7 - 10,126,BRA,2:06
5m shot - Post,10,11.0,4,7,BRA,4.0,WANG X,7 - 10,98,CHN,1:38
20 sec. exclusion in field,10,8.0,4,7,BRA,4.0,ZHANG C,7 - 10,79,CHN,1:19
Extra player shot - Goal,10,7.0,4,8,BRA,4.0,OLIVEIRA A,8 - 10,73,BRA,1:13
20 sec. exclusion in field,10,8.0,4,8,BRA,4.0,CARVALHO L,8 - 10,60,BRA,1:00
Time-Out,10,,4,8,BRA,4.0,,8 - 10,60,CHN,1:00
5m shot - Post,10,9.0,4,8,BRA,4.0,DIAS M,8 - 10,20,BRA,0:20
Starting goalkeeper,0,1.0,5,0,AUS,1.0,YANITSAS L,0 - 0,480,AUS,8:00
Starting goalkeeper,0,1.0,5,0,AUS,1.0,YANG J,0 - 0,480,CHN,8:00
Sprint won possession,0,12.0,5,0,AUS,1.0,ZAGAME N,0 - 0,480,AUS,8:00
Action shot - Post,0,10.0,5,0,AUS,1.0,SOUTHERN A,0 - 0,450,AUS,7:30
Turnover foul,0,9.0,5,0,AUS,1.0,ZHAO Z,0 - 0,425,CHN,7:05
Steal,0,10.0,5,0,AUS,1.0,SOUTHERN A,0 - 0,425,AUS,7:05
Turnover foul,0,3.0,5,0,AUS,1.0,BUCKLING H,0 - 0,396,AUS,6:36
Action shot - Saved,0,9.0,5,0,AUS,1.0,ZHAO Z,0 - 0,370,CHN,6:10
Action shot - Goal,1,11.0,5,0,AUS,1.0,WANG X,0 - 1,355,CHN,5:55
20 sec. exclusion in centre,1,11.0,5,0,AUS,1.0,WANG X,0 - 1,332,CHN,5:32
Action shot - Goal,1,3.0,5,1,AUS,1.0,BUCKLING H,1 - 1,310,AUS,5:10
Turnover foul,1,9.0,5,1,AUS,1.0,ZHAO Z,1 - 1,300,CHN,5:00
5m shot - Saved,1,7.0,5,1,AUS,1.0,WEBSTER R,1 - 1,279,AUS,4:39
Turnover foul,1,9.0,5,1,AUS,1.0,ARANCINI Z,1 - 1,248,AUS,4:08
Steal,1,7.0,5,1,AUS,1.0,SONG D,1 - 1,248,CHN,4:08
20 sec. exclusion in centre,1,6.0,5,1,AUS,1.0,KNOX B,1 - 1,229,AUS,3:49
Action shot - Goal,2,9.0,5,1,AUS,1.0,ZHAO Z,1 - 2,207,CHN,3:27
Action shot - Goal,2,9.0,5,2,AUS,1.0,ARANCINI Z,2 - 2,179,AUS,2:59
20 sec. exclusion in centre,2,8.0,5,2,AUS,1.0,MCGHIE G,2 - 2,160,AUS,2:40
Time-Out,2,,5,2,AUS,1.0,,2 - 2,160,CHN,2:40
Turnover foul,2,6.0,5,2,AUS,1.0,SUN Y,2 - 2,136,CHN,2:16
5m shot - Saved,2,10.0,5,2,AUS,1.0,SOUTHERN A,2 - 2,106,AUS,1:46
Penalty foul,2,3.0,5,2,AUS,1.0,BUCKLING H,2 - 2,91,AUS,1:31
Penalty shot - Goal,3,9.0,5,2,AUS,1.0,ZHAO Z,2 - 3,91,CHN,1:31
Turnover foul,3,4.0,5,2,AUS,1.0,LINCOLN-SMITH H,2 - 3,61,AUS,1:01
Turnover foul,3,10.0,5,2,AUS,1.0,ZHANG W,2 - 3,38,CHN,0:38
Turnover foul,3,7.0,5,2,AUS,1.0,WEBSTER R,2 - 3,28,AUS,0:28
Turnover foul,3,9.0,5,2,AUS,1.0,ZHAO Z,2 - 3,12,CHN,0:12
Steal,3,12.0,5,2,AUS,1.0,ZAGAME N,2 - 3,12,AUS,0:12
Time-Out,3,,5,2,AUS,1.0,,2 - 3,12,AUS,0:12
5m shot - Missed,3,7.0,5,2,AUS,1.0,WEBSTER R,2 - 3,2,AUS,0:02
Starting goalkeeper,3,1.0,5,2,AUS,2.0,YANITSAS L,2 - 3,480,AUS,8:00
Starting goalkeeper,3,1.0,5,2,AUS,2.0,YANG J,2 - 3,480,CHN,8:00
Sprint won possession,3,2.0,5,2,AUS,2.0,BEADSWORTH G,2 - 3,480,AUS,8:00
Turnover foul,3,2.0,5,2,AUS,2.0,BEADSWORTH G,2 - 3,471,AUS,7:51
Turnover foul,3,9.0,5,2,AUS,2.0,ZHAO Z,2 - 3,444,CHN,7:24
Steal,3,2.0,5,2,AUS,2.0,BEADSWORTH G,2 - 3,444,AUS,7:24
20 sec. exclusion in centre,3,9.0,5,2,AUS,2.0,ZHAO Z,2 - 3,442,CHN,7:22
Turnover foul,3,6.0,5,2,AUS,2.0,KNOX B,2 - 3,416,AUS,6:56
Steal,3,1.0,5,2,AUS,2.0,YANG J,2 - 3,416,CHN,6:56
Counter attack - Goal,4,7.0,5,2,AUS,2.0,SONG D,2 - 4,403,CHN,6:43
20 sec. exclusion in centre,4,8.0,5,2,AUS,2.0,ZHANG C,2 - 4,382,CHN,6:22
Turnover foul,4,11.0,5,2,AUS,2.0,HALLIGAN B,2 - 4,374,AUS,6:14
5m shot - Post,4,8.0,5,2,AUS,2.0,ZHANG C,2 - 4,354,CHN,5:54
20 sec. exclusion in centre,4,8.0,5,2,AUS,2.0,ZHANG C,2 - 4,331,CHN,5:31
Extra player shot - Saved,4,5.0,5,2,AUS,2.0,GOFERS K,2 - 4,311,AUS,5:11
20 sec. exclusion in centre,4,10.0,5,2,AUS,2.0,SOUTHERN A,2 - 4,288,AUS,4:48
Action shot - Blocked,4,7.0,5,2,AUS,2.0,SONG D,2 - 4,266,CHN,4:26
20 sec. exclusion in centre,4,7.0,5,2,AUS,2.0,SONG D,2 - 4,253,CHN,4:13
Time-Out,4,,5,2,AUS,2.0,,2 - 4,253,AUS,4:13
Action shot - Saved,4,9.0,5,2,AUS,2.0,ARANCINI Z,2 - 4,232,AUS,3:52
5m shot - Missed,4,11.0,5,2,AUS,2.0,WANG X,2 - 4,202,CHN,3:22
Turnover foul,4,3.0,5,2,AUS,2.0,BUCKLING H,2 - 4,177,AUS,2:57
Steal,4,1.0,5,2,AUS,2.0,YANG J,2 - 4,177,CHN,2:57
Turnover foul,4,9.0,5,2,AUS,2.0,ZHAO Z,2 - 4,147,CHN,2:27
Action shot - Saved,4,3.0,5,2,AUS,2.0,BUCKLING H,2 - 4,143,AUS,2:23
Centre shot - Missed,4,4.0,5,2,AUS,2.0,LINCOLN-SMITH H,2 - 4,120,AUS,2:00
5m shot - Saved,4,9.0,5,2,AUS,2.0,ZHAO Z,2 - 4,90,CHN,1:30
Action shot - Saved,4,9.0,5,2,AUS,2.0,ARANCINI Z,2 - 4,67,AUS,1:07
Time-Out,4,,5,2,AUS,2.0,,2 - 4,65,CHN,1:05
Turnover foul,4,5.0,5,2,AUS,2.0,NIU G,2 - 4,41,CHN,0:41
20 sec. exclusion in centre,4,9.0,5,2,AUS,2.0,ZHAO Z,2 - 4,34,CHN,0:34
Extra player shot - Saved,4,2.0,5,2,AUS,2.0,BEADSWORTH G,2 - 4,18,AUS,0:18
5m shot - Saved,4,9.0,5,2,AUS,2.0,ZHAO Z,2 - 4,5,CHN,0:05
Starting goalkeeper,9,1.0,5,11,AUS,3.0,YANITSAS L,11 - 9,480,AUS,8:00
Starting goalkeeper,9,1.0,5,11,AUS,3.0,YANG J,11 - 9,480,CHN,8:00
Sprint won possession,9,5.0,5,11,AUS,3.0,GOFERS K,11 - 9,480,AUS,8:00
