AUS,Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
1,Centre shot,12.0,6,2,MNE,1.0,MARTIN T,2 - 1,225,AUS,3:45,Saved,0
1,Action shot,5.0,6,3,MNE,1.0,BRGULJAN D,3 - 1,151,MNE,2:31,Goal,1
1,Extra player shot,2.0,6,4,MNE,1.0,BRGULJAN D,4 - 1,61,MNE,1:01,Goal,1
1,5m shot,10.0,6,4,MNE,1.0,EMERY M,4 - 1,34,AUS,0:34,Post,0
1,Extra player shot,5.0,6,5,MNE,2.0,BRGULJAN D,5 - 1,443,MNE,7:23,Goal,1
1,Action shot,11.0,6,5,MNE,2.0,HOWDEN R,5 - 1,396,AUS,6:36,Saved,0
1,Action shot,3.0,6,5,MNE,2.0,PASKOVIC V,5 - 1,327,MNE,5:27,Blocked,0
1,Action shot,9.0,6,5,MNE,2.0,IVOVIC A,5 - 1,283,MNE,4:43,Saved,0
2,Extra player shot,4.0,6,5,MNE,2.0,COTTERILL J,5 - 2,185,AUS,3:05,Goal,1
2,Extra player shot,10.0,6,5,MNE,2.0,EMERY M,5 - 2,122,AUS,2:02,Blocked,0
2,Extra player shot,10.0,6,5,MNE,2.0,MURISIC N,5 - 2,81,MNE,1:21,Saved,0
2,Extra player shot,7.0,6,5,MNE,2.0,ROACH A,5 - 2,55,AUS,0:55,Missed,0
2,Action shot,9.0,6,5,MNE,2.0,IVOVIC A,5 - 2,14,MNE,0:14,Post,0
2,5m shot,8.0,6,5,MNE,2.0,YOUNGER A,5 - 2,0,AUS,0:00,Saved,0
2,5m shot,7.0,6,5,MNE,3.0,JANOVIC M,5 - 2,451,MNE,7:31,Saved,0
3,Extra player shot,2.0,6,5,MNE,3.0,CAMPBELL R,5 - 3,417,AUS,6:57,Goal,1
3,5m shot,6.0,6,5,MNE,3.0,RADOVIC A,5 - 3,395,MNE,6:35,Post,0
4,Centre shot,2.0,6,5,MNE,3.0,CAMPBELL R,5 - 4,336,AUS,5:36,Goal,1
4,Penalty shot,6.0,6,5,MNE,3.0,RADOVIC A,5 - 4,314,MNE,5:14,Saved,0
4,Counter attack,7.0,6,6,MNE,3.0,JANOVIC M,6 - 4,281,MNE,4:41,Goal,1
5,Action shot,8.0,6,6,MNE,3.0,YOUNGER A,6 - 5,253,AUS,4:13,Goal,1
5,Penalty shot,9.0,6,7,MNE,3.0,IVOVIC A,7 - 5,232,MNE,3:52,Goal,1
6,5m shot,8.0,6,7,MNE,3.0,YOUNGER A,7 - 6,206,AUS,3:26,Goal,1
6,Action shot,7.0,6,8,MNE,3.0,JANOVIC M,8 - 6,127,MNE,2:07,Goal,1
6,Action shot,3.0,6,9,MNE,3.0,PASKOVIC V,9 - 6,47,MNE,0:47,Goal,1
6,5m shot,6.0,6,9,MNE,4.0,GILCHRIST J,9 - 6,356,AUS,5:56,Missed,0
6,Extra player shot,5.0,6,9,MNE,4.0,BRGULJAN D,9 - 6,326,MNE,5:26,Saved,0
7,Counter attack,4.0,6,9,MNE,4.0,COTTERILL J,9 - 7,306,AUS,5:06,Goal,1
7,5m shot,7.0,6,10,MNE,4.0,JANOVIC M,10 - 7,290,MNE,4:50,Goal,1
7,5m shot,8.0,6,10,MNE,4.0,YOUNGER A,10 - 7,268,AUS,4:28,Saved,0
7,Action shot,7.0,6,10,MNE,4.0,JANOVIC M,10 - 7,221,MNE,3:41,Blocked,0
7,5m shot,4.0,6,10,MNE,4.0,COTTERILL J,10 - 7,194,AUS,3:14,Saved,0
8,Extra player shot,12.0,6,10,MNE,4.0,MARTIN T,10 - 8,174,AUS,2:54,Goal,1
8,Penalty shot,7.0,6,11,MNE,4.0,JANOVIC M,11 - 8,102,MNE,1:42,Goal,1
8,Extra player shot,2.0,6,11,MNE,4.0,CAMPBELL R,11 - 8,83,AUS,1:23,Missed,0
8,5m shot,6.0,6,11,MNE,4.0,RADOVIC A,11 - 8,18,MNE,0:18,Saved,0
8,5m shot,8.0,6,11,MNE,4.0,YOUNGER A,11 - 8,2,AUS,0:02,Saved,0
1,Extra player shot,4.0,7,0,USA,1.0,COTTERILL J,1 - 0,455,AUS,7:35,Goal,1
1,5m shot,11.0,7,0,USA,1.0,HOWDEN R,1 - 0,405,AUS,6:45,Saved,0
2,Extra player shot,3.0,7,0,USA,1.0,FORD G,2 - 0,337,AUS,5:37,Goal,1
2,Extra player shot,8.0,7,1,USA,1.0,AZEVEDO T,2 - 1,299,USA,4:59,Goal,1
2,Action shot,7.0,7,1,USA,1.0,SAMUELS J,2 - 1,253,USA,4:13,Saved,0
2,Counter attack,2.0,7,1,USA,1.0,CAMPBELL R,2 - 1,233,AUS,3:53,Missed,0
2,5m shot,8.0,7,1,USA,1.0,YOUNGER A,2 - 1,183,AUS,3:03,Saved,0
2,Action shot,2.0,7,1,USA,1.0,VAVIC N,2 - 1,155,USA,2:35,Post,0
3,Counter attack,8.0,7,1,USA,1.0,YOUNGER A,3 - 1,139,AUS,2:19,Goal,1
3,Extra player shot,10.0,7,2,USA,1.0,BONANNI B,3 - 2,97,USA,1:37,Goal,1
3,Action shot,4.0,7,2,USA,1.0,COTTERILL J,3 - 2,69,AUS,1:09,Saved,0
3,Action shot,6.0,7,2,USA,1.0,CUPIDO L,3 - 2,51,USA,0:51,Blocked,0
3,Extra player shot,8.0,7,2,USA,2.0,YOUNGER A,3 - 2,449,AUS,7:29,Saved,0
3,Action shot,9.0,7,2,USA,2.0,SWIFT J,3 - 2,438,AUS,7:18,Saved,0
3,Action shot,4.0,7,2,USA,2.0,KIMBELL J,3 - 2,394,USA,6:34,Post,0
3,Extra player shot,6.0,7,2,USA,2.0,CUPIDO L,3 - 2,333,USA,5:33,Missed,0
3,5m shot,4.0,7,2,USA,2.0,COTTERILL J,3 - 2,311,AUS,5:11,Blocked,0
3,Extra player shot,2.0,7,2,USA,2.0,CAMPBELL R,3 - 2,279,AUS,4:39,Saved,0
3,Extra player shot,9.0,7,2,USA,2.0,BOWEN A,3 - 2,260,USA,4:20,Saved,0
3,Action shot,2.0,7,2,USA,2.0,CAMPBELL R,3 - 2,231,AUS,3:51,Blocked,0
3,Penalty shot,8.0,7,3,USA,2.0,AZEVEDO T,3 - 3,219,USA,3:39,Goal,1
3,Extra player shot,7.0,7,3,USA,2.0,ROACH A,3 - 3,199,AUS,3:19,Saved,0
3,Extra player shot,4.0,7,3,USA,2.0,COTTERILL J,3 - 3,187,AUS,3:07,Missed,0
3,Extra player shot,2.0,7,4,USA,2.0,VAVIC N,3 - 4,160,USA,2:40,Goal,1
3,Action shot,2.0,7,4,USA,2.0,CAMPBELL R,3 - 4,135,AUS,2:15,Saved,0
3,5m shot,5.0,7,4,USA,2.0,ROELSE A,3 - 4,92,USA,1:32,Post,0
3,5m shot,4.0,7,4,USA,2.0,COTTERILL J,3 - 4,62,AUS,1:02,Saved,0
3,Extra player shot,7.0,7,4,USA,2.0,SAMUELS J,3 - 4,12,USA,0:12,Post,0
3,Action shot,2.0,7,4,USA,2.0,VAVIC N,3 - 4,2,USA,0:02,Saved,0
3,5m shot,7.0,7,4,USA,2.0,SAMUELS J,3 - 4,0,USA,0:00,Saved,0
3,Counter attack,11.0,7,4,USA,3.0,HOWDEN R,3 - 4,412,AUS,6:52,Saved,0
3,Extra player shot,8.0,7,5,USA,3.0,AZEVEDO T,3 - 5,371,USA,6:11,Goal,1
3,5m shot,8.0,7,5,USA,3.0,AZEVEDO T,3 - 5,313,USA,5:13,Blocked,0
3,5m shot,3.0,7,5,USA,3.0,FORD G,3 - 5,286,AUS,4:46,Post,0
3,Action shot,10.0,7,6,USA,3.0,BONANNI B,3 - 6,238,USA,3:58,Goal,1
3,5m shot,6.0,7,6,USA,3.0,GILCHRIST J,3 - 6,208,AUS,3:28,Blocked,0
3,Extra player shot,9.0,7,7,USA,3.0,BOWEN A,3 - 7,175,USA,2:55,Goal,1
3,Action shot,8.0,7,7,USA,3.0,YOUNGER A,3 - 7,160,AUS,2:40,Post,0
3,Extra player shot,9.0,7,7,USA,3.0,BOWEN A,3 - 7,130,USA,2:10,Post,0
3,Counter attack,2.0,7,7,USA,3.0,CAMPBELL R,3 - 7,110,AUS,1:50,Missed,0
3,Centre shot,12.0,7,8,USA,3.0,MANN J,3 - 8,109,USA,1:49,Goal,1
3,Action shot,7.0,7,8,USA,3.0,ROACH A,3 - 8,56,AUS,0:56,Saved,0
4,Extra player shot,5.0,7,8,USA,3.0,POWER N,4 - 8,30,AUS,0:30,Goal,1
4,Action shot,10.0,7,8,USA,3.0,BONANNI B,4 - 8,0,USA,0:00,Saved,0
4,Action shot,11.0,7,8,USA,4.0,HOWDEN R,4 - 8,457,AUS,7:37,Missed,0
4,5m shot,9.0,7,9,USA,4.0,BOWEN A,4 - 9,432,USA,7:12,Goal,1
4,5m shot,8.0,7,10,USA,4.0,AZEVEDO T,4 - 10,388,USA,6:28,Goal,1
5,Extra player shot,8.0,7,10,USA,4.0,YOUNGER A,5 - 10,369,AUS,6:09,Goal,1
5,Action shot,12.0,7,10,USA,4.0,MARTIN T,5 - 10,317,AUS,5:17,Saved,0
5,Action shot,2.0,7,10,USA,4.0,VAVIC N,5 - 10,299,USA,4:59,Saved,0
5,Counter attack,12.0,7,10,USA,4.0,MARTIN T,5 - 10,229,AUS,3:49,Saved,0
5,Action shot,7.0,7,10,USA,4.0,ROACH A,5 - 10,182,AUS,3:02,Saved,0
6,Action shot,2.0,7,10,USA,4.0,CAMPBELL R,6 - 10,174,AUS,2:54,Goal,1
6,Extra player shot,5.0,7,10,USA,4.0,POWER N,6 - 10,96,AUS,1:36,Saved,0
6,5m shot,10.0,7,10,USA,4.0,BONANNI B,6 - 10,40,USA,0:40,Saved,0
6,Action shot,8.0,7,10,USA,4.0,YOUNGER A,6 - 10,31,AUS,0:31,Blocked,0
