AUS,Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
7,Extra player shot - Post,12.0,1,3,JPN,4.0,HAZUI S,3 - 7,380,JPN,6:20
7,20 sec. exclusion in centre,3.0,1,3,JPN,4.0,FORD G,3 - 7,380,AUS,6:20
7,Action shot - Post,9.0,1,3,JPN,4.0,TAKEI K,3 - 7,356,JPN,5:56
7,Action shot - Blocked,12.0,1,3,JPN,4.0,HAZUI S,3 - 7,353,JPN,5:53
7,Turnover foul,2.0,1,3,JPN,4.0,ADACHI S,3 - 7,343,JPN,5:43
7,Turnover foul,5.0,1,3,JPN,4.0,POWER N,3 - 7,317,AUS,5:17
7,Action shot - Missed,2.0,1,3,JPN,4.0,ADACHI S,3 - 7,304,JPN,5:04
8,Action shot - Goal,6.0,1,3,JPN,4.0,GILCHRIST J,3 - 8,288,AUS,4:48
8,Turnover foul,4.0,1,3,JPN,4.0,SHIGA M,3 - 8,256,JPN,4:16
8,Penalty foul,4.0,1,3,JPN,4.0,SHIGA M,3 - 8,236,JPN,3:56
9,Penalty shot - Goal,8.0,1,3,JPN,4.0,YOUNGER A,3 - 9,236,AUS,3:56
9,20 sec. exclusion in centre,7.0,1,3,JPN,4.0,ROACH A,3 - 9,226,AUS,3:46
9,20 sec. exclusion in centre,7.0,1,3,JPN,4.0,ROACH A,3 - 9,226,AUS,3:46
9,Exclusion with substitution,7.0,1,3,JPN,4.0,ROACH A,3 - 9,226,AUS,3:46
9,20 sec. exclusion in centre,4.0,1,3,JPN,4.0,COTTERILL J,3 - 9,216,AUS,3:36
9,Extra player shot - Goal,9.0,1,4,JPN,4.0,TAKEI K,4 - 9,201,JPN,3:21
9,20 sec. exclusion in centre,12.0,1,4,JPN,4.0,MARTIN T,4 - 9,173,AUS,2:53
9,Time-Out,,1,4,JPN,4.0,,4 - 9,169,JPN,2:49
9,Extra player shot - Missed,4.0,1,4,JPN,4.0,SHIGA M,4 - 9,153,JPN,2:33
9,Turnover foul,8.0,1,4,JPN,4.0,YOUNGER A,4 - 9,131,AUS,2:11
9,Turnover foul,8.0,1,4,JPN,4.0,KADONO Y,4 - 9,112,JPN,1:52
9,Steal,1.0,1,4,JPN,4.0,STANTON - FRENCH J,4 - 9,112,AUS,1:52
10,Action shot - Goal,4.0,1,4,JPN,4.0,COTTERILL J,4 - 10,102,AUS,1:42
10,Turnover foul,9.0,1,4,JPN,4.0,TAKEI K,4 - 10,78,JPN,1:18
10,Turnover foul,6.0,1,4,JPN,4.0,GILCHRIST J,4 - 10,60,AUS,1:00
10,20 sec. exclusion in centre,12.0,1,4,JPN,4.0,MARTIN T,4 - 10,64,AUS,1:04
10,Turnover foul,6.0,1,4,JPN,4.0,IIDA A,4 - 10,34,JPN,0:34
10,Steal,6.0,1,4,JPN,4.0,GILCHRIST J,4 - 10,34,AUS,0:34
10,5m shot - Post,12.0,1,4,JPN,4.0,MARTIN T,4 - 10,10,AUS,0:10
0,Starting goalkeeper,1.0,2,0,MNE,1.0,STANTON-FRENCH J,0 - 0,480,AUS,8:00
0,Starting goalkeeper,13.0,2,0,MNE,1.0,SCEPANOVIC M,0 - 0,480,MNE,8:00
0,Sprint won possession,6.0,2,0,MNE,1.0,GILCHRIST J,0 - 0,480,AUS,8:00
0,5m shot - Saved,8.0,2,0,MNE,1.0,YOUNGER A,0 - 0,450,AUS,7:30
0,5m shot - Saved,9.0,2,0,MNE,1.0,IVOVIC A,0 - 0,422,MNE,7:02
0,Action shot - Saved,8.0,2,0,MNE,1.0,YOUNGER A,0 - 0,389,AUS,6:29
0,Turnover foul,11.0,2,0,MNE,1.0,KLIKOVAC F,0 - 0,337,MNE,5:37
0,Steal,8.0,2,0,MNE,1.0,YOUNGER A,0 - 0,337,AUS,5:37
0,5m shot - Post,7.0,2,0,MNE,1.0,ROACH A,0 - 0,317,AUS,5:17
0,Action shot - Saved,2.0,2,0,MNE,1.0,BRGULJAN D,0 - 0,296,MNE,4:56
0,Penalty foul,2.0,2,0,MNE,1.0,CAMPBELL R,0 - 0,274,AUS,4:34
0,Penalty shot - Goal,7.0,2,1,MNE,1.0,JANOVIC M,0 - 1,274,MNE,4:34
0,Turnover foul,9.0,2,1,MNE,1.0,SWIFT J,0 - 1,256,AUS,4:16
0,5m shot - Post,7.0,2,1,MNE,1.0,JANOVIC M,0 - 1,229,MNE,3:49
0,5m shot - Saved,8.0,2,1,MNE,1.0,YOUNGER A,0 - 1,199,AUS,3:19
0,5m shot - Post,6.0,2,1,MNE,1.0,RADOVIC A,0 - 1,192,MNE,3:12
0,Turnover foul,8.0,2,1,MNE,1.0,YOUNGER A,0 - 1,162,AUS,2:42
0,Time-Out,,2,1,MNE,1.0,,0 - 1,159,MNE,2:39
0,5m shot - Missed,2.0,2,1,MNE,1.0,BRGULJAN D,0 - 1,134,MNE,2:14
0,5m shot - Blocked,11.0,2,1,MNE,1.0,HOWDEN R,0 - 1,108,AUS,1:48
0,20 sec. exclusion in centre,8.0,2,1,MNE,1.0,UKROPINA A,0 - 1,99,MNE,1:39
0,Time-Out,,2,1,MNE,1.0,,0 - 1,99,AUS,1:39
0,Turnover foul,12.0,2,1,MNE,1.0,MARTIN T,0 - 1,78,AUS,1:18
0,20 sec. exclusion in centre,12.0,2,1,MNE,1.0,MARTIN T,0 - 1,61,AUS,1:01
0,Extra player shot - Goal,9.0,2,2,MNE,1.0,IVOVIC A,0 - 2,47,MNE,0:47
0,20 sec. exclusion in centre,5.0,2,2,MNE,1.0,BRGULJAN D,0 - 2,25,MNE,0:25
0,Extra player shot - Saved,11.0,2,2,MNE,1.0,HOWDEN R,0 - 2,3,AUS,0:03
0,Action shot - Saved,6.0,2,2,MNE,1.0,GILCHRIST J,0 - 2,1,AUS,0:01
0,Starting goalkeeper,1.0,2,2,MNE,2.0,STANTON-FRENCH J,0 - 2,480,AUS,8:00
0,Starting goalkeeper,13.0,2,2,MNE,2.0,SCEPANOVIC M,0 - 2,480,MNE,8:00
0,Sprint won possession,11.0,2,2,MNE,2.0,HOWDEN R,0 - 2,480,AUS,8:00
0,Action shot - Saved,9.0,2,2,MNE,2.0,SWIFT J,0 - 2,452,AUS,7:32
0,Action shot - Missed,3.0,2,2,MNE,2.0,PASKOVIC V,0 - 2,443,MNE,7:23
0,Turnover foul,6.0,2,2,MNE,2.0,GILCHRIST J,0 - 2,413,AUS,6:53
0,Steal,11.0,2,2,MNE,2.0,KLIKOVAC F,0 - 2,413,MNE,6:53
0,Turnover foul,7.0,2,2,MNE,2.0,JANOVIC M,0 - 2,386,MNE,6:26
0,Steal,3.0,2,2,MNE,2.0,FORD G,0 - 2,386,AUS,6:26
0,5m shot - Missed,6.0,2,2,MNE,2.0,GILCHRIST J,0 - 2,360,AUS,6:00
0,Turnover foul,4.0,2,2,MNE,2.0,CUCKOVIC U,0 - 2,329,MNE,5:29
0,Steal,3.0,2,2,MNE,2.0,FORD G,0 - 2,329,AUS,5:29
0,Action shot - Missed,6.0,2,2,MNE,2.0,GILCHRIST J,0 - 2,301,AUS,5:01
0,Turnover foul,3.0,2,2,MNE,2.0,PASKOVIC V,0 - 2,282,MNE,4:42
0,Steal,6.0,2,2,MNE,2.0,GILCHRIST J,0 - 2,282,AUS,4:42
0,5m shot - Saved,2.0,2,2,MNE,2.0,CAMPBELL R,0 - 2,254,AUS,4:14
0,Time-Out,,2,2,MNE,2.0,,0 - 2,250,MNE,4:10
0,5m shot - Goal,2.0,2,3,MNE,2.0,BRGULJAN D,0 - 3,231,MNE,3:51
0,Turnover foul,7.0,2,3,MNE,2.0,ROACH A,0 - 3,201,AUS,3:21
0,Steal,2.0,2,3,MNE,2.0,BRGULJAN D,0 - 3,201,MNE,3:21
0,Action shot - Saved,10.0,2,3,MNE,2.0,MURISIC N,0 - 3,174,MNE,2:54
1,Action shot - Goal,4.0,2,3,MNE,2.0,COTTERILL J,1 - 3,153,AUS,2:33
1,Turnover foul,5.0,2,3,MNE,2.0,BRGULJAN D,1 - 3,123,MNE,2:03
1,Turnover foul,8.0,2,3,MNE,2.0,YOUNGER A,1 - 3,106,AUS,1:46
1,Steal,13.0,2,3,MNE,2.0,SCEPANOVIC M,1 - 3,106,MNE,1:46
1,20 sec. exclusion in centre,10.0,2,3,MNE,2.0,EMERY M,1 - 3,87,AUS,1:27
1,Extra player shot - Post,12.0,2,3,MNE,2.0,JOKIC P,1 - 3,63,MNE,1:03
1,Time-Out,,2,3,MNE,2.0,,1 - 3,57,AUS,0:57
1,5m shot - Post,2.0,2,3,MNE,2.0,CAMPBELL R,1 - 3,32,AUS,0:32
1,Turnover foul,6.0,2,3,MNE,2.0,RADOVIC A,1 - 3,2,MNE,0:02
1,Steal,1.0,2,3,MNE,2.0,STANTON-FRENCH J,1 - 3,2,AUS,0:02
1,Starting goalkeeper,1.0,2,3,MNE,3.0,STANTON-FRENCH J,1 - 3,480,AUS,8:00
1,Starting goalkeeper,13.0,2,3,MNE,3.0,SCEPANOVIC M,1 - 3,480,MNE,8:00
1,Sprint won possession,11.0,2,3,MNE,3.0,HOWDEN R,1 - 3,480,AUS,8:00
2,5m shot - Goal,8.0,2,3,MNE,3.0,YOUNGER A,2 - 3,452,AUS,7:32
2,Turnover foul,5.0,2,3,MNE,3.0,BRGULJAN D,2 - 3,421,MNE,7:01
2,Steal,3.0,2,3,MNE,3.0,FORD G,2 - 3,421,AUS,7:01
2,Action shot - Saved,2.0,2,3,MNE,3.0,CAMPBELL R,2 - 3,397,AUS,6:37
2,20 sec. exclusion in centre,11.0,2,3,MNE,3.0,KLIKOVAC F,2 - 3,383,MNE,6:23
2,Action shot - Saved,6.0,2,3,MNE,3.0,GILCHRIST J,2 - 3,359,AUS,5:59
2,Turnover foul,5.0,2,3,MNE,3.0,BRGULJAN D,2 - 3,335,MNE,5:35
2,Steal,6.0,2,3,MNE,3.0,GILCHRIST J,2 - 3,335,AUS,5:35
2,Action shot - Blocked,2.0,2,3,MNE,3.0,CAMPBELL R,2 - 3,317,AUS,5:17
2,20 sec. exclusion in centre,9.0,2,3,MNE,3.0,SWIFT J,2 - 3,291,AUS,4:51
2,Extra player shot - Goal,5.0,2,4,MNE,3.0,BRGULJAN D,2 - 4,275,MNE,4:35
2,Turnover foul,2.0,2,4,MNE,3.0,CAMPBELL R,2 - 4,245,AUS,4:05
2,Steal,10.0,2,4,MNE,3.0,MURISIC N,2 - 4,245,MNE,4:05
2,5m shot - Blocked,2.0,2,4,MNE,3.0,BRGULJAN D,2 - 4,217,MNE,3:37
2,5m shot - Post,8.0,2,4,MNE,3.0,YOUNGER A,2 - 4,191,AUS,3:11
2,5m shot - Saved,7.0,2,4,MNE,3.0,JANOVIC M,2 - 4,169,MNE,2:49
2,20 sec. exclusion in field,5.0,2,4,MNE,3.0,POWER N,2 - 4,154,AUS,2:34
2,Extra player shot - Saved,11.0,2,4,MNE,3.0,KLIKOVAC F,2 - 4,136,MNE,2:16
2,5m shot - Missed,3.0,2,4,MNE,3.0,FORD G,2 - 4,107,AUS,1:47
2,Centre shot - Saved,9.0,2,4,MNE,3.0,IVOVIC A,2 - 4,87,MNE,1:27
2,Time-Out,,2,4,MNE,3.0,,2 - 4,55,MNE,0:55
2,5m shot - Saved,9.0,2,4,MNE,3.0,IVOVIC A,2 - 4,28,MNE,0:28
2,Time-Out,,2,4,MNE,3.0,,2 - 4,28,AUS,0:28
2,20 sec. exclusion in centre,9.0,2,4,MNE,3.0,IVOVIC A,2 - 4,0,MNE,0:00
2,Starting goalkeeper,1.0,2,4,MNE,4.0,STANTON-FRENCH J,2 - 4,480,AUS,8:00
2,Starting goalkeeper,13.0,2,4,MNE,4.0,SCEPANOVIC M,2 - 4,480,MNE,8:00
2,Sprint won possession,11.0,2,4,MNE,4.0,HOWDEN R,2 - 4,480,AUS,8:00
3,Action shot - Goal,8.0,2,4,MNE,4.0,YOUNGER A,3 - 4,463,AUS,7:43
3,Action shot - Saved,7.0,2,4,MNE,4.0,JANOVIC M,3 - 4,435,MNE,7:15
4,Action shot - Goal,7.0,2,4,MNE,4.0,ROACH A,4 - 4,415,AUS,6:55
4,Action shot - Saved,5.0,2,4,MNE,4.0,BRGULJAN D,4 - 4,392,MNE,6:32
4,20 sec. exclusion in field,2.0,2,4,MNE,4.0,BRGULJAN D,4 - 4,373,MNE,6:13
5,Extra player shot - Goal,8.0,2,4,MNE,4.0,YOUNGER A,5 - 4,353,AUS,5:53
5,5m shot - Saved,6.0,2,4,MNE,4.0,RADOVIC A,5 - 4,328,MNE,5:28
5,5m shot - Missed,7.0,2,4,MNE,4.0,ROACH A,5 - 4,290,AUS,4:50
5,5m shot - Saved,6.0,2,4,MNE,4.0,RADOVIC A,5 - 4,265,MNE,4:25
5,Action shot - Blocked,2.0,2,4,MNE,4.0,CAMPBELL R,5 - 4,239,AUS,3:59
5,Action shot - Saved,8.0,2,4,MNE,4.0,YOUNGER A,5 - 4,211,AUS,3:31
5,Turnover foul,2.0,2,4,MNE,4.0,CAMPBELL R,5 - 4,179,AUS,2:59
5,Steal,6.0,2,4,MNE,4.0,RADOVIC A,5 - 4,179,MNE,2:59
5,5m shot - Blocked,6.0,2,4,MNE,4.0,RADOVIC A,5 - 4,158,MNE,2:38
5,5m shot - Blocked,9.0,2,4,MNE,4.0,IVOVIC A,5 - 4,109,MNE,1:49
5,5m shot - Post,8.0,2,4,MNE,4.0,YOUNGER A,5 - 4,82,AUS,1:22
5,Time-Out,,2,4,MNE,4.0,,5 - 4,82,MNE,1:22
5,Turnover foul,8.0,2,4,MNE,4.0,UKROPINA A,5 - 4,66,MNE,1:06
5,5m shot - Goal,7.0,2,5,MNE,4.0,JANOVIC M,5 - 5,22,MNE,0:22
5,Time-Out,,2,5,MNE,4.0,,5 - 5,22,AUS,0:22
5,20 sec. exclusion in centre,2.0,2,5,MNE,4.0,BRGULJAN D,5 - 5,5,MNE,0:05
0,Starting goalkeeper,1.0,3,0,SRB,1.0,PIJETLOVIC G,0 - 0,480,SRB,8:00
0,Starting goalkeeper,13.0,3,0,SRB,1.0,DENNERLEY J,0 - 0,480,AUS,8:00
0,Sprint won possession,11.0,3,0,SRB,1.0,HOWDEN R,0 - 0,480,AUS,8:00
1,Action shot - Goal,11.0,3,0,SRB,1.0,HOWDEN R,0 - 1,452,AUS,7:32
1,Action shot - Saved,10.0,3,0,SRB,1.0,FILIPOVIC F,0 - 1,431,SRB,7:11
1,Centre shot - Goal,7.0,3,1,SRB,1.0,NIKIC S,1 - 1,422,SRB,7:02
1,Turnover foul,4.0,3,1,SRB,1.0,COTTERILL J,1 - 1,404,AUS,6:44
1,Steal,4.0,3,1,SRB,1.0,RANDELOVIC S,1 - 1,404,SRB,6:44
1,5m shot - Goal,5.0,3,2,SRB,1.0,CUK M,2 - 1,390,SRB,6:30
1,5m shot - Post,2.0,3,2,SRB,1.0,CAMPBELL R,2 - 1,365,AUS,6:05
1,Action shot - Saved,10.0,3,2,SRB,1.0,FILIPOVIC F,2 - 1,341,SRB,5:41
1,Action shot - Saved,11.0,3,2,SRB,1.0,HOWDEN R,2 - 1,313,AUS,5:13
1,Turnover foul,9.0,3,2,SRB,1.0,JAKSIC N,2 - 1,284,SRB,4:44
1,Steal,8.0,3,2,SRB,1.0,YOUNGER A,2 - 1,284,AUS,4:44
1,5m shot - Saved,2.0,3,2,SRB,1.0,CAMPBELL R,2 - 1,261,AUS,4:21
1,Action shot - Missed,10.0,3,2,SRB,1.0,FILIPOVIC F,2 - 1,236,SRB,3:56
1,Counter attack - Saved,8.0,3,2,SRB,1.0,YOUNGER A,2 - 1,219,AUS,3:39
1,Time-Out,,3,2,SRB,1.0,,2 - 1,218,SRB,3:38
1,20 sec. exclusion in centre,5.0,3,2,SRB,1.0,POWER N,2 - 1,197,AUS,3:17
1,Extra player shot - Goal,6.0,3,3,SRB,1.0,PIJETLOVIC D,3 - 1,190,SRB,3:10
2,Action shot - Goal,5.0,3,3,SRB,1.0,POWER N,3 - 2,159,AUS,2:39
2,Action shot - Saved,2.0,3,3,SRB,1.0,MANDIC D,3 - 2,136,SRB,2:16
2,Counter attack - Missed,6.0,3,3,SRB,1.0,GILCHRIST J,3 - 2,114,AUS,1:54
2,Action shot - Saved,6.0,3,3,SRB,1.0,PIJETLOVIC D,3 - 2,94,SRB,1:34
2,5m shot - Blocked,11.0,3,3,SRB,1.0,PRLAINOVIC A,3 - 2,68,SRB,1:08
2,Turnover foul,2.0,3,3,SRB,1.0,CAMPBELL R,3 - 2,36,AUS,0:36
2,Turnover foul,2.0,3,3,SRB,1.0,MANDIC D,3 - 2,14,SRB,0:14
2,Time-Out,,3,3,SRB,1.0,,3 - 2,14,AUS,0:14
2,Action shot - Missed,5.0,3,3,SRB,1.0,POWER N,3 - 2,5,AUS,0:05
2,5m shot - Missed,10.0,3,3,SRB,1.0,FILIPOVIC F,3 - 2,2,SRB,0:02
2,Starting goalkeeper,1.0,3,3,SRB,2.0,PIJETLOVIC G,3 - 2,480,SRB,8:00
2,Starting goalkeeper,13.0,3,3,SRB,2.0,DENNERLEY J,3 - 2,480,AUS,8:00
2,Sprint won possession,11.0,3,3,SRB,2.0,HOWDEN R,3 - 2,480,AUS,8:00
3,Action shot - Goal,8.0,3,3,SRB,2.0,YOUNGER A,3 - 3,462,AUS,7:42
3,20 sec. exclusion in centre,3.0,3,3,SRB,2.0,FORD G,3 - 3,446,AUS,7:26
3,Action shot - Saved,5.0,3,3,SRB,2.0,CUK M,3 - 3,422,SRB,7:02
3,20 sec. exclusion in centre,3.0,3,3,SRB,2.0,FORD G,3 - 3,362,AUS,6:02
3,Extra player shot - Saved,7.0,3,3,SRB,2.0,NIKIC S,3 - 3,356,SRB,5:56
3,Turnover foul,5.0,3,3,SRB,2.0,POWER N,3 - 3,321,AUS,5:21
3,Steal,7.0,3,3,SRB,2.0,NIKIC S,3 - 3,321,SRB,5:21
3,Action shot - Missed,3.0,3,3,SRB,2.0,GOCIC Z,3 - 3,307,SRB,5:07
3,Action shot - Blocked,5.0,3,3,SRB,2.0,POWER N,3 - 3,289,AUS,4:49
3,Action shot - Post,7.0,3,3,SRB,2.0,ROACH A,3 - 3,277,AUS,4:37
3,Action shot - Goal,10.0,3,4,SRB,2.0,FILIPOVIC F,4 - 3,251,SRB,4:11
3,Turnover foul,8.0,3,4,SRB,2.0,YOUNGER A,4 - 3,219,AUS,3:39
3,Steal,6.0,3,4,SRB,2.0,PIJETLOVIC D,4 - 3,219,SRB,3:39
