Action,Cap,GRE,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Centre shot,7.0,0,2,0,GBR,1.0,ASIMAKI A,0 - 0,430,GRE,7:10,Blocked,0
Action shot,4.0,0,2,0,GBR,1.0,PSOUNI I,0 - 0,379,GRE,6:19,Post,0
Centre shot,7.0,0,2,1,GBR,1.0,GIBSON L,1 - 0,355,GBR,5:55,Goal,1
5m shot,6.0,0,2,1,GBR,1.0,NIXON C,1 - 0,310,GBR,5:10,Blocked,0
Centre shot,7.0,0,2,1,GBR,1.0,ASIMAKI A,1 - 0,282,GRE,4:42,Post,0
5m shot,4.0,0,2,1,GBR,1.0,GIBSON-BYRNE C,1 - 0,260,GBR,4:20,Blocked,0
Penalty shot,2.0,1,2,1,GBR,1.0,TSOUKALA C,1 - 1,199,GRE,3:19,Goal,1
Centre shot,10.0,1,2,1,GBR,1.0,MANOLIOUDAKI T,1 - 1,153,GRE,2:33,Post,0
Centre shot,7.0,1,2,1,GBR,1.0,ASIMAKI A,1 - 1,72,GRE,1:12,Saved,0
Action shot,8.0,1,2,1,GBR,1.0,ROUMPESI A,1 - 1,25,GRE,0:25,Missed,0
Action shot,7.0,1,2,1,GBR,2.0,GIBSON L,1 - 1,438,GBR,7:18,Saved,0
5m shot,2.0,2,2,1,GBR,2.0,TSOUKALA C,1 - 2,410,GRE,6:50,Goal,1
5m shot,10.0,2,2,1,GBR,2.0,WINSTANLEY-SMITH A,1 - 2,392,GBR,6:32,Missed,0
Action shot,6.0,2,2,1,GBR,2.0,AVRAMIDOU A,1 - 2,369,GRE,6:09,Blocked,0
Centre shot,7.0,2,2,2,GBR,2.0,GIBSON L,2 - 2,349,GBR,5:49,Goal,1
Action shot,2.0,2,2,2,GBR,2.0,TSOUKALA C,2 - 2,327,GRE,5:27,Missed,0
Centre shot,7.0,2,2,2,GBR,2.0,ASIMAKI A,2 - 2,301,GRE,5:01,Saved,0
5m shot,3.0,2,2,2,GBR,2.0,McCANN F,2 - 2,273,GBR,4:33,Saved,0
Extra player shot,3.0,2,2,2,GBR,2.0,DIAMANTOPOULOU V,2 - 2,232,GRE,3:52,Saved,0
5m shot,11.0,2,2,2,GBR,2.0,CLAYTON F,2 - 2,213,GBR,3:33,Missed,0
Centre shot,7.0,3,2,2,GBR,2.0,ASIMAKI A,2 - 3,200,GRE,3:20,Goal,1
5m shot,4.0,3,2,3,GBR,2.0,GIBSON-BYRNE C,3 - 3,173,GBR,2:53,Goal,1
Action shot,10.0,3,2,3,GBR,2.0,MANOLIOUDAKI T,3 - 3,148,GRE,2:28,Blocked,0
5m shot,8.0,3,2,3,GBR,2.0,MUSGROVE H,3 - 3,128,GBR,2:08,Missed,0
Action shot,4.0,3,2,3,GBR,2.0,GIBSON-BYRNE C,3 - 3,86,GBR,1:26,Blocked,0
Action shot,10.0,3,2,3,GBR,2.0,MANOLIOUDAKI T,3 - 3,60,GRE,1:00,Post,0
5m shot,8.0,3,2,3,GBR,2.0,MUSGROVE H,3 - 3,2,GBR,0:02,Post,0
Extra player shot,11.0,3,2,3,GBR,4.0,PLEVRITOU E,3 - 3,12,GRE,0:12,Post,0
Centre shot,7.0,3,2,3,GBR,3.0,GIBSON L,3 - 3,461,GBR,7:41,Missed,0
Centre shot,7.0,4,2,3,GBR,3.0,ASIMAKI A,3 - 4,444,GRE,7:24,Goal,1
Centre shot,7.0,5,2,3,GBR,3.0,ASIMAKI A,3 - 5,415,GRE,6:55,Goal,1
Centre shot,6.0,6,2,3,GBR,3.0,AVRAMIDOU A,3 - 6,363,GRE,6:03,Goal,1
Centre shot,7.0,6,2,3,GBR,3.0,ASIMAKI A,3 - 6,310,GRE,5:10,Missed,0
Extra player shot,4.0,6,2,3,GBR,3.0,GIBSON-BYRNE C,3 - 6,283,GBR,4:43,Saved,0
Action shot,2.0,6,2,3,GBR,3.0,WILCOX C,3 - 6,263,GBR,4:23,Missed,0
Extra player shot,6.0,6,2,3,GBR,3.0,NIXON C,3 - 6,205,GBR,3:25,Saved,0
Penalty shot,4.0,6,2,4,GBR,3.0,GIBSON-BYRNE C,4 - 6,204,GBR,3:24,Goal,1
5m shot,4.0,7,2,4,GBR,3.0,PSOUNI I,4 - 7,177,GRE,2:57,Goal,1
5m shot,2.0,7,2,4,GBR,3.0,TSOUKALA C,4 - 7,132,GRE,2:12,Missed,0
5m shot,11.0,7,2,4,GBR,3.0,CLAYTON F,4 - 7,117,GBR,1:57,Missed,0
Extra player shot,10.0,7,2,5,GBR,3.0,WINSTANLEY-SMITH A,5 - 7,81,GBR,1:21,Goal,1
Extra player shot,7.0,8,2,5,GBR,3.0,ASIMAKI A,5 - 8,49,GRE,0:49,Goal,1
5m shot,4.0,8,2,5,GBR,3.0,GIBSON-BYRNE C,5 - 8,1,GBR,0:01,Saved,0
Action shot,2.0,9,2,5,GBR,4.0,TSOUKALA C,5 - 9,425,GRE,7:05,Goal,1
Action shot,2.0,9,2,6,GBR,4.0,WILCOX C,6 - 9,388,GBR,6:28,Goal,1
Extra player shot,7.0,10,2,6,GBR,4.0,ASIMAKI A,6 - 10,359,GRE,5:59,Goal,1
Action shot,8.0,10,2,6,GBR,4.0,ROUMPESI A,6 - 10,303,GRE,5:03,Post,0
5m shot,11.0,10,2,7,GBR,4.0,CLAYTON F,7 - 10,281,GBR,4:41,Goal,1
Action shot,6.0,10,2,7,GBR,4.0,AVRAMIDOU A,7 - 10,256,GRE,4:16,Saved,0
Centre shot,10.0,11,2,7,GBR,4.0,MANOLIOUDAKI T,7 - 11,255,GRE,4:15,Goal,1
Extra player shot,4.0,11,2,7,GBR,4.0,GIBSON-BYRNE C,7 - 11,240,GBR,4:00,Blocked,0
Extra player shot,2.0,12,2,7,GBR,4.0,TSOUKALA C,7 - 12,202,GRE,3:22,Goal,1
5m shot,11.0,12,2,7,GBR,4.0,CLAYTON F,7 - 12,175,GBR,2:55,Saved,0
Penalty shot,6.0,13,2,7,GBR,4.0,AVRAMIDOU A,7 - 13,152,GRE,2:32,Goal,1
Action shot,4.0,13,2,7,GBR,4.0,GIBSON-BYRNE C,7 - 13,131,GBR,2:11,Post,0
5m shot,3.0,13,2,7,GBR,4.0,McCANN F,7 - 13,56,GBR,0:56,Saved,0
5m shot,4.0,13,2,7,GBR,4.0,GIBSON-BYRNE C,7 - 13,3,GBR,0:03,Saved,0
Action shot,8.0,1,3,0,CAN,1.0,ROUMPESI A,0 - 1,438,GRE,7:18,Goal,1
Action shot,2.0,2,3,0,CAN,1.0,TSOUKALA C,0 - 2,381,GRE,6:21,Goal,1
5m shot,7.0,2,3,0,CAN,1.0,BEKHAZI J,0 - 2,352,CAN,5:52,Saved,0
Centre shot,7.0,2,3,0,CAN,1.0,ASIMAKI A,0 - 2,328,GRE,5:28,Missed,0
Action shot,5.0,2,3,0,CAN,1.0,EGGENS M,0 - 2,308,CAN,5:08,Saved,0
Action shot,2.0,3,3,0,CAN,1.0,TSOUKALA C,0 - 3,276,GRE,4:36,Goal,1
Action shot,2.0,3,3,0,CAN,1.0,TSOUKALA C,0 - 3,233,GRE,3:53,Saved,0
Action shot,7.0,3,3,1,CAN,1.0,BEKHAZI J,1 - 3,211,CAN,3:31,Goal,1
Penalty shot,7.0,3,3,1,CAN,1.0,BEKHAZI J,1 - 3,172,CAN,2:52,Post,0
Action shot,6.0,3,3,1,CAN,1.0,AVRAMIDOU A,1 - 3,139,GRE,2:19,Blocked,0
Centre shot,7.0,3,3,1,CAN,1.0,ASIMAKI A,1 - 3,56,GRE,0:56,Post,0
Centre shot,3.0,3,3,2,CAN,1.0,MONTON K,2 - 3,32,CAN,0:32,Goal,1
Action shot,8.0,3,3,2,CAN,2.0,ROUMPESI A,2 - 3,453,GRE,7:33,Saved,0
5m shot,7.0,3,3,2,CAN,2.0,BEKHAZI J,2 - 3,436,CAN,7:16,Saved,0
Centre shot,2.0,3,3,3,CAN,2.0,ALOGBO K,3 - 3,419,CAN,6:59,Goal,1
5m shot,5.0,3,3,4,CAN,2.0,EGGENS M,4 - 3,370,CAN,6:10,Goal,1
Centre shot,7.0,4,3,4,CAN,2.0,ASIMAKI A,4 - 4,349,GRE,5:49,Goal,1
Extra player shot,3.0,4,3,4,CAN,2.0,MONTON K,4 - 4,304,CAN,5:04,Saved,0
Action shot,2.0,4,3,4,CAN,2.0,TSOUKALA C,4 - 4,261,GRE,4:21,Saved,0
Centre shot,2.0,4,3,4,CAN,2.0,ALOGBO K,4 - 4,241,CAN,4:01,Post,0
Extra player shot,11.0,4,3,4,CAN,2.0,PLEVRITOU E,4 - 4,207,GRE,3:27,Saved,0
5m shot,6.0,4,3,4,CAN,2.0,BARON la SALLE S,4 - 4,182,CAN,3:02,Blocked,0
Action shot,6.0,4,3,4,CAN,2.0,BARON la SALLE S,4 - 4,132,CAN,2:12,Missed,0
Action shot,11.0,5,3,4,CAN,2.0,PLEVRITOU E,4 - 5,106,GRE,1:46,Goal,1
Action shot,4.0,6,3,4,CAN,2.0,PSOUNI I,4 - 6,50,GRE,0:50,Goal,1
5m shot,4.0,6,3,4,CAN,2.0,WRIGHT E,4 - 6,22,CAN,0:22,Saved,0
5m shot,2.0,6,3,4,CAN,2.0,TSOUKALA C,4 - 6,2,GRE,0:02,Post,0
Action shot,5.0,6,3,5,CAN,3.0,EGGENS M,5 - 6,412,CAN,6:52,Goal,1
5m shot,7.0,6,3,5,CAN,3.0,BEKHAZI J,5 - 6,352,CAN,5:52,Blocked,0
Penalty shot,7.0,6,3,5,CAN,3.0,BEKHAZI J,5 - 6,351,CAN,5:51,Saved,0
Action shot,8.0,6,3,5,CAN,3.0,ROUMPESI A,5 - 6,310,GRE,5:10,Blocked,0
Counter attack,7.0,6,3,6,CAN,3.0,BEKHAZI J,6 - 6,299,CAN,4:59,Goal,1
Centre shot,7.0,6,3,6,CAN,3.0,ASIMAKI A,6 - 6,273,GRE,4:33,Post,0
Action shot,6.0,6,3,6,CAN,3.0,BARON la SALLE S,6 - 6,245,CAN,4:05,Saved,0
Centre shot,3.0,6,3,6,CAN,3.0,MONTON K,6 - 6,230,CAN,3:50,Saved,0
Action shot,8.0,6,3,6,CAN,3.0,ROUMPESI A,6 - 6,201,GRE,3:21,Saved,0
Action shot,12.0,6,3,6,CAN,3.0,RADU M,6 - 6,175,CAN,2:55,Missed,0
Centre shot,7.0,6,3,6,CAN,3.0,ASIMAKI A,6 - 6,157,GRE,2:37,Saved,0
5m shot,11.0,6,3,6,CAN,3.0,VALIN S,6 - 6,130,CAN,2:10,Post,0
Action shot,10.0,6,3,6,CAN,3.0,MANOLIOUDAKI T,6 - 6,94,GRE,1:34,Blocked,0
Action shot,2.0,6,3,6,CAN,3.0,TSOUKALA C,6 - 6,16,GRE,0:16,Post,0
5m shot,5.0,6,3,7,CAN,3.0,EGGENS M,7 - 6,3,CAN,0:03,Goal,1
5m shot,8.0,6,3,7,CAN,3.0,ROUMPESI A,7 - 6,1,GRE,0:01,Saved,0
Action shot,8.0,6,3,7,CAN,4.0,ROUMPESI A,7 - 6,433,GRE,7:13,Post,0
Extra player shot,5.0,6,3,7,CAN,4.0,EGGENS M,7 - 6,409,CAN,6:49,Saved,0
Extra player shot,6.0,6,3,7,CAN,4.0,AVRAMIDOU A,7 - 6,380,GRE,6:20,Saved,0
Action shot,9.0,6,3,7,CAN,4.0,EGGENS C,7 - 6,353,CAN,5:53,Saved,0
5m shot,9.0,6,3,7,CAN,4.0,EGGENS C,7 - 6,336,CAN,5:36,Saved,0
Action shot,6.0,6,3,7,CAN,4.0,AVRAMIDOU A,7 - 6,310,GRE,5:10,Post,0
Action shot,6.0,7,3,7,CAN,4.0,AVRAMIDOU A,7 - 7,269,GRE,4:29,Goal,1
Centre shot,10.0,7,3,7,CAN,4.0,ROBINSON C,7 - 7,247,CAN,4:07,Post,0
Action shot,6.0,7,3,7,CAN,4.0,AVRAMIDOU A,7 - 7,220,GRE,3:40,Missed,0
Extra player shot,8.0,7,3,7,CAN,4.0,PERREAULT D,7 - 7,177,CAN,2:57,Blocked,0
Extra player shot,7.0,8,3,7,CAN,4.0,ASIMAKI A,7 - 8,140,GRE,2:20,Goal,1
Action shot,5.0,8,3,8,CAN,4.0,EGGENS M,8 - 8,43,CAN,0:43,Goal,1
5m shot,8.0,8,3,8,CAN,4.0,ROUMPESI A,8 - 8,13,GRE,0:13,Saved,0
Action shot,8.0,0,4,0,ITA,1.0,ROUMPESI A,0 - 0,438,GRE,7:18,Blocked,0
Penalty shot,7.0,0,4,0,ITA,1.0,di MARIO T,0 - 0,417,ITA,6:57,Saved,0
Action shot,10.0,0,4,0,ITA,1.0,MANOLIOUDAKI T,0 - 0,347,GRE,5:47,Post,0
Action shot,8.0,0,4,1,ITA,1.0,BIANCONI R,1 - 0,326,ITA,5:26,Goal,1
Counter attack,9.0,0,4,1,ITA,1.0,EMMOLO G,1 - 0,288,ITA,4:48,Missed,0
Action shot,4.0,0,4,1,ITA,1.0,PSOUNI I,1 - 0,222,GRE,3:42,Blocked,0
Counter attack,12.0,0,4,1,ITA,1.0,FRASSINETTI T,1 - 0,210,ITA,3:30,Missed,0
Extra player shot,7.0,1,4,1,ITA,1.0,ASIMAKI A,1 - 1,200,GRE,3:20,Goal,1
5m shot,7.0,1,4,2,ITA,1.0,di MARIO T,2 - 1,179,ITA,2:59,Goal,1
Action shot,8.0,1,4,2,ITA,1.0,ROUMPESI A,2 - 1,152,GRE,2:32,Post,0
Extra player shot,8.0,1,4,2,ITA,1.0,BIANCONI R,2 - 1,107,ITA,1:47,Blocked,0
Action shot,8.0,2,4,2,ITA,1.0,ROUMPESI A,2 - 2,81,GRE,1:21,Goal,1
Centre shot,10.0,2,4,2,ITA,1.0,PALMIERI V,2 - 2,63,ITA,1:03,Saved,0
Action shot,3.0,2,4,2,ITA,1.0,DIAMANTOPOULOU V,2 - 2,11,GRE,0:11,Saved,0
5m shot,5.0,2,4,2,ITA,1.0,QUEIROLO E,2 - 2,1,ITA,0:01,Missed,0
Action shot,6.0,2,4,2,ITA,2.0,AVRAMIDOU A,2 - 2,436,GRE,7:16,Missed,0
Action shot,11.0,2,4,2,ITA,2.0,PLEVRITOU E,2 - 2,413,GRE,6:53,Blocked,0
Penalty shot,8.0,2,4,3,ITA,2.0,BIANCONI R,3 - 2,387,ITA,6:27,Goal,1
5m shot,8.0,3,4,3,ITA,2.0,ROUMPESI A,3 - 3,358,GRE,5:58,Goal,1
5m shot,8.0,3,4,3,ITA,2.0,BIANCONI R,3 - 3,289,ITA,4:49,Missed,0
Action shot,2.0,3,4,3,ITA,2.0,TSOUKALA C,3 - 3,263,GRE,4:23,Saved,0
5m shot,3.0,3,4,3,ITA,2.0,GARIBOTTI A,3 - 3,241,ITA,4:01,Blocked,0
Action shot,6.0,3,4,3,ITA,2.0,AVRAMIDOU A,3 - 3,219,GRE,3:39,Post,0
Centre shot,7.0,4,4,3,ITA,2.0,ASIMAKI A,3 - 4,218,GRE,3:38,Goal,1
Action shot,2.0,5,4,3,ITA,2.0,TSOUKALA C,3 - 5,173,GRE,2:53,Goal,1
Extra player shot,10.0,5,4,3,ITA,2.0,MANOLIOUDAKI T,3 - 5,112,GRE,1:52,Post,0
Action shot,3.0,5,4,3,ITA,2.0,GARIBOTTI A,3 - 5,85,ITA,1:25,Blocked,0
Action shot,3.0,5,4,4,ITA,2.0,GARIBOTTI A,4 - 5,47,ITA,0:47,Goal,1
Action shot,6.0,5,4,4,ITA,2.0,AVRAMIDOU A,4 - 5,22,GRE,0:22,Saved,0
5m shot,8.0,5,4,4,ITA,4,ROUMPESI A,4 - 5,1,GRE,0:01,Saved,0
Action shot,10.0,5,4,4,ITA,ET1,MANOLIOUDAKI T,4 - 5,88,GRE,1:28,Missed,0
Extra player shot,9.0,9,4,10,ITA,ET1,EMMOLO G,10 - 9,44,ITA,0:44,Goal,1
Extra player shot,10.0,10,4,10,ITA,ET1,MANOLIOUDAKI T,10 - 10,10,GRE,0:10,Goal,1
5m shot,8.0,10,4,10,ITA,ET1,BIANCONI R,10 - 10,1,ITA,0:01,Blocked,0
5m shot,9.0,10,4,10,ITA,ET2,EMMOLO G,10 - 10,150,ITA,2:30,Blocked,0
Centre shot,7.0,10,4,10,ITA,ET2,ASIMAKI A,10 - 10,120,GRE,2:00,Saved,0
5m shot,4.0,10,4,10,ITA,3.0,RADICCHI F,10 - 10,455,ITA,7:35,Missed,0
Action shot,2.0,6,4,4,ITA,3.0,TSOUKALA C,4 - 6,433,GRE,7:13,Goal,1
Action shot,10.0,6,4,4,ITA,3.0,MANOLIOUDAKI T,4 - 6,376,GRE,6:16,Post,0
Action shot,9.0,6,4,4,ITA,3.0,EMMOLO G,4 - 6,342,ITA,5:42,Missed,0
5m shot,2.0,6,4,4,ITA,3.0,TSOUKALA C,4 - 6,274,GRE,4:34,Saved,0
Action shot,7.0,6,4,5,ITA,3.0,di MARIO T,5 - 6,261,ITA,4:21,Goal,1
Action shot,11.0,6,4,5,ITA,3.0,PLEVRITOU E,5 - 6,239,GRE,3:59,Blocked,0
Centre shot,7.0,6,4,5,ITA,3.0,ASIMAKI A,5 - 6,109,GRE,1:49,Saved,0
Centre shot,10.0,7,4,5,ITA,3.0,MANOLIOUDAKI T,5 - 7,107,GRE,1:47,Goal,1
5m shot,5.0,7,4,5,ITA,3.0,QUEIROLO E,5 - 7,92,ITA,1:32,Missed,0
Action shot,2.0,7,4,5,ITA,3.0,TSOUKALA C,5 - 7,73,GRE,1:13,Missed,0
5m shot,7.0,7,4,5,ITA,3.0,di MARIO T,5 - 7,3,ITA,0:03,Post,0
Action shot,11.0,7,4,5,ITA,3.0,COTTI A,5 - 7,1,ITA,0:01,Saved,0
5m shot,4.0,7,4,6,ITA,4.0,RADICCHI F,6 - 7,464,ITA,7:44,Goal,1
Action shot,10.0,8,4,6,ITA,4.0,MANOLIOUDAKI T,6 - 8,440,GRE,7:20,Goal,1
5m shot,4.0,8,4,7,ITA,4.0,RADICCHI F,7 - 8,419,ITA,6:59,Goal,1
Action shot,4.0,8,4,7,ITA,4.0,PSOUNI I,7 - 8,399,GRE,6:39,Missed,0
Penalty shot,8.0,8,4,8,ITA,4.0,BIANCONI R,8 - 8,374,ITA,6:14,Goal,1
Centre shot,7.0,8,4,8,ITA,4.0,ASIMAKI A,8 - 8,350,GRE,5:50,Blocked,0
5m shot,8.0,8,4,8,ITA,4.0,BIANCONI R,8 - 8,322,ITA,5:22,Saved,0
5m shot,9.0,8,4,8,ITA,4.0,EMMOLO G,8 - 8,303,ITA,5:03,Blocked,0
Extra player shot,8.0,8,4,8,ITA,4.0,ROUMPESI A,8 - 8,277,GRE,4:37,Saved,0
Action shot,11.0,8,4,8,ITA,4.0,COTTI A,8 - 8,251,ITA,4:11,Saved,0
Action shot,6.0,8,4,8,ITA,4.0,AVRAMIDOU A,8 - 8,194,GRE,3:14,Blocked,0
5m shot,7.0,8,4,8,ITA,4.0,di MARIO T,8 - 8,168,ITA,2:48,Missed,0
Counter attack,11.0,8,4,9,ITA,4.0,COTTI A,9 - 8,129,ITA,2:09,Goal,1
Action shot,10.0,8,4,9,ITA,4.0,MANOLIOUDAKI T,9 - 8,102,GRE,1:42,Saved,0
Action shot,10.0,9,4,9,ITA,4.0,MANOLIOUDAKI T,9 - 9,31,GRE,0:31,Goal,1
Action shot,3.0,9,4,9,ITA,ET2,GARIBOTTI A,9 - 9,18,ITA,0:18,Saved,0
5m shot,3.0,9,4,9,ITA,ET2,GARIBOTTI A,9 - 9,2,ITA,0:02,Missed,0
5m shot,8.0,9,4,9,ITA,ET2,ROUMPESI A,9 - 9,1,GRE,0:01,Saved,0
Centre shot,7.0,0,5,0,AUS,1.0,ASIMAKI A,0 - 0,427,GRE,7:07,Missed,0
Penalty shot,10.0,0,5,1,AUS,1.0,SOUTHERN A,1 - 0,407,AUS,6:47,Goal,1
Extra player shot,6.0,1,5,1,AUS,1.0,AVRAMIDOU A,1 - 1,368,GRE,6:08,Goal,1
5m shot,7.0,1,5,2,AUS,1.0,WEBSTER R,2 - 1,315,AUS,5:15,Goal,1
Counter attack,8.0,1,5,3,AUS,1.0,McGHIE G,3 - 1,291,AUS,4:51,Goal,1
Action shot,10.0,1,5,3,AUS,1.0,MANOLIOUDAKI T,3 - 1,242,GRE,4:02,Saved,0
Action shot,2.0,1,5,3,AUS,1.0,TSOUKALA C,3 - 1,217,GRE,3:37,Blocked,0
Centre shot,12.0,1,5,3,AUS,1.0,ZAGAME N,3 - 1,206,AUS,3:26,Missed,0
Centre shot,2.0,1,5,3,AUS,1.0,APPEL J,3 - 1,162,AUS,2:42,Saved,0
