Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,USA,Result,Goal
Action shot,8.0,6,5,AUS,2.0,MCGHIE G,4 - 5,171,AUS,2:51,4,Goal,1
Centre shot,12.0,6,5,AUS,2.0,CRAIG K,4 - 5,140,USA,2:20,4,Missed,0
Action shot,7.0,6,5,AUS,2.0,WEBSTER R,4 - 5,113,AUS,1:53,4,Saved,0
Centre shot,8.0,6,5,AUS,2.0,NEUSHUL K,4 - 5,96,USA,1:36,4,Missed,0
Action shot,7.0,6,5,AUS,2.0,MATHEWSON C,4 - 5,43,USA,0:43,4,Post,0
5m shot,4.0,6,5,AUS,2.0,FATTAL R,5 - 5,1,USA,0:01,5,Goal,1
5m shot,8.0,6,5,AUS,3.0,NEUSHUL K,5 - 5,454,USA,7:34,5,Saved,0
Action shot,6.0,6,5,AUS,3.0,STEFFENS M,6 - 5,370,USA,6:10,6,Goal,1
Action shot,8.0,6,5,AUS,3.0,MCGHIE G,6 - 5,309,AUS,5:09,6,Saved,0
5m shot,7.0,6,5,AUS,3.0,MATHEWSON C,6 - 5,291,USA,4:51,6,Missed,0
5m shot,10.0,6,5,AUS,3.0,SOUTHERN A,6 - 5,271,AUS,4:31,6,Missed,0
Action shot,8.0,6,5,AUS,3.0,NEUSHUL K,6 - 5,247,USA,4:07,6,Missed,0
Action shot,7.0,6,5,AUS,3.0,MATHEWSON C,6 - 5,178,USA,2:58,6,Post,0
Action shot,2.0,6,5,AUS,3.0,BEADSWORTH G,6 - 5,147,AUS,2:27,6,Post,0
Action shot,10.0,6,5,AUS,3.0,SOUTHERN A,6 - 5,102,AUS,1:42,6,Blocked,0
5m shot,8.0,6,5,AUS,3.0,MCGHIE G,6 - 5,36,AUS,0:36,6,Saved,0
5m shot,4.0,6,5,AUS,4.0,FATTAL R,7 - 5,451,USA,7:31,7,Goal,1
5m shot,6.0,6,5,AUS,4.0,STEFFENS M,7 - 5,398,USA,6:38,7,Blocked,0
5m shot,10.0,6,5,AUS,4.0,SOUTHERN A,7 - 5,291,AUS,4:51,7,Saved,0
5m shot,6.0,6,5,AUS,4.0,STEFFENS M,7 - 5,262,USA,4:22,7,Blocked,0
5m shot,6.0,6,5,AUS,4.0,KNOX B,7 - 5,231,AUS,3:51,7,Saved,0
5m shot,3.0,6,5,AUS,4.0,SEIDEMANN M,8 - 5,168,USA,2:48,8,Goal,1
Penalty shot,9.0,6,5,AUS,4.0,ARANCINI Z,8 - 5,143,AUS,2:23,8,Saved,0
Counter attack,3.0,6,5,AUS,4.0,BUCKLING H,8 - 5,116,AUS,1:56,8,Saved,0
Extra player shot,9.0,6,6,AUS,4.0,ARANCINI Z,8 - 6,70,AUS,1:10,8,Goal,1
5m shot,10.0,6,6,AUS,4.0,SOUTHERN A,8 - 6,25,AUS,0:25,8,Saved,0
Action shot,8.0,7,0,NED,1.0,SEVENICH V,0 - 0,422,NED,7:02,0,Saved,0
5m shot,3.0,7,0,NED,1.0,SEIDEMANN M,0 - 0,396,USA,6:36,0,Missed,0
Action shot,4.0,7,0,NED,1.0,VAN DER SLOOT C,0 - 0,365,NED,6:05,0,Post,0
5m shot,11.0,7,0,NED,1.0,KLAASSEN L,0 - 0,314,NED,5:14,0,Missed,0
Centre shot,12.0,7,0,NED,1.0,CRAIG K,0 - 0,288,USA,4:48,0,Saved,0
5m shot,6.0,7,0,NED,1.0,STOMPHORST N,0 - 0,257,NED,4:17,0,Saved,0
Extra player shot,7.0,7,0,NED,1.0,MATHEWSON C,0 - 0,219,USA,3:39,0,Saved,0
5m shot,9.0,7,0,NED,1.0,MEGENS M,0 - 0,194,NED,3:14,0,Saved,0
5m shot,11.0,7,0,NED,1.0,KLAASSEN L,0 - 0,179,NED,2:59,0,Post,0
Action shot,2.0,7,1,NED,1.0,SMIT M,0 - 1,119,NED,1:59,0,Goal,1
5m shot,2.0,7,1,NED,1.0,MUSSELMAN M,0 - 1,89,USA,1:29,0,Saved,0
Action shot,11.0,7,1,NED,1.0,FISCHER M,0 - 1,55,USA,0:55,0,Saved,0
Action shot,5.0,7,1,NED,1.0,GENEE A,0 - 1,27,NED,0:27,0,Saved,0
Extra player shot,11.0,7,1,NED,2.0,FISCHER M,0 - 1,423,USA,7:03,0,Post,0
Action shot,4.0,7,1,NED,2.0,FATTAL R,1 - 1,420,USA,7:00,1,Goal,1
Action shot,2.0,7,1,NED,2.0,SMIT M,1 - 1,388,NED,6:28,1,Saved,0
Counter attack,2.0,7,1,NED,2.0,MUSSELMAN M,2 - 1,383,USA,6:23,2,Goal,1
Extra player shot,11.0,7,1,NED,2.0,FISCHER M,2 - 1,360,USA,6:00,2,Post,0
5m shot,6.0,7,1,NED,2.0,STEFFENS M,2 - 1,329,USA,5:29,2,Blocked,0
Extra player shot,10.0,7,1,NED,2.0,GILCHRIST K,2 - 1,308,USA,5:08,2,Missed,0
5m shot,3.0,7,1,NED,2.0,GENEE D,2 - 1,277,NED,4:37,2,Blocked,0
5m shot,4.0,7,1,NED,2.0,FATTAL R,2 - 1,247,USA,4:07,2,Missed,0
Counter attack,11.0,7,2,NED,2.0,KLAASSEN L,2 - 2,235,NED,3:55,2,Goal,1
Extra player shot,6.0,7,2,NED,2.0,STEFFENS M,2 - 2,89,USA,1:29,2,Post,0
Action shot,8.0,7,2,NED,2.0,NEUSHUL K,2 - 2,68,USA,1:08,2,Saved,0
5m shot,11.0,7,2,NED,2.0,KLAASSEN L,2 - 2,39,NED,0:39,2,Saved,0
Extra player shot,4.0,7,2,NED,3.0,FATTAL R,3 - 2,458,USA,7:38,3,Goal,1
Action shot,2.0,7,2,NED,3.0,SMIT M,3 - 2,433,NED,7:13,3,Saved,0
Action shot,7.0,7,2,NED,3.0,MATHEWSON C,3 - 2,417,USA,6:57,3,Saved,0
5m shot,4.0,7,2,NED,3.0,VAN DER SLOOT C,3 - 2,385,NED,6:25,3,Blocked,0
Action shot,3.0,7,2,NED,3.0,SEIDEMANN M,3 - 2,358,USA,5:58,3,Blocked,0
5m shot,9.0,7,2,NED,3.0,MEGENS M,3 - 2,326,NED,5:26,3,Saved,0
Extra player shot,9.0,7,3,NED,3.0,MEGENS M,3 - 3,314,NED,5:14,3,Goal,1
Action shot,8.0,7,3,NED,3.0,NEUSHUL K,4 - 3,289,USA,4:49,4,Goal,1
5m shot,11.0,7,3,NED,3.0,FISCHER M,4 - 3,231,USA,3:51,4,Saved,0
Extra player shot,7.0,7,3,NED,3.0,MATHEWSON C,4 - 3,172,USA,2:52,4,Post,0
5m shot,7.0,7,3,NED,3.0,NIJHUIS M,4 - 3,142,NED,2:22,4,Missed,0
Counter attack,4.0,7,3,NED,3.0,VAN DER SLOOT C,4 - 3,109,NED,1:49,4,Saved,0
5m shot,11.0,7,3,NED,3.0,KLAASSEN L,4 - 3,61,NED,1:01,4,Saved,0
5m shot,7.0,7,3,NED,3.0,MATHEWSON C,5 - 3,35,USA,0:35,5,Goal,1
Extra player shot,2.0,7,3,NED,3.0,SMIT M,5 - 3,5,NED,0:05,5,Blocked,0
5m shot,3.0,7,3,NED,4.0,SEIDEMANN M,5 - 3,397,USA,6:37,5,Blocked,0
5m shot,6.0,7,3,NED,4.0,STOMPHORST N,5 - 3,368,NED,6:08,5,Saved,0
Action shot,7.0,7,3,NED,4.0,MATHEWSON C,5 - 3,260,USA,4:20,5,Post,0
Penalty shot,4.0,7,3,NED,4.0,VAN DER SLOOT C,5 - 3,242,NED,4:02,5,Saved,0
Counter attack,9.0,7,4,NED,4.0,MEGENS M,5 - 4,193,NED,3:13,5,Goal,1
Action shot,3.0,7,4,NED,4.0,SEIDEMANN M,5 - 4,173,USA,2:53,5,Saved,0
5m shot,3.0,7,4,NED,4.0,SEIDEMANN M,5 - 4,149,USA,2:29,5,Blocked,0
5m shot,2.0,7,4,NED,4.0,SMIT M,5 - 4,96,NED,1:36,5,Missed,0
Extra player shot,2.0,7,4,NED,4.0,SMIT M,5 - 4,75,NED,1:15,5,Saved,0
5m shot,6.0,7,4,NED,4.0,STEFFENS M,5 - 4,43,USA,0:43,5,Saved,0
5m shot,6.0,7,4,NED,4.0,STOMPHORST N,5 - 4,16,NED,0:16,5,Saved,0
