Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,USA
Sprint won possession,8.0,1,1,BRA,4.0,NEUSHUL K,1 - 11,480,USA,8:00,11
Action shot - Goal,8.0,1,1,BRA,4.0,NEUSHUL K,1 - 12,451,USA,7:31,12
5m shot - Missed,4.0,1,1,BRA,4.0,DUARTE M,1 - 12,426,BRA,7:06,12
5m shot - Goal,6.0,1,1,BRA,4.0,STEFFENS M,1 - 13,402,USA,6:42,13
5m shot - Saved,6.0,1,1,BRA,4.0,CHIAPPINI I,1 - 13,376,BRA,6:16,13
Turnover foul,4.0,1,1,BRA,4.0,DUARTE M,1 - 13,343,BRA,5:43,13
Action shot - Blocked,4.0,1,1,BRA,4.0,FATTAL R,1 - 13,318,USA,5:18,13
Action shot - Saved,12.0,1,1,BRA,4.0,MANTELLATO G,1 - 13,279,BRA,4:39,13
Turnover foul,8.0,1,1,BRA,4.0,NEUSHUL K,1 - 13,259,USA,4:19,13
Steal,3.0,1,1,BRA,4.0,ZABLITH M,1 - 13,259,BRA,4:19,13
Action shot - Saved,4.0,1,1,BRA,4.0,DUARTE M,1 - 13,248,BRA,4:08,13
Turnover foul,6.0,1,1,BRA,4.0,CHIAPPINI I,1 - 13,222,BRA,3:42,13
Time-Out,,1,1,BRA,4.0,,1 - 13,212,USA,3:32,13
5m shot - Goal,6.0,1,2,BRA,4.0,CHIAPPINI I,2 - 13,168,BRA,2:48,13
5m shot - Saved,3.0,1,2,BRA,4.0,SEIDEMANN M,2 - 13,137,USA,2:17,13
20 sec. exclusion in centre,11.0,1,2,BRA,4.0,FISCHER M,2 - 13,114,USA,1:54,13
Time-Out,,1,2,BRA,4.0,,2 - 13,112,BRA,1:52,13
Action shot - Blocked,6.0,1,2,BRA,4.0,CHIAPPINI I,2 - 13,94,BRA,1:34,13
Action shot - Post,8.0,1,2,BRA,4.0,NEUSHUL K,2 - 13,60,USA,1:00,13
Action shot - Blocked,8.0,1,2,BRA,4.0,NEUSHUL K,2 - 13,40,USA,0:40,13
Turnover foul,3.0,1,2,BRA,4.0,ZABLITH M,2 - 13,21,BRA,0:21,13
Steal,13.0,1,2,BRA,4.0,JOHNSON A,2 - 13,21,USA,0:21,13
Starting goalkeeper,1.0,2,0,ITA,1.0,GORLERO G,0 - 0,480,ITA,8:00,0
Starting goalkeeper,13.0,2,0,ITA,1.0,JOHNSON A,0 - 0,480,USA,8:00,0
Sprint won possession,7.0,2,0,ITA,1.0,DI MARIO T,0 - 0,480,ITA,8:00,0
5m shot - Blocked,5.0,2,0,ITA,1.0,RADICCHI F,0 - 0,451,ITA,7:31,0
5m shot - Missed,7.0,2,0,ITA,1.0,MATHEWSON C,0 - 0,423,USA,7:03,0
Penalty foul,13.0,2,0,ITA,1.0,JOHNSON A,0 - 0,418,USA,6:58,0
Penalty shot - Goal,8.0,2,1,ITA,1.0,BIANCONI R,1 - 0,418,ITA,6:58,0
20 sec. exclusion in centre,7.0,2,1,ITA,1.0,DI MARIO T,1 - 0,394,ITA,6:34,0
Extra player shot - Blocked,7.0,2,1,ITA,1.0,MATHEWSON C,1 - 0,382,USA,6:22,0
Action shot - Goal,4.0,2,1,ITA,1.0,FATTAL R,1 - 1,356,USA,5:56,1
Turnover foul,12.0,2,1,ITA,1.0,FRASSINETTI T,1 - 1,305,ITA,5:05,1
Action shot - Saved,5.0,2,1,ITA,1.0,WILLIAMS A,1 - 1,298,USA,4:58,1
5m shot - Blocked,3.0,2,1,ITA,1.0,GARIBOTTI A,1 - 1,281,ITA,4:41,1
Action shot - Saved,8.0,2,1,ITA,1.0,BIANCONI R,1 - 1,261,ITA,4:21,1
Action shot - Goal,4.0,2,1,ITA,1.0,FATTAL R,1 - 2,257,USA,4:17,2
Goalkeeper substitution,1.0,2,1,ITA,1.0,HILL S,1 - 2,257,USA,4:17,2
Goalkeeper substitution,13.0,2,1,ITA,1.0,JOHNSON A,1 - 2,251,USA,4:11,2
20 sec. exclusion in field,11.0,2,1,ITA,1.0,FISCHER M,1 - 2,230,USA,3:50,2
Extra player shot - Saved,5.0,2,1,ITA,1.0,RADICCHI F,1 - 2,218,ITA,3:38,2
Action shot - Missed,4.0,2,1,ITA,1.0,QUEIROLO E,1 - 2,169,ITA,2:49,2
5m shot - Missed,3.0,2,1,ITA,1.0,SEIDEMANN M,1 - 2,141,USA,2:21,2
20 sec. exclusion in field,9.0,2,1,ITA,1.0,GROSSMAN A,1 - 2,129,USA,2:09,2
Time-Out,,2,1,ITA,1.0,,1 - 2,129,ITA,2:09,2
Action shot - Goal,9.0,2,2,ITA,1.0,EMMOLO G,2 - 2,105,ITA,1:45,2
Turnover foul,12.0,2,2,ITA,1.0,FRASSINETTI T,2 - 2,87,ITA,1:27,2
Action shot - Goal,8.0,2,3,ITA,1.0,BIANCONI R,3 - 2,76,ITA,1:16,2
Action shot - Saved,4.0,2,3,ITA,1.0,FATTAL R,3 - 2,51,USA,0:51,2
20 sec. exclusion in field,10.0,2,3,ITA,1.0,POMERI F,3 - 2,49,ITA,0:49,2
Extra player shot - Saved,4.0,2,3,ITA,1.0,FATTAL R,3 - 2,42,USA,0:42,2
Action shot - Goal,4.0,2,4,ITA,1.0,QUEIROLO E,4 - 2,0,ITA,0:00,2
Starting goalkeeper,1.0,2,4,ITA,2.0,GORLERO G,4 - 2,480,ITA,8:00,2
Starting goalkeeper,13.0,2,4,ITA,2.0,JOHNSON A,4 - 2,480,USA,8:00,2
Sprint won possession,4.0,2,4,ITA,2.0,FATTAL R,4 - 2,480,USA,8:00,2
Action shot - Saved,8.0,2,4,ITA,2.0,NEUSHUL K,4 - 2,451,USA,7:31,2
5m shot - Saved,3.0,2,4,ITA,2.0,GARIBOTTI A,4 - 2,427,ITA,7:07,2
Turnover foul,5.0,2,4,ITA,2.0,RADICCHI F,4 - 2,400,ITA,6:40,2
Steal,4.0,2,4,ITA,2.0,FATTAL R,4 - 2,400,USA,6:40,2
20 sec. exclusion in centre,5.0,2,4,ITA,2.0,RADICCHI F,4 - 2,377,ITA,6:17,2
Action shot - Missed,2.0,2,4,ITA,2.0,MUSSELMAN M,4 - 2,358,USA,5:58,2
20 sec. exclusion in field,2.0,2,4,ITA,2.0,MUSSELMAN M,4 - 2,358,USA,5:58,2
Time-Out,,2,4,ITA,2.0,,4 - 2,358,ITA,5:58,2
Action shot - Saved,9.0,2,4,ITA,2.0,EMMOLO G,4 - 2,329,ITA,5:29,2
Turnover foul,6.0,2,4,ITA,2.0,STEFFENS M,4 - 2,313,USA,5:13,2
Turnover foul,6.0,2,4,ITA,2.0,AIELLO R,4 - 2,297,ITA,4:57,2
Action shot - Saved,8.0,2,4,ITA,2.0,NEUSHUL K,4 - 2,285,USA,4:45,2
20 sec. exclusion in centre,8.0,2,4,ITA,2.0,NEUSHUL K,4 - 2,269,USA,4:29,2
Extra player shot - Goal,9.0,2,5,ITA,2.0,EMMOLO G,5 - 2,251,ITA,4:11,2
Action shot - Saved,6.0,2,5,ITA,2.0,STEFFENS M,5 - 2,225,USA,3:45,2
Action shot - Goal,3.0,2,5,ITA,2.0,SEIDEMANN M,5 - 3,169,USA,2:49,3
5m shot - Blocked,3.0,2,5,ITA,2.0,GARIBOTTI A,5 - 3,140,ITA,2:20,3
Action shot - Missed,5.0,2,5,ITA,2.0,WILLIAMS A,5 - 3,111,USA,1:51,3
5m shot - Post,3.0,2,5,ITA,2.0,GARIBOTTI A,5 - 3,85,ITA,1:25,3
5m shot - Blocked,7.0,2,5,ITA,2.0,MATHEWSON C,5 - 3,65,USA,1:05,3
5m shot - Goal,3.0,2,6,ITA,2.0,GARIBOTTI A,6 - 3,46,ITA,0:46,3
Action shot - Post,4.0,2,6,ITA,2.0,FATTAL R,6 - 3,16,USA,0:16,3
5m shot - Saved,2.0,2,6,ITA,2.0,TABANI C,6 - 3,0,ITA,0:00,3
Starting goalkeeper,1.0,2,6,ITA,3.0,GORLERO G,6 - 3,480,ITA,8:00,3
Starting goalkeeper,13.0,2,6,ITA,3.0,JOHNSON A,6 - 3,480,USA,8:00,3
Sprint won possession,7.0,2,6,ITA,3.0,DI MARIO T,6 - 3,480,ITA,8:00,3
Turnover foul,8.0,2,6,ITA,3.0,BIANCONI R,6 - 3,459,ITA,7:39,3
Action shot - Saved,8.0,2,6,ITA,3.0,NEUSHUL K,6 - 3,434,USA,7:14,3
Turnover foul,3.0,2,6,ITA,3.0,GARIBOTTI A,6 - 3,421,ITA,7:01,3
Steal,3.0,2,6,ITA,3.0,SEIDEMANN M,6 - 3,421,USA,7:01,3
Action shot - Goal,8.0,2,6,ITA,3.0,NEUSHUL K,6 - 4,409,USA,6:49,4
Action shot - Goal,8.0,2,7,ITA,3.0,BIANCONI R,7 - 4,388,ITA,6:28,4
Turnover foul,12.0,2,7,ITA,3.0,CRAIG K,7 - 4,364,USA,6:04,4
Turnover foul,12.0,2,7,ITA,3.0,FRASSINETTI T,7 - 4,340,ITA,5:40,4
20 sec. exclusion in centre,5.0,2,7,ITA,3.0,RADICCHI F,7 - 4,327,ITA,5:27,4
Action shot - Goal,8.0,2,7,ITA,3.0,NEUSHUL K,7 - 5,305,USA,5:05,5
Counter attack - Goal,4.0,2,7,ITA,3.0,FATTAL R,7 - 6,266,USA,4:26,6
Time-Out,,2,7,ITA,3.0,,7 - 6,266,ITA,4:26,6
Turnover foul,2.0,2,7,ITA,3.0,TABANI C,7 - 6,237,ITA,3:57,6
Steal,6.0,2,7,ITA,3.0,STEFFENS M,7 - 6,237,USA,3:57,6
Turnover foul,9.0,2,7,ITA,3.0,GROSSMAN A,7 - 6,223,USA,3:43,6
20 sec. exclusion in field,2.0,2,7,ITA,3.0,MUSSELMAN M,7 - 6,190,USA,3:10,6
Action shot - Goal,4.0,2,7,ITA,3.0,FATTAL R,7 - 7,169,USA,2:49,7
20 sec. exclusion in centre,6.0,2,7,ITA,3.0,STEFFENS M,7 - 7,141,USA,2:21,7
Extra player shot - Goal,8.0,2,8,ITA,3.0,BIANCONI R,8 - 7,126,ITA,2:06,7
5m shot - Saved,3.0,2,8,ITA,3.0,GARIBOTTI A,8 - 7,83,ITA,1:23,7
Turnover foul,4.0,2,8,ITA,3.0,QUEIROLO E,8 - 7,37,ITA,0:37,7
20 sec. exclusion in field,6.0,2,8,ITA,3.0,AIELLO R,8 - 7,37,ITA,0:37,7
Time-Out,,2,8,ITA,3.0,,8 - 7,35,USA,0:35,7
Action shot - Blocked,8.0,2,8,ITA,3.0,NEUSHUL K,8 - 7,9,USA,0:09,7
Starting goalkeeper,1.0,2,8,ITA,4.0,GORLERO G,8 - 7,480,ITA,8:00,7
Starting goalkeeper,13.0,2,8,ITA,4.0,JOHNSON A,8 - 7,480,USA,8:00,7
Sprint won possession,4.0,2,8,ITA,4.0,FATTAL R,8 - 7,480,USA,8:00,7
Turnover foul,12.0,2,8,ITA,4.0,CRAIG K,8 - 7,464,USA,7:44,7
Turnover foul,12.0,2,8,ITA,4.0,FRASSINETTI T,8 - 7,445,ITA,7:25,7
5m shot - Blocked,7.0,2,8,ITA,4.0,MATHEWSON C,8 - 7,425,USA,7:05,7
Action shot - Saved,3.0,2,8,ITA,4.0,GARIBOTTI A,8 - 7,408,ITA,6:48,7
Action shot - Saved,7.0,2,8,ITA,4.0,MATHEWSON C,8 - 7,379,USA,6:19,7
5m shot - Saved,7.0,2,8,ITA,4.0,DI MARIO T,8 - 7,354,ITA,5:54,7
5m shot - Post,4.0,2,8,ITA,4.0,FATTAL R,8 - 7,321,USA,5:21,7
Action shot - Post,6.0,2,8,ITA,4.0,STEFFENS M,8 - 7,296,USA,4:56,7
Action shot - Goal,7.0,2,9,ITA,4.0,DI MARIO T,9 - 7,277,ITA,4:37,7
Action shot - Post,11.0,2,9,ITA,4.0,FISCHER M,9 - 7,247,USA,4:07,7
5m shot - Missed,8.0,2,9,ITA,4.0,BIANCONI R,9 - 7,225,ITA,3:45,7
20 sec. exclusion in centre,5.0,2,9,ITA,4.0,RADICCHI F,9 - 7,211,ITA,3:31,7
Exclusion with substitution,5.0,2,9,ITA,4.0,RADICCHI F,9 - 7,211,ITA,3:31,7
Action shot - Missed,11.0,2,9,ITA,4.0,FISCHER M,9 - 7,186,USA,3:06,7
Action shot - Goal,9.0,2,10,ITA,4.0,EMMOLO G,10 - 7,170,ITA,2:50,7
Action shot - Saved,8.0,2,10,ITA,4.0,NEUSHUL K,10 - 7,143,USA,2:23,7
Turnover foul,8.0,2,10,ITA,4.0,NEUSHUL K,10 - 7,126,USA,2:06,7
20 sec. exclusion in field,3.0,2,10,ITA,4.0,GARIBOTTI A,10 - 7,126,ITA,2:06,7
Time-Out,,2,10,ITA,4.0,,10 - 7,122,USA,2:02,7
Extra player shot - Saved,4.0,2,10,ITA,4.0,FATTAL R,10 - 7,112,USA,1:52,7
Centre shot - Post,6.0,2,10,ITA,4.0,AIELLO R,10 - 7,80,ITA,1:20,7
Action shot - Goal,4.0,2,10,ITA,4.0,FATTAL R,10 - 8,69,USA,1:09,8
Turnover foul,12.0,2,10,ITA,4.0,FRASSINETTI T,10 - 8,57,ITA,0:57,8
Action shot - Saved,2.0,2,10,ITA,4.0,MUSSELMAN M,10 - 8,44,USA,0:44,8
20 sec. exclusion in field,2.0,2,10,ITA,4.0,MUSSELMAN M,10 - 8,42,USA,0:42,8
Exclusion with substitution,2.0,2,10,ITA,4.0,MUSSELMAN M,10 - 8,42,USA,0:42,8
Turnover foul,8.0,2,10,ITA,4.0,NEUSHUL K,10 - 8,18,USA,0:18,8
Time-Out,,2,10,ITA,4.0,,10 - 8,17,ITA,0:17,8
Turnover foul,2.0,2,10,ITA,4.0,TABANI C,10 - 8,14,ITA,0:14,8
5m shot - Missed,8.0,2,10,ITA,4.0,BIANCONI R,10 - 8,11,ITA,0:11,8
20 sec. exclusion in field,7.0,2,10,ITA,4.0,DI MARIO T,10 - 8,9,ITA,0:09,8
Penalty foul,1.0,2,10,ITA,4.0,GORLERO G,10 - 8,4,ITA,0:04,8
Penalty shot - Goal,11.0,2,10,ITA,4.0,FISCHER M,10 - 9,4,USA,0:04,9
Starting goalkeeper,1.0,3,0,JPN,1.0,MIURA R,0 - 0,480,JPN,8:00,0
Starting goalkeeper,1.0,3,0,JPN,1.0,HILL S,0 - 0,480,USA,8:00,0
Goalkeeper substitution,13.0,3,0,JPN,1.0,JOHNSON A,0 - 0,480,USA,8:00,0
Sprint won possession,8.0,3,0,JPN,1.0,NEUSHUL K,0 - 0,480,USA,8:00,0
Action shot - Goal,6.0,3,0,JPN,1.0,STEFFENS M,0 - 1,462,USA,7:42,1
Turnover foul,11.0,3,0,JPN,1.0,TOKUMOTO M,0 - 1,434,JPN,7:14,1
20 sec. exclusion in centre,5.0,3,0,JPN,1.0,WILLIAMS A,0 - 1,378,USA,6:18,1
Action shot - Goal,6.0,3,0,JPN,1.0,STEFFENS M,0 - 2,321,USA,5:21,2
Turnover foul,12.0,3,0,JPN,1.0,CRAIG K,0 - 2,276,USA,4:36,2
Action shot - Saved,8.0,3,0,JPN,1.0,HASHIGUCHI M,0 - 2,265,JPN,4:25,2
Turnover foul,4.0,3,0,JPN,1.0,FATTAL R,0 - 2,239,USA,3:59,2
Turnover foul,6.0,3,0,JPN,1.0,TAKAHASHI A,0 - 2,207,JPN,3:27,2
Steal,3.0,3,0,JPN,1.0,SEIDEMANN M,0 - 2,207,USA,3:27,2
20 sec. exclusion in centre,8.0,3,0,JPN,1.0,HASHIGUCHI M,0 - 2,193,JPN,3:13,2
Turnover foul,6.0,3,0,JPN,1.0,STEFFENS M,0 - 2,186,USA,3:06,2
20 sec. exclusion in centre,9.0,3,0,JPN,1.0,HOSOYA K,0 - 2,150,JPN,2:30,2
Extra player shot - Goal,4.0,3,0,JPN,1.0,FATTAL R,0 - 3,143,USA,2:23,3
Turnover foul,7.0,3,0,JPN,1.0,NAKANO Y,0 - 3,120,JPN,2:00,3
Steal,13.0,3,0,JPN,1.0,JOHNSON A,0 - 3,118,USA,1:58,3
Turnover foul,3.0,3,0,JPN,1.0,SEIDEMANN M,0 - 3,108,USA,1:48,3
Turnover foul,2.0,3,0,JPN,1.0,SAKANOUE C,0 - 3,82,JPN,1:22,3
20 sec. exclusion in centre,2.0,3,0,JPN,1.0,SAKANOUE C,0 - 3,82,JPN,1:22,3
Time-Out,,3,0,JPN,1.0,,0 - 3,82,USA,1:22,3
Centre shot - Goal,12.0,3,0,JPN,1.0,CRAIG K,0 - 4,61,USA,1:01,4
Turnover foul,7.0,3,0,JPN,1.0,NAKANO Y,0 - 4,30,JPN,0:30,4
Action shot - Saved,9.0,3,0,JPN,1.0,GROSSMAN A,0 - 4,3,USA,0:03,4
Starting goalkeeper,1.0,3,0,JPN,2.0,MIURA R,0 - 4,480,JPN,8:00,4
Starting goalkeeper,13.0,3,0,JPN,2.0,JOHNSON A,0 - 4,480,USA,8:00,4
Sprint won possession,8.0,3,0,JPN,2.0,NEUSHUL K,0 - 4,480,USA,8:00,4
Action shot - Post,11.0,3,0,JPN,2.0,FISCHER M,0 - 4,464,USA,7:44,4
Turnover foul,7.0,3,0,JPN,2.0,NAKANO Y,0 - 4,449,JPN,7:29,4
Steal,6.0,3,0,JPN,2.0,STEFFENS M,0 - 4,449,USA,7:29,4
Action shot - Goal,2.0,3,0,JPN,2.0,MUSSELMAN M,0 - 5,431,USA,7:11,5
Turnover foul,7.0,3,0,JPN,2.0,NAKANO Y,0 - 5,405,JPN,6:45,5
Steal,5.0,3,0,JPN,2.0,WILLIAMS A,0 - 5,405,USA,6:45,5
Action shot - Saved,10.0,3,0,JPN,2.0,MORI T,0 - 5,333,JPN,5:33,5
Action shot - Goal,11.0,3,0,JPN,2.0,FISCHER M,0 - 6,316,USA,5:16,6
Turnover foul,10.0,3,0,JPN,2.0,MORI T,0 - 6,296,JPN,4:56,6
Steal,13.0,3,0,JPN,2.0,JOHNSON A,0 - 6,296,USA,4:56,6
Action shot - Goal,6.0,3,0,JPN,2.0,STEFFENS M,0 - 7,291,USA,4:51,7
Action shot - Missed,8.0,3,0,JPN,2.0,HASHIGUCHI M,0 - 7,262,JPN,4:22,7
Turnover foul,7.0,3,0,JPN,2.0,MATHEWSON C,0 - 7,246,USA,4:06,7
Action shot - Saved,7.0,3,0,JPN,2.0,NAKANO Y,0 - 7,239,JPN,3:59,7
Turnover foul,6.0,3,0,JPN,2.0,STEFFENS M,0 - 7,208,USA,3:28,7
Steal,4.0,3,0,JPN,2.0,MAGARIYAMA S,0 - 7,208,JPN,3:28,7
Turnover foul,4.0,3,0,JPN,2.0,MAGARIYAMA S,0 - 7,205,JPN,3:25,7
Action shot - Goal,12.0,3,0,JPN,2.0,CRAIG K,0 - 8,191,USA,3:11,8
Turnover foul,10.0,3,0,JPN,2.0,MORI T,0 - 8,174,JPN,2:54,8
Steal,9.0,3,0,JPN,2.0,GROSSMAN A,0 - 8,174,USA,2:54,8
