Action,Cap,ESP,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Centre shot - Goal,11.0,13,3,1,UZB,3.0,GARCIA GODOY M,13 - 1,413,ESP,6:53
20 sec. exclusion in centre,7.0,13,3,1,UZB,3.0,MIRANDA L,13 - 1,392,ESP,6:32
Extra player shot - Missed,11.0,13,3,1,UZB,3.0,HAMITOVA G,13 - 1,373,UZB,6:13
Turnover foul,3.0,13,3,1,UZB,3.0,ESPAR A,13 - 1,355,ESP,5:55
Steal,1.0,13,3,1,UZB,3.0,DUKHANOVA E,13 - 1,355,UZB,5:55
Counter attack - Goal,8.0,14,3,1,UZB,3.0,PENA P,14 - 1,315,ESP,5:15
Turnover foul,10.0,14,3,1,UZB,3.0,ZINUROVA A,14 - 1,296,UZB,4:56
Steal,12.0,14,3,1,UZB,3.0,LOPEZ L,14 - 1,296,ESP,4:56
Counter attack - Saved,12.0,14,3,1,UZB,3.0,LOPEZ L,14 - 1,282,ESP,4:42
Penalty foul,6.0,14,3,1,UZB,3.0,PAREJA J,14 - 1,268,ESP,4:28
Exclusion with substitution,6.0,14,3,1,UZB,3.0,PAREJA J,14 - 1,268,ESP,4:28
Penalty shot - Post,9.0,14,3,1,UZB,3.0,HALIKOVA R,14 - 1,268,UZB,4:28
5m shot - Goal,4.0,15,3,1,UZB,3.0,TARRAGO R,15 - 1,252,ESP,4:12
Centre shot - Post,8.0,15,3,1,UZB,3.0,SHCHEGLOVA A,15 - 1,226,UZB,3:46
Centre shot - Post,9.0,15,3,1,UZB,3.0,BLAS A,15 - 1,200,ESP,3:20
5m shot - Saved,7.0,15,3,1,UZB,3.0,MIRANDA L,15 - 1,151,ESP,2:31
Turnover foul,12.0,15,3,1,UZB,3.0,PLYUSOVA A,15 - 1,135,UZB,2:15
Steal,7.0,15,3,1,UZB,3.0,MIRANDA L,15 - 1,135,ESP,2:15
20 sec. exclusion in centre,2.0,15,3,1,UZB,3.0,DADABAEVA D,15 - 1,118,UZB,1:58
Extra player shot - Saved,9.0,15,3,1,UZB,3.0,BLAS A,15 - 1,116,ESP,1:56
20 sec. exclusion in field,12.0,15,3,1,UZB,3.0,PLYUSOVA A,15 - 1,107,UZB,1:47
Extra player shot - Goal,7.0,16,3,1,UZB,3.0,MIRANDA L,16 - 1,105,ESP,1:45
5m shot - Saved,9.0,16,3,1,UZB,3.0,HALIKOVA R,16 - 1,73,UZB,1:13
20 sec. exclusion in field,11.0,16,3,1,UZB,3.0,HAMITOVA G,16 - 1,63,UZB,1:03
Extra player shot - Goal,5.0,17,3,1,UZB,3.0,ORTIZ M,17 - 1,46,ESP,0:46
Turnover foul,4.0,17,3,1,UZB,3.0,DJUMALIEVA A,17 - 1,18,UZB,0:18
Steal,2.0,17,3,1,UZB,3.0,BACH M,17 - 1,18,ESP,0:18
Starting goalkeeper,13.0,17,3,1,UZB,4.0,HERRERA P,17 - 1,480,ESP,8:00
Starting goalkeeper,1.0,17,3,1,UZB,4.0,DUKHANOVA E,17 - 1,480,UZB,8:00
Sprint won possession,4.0,17,3,1,UZB,4.0,TARRAGO R,17 - 1,480,ESP,8:00
20 sec. exclusion in centre,6.0,17,3,1,UZB,4.0,MOROZOVA E,17 - 1,458,UZB,7:38
Extra player shot - Goal,9.0,18,3,1,UZB,4.0,BLAS A,18 - 1,456,ESP,7:36
Turnover foul,4.0,18,3,1,UZB,4.0,DJUMALIEVA A,18 - 1,440,UZB,7:20
Steal,7.0,18,3,1,UZB,4.0,MIRANDA L,18 - 1,440,ESP,7:20
Action shot - Goal,10.0,19,3,1,UZB,4.0,MESEGUER O,19 - 1,416,ESP,6:56
Turnover foul,8.0,19,3,1,UZB,4.0,SHCHEGLOVA A,19 - 1,395,UZB,6:35
Counter attack - Saved,5.0,19,3,1,UZB,4.0,ORTIZ M,19 - 1,384,ESP,6:24
5m shot - Saved,10.0,19,3,1,UZB,4.0,ZINUROVA A,19 - 1,358,UZB,5:58
20 sec. exclusion in field,4.0,19,3,1,UZB,4.0,TARRAGO R,19 - 1,351,ESP,5:51
Time-Out,,19,3,1,UZB,4.0,,19 - 1,350,UZB,5:50
Extra player shot - Goal,7.0,19,3,2,UZB,4.0,PLYUSOVA N,19 - 2,334,UZB,5:34
Action shot - Saved,8.0,19,3,2,UZB,4.0,PENA P,19 - 2,309,ESP,5:09
Turnover foul,12.0,19,3,2,UZB,4.0,PLYUSOVA A,19 - 2,291,UZB,4:51
Turnover foul,2.0,19,3,2,UZB,4.0,BACH M,19 - 2,278,ESP,4:38
Steal,5.0,19,3,2,UZB,4.0,ORTIZ M,19 - 2,121,ESP,2:01
20 sec. exclusion in centre,6.0,19,3,2,UZB,4.0,MOROZOVA E,19 - 2,107,UZB,1:47
Extra player shot - Saved,12.0,19,3,2,UZB,4.0,LOPEZ L,19 - 2,94,ESP,1:34
5m shot - Saved,7.0,19,3,2,UZB,4.0,PLYUSOVA N,19 - 2,65,UZB,1:05
Action shot - Saved,8.0,19,3,2,UZB,4.0,PENA P,19 - 2,42,ESP,0:42
20 sec. exclusion in centre,6.0,19,3,2,UZB,4.0,MOROZOVA E,19 - 2,34,UZB,0:34
Exclusion with substitution,6.0,19,3,2,UZB,4.0,MOROZOVA E,19 - 2,34,UZB,0:34
Extra player shot - Goal,2.0,20,3,3,UZB,4.0,BACH M,20 - 3,21,ESP,0:21
5m shot - Goal,7.0,20,3,4,UZB,4.0,PLYUSOVA N,20 - 4,0,UZB,0:00
Starting goalkeeper,1.0,0,4,0,NZL,1.0,MILLAR B,0 - 0,480,NZL,8:00
Starting goalkeeper,1.0,0,4,0,NZL,1.0,ESTER L,0 - 0,480,ESP,8:00
Sprint won possession,6.0,0,4,0,NZL,1.0,PAREJA J,0 - 0,480,ESP,8:00
20 sec. exclusion in centre,8.0,0,4,0,NZL,1.0,LEWIS D,0 - 0,454,NZL,7:34
Extra player shot - Goal,6.0,1,4,0,NZL,1.0,PAREJA J,1 - 0,436,ESP,7:16
5m shot - Blocked,11.0,1,4,0,NZL,1.0,HUDSON K,1 - 0,408,NZL,6:48
Action shot - Goal,8.0,2,4,0,NZL,1.0,PENA P,2 - 0,392,ESP,6:32
Turnover foul,4.0,2,4,0,NZL,1.0,LEWIS N,2 - 0,375,NZL,6:15
Action shot - Post,6.0,2,4,0,NZL,1.0,PAREJA J,2 - 0,360,ESP,6:00
Penalty foul,8.0,2,4,0,NZL,1.0,LEWIS D,2 - 0,359,NZL,5:59
Penalty shot - Goal,6.0,3,4,0,NZL,1.0,PAREJA J,3 - 0,359,ESP,5:59
5m shot - Blocked,3.0,3,4,0,NZL,1.0,MASON K,3 - 0,336,NZL,5:36
Centre shot - Goal,9.0,4,4,0,NZL,1.0,BLAS A,4 - 0,316,ESP,5:16
20 sec. exclusion in centre,5.0,4,4,0,NZL,1.0,ORTIZ M,4 - 0,300,ESP,5:00
Extra player shot - Post,6.0,4,4,0,NZL,1.0,SMITH L,4 - 0,282,NZL,4:42
Turnover foul,9.0,4,4,0,NZL,1.0,BLAS A,4 - 0,263,ESP,4:23
Turnover foul,3.0,4,4,0,NZL,1.0,MASON K,4 - 0,238,NZL,3:58
Steal,9.0,4,4,0,NZL,1.0,BLAS A,4 - 0,238,ESP,3:58
Turnover foul,8.0,4,4,0,NZL,1.0,PENA P,4 - 0,214,ESP,3:34
Steal,9.0,4,4,0,NZL,1.0,SIEPRATH L,4 - 0,214,NZL,3:34
Centre shot - Saved,9.0,4,4,0,NZL,1.0,BLAS A,4 - 0,161,ESP,2:41
Turnover foul,3.0,4,4,0,NZL,1.0,ESPAR A,4 - 0,145,ESP,2:25
Turnover foul,9.0,4,4,0,NZL,1.0,SIEPRATH L,4 - 0,118,NZL,1:58
Steal,6.0,4,4,0,NZL,1.0,PAREJA J,4 - 0,118,ESP,1:58
Turnover foul,12.0,4,4,0,NZL,1.0,LOPEZ L,4 - 0,96,ESP,1:36
5m shot - Goal,11.0,4,4,1,NZL,1.0,HUDSON K,4 - 1,70,NZL,1:10
Penalty foul,9.0,4,4,1,NZL,1.0,SIEPRATH L,4 - 1,55,NZL,0:55
Penalty shot - Goal,4.0,5,4,1,NZL,1.0,TARRAGO R,5 - 1,55,ESP,0:55
20 sec. exclusion in field,11.0,5,4,1,NZL,1.0,GARCIA GODOY M,5 - 1,44,ESP,0:44
5m shot - Saved,12.0,5,4,1,NZL,1.0,MYLES A,5 - 1,17,NZL,0:17
Turnover foul,11.0,5,4,1,NZL,1.0,GARCIA GODOY M,5 - 1,1,ESP,0:01
Starting goalkeeper,1.0,5,4,1,NZL,2.0,ESTER L,5 - 1,480,ESP,8:00
Starting goalkeeper,1.0,5,4,1,NZL,2.0,MILLAR B,5 - 1,480,NZL,8:00
Sprint won possession,6.0,5,4,1,NZL,2.0,PAREJA J,5 - 1,480,ESP,8:00
20 sec. exclusion in centre,5.0,5,4,1,NZL,2.0,BOYD A,5 - 1,466,NZL,7:46
Extra player shot - Goal,11.0,6,4,1,NZL,2.0,GARCIA GODOY M,6 - 1,447,ESP,7:27
Turnover foul,9.0,6,4,1,NZL,2.0,SIEPRATH L,6 - 1,433,NZL,7:13
Action shot - Blocked,4.0,6,4,1,NZL,2.0,TARRAGO R,6 - 1,420,ESP,7:00
20 sec. exclusion in field,11.0,6,4,1,NZL,2.0,GARCIA GODOY M,6 - 1,395,ESP,6:35
Action shot - Post,9.0,6,4,1,NZL,2.0,SIEPRATH L,6 - 1,367,NZL,6:07
Penalty foul,7.0,6,4,1,NZL,2.0,LANDRY S,6 - 1,340,NZL,5:40
Penalty shot - Goal,6.0,7,4,1,NZL,2.0,PAREJA J,7 - 1,340,ESP,5:40
20 sec. exclusion in centre,7.0,7,4,1,NZL,2.0,MIRANDA L,7 - 1,316,ESP,5:16
Extra player shot - Goal,4.0,7,4,2,NZL,2.0,LEWIS N,7 - 2,299,NZL,4:59
20 sec. exclusion in centre,3.0,7,4,2,NZL,2.0,MASON K,7 - 2,285,NZL,4:45
Extra player shot - Post,5.0,7,4,2,NZL,2.0,ORTIZ M,7 - 2,274,ESP,4:34
Turnover foul,1.0,7,4,2,NZL,2.0,MILLAR B,7 - 2,265,NZL,4:25
Steal,4.0,7,4,2,NZL,2.0,TARRAGO R,7 - 2,265,ESP,4:25
Action shot - Post,5.0,7,4,2,NZL,2.0,ORTIZ M,7 - 2,242,ESP,4:02
Action shot - Saved,6.0,7,4,2,NZL,2.0,PAREJA J,7 - 2,232,ESP,3:52
Turnover foul,2.0,7,4,2,NZL,2.0,COX E,7 - 2,207,NZL,3:27
Steal,12.0,7,4,2,NZL,2.0,LOPEZ L,7 - 2,207,ESP,3:27
Penalty foul,3.0,7,4,2,NZL,2.0,MASON K,7 - 2,179,NZL,2:59
Penalty shot - Goal,4.0,8,4,2,NZL,2.0,TARRAGO R,8 - 2,179,ESP,2:59
Turnover foul,8.0,8,4,2,NZL,2.0,LEWIS D,8 - 2,166,NZL,2:46
Steal,8.0,8,4,2,NZL,2.0,PENA P,8 - 2,166,ESP,2:46
20 sec. exclusion in field,8.0,8,4,2,NZL,2.0,LEWIS D,8 - 2,163,NZL,2:43
Exclusion with substitution,8.0,8,4,2,NZL,2.0,LEWIS D,8 - 2,163,NZL,2:43
Action shot - Goal,11.0,9,4,2,NZL,2.0,GARCIA GODOY M,9 - 2,138,ESP,2:18
5m shot - Missed,3.0,9,4,2,NZL,2.0,MASON K,9 - 2,110,NZL,1:50
Turnover foul,11.0,9,4,2,NZL,2.0,GARCIA GODOY M,9 - 2,89,ESP,1:29
Steal,3.0,9,4,2,NZL,2.0,MASON K,9 - 2,89,NZL,1:29
Turnover foul,11.0,9,4,2,NZL,2.0,GARCIA GODOY M,9 - 2,58,ESP,0:58
20 sec. exclusion in field,9.0,9,4,2,NZL,4.0,BLAS A,9 - 2,260,ESP,4:20
5m shot - Goal,9.0,14,4,6,NZL,4.0,SIEPRATH L,14 - 6,235,NZL,3:55
Action shot - Goal,12.0,15,4,6,NZL,4.0,LOPEZ L,15 - 6,217,ESP,3:37
20 sec. exclusion in centre,7.0,15,4,6,NZL,4.0,MIRANDA L,15 - 6,200,ESP,3:20
Exclusion with substitution,7.0,15,4,6,NZL,4.0,MIRANDA L,15 - 6,200,ESP,3:20
Extra player shot - Blocked,10.0,15,4,6,NZL,4.0,BOWRY C,15 - 6,182,NZL,3:02
20 sec. exclusion in centre,9.0,15,4,6,NZL,4.0,SIEPRATH L,15 - 6,161,NZL,2:41
Penalty foul,9.0,15,4,6,NZL,4.0,SIEPRATH L,15 - 6,160,NZL,2:40
Exclusion with substitution,9.0,15,4,6,NZL,4.0,SIEPRATH L,15 - 6,160,NZL,2:40
Penalty shot - Goal,12.0,16,4,6,NZL,4.0,LOPEZ L,16 - 6,160,ESP,2:40
5m shot - Saved,12.0,16,4,6,NZL,4.0,MYLES A,16 - 6,139,NZL,2:19
Penalty foul,11.0,16,4,6,NZL,4.0,HUDSON K,16 - 6,130,NZL,2:10
5m shot - Saved,6.0,16,4,6,NZL,2.0,SMITH L,16 - 6,31,NZL,0:31
20 sec. exclusion in centre,5.0,16,4,6,NZL,2.0,ORTIZ M,16 - 6,21,ESP,0:21
Extra player shot - Goal,12.0,9,4,3,NZL,2.0,MYLES A,9 - 3,5,NZL,0:05
5m shot - Missed,6.0,9,4,3,NZL,2.0,PAREJA J,9 - 3,1,ESP,0:01
Starting goalkeeper,13.0,9,4,3,NZL,3.0,HUTCHINSON I,9 - 3,480,NZL,8:00
Starting goalkeeper,1.0,9,4,3,NZL,3.0,ESTER L,9 - 3,480,ESP,8:00
Sprint won possession,6.0,9,4,3,NZL,3.0,PAREJA J,9 - 3,480,ESP,8:00
Action shot - Goal,12.0,10,4,3,NZL,3.0,LOPEZ L,10 - 3,453,ESP,7:33
20 sec. exclusion in centre,7.0,10,4,3,NZL,3.0,MIRANDA L,10 - 3,439,ESP,7:19
Extra player shot - Saved,3.0,10,4,3,NZL,3.0,MASON K,10 - 3,422,NZL,7:02
20 sec. exclusion in centre,10.0,10,4,3,NZL,3.0,BOWRY C,10 - 3,404,NZL,6:44
Extra player shot - Goal,4.0,11,4,3,NZL,3.0,TARRAGO R,11 - 3,385,ESP,6:25
Turnover foul,3.0,11,4,3,NZL,3.0,MASON K,11 - 3,359,NZL,5:59
Turnover foul,9.0,11,4,3,NZL,3.0,BLAS A,11 - 3,338,ESP,5:38
Steal,5.0,11,4,3,NZL,3.0,BOYD A,11 - 3,338,NZL,5:38
Turnover foul,7.0,11,4,3,NZL,3.0,LANDRY S,11 - 3,313,NZL,5:13
Steal,12.0,11,4,3,NZL,3.0,LOPEZ L,11 - 3,313,ESP,5:13
Turnover foul,10.0,11,4,3,NZL,3.0,MESEGUER O,11 - 3,297,ESP,4:57
Steal,7.0,11,4,3,NZL,3.0,LANDRY S,11 - 3,297,NZL,4:57
20 sec. exclusion in centre,6.0,11,4,3,NZL,3.0,PAREJA J,11 - 3,281,ESP,4:41
Time-Out,,11,4,3,NZL,3.0,,11 - 3,281,NZL,4:41
Extra player shot - Saved,11.0,11,4,3,NZL,3.0,HUDSON K,11 - 3,264,NZL,4:24
Action shot - Saved,10.0,11,4,3,NZL,3.0,BOWRY C,11 - 3,255,NZL,4:15
Turnover foul,11.0,11,4,3,NZL,3.0,GARCIA GODOY M,11 - 3,232,ESP,3:52
Steal,9.0,11,4,3,NZL,3.0,SIEPRATH L,11 - 3,232,NZL,3:52
Penalty foul,3.0,11,4,3,NZL,3.0,ESPAR A,11 - 3,217,ESP,3:37
Penalty shot - Goal,11.0,11,4,4,NZL,3.0,HUDSON K,11 - 4,217,NZL,3:37
5m shot - Post,7.0,11,4,4,NZL,3.0,MIRANDA L,11 - 4,195,ESP,3:15
Action shot - Saved,12.0,11,4,4,NZL,3.0,LOPEZ L,11 - 4,174,ESP,2:54
Turnover foul,2.0,11,4,4,NZL,3.0,COX E,11 - 4,143,NZL,2:23
Steal,8.0,11,4,4,NZL,3.0,PENA P,11 - 4,143,ESP,2:23
Turnover foul,11.0,11,4,4,NZL,3.0,GARCIA GODOY M,11 - 4,124,ESP,2:04
20 sec. exclusion in field,11.0,11,4,4,NZL,3.0,GARCIA GODOY M,11 - 4,111,ESP,1:51
Exclusion with substitution,11.0,11,4,4,NZL,3.0,GARCIA GODOY M,11 - 4,111,ESP,1:51
Extra player shot - Goal,12.0,11,4,5,NZL,3.0,MYLES A,11 - 5,91,NZL,1:31
20 sec. exclusion in centre,10.0,11,4,5,NZL,3.0,BOWRY C,11 - 5,75,NZL,1:15
Extra player shot - Goal,9.0,12,4,5,NZL,3.0,BLAS A,12 - 5,60,ESP,1:00
Turnover foul,4.0,12,4,5,NZL,3.0,LEWIS N,12 - 5,45,NZL,0:45
Steal,3.0,12,4,5,NZL,3.0,ESPAR A,12 - 5,45,ESP,0:45
Turnover foul,8.0,12,4,5,NZL,3.0,PENA P,12 - 5,36,ESP,0:36
20 sec. exclusion in centre,5.0,12,4,5,NZL,3.0,ORTIZ M,12 - 5,18,ESP,0:18
Exclusion with substitution,5.0,12,4,5,NZL,3.0,ORTIZ M,12 - 5,18,ESP,0:18
Extra player shot - Saved,11.0,12,4,5,NZL,3.0,HUDSON K,12 - 5,3,NZL,0:03
Extra player shot - Blocked,7.0,12,4,5,NZL,3.0,LANDRY S,12 - 5,1,NZL,0:01
Starting goalkeeper,13.0,12,4,5,NZL,4.0,HUTCHINSON I,12 - 5,480,NZL,8:00
Starting goalkeeper,1.0,12,4,5,NZL,4.0,ESTER L,12 - 5,480,ESP,8:00
Sprint won possession,6.0,12,4,5,NZL,4.0,PAREJA J,12 - 5,480,ESP,8:00
Action shot - Goal,6.0,13,4,5,NZL,4.0,PAREJA J,13 - 5,467,ESP,7:47
Turnover foul,11.0,13,4,5,NZL,4.0,HUDSON K,13 - 5,452,NZL,7:32
Steal,2.0,13,4,5,NZL,4.0,BACH M,13 - 5,452,ESP,7:32
Action shot - Saved,4.0,13,4,5,NZL,4.0,TARRAGO R,13 - 5,428,ESP,7:08
20 sec. exclusion in field,4.0,13,4,5,NZL,4.0,TARRAGO R,13 - 5,425,ESP,7:05
Time-Out,,13,4,5,NZL,4.0,,13 - 5,425,NZL,7:05
Action shot - Blocked,12.0,13,4,5,NZL,4.0,MYLES A,13 - 5,404,NZL,6:44
Action shot - Saved,6.0,13,4,5,NZL,4.0,PAREJA J,13 - 5,376,ESP,6:16
20 sec. exclusion in centre,2.0,13,4,5,NZL,4.0,BACH M,13 - 5,350,ESP,5:50
Extra player shot - Blocked,11.0,13,4,5,NZL,4.0,HUDSON K,13 - 5,335,NZL,5:35
Turnover foul,9.0,13,4,5,NZL,4.0,BLAS A,13 - 5,317,ESP,5:17
Steal,9.0,13,4,5,NZL,4.0,SIEPRATH L,13 - 5,317,NZL,5:17
Turnover foul,9.0,13,4,5,NZL,4.0,SIEPRATH L,13 - 5,295,NZL,4:55
Steal,3.0,13,4,5,NZL,4.0,ESPAR A,13 - 5,295,ESP,4:55
Action shot - Goal,4.0,14,4,5,NZL,4.0,TARRAGO R,14 - 5,271,ESP,4:31
Goalkeeper substitution,13.0,14,4,5,NZL,4.0,HERRERA P,14 - 5,271,ESP,4:31
Penalty shot - Goal,6.0,17,4,6,NZL,4.0,PAREJA J,17 - 6,130,ESP,2:10
Double exclusion,3.0,17,4,6,NZL,4.0,ESPAR A,17 - 6,113,ESP,1:53
Double exclusion,4.0,17,4,6,NZL,4.0,LEWIS N,17 - 6,113,NZL,1:53
20 sec. exclusion in centre,2.0,17,4,6,NZL,4.0,BACH M,17 - 6,97,ESP,1:37
Extra player shot - Saved,3.0,17,4,6,NZL,4.0,MASON K,17 - 6,82,NZL,1:22
20 sec. exclusion in centre,6.0,17,4,6,NZL,4.0,SMITH L,17 - 6,58,NZL,0:58
Action shot - Blocked,10.0,17,4,6,NZL,4.0,MESEGUER O,17 - 6,35,ESP,0:35
Turnover foul,10.0,17,4,6,NZL,4.0,BOWRY C,17 - 6,17,NZL,0:17
Steal,8.0,17,4,6,NZL,4.0,PENA P,17 - 6,17,ESP,0:17
20 sec. exclusion in field,10.0,17,4,6,NZL,4.0,BOWRY C,17 - 6,14,NZL,0:14
Exclusion with substitution,10.0,17,4,6,NZL,4.0,BOWRY C,17 - 6,14,NZL,0:14
Extra player shot - Goal,8.0,18,4,6,NZL,4.0,PENA P,18 - 6,1,ESP,0:01
Starting goalkeeper,1.0,0,5,0,USA,1.0,ARMSTRONG E,0 - 0,480,USA,8:00
Starting goalkeeper,1.0,0,5,0,USA,1.0,ESTER L,0 - 0,480,ESP,8:00
Sprint won possession,6.0,0,5,0,USA,1.0,PAREJA J,0 - 0,480,ESP,8:00
Action shot - Goal,6.0,1,5,0,USA,1.0,PAREJA J,1 - 0,454,ESP,7:34
Turnover foul,5.0,1,5,0,USA,1.0,ORTIZ M,1 - 0,406,ESP,6:46
Turnover foul,2.0,1,5,0,USA,1.0,SILVER L,1 - 0,384,USA,6:24
5m shot - Missed,5.0,1,5,0,USA,1.0,ORTIZ M,1 - 0,361,ESP,6:01
Centre shot - Goal,12.0,1,5,1,USA,1.0,CRAIG K,1 - 1,346,USA,5:46
Centre shot - Missed,11.0,1,5,1,USA,1.0,GARCIA GODOY M,1 - 1,324,ESP,5:24
Turnover foul,11.0,1,5,1,USA,1.0,DRIES A,1 - 1,297,USA,4:57
Steal,5.0,1,5,1,USA,1.0,ORTIZ M,1 - 1,297,ESP,4:57
20 sec. exclusion in centre,5.0,1,5,1,USA,1.0,CLARK C,1 - 1,272,USA,4:32
Action shot - Goal,12.0,2,5,1,USA,1.0,LOPEZ L,2 - 1,250,ESP,4:10
Turnover foul,9.0,2,5,1,USA,1.0,KRAUS J,2 - 1,230,USA,3:50
Steal,8.0,2,5,1,USA,1.0,PENA P,2 - 1,230,ESP,3:50
5m shot - Goal,6.0,3,5,1,USA,1.0,PAREJA J,3 - 1,204,ESP,3:24
5m shot - Goal,4.0,3,5,2,USA,1.0,FATTAL R,3 - 2,185,USA,3:05
Turnover foul,3.0,3,5,2,USA,1.0,ESPAR A,3 - 2,151,ESP,2:31
Action shot - Saved,8.0,3,5,2,USA,1.0,NEUSHUL K,3 - 2,138,USA,2:18
Penalty foul,3.0,3,5,2,USA,1.0,SEIDEMANN M,3 - 2,127,USA,2:07
Penalty shot - Goal,6.0,4,5,2,USA,1.0,PAREJA J,4 - 2,127,ESP,2:07
20 sec. exclusion in field,10.0,4,5,2,USA,1.0,MESEGUER O,4 - 2,113,ESP,1:53
Turnover foul,4.0,4,5,2,USA,1.0,FATTAL R,4 - 2,100,USA,1:40
Turnover foul,11.0,4,5,2,USA,1.0,GARCIA GODOY M,4 - 2,73,ESP,1:13
Steal,6.0,4,5,2,USA,1.0,STEFFENS M,4 - 2,73,USA,1:13
Action shot - Post,4.0,4,5,2,USA,1.0,FATTAL R,4 - 2,47,USA,0:47
Action shot - Post,7.0,4,5,2,USA,1.0,MIRANDA L,4 - 2,18,ESP,0:18
Action shot - Saved,8.0,4,5,2,USA,1.0,NEUSHUL K,4 - 2,2,USA,0:02
Starting goalkeeper,1.0,4,5,2,USA,2.0,ARMSTRONG E,4 - 2,480,USA,8:00
Starting goalkeeper,1.0,4,5,2,USA,2.0,ESTER L,4 - 2,480,ESP,8:00
Sprint won possession,6.0,4,5,2,USA,2.0,PAREJA J,4 - 2,480,ESP,8:00
Turnover foul,9.0,4,5,2,USA,2.0,BLAS A,4 - 2,457,ESP,7:37
Steal,7.0,4,5,2,USA,2.0,MATHEWSON C,4 - 2,457,USA,7:37
Steal,12.0,4,5,2,USA,2.0,LOPEZ L,4 - 2,433,ESP,7:13
Turnover foul,8.0,4,5,2,USA,2.0,NEUSHUL K,4 - 2,433,USA,7:13
20 sec. exclusion in field,8.0,4,5,2,USA,2.0,NEUSHUL K,4 - 2,433,USA,7:13
Action shot - Goal,6.0,5,5,2,USA,2.0,PAREJA J,5 - 2,409,ESP,6:49
Centre shot - Goal,12.0,5,5,3,USA,2.0,CRAIG K,5 - 3,388,USA,6:28
Centre shot - Saved,9.0,5,5,3,USA,2.0,BLAS A,5 - 3,376,ESP,6:16
Turnover foul,12.0,5,5,3,USA,2.0,CRAIG K,5 - 3,354,USA,5:54
5m shot - Blocked,12.0,5,5,3,USA,2.0,LOPEZ L,5 - 3,329,ESP,5:29
Penalty foul,5.0,5,5,3,USA,2.0,ORTIZ M,5 - 3,321,ESP,5:21
Penalty shot - Goal,6.0,5,5,4,USA,2.0,STEFFENS M,5 - 4,321,USA,5:21
Turnover foul,6.0,5,5,4,USA,2.0,PAREJA J,5 - 4,303,ESP,5:03
Steal,2.0,5,5,4,USA,2.0,SILVER L,5 - 4,303,USA,5:03
Turnover foul,6.0,5,5,4,USA,2.0,STEFFENS M,5 - 4,284,USA,4:44
Turnover foul,11.0,5,5,4,USA,2.0,GARCIA GODOY M,5 - 4,269,ESP,4:29
5m shot - Missed,7.0,5,5,4,USA,2.0,MATHEWSON C,5 - 4,245,USA,4:05
Turnover foul,8.0,5,5,4,USA,2.0,PENA P,5 - 4,244,ESP,4:04
20 sec. exclusion in field,11.0,5,5,4,USA,2.0,GARCIA GODOY M,5 - 4,226,ESP,3:46
Action shot - Blocked,2.0,5,5,4,USA,2.0,SILVER L,5 - 4,200,USA,3:20
5m shot - Saved,6.0,5,5,4,USA,2.0,PAREJA J,5 - 4,171,ESP,2:51
20 sec. exclusion in centre,5.0,5,5,4,USA,2.0,ORTIZ M,5 - 4,148,ESP,2:28
Extra player shot - Saved,10.0,5,5,4,USA,2.0,RULON K,5 - 4,145,USA,2:25
Action shot - Saved,6.0,5,5,4,USA,2.0,PAREJA J,5 - 4,118,ESP,1:58
5m shot - Missed,7.0,5,5,4,USA,2.0,MIRANDA L,5 - 4,91,ESP,1:31
5m shot - Missed,3.0,5,5,4,USA,2.0,SEIDEMANN M,5 - 4,75,USA,1:15
Action shot - Saved,12.0,5,5,4,USA,2.0,LOPEZ L,5 - 4,48,ESP,0:48
Action shot - Saved,8.0,5,5,4,USA,2.0,PENA P,5 - 4,22,ESP,0:22
Turnover foul,6.0,5,5,4,USA,2.0,STEFFENS M,5 - 4,8,USA,0:08
Starting goalkeeper,1.0,5,5,4,USA,3.0,ESTER L,5 - 4,480,ESP,8:00
Starting goalkeeper,1.0,5,5,4,USA,3.0,ARMSTRONG E,5 - 4,480,USA,8:00
Sprint won possession,6.0,5,5,4,USA,3.0,PAREJA J,5 - 4,480,ESP,8:00
Turnover foul,11.0,5,5,4,USA,3.0,GARCIA GODOY M,5 - 4,452,ESP,7:32
Steal,5.0,5,5,4,USA,3.0,CLARK C,5 - 4,452,USA,7:32
20 sec. exclusion in centre,7.0,5,5,4,USA,3.0,MIRANDA L,5 - 4,431,ESP,7:11
Action shot - Saved,6.0,5,5,4,USA,3.0,STEFFENS M,5 - 4,409,USA,6:49
Turnover foul,11.0,5,5,4,USA,3.0,GARCIA GODOY M,5 - 4,386,ESP,6:26
Turnover foul,11.0,5,5,4,USA,3.0,DRIES A,5 - 4,364,USA,6:04
Steal,2.0,5,5,4,USA,3.0,BACH M,5 - 4,364,ESP,6:04
20 sec. exclusion in centre,5.0,5,5,4,USA,3.0,CLARK C,5 - 4,350,USA,5:50
Extra player shot - Goal,11.0,6,5,4,USA,3.0,GARCIA GODOY M,6 - 4,332,ESP,5:32
Turnover foul,11.0,6,5,4,USA,3.0,DRIES A,6 - 4,314,USA,5:14
Steal,2.0,6,5,4,USA,3.0,BACH M,6 - 4,314,ESP,5:14
20 sec. exclusion in centre,6.0,6,5,4,USA,3.0,STEFFENS M,6 - 4,288,USA,4:48
Turnover foul,6.0,6,5,4,USA,3.0,PAREJA J,6 - 4,266,ESP,4:26
Steal,11.0,6,5,4,USA,3.0,DRIES A,6 - 4,266,USA,4:26
