Action,CAN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,2,4.0,3,4,USA,3.0,CONSTANTIN-BICARI,2 - 4,427,CAN,7:07
Steal,2,10.0,3,4,USA,3.0,HUTTEN T,2 - 4,427,USA,7:07
20 sec. exclusion in centre,2,6.0,3,4,USA,3.0,ROBINSON S,2 - 4,406,CAN,6:46
Action shot - Blocked,2,2.0,3,4,USA,3.0,WIGO J,2 - 4,381,USA,6:21
Action shot - Saved,2,9.0,3,4,USA,3.0,DIGGLE D,2 - 4,360,CAN,6:00
20 sec. exclusion in centre,2,5.0,3,4,USA,3.0,BOYD J,2 - 4,332,CAN,5:32
Extra player shot - Goal,2,12.0,3,5,USA,3.0,MANN J,2 - 5,315,USA,5:15
Turnover foul,2,10.0,3,5,USA,3.0,CONWAY J,2 - 5,292,CAN,4:52
Steal,2,4.0,3,5,USA,3.0,BOWEN A,2 - 5,292,USA,4:52
Action shot - Missed,2,4.0,3,5,USA,3.0,CONSTANTIN-BICARI,2 - 5,238,CAN,3:58
Turnover foul,2,11.0,3,5,USA,3.0,ROSENTHAL M,2 - 5,225,USA,3:45
Action shot - Blocked,2,9.0,3,5,USA,3.0,DIGGLE D,2 - 5,201,CAN,3:21
5m shot - Post,2,4.0,3,5,USA,3.0,BOWEN A,2 - 5,171,USA,2:51
Time-Out,2,,3,5,USA,3.0,,2 - 5,165,CAN,2:45
20 sec. exclusion in field,2,9.0,3,5,USA,3.0,BUCKNER S,2 - 5,145,USA,2:25
Extra player shot - Saved,2,2.0,3,5,USA,3.0,KUDABA C,2 - 5,125,CAN,2:05
Turnover foul,2,12.0,3,5,USA,3.0,MANN J,2 - 5,97,USA,1:37
20 sec. exclusion in field,2,2.0,3,5,USA,3.0,WIGO J,2 - 5,96,USA,1:36
Turnover foul,2,9.0,3,5,USA,3.0,DIGGLE D,2 - 5,73,CAN,1:13
Steal,2,8.0,3,5,USA,3.0,AZEVEDO A,2 - 5,73,USA,1:13
Turnover foul,2,12.0,3,5,USA,3.0,MANN J,2 - 5,51,USA,0:51
Steal,2,1.0,3,5,USA,3.0,RANDALL R,2 - 5,51,CAN,0:51
Counter attack - Goal,3,4.0,3,5,USA,3.0,CONSTANTIN-BICARI,3 - 5,38,CAN,0:38
Action shot - Blocked,3,4.0,3,5,USA,3.0,BOWEN A,3 - 5,13,USA,0:13
5m shot - Saved,3,10.0,3,5,USA,3.0,CONWAY J,3 - 5,1,CAN,0:01
Starting goalkeeper,3,1.0,3,5,USA,4.0,RANDALL R,3 - 5,480,CAN,8:00
Starting goalkeeper,3,1.0,3,5,USA,4.0,MOSES M,3 - 5,480,USA,8:00
Sprint won possession,3,8.0,3,5,USA,4.0,GRAHAM K,3 - 5,480,CAN,8:00
Action shot - Goal,4,12.0,3,5,USA,4.0,McELROY J,4 - 5,455,CAN,7:35
Action shot - Goal,4,5.0,3,6,USA,4.0,de TRANE M,4 - 6,431,USA,7:11
Turnover foul,4,4.0,3,6,USA,4.0,CONSTANTIN-BICARI,4 - 6,417,CAN,6:57
Steal,4,1.0,3,6,USA,4.0,MOSES M,4 - 6,417,USA,6:57
Centre shot - Saved,4,7.0,3,6,USA,4.0,KRUMPHOLZ J,4 - 6,398,USA,6:38
Action shot - Missed,4,9.0,3,6,USA,4.0,DIGGLE D,4 - 6,371,CAN,6:11
20 sec. exclusion in centre,4,8.0,3,6,USA,4.0,GRAHAM K,4 - 6,349,CAN,5:49
Time-Out,4,,3,6,USA,4.0,,4 - 6,349,USA,5:49
Extra player shot - Post,4,4.0,3,6,USA,4.0,BOWEN A,4 - 6,335,USA,5:35
Action shot - Goal,4,2.0,3,7,USA,4.0,WIGO J,4 - 7,324,USA,5:24
Action shot - Post,4,2.0,3,7,USA,4.0,KUDABA C,4 - 7,305,CAN,5:05
Turnover foul,4,12.0,3,7,USA,4.0,MANN J,4 - 7,287,USA,4:47
Action shot - Goal,5,10.0,3,7,USA,4.0,CONWAY J,5 - 7,262,CAN,4:22
5m shot - Post,5,8.0,3,7,USA,4.0,AZEVEDO A,5 - 7,234,USA,3:54
Action shot - Saved,5,5.0,3,7,USA,4.0,BOYD J,5 - 7,213,CAN,3:33
Action shot - Goal,6,2.0,3,7,USA,4.0,KUDABA C,6 - 7,195,CAN,3:15
Centre shot - Post,6,8.0,3,7,USA,4.0,AZEVEDO A,6 - 7,175,USA,2:55
5m shot - Missed,6,12.0,3,7,USA,4.0,McELROY J,6 - 7,147,CAN,2:27
20 sec. exclusion in centre,6,2.0,3,7,USA,4.0,KUDABA C,6 - 7,130,CAN,2:10
Exclusion with substitution,6,2.0,3,7,USA,4.0,KUDABA C,6 - 7,130,CAN,2:10
Penalty foul,6,2.0,3,7,USA,4.0,KUDABA C,6 - 7,130,CAN,2:10
Penalty shot - Goal,6,8.0,3,8,USA,4.0,AZEVEDO A,6 - 8,130,USA,2:10
20 sec. exclusion in field,6,4.0,3,8,USA,4.0,BOWEN A,6 - 8,106,USA,1:46
Time-Out,6,,3,8,USA,4.0,,6 - 8,106,CAN,1:46
Action shot - Saved,6,9.0,3,8,USA,4.0,DIGGLE D,6 - 8,81,CAN,1:21
20 sec. exclusion in centre,6,10.0,3,8,USA,4.0,HUTTEN T,6 - 8,66,USA,1:06
Extra player shot - Goal,7,8.0,3,8,USA,4.0,GRAHAM K,7 - 8,50,CAN,0:50
Action shot - Blocked,7,2.0,3,8,USA,4.0,WIGO J,7 - 8,22,USA,0:22
20 sec. exclusion in centre,7,11.0,3,8,USA,4.0,ROSENTHAL M,7 - 8,11,USA,0:11
Starting goalkeeper,0,13.0,4,0,MNE,1.0,SCEPANOVIC M,0 - 0,480,MNE,8:00
Starting goalkeeper,0,1.0,4,0,MNE,1.0,RANDALL R,0 - 0,480,CAN,8:00
Sprint won possession,0,8.0,4,0,MNE,1.0,GRAHAM K,0 - 0,480,CAN,8:00
5m shot - Blocked,0,4.0,4,0,MNE,1.0,CONSTANTIN-BICARI,0 - 0,452,CAN,7:32
20 sec. exclusion in centre,0,6.0,4,0,MNE,1.0,ROBINSON S,0 - 0,434,CAN,7:14
Extra player shot - Goal,0,7.0,4,1,MNE,1.0,JANOVIC M,1 - 0,421,MNE,7:01
Centre shot - Saved,0,4.0,4,1,MNE,1.0,CONSTANTIN-BICARI,1 - 0,400,CAN,6:40
Turnover foul,0,8.0,4,1,MNE,1.0,GRAHAM K,1 - 0,384,CAN,6:24
Steal,0,11.0,4,1,MNE,1.0,KLIKOVAK F,1 - 0,384,MNE,6:24
Turnover foul,0,11.0,4,1,MNE,1.0,KLIKOVAK F,1 - 0,378,MNE,6:18
Steal,0,6.0,4,1,MNE,1.0,ROBINSON S,1 - 0,378,CAN,6:18
Centre shot - Goal,1,4.0,4,1,MNE,1.0,CONSTANTIN-BICARI,1 - 1,376,CAN,6:16
Turnover foul,1,11.0,4,1,MNE,1.0,KLIKOVAK F,1 - 1,364,MNE,6:04
20 sec. exclusion in field,1,2.0,4,1,MNE,1.0,BRGULJAN D,1 - 1,338,MNE,5:38
Action shot - Saved,1,8.0,4,1,MNE,1.0,GRAHAM K,1 - 1,316,CAN,5:16
Action shot - Post,1,8.0,4,1,MNE,1.0,JANOVIC N,1 - 1,286,MNE,4:46
Turnover foul,1,3.0,4,1,MNE,1.0,VIKALO O,1 - 1,271,CAN,4:31
Action shot - Post,1,9.0,4,1,MNE,1.0,IVOVIC A,1 - 1,248,MNE,4:08
20 sec. exclusion in field,1,3.0,4,1,MNE,1.0,VIKALO O,1 - 1,236,CAN,3:56
Extra player shot - Blocked,1,7.0,4,1,MNE,1.0,JANOVIC M,1 - 1,231,MNE,3:51
Action shot - Goal,1,7.0,4,2,MNE,1.0,JANOVIC M,2 - 1,214,MNE,3:34
Goalkeeper substitution,1,1.0,4,2,MNE,1.0,RADIC Z,2 - 1,214,MNE,3:34
Turnover foul,1,8.0,4,2,MNE,1.0,GRAHAM K,2 - 1,199,CAN,3:19
Steal,1,12.0,4,2,MNE,1.0,JOKIC P,2 - 1,199,MNE,3:19
Turnover foul,1,10.0,4,2,MNE,1.0,MISIC S,2 - 1,178,MNE,2:58
Action shot - Post,1,5.0,4,2,MNE,1.0,BOYD J,2 - 1,154,CAN,2:34
20 sec. exclusion in field,1,12.0,4,2,MNE,1.0,McELROY J,2 - 1,136,CAN,2:16
Action shot - Saved,1,7.0,4,2,MNE,1.0,JANOVIC M,2 - 1,113,MNE,1:53
Centre shot - Saved,1,4.0,4,2,MNE,1.0,CONSTANTIN-BICARI,2 - 1,87,CAN,1:27
Action shot - Blocked,1,12.0,4,2,MNE,1.0,JOKIC P,2 - 1,58,MNE,0:58
20 sec. exclusion in centre,1,12.0,4,2,MNE,1.0,JOKIC P,2 - 1,43,MNE,0:43
Extra player shot - Saved,1,12.0,4,2,MNE,1.0,McELROY J,2 - 1,17,CAN,0:17
Turnover foul,1,7.0,4,2,MNE,1.0,JANOVIC M,2 - 1,15,MNE,0:15
Action shot - Blocked,1,9.0,4,2,MNE,1.0,DIGGLE D,2 - 1,3,CAN,0:03
5m shot - Saved,1,7.0,4,2,MNE,1.0,JANOVIC M,2 - 1,1,MNE,0:01
Starting goalkeeper,1,1.0,4,2,MNE,2.0,RANDALL R,2 - 1,480,CAN,8:00
Starting goalkeeper,1,13.0,4,2,MNE,2.0,SCEPANOVIC M,2 - 1,480,MNE,8:00
Sprint won possession,1,8.0,4,2,MNE,2.0,GRAHAM K,2 - 1,480,CAN,8:00
Turnover foul,1,4.0,4,2,MNE,2.0,CONSTANTIN-BICARI,2 - 1,460,CAN,7:40
Action shot - Missed,1,2.0,4,2,MNE,2.0,BRGULJAN D,2 - 1,437,MNE,7:17
Turnover foul,1,8.0,4,2,MNE,2.0,GRAHAM K,2 - 1,411,CAN,6:51
Steal,1,2.0,4,2,MNE,2.0,BRGULJAN D,2 - 1,411,MNE,6:51
Turnover foul,1,11.0,4,2,MNE,2.0,KLIKOVAK F,2 - 1,388,MNE,6:28
5m shot - Missed,1,2.0,4,2,MNE,2.0,KUDABA C,2 - 1,368,CAN,6:08
5m shot - Goal,1,9.0,4,3,MNE,2.0,IVOVIC A,3 - 1,350,MNE,5:50
Turnover foul,1,9.0,4,3,MNE,2.0,DIGGLE D,3 - 1,333,CAN,5:33
Turnover foul,1,11.0,4,3,MNE,2.0,KLIKOVAK F,3 - 1,320,MNE,5:20
Turnover foul,1,3.0,4,3,MNE,2.0,VIKALO O,3 - 1,301,CAN,5:01
Action shot - Saved,1,6.0,4,3,MNE,2.0,CROUSILLAT U,3 - 1,279,MNE,4:39
Action shot - Post,1,9.0,4,3,MNE,2.0,DIGGLE D,3 - 1,252,CAN,4:12
Turnover foul,1,7.0,4,3,MNE,2.0,JANOVIC M,3 - 1,225,MNE,3:45
Steal,1,8.0,4,3,MNE,2.0,GRAHAM K,3 - 1,225,CAN,3:45
Turnover foul,1,10.0,4,3,MNE,2.0,CONWAY J,3 - 1,201,CAN,3:21
Turnover foul,1,7.0,4,3,MNE,2.0,JANOVIC M,3 - 1,176,MNE,2:56
20 sec. exclusion in centre,1,9.0,4,3,MNE,2.0,IVOVIC A,3 - 1,151,MNE,2:31
Action shot - Blocked,1,9.0,4,3,MNE,2.0,DIGGLE D,3 - 1,130,CAN,2:10
Centre shot - Goal,1,8.0,4,4,MNE,2.0,JANOVIC N,4 - 1,112,MNE,1:52
20 sec. exclusion in centre,1,12.0,4,4,MNE,2.0,JOKIC P,4 - 1,92,MNE,1:32
Action shot - Saved,1,5.0,4,4,MNE,2.0,BOYD J,4 - 1,70,CAN,1:10
20 sec. exclusion in centre,1,12.0,4,4,MNE,2.0,McELROY J,4 - 1,48,CAN,0:48
Time-Out,1,,4,4,MNE,2.0,,4 - 1,47,MNE,0:47
Extra player shot - Goal,1,11.0,4,5,MNE,2.0,KLIKOVAK F,5 - 1,33,MNE,0:33
Centre shot - Saved,1,4.0,4,5,MNE,2.0,CONSTANTIN-BICARI,5 - 1,11,CAN,0:11
Steal,1,4.0,4,5,MNE,4.0,PETROVIC A,5 - 1,21,MNE,0:21
5m shot - Missed,1,8.0,4,5,MNE,2.0,JANOVIC N,5 - 1,1,MNE,0:01
Starting goalkeeper,1,13.0,4,5,MNE,3.0,SCEPANOVIC M,5 - 1,480,MNE,8:00
Starting goalkeeper,1,1.0,4,5,MNE,3.0,RANDALL R,5 - 1,480,CAN,8:00
Sprint won possession,1,2.0,4,5,MNE,3.0,BRGULJAN D,5 - 1,480,MNE,8:00
Action shot - Goal,1,8.0,4,6,MNE,3.0,JANOVIC N,6 - 1,450,MNE,7:30
Action shot - Post,1,9.0,4,6,MNE,3.0,DIGGLE D,6 - 1,423,CAN,7:03
Action shot - Blocked,1,8.0,4,6,MNE,3.0,JANOVIC N,6 - 1,395,MNE,6:35
Action shot - Goal,2,2.0,4,6,MNE,3.0,KUDABA C,6 - 2,368,CAN,6:08
Turnover foul,2,10.0,4,6,MNE,3.0,MISIC S,6 - 2,338,MNE,5:38
Steal,2,9.0,4,6,MNE,3.0,DIGGLE D,6 - 2,338,CAN,5:38
Turnover foul,2,3.0,4,6,MNE,3.0,VIKALO O,6 - 2,310,CAN,5:10
Steal,2,2.0,4,6,MNE,3.0,BRGULJAN D,6 - 2,310,MNE,5:10
Centre shot - Post,2,3.0,4,6,MNE,3.0,PASKOVIC V,6 - 2,285,MNE,4:45
Time-Out,2,,4,6,MNE,3.0,,6 - 2,282,CAN,4:42
5m shot - Saved,2,8.0,4,6,MNE,3.0,GRAHAM K,6 - 2,256,CAN,4:16
Action shot - Goal,2,6.0,4,7,MNE,3.0,CROUSILLAT U,7 - 2,231,MNE,3:51
Turnover foul,2,12.0,4,7,MNE,3.0,McELROY J,7 - 2,215,CAN,3:35
Action shot - Post,2,6.0,4,7,MNE,3.0,CROUSILLAT U,7 - 2,187,MNE,3:07
Turnover foul,2,4.0,4,7,MNE,3.0,PETROVIC A,7 - 2,175,MNE,2:55
Steal,2,8.0,4,7,MNE,3.0,GRAHAM K,7 - 2,175,CAN,2:55
Turnover foul,2,1.0,4,7,MNE,3.0,RANDALL R,7 - 2,167,CAN,2:47
Steal,2,13.0,4,7,MNE,3.0,SCEPANOVIC M,7 - 2,167,MNE,2:47
Turnover foul,2,4.0,4,7,MNE,3.0,PETROVIC A,7 - 2,159,MNE,2:39
Steal,2,8.0,4,7,MNE,3.0,GRAHAM K,7 - 2,159,CAN,2:39
20 sec. exclusion in field,2,5.0,4,7,MNE,3.0,BRGULJAN D,7 - 2,154,MNE,2:34
Action shot - Goal,3,8.0,4,7,MNE,3.0,GRAHAM K,7 - 3,129,CAN,2:09
Action shot - Post,3,7.0,4,7,MNE,3.0,JANOVIC M,7 - 3,99,MNE,1:39
Action shot - Blocked,3,10.0,4,7,MNE,3.0,CONWAY J,7 - 3,69,CAN,1:09
Centre shot - Missed,3,7.0,4,7,MNE,3.0,JANOVIC M,7 - 3,39,MNE,0:39
Action shot - Goal,4,2.0,4,7,MNE,3.0,KUDABA C,7 - 4,13,CAN,0:13
5m shot - Goal,4,4.0,4,8,MNE,3.0,PETROVIC A,8 - 4,3,MNE,0:03
5m shot - Blocked,4,8.0,4,8,MNE,3.0,GRAHAM K,8 - 4,1,CAN,0:01
Starting goalkeeper,4,13.0,4,8,MNE,4.0,SCEPANOVIC M,8 - 4,480,MNE,8:00
Starting goalkeeper,4,1.0,4,8,MNE,4.0,RANDALL R,8 - 4,480,CAN,8:00
Sprint won possession,4,8.0,4,8,MNE,4.0,GRAHAM K,8 - 4,480,CAN,8:00
Centre shot - Saved,4,4.0,4,8,MNE,4.0,CONSTANTIN-BICARI,8 - 4,456,CAN,7:36
Turnover foul,4,9.0,4,8,MNE,4.0,IVOVIC A,8 - 4,437,MNE,7:17
Steal,4,2.0,4,8,MNE,4.0,KUDABA C,8 - 4,437,CAN,7:17
Action shot - Blocked,4,8.0,4,8,MNE,4.0,GRAHAM K,8 - 4,409,CAN,6:49
5m shot - Goal,4,9.0,4,9,MNE,4.0,IVOVIC A,9 - 4,385,MNE,6:25
Turnover foul,4,3.0,4,9,MNE,4.0,VIKALO O,9 - 4,358,CAN,5:58
Steal,4,6.0,4,9,MNE,4.0,CROUSILLAT U,9 - 4,358,MNE,5:58
20 sec. exclusion in centre,4,8.0,4,9,MNE,4.0,GRAHAM K,9 - 4,330,CAN,5:30
Time-Out,4,,4,9,MNE,4.0,,9 - 4,330,MNE,5:30
Extra player shot - Post,4,5.0,4,9,MNE,4.0,BRGULJAN D,9 - 4,310,MNE,5:10
Action shot - Missed,4,9.0,4,9,MNE,4.0,DIGGLE D,9 - 4,284,CAN,4:44
5m shot - Saved,4,12.0,4,9,MNE,4.0,JOKIC P,9 - 4,267,MNE,4:27
Turnover foul,4,8.0,4,9,MNE,4.0,GRAHAM K,9 - 4,238,CAN,3:58
Steal,4,8.0,4,9,MNE,4.0,JANOVIC N,9 - 4,238,MNE,3:58
20 sec. exclusion in field,4,6.0,4,9,MNE,4.0,ROBINSON S,9 - 4,217,CAN,3:37
Extra player shot - Saved,4,10.0,4,9,MNE,4.0,MISIC S,9 - 4,213,MNE,3:33
Action shot - Saved,4,5.0,4,9,MNE,4.0,BRGULJAN D,9 - 4,190,MNE,3:10
Turnover foul,4,9.0,4,9,MNE,4.0,DIGGLE D,9 - 4,169,CAN,2:49
Steal,4,6.0,4,9,MNE,4.0,CROUSILLAT U,9 - 4,169,MNE,2:49
Action shot - Goal,4,9.0,4,10,MNE,4.0,IVOVIC A,10 - 4,152,MNE,2:32
20 sec. exclusion in centre,4,12.0,4,10,MNE,4.0,JOKIC P,10 - 4,137,MNE,2:17
Exclusion with substitution,4,12.0,4,10,MNE,4.0,JOKIC P,10 - 4,137,MNE,2:17
Extra player shot - Saved,4,4.0,4,10,MNE,4.0,CONSTANTIN-BICARI,10 - 4,134,CAN,2:14
Action shot - Missed,4,12.0,4,10,MNE,4.0,McELROY J,10 - 4,112,CAN,1:52
Counter attack - Goal,4,2.0,4,11,MNE,4.0,BRGULJAN D,11 - 4,101,MNE,1:41
Action shot - Saved,4,2.0,4,11,MNE,4.0,KUDABA C,11 - 4,74,CAN,1:14
5m shot - Goal,4,2.0,4,12,MNE,4.0,BRGULJAN D,12 - 4,45,MNE,0:45
Turnover foul,4,10.0,4,12,MNE,4.0,CONWAY J,12 - 4,21,CAN,0:21
Turnover foul,4,3.0,4,12,MNE,4.0,PASKOVIC V,12 - 4,6,MNE,0:06
