Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,USA
Steal,1.0,3,0,RUS,1.0,BARON M,0 - 0,434,USA,7:14,0
Turnover foul,2.0,3,0,RUS,1.0,HOOPER J,0 - 0,420,USA,7:00,0
Steal,8.0,3,0,RUS,1.0,NAGAEV I,0 - 0,420,RUS,7:00,0
5m shot - Saved,2.0,3,0,RUS,1.0,LAZAREV N,0 - 0,391,RUS,6:31,0
Turnover foul,1.0,3,0,RUS,1.0,BARON M,0 - 0,374,USA,6:14,0
Steal,10.0,3,0,RUS,1.0,KHOLOD D,0 - 0,374,RUS,6:14,0
Action shot - Saved,2.0,3,0,RUS,1.0,LAZAREV N,0 - 0,366,RUS,6:06,0
5m shot - Goal,11.0,3,0,RUS,1.0,ROELSE A,1 - 0,347,USA,5:47,1
5m shot - Goal,10.0,3,1,RUS,1.0,KHOLOD D,1 - 1,318,RUS,5:18,1
5m shot - Goal,9.0,3,1,RUS,1.0,BOWEN A,2 - 1,289,USA,4:49,2
5m shot - Post,10.0,3,1,RUS,1.0,KHOLOD D,2 - 1,259,RUS,4:19,2
Turnover foul,4.0,3,1,RUS,1.0,DEREVIANKIN N,2 - 1,248,RUS,4:08,2
Steal,11.0,3,1,RUS,1.0,ROELSE A,2 - 1,248,USA,4:08,2
Time-Out,,3,1,RUS,1.0,,2 - 1,248,USA,4:08,2
20 sec. exclusion in centre,8.0,3,1,RUS,1.0,NAGAEV I,2 - 1,248,RUS,4:08,2
Extra player shot - Goal,9.0,3,1,RUS,1.0,BOWEN A,3 - 1,231,USA,3:51,3
5m shot - Saved,8.0,3,1,RUS,1.0,NAGAEV I,3 - 1,205,RUS,3:25,3
5m shot - Post,10.0,3,1,RUS,1.0,RAMIREZ C,3 - 1,186,USA,3:06,3
Turnover foul,13.0,3,1,RUS,1.0,STATSENKO V,3 - 1,177,RUS,2:57,3
Steal,1.0,3,1,RUS,1.0,BARON M,3 - 1,177,USA,2:57,3
5m shot - Saved,9.0,3,1,RUS,1.0,BOWEN A,3 - 1,155,USA,2:35,3
5m shot - Goal,9.0,3,1,RUS,1.0,BOWEN A,4 - 1,132,USA,2:12,4
Time-Out,,3,1,RUS,1.0,,4 - 1,132,RUS,2:12,4
Goalkeeper substitution,1.0,3,1,RUS,1.0,KORNEEV K,4 - 1,132,RUS,2:12,4
Action shot - Saved,2.0,3,1,RUS,1.0,LAZAREV N,4 - 1,110,RUS,1:50,4
20 sec. exclusion in field,10.0,3,1,RUS,1.0,KHOLOD D,4 - 1,100,RUS,1:40,4
Action shot - Goal,6.0,3,1,RUS,1.0,CUPIDO L,5 - 1,79,USA,1:19,5
20 sec. exclusion in centre,12.0,3,1,RUS,1.0,IRVING M,5 - 1,67,USA,1:07,5
Turnover foul,6.0,3,1,RUS,1.0,CUPIDO L,5 - 1,38,USA,0:38,5
Steal,6.0,3,1,RUS,1.0,ASHAEV A,5 - 1,38,RUS,0:38,5
20 sec. exclusion in centre,11.0,3,1,RUS,1.0,ROELSE A,5 - 1,18,USA,0:18,5
Extra player shot - Missed,11.0,3,1,RUS,1.0,LISUNOV S,5 - 1,16,RUS,0:16,5
5m shot - Goal,6.0,3,1,RUS,1.0,CUPIDO L,6 - 1,3,USA,0:03,6
Yellow card,,3,1,RUS,1.0,Team Official,6 - 1,3,USA,0:03,6
5m shot - Post,7.0,3,1,RUS,1.0,MERKULOV D,6 - 1,1,RUS,0:01,6
Starting goalkeeper,1.0,3,1,RUS,2.0,BARON M,6 - 1,480,USA,8:00,6
Starting goalkeeper,13.0,3,1,RUS,2.0,STATSENKO V,6 - 1,480,RUS,8:00,6
Sprint won possession,12.0,3,1,RUS,2.0,SHEPELEV R,6 - 1,480,RUS,8:00,6
5m shot - Saved,3.0,3,1,RUS,2.0,VASILYEV E,6 - 1,452,RUS,7:32,6
Turnover foul,5.0,3,1,RUS,2.0,HALLOCK B,6 - 1,443,USA,7:23,6
Steal,2.0,3,1,RUS,2.0,LAZAREV N,6 - 1,443,RUS,7:23,6
Turnover foul,11.0,3,1,RUS,2.0,LISUNOV S,6 - 1,430,RUS,7:10,6
Steal,7.0,3,1,RUS,2.0,DUNSTAN T,6 - 1,430,USA,7:10,6
20 sec. exclusion in centre,12.0,3,1,RUS,2.0,SHEPELEV R,6 - 1,416,RUS,6:56,6
Extra player shot - Goal,9.0,3,1,RUS,2.0,BOWEN A,7 - 1,398,USA,6:38,7
5m shot - Post,9.0,3,1,RUS,2.0,SUCHKOV I,7 - 1,370,RUS,6:10,7
20 sec. exclusion in centre,10.0,3,1,RUS,2.0,RAMIREZ C,7 - 1,370,USA,6:10,7
Extra player shot - Saved,6.0,3,1,RUS,2.0,ASHAEV A,7 - 1,347,RUS,5:47,7
20 sec. exclusion in centre,9.0,3,1,RUS,2.0,SUCHKOV I,7 - 1,322,RUS,5:22,7
Action shot - Saved,8.0,3,1,RUS,2.0,CARNIGLIA N,7 - 1,302,USA,5:02,7
20 sec. exclusion in centre,9.0,3,1,RUS,2.0,BOWEN A,7 - 1,282,USA,4:42,7
Extra player shot - Saved,8.0,3,1,RUS,2.0,NAGAEV I,7 - 1,264,RUS,4:24,7
Extra player shot - Saved,6.0,3,1,RUS,2.0,ASHAEV A,7 - 1,264,RUS,4:24,7
Time-Out,,3,1,RUS,2.0,,7 - 1,264,USA,4:24,7
20 sec. exclusion in field,7.0,3,1,RUS,2.0,MERKULOV D,7 - 1,264,RUS,4:24,7
20 sec. exclusion in centre,3.0,3,1,RUS,4.0,VASILYEV E,7 - 1,316,RUS,5:16,7
Extra player shot - Missed,9.0,3,1,RUS,4.0,BOWEN A,7 - 1,296,USA,4:56,7
Turnover foul,8.0,3,1,RUS,4.0,NAGAEV I,7 - 1,279,RUS,4:39,7
Steal,8.0,3,1,RUS,4.0,CARNIGLIA N,7 - 1,270,USA,4:30,7
20 sec. exclusion in centre,9.0,3,1,RUS,4.0,SUCHKOV I,7 - 1,262,RUS,4:22,7
Time-Out,,3,1,RUS,4.0,,7 - 1,262,USA,4:22,7
Turnover foul,4.0,3,1,RUS,4.0,OBERT A,7 - 1,242,USA,4:02,7
Steal,12.0,3,1,RUS,4.0,SHEPELEV R,7 - 1,242,RUS,4:02,7
20 sec. exclusion in field,6.0,3,1,RUS,4.0,CUPIDO L,7 - 1,242,USA,4:02,7
Time-Out,,3,1,RUS,4.0,,7 - 1,242,RUS,4:02,7
Action shot - Saved,7.0,3,1,RUS,4.0,MERKULOV D,7 - 1,219,RUS,3:39,7
Action shot - Goal,11.0,3,9,RUS,4.0,LISUNOV S,13 - 9,219,RUS,3:39,13
Turnover foul,5.0,3,9,RUS,4.0,HALLOCK B,13 - 9,202,USA,3:22,13
Turnover foul,13.0,3,9,RUS,4.0,STATSENKO V,13 - 9,189,RUS,3:09,13
Steal,12.0,3,9,RUS,4.0,IRVING M,13 - 9,189,USA,3:09,13
Counter attack - Goal,2.0,3,9,RUS,4.0,HOOPER J,14 - 9,178,USA,2:58,14
20 sec. exclusion in centre,11.0,3,9,RUS,4.0,ROELSE A,14 - 9,160,USA,2:40,14
Exclusion with substitution,11.0,3,9,RUS,4.0,ROELSE A,14 - 9,160,USA,2:40,14
Action shot - Goal,12.0,3,1,RUS,2.0,IRVING M,8 - 1,242,USA,4:02,8
5m shot - Goal,7.0,3,2,RUS,2.0,MERKULOV D,8 - 2,215,RUS,3:35,8
5m shot - Blocked,6.0,3,2,RUS,2.0,CUPIDO L,8 - 2,203,USA,3:23,8
20 sec. exclusion in field,3.0,3,2,RUS,2.0,VAVIC M,8 - 2,197,USA,3:17,8
Extra player shot - Goal,8.0,3,3,RUS,2.0,NAGAEV I,8 - 3,178,RUS,2:58,8
5m shot - Post,9.0,3,3,RUS,2.0,BOWEN A,8 - 3,149,USA,2:29,8
20 sec. exclusion in field,2.0,3,3,RUS,2.0,HOOPER J,8 - 3,139,USA,2:19,8
Time-Out,,3,3,RUS,2.0,,8 - 3,139,RUS,2:19,8
Action shot - Goal,5.0,3,4,RUS,2.0,BUGAYCHUK A,8 - 4,112,RUS,1:52,8
20 sec. exclusion in field,10.0,3,4,RUS,2.0,KHOLOD D,8 - 4,90,RUS,1:30,8
Extra player shot - Goal,2.0,3,4,RUS,2.0,HOOPER J,9 - 4,82,USA,1:22,9
20 sec. exclusion in centre,11.0,3,4,RUS,2.0,ROELSE A,9 - 4,60,USA,1:00,9
Extra player shot - Goal,7.0,3,5,RUS,2.0,MERKULOV D,9 - 5,45,RUS,0:45,9
5m shot - Blocked,7.0,3,5,RUS,2.0,DUNSTAN T,9 - 5,18,USA,0:18,9
5m shot - Goal,8.0,3,6,RUS,2.0,NAGAEV I,9 - 6,3,RUS,0:03,9
5m shot - Missed,6.0,3,6,RUS,2.0,CUPIDO L,9 - 6,1,USA,0:01,9
Starting goalkeeper,1.0,3,6,RUS,3.0,BARON M,9 - 6,480,USA,8:00,9
Starting goalkeeper,13.0,3,6,RUS,3.0,STATSENKO V,9 - 6,480,RUS,8:00,9
Sprint won possession,12.0,3,6,RUS,3.0,SHEPELEV R,9 - 6,480,RUS,8:00,9
5m shot - Post,2.0,3,6,RUS,3.0,LAZAREV N,9 - 6,456,RUS,7:36,9
5m shot - Saved,9.0,3,6,RUS,3.0,BOWEN A,9 - 6,427,USA,7:07,9
Action shot - Saved,8.0,3,6,RUS,3.0,NAGAEV I,9 - 6,403,RUS,6:43,9
Counter attack - Goal,6.0,3,6,RUS,3.0,CUPIDO L,10 - 6,393,USA,6:33,10
5m shot - Saved,7.0,3,6,RUS,3.0,MERKULOV D,10 - 6,362,RUS,6:02,10
Turnover foul,11.0,3,6,RUS,3.0,LISUNOV S,10 - 6,342,RUS,5:42,10
Steal,4.0,3,6,RUS,3.0,OBERT A,10 - 6,342,USA,5:42,10
Action shot - Goal,7.0,3,6,RUS,3.0,DUNSTAN T,11 - 6,315,USA,5:15,11
Turnover foul,4.0,3,6,RUS,3.0,DEREVIANKIN N,11 - 6,299,RUS,4:59,11
Steal,4.0,3,6,RUS,3.0,OBERT A,11 - 6,299,USA,4:59,11
Turnover foul,5.0,3,6,RUS,3.0,HALLOCK B,11 - 6,278,USA,4:38,11
Steal,7.0,3,6,RUS,3.0,MERKULOV D,11 - 6,278,RUS,4:38,11
20 sec. exclusion in centre,9.0,3,6,RUS,3.0,BOWEN A,11 - 6,257,USA,4:17,11
Turnover foul,10.0,3,6,RUS,3.0,KHOLOD D,11 - 6,241,RUS,4:01,11
Steal,12.0,3,6,RUS,3.0,IRVING M,11 - 6,241,USA,4:01,11
Turnover foul,6.0,3,6,RUS,3.0,CUPIDO L,11 - 6,221,USA,3:41,11
Action shot - Missed,8.0,3,6,RUS,3.0,NAGAEV I,11 - 6,205,RUS,3:25,11
20 sec. exclusion in field,6.0,3,6,RUS,3.0,ASHAEV A,11 - 6,205,RUS,3:25,11
Time-Out,,3,6,RUS,3.0,,11 - 6,205,USA,3:25,11
Action shot - Saved,2.0,3,6,RUS,3.0,HOOPER J,11 - 6,176,USA,2:56,11
5m shot - Goal,12.0,3,7,RUS,3.0,SHEPELEV R,11 - 7,149,RUS,2:29,11
Turnover foul,6.0,3,7,RUS,3.0,CUPIDO L,11 - 7,133,USA,2:13,11
Steal,5.0,3,7,RUS,3.0,BUGAYCHUK A,11 - 7,133,RUS,2:13,11
Action shot - Saved,12.0,3,7,RUS,3.0,SHEPELEV R,11 - 7,112,RUS,1:52,11
Action shot - Goal,7.0,3,7,RUS,3.0,DUNSTAN T,12 - 7,97,USA,1:37,12
5m shot - Saved,7.0,3,7,RUS,3.0,MERKULOV D,12 - 7,68,RUS,1:08,12
20 sec. exclusion in field,11.0,3,7,RUS,3.0,LISUNOV S,12 - 7,67,RUS,1:07,12
Turnover foul,12.0,3,7,RUS,3.0,IRVING M,12 - 7,18,USA,0:18,12
Steal,5.0,3,7,RUS,3.0,BUGAYCHUK A,12 - 7,18,RUS,0:18,12
5m shot - Post,7.0,3,7,RUS,3.0,MERKULOV D,12 - 7,7,RUS,0:07,12
5m shot - Post,8.0,3,7,RUS,3.0,CARNIGLIA N,12 - 7,1,USA,0:01,12
Starting goalkeeper,1.0,3,7,RUS,4.0,BARON M,12 - 7,480,USA,8:00,12
Starting goalkeeper,13.0,3,7,RUS,4.0,STATSENKO V,12 - 7,480,RUS,8:00,12
Sprint won possession,2.0,3,7,RUS,4.0,HOOPER J,12 - 7,480,USA,8:00,12
20 sec. exclusion in centre,10.0,3,7,RUS,4.0,RAMIREZ C,12 - 7,429,USA,7:09,12
Extra player shot - Blocked,10.0,3,7,RUS,4.0,KHOLOD D,12 - 7,414,RUS,6:54,12
20 sec. exclusion in centre,3.0,3,7,RUS,4.0,VASILYEV E,12 - 7,395,RUS,6:35,12
Extra player shot - Saved,9.0,3,7,RUS,4.0,BOWEN A,12 - 7,377,USA,6:17,12
20 sec. exclusion in centre,4.0,3,7,RUS,4.0,DEREVIANKIN N,12 - 7,372,RUS,6:12,12
Extra player shot - Goal,6.0,3,7,RUS,4.0,CUPIDO L,13 - 7,371,USA,6:11,13
20 sec. exclusion in centre,4.0,3,7,RUS,4.0,OBERT A,13 - 7,349,USA,5:49,13
Extra player shot - Goal,4.0,3,8,RUS,4.0,DEREVIANKIN N,13 - 8,333,RUS,5:33,13
Extra player shot - Post,12.0,3,8,RUS,4.0,SHEPELEV R,13 - 8,153,RUS,2:33,13
Turnover foul,8.0,3,8,RUS,4.0,NAGAEV I,13 - 8,127,RUS,2:07,13
Steal,1.0,3,8,RUS,4.0,BARON M,13 - 8,127,USA,2:07,13
Counter attack - Goal,12.0,3,10,RUS,4.0,SHEPELEV R,14 - 10,115,RUS,1:55,14
20 sec. exclusion in centre,12.0,3,10,RUS,4.0,SHEPELEV R,14 - 10,95,RUS,1:35,14
Extra player shot - Missed,6.0,3,10,RUS,4.0,CUPIDO L,14 - 10,82,USA,1:22,14
Counter attack - Saved,6.0,3,10,RUS,4.0,ASHAEV A,14 - 10,71,RUS,1:11,14
Turnover foul,2.0,3,10,RUS,4.0,HOOPER J,14 - 10,57,USA,0:57,14
Steal,7.0,3,10,RUS,4.0,MERKULOV D,14 - 10,57,RUS,0:57,14
Penalty foul,5.0,3,10,RUS,4.0,HALLOCK B,14 - 10,45,USA,0:45,14
Exclusion with substitution,5.0,3,10,RUS,4.0,HALLOCK B,14 - 10,45,USA,0:45,14
Red card,,3,10,RUS,4.0,Team Official,14 - 10,45,USA,0:45,14
20 sec. exclusion in centre,1.0,3,10,RUS,4.0,BARON M,14 - 10,45,USA,0:45,14
Penalty shot - Saved,7.0,3,10,RUS,4.0,MERKULOV D,14 - 10,45,RUS,0:45,14
Turnover foul,4.0,3,10,RUS,4.0,OBERT A,14 - 10,21,USA,0:21,14
20 sec. exclusion in field,2.0,3,10,RUS,4.0,HOOPER J,14 - 10,14,USA,0:14,14
Extra player shot - Goal,5.0,3,11,RUS,4.0,BUGAYCHUK A,14 - 11,6,RUS,0:06,14
5m shot - Saved,9.0,3,11,RUS,4.0,BOWEN A,14 - 11,1,USA,0:01,14
Starting goalkeeper,1.0,4,0,RSA,1.0,LEWIS J,0 - 0,480,RSA,8:00,0
Starting goalkeeper,1.0,4,0,RSA,1.0,BARON M,0 - 0,480,USA,8:00,0
Sprint won possession,2.0,4,0,RSA,1.0,HOOPER J,0 - 0,480,USA,8:00,0
Turnover foul,5.0,4,0,RSA,1.0,HALLOCK B,0 - 0,451,USA,7:31,0
Steal,2.0,4,0,RSA,1.0,le ROUX E,0 - 0,451,RSA,7:31,0
Turnover foul,5.0,4,0,RSA,1.0,BROWN C,0 - 0,422,RSA,7:02,0
Steal,9.0,4,0,RSA,1.0,BOWEN A,0 - 0,422,USA,7:02,0
20 sec. exclusion in field,8.0,4,0,RSA,1.0,RODDA N,0 - 0,406,RSA,6:46,0
5m shot - Post,2.0,4,0,RSA,1.0,HOOPER J,0 - 0,387,USA,6:27,0
Turnover foul,3.0,4,0,RSA,1.0,CARD D,0 - 0,366,RSA,6:06,0
Penalty foul,8.0,4,0,RSA,1.0,RODDA N,0 - 0,347,RSA,5:47,0
Penalty shot - Goal,6.0,4,0,RSA,1.0,CUPIDO L,0 - 1,347,USA,5:47,1
Turnover foul,7.0,4,0,RSA,1.0,RABIE L,0 - 1,332,RSA,5:32,1
5m shot - Saved,6.0,4,0,RSA,1.0,CUPIDO L,0 - 1,315,USA,5:15,1
Turnover foul,2.0,4,0,RSA,1.0,le ROUX E,0 - 1,289,RSA,4:49,1
Steal,9.0,4,0,RSA,1.0,BOWEN A,0 - 1,289,USA,4:49,1
Action shot - Post,3.0,4,0,RSA,1.0,VAVIC M,0 - 1,272,USA,4:32,1
Turnover foul,7.0,4,0,RSA,1.0,RABIE L,0 - 1,253,RSA,4:13,1
Steal,1.0,4,0,RSA,1.0,BARON M,0 - 1,253,USA,4:13,1
Turnover foul,4.0,4,0,RSA,1.0,OBERT A,0 - 1,228,USA,3:48,1
Time-Out,,4,0,RSA,1.0,,0 - 1,228,RSA,3:48,1
Turnover foul,4.0,4,0,RSA,1.0,BADENHORST N,0 - 1,216,RSA,3:36,1
Turnover foul,4.0,4,0,RSA,1.0,OBERT A,0 - 1,199,USA,3:19,1
Steal,7.0,4,0,RSA,1.0,RABIE L,0 - 1,199,RSA,3:19,1
5m shot - Missed,11.0,4,0,RSA,1.0,MOLYNEUX N,0 - 1,179,RSA,2:59,1
Turnover foul,12.0,4,0,RSA,1.0,IRVING M,0 - 1,164,USA,2:44,1
5m shot - Saved,2.0,4,0,RSA,1.0,le ROUX E,0 - 1,139,RSA,2:19,1
Turnover foul,4.0,4,0,RSA,1.0,BADENHORST N,0 - 1,118,RSA,1:58,1
Steal,9.0,4,0,RSA,1.0,BOWEN A,0 - 1,118,USA,1:58,1
20 sec. exclusion in centre,11.0,4,0,RSA,1.0,MOLYNEUX N,0 - 1,94,RSA,1:34,1
Time-Out,,4,0,RSA,1.0,,0 - 1,94,USA,1:34,1
5m shot - Post,6.0,4,0,RSA,1.0,CUPIDO L,0 - 1,74,USA,1:14,1
5m shot - Missed,10.0,4,0,RSA,1.0,le ROUX P,0 - 1,55,RSA,0:55,1
Centre shot - Post,5.0,4,0,RSA,1.0,HALLOCK B,0 - 1,34,USA,0:34,1
Turnover foul,8.0,4,0,RSA,1.0,RODDA N,0 - 1,13,RSA,0:13,1
Steal,7.0,4,0,RSA,1.0,DUNSTAN T,0 - 1,13,USA,0:13,1
Starting goalkeeper,1.0,4,0,RSA,2.0,LEWIS J,0 - 1,480,RSA,8:00,1
Starting goalkeeper,1.0,4,0,RSA,2.0,BARON M,0 - 1,480,USA,8:00,1
Sprint won possession,11.0,4,0,RSA,2.0,MOLYNEUX N,0 - 1,480,RSA,8:00,1
Action shot - Saved,10.0,4,0,RSA,2.0,le ROUX P,0 - 1,457,RSA,7:37,1
Turnover foul,6.0,4,0,RSA,2.0,CUPIDO L,0 - 1,430,USA,7:10,1
Steal,1.0,4,0,RSA,2.0,LEWIS J,0 - 1,430,RSA,7:10,1
20 sec. exclusion in centre,7.0,4,0,RSA,2.0,DUNSTAN T,0 - 1,405,USA,6:45,1
Extra player shot - Goal,2.0,4,1,RSA,2.0,le ROUX E,1 - 1,393,RSA,6:33,1
5m shot - Saved,6.0,4,1,RSA,2.0,CUPIDO L,1 - 1,380,USA,6:20,1
Turnover foul,4.0,4,1,RSA,2.0,OBERT A,1 - 1,368,USA,6:08,1
Steal,1.0,4,1,RSA,2.0,LEWIS J,1 - 1,368,RSA,6:08,1
Action shot - Saved,3.0,4,1,RSA,2.0,CARD D,1 - 1,351,RSA,5:51,1
Action shot - Saved,6.0,4,1,RSA,2.0,CUPIDO L,1 - 1,318,USA,5:18,1
Turnover foul,3.0,4,1,RSA,2.0,CARD D,1 - 1,305,RSA,5:05,1
Action shot - Goal,11.0,4,1,RSA,2.0,ROELSE A,1 - 2,288,USA,4:48,2
5m shot - Missed,8.0,4,1,RSA,2.0,RODDA N,1 - 2,261,RSA,4:21,2
20 sec. exclusion in centre,6.0,4,1,RSA,2.0,de CARVALHO J,1 - 2,252,RSA,4:12,2
Extra player shot - Goal,10.0,4,1,RSA,2.0,RAMIREZ C,1 - 3,234,USA,3:54,3
Centre shot - Saved,2.0,4,1,RSA,2.0,le ROUX E,1 - 3,210,RSA,3:30,3
Turnover foul,12.0,4,1,RSA,2.0,IRVING M,1 - 3,193,USA,3:13,3
Steal,7.0,4,1,RSA,2.0,RABIE L,1 - 3,193,RSA,3:13,3
Time-Out,,4,1,RSA,2.0,,1 - 3,193,RSA,3:13,3
Turnover foul,3.0,4,1,RSA,2.0,CARD D,1 - 3,179,RSA,2:59,3
5m shot - Goal,12.0,4,1,RSA,2.0,IRVING M,1 - 4,164,USA,2:44,4
5m shot - Saved,10.0,4,1,RSA,2.0,le ROUX P,1 - 4,138,RSA,2:18,4
5m shot - Saved,10.0,4,1,RSA,4.0,le ROUX P,1 - 4,289,RSA,4:49,4
Turnover foul,12.0,4,1,RSA,4.0,IRVING M,1 - 4,279,USA,4:39,4
Steal,11.0,4,1,RSA,4.0,MOLYNEUX N,1 - 4,279,RSA,4:39,4
5m shot - Saved,8.0,4,1,RSA,4.0,RODDA N,1 - 4,255,RSA,4:15,4
Time-Out,,4,1,RSA,4.0,,1 - 4,254,USA,4:14,4
Goalkeeper substitution,1.0,4,1,RSA,4.0,BARON M,1 - 4,254,USA,4:14,4
Goalkeeper substitution,13.0,4,1,RSA,4.0,HOLLAND D,1 - 4,254,USA,4:14,4
Action shot - Goal,3.0,4,4,RSA,4.0,VAVIC M,4 - 12,227,USA,3:47,12
Goalkeeper substitution,1.0,4,4,RSA,4.0,BARON M,4 - 12,221,USA,3:41,12
Goalkeeper substitution,13.0,4,4,RSA,4.0,HOLLAND D,4 - 12,216,USA,3:36,12
5m shot - Post,2.0,4,4,RSA,4.0,le ROUX E,4 - 12,200,RSA,3:20,12
20 sec. exclusion in centre,11.0,4,4,RSA,4.0,MOLYNEUX N,4 - 12,177,RSA,2:57,12
Turnover foul,12.0,4,4,RSA,2.0,IRVING M,4 - 12,136,USA,2:16,12
Action shot - Saved,7.0,4,4,RSA,2.0,RABIE L,4 - 12,122,RSA,2:02,12
Action shot - Goal,12.0,4,1,RSA,2.0,IRVING M,1 - 5,105,USA,1:45,5
Action shot - Goal,10.0,4,2,RSA,2.0,le ROUX P,2 - 5,94,RSA,1:34,5
Time-Out,,4,2,RSA,2.0,,2 - 5,94,USA,1:34,5
Penalty foul,2.0,4,2,RSA,2.0,le ROUX E,2 - 5,78,RSA,1:18,5
Penalty shot - Goal,2.0,4,2,RSA,2.0,HOOPER J,2 - 6,78,USA,1:18,6
Turnover foul,5.0,4,2,RSA,2.0,BROWN C,2 - 6,52,RSA,0:52,6
5m shot - Saved,3.0,4,2,RSA,2.0,VAVIC M,2 - 6,29,USA,0:29,6
5m shot - Goal,8.0,4,3,RSA,2.0,RODDA N,3 - 6,17,RSA,0:17,6
5m shot - Saved,6.0,4,3,RSA,2.0,CUPIDO L,3 - 6,3,USA,0:03,6
Action shot - Goal,4.0,4,3,RSA,2.0,OBERT A,3 - 7,2,USA,0:02,7
Starting goalkeeper,1.0,4,3,RSA,3.0,LEWIS J,3 - 7,480,RSA,8:00,7
Starting goalkeeper,1.0,4,3,RSA,3.0,BARON M,3 - 7,480,USA,8:00,7
Sprint won possession,11.0,4,3,RSA,3.0,MOLYNEUX N,3 - 7,480,RSA,8:00,7
Turnover foul,3.0,4,3,RSA,3.0,CARD D,3 - 7,460,RSA,7:40,7
Turnover foul,5.0,4,3,RSA,3.0,HALLOCK B,3 - 7,442,USA,7:22,7
Turnover foul,3.0,4,3,RSA,3.0,CARD D,3 - 7,416,RSA,6:56,7
Action shot - Saved,11.0,4,3,RSA,3.0,ROELSE A,3 - 7,400,USA,6:40,7
Turnover foul,2.0,4,3,RSA,3.0,le ROUX E,3 - 7,384,RSA,6:24,7
Steal,2.0,4,3,RSA,3.0,HOOPER J,3 - 7,384,USA,6:24,7
20 sec. exclusion in centre,9.0,4,3,RSA,3.0,WHYTE D,3 - 7,363,RSA,6:03,7
20 sec. exclusion in field,5.0,4,3,RSA,3.0,BROWN C,3 - 7,332,RSA,5:32,7
Extra player shot - Saved,2.0,4,3,RSA,3.0,HOOPER J,3 - 7,323,USA,5:23,7
Action shot - Saved,2.0,4,3,RSA,3.0,le ROUX E,3 - 7,295,RSA,4:55,7
Action shot - Goal,4.0,4,4,RSA,3.0,BADENHORST N,4 - 7,293,RSA,4:53,7
Turnover foul,6.0,4,4,RSA,3.0,CUPIDO L,4 - 7,267,USA,4:27,7
5m shot - Blocked,10.0,4,4,RSA,3.0,le ROUX P,4 - 7,250,RSA,4:10,7
Turnover foul,10.0,4,4,RSA,3.0,le ROUX P,4 - 7,229,RSA,3:49,7
Steal,10.0,4,4,RSA,3.0,RAMIREZ C,4 - 7,229,USA,3:49,7
Action shot - Goal,12.0,4,4,RSA,3.0,IRVING M,4 - 8,208,USA,3:28,8
Turnover foul,3.0,4,4,RSA,3.0,CARD D,4 - 8,178,RSA,2:58,8
Action shot - Goal,4.0,4,4,RSA,3.0,OBERT A,4 - 9,156,USA,2:36,9
Yellow card,,4,4,RSA,3.0,Team Official,4 - 9,156,RSA,2:36,9
20 sec. exclusion in centre,10.0,4,4,RSA,3.0,RAMIREZ C,4 - 9,135,USA,2:15,9
Turnover foul,2.0,4,4,RSA,3.0,le ROUX E,4 - 9,124,RSA,2:04,9
Steal,12.0,4,4,RSA,3.0,IRVING M,4 - 9,124,USA,2:04,9
20 sec. exclusion in centre,12.0,4,4,RSA,3.0,OLVER R,4 - 9,97,RSA,1:37,9
Extra player shot - Goal,8.0,4,4,RSA,3.0,CARNIGLIA N,4 - 10,84,USA,1:24,10
20 sec. exclusion in centre,12.0,4,4,RSA,3.0,IRVING M,4 - 10,67,USA,1:07,10
20 sec. exclusion in field,3.0,4,4,RSA,3.0,VAVIC M,4 - 10,60,USA,1:00,10
Action shot - Post,10.0,4,4,RSA,3.0,le ROUX P,4 - 10,40,RSA,0:40,10
Time-Out,,4,4,RSA,3.0,,4 - 10,40,USA,0:40,10
20 sec. exclusion in centre,6.0,4,4,RSA,3.0,de CARVALHO J,4 - 10,24,RSA,0:24,10
Extra player shot - Blocked,6.0,4,4,RSA,3.0,CUPIDO L,4 - 10,6,USA,0:06,10
5m shot - Saved,2.0,4,4,RSA,3.0,HOOPER J,4 - 10,4,USA,0:04,10
5m shot - Saved,7.0,4,4,RSA,3.0,RABIE L,4 - 10,1,RSA,0:01,10
Starting goalkeeper,13.0,4,4,RSA,4.0,MTHEMBU T,4 - 10,480,RSA,8:00,10
Starting goalkeeper,13.0,4,4,RSA,4.0,HOLLAND D,4 - 10,480,USA,8:00,10
Sprint won possession,12.0,4,4,RSA,4.0,OLVER R,4 - 10,480,RSA,8:00,10
Turnover foul,2.0,4,4,RSA,4.0,le ROUX E,4 - 10,462,RSA,7:42,10
Steal,9.0,4,4,RSA,4.0,BOWEN A,4 - 10,462,USA,7:42,10
Turnover foul,9.0,4,4,RSA,4.0,BOWEN A,4 - 10,447,USA,7:27,10
Steal,2.0,4,4,RSA,4.0,le ROUX E,4 - 10,447,RSA,7:27,10
5m shot - Saved,12.0,4,4,RSA,4.0,OLVER R,4 - 10,420,RSA,7:00,10
Centre shot - Goal,11.0,4,4,RSA,4.0,ROELSE A,4 - 11,408,USA,6:48,11
Turnover foul,8.0,4,4,RSA,4.0,RODDA N,4 - 11,386,RSA,6:26,11
Steal,12.0,4,4,RSA,4.0,IRVING M,4 - 11,386,USA,6:26,11
Turnover foul,4.0,4,4,RSA,4.0,OBERT A,4 - 11,372,USA,6:12,11
